cell_id,Dryobates pubescens,Dryobates pubescens pubescens/medianus,Dryobates pubescens leucurus/glacialis,Dryobates pubescens gairdnerii/turati
822a07fffffffff,10.0,5.0,0.0,0.0
822a17fffffffff,15956.0,1406.0,0.0,0.0
822a27fffffffff,1.0,1.0,0.0,0.0
822a37fffffffff,218.0,134.0,0.0,0.0
822a4ffffffffff,2.0,0.0,0.0,0.0
822a87fffffffff,6.0,4.0,0.0,0.0
822a8ffffffffff,11.0,2.0,0.0,0.0
822a97fffffffff,13.0,6.0,0.0,0.0
822a9ffffffffff,21.0,17.0,0.0,0.0
822aa7fffffffff,81.0,36.0,0.0,0.0
822aaffffffffff,1672.0,406.0,0.0,0.0
822ab7fffffffff,1177.0,402.0,0.0,0.0
822ad7fffffffff,4.0,4.0,0.0,0.0
822af7fffffffff,9.0,2.0,0.0,0.0
822b07fffffffff,2.0,0.0,0.0,0.0
822b0ffffffffff,2.0,0.0,0.0,0.0
822b17fffffffff,6.0,0.0,0.0,0.0
822b1ffffffffff,13.0,6.0,0.0,0.0
822b27fffffffff,18.0,3.0,0.0,0.0
822b2ffffffffff,1.0,1.0,0.0,0.0
822b87fffffffff,24.0,9.0,0.0,0.0
822b8ffffffffff,543.0,28.0,0.0,0.0
822b9ffffffffff,66.0,20.0,0.0,0.0
822ba7fffffffff,2.0,0.0,0.0,0.0
822baffffffffff,313.0,97.0,0.0,0.0
822bb7fffffffff,2.0,2.0,0.0,0.0
824417fffffffff,5.0,0.0,0.0,0.0
82441ffffffffff,29.0,24.0,0.0,0.0
824447fffffffff,21.0,0.0,0.0,0.0
82444ffffffffff,2.0,0.0,0.0,0.0
824457fffffffff,34.0,31.0,0.0,0.0
82445ffffffffff,1.0,0.0,0.0,0.0
82446ffffffffff,19.0,8.0,0.0,0.0
824477fffffffff,1.0,0.0,0.0,0.0
8244a7fffffffff,1.0,0.0,0.0,0.0
8244affffffffff,18.0,15.0,0.0,0.0
8244c7fffffffff,8.0,2.0,0.0,0.0
8244cffffffffff,54.0,47.0,0.0,0.0
8244d7fffffffff,11.0,4.0,0.0,0.0
8244dffffffffff,10.0,4.0,0.0,0.0
8244e7fffffffff,77.0,72.0,0.0,0.0
8244f7fffffffff,105.0,89.0,0.0,0.0
82484ffffffffff,3.0,0.0,0.0,0.0
824887fffffffff,5.0,0.0,0.0,0.0
82488ffffffffff,5.0,0.0,0.0,0.0
824897fffffffff,107.0,2.0,0.0,0.0
82489ffffffffff,14.0,2.0,0.0,0.0
8248affffffffff,2.0,0.0,0.0,0.0
8248b7fffffffff,1.0,1.0,0.0,0.0
8248c7fffffffff,64.0,0.0,7.0,0.0
8248cffffffffff,20.0,0.0,0.0,0.0
8248d7fffffffff,34.0,5.0,5.0,0.0
8248dffffffffff,23.0,0.0,23.0,0.0
8248effffffffff,22.0,0.0,2.0,0.0
8248f7fffffffff,8.0,0.0,0.0,0.0
