cell_id,Larus michahellis,Larus michahellis atlantis,Larus michahellis michahellis
8439737ffffffff,4.0,0.0,2.0
8439739ffffffff,108.0,0.0,0.0
843973bffffffff,4.0,0.0,4.0
8439743ffffffff,2.0,0.0,0.0
8439745ffffffff,101.0,0.0,0.0
8439749ffffffff,1.0,0.0,0.0
8439755ffffffff,10.0,0.0,2.0
8439805ffffffff,2.0,0.0,0.0
8439a87ffffffff,14.0,0.0,0.0
8439ab9ffffffff,3.0,0.0,3.0
843e689ffffffff,7.0,0.0,2.0
843e68dffffffff,11.0,0.0,0.0
843e6c9ffffffff,1.0,0.0,0.0
843f4d3ffffffff,1.0,0.0,0.0
843f627ffffffff,2.0,0.0,0.0
843f647ffffffff,1.0,0.0,0.0
843f64dffffffff,6.0,0.0,0.0
843f66bffffffff,7.0,0.0,0.0
8448951ffffffff,2.0,0.0,0.0
8454a93ffffffff,4.0,0.0,0.0
8454a9bffffffff,1.0,0.0,0.0
8454ac3ffffffff,7.0,0.0,0.0
8454addffffffff,4.0,0.0,0.0
