cell_id,Serpophaga subcristata,Serpophaga subcristata subcristata/straminea,Serpophaga subcristata munda
84b276dffffffff,3.0,0.0,2.0
84b2e1bffffffff,6.0,0.0,0.0
84b2e85ffffffff,12.0,0.0,8.0
84b2e91ffffffff,31.0,0.0,29.0
84b2e99ffffffff,10.0,0.0,9.0
84b2e9bffffffff,1.0,0.0,1.0
84b2ea9ffffffff,9.0,0.0,8.0
84b2ebbffffffff,7.0,0.0,7.0
84b2ec5ffffffff,2.0,0.0,2.0
84b2ec7ffffffff,12.0,0.0,9.0
84b2ec9ffffffff,1.0,0.0,1.0
84b2ecdffffffff,4.0,0.0,4.0
84b2ed9ffffffff,2.0,0.0,2.0
84b2ee1ffffffff,12.0,0.0,12.0
84b2ee3ffffffff,4.0,0.0,4.0
84b2ee7ffffffff,1.0,0.0,1.0
84b2ee9ffffffff,10.0,0.0,8.0
84b2eebffffffff,55.0,0.0,53.0
84b3219ffffffff,3.0,0.0,3.0
84b3253ffffffff,1.0,0.0,1.0
84b32c9ffffffff,4.0,0.0,4.0
84b32dbffffffff,10.0,0.0,10.0
84b32ddffffffff,2.0,0.0,2.0
84b3407ffffffff,7.0,0.0,7.0
84b3409ffffffff,2.0,0.0,0.0
84b340dffffffff,19.0,0.0,12.0
84b3421ffffffff,17.0,0.0,16.0
84b3423ffffffff,76.0,0.0,73.0
84b3425ffffffff,31.0,0.0,26.0
84b3427ffffffff,13.0,0.0,11.0
84b3429ffffffff,9.0,0.0,5.0
84b342bffffffff,10.0,0.0,7.0
84b342dffffffff,5.0,0.0,4.0
84b3435ffffffff,12.0,0.0,7.0
84b3439ffffffff,4.0,0.0,3.0
84b343bffffffff,2.0,0.0,0.0
84b343dffffffff,4.0,0.0,4.0
84b3441ffffffff,2.0,0.0,2.0
84b3445ffffffff,6.0,0.0,6.0
84b3461ffffffff,3.0,0.0,3.0
84b3463ffffffff,4.0,0.0,4.0
84b3467ffffffff,2.0,0.0,0.0
84b346bffffffff,8.0,0.0,6.0
84b346dffffffff,4.0,0.0,3.0
84b3481ffffffff,1.0,1.0,0.0
84b348bffffffff,2.0,2.0,0.0
84b34a5ffffffff,2.0,2.0,0.0
84b34b1ffffffff,3.0,0.0,0.0
84b34b3ffffffff,1.0,0.0,0.0
84b34b9ffffffff,2.0,0.0,2.0
84b34bdffffffff,6.0,0.0,6.0
84b34c5ffffffff,2.0,2.0,0.0
84b34c7ffffffff,2.0,2.0,0.0
84b34cdffffffff,3.0,0.0,3.0
84b34d1ffffffff,7.0,0.0,4.0
84b34d7ffffffff,8.0,4.0,2.0
84b34d9ffffffff,17.0,8.0,7.0
84b34dbffffffff,28.0,14.0,14.0
84b3511ffffffff,76.0,0.0,75.0
84b3513ffffffff,208.0,0.0,189.0
84b3517ffffffff,3.0,0.0,3.0
84b3519ffffffff,68.0,0.0,67.0
84b351bffffffff,29.0,0.0,28.0
84b3583ffffffff,3.0,0.0,0.0
84b3585ffffffff,21.0,0.0,21.0
84b3587ffffffff,4.0,0.0,2.0
84b3589ffffffff,90.0,0.0,80.0
84b358dffffffff,8.0,0.0,7.0
84b35a1ffffffff,14.0,0.0,10.0
84b35a3ffffffff,11.0,0.0,10.0
84b35a5ffffffff,12.0,0.0,11.0
84b35a7ffffffff,43.0,0.0,42.0
84b35a9ffffffff,10.0,0.0,7.0
84b35abffffffff,12.0,0.0,11.0
84b35adffffffff,66.0,0.0,44.0
84b35b1ffffffff,1.0,0.0,0.0
84b35b3ffffffff,2.0,0.0,1.0
84b35b5ffffffff,19.0,0.0,11.0
84b35b9ffffffff,1.0,0.0,0.0
84b35bdffffffff,60.0,0.0,54.0
84b35c1ffffffff,8.0,0.0,5.0
84b35c3ffffffff,8.0,0.0,0.0
84b35c5ffffffff,181.0,0.0,152.0
84b35c7ffffffff,53.0,0.0,41.0
84b35c9ffffffff,128.0,0.0,124.0
84b35cdffffffff,60.0,0.0,59.0
84b35d5ffffffff,9.0,0.0,8.0
84b35d9ffffffff,2.0,0.0,2.0
84b35e1ffffffff,145.0,0.0,117.0
84b35e3ffffffff,36.0,0.0,24.0
84b35e5ffffffff,13.0,0.0,4.0
84b35e7ffffffff,10.0,0.0,10.0
84b35e9ffffffff,382.0,0.0,346.0
84b35ebffffffff,62.0,0.0,56.0
84b35edffffffff,21.0,0.0,12.0
84b3605ffffffff,2.0,2.0,0.0
84b3623ffffffff,2.0,0.0,0.0
84b3629ffffffff,23.0,4.0,13.0
84b362dffffffff,2.0,0.0,2.0
84b3633ffffffff,2.0,0.0,2.0
84b3661ffffffff,3.0,0.0,3.0
84b3665ffffffff,5.0,0.0,5.0
84b3667ffffffff,12.0,0.0,6.0
84b366dffffffff,60.0,14.0,44.0
84b3683ffffffff,3.0,3.0,0.0
84b368bffffffff,1.0,0.0,0.0
84b3699ffffffff,13.0,10.0,2.0
84b369bffffffff,3.0,0.0,3.0
84b36b5ffffffff,1.0,1.0,0.0
84b36d5ffffffff,13.0,0.0,13.0
84b36d7ffffffff,4.0,4.0,0.0
84b3731ffffffff,4.0,0.0,1.0
84b3733ffffffff,13.0,0.0,13.0
84b3739ffffffff,2.0,0.0,2.0
84c2031ffffffff,3.0,2.0,0.0
84c2037ffffffff,3.0,0.0,0.0
84c203bffffffff,9.0,8.0,0.0
84c2053ffffffff,15.0,11.0,0.0
84c205bffffffff,46.0,42.0,0.0
84c2183ffffffff,6.0,6.0,0.0
84c218bffffffff,17.0,11.0,0.0
84c219dffffffff,10.0,4.0,0.0
84c21b1ffffffff,9.0,7.0,0.0
84c21b3ffffffff,114.0,94.0,0.0
84c21b9ffffffff,14.0,13.0,0.0
84c21bbffffffff,33.0,33.0,0.0
84c21d1ffffffff,82.0,47.0,0.0
84c21d5ffffffff,2.0,2.0,0.0
84c21d9ffffffff,26.0,20.0,0.0
84c21ddffffffff,29.0,16.0,0.0
84c2213ffffffff,3.0,0.0,0.0
84c2217ffffffff,9.0,7.0,0.0
84c2283ffffffff,2.0,2.0,0.0
84c22a1ffffffff,24.0,21.0,0.0
84c22abffffffff,10.0,10.0,0.0
84c22adffffffff,20.0,20.0,0.0
84c22b9ffffffff,5.0,3.0,0.0
84c22c5ffffffff,31.0,25.0,0.0
84c22d3ffffffff,3.0,3.0,0.0
84c22e1ffffffff,2.0,2.0,0.0
84c22e5ffffffff,2.0,2.0,0.0
84c22e9ffffffff,2.0,0.0,0.0
84c22edffffffff,1.0,1.0,0.0
84c2893ffffffff,27.0,25.0,0.0
84c2c03ffffffff,11.0,11.0,0.0
84c2c05ffffffff,3.0,2.0,0.0
84c2c11ffffffff,2.0,2.0,0.0
84c2c13ffffffff,2.0,1.0,0.0
84c2c15ffffffff,22.0,17.0,0.0
84c2c17ffffffff,173.0,111.0,0.0
84c2c19ffffffff,124.0,107.0,0.0
84c2c1bffffffff,1.0,1.0,0.0
84c2c1dffffffff,27.0,27.0,0.0
84c2c23ffffffff,55.0,54.0,0.0
84c2c29ffffffff,17.0,14.0,0.0
84c2c2bffffffff,2.0,2.0,0.0
84c2c31ffffffff,8.0,8.0,0.0
84c2c37ffffffff,4.0,4.0,0.0
84c2c3bffffffff,14.0,12.0,0.0
84c2c41ffffffff,7.0,7.0,0.0
84c2c45ffffffff,4.0,0.0,0.0
84c2c49ffffffff,44.0,36.0,0.0
84c2c4bffffffff,7.0,6.0,0.0
84c2c4dffffffff,33.0,33.0,0.0
84c2c53ffffffff,467.0,402.0,0.0
84c2c57ffffffff,30.0,28.0,0.0
84c2c59ffffffff,4.0,4.0,0.0
84c2c5bffffffff,307.0,271.0,0.0
84c2c5dffffffff,2.0,2.0,0.0
84c2c61ffffffff,4.0,4.0,0.0
84c2c63ffffffff,4.0,4.0,0.0
84c2c69ffffffff,16.0,11.0,0.0
84c2c6dffffffff,114.0,80.0,0.0
84c2c85ffffffff,3.0,3.0,0.0
84c2c87ffffffff,26.0,22.0,0.0
84c2c89ffffffff,18.0,17.0,0.0
84c2c8dffffffff,3.0,2.0,0.0
84c2c91ffffffff,9.0,9.0,0.0
84c2c95ffffffff,1.0,1.0,0.0
84c2c97ffffffff,29.0,28.0,0.0
84c2c99ffffffff,3.0,2.0,0.0
84c2ca1ffffffff,7.0,6.0,0.0
84c2ca3ffffffff,9.0,7.0,0.0
84c2ca5ffffffff,18.0,18.0,0.0
84c2ca7ffffffff,88.0,83.0,0.0
84c2ca9ffffffff,18.0,17.0,0.0
84c2cabffffffff,24.0,18.0,0.0
84c2cadffffffff,44.0,41.0,0.0
84c2cb1ffffffff,128.0,116.0,0.0
84c2cb3ffffffff,5.0,4.0,0.0
84c2cb5ffffffff,21.0,21.0,0.0
84c2cb7ffffffff,1.0,0.0,0.0
84c2cb9ffffffff,7.0,7.0,0.0
84c2cbdffffffff,77.0,77.0,0.0
84c2cc1ffffffff,25.0,20.0,0.0
84c2cc3ffffffff,21.0,21.0,0.0
84c2cc5ffffffff,3.0,2.0,0.0
84c2cc7ffffffff,19.0,17.0,0.0
84c2ccbffffffff,8.0,7.0,0.0
84c2ccdffffffff,10.0,5.0,0.0
84c2cd1ffffffff,6.0,6.0,0.0
84c2cd3ffffffff,77.0,62.0,0.0
84c2cd7ffffffff,9.0,9.0,0.0
84c2cd9ffffffff,10.0,10.0,0.0
84c2cdbffffffff,106.0,104.0,0.0
84c2ce1ffffffff,293.0,254.0,0.0
84c2ce3ffffffff,6.0,4.0,0.0
84c2ce5ffffffff,12.0,9.0,0.0
84c2ce7ffffffff,16.0,9.0,0.0
84c2ce9ffffffff,12.0,12.0,0.0
84c2cedffffffff,16.0,13.0,0.0
84c2d03ffffffff,37.0,30.0,0.0
84c2d05ffffffff,24.0,22.0,0.0
84c2d09ffffffff,23.0,22.0,0.0
84c2d0dffffffff,16.0,5.0,0.0
84c2d17ffffffff,25.0,25.0,0.0
84c2d1bffffffff,2.0,2.0,0.0
84c2d1dffffffff,7.0,7.0,0.0
84c2d21ffffffff,2.0,2.0,0.0
84c2d23ffffffff,2.0,2.0,0.0
84c2d27ffffffff,13.0,13.0,0.0
84c2d2dffffffff,1.0,1.0,0.0
84c2d31ffffffff,21.0,19.0,0.0
84c2d35ffffffff,1.0,0.0,0.0
84c2d37ffffffff,61.0,61.0,0.0
84c2d39ffffffff,9.0,7.0,0.0
84c2d3bffffffff,2.0,2.0,0.0
84c2d3dffffffff,4.0,4.0,0.0
84c2d43ffffffff,67.0,67.0,0.0
84c2d45ffffffff,50.0,50.0,0.0
84c2d49ffffffff,25.0,19.0,0.0
84c2d4bffffffff,72.0,68.0,0.0
84c2d4dffffffff,12.0,12.0,0.0
84c2d55ffffffff,19.0,17.0,0.0
84c2d59ffffffff,1.0,1.0,0.0
84c2d5dffffffff,10.0,10.0,0.0
84c2d63ffffffff,18.0,16.0,0.0
84c2d67ffffffff,1.0,1.0,0.0
84c2d69ffffffff,5.0,4.0,0.0
84c2d6bffffffff,52.0,47.0,0.0
84c2d85ffffffff,72.0,53.0,0.0
84c2d8dffffffff,17.0,17.0,0.0
84c2d93ffffffff,233.0,195.0,0.0
84c2d9bffffffff,36.0,25.0,0.0
84c2d9dffffffff,2.0,2.0,0.0
84c2da5ffffffff,2.0,2.0,0.0
84c2dabffffffff,1.0,0.0,0.0
84c2db1ffffffff,5.0,5.0,0.0
84c2db3ffffffff,4.0,4.0,0.0
84c2db9ffffffff,2.0,2.0,0.0
84c2dbbffffffff,12.0,12.0,0.0
84c2dc7ffffffff,5.0,5.0,0.0
84c2dc9ffffffff,2.0,2.0,0.0
84c2dd5ffffffff,2.0,2.0,0.0
84c2dd9ffffffff,2.0,2.0,0.0
84c2dddffffffff,4.0,4.0,0.0
84c2de9ffffffff,4.0,2.0,0.0
84c2debffffffff,6.0,6.0,0.0
84c2dedffffffff,6.0,6.0,0.0
84c2e03ffffffff,6.0,6.0,0.0
84c2e05ffffffff,2.0,2.0,0.0
84c2e07ffffffff,49.0,41.0,0.0
84c2e0bffffffff,34.0,27.0,0.0
84c2e0dffffffff,11.0,4.0,0.0
84c2e17ffffffff,60.0,55.0,0.0
84c2e1bffffffff,10.0,10.0,0.0
84c2e1dffffffff,5.0,0.0,0.0
84c2e21ffffffff,108.0,64.0,0.0
84c2e23ffffffff,421.0,364.0,0.0
84c2e29ffffffff,31.0,26.0,0.0
84c2e2bffffffff,82.0,67.0,0.0
84c2e2dffffffff,123.0,108.0,0.0
84c2e31ffffffff,3040.0,2608.0,0.0
84c2e33ffffffff,225.0,200.0,0.0
84c2e35ffffffff,71.0,63.0,0.0
84c2e37ffffffff,31.0,27.0,0.0
84c2e39ffffffff,983.0,899.0,0.0
84c2e3bffffffff,203.0,182.0,0.0
84c2e3dffffffff,237.0,204.0,0.0
84c2e43ffffffff,10.0,10.0,0.0
84c2e53ffffffff,2.0,2.0,0.0
84c2e5dffffffff,8.0,8.0,0.0
84c2e63ffffffff,7.0,7.0,0.0
84c2e67ffffffff,34.0,31.0,0.0
84c2e85ffffffff,35.0,34.0,0.0
84c2e87ffffffff,18.0,17.0,0.0
84c2e91ffffffff,6.0,6.0,0.0
84c2e99ffffffff,14.0,12.0,0.0
84c2ea1ffffffff,64.0,53.0,0.0
84c2ea3ffffffff,4.0,4.0,0.0
84c2ea5ffffffff,1.0,0.0,0.0
84c2ea7ffffffff,4.0,4.0,0.0
84c2ea9ffffffff,12.0,12.0,0.0
84c2eadffffffff,11.0,8.0,0.0
84c2eb5ffffffff,4.0,4.0,0.0
84c2eb7ffffffff,5.0,5.0,0.0
84c2eb9ffffffff,7.0,2.0,0.0
84c2ebbffffffff,31.0,28.0,0.0
84c2ec9ffffffff,2.0,2.0,0.0
84c2ecdffffffff,17.0,17.0,0.0
84c2ee1ffffffff,13.0,12.0,0.0
84c2ee3ffffffff,33.0,33.0,0.0
84c2ee5ffffffff,27.0,17.0,0.0
84c2ee7ffffffff,12.0,12.0,0.0
84c2eedffffffff,19.0,19.0,0.0
84c2f07ffffffff,2.0,2.0,0.0
84c2f11ffffffff,478.0,438.0,0.0
84c2f13ffffffff,3.0,3.0,0.0
84c2f15ffffffff,370.0,349.0,0.0
84c2f17ffffffff,53.0,42.0,0.0
84c2f1bffffffff,2.0,2.0,0.0
84c2f1dffffffff,53.0,51.0,0.0
84c2f23ffffffff,131.0,100.0,0.0
84c2f27ffffffff,72.0,68.0,0.0
84c2f2bffffffff,92.0,70.0,0.0
84c2f31ffffffff,47.0,46.0,0.0
84c2f33ffffffff,19.0,19.0,0.0
84c2f35ffffffff,46.0,40.0,0.0
84c2f37ffffffff,157.0,148.0,0.0
84c2f39ffffffff,255.0,229.0,0.0
84c2f3bffffffff,32.0,29.0,0.0
84c2f3dffffffff,374.0,299.0,0.0
84c3083ffffffff,11.0,11.0,0.0
84c3093ffffffff,5.0,4.0,0.0
84c3097ffffffff,4.0,4.0,0.0
84c30b9ffffffff,3.0,3.0,0.0
84c3401ffffffff,47.0,45.0,0.0
84c3403ffffffff,22.0,19.0,0.0
84c3409ffffffff,30.0,30.0,0.0
84c340dffffffff,10.0,9.0,0.0
84c3415ffffffff,3.0,3.0,0.0
84c3419ffffffff,3.0,3.0,0.0
84c341dffffffff,2.0,2.0,0.0
84c3427ffffffff,2.0,2.0,0.0
84c3443ffffffff,3.0,3.0,0.0
84c3453ffffffff,4.0,4.0,0.0
84c3457ffffffff,2.0,2.0,0.0
84c3459ffffffff,4.0,4.0,0.0
84c345dffffffff,7.0,7.0,0.0
84c3465ffffffff,2.0,2.0,0.0
84c3467ffffffff,3.0,3.0,0.0
84c349bffffffff,5.0,0.0,0.0
84c34bbffffffff,33.0,33.0,0.0
84c34c9ffffffff,2.0,2.0,0.0
84c34e9ffffffff,8.0,8.0,0.0
84c3501ffffffff,3.0,0.0,0.0
84c3505ffffffff,5.0,0.0,0.0
84c3509ffffffff,12.0,11.0,0.0
84c350dffffffff,5.0,4.0,0.0
84c3519ffffffff,5.0,0.0,0.0
84c351dffffffff,5.0,2.0,0.0
84c3525ffffffff,2.0,2.0,0.0
84c352dffffffff,1.0,0.0,0.0
84c3539ffffffff,26.0,25.0,0.0
84c353dffffffff,8.0,8.0,0.0
84c3543ffffffff,4.0,4.0,0.0
84c3545ffffffff,14.0,13.0,0.0
84c3547ffffffff,2.0,2.0,0.0
84c3553ffffffff,4.0,4.0,0.0
84c355bffffffff,3.0,3.0,0.0
84c3563ffffffff,1.0,1.0,0.0
84c3569ffffffff,4.0,3.0,0.0
84c356bffffffff,65.0,65.0,0.0
84c35b7ffffffff,2.0,2.0,0.0
84c35cdffffffff,3.0,2.0,0.0
84c3607ffffffff,6.0,6.0,0.0
84c36b1ffffffff,1.0,0.0,1.0
84c36edffffffff,3.0,3.0,0.0
84c371bffffffff,18.0,14.0,0.0
84c371dffffffff,6.0,6.0,0.0
84c3731ffffffff,2.0,2.0,0.0
84c3733ffffffff,8.0,8.0,0.0
84c3735ffffffff,1.0,1.0,0.0
84c373bffffffff,3.0,3.0,0.0
