cell_id,Cacomantis flabelliformis,Cacomantis flabelliformis [flabelliformis Group],Cacomantis flabelliformis pyrrophanus,Cacomantis flabelliformis schistaceigularis,Cacomantis flabelliformis simus
849d255ffffffff,6.0,0.0,0.0,0.0,0.0
849d257ffffffff,9.0,0.0,0.0,0.0,0.0
849d259ffffffff,2.0,0.0,0.0,0.0,0.0
849d25bffffffff,12.0,0.0,0.0,0.0,0.0
849d28bffffffff,4.0,0.0,0.0,0.0,0.0
849d2a1ffffffff,6.0,0.0,0.0,0.0,0.0
849d2a5ffffffff,6.0,0.0,0.0,0.0,0.0
849d2a7ffffffff,2.0,0.0,0.0,0.0,0.0
849d2a9ffffffff,1.0,0.0,0.0,0.0,0.0
849d2c3ffffffff,12.0,0.0,0.0,0.0,0.0
849d2e7ffffffff,5.0,0.0,0.0,0.0,0.0
849d565ffffffff,4.0,0.0,0.0,0.0,0.0
849d601ffffffff,2.0,0.0,0.0,0.0,0.0
849f50bffffffff,13.0,0.0,0.0,0.0,0.0
849f515ffffffff,8.0,0.0,0.0,0.0,0.0
849f517ffffffff,2.0,0.0,0.0,0.0,0.0
849f523ffffffff,6.0,0.0,0.0,0.0,0.0
84a7005ffffffff,9.0,0.0,0.0,0.0,0.0
84a702bffffffff,2.0,0.0,0.0,0.0,0.0
84a703dffffffff,2.0,0.0,0.0,0.0,0.0
84a7045ffffffff,4.0,0.0,0.0,0.0,0.0
84a71d5ffffffff,4.0,0.0,0.0,0.0,0.0
84a71ddffffffff,4.0,0.0,0.0,0.0,0.0
84a7225ffffffff,2.0,0.0,0.0,0.0,0.0
84a7227ffffffff,5.0,0.0,0.0,0.0,0.0
84a7265ffffffff,44.0,0.0,0.0,0.0,0.0
84a7267ffffffff,12.0,0.0,0.0,0.0,0.0
84a7269ffffffff,2.0,0.0,0.0,0.0,0.0
84a726dffffffff,151.0,0.0,0.0,0.0,0.0
84a7305ffffffff,3.0,0.0,0.0,0.0,0.0
84a730bffffffff,2.0,0.0,0.0,0.0,0.0
84a734bffffffff,2.0,0.0,0.0,0.0,0.0
84a7351ffffffff,3.0,0.0,0.0,0.0,0.0
84a7359ffffffff,6.0,0.0,0.0,0.0,0.0
84a735dffffffff,8.0,0.0,0.0,0.0,0.0
84b8291ffffffff,2.0,0.0,0.0,0.0,0.0
84b8299ffffffff,3.0,0.0,0.0,0.0,0.0
84b8451ffffffff,2.0,0.0,0.0,0.0,0.0
84b8609ffffffff,1.0,0.0,0.0,0.0,0.0
84b863dffffffff,2.0,0.0,0.0,0.0,0.0
84b864bffffffff,1.0,0.0,0.0,0.0,0.0
84b864dffffffff,4.0,0.0,0.0,0.0,0.0
84b865bffffffff,2.0,0.0,0.0,0.0,0.0
84b865dffffffff,9.0,0.0,0.0,0.0,0.0
84b86d7ffffffff,2.0,0.0,0.0,0.0,0.0
84b9111ffffffff,8.0,0.0,0.0,0.0,0.0
84b9113ffffffff,6.0,0.0,0.0,0.0,0.0
84b9115ffffffff,2.0,0.0,0.0,0.0,0.0
84b9119ffffffff,12.0,0.0,0.0,0.0,0.0
84b9125ffffffff,3.0,0.0,0.0,0.0,0.0
84b912dffffffff,2.0,0.0,0.0,0.0,0.0
84b913dffffffff,2.0,0.0,0.0,0.0,0.0
84b914bffffffff,10.0,0.0,0.0,0.0,0.0
84b914dffffffff,13.0,0.0,0.0,0.0,0.0
84b9155ffffffff,16.0,0.0,0.0,0.0,0.0
84b9159ffffffff,8.0,0.0,0.0,0.0,0.0
84b9163ffffffff,2.0,0.0,0.0,0.0,0.0
84b9169ffffffff,43.0,0.0,0.0,0.0,0.0
84b916dffffffff,4.0,0.0,0.0,0.0,0.0
84b9365ffffffff,4.0,0.0,0.0,0.0,0.0
84b936dffffffff,1.0,0.0,0.0,0.0,0.0
84b9591ffffffff,3.0,0.0,0.0,0.0,0.0
84b9a1bffffffff,2.0,0.0,0.0,0.0,0.0
84b9a31ffffffff,3.0,0.0,0.0,0.0,0.0
84b9a3bffffffff,5.0,0.0,0.0,0.0,0.0
84b9a4bffffffff,5.0,0.0,0.0,0.0,0.0
84b9a59ffffffff,2.0,0.0,0.0,0.0,0.0
84b9acbffffffff,10.0,0.0,0.0,0.0,0.0
84b9b51ffffffff,1.0,0.0,0.0,0.0,0.0
84be081ffffffff,27.0,0.0,0.0,0.0,0.0
84be083ffffffff,1.0,0.0,0.0,0.0,0.0
84be085ffffffff,262.0,0.0,0.0,0.0,0.0
84be087ffffffff,241.0,0.0,0.0,0.0,0.0
84be089ffffffff,1601.0,0.0,0.0,0.0,0.0
84be08bffffffff,11.0,0.0,0.0,0.0,0.0
84be08dffffffff,631.0,0.0,0.0,0.0,0.0
84be091ffffffff,2.0,0.0,0.0,0.0,0.0
84be093ffffffff,2.0,0.0,0.0,0.0,0.0
84be095ffffffff,4.0,0.0,0.0,0.0,0.0
84be097ffffffff,7.0,0.0,0.0,0.0,0.0
84be099ffffffff,3.0,0.0,0.0,0.0,0.0
84be0a1ffffffff,10.0,0.0,0.0,0.0,0.0
84be0a3ffffffff,55.0,0.0,0.0,0.0,0.0
84be0a5ffffffff,4.0,0.0,0.0,0.0,0.0
84be0a7ffffffff,3.0,0.0,0.0,0.0,0.0
84be0a9ffffffff,57.0,0.0,0.0,0.0,0.0
84be0abffffffff,13.0,0.0,0.0,0.0,0.0
84be0adffffffff,153.0,0.0,0.0,0.0,0.0
84be0b1ffffffff,2.0,0.0,0.0,0.0,0.0
84be0b3ffffffff,6.0,0.0,0.0,0.0,0.0
84be0b5ffffffff,6.0,0.0,0.0,0.0,0.0
84be0b7ffffffff,12.0,0.0,0.0,0.0,0.0
84be0b9ffffffff,7.0,0.0,0.0,0.0,0.0
84be0bbffffffff,10.0,0.0,0.0,0.0,0.0
84be0bdffffffff,173.0,0.0,0.0,0.0,0.0
84be0c3ffffffff,625.0,0.0,0.0,0.0,0.0
84be0c7ffffffff,95.0,0.0,0.0,0.0,0.0
84be0d1ffffffff,12.0,0.0,0.0,0.0,0.0
84be0d3ffffffff,59.0,0.0,0.0,0.0,0.0
84be0d5ffffffff,272.0,0.0,0.0,0.0,0.0
84be0d7ffffffff,6.0,0.0,0.0,0.0,0.0
84be0d9ffffffff,44.0,0.0,0.0,0.0,0.0
84be0dbffffffff,40.0,0.0,0.0,0.0,0.0
84be0ddffffffff,120.0,0.0,0.0,0.0,0.0
84be0e3ffffffff,167.0,0.0,0.0,0.0,0.0
84be0e7ffffffff,75.0,0.0,0.0,0.0,0.0
84be181ffffffff,160.0,0.0,0.0,0.0,0.0
84be183ffffffff,30.0,0.0,0.0,0.0,0.0
84be185ffffffff,43.0,0.0,0.0,0.0,0.0
84be187ffffffff,53.0,0.0,0.0,0.0,0.0
84be189ffffffff,58.0,0.0,0.0,0.0,0.0
84be18bffffffff,30.0,0.0,0.0,0.0,0.0
84be191ffffffff,8.0,0.0,0.0,0.0,0.0
84be193ffffffff,8.0,0.0,0.0,0.0,0.0
84be195ffffffff,7.0,0.0,0.0,0.0,0.0
84be197ffffffff,1.0,0.0,0.0,0.0,0.0
84be199ffffffff,111.0,0.0,0.0,0.0,0.0
84be19dffffffff,23.0,0.0,0.0,0.0,0.0
84be1a1ffffffff,34.0,0.0,0.0,0.0,0.0
84be1a3ffffffff,32.0,0.0,0.0,0.0,0.0
84be1a5ffffffff,8.0,0.0,0.0,0.0,0.0
84be1a7ffffffff,4.0,0.0,0.0,0.0,0.0
84be1a9ffffffff,19.0,0.0,0.0,0.0,0.0
84be1abffffffff,3.0,0.0,0.0,0.0,0.0
84be1b1ffffffff,22.0,0.0,0.0,0.0,0.0
84be1b3ffffffff,14.0,0.0,0.0,0.0,0.0
84be1b5ffffffff,23.0,0.0,0.0,0.0,0.0
84be1b7ffffffff,12.0,0.0,0.0,0.0,0.0
84be1b9ffffffff,12.0,0.0,0.0,0.0,0.0
84be1bbffffffff,6.0,0.0,0.0,0.0,0.0
84be1bdffffffff,10.0,0.0,0.0,0.0,0.0
84be1d1ffffffff,40.0,0.0,0.0,0.0,0.0
84be1d3ffffffff,70.0,0.0,0.0,0.0,0.0
84be1d5ffffffff,40.0,0.0,0.0,0.0,0.0
84be1d7ffffffff,4.0,0.0,0.0,0.0,0.0
84be1dbffffffff,65.0,0.0,0.0,0.0,0.0
84be293ffffffff,116.0,0.0,0.0,0.0,0.0
84be297ffffffff,3.0,0.0,0.0,0.0,0.0
84be29bffffffff,9.0,0.0,0.0,0.0,0.0
84be2b3ffffffff,10.0,0.0,0.0,0.0,0.0
84be401ffffffff,9.0,0.0,0.0,0.0,0.0
84be405ffffffff,1.0,0.0,0.0,0.0,0.0
84be409ffffffff,133.0,0.0,0.0,0.0,0.0
84be40bffffffff,4.0,0.0,0.0,0.0,0.0
84be40dffffffff,31.0,0.0,0.0,0.0,0.0
84be429ffffffff,1.0,0.0,0.0,0.0,0.0
84be435ffffffff,1.0,0.0,0.0,0.0,0.0
84be437ffffffff,2.0,0.0,0.0,0.0,0.0
84be439ffffffff,4.0,0.0,0.0,0.0,0.0
84be441ffffffff,77.0,0.0,0.0,0.0,0.0
84be443ffffffff,61.0,0.0,0.0,0.0,0.0
84be445ffffffff,16.0,0.0,0.0,0.0,0.0
84be447ffffffff,5.0,0.0,0.0,0.0,0.0
84be449ffffffff,43.0,0.0,0.0,0.0,0.0
84be44bffffffff,5.0,0.0,0.0,0.0,0.0
84be44dffffffff,17.0,0.0,0.0,0.0,0.0
84be451ffffffff,6.0,0.0,0.0,0.0,0.0
84be455ffffffff,63.0,0.0,0.0,0.0,0.0
84be457ffffffff,29.0,0.0,0.0,0.0,0.0
84be459ffffffff,39.0,0.0,0.0,0.0,0.0
84be45dffffffff,88.0,0.0,0.0,0.0,0.0
84be463ffffffff,19.0,0.0,0.0,0.0,0.0
84be465ffffffff,3.0,0.0,0.0,0.0,0.0
84be469ffffffff,30.0,0.0,0.0,0.0,0.0
84be46bffffffff,10.0,0.0,0.0,0.0,0.0
84be46dffffffff,2.0,0.0,0.0,0.0,0.0
84be481ffffffff,2.0,0.0,0.0,0.0,0.0
84be493ffffffff,78.0,0.0,0.0,0.0,0.0
84be495ffffffff,2.0,0.0,0.0,0.0,0.0
84be497ffffffff,17.0,0.0,0.0,0.0,0.0
84be49bffffffff,4.0,0.0,0.0,0.0,0.0
84be49dffffffff,2.0,0.0,0.0,0.0,0.0
84be4a9ffffffff,6.0,0.0,0.0,0.0,0.0
84be4abffffffff,4.0,0.0,0.0,0.0,0.0
84be4c5ffffffff,2.0,0.0,0.0,0.0,0.0
84be4c7ffffffff,4.0,0.0,0.0,0.0,0.0
84be4c9ffffffff,38.0,0.0,0.0,0.0,0.0
84be4cbffffffff,12.0,0.0,0.0,0.0,0.0
84be4cdffffffff,19.0,0.0,0.0,0.0,0.0
84be4d3ffffffff,9.0,0.0,0.0,0.0,0.0
84be4d5ffffffff,1.0,0.0,0.0,0.0,0.0
84be4d9ffffffff,7.0,0.0,0.0,0.0,0.0
84be4ddffffffff,3.0,0.0,0.0,0.0,0.0
84be4e5ffffffff,15.0,0.0,0.0,0.0,0.0
84be4e9ffffffff,27.0,0.0,0.0,0.0,0.0
84be4ebffffffff,16.0,0.0,0.0,0.0,0.0
84be507ffffffff,7.0,0.0,0.0,0.0,0.0
84be509ffffffff,2.0,0.0,0.0,0.0,0.0
84be517ffffffff,4.0,0.0,0.0,0.0,0.0
84be533ffffffff,1.0,0.0,0.0,0.0,0.0
84be539ffffffff,70.0,0.0,0.0,0.0,0.0
84be53bffffffff,11.0,0.0,0.0,0.0,0.0
84be545ffffffff,32.0,0.0,0.0,0.0,0.0
84be547ffffffff,3.0,0.0,0.0,0.0,0.0
84be54dffffffff,4.0,0.0,0.0,0.0,0.0
84be553ffffffff,2.0,0.0,0.0,0.0,0.0
84be557ffffffff,8.0,0.0,0.0,0.0,0.0
84be55dffffffff,2.0,0.0,0.0,0.0,0.0
84be561ffffffff,4.0,0.0,0.0,0.0,0.0
84be569ffffffff,12.0,0.0,0.0,0.0,0.0
84be56bffffffff,3.0,0.0,0.0,0.0,0.0
84be56dffffffff,2.0,0.0,0.0,0.0,0.0
84be5a7ffffffff,2.0,0.0,0.0,0.0,0.0
84be5d3ffffffff,2.0,0.0,0.0,0.0,0.0
84be5d5ffffffff,2.0,0.0,0.0,0.0,0.0
84be601ffffffff,3.0,0.0,0.0,0.0,0.0
84be605ffffffff,25.0,0.0,0.0,0.0,0.0
84be607ffffffff,123.0,0.0,0.0,0.0,0.0
84be60dffffffff,62.0,0.0,0.0,0.0,0.0
84be613ffffffff,22.0,0.0,0.0,0.0,0.0
84be617ffffffff,122.0,0.0,0.0,0.0,0.0
84be621ffffffff,24.0,0.0,0.0,0.0,0.0
84be623ffffffff,250.0,0.0,0.0,0.0,0.0
84be625ffffffff,2.0,0.0,0.0,0.0,0.0
84be627ffffffff,33.0,0.0,0.0,0.0,0.0
84be629ffffffff,78.0,0.0,0.0,0.0,0.0
84be62bffffffff,188.0,0.0,0.0,0.0,0.0
84be62dffffffff,7.0,0.0,0.0,0.0,0.0
84be631ffffffff,288.0,0.0,0.0,0.0,0.0
84be633ffffffff,331.0,0.0,0.0,0.0,0.0
84be635ffffffff,334.0,0.0,0.0,0.0,0.0
84be637ffffffff,44.0,0.0,0.0,0.0,0.0
84be639ffffffff,129.0,0.0,0.0,0.0,0.0
84be63bffffffff,537.0,0.0,0.0,0.0,0.0
84be63dffffffff,427.0,0.0,0.0,0.0,0.0
84be661ffffffff,28.0,0.0,0.0,0.0,0.0
84be663ffffffff,67.0,0.0,0.0,0.0,0.0
84be665ffffffff,11.0,0.0,0.0,0.0,0.0
84be667ffffffff,26.0,0.0,0.0,0.0,0.0
84be681ffffffff,9.0,0.0,0.0,0.0,0.0
84be683ffffffff,42.0,0.0,0.0,0.0,0.0
84be68bffffffff,3.0,0.0,0.0,0.0,0.0
84be68dffffffff,26.0,0.0,0.0,0.0,0.0
84be695ffffffff,29.0,0.0,0.0,0.0,0.0
84be6a1ffffffff,69.0,0.0,0.0,0.0,0.0
84be6a3ffffffff,1.0,0.0,0.0,0.0,0.0
84be6a5ffffffff,4.0,0.0,0.0,0.0,0.0
84be6a7ffffffff,4.0,0.0,0.0,0.0,0.0
84be6a9ffffffff,7.0,0.0,0.0,0.0,0.0
84be6adffffffff,10.0,0.0,0.0,0.0,0.0
84be6b1ffffffff,27.0,0.0,0.0,0.0,0.0
84be6b3ffffffff,4.0,0.0,0.0,0.0,0.0
84be6b5ffffffff,8.0,0.0,0.0,0.0,0.0
84be6b7ffffffff,1.0,0.0,0.0,0.0,0.0
84be6b9ffffffff,8.0,0.0,0.0,0.0,0.0
84be6bbffffffff,13.0,0.0,0.0,0.0,0.0
84be6bdffffffff,2.0,0.0,0.0,0.0,0.0
84be6c5ffffffff,4.0,0.0,0.0,0.0,0.0
84be6e1ffffffff,4.0,0.0,0.0,0.0,0.0
84be6e5ffffffff,42.0,0.0,0.0,0.0,0.0
84be6e9ffffffff,65.0,0.0,0.0,0.0,0.0
84be6ebffffffff,11.0,0.0,0.0,0.0,0.0
84be6edffffffff,51.0,0.0,0.0,0.0,0.0
84be701ffffffff,11.0,0.0,0.0,0.0,0.0
84be703ffffffff,2.0,0.0,0.0,0.0,0.0
84be705ffffffff,7.0,0.0,0.0,0.0,0.0
84be709ffffffff,7.0,0.0,0.0,0.0,0.0
84be70bffffffff,3.0,0.0,0.0,0.0,0.0
84be70dffffffff,12.0,0.0,0.0,0.0,0.0
84be711ffffffff,24.0,0.0,0.0,0.0,0.0
84be713ffffffff,75.0,0.0,0.0,0.0,0.0
84be715ffffffff,3.0,0.0,0.0,0.0,0.0
84be717ffffffff,170.0,0.0,0.0,0.0,0.0
84be719ffffffff,4.0,0.0,0.0,0.0,0.0
84be71bffffffff,19.0,0.0,0.0,0.0,0.0
84be71dffffffff,14.0,0.0,0.0,0.0,0.0
84be721ffffffff,165.0,0.0,0.0,0.0,0.0
84be725ffffffff,66.0,0.0,0.0,0.0,0.0
84be727ffffffff,3.0,0.0,0.0,0.0,0.0
84be729ffffffff,256.0,0.0,0.0,0.0,0.0
84be72dffffffff,810.0,0.0,0.0,0.0,0.0
84be731ffffffff,2.0,0.0,0.0,0.0,0.0
84be735ffffffff,6.0,0.0,0.0,0.0,0.0
84be739ffffffff,3.0,0.0,0.0,0.0,0.0
84be73bffffffff,12.0,0.0,0.0,0.0,0.0
84be741ffffffff,47.0,0.0,0.0,0.0,0.0
84be743ffffffff,27.0,0.0,0.0,0.0,0.0
84be745ffffffff,12.0,0.0,0.0,0.0,0.0
84be747ffffffff,9.0,0.0,0.0,0.0,0.0
84be749ffffffff,98.0,0.0,0.0,0.0,0.0
84be74bffffffff,284.0,0.0,0.0,0.0,0.0
84be74dffffffff,344.0,0.0,0.0,0.0,0.0
84be751ffffffff,82.0,0.0,0.0,0.0,0.0
84be753ffffffff,1.0,0.0,0.0,0.0,0.0
84be755ffffffff,3.0,0.0,0.0,0.0,0.0
84be757ffffffff,2.0,0.0,0.0,0.0,0.0
84be759ffffffff,49.0,0.0,0.0,0.0,0.0
84be75bffffffff,27.0,0.0,0.0,0.0,0.0
84be75dffffffff,155.0,0.0,0.0,0.0,0.0
84be761ffffffff,10.0,0.0,0.0,0.0,0.0
84be763ffffffff,3.0,0.0,0.0,0.0,0.0
84be765ffffffff,6.0,0.0,0.0,0.0,0.0
84be767ffffffff,49.0,0.0,0.0,0.0,0.0
84be769ffffffff,65.0,0.0,0.0,0.0,0.0
84be76bffffffff,17.0,0.0,0.0,0.0,0.0
84be76dffffffff,12.0,0.0,0.0,0.0,0.0
84be883ffffffff,94.0,0.0,0.0,0.0,0.0
84be887ffffffff,37.0,0.0,0.0,0.0,0.0
84be88bffffffff,256.0,0.0,0.0,0.0,0.0
84be891ffffffff,11.0,0.0,0.0,0.0,0.0
84be895ffffffff,11.0,0.0,0.0,0.0,0.0
84be899ffffffff,2.0,0.0,0.0,0.0,0.0
84be89bffffffff,92.0,0.0,0.0,0.0,0.0
84be89dffffffff,83.0,0.0,0.0,0.0,0.0
84be8a3ffffffff,2.0,0.0,0.0,0.0,0.0
84be8b1ffffffff,15.0,0.0,0.0,0.0,0.0
84be8b3ffffffff,8.0,0.0,0.0,0.0,0.0
84be8b5ffffffff,11.0,0.0,0.0,0.0,0.0
84be8b7ffffffff,32.0,0.0,0.0,0.0,0.0
84be8b9ffffffff,9.0,0.0,0.0,0.0,0.0
84be8bdffffffff,15.0,0.0,0.0,0.0,0.0
84be8d1ffffffff,2208.0,0.0,0.0,0.0,0.0
84be8d3ffffffff,77.0,0.0,0.0,0.0,0.0
84be8d5ffffffff,88.0,0.0,0.0,0.0,0.0
84be8d7ffffffff,145.0,0.0,0.0,0.0,0.0
84be8d9ffffffff,1247.0,0.0,0.0,0.0,0.0
84be8dbffffffff,884.0,0.0,0.0,0.0,0.0
84be8ddffffffff,121.0,0.0,0.0,0.0,0.0
84bea91ffffffff,41.0,0.0,0.0,0.0,0.0
84bea93ffffffff,5.0,0.0,0.0,0.0,0.0
84bea95ffffffff,233.0,0.0,0.0,0.0,0.0
84bea97ffffffff,105.0,0.0,0.0,0.0,0.0
84bea9bffffffff,4.0,0.0,0.0,0.0,0.0
84beab1ffffffff,2.0,0.0,0.0,0.0,0.0
84beab3ffffffff,701.0,0.0,0.0,0.0,0.0
84beabbffffffff,312.0,0.0,0.0,0.0,0.0
84bec17ffffffff,2.0,0.0,0.0,0.0,0.0
84bec69ffffffff,2.0,0.0,0.0,0.0,0.0
84bece9ffffffff,19.0,0.0,0.0,0.0,0.0
84bed07ffffffff,2.0,0.0,0.0,0.0,0.0
84bed25ffffffff,25.0,0.0,0.0,0.0,0.0
84bed2bffffffff,3.0,0.0,0.0,0.0,0.0
84bed2dffffffff,9.0,0.0,0.0,0.0,0.0
84bed33ffffffff,2.0,0.0,0.0,0.0,0.0
84bed3bffffffff,2.0,0.0,0.0,0.0,0.0
84bed41ffffffff,2.0,0.0,0.0,0.0,0.0
84bed45ffffffff,9.0,0.0,0.0,0.0,0.0
84bed67ffffffff,2.0,0.0,0.0,0.0,0.0
84bede5ffffffff,37.0,0.0,0.0,0.0,0.0
84bededffffffff,33.0,0.0,0.0,0.0,0.0
84bee01ffffffff,42.0,0.0,0.0,0.0,0.0
84bee05ffffffff,3.0,0.0,0.0,0.0,0.0
84bee07ffffffff,4.0,0.0,0.0,0.0,0.0
84bee09ffffffff,1.0,0.0,0.0,0.0,0.0
84bee13ffffffff,2.0,0.0,0.0,0.0,0.0
84bee17ffffffff,4.0,0.0,0.0,0.0,0.0
84bee2bffffffff,6.0,0.0,0.0,0.0,0.0
84bee2dffffffff,10.0,0.0,0.0,0.0,0.0
84bee41ffffffff,8.0,0.0,0.0,0.0,0.0
84bee45ffffffff,1.0,0.0,0.0,0.0,0.0
84bee49ffffffff,7.0,0.0,0.0,0.0,0.0
84bee4bffffffff,10.0,0.0,0.0,0.0,0.0
84bee4dffffffff,3.0,0.0,0.0,0.0,0.0
84bee51ffffffff,2.0,0.0,0.0,0.0,0.0
84bee55ffffffff,7.0,0.0,0.0,0.0,0.0
84bee57ffffffff,2.0,0.0,0.0,0.0,0.0
84bee5dffffffff,10.0,0.0,0.0,0.0,0.0
84bee65ffffffff,15.0,0.0,0.0,0.0,0.0
84bee67ffffffff,10.0,0.0,0.0,0.0,0.0
84bee69ffffffff,2.0,0.0,0.0,0.0,0.0
84bee6dffffffff,26.0,0.0,0.0,0.0,0.0
84beec3ffffffff,3.0,0.0,0.0,0.0,0.0
84beecdffffffff,4.0,0.0,0.0,0.0,0.0
84bef01ffffffff,2.0,0.0,0.0,0.0,0.0
84bef03ffffffff,2.0,0.0,0.0,0.0,0.0
84bef05ffffffff,49.0,0.0,0.0,0.0,0.0
84bef07ffffffff,4.0,0.0,0.0,0.0,0.0
84bef09ffffffff,4.0,0.0,0.0,0.0,0.0
84bef0bffffffff,4.0,0.0,0.0,0.0,0.0
84bef0dffffffff,330.0,0.0,0.0,0.0,0.0
84bef21ffffffff,12.0,0.0,0.0,0.0,0.0
84bef23ffffffff,4.0,0.0,0.0,0.0,0.0
84bef25ffffffff,16.0,0.0,0.0,0.0,0.0
84bef29ffffffff,2.0,0.0,0.0,0.0,0.0
84bef2dffffffff,133.0,0.0,0.0,0.0,0.0
84bef31ffffffff,2.0,0.0,0.0,0.0,0.0
84bef3dffffffff,8.0,0.0,0.0,0.0,0.0
84bef41ffffffff,16.0,0.0,0.0,0.0,0.0
84bef43ffffffff,33.0,0.0,0.0,0.0,0.0
84bef47ffffffff,27.0,0.0,0.0,0.0,0.0
84bef49ffffffff,5.0,0.0,0.0,0.0,0.0
84bef51ffffffff,20.0,0.0,0.0,0.0,0.0
84bef53ffffffff,2.0,0.0,0.0,0.0,0.0
84bef55ffffffff,3.0,0.0,0.0,0.0,0.0
84bef57ffffffff,1.0,0.0,0.0,0.0,0.0
84bef59ffffffff,3.0,0.0,0.0,0.0,0.0
84bef5bffffffff,8.0,0.0,0.0,0.0,0.0
