cell_id,Copsychus saularis,Copsychus saularis [saularis Group],Copsychus saularis [amoenus Group]
836011fffffffff,3213.0,0.0,0.0
836012fffffffff,38.0,0.0,0.0
836013fffffffff,246.0,0.0,0.0
836014fffffffff,8284.0,139.0,0.0
836015fffffffff,5431.0,0.0,0.0
836016fffffffff,8625.0,155.0,0.0
83601afffffffff,18.0,0.0,0.0
83601efffffffff,3443.0,0.0,0.0
836022fffffffff,7307.0,0.0,0.0
836026fffffffff,1336.0,0.0,0.0
836030fffffffff,638.0,0.0,0.0
836031fffffffff,20540.0,0.0,0.0
836032fffffffff,2281.0,0.0,0.0
836033fffffffff,7827.0,0.0,0.0
836034fffffffff,222.0,0.0,0.0
836035fffffffff,974.0,0.0,0.0
836036fffffffff,1126.0,0.0,0.0
836080fffffffff,58.0,0.0,0.0
836081fffffffff,14.0,0.0,0.0
836082fffffffff,4.0,0.0,0.0
836083fffffffff,1.0,0.0,0.0
836084fffffffff,177.0,0.0,0.0
836085fffffffff,15.0,0.0,0.0
836086fffffffff,10.0,0.0,0.0
836088fffffffff,4345.0,0.0,0.0
836089fffffffff,27.0,0.0,0.0
83608afffffffff,149.0,0.0,0.0
83608bfffffffff,7873.0,0.0,0.0
83608cfffffffff,158.0,0.0,0.0
83608dfffffffff,572.0,0.0,0.0
83608efffffffff,614.0,0.0,0.0
836090fffffffff,370.0,0.0,0.0
836091fffffffff,160.0,0.0,0.0
836092fffffffff,1091.0,0.0,0.0
836093fffffffff,166.0,0.0,0.0
836094fffffffff,340.0,0.0,0.0
836095fffffffff,76.0,0.0,0.0
836096fffffffff,1449.0,0.0,0.0
836098fffffffff,67.0,0.0,0.0
836099fffffffff,143.0,0.0,0.0
83609afffffffff,75.0,0.0,0.0
83609bfffffffff,82.0,0.0,0.0
83609cfffffffff,16.0,0.0,0.0
83609dfffffffff,16.0,0.0,0.0
83609efffffffff,1830.0,0.0,0.0
8360a0fffffffff,54.0,0.0,0.0
8360a1fffffffff,200.0,0.0,0.0
8360a2fffffffff,1271.0,0.0,0.0
8360a3fffffffff,19.0,0.0,0.0
8360a4fffffffff,26.0,0.0,0.0
8360a5fffffffff,16.0,0.0,0.0
8360a6fffffffff,551.0,0.0,0.0
8360a8fffffffff,537.0,0.0,0.0
8360a9fffffffff,4682.0,0.0,0.0
8360aafffffffff,108.0,0.0,0.0
8360abfffffffff,427.0,0.0,0.0
8360acfffffffff,67.0,0.0,0.0
8360adfffffffff,1273.0,0.0,0.0
8360aefffffffff,102.0,0.0,0.0
8360b0fffffffff,20.0,0.0,0.0
8360b1fffffffff,921.0,0.0,0.0
8360b2fffffffff,115.0,0.0,0.0
8360b3fffffffff,68.0,0.0,0.0
8360b4fffffffff,111.0,0.0,0.0
8360b5fffffffff,98.0,0.0,0.0
8360b6fffffffff,35.0,0.0,0.0
8360f6fffffffff,41.0,0.0,0.0
836100fffffffff,308.0,7.0,0.0
836102fffffffff,1731.0,120.0,0.0
836103fffffffff,193.0,2.0,0.0
836106fffffffff,469.0,28.0,0.0
836110fffffffff,8.0,0.0,0.0
836111fffffffff,638.0,19.0,0.0
836113fffffffff,48.0,29.0,0.0
836115fffffffff,80.0,0.0,0.0
83611afffffffff,119.0,2.0,0.0
83611bfffffffff,21.0,0.0,0.0
83611cfffffffff,1737.0,20.0,0.0
83611efffffffff,217.0,6.0,0.0
836188fffffffff,1111.0,0.0,0.0
836189fffffffff,3414.0,69.0,0.0
83618afffffffff,22.0,0.0,0.0
83618bfffffffff,431.0,0.0,0.0
83618cfffffffff,2488.0,0.0,0.0
83618dfffffffff,366.0,0.0,0.0
83618efffffffff,132.0,0.0,0.0
836198fffffffff,1.0,0.0,0.0
836199fffffffff,5.0,0.0,0.0
83619afffffffff,169.0,0.0,0.0
83619bfffffffff,46.0,0.0,0.0
83619efffffffff,3.0,0.0,0.0
8361a9fffffffff,296.0,0.0,0.0
8361abfffffffff,1300.0,0.0,0.0
8361adfffffffff,40.0,0.0,0.0
83640afffffffff,699.0,0.0,0.0
83640bfffffffff,86.0,0.0,0.0
836412fffffffff,9.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0
836416fffffffff,658.0,195.0,0.0
836419fffffffff,14.0,0.0,0.0
836422fffffffff,145.0,40.0,0.0
836426fffffffff,71.0,22.0,0.0
836430fffffffff,51.0,14.0,0.0
836431fffffffff,305.0,86.0,0.0
836432fffffffff,144.0,106.0,0.0
836433fffffffff,55.0,27.0,0.0
836434fffffffff,235.0,97.0,0.0
836435fffffffff,250.0,60.0,0.0
836436fffffffff,12.0,0.0,0.0
836480fffffffff,118.0,51.0,0.0
836481fffffffff,18.0,0.0,0.0
836482fffffffff,1892.0,556.0,0.0
836483fffffffff,27.0,0.0,0.0
836484fffffffff,200.0,161.0,0.0
836485fffffffff,13.0,0.0,0.0
836486fffffffff,40.0,18.0,0.0
836488fffffffff,1.0,0.0,0.0
83648afffffffff,2.0,0.0,0.0
83648bfffffffff,2.0,0.0,0.0
83648cfffffffff,87.0,4.0,0.0
83648dfffffffff,44.0,7.0,0.0
83648efffffffff,6.0,0.0,0.0
836490fffffffff,508.0,143.0,0.0
836491fffffffff,1130.0,340.0,0.0
836492fffffffff,7.0,0.0,0.0
836494fffffffff,21.0,0.0,0.0
836495fffffffff,117.0,89.0,0.0
836496fffffffff,12.0,0.0,0.0
836498fffffffff,148.0,14.0,0.0
836499fffffffff,2.0,0.0,0.0
83649afffffffff,1.0,0.0,0.0
83649bfffffffff,23.0,0.0,0.0
83649cfffffffff,20.0,15.0,0.0
83649dfffffffff,13.0,0.0,0.0
83649efffffffff,2.0,0.0,0.0
8364a0fffffffff,286.0,272.0,0.0
8364a1fffffffff,42.0,17.0,0.0
8364a2fffffffff,633.0,471.0,0.0
8364a3fffffffff,115.0,44.0,0.0
8364a4fffffffff,4811.0,2276.0,0.0
8364a5fffffffff,775.0,234.0,0.0
8364a6fffffffff,121.0,102.0,0.0
8364abfffffffff,21.0,8.0,0.0
8364b0fffffffff,12.0,0.0,0.0
8364b1fffffffff,279.0,228.0,0.0
8364b2fffffffff,17.0,0.0,0.0
8364b3fffffffff,73.0,19.0,0.0
8364b4fffffffff,141.0,49.0,0.0
8364b5fffffffff,109.0,44.0,0.0
8364b6fffffffff,96.0,4.0,0.0
8364e4fffffffff,2604.0,0.0,0.0
8364e6fffffffff,205.0,0.0,0.0
836511fffffffff,3.0,3.0,0.0
836518fffffffff,282.0,57.0,0.0
836519fffffffff,47.0,21.0,0.0
83651bfffffffff,162.0,78.0,0.0
83651cfffffffff,598.0,203.0,0.0
83651efffffffff,24.0,0.0,0.0
836520fffffffff,610.0,0.0,0.0
836526fffffffff,1508.0,0.0,0.0
836580fffffffff,21.0,0.0,0.0
836581fffffffff,7.0,5.0,0.0
836582fffffffff,39.0,0.0,0.0
836583fffffffff,376.0,0.0,0.0
836584fffffffff,608.0,0.0,0.0
836585fffffffff,27.0,0.0,0.0
836586fffffffff,15.0,0.0,0.0
836588fffffffff,131.0,58.0,0.0
836589fffffffff,157.0,61.0,0.0
83658afffffffff,496.0,293.0,0.0
83658bfffffffff,2239.0,854.0,0.0
83658efffffffff,285.0,88.0,0.0
836590fffffffff,42.0,0.0,0.0
836591fffffffff,345.0,0.0,0.0
836592fffffffff,1.0,0.0,0.0
836593fffffffff,10.0,2.0,0.0
836594fffffffff,2.0,0.0,0.0
836595fffffffff,21.0,0.0,0.0
836596fffffffff,2.0,0.0,0.0
836598fffffffff,152.0,93.0,0.0
836599fffffffff,392.0,167.0,0.0
83659afffffffff,38.0,5.0,0.0
83659bfffffffff,48.0,25.0,0.0
83659cfffffffff,352.0,0.0,0.0
83659dfffffffff,22.0,8.0,0.0
83659efffffffff,27.0,0.0,0.0
8365a2fffffffff,3.0,0.0,0.0
8365b0fffffffff,300.0,30.0,0.0
8365b2fffffffff,99.0,4.0,0.0
8365b3fffffffff,138.0,0.0,0.0
8365b5fffffffff,8.0,0.0,0.0
8365b6fffffffff,9.0,0.0,0.0
836812fffffffff,1.0,0.0,0.0
836816fffffffff,2.0,0.0,0.0
836914fffffffff,3.0,0.0,0.0
836932fffffffff,1.0,0.0,0.0
836934fffffffff,6.0,3.0,0.0
836936fffffffff,3.0,0.0,0.0
