cell_id,Basileuterus culicivorus,Basileuterus culicivorus [culicivorus Group],Basileuterus culicivorus [cabanisi Group],Basileuterus culicivorus [auricapilla Group],Basileuterus culicivorus hypoleucus
82a927fffffffff,8.0,0.0,0.0,0.0,0.0
82a92ffffffffff,630.0,0.0,0.0,0.0,0.0
82a947fffffffff,2103.0,0.0,0.0,39.0,2.0
82a94ffffffffff,181.0,0.0,0.0,1.0,0.0
82a957fffffffff,5565.0,0.0,0.0,42.0,0.0
82a95ffffffffff,540.0,0.0,0.0,10.0,2.0
82a967fffffffff,274.0,0.0,0.0,0.0,0.0
82a96ffffffffff,477.0,0.0,0.0,0.0,0.0
82a977fffffffff,328.0,0.0,0.0,0.0,0.0
82b277fffffffff,71.0,0.0,0.0,0.0,0.0
82b327fffffffff,8.0,0.0,0.0,0.0,0.0
82b347fffffffff,27.0,0.0,0.0,0.0,0.0
82b35ffffffffff,317.0,0.0,0.0,1.0,0.0
82c21ffffffffff,1.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,382.0,0.0,0.0,1.0,0.0
82c2cffffffffff,277.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,217.0,0.0,0.0,2.0,0.0
82c2dffffffffff,105.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,4211.0,0.0,0.0,58.0,0.0
82c2effffffffff,31.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,765.0,0.0,0.0,13.0,0.0
