cell_id,Psilopogon haemacephalus,Psilopogon haemacephalus indicus/delicus,Psilopogon haemacephalus roseus,Psilopogon haemacephalus [haemacephalus Group],Psilopogon haemacephalus [intermedius Group]
843c903ffffffff,4.0,0.0,0.0,0.0,0.0
843c905ffffffff,10.0,0.0,0.0,0.0,0.0
843c907ffffffff,14.0,0.0,0.0,0.0,0.0
843c909ffffffff,243.0,0.0,0.0,0.0,0.0
843c90bffffffff,3.0,0.0,0.0,0.0,0.0
843c915ffffffff,8.0,0.0,0.0,0.0,0.0
843c917ffffffff,1.0,0.0,0.0,0.0,0.0
843c91dffffffff,2.0,0.0,0.0,0.0,0.0
843c921ffffffff,11.0,0.0,0.0,0.0,0.0
843c923ffffffff,4.0,0.0,0.0,0.0,0.0
843c925ffffffff,12.0,0.0,0.0,0.0,0.0
843c927ffffffff,17.0,0.0,0.0,0.0,0.0
843c929ffffffff,76.0,0.0,0.0,0.0,0.0
843c92bffffffff,27.0,0.0,0.0,0.0,0.0
843c92dffffffff,144.0,0.0,0.0,0.0,0.0
843c931ffffffff,109.0,0.0,0.0,0.0,0.0
843c939ffffffff,10.0,0.0,0.0,0.0,0.0
843c93bffffffff,10.0,0.0,0.0,0.0,0.0
843c93dffffffff,3.0,0.0,0.0,0.0,0.0
843c941ffffffff,9.0,0.0,0.0,0.0,0.0
843c943ffffffff,93.0,0.0,0.0,0.0,0.0
843c945ffffffff,20.0,0.0,0.0,0.0,0.0
843c947ffffffff,231.0,0.0,0.0,0.0,0.0
843c94bffffffff,13.0,0.0,0.0,0.0,0.0
843c94dffffffff,6.0,0.0,0.0,0.0,0.0
843c951ffffffff,1.0,0.0,0.0,0.0,0.0
843c953ffffffff,13.0,0.0,0.0,0.0,0.0
843c959ffffffff,48.0,0.0,0.0,0.0,0.0
843c95bffffffff,9.0,0.0,0.0,0.0,0.0
843c965ffffffff,2.0,0.0,0.0,0.0,0.0
843c967ffffffff,125.0,0.0,0.0,0.0,0.0
843c96dffffffff,3.0,0.0,0.0,0.0,0.0
843c9c3ffffffff,4.0,0.0,0.0,0.0,0.0
843c9d9ffffffff,38.0,0.0,0.0,0.0,0.0
843c9dbffffffff,2.0,0.0,0.0,0.0,0.0
843c9ddffffffff,7.0,0.0,0.0,0.0,0.0
843c9e9ffffffff,10.0,0.0,0.0,0.0,0.0
843ca01ffffffff,4.0,0.0,0.0,0.0,0.0
843ca03ffffffff,4.0,0.0,0.0,0.0,0.0
843ca05ffffffff,3.0,0.0,0.0,0.0,0.0
843ca09ffffffff,1.0,0.0,0.0,0.0,0.0
843ca15ffffffff,6.0,0.0,0.0,0.0,0.0
843ca21ffffffff,22.0,0.0,0.0,0.0,0.0
843ca23ffffffff,2.0,0.0,0.0,0.0,0.0
843ca25ffffffff,170.0,0.0,0.0,0.0,0.0
843ca2dffffffff,12.0,0.0,0.0,0.0,0.0
843ca31ffffffff,8.0,0.0,0.0,0.0,0.0
843ca33ffffffff,11.0,0.0,0.0,0.0,0.0
843ca3bffffffff,13.0,0.0,0.0,0.0,0.0
843ca41ffffffff,14.0,0.0,0.0,0.0,0.0
843ca45ffffffff,34.0,0.0,0.0,0.0,0.0
843ca47ffffffff,40.0,0.0,0.0,0.0,0.0
843ca4dffffffff,2.0,0.0,0.0,0.0,0.0
843ca5dffffffff,6.0,0.0,0.0,0.0,0.0
843ca67ffffffff,4.0,0.0,0.0,0.0,0.0
843ca69ffffffff,5.0,0.0,0.0,0.0,0.0
843ca83ffffffff,4.0,0.0,0.0,0.0,0.0
843ca85ffffffff,25.0,0.0,0.0,0.0,0.0
843ca87ffffffff,49.0,0.0,0.0,0.0,0.0
843ca8bffffffff,17.0,0.0,0.0,0.0,0.0
843ca8dffffffff,22.0,0.0,0.0,0.0,0.0
843ca91ffffffff,4.0,0.0,0.0,0.0,0.0
843ca93ffffffff,10.0,0.0,0.0,0.0,0.0
843ca95ffffffff,17.0,0.0,0.0,0.0,0.0
843ca97ffffffff,153.0,0.0,0.0,0.0,0.0
843ca9dffffffff,46.0,0.0,0.0,0.0,0.0
843caa9ffffffff,2.0,0.0,0.0,0.0,0.0
843cab1ffffffff,70.0,0.0,0.0,0.0,0.0
843cab5ffffffff,1.0,0.0,0.0,0.0,0.0
843cab7ffffffff,13.0,0.0,0.0,0.0,0.0
843cab9ffffffff,42.0,0.0,0.0,0.0,0.0
843cabbffffffff,6.0,0.0,0.0,0.0,0.0
843cabdffffffff,9.0,0.0,0.0,0.0,0.0
843cac3ffffffff,6.0,0.0,0.0,0.0,0.0
843cac7ffffffff,1.0,0.0,0.0,0.0,0.0
843cacbffffffff,4.0,0.0,0.0,0.0,0.0
843cad3ffffffff,6.0,0.0,0.0,0.0,0.0
843cad5ffffffff,2.0,0.0,0.0,0.0,0.0
843caddffffffff,23.0,0.0,0.0,0.0,0.0
843cae1ffffffff,1.0,0.0,0.0,0.0,0.0
843cae3ffffffff,4.0,0.0,0.0,0.0,0.0
843cae5ffffffff,14.0,0.0,0.0,0.0,0.0
843cb01ffffffff,4.0,0.0,0.0,0.0,0.0
843cb03ffffffff,62.0,0.0,0.0,0.0,0.0
843cb07ffffffff,22.0,0.0,0.0,0.0,0.0
843cb09ffffffff,32.0,0.0,0.0,0.0,0.0
843cb0bffffffff,33.0,0.0,0.0,0.0,0.0
843cb0dffffffff,3.0,0.0,0.0,0.0,0.0
843cb11ffffffff,178.0,0.0,0.0,0.0,0.0
843cb13ffffffff,114.0,0.0,0.0,0.0,0.0
843cb15ffffffff,152.0,0.0,0.0,0.0,0.0
843cb17ffffffff,18.0,0.0,0.0,0.0,0.0
843cb19ffffffff,44.0,0.0,0.0,0.0,0.0
843cb1bffffffff,10.0,0.0,0.0,0.0,0.0
843cb1dffffffff,2673.0,0.0,0.0,0.0,0.0
843cb23ffffffff,5.0,0.0,0.0,0.0,0.0
843cb29ffffffff,2.0,0.0,0.0,0.0,0.0
843cb31ffffffff,5.0,0.0,0.0,0.0,0.0
843cb33ffffffff,4.0,0.0,0.0,0.0,0.0
843cb35ffffffff,20.0,0.0,0.0,0.0,0.0
843cb39ffffffff,136.0,0.0,0.0,0.0,0.0
843cb3bffffffff,42.0,0.0,0.0,0.0,0.0
843cb3dffffffff,4.0,0.0,0.0,0.0,0.0
843cb41ffffffff,16.0,0.0,0.0,0.0,0.0
843cb43ffffffff,1.0,0.0,0.0,0.0,0.0
843cb45ffffffff,77.0,0.0,0.0,0.0,0.0
843cb47ffffffff,36.0,0.0,0.0,0.0,0.0
843cb49ffffffff,3.0,0.0,0.0,0.0,0.0
843cb4bffffffff,78.0,0.0,0.0,0.0,0.0
843cb4dffffffff,160.0,0.0,0.0,0.0,0.0
843cb51ffffffff,50.0,0.0,0.0,0.0,0.0
843cb55ffffffff,5.0,0.0,0.0,0.0,0.0
843cb59ffffffff,123.0,0.0,0.0,0.0,0.0
843cb5bffffffff,3.0,0.0,0.0,0.0,0.0
843cb5dffffffff,1380.0,0.0,0.0,0.0,0.0
843cb61ffffffff,7.0,0.0,0.0,0.0,0.0
843cb65ffffffff,54.0,0.0,0.0,0.0,0.0
843cb69ffffffff,41.0,0.0,0.0,0.0,0.0
843cb6bffffffff,78.0,0.0,0.0,0.0,0.0
843cb6dffffffff,66.0,0.0,0.0,0.0,0.0
843cc01ffffffff,1.0,0.0,0.0,0.0,0.0
843cc09ffffffff,4.0,0.0,0.0,0.0,0.0
843cc0bffffffff,3.0,0.0,0.0,0.0,0.0
843cc0dffffffff,4.0,0.0,0.0,0.0,0.0
843cc21ffffffff,3.0,0.0,0.0,0.0,0.0
843cc23ffffffff,2.0,0.0,0.0,0.0,0.0
843cc27ffffffff,16.0,0.0,0.0,0.0,0.0
843cc29ffffffff,3.0,0.0,0.0,0.0,0.0
843cc2bffffffff,4.0,0.0,0.0,0.0,0.0
843cc41ffffffff,35.0,0.0,0.0,0.0,0.0
843cc43ffffffff,9.0,0.0,0.0,0.0,0.0
843cc45ffffffff,101.0,0.0,0.0,0.0,0.0
843cc47ffffffff,57.0,0.0,0.0,0.0,0.0
843cc55ffffffff,5.0,0.0,0.0,0.0,0.0
843cc5bffffffff,39.0,0.0,0.0,0.0,0.0
843cc5dffffffff,30.0,0.0,0.0,0.0,0.0
843cc65ffffffff,2.0,0.0,0.0,0.0,0.0
843cc6bffffffff,30.0,0.0,0.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0,0.0,0.0
843cc9dffffffff,1.0,0.0,0.0,0.0,0.0
843cca1ffffffff,10.0,0.0,0.0,0.0,0.0
843ccb5ffffffff,2.0,0.0,0.0,0.0,0.0
843ccb7ffffffff,5.0,0.0,0.0,0.0,0.0
843ccc3ffffffff,4.0,0.0,0.0,0.0,0.0
843ccc9ffffffff,11.0,0.0,0.0,0.0,0.0
843ccd3ffffffff,12.0,0.0,0.0,0.0,0.0
843ccdbffffffff,2.0,0.0,0.0,0.0,0.0
843cd13ffffffff,27.0,0.0,0.0,0.0,0.0
843cd8bffffffff,16.0,0.0,0.0,0.0,0.0
843cd91ffffffff,28.0,0.0,0.0,0.0,0.0
843cd97ffffffff,1.0,0.0,0.0,0.0,0.0
843cd9bffffffff,5.0,0.0,0.0,0.0,0.0
843cd9dffffffff,20.0,0.0,0.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0,0.0,0.0
843cdc9ffffffff,3.0,0.0,0.0,0.0,0.0
843cdcdffffffff,2.0,0.0,0.0,0.0,0.0
843cddbffffffff,3.0,0.0,0.0,0.0,0.0
843cde7ffffffff,2.0,0.0,0.0,0.0,0.0
843ce01ffffffff,4.0,0.0,0.0,0.0,0.0
843ce03ffffffff,17.0,0.0,0.0,0.0,0.0
843ce09ffffffff,28.0,0.0,0.0,0.0,0.0
843ce0bffffffff,5.0,0.0,0.0,0.0,0.0
843ce11ffffffff,53.0,0.0,0.0,0.0,0.0
843ce13ffffffff,15.0,0.0,0.0,0.0,0.0
843ce15ffffffff,998.0,0.0,0.0,0.0,0.0
843ce17ffffffff,3.0,0.0,0.0,0.0,0.0
843ce19ffffffff,29.0,0.0,0.0,0.0,0.0
843ce1bffffffff,23.0,0.0,0.0,0.0,0.0
843ce1dffffffff,37.0,0.0,0.0,0.0,0.0
843ce29ffffffff,5.0,0.0,0.0,0.0,0.0
843ce2bffffffff,8.0,0.0,0.0,0.0,0.0
843ce35ffffffff,2.0,0.0,0.0,0.0,0.0
843ce3bffffffff,3.0,0.0,0.0,0.0,0.0
843ce41ffffffff,4.0,0.0,0.0,0.0,0.0
843ce43ffffffff,4.0,0.0,0.0,0.0,0.0
843ce45ffffffff,2.0,0.0,0.0,0.0,0.0
843ce47ffffffff,6.0,0.0,0.0,0.0,0.0
843ce4dffffffff,58.0,0.0,0.0,0.0,0.0
843ce55ffffffff,21.0,0.0,0.0,0.0,0.0
843ce57ffffffff,38.0,0.0,0.0,0.0,0.0
843ce5dffffffff,3.0,0.0,0.0,0.0,0.0
843ce8dffffffff,2.0,0.0,0.0,0.0,0.0
843cea1ffffffff,13.0,0.0,0.0,0.0,0.0
843cea7ffffffff,3.0,0.0,0.0,0.0,0.0
843cebbffffffff,2.0,0.0,0.0,0.0,0.0
843cec1ffffffff,356.0,0.0,0.0,0.0,0.0
843cec3ffffffff,124.0,0.0,0.0,0.0,0.0
843cec5ffffffff,4.0,0.0,0.0,0.0,0.0
843cec9ffffffff,60.0,0.0,0.0,0.0,0.0
843cecdffffffff,158.0,0.0,0.0,0.0,0.0
843ced1ffffffff,5.0,0.0,0.0,0.0,0.0
843ced3ffffffff,4.0,0.0,0.0,0.0,0.0
843ced5ffffffff,14.0,0.0,0.0,0.0,0.0
843ceddffffffff,14.0,0.0,0.0,0.0,0.0
843ceebffffffff,1.0,0.0,0.0,0.0,0.0
843cf01ffffffff,2.0,0.0,0.0,0.0,0.0
843cf05ffffffff,118.0,0.0,0.0,0.0,0.0
843cf0bffffffff,17.0,0.0,0.0,0.0,0.0
843cf0dffffffff,22.0,0.0,0.0,0.0,0.0
843cf11ffffffff,685.0,0.0,0.0,0.0,0.0
843cf13ffffffff,23.0,0.0,0.0,0.0,0.0
843cf17ffffffff,79.0,0.0,0.0,0.0,0.0
843cf19ffffffff,2.0,0.0,0.0,0.0,0.0
843cf21ffffffff,32.0,0.0,0.0,0.0,0.0
843cf25ffffffff,5.0,0.0,0.0,0.0,0.0
843cf27ffffffff,37.0,0.0,0.0,0.0,0.0
843cf29ffffffff,442.0,0.0,0.0,0.0,0.0
843cf2dffffffff,3645.0,0.0,0.0,0.0,0.0
843cf31ffffffff,2.0,0.0,0.0,0.0,0.0
843cf33ffffffff,4.0,0.0,0.0,0.0,0.0
843cf35ffffffff,5.0,0.0,0.0,0.0,0.0
843cf3dffffffff,5.0,0.0,0.0,0.0,0.0
843cf41ffffffff,3.0,0.0,0.0,0.0,0.0
843cf43ffffffff,40.0,0.0,0.0,0.0,0.0
843cf47ffffffff,37.0,0.0,0.0,0.0,0.0
843cf4bffffffff,5.0,0.0,0.0,0.0,0.0
843cf51ffffffff,4.0,0.0,0.0,0.0,0.0
843cf59ffffffff,2.0,0.0,0.0,0.0,0.0
843cf5bffffffff,2.0,0.0,0.0,0.0,0.0
843cf61ffffffff,72.0,0.0,0.0,0.0,0.0
843cf63ffffffff,2.0,0.0,0.0,0.0,0.0
843cf65ffffffff,8.0,0.0,0.0,0.0,0.0
843cf67ffffffff,45.0,0.0,0.0,0.0,0.0
843cf69ffffffff,61.0,0.0,0.0,0.0,0.0
843cf6bffffffff,11.0,0.0,0.0,0.0,0.0
843cf6dffffffff,8.0,0.0,0.0,0.0,0.0
843d101ffffffff,50.0,0.0,0.0,0.0,0.0
843d107ffffffff,617.0,0.0,0.0,0.0,0.0
843d10dffffffff,73.0,0.0,0.0,0.0,0.0
843d131ffffffff,30.0,0.0,0.0,0.0,0.0
843d135ffffffff,288.0,0.0,0.0,0.0,0.0
843d137ffffffff,279.0,0.0,0.0,0.0,0.0
843d139ffffffff,269.0,0.0,0.0,0.0,0.0
843d13bffffffff,2.0,0.0,0.0,0.0,0.0
843d13dffffffff,332.0,0.0,0.0,0.0,0.0
843d141ffffffff,13.0,0.0,0.0,0.0,0.0
843d143ffffffff,2.0,0.0,0.0,0.0,0.0
843d145ffffffff,2.0,0.0,0.0,0.0,0.0
843d147ffffffff,92.0,0.0,0.0,0.0,0.0
843d149ffffffff,8.0,0.0,0.0,0.0,0.0
843d14bffffffff,1.0,0.0,0.0,0.0,0.0
843d14dffffffff,2.0,0.0,0.0,0.0,0.0
843d167ffffffff,10.0,0.0,0.0,0.0,0.0
843d169ffffffff,2.0,0.0,0.0,0.0,0.0
843d16bffffffff,12.0,0.0,0.0,0.0,0.0
843d1a7ffffffff,1.0,0.0,0.0,0.0,0.0
843d305ffffffff,6.0,0.0,0.0,0.0,0.0
843d307ffffffff,1.0,0.0,0.0,0.0,0.0
843d30dffffffff,6.0,0.0,0.0,0.0,0.0
843d323ffffffff,17.0,0.0,0.0,0.0,0.0
843d327ffffffff,4.0,0.0,0.0,0.0,0.0
843d32bffffffff,1.0,0.0,0.0,0.0,0.0
843d33dffffffff,2.0,0.0,0.0,0.0,0.0
843d363ffffffff,87.0,0.0,0.0,0.0,0.0
843d36bffffffff,12.0,0.0,0.0,0.0,0.0
843d805ffffffff,3.0,0.0,0.0,0.0,0.0
843d80bffffffff,4.0,0.0,0.0,0.0,0.0
843d80dffffffff,5.0,0.0,0.0,0.0,0.0
843d817ffffffff,2.0,0.0,0.0,0.0,0.0
843d839ffffffff,6.0,0.0,0.0,0.0,0.0
843d843ffffffff,2.0,0.0,0.0,0.0,0.0
843d845ffffffff,154.0,0.0,0.0,0.0,0.0
843d847ffffffff,16.0,0.0,0.0,0.0,0.0
843d84dffffffff,2.0,0.0,0.0,0.0,0.0
843d851ffffffff,14.0,0.0,0.0,0.0,0.0
843d853ffffffff,101.0,0.0,0.0,0.0,0.0
843d855ffffffff,2.0,0.0,0.0,0.0,0.0
843d859ffffffff,51.0,0.0,0.0,0.0,0.0
843d85bffffffff,36.0,0.0,0.0,0.0,0.0
843d85dffffffff,2.0,0.0,0.0,0.0,0.0
843d861ffffffff,2.0,0.0,0.0,0.0,0.0
843d863ffffffff,6.0,0.0,0.0,0.0,0.0
843d865ffffffff,2.0,0.0,0.0,0.0,0.0
843d86bffffffff,15.0,0.0,0.0,0.0,0.0
843d891ffffffff,2.0,0.0,0.0,0.0,0.0
843d899ffffffff,4.0,0.0,0.0,0.0,0.0
843d8a5ffffffff,7.0,0.0,0.0,0.0,0.0
843d8adffffffff,4.0,0.0,0.0,0.0,0.0
843d8b1ffffffff,293.0,0.0,0.0,0.0,0.0
843d8b7ffffffff,6.0,0.0,0.0,0.0,0.0
843d8b9ffffffff,22.0,0.0,0.0,0.0,0.0
843d8bdffffffff,5.0,0.0,0.0,0.0,0.0
843d8c1ffffffff,62.0,0.0,0.0,0.0,0.0
843d8c3ffffffff,41.0,0.0,0.0,0.0,0.0
843d8d5ffffffff,254.0,0.0,0.0,0.0,0.0
843d8ddffffffff,207.0,0.0,0.0,0.0,0.0
843d8e5ffffffff,2.0,0.0,0.0,0.0,0.0
843d8ebffffffff,1.0,0.0,0.0,0.0,0.0
843d907ffffffff,1.0,0.0,0.0,0.0,0.0
843d90dffffffff,14.0,0.0,0.0,0.0,0.0
843d911ffffffff,5.0,0.0,0.0,0.0,0.0
843d913ffffffff,2.0,0.0,0.0,0.0,0.0
843d915ffffffff,177.0,0.0,0.0,0.0,0.0
843d91dffffffff,1.0,0.0,0.0,0.0,0.0
843d921ffffffff,1.0,0.0,0.0,0.0,0.0
843d923ffffffff,4.0,0.0,0.0,0.0,0.0
843d929ffffffff,328.0,0.0,0.0,0.0,0.0
843d92bffffffff,2.0,0.0,0.0,0.0,0.0
843d92dffffffff,35.0,0.0,0.0,0.0,0.0
843d933ffffffff,19.0,0.0,0.0,0.0,0.0
843d939ffffffff,1.0,0.0,0.0,0.0,0.0
843d93bffffffff,55.0,0.0,0.0,0.0,0.0
843d93dffffffff,14.0,0.0,0.0,0.0,0.0
843d95bffffffff,2.0,0.0,0.0,0.0,0.0
843d963ffffffff,88.0,0.0,0.0,0.0,0.0
843d967ffffffff,317.0,0.0,0.0,0.0,0.0
843d96bffffffff,23.0,0.0,0.0,0.0,0.0
843d96dffffffff,3.0,0.0,0.0,0.0,0.0
843d981ffffffff,6.0,0.0,0.0,0.0,0.0
843d983ffffffff,28.0,0.0,0.0,0.0,0.0
843d985ffffffff,7.0,0.0,0.0,0.0,0.0
843d987ffffffff,98.0,0.0,0.0,0.0,0.0
843d98dffffffff,29.0,0.0,0.0,0.0,0.0
843d993ffffffff,204.0,0.0,0.0,0.0,0.0
843d997ffffffff,35.0,0.0,0.0,0.0,0.0
843d9a3ffffffff,2.0,0.0,0.0,0.0,0.0
843d9a5ffffffff,6.0,0.0,0.0,0.0,0.0
843d9a7ffffffff,69.0,0.0,0.0,0.0,0.0
843d9abffffffff,8.0,0.0,0.0,0.0,0.0
843d9adffffffff,6.0,0.0,0.0,0.0,0.0
843d9b1ffffffff,17.0,0.0,0.0,0.0,0.0
843d9b5ffffffff,5.0,0.0,0.0,0.0,0.0
843d9b7ffffffff,2268.0,0.0,0.0,0.0,0.0
843d9b9ffffffff,213.0,0.0,0.0,0.0,0.0
843d9bbffffffff,6.0,0.0,0.0,0.0,0.0
843d9bdffffffff,8.0,0.0,0.0,0.0,0.0
843d9d1ffffffff,236.0,0.0,0.0,0.0,0.0
843d9d3ffffffff,132.0,0.0,0.0,0.0,0.0
843d9d5ffffffff,2.0,0.0,0.0,0.0,0.0
843d9d7ffffffff,4.0,0.0,0.0,0.0,0.0
843d9dbffffffff,438.0,0.0,0.0,0.0,0.0
843d9e3ffffffff,4.0,0.0,0.0,0.0,0.0
843d9e5ffffffff,1084.0,0.0,0.0,0.0,0.0
843d9e7ffffffff,93.0,0.0,0.0,0.0,0.0
843d9edffffffff,17.0,0.0,0.0,0.0,0.0
843da03ffffffff,6.0,0.0,0.0,0.0,0.0
843da09ffffffff,7.0,0.0,0.0,0.0,0.0
843da0bffffffff,2.0,0.0,0.0,0.0,0.0
843da0dffffffff,4.0,0.0,0.0,0.0,0.0
843da11ffffffff,2596.0,0.0,0.0,0.0,0.0
843da13ffffffff,70.0,0.0,0.0,0.0,0.0
843da15ffffffff,17.0,0.0,0.0,0.0,0.0
843da19ffffffff,91.0,0.0,0.0,0.0,0.0
843da1bffffffff,102.0,0.0,0.0,0.0,0.0
843da1dffffffff,338.0,0.0,0.0,0.0,0.0
843da21ffffffff,117.0,0.0,0.0,0.0,0.0
843da23ffffffff,1.0,0.0,0.0,0.0,0.0
843da25ffffffff,18.0,0.0,0.0,0.0,0.0
843da2dffffffff,6.0,0.0,0.0,0.0,0.0
843da33ffffffff,13.0,0.0,0.0,0.0,0.0
843da37ffffffff,738.0,0.0,0.0,0.0,0.0
843da39ffffffff,2.0,0.0,0.0,0.0,0.0
843da3bffffffff,1.0,0.0,0.0,0.0,0.0
843da3dffffffff,4.0,0.0,0.0,0.0,0.0
843da43ffffffff,2.0,0.0,0.0,0.0,0.0
843da53ffffffff,1.0,0.0,0.0,0.0,0.0
843da57ffffffff,12.0,0.0,0.0,0.0,0.0
843da63ffffffff,2.0,0.0,0.0,0.0,0.0
843da69ffffffff,38.0,0.0,0.0,0.0,0.0
843da6bffffffff,3.0,0.0,0.0,0.0,0.0
843da6dffffffff,1.0,0.0,0.0,0.0,0.0
843da81ffffffff,6.0,0.0,0.0,0.0,0.0
843da85ffffffff,17.0,0.0,0.0,0.0,0.0
843da89ffffffff,3.0,0.0,0.0,0.0,0.0
843da8dffffffff,6.0,0.0,0.0,0.0,0.0
843da93ffffffff,2.0,0.0,0.0,0.0,0.0
843da97ffffffff,3.0,0.0,0.0,0.0,0.0
