cell_id,Habia rubica,Habia rubica affinis/rosea,Habia rubica [rubicoides Group],Habia rubica [rubra Group],Habia rubica perijana,Habia rubica rubica/bahiae
838b22fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
838b23fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838b26fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b29fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b2cfffffffff,22.0,0.0,0.0,0.0,0.0,0.0
838b2efffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838b40fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
838b42fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838b44fffffffff,241.0,0.0,0.0,12.0,0.0,0.0
838b46fffffffff,37.0,0.0,0.0,0.0,0.0,0.0
838b52fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b56fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b5cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
838b62fffffffff,60.0,0.0,0.0,0.0,0.0,0.0
838b63fffffffff,249.0,0.0,0.0,14.0,0.0,0.0
838b69fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
838b6cfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838b6efffffffff,85.0,0.0,0.0,0.0,0.0,0.0
838b71fffffffff,177.0,0.0,0.0,4.0,0.0,0.0
838b74fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
838b75fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838b82fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838b96fffffffff,6.0,0.0,0.0,6.0,0.0,0.0
838b99fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b9dfffffffff,152.0,0.0,0.0,16.0,0.0,0.0
838bb5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838e6dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838f40fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
838f43fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
838f48fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f61fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f65fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f71fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a596fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83a800fffffffff,4.0,0.0,0.0,0.0,0.0,2.0
83a801fffffffff,35.0,0.0,0.0,0.0,0.0,2.0
83a802fffffffff,12.0,0.0,0.0,0.0,0.0,7.0
83a805fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a806fffffffff,446.0,0.0,0.0,0.0,0.0,120.0
83a810fffffffff,1110.0,0.0,0.0,0.0,0.0,255.0
83a811fffffffff,17.0,0.0,0.0,0.0,0.0,2.0
83a812fffffffff,486.0,0.0,0.0,0.0,0.0,88.0
83a813fffffffff,4.0,0.0,0.0,0.0,0.0,2.0
83a814fffffffff,164.0,0.0,0.0,0.0,0.0,24.0
83a815fffffffff,756.0,0.0,0.0,0.0,0.0,270.0
83a816fffffffff,72.0,0.0,0.0,0.0,0.0,28.0
83a818fffffffff,24.0,0.0,0.0,0.0,0.0,22.0
83a81cfffffffff,100.0,0.0,0.0,0.0,0.0,12.0
83a81dfffffffff,22.0,0.0,0.0,0.0,0.0,5.0
83a81efffffffff,341.0,0.0,0.0,0.0,0.0,17.0
83a821fffffffff,4.0,0.0,0.0,0.0,0.0,2.0
83a822fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a826fffffffff,60.0,0.0,0.0,0.0,0.0,32.0
83a828fffffffff,15.0,0.0,0.0,0.0,0.0,10.0
83a82afffffffff,3.0,0.0,0.0,0.0,0.0,1.0
83a82cfffffffff,10.0,0.0,0.0,0.0,0.0,6.0
83a82dfffffffff,7.0,0.0,0.0,0.0,0.0,3.0
83a82efffffffff,6.0,0.0,0.0,0.0,0.0,2.0
83a831fffffffff,170.0,0.0,0.0,0.0,0.0,36.0
83a833fffffffff,189.0,0.0,0.0,0.0,0.0,21.0
83a835fffffffff,196.0,0.0,0.0,0.0,0.0,22.0
83a875fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a880fffffffff,7.0,0.0,0.0,0.0,0.0,5.0
83a882fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a884fffffffff,17.0,0.0,0.0,0.0,0.0,4.0
83a891fffffffff,106.0,0.0,0.0,0.0,0.0,34.0
83a895fffffffff,27.0,0.0,0.0,0.0,0.0,7.0
83a8a0fffffffff,123.0,0.0,0.0,0.0,0.0,23.0
83a8a1fffffffff,200.0,0.0,0.0,0.0,0.0,42.0
83a8a2fffffffff,384.0,0.0,0.0,0.0,0.0,89.0
83a8a3fffffffff,159.0,0.0,0.0,0.0,0.0,57.0
83a8a5fffffffff,85.0,0.0,0.0,0.0,0.0,28.0
83a8adfffffffff,7.0,0.0,0.0,0.0,0.0,6.0
83a8aefffffffff,3.0,0.0,0.0,0.0,0.0,2.0
83a8b1fffffffff,3.0,0.0,0.0,0.0,0.0,1.0
83a903fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
83a908fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a90cfffffffff,7.0,0.0,0.0,0.0,0.0,1.0
83a90dfffffffff,16.0,0.0,0.0,0.0,0.0,5.0
83a90efffffffff,57.0,0.0,0.0,0.0,0.0,22.0
83a918fffffffff,25.0,0.0,0.0,0.0,0.0,3.0
83a919fffffffff,47.0,0.0,0.0,0.0,0.0,1.0
83a91bfffffffff,124.0,0.0,0.0,0.0,0.0,32.0
83a91dfffffffff,42.0,0.0,0.0,0.0,0.0,4.0
83a942fffffffff,85.0,0.0,0.0,0.0,0.0,0.0
83a943fffffffff,94.0,0.0,0.0,0.0,0.0,0.0
83a946fffffffff,116.0,0.0,0.0,0.0,0.0,0.0
83a950fffffffff,180.0,0.0,0.0,0.0,0.0,3.0
83a951fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83a952fffffffff,52.0,0.0,0.0,0.0,0.0,48.0
83a953fffffffff,1509.0,0.0,0.0,0.0,0.0,17.0
83a954fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a955fffffffff,109.0,0.0,0.0,0.0,0.0,0.0
83a956fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a95afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a95cfffffffff,37.0,0.0,0.0,0.0,0.0,0.0
83a95efffffffff,23.0,0.0,0.0,0.0,0.0,2.0
83a971fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a973fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83a976fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
