cell_id,Vireo gilvus,Vireo gilvus gilvus,Vireo gilvus [swainsoni Group]
8228f7fffffffff,107.0,0.0,27.0
822917fffffffff,40.0,0.0,11.0
82291ffffffffff,40.0,0.0,23.0
822987fffffffff,22.0,0.0,0.0
82298ffffffffff,69.0,0.0,41.0
822997fffffffff,21.0,0.0,7.0
8229a7fffffffff,422.0,0.0,28.0
8229affffffffff,78.0,7.0,19.0
8229b7fffffffff,107.0,0.0,7.0
822a07fffffffff,7.0,4.0,0.0
822a17fffffffff,2713.0,222.0,0.0
822a37fffffffff,328.0,68.0,0.0
822a87fffffffff,45.0,17.0,0.0
822a8ffffffffff,198.0,15.0,0.0
822a97fffffffff,24.0,10.0,0.0
822a9ffffffffff,44.0,2.0,0.0
822aa7fffffffff,145.0,53.0,0.0
822aaffffffffff,842.0,71.0,7.0
822ab7fffffffff,663.0,272.0,0.0
822af7fffffffff,106.0,9.0,0.0
822b07fffffffff,47.0,0.0,0.0
822b0ffffffffff,93.0,3.0,3.0
822b17fffffffff,221.0,0.0,0.0
822b1ffffffffff,85.0,29.0,0.0
822b2ffffffffff,12.0,1.0,0.0
822b37fffffffff,8.0,0.0,0.0
822b87fffffffff,50.0,8.0,0.0
822b8ffffffffff,186.0,18.0,0.0
822b97fffffffff,46.0,7.0,0.0
822b9ffffffffff,286.0,37.0,0.0
822ba7fffffffff,24.0,0.0,0.0
822baffffffffff,303.0,27.0,0.0
824417fffffffff,38.0,0.0,0.0
82441ffffffffff,66.0,2.0,0.0
824437fffffffff,3.0,0.0,0.0
824447fffffffff,49.0,0.0,0.0
82444ffffffffff,18.0,0.0,0.0
824457fffffffff,66.0,2.0,0.0
82445ffffffffff,4.0,0.0,0.0
824467fffffffff,6.0,0.0,0.0
82446ffffffffff,79.0,6.0,0.0
824477fffffffff,39.0,0.0,0.0
824487fffffffff,3.0,1.0,0.0
8244a7fffffffff,42.0,0.0,4.0
8244affffffffff,7.0,1.0,0.0
8244b7fffffffff,3.0,0.0,0.0
8244c7fffffffff,22.0,5.0,0.0
8244cffffffffff,33.0,0.0,0.0
8244d7fffffffff,24.0,0.0,0.0
8244dffffffffff,28.0,0.0,0.0
8244e7fffffffff,9.0,0.0,0.0
8244effffffffff,19.0,2.0,0.0
8244f7fffffffff,33.0,0.0,0.0
824527fffffffff,13.0,0.0,0.0
82452ffffffffff,12.0,0.0,0.0
824537fffffffff,9.0,0.0,0.0
82480ffffffffff,2.0,0.0,2.0
824817fffffffff,6.0,0.0,0.0
824827fffffffff,3.0,0.0,1.0
82482ffffffffff,10.0,0.0,2.0
824837fffffffff,9.0,0.0,8.0
824847fffffffff,11.0,0.0,0.0
82484ffffffffff,7.0,0.0,0.0
82485ffffffffff,56.0,0.0,3.0
824877fffffffff,10.0,0.0,0.0
824887fffffffff,7.0,0.0,0.0
82488ffffffffff,4.0,0.0,0.0
824897fffffffff,19.0,0.0,0.0
82489ffffffffff,31.0,1.0,0.0
8248a7fffffffff,1.0,0.0,0.0
8248affffffffff,11.0,0.0,4.0
8248b7fffffffff,87.0,1.0,0.0
8248c7fffffffff,40.0,0.0,1.0
8248cffffffffff,22.0,0.0,1.0
8248d7fffffffff,40.0,0.0,8.0
8248dffffffffff,76.0,0.0,10.0
8248effffffffff,247.0,1.0,53.0
8248f7fffffffff,5.0,0.0,2.0
824987fffffffff,49.0,0.0,26.0
82498ffffffffff,2.0,0.0,0.0
824997fffffffff,78.0,9.0,15.0
82499ffffffffff,23.0,0.0,0.0
8249a7fffffffff,17.0,2.0,15.0
8249affffffffff,82.0,0.0,79.0
8249b7fffffffff,45.0,7.0,32.0
824cc7fffffffff,5.0,0.0,0.0
8266a7fffffffff,6.0,0.0,0.0
8266b7fffffffff,18.0,0.0,0.0
826797fffffffff,2.0,0.0,0.0
82679ffffffffff,3.0,0.0,0.0
826d07fffffffff,3.0,0.0,0.0
826d17fffffffff,26.0,17.0,7.0
826d27fffffffff,12.0,1.0,0.0
826d2ffffffffff,94.0,0.0,0.0
826d37fffffffff,76.0,8.0,49.0
826d67fffffffff,88.0,0.0,0.0
826d6ffffffffff,61.0,0.0,0.0
826d77fffffffff,7.0,0.0,0.0
