cell_id,Plectropterus gambensis,Plectropterus gambensis gambensis,Plectropterus gambensis niger
846adc1ffffffff,2.0,0.0,0.0
846adc7ffffffff,3.0,0.0,0.0
846adc9ffffffff,5.0,0.0,0.0
846add5ffffffff,5.0,0.0,0.0
846add7ffffffff,29.0,0.0,0.0
846add9ffffffff,3.0,3.0,0.0
846ae85ffffffff,112.0,20.0,0.0
846ae95ffffffff,1.0,0.0,0.0
846aea3ffffffff,11.0,1.0,0.0
846aea9ffffffff,25.0,7.0,0.0
846aeb5ffffffff,7.0,0.0,0.0
846aeb7ffffffff,1.0,0.0,0.0
846aee3ffffffff,55.0,9.0,0.0
846b127ffffffff,8.0,0.0,0.0
846b49bffffffff,2.0,0.0,0.0
8475087ffffffff,4.0,0.0,0.0
84750d3ffffffff,2.0,0.0,0.0
8475201ffffffff,20.0,0.0,0.0
8475205ffffffff,4.0,0.0,0.0
8475207ffffffff,47.0,11.0,0.0
847520bffffffff,6.0,0.0,0.0
8475805ffffffff,2.0,0.0,0.0
8475861ffffffff,2.0,0.0,0.0
847a40bffffffff,4.0,0.0,0.0
847a413ffffffff,5.0,0.0,0.0
847a41bffffffff,1.0,0.0,0.0
847a451ffffffff,3.0,0.0,0.0
847a457ffffffff,3.0,0.0,0.0
847a459ffffffff,13.0,0.0,0.0
847a483ffffffff,4.0,1.0,0.0
847a491ffffffff,2.0,0.0,0.0
847a495ffffffff,3.0,0.0,0.0
847a4c1ffffffff,1.0,0.0,0.0
847a611ffffffff,2.0,0.0,0.0
847a61dffffffff,119.0,0.0,0.0
847a641ffffffff,5.0,0.0,0.0
847a643ffffffff,11.0,0.0,0.0
847a651ffffffff,8.0,0.0,0.0
847a653ffffffff,1.0,0.0,0.0
847a655ffffffff,6.0,0.0,0.0
847a657ffffffff,5.0,0.0,0.0
847a659ffffffff,1.0,0.0,0.0
847a65bffffffff,1.0,0.0,0.0
847a65dffffffff,2.0,0.0,0.0
847a669ffffffff,2.0,0.0,0.0
847a681ffffffff,2.0,0.0,0.0
847a683ffffffff,79.0,0.0,0.0
847a687ffffffff,12.0,0.0,0.0
847a689ffffffff,2.0,0.0,0.0
847a68bffffffff,5.0,0.0,0.0
847a69bffffffff,3.0,0.0,0.0
847a69dffffffff,2.0,0.0,0.0
847a6a1ffffffff,21.0,0.0,0.0
847a6a5ffffffff,1.0,0.0,0.0
847a6a7ffffffff,15.0,0.0,0.0
847a6a9ffffffff,2.0,0.0,0.0
847a6adffffffff,14.0,0.0,0.0
847a6b7ffffffff,3.0,0.0,0.0
847a6c1ffffffff,1.0,0.0,0.0
847a6d1ffffffff,1.0,0.0,0.0
847a6d3ffffffff,6.0,0.0,0.0
847a6d9ffffffff,3.0,0.0,0.0
847a6e5ffffffff,23.0,0.0,0.0
847a6e7ffffffff,3.0,0.0,0.0
847ac81ffffffff,37.0,2.0,0.0
847ac83ffffffff,2.0,0.0,0.0
847ac87ffffffff,132.0,32.0,0.0
847ac8bffffffff,10.0,4.0,0.0
847aca3ffffffff,62.0,15.0,0.0
847acabffffffff,48.0,15.0,0.0
847acb5ffffffff,2.0,0.0,0.0
847acd5ffffffff,68.0,3.0,0.0
847acd7ffffffff,14.0,0.0,0.0
847ae85ffffffff,1.0,0.0,0.0
847b4b7ffffffff,1.0,0.0,0.0
847b595ffffffff,2.0,0.0,0.0
847b597ffffffff,5.0,0.0,0.0
847b5b1ffffffff,6.0,0.0,0.0
847b5b5ffffffff,2.0,0.0,0.0
847b6bbffffffff,3.0,0.0,0.0
8482b05ffffffff,1.0,0.0,0.0
8483115ffffffff,1.0,0.0,0.0
8483117ffffffff,1.0,1.0,0.0
8483139ffffffff,2.0,0.0,0.0
84831e3ffffffff,1.0,0.0,0.0
84831edffffffff,2.0,0.0,0.0
849600bffffffff,1.0,1.0,0.0
8496015ffffffff,17.0,4.0,0.0
8496017ffffffff,1.0,0.0,0.0
8496021ffffffff,3.0,0.0,0.0
8496025ffffffff,12.0,0.0,0.0
849602dffffffff,40.0,14.0,0.0
8496051ffffffff,2.0,0.0,0.0
8496097ffffffff,8.0,0.0,0.0
849609dffffffff,6.0,0.0,0.0
8496149ffffffff,10.0,0.0,0.0
849615bffffffff,4.0,0.0,0.0
84961abffffffff,5.0,2.0,0.0
8496203ffffffff,8.0,0.0,0.0
8496207ffffffff,48.0,6.0,1.0
8496215ffffffff,3.0,0.0,0.0
8496217ffffffff,8.0,0.0,0.0
8496219ffffffff,4.0,0.0,2.0
849622bffffffff,6.0,0.0,0.0
8496233ffffffff,8.0,0.0,0.0
8496239ffffffff,21.0,14.0,0.0
8496257ffffffff,14.0,0.0,0.0
8496263ffffffff,4.0,0.0,0.0
8496283ffffffff,19.0,0.0,0.0
8496287ffffffff,10.0,0.0,0.0
849628bffffffff,4.0,0.0,0.0
849629dffffffff,9.0,0.0,0.0
84962b1ffffffff,5.0,0.0,0.0
84962b9ffffffff,38.0,0.0,0.0
84962bdffffffff,8.0,0.0,0.0
84962c5ffffffff,9.0,0.0,0.0
84962d1ffffffff,6.0,0.0,0.0
84962d5ffffffff,3.0,0.0,0.0
84962d7ffffffff,15.0,0.0,0.0
84962ddffffffff,2.0,0.0,0.0
84962e5ffffffff,22.0,7.0,0.0
84962ebffffffff,1.0,0.0,0.0
8496335ffffffff,103.0,31.0,0.0
8496355ffffffff,2.0,0.0,0.0
8496753ffffffff,7.0,0.0,0.0
8496757ffffffff,22.0,0.0,0.0
8496821ffffffff,1.0,0.0,0.0
8496861ffffffff,8.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0
84968cdffffffff,2.0,0.0,0.0
8496901ffffffff,11.0,0.0,0.0
8496905ffffffff,32.0,5.0,0.0
8496907ffffffff,101.0,2.0,0.0
8496921ffffffff,10.0,2.0,0.0
8496923ffffffff,11.0,0.0,0.0
8496925ffffffff,92.0,9.0,0.0
849692bffffffff,47.0,0.0,0.0
849692dffffffff,8.0,0.0,0.0
8496931ffffffff,4.0,3.0,0.0
8496933ffffffff,2.0,0.0,0.0
8496935ffffffff,263.0,18.0,0.0
8496937ffffffff,6.0,0.0,0.0
849693dffffffff,73.0,3.0,0.0
8496945ffffffff,2.0,0.0,0.0
84969a1ffffffff,10.0,0.0,0.0
84969a5ffffffff,7.0,0.0,0.0
8496a27ffffffff,2.0,0.0,0.0
8496a89ffffffff,2.0,0.0,0.0
8496a8bffffffff,1.0,0.0,0.0
8496a8dffffffff,2.0,0.0,0.0
8496ad7ffffffff,2.0,0.0,0.0
8496b13ffffffff,3.0,0.0,0.0
8496b19ffffffff,6.0,0.0,0.0
8496b1bffffffff,9.0,0.0,0.0
8496b53ffffffff,3.0,0.0,0.0
8496b63ffffffff,2.0,0.0,0.0
8496b6dffffffff,9.0,0.0,0.0
8497051ffffffff,9.0,0.0,0.0
8497053ffffffff,3.0,0.0,0.0
8497057ffffffff,1.0,0.0,0.0
8497069ffffffff,2.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0
84970d7ffffffff,2.0,0.0,0.0
8497103ffffffff,8.0,0.0,0.0
8497119ffffffff,247.0,0.0,0.0
849713dffffffff,17.0,0.0,0.0
8497151ffffffff,33.0,0.0,0.0
8497153ffffffff,1.0,0.0,0.0
8497159ffffffff,4.0,0.0,0.0
8497199ffffffff,3.0,0.0,0.0
849719bffffffff,8.0,0.0,0.0
84971a5ffffffff,1.0,0.0,0.0
849721bffffffff,6.0,0.0,2.0
849723bffffffff,2.0,0.0,0.0
849728dffffffff,2.0,0.0,0.0
8497291ffffffff,14.0,0.0,3.0
8497295ffffffff,5.0,0.0,0.0
84972a5ffffffff,2.0,0.0,0.0
84972c5ffffffff,16.0,0.0,10.0
84972c9ffffffff,8.0,0.0,0.0
84972cdffffffff,29.0,0.0,8.0
84972d7ffffffff,1.0,0.0,0.0
84972d9ffffffff,2.0,0.0,0.0
84972e3ffffffff,67.0,0.0,13.0
84972ebffffffff,5.0,0.0,0.0
8497317ffffffff,2.0,0.0,0.0
8497357ffffffff,12.0,0.0,0.0
8497405ffffffff,1.0,0.0,1.0
8497409ffffffff,5.0,0.0,0.0
8497411ffffffff,2.0,0.0,0.0
8497413ffffffff,2.0,0.0,0.0
8497415ffffffff,49.0,0.0,0.0
8497417ffffffff,74.0,0.0,0.0
8497419ffffffff,2.0,0.0,0.0
849741bffffffff,1.0,0.0,0.0
849741dffffffff,17.0,0.0,0.0
8497423ffffffff,2.0,0.0,0.0
8497431ffffffff,156.0,0.0,4.0
8497435ffffffff,42.0,0.0,0.0
8497437ffffffff,67.0,0.0,4.0
8497439ffffffff,23.0,0.0,0.0
849743bffffffff,157.0,0.0,2.0
8497447ffffffff,2.0,0.0,0.0
849746bffffffff,2.0,0.0,0.0
84974a9ffffffff,148.0,0.0,30.0
84974abffffffff,389.0,0.0,86.0
84974adffffffff,1.0,0.0,0.0
84974b9ffffffff,40.0,0.0,16.0
84974bbffffffff,2.0,0.0,0.0
84974e1ffffffff,45.0,0.0,0.0
84974e3ffffffff,30.0,0.0,0.0
84974e5ffffffff,39.0,0.0,0.0
84974e9ffffffff,103.0,0.0,24.0
84974edffffffff,41.0,0.0,16.0
8497509ffffffff,19.0,0.0,2.0
8497511ffffffff,3.0,0.0,0.0
8497513ffffffff,396.0,0.0,10.0
8497515ffffffff,134.0,6.0,2.0
8497517ffffffff,120.0,2.0,12.0
849751bffffffff,1.0,0.0,0.0
8497535ffffffff,2.0,1.0,0.0
8497543ffffffff,11.0,0.0,0.0
8497547ffffffff,23.0,0.0,0.0
8497557ffffffff,11.0,0.0,0.0
8497559ffffffff,1.0,0.0,0.0
84975c1ffffffff,12.0,0.0,0.0
84975c5ffffffff,100.0,0.0,8.0
84975c7ffffffff,49.0,0.0,4.0
84975c9ffffffff,21.0,0.0,2.0
84975cbffffffff,16.0,0.0,0.0
84975d1ffffffff,11.0,0.0,3.0
84975d5ffffffff,2.0,0.0,0.0
84975d9ffffffff,13.0,0.0,0.0
84975ddffffffff,23.0,0.0,5.0
84975e1ffffffff,1.0,1.0,0.0
84975e9ffffffff,5.0,0.0,0.0
84975ebffffffff,12.0,2.0,1.0
8497649ffffffff,2.0,0.0,0.0
8497725ffffffff,7.0,0.0,0.0
84978ddffffffff,2.0,0.0,0.0
8497a85ffffffff,5.0,0.0,0.0
8497a8bffffffff,8.0,0.0,0.0
8497aabffffffff,71.0,7.0,0.0
8497ac3ffffffff,2.0,0.0,0.0
84ac961ffffffff,7.0,0.0,0.0
84ac96dffffffff,2.0,0.0,0.0
84aca27ffffffff,5.0,0.0,0.0
84ad12dffffffff,2.0,0.0,0.0
84ad321ffffffff,80.0,0.0,10.0
84ad325ffffffff,9.0,0.0,5.0
84ad329ffffffff,52.0,0.0,9.0
84ad32dffffffff,38.0,0.0,23.0
84ad361ffffffff,80.0,0.0,18.0
84ad365ffffffff,55.0,0.0,11.0
84ad367ffffffff,101.0,0.0,36.0
84ad369ffffffff,711.0,0.0,173.0
84ad36dffffffff,59.0,0.0,11.0
84ada21ffffffff,7.0,0.0,3.0
84ada2dffffffff,2.0,0.0,0.0
84ada39ffffffff,5.0,0.0,0.0
84ada49ffffffff,11.0,0.0,0.0
84ada89ffffffff,2.0,0.0,0.0
84adac5ffffffff,3.0,0.0,0.0
84adacbffffffff,2.0,0.0,2.0
84adad5ffffffff,2.0,0.0,0.0
84adaebffffffff,2.0,0.0,0.0
84adb53ffffffff,2.0,0.0,1.0
84bc091ffffffff,4.0,0.0,0.0
84bc0bbffffffff,2.0,0.0,2.0
84bc197ffffffff,21.0,0.0,4.0
84bc19bffffffff,4.0,0.0,0.0
84bc1b3ffffffff,14.0,0.0,2.0
84bc1b7ffffffff,62.0,0.0,10.0
84bc1bbffffffff,2.0,0.0,0.0
84bc409ffffffff,6.0,0.0,4.0
84bc411ffffffff,1.0,0.0,0.0
84bc41dffffffff,10.0,0.0,8.0
84bc431ffffffff,4.0,0.0,0.0
84bc443ffffffff,11.0,0.0,1.0
84bc447ffffffff,2.0,0.0,0.0
84bc453ffffffff,8.0,0.0,0.0
84bc455ffffffff,22.0,0.0,5.0
84bc457ffffffff,6.0,0.0,0.0
84bc463ffffffff,2.0,0.0,0.0
84bc469ffffffff,4.0,0.0,2.0
84bc46dffffffff,6.0,0.0,0.0
84bc481ffffffff,11.0,0.0,2.0
84bc483ffffffff,3.0,0.0,0.0
84bc48bffffffff,2.0,0.0,2.0
84bc491ffffffff,6.0,0.0,2.0
84bc499ffffffff,2.0,0.0,0.0
84bc49bffffffff,7.0,0.0,1.0
84bc49dffffffff,8.0,0.0,0.0
84bc4bbffffffff,12.0,0.0,4.0
84bc4bdffffffff,13.0,0.0,8.0
84bc4cbffffffff,4.0,0.0,0.0
84bc4d1ffffffff,1.0,0.0,0.0
84bc4d3ffffffff,5.0,0.0,0.0
84bc4d5ffffffff,8.0,0.0,2.0
84bc4d7ffffffff,2.0,0.0,0.0
84bc4d9ffffffff,38.0,0.0,4.0
84bc4dbffffffff,14.0,0.0,8.0
84bc4ddffffffff,7.0,0.0,0.0
84bc501ffffffff,2.0,0.0,0.0
84bc50bffffffff,4.0,0.0,0.0
84bc51bffffffff,2.0,0.0,2.0
84bc545ffffffff,2.0,0.0,0.0
84bc559ffffffff,2.0,0.0,0.0
84bc5edffffffff,7.0,0.0,0.0
84bc683ffffffff,54.0,0.0,16.0
84bc687ffffffff,181.0,0.0,30.0
84bc695ffffffff,24.0,0.0,0.0
84bc697ffffffff,33.0,0.0,7.0
84bc6a1ffffffff,2.0,0.0,0.0
84bc6a3ffffffff,83.0,0.0,18.0
84bc6a5ffffffff,1.0,0.0,1.0
84bc6abffffffff,103.0,0.0,15.0
84bc6b1ffffffff,12.0,0.0,0.0
84bc6b3ffffffff,27.0,0.0,0.0
84bc6b5ffffffff,4.0,0.0,0.0
84bc6b9ffffffff,29.0,0.0,3.0
84bc6bbffffffff,57.0,0.0,8.0
84bc6bdffffffff,81.0,0.0,18.0
84bc713ffffffff,1.0,0.0,0.0
84bc717ffffffff,19.0,0.0,0.0
84bc731ffffffff,4.0,0.0,0.0
84bc737ffffffff,5.0,0.0,0.0
84bc739ffffffff,4.0,0.0,2.0
84bc73bffffffff,1.0,0.0,0.0
84bc891ffffffff,27.0,0.0,0.0
84bc897ffffffff,7.0,0.0,0.0
84bc899ffffffff,8.0,0.0,0.0
84bc89bffffffff,40.0,0.0,0.0
84bc8b7ffffffff,3.0,0.0,0.0
84bc8d3ffffffff,6.0,0.0,6.0
84bc997ffffffff,5.0,0.0,0.0
84bcc05ffffffff,5.0,0.0,3.0
84bcc07ffffffff,2.0,0.0,2.0
84bcc0dffffffff,2.0,0.0,2.0
84bcc17ffffffff,6.0,0.0,4.0
84bcc21ffffffff,18.0,0.0,2.0
84bcc23ffffffff,225.0,0.0,35.0
84bcc25ffffffff,5.0,0.0,1.0
84bcc27ffffffff,7.0,0.0,2.0
84bcc29ffffffff,19.0,0.0,0.0
84bcc2bffffffff,48.0,0.0,6.0
84bcc2dffffffff,5.0,0.0,0.0
84bcc33ffffffff,2.0,0.0,0.0
84bcc35ffffffff,29.0,0.0,3.0
84bcc3bffffffff,7.0,0.0,5.0
84bcc3dffffffff,106.0,0.0,17.0
84bcc45ffffffff,4.0,0.0,0.0
84bcc47ffffffff,1.0,0.0,0.0
84bcc49ffffffff,4.0,0.0,2.0
84bcc4bffffffff,9.0,0.0,1.0
84bcc4dffffffff,12.0,0.0,2.0
84bcc65ffffffff,72.0,0.0,19.0
84bcc67ffffffff,3.0,0.0,0.0
84bcc69ffffffff,13.0,0.0,0.0
84bcc6bffffffff,2.0,0.0,0.0
84bcc6dffffffff,180.0,0.0,46.0
84bcca1ffffffff,2.0,0.0,0.0
84bcca5ffffffff,9.0,0.0,6.0
84bcca7ffffffff,14.0,0.0,0.0
84bcca9ffffffff,5.0,0.0,0.0
84bccc7ffffffff,9.0,0.0,0.0
84bcccbffffffff,3.0,0.0,0.0
84bccebffffffff,2.0,0.0,2.0
84bcd01ffffffff,3.0,0.0,0.0
84bcd03ffffffff,2.0,0.0,0.0
84bcd05ffffffff,8.0,0.0,4.0
84bcd0bffffffff,2.0,0.0,2.0
84bcd0dffffffff,7.0,0.0,2.0
84bcd11ffffffff,3.0,0.0,0.0
84bcd13ffffffff,3.0,0.0,0.0
84bcd15ffffffff,20.0,0.0,5.0
84bcd19ffffffff,49.0,0.0,4.0
84bcd1dffffffff,30.0,0.0,4.0
84bcd21ffffffff,16.0,0.0,8.0
84bcd23ffffffff,2.0,0.0,0.0
84bcd25ffffffff,1.0,0.0,0.0
84bcd27ffffffff,115.0,0.0,18.0
84bcd29ffffffff,16.0,0.0,2.0
84bcd2bffffffff,2.0,0.0,0.0
84bcd2dffffffff,11.0,0.0,4.0
84bcd37ffffffff,1.0,0.0,0.0
84bcd3dffffffff,5.0,0.0,1.0
84bcd41ffffffff,2.0,0.0,0.0
84bcd43ffffffff,17.0,0.0,0.0
84bcd45ffffffff,4.0,0.0,0.0
84bcd4bffffffff,41.0,0.0,0.0
84bcd4dffffffff,1.0,0.0,0.0
84bcd51ffffffff,19.0,0.0,4.0
84bcd53ffffffff,1.0,0.0,0.0
84bcd55ffffffff,3.0,0.0,2.0
84bcd57ffffffff,14.0,0.0,2.0
84bcd59ffffffff,3.0,0.0,0.0
84bcd5bffffffff,3.0,0.0,0.0
84bcd61ffffffff,2.0,0.0,0.0
84bcd63ffffffff,33.0,0.0,5.0
84bcd67ffffffff,29.0,0.0,0.0
84bcd6bffffffff,3.0,0.0,2.0
84bcd6dffffffff,162.0,0.0,27.0
84bcd85ffffffff,2.0,0.0,0.0
84bcd9bffffffff,21.0,0.0,0.0
84bcdc1ffffffff,166.0,0.0,42.0
84bcdc3ffffffff,43.0,0.0,4.0
84bcdc5ffffffff,23.0,0.0,1.0
84bcdc7ffffffff,3.0,0.0,0.0
84bcdc9ffffffff,40.0,0.0,4.0
84bcdcbffffffff,2.0,0.0,0.0
84bcdcdffffffff,13.0,0.0,7.0
84bcdd1ffffffff,36.0,0.0,1.0
84bcdd7ffffffff,2.0,0.0,2.0
84bcdd9ffffffff,2.0,0.0,0.0
84bcde3ffffffff,5.0,0.0,0.0
84bcde5ffffffff,11.0,0.0,3.0
84bcdebffffffff,68.0,0.0,5.0
84bce05ffffffff,1.0,0.0,0.0
84bce09ffffffff,3.0,0.0,1.0
84bce0dffffffff,8.0,0.0,5.0
84bce13ffffffff,6.0,0.0,0.0
84bce21ffffffff,6.0,0.0,0.0
84bce27ffffffff,11.0,0.0,6.0
84bce29ffffffff,300.0,0.0,91.0
84bce2dffffffff,17.0,0.0,6.0
84bce37ffffffff,1.0,0.0,0.0
84bce51ffffffff,4.0,0.0,0.0
84bce53ffffffff,1.0,0.0,0.0
84bce61ffffffff,27.0,0.0,4.0
84bce63ffffffff,23.0,0.0,5.0
84bce65ffffffff,9.0,0.0,5.0
84bce67ffffffff,17.0,0.0,3.0
84bce69ffffffff,2.0,0.0,0.0
84bce6bffffffff,8.0,0.0,2.0
84bce83ffffffff,13.0,0.0,0.0
84bce85ffffffff,6.0,0.0,0.0
84bce87ffffffff,2.0,0.0,2.0
84bce89ffffffff,2.0,0.0,0.0
84bce8dffffffff,2.0,0.0,0.0
84bce95ffffffff,10.0,0.0,4.0
84bce9dffffffff,2.0,0.0,2.0
84bcea1ffffffff,9.0,0.0,0.0
84bceb1ffffffff,1.0,0.0,0.0
84bcebbffffffff,1.0,0.0,0.0
84bced1ffffffff,2.0,0.0,0.0
84bcee3ffffffff,1.0,0.0,0.0
84bceedffffffff,2.0,0.0,0.0
84bcf09ffffffff,26.0,0.0,3.0
84bcf0dffffffff,1.0,0.0,0.0
84bcf11ffffffff,2.0,0.0,2.0
84bcf1bffffffff,12.0,0.0,3.0
84bcf21ffffffff,19.0,0.0,0.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,2.0,0.0,0.0
84bcf29ffffffff,334.0,0.0,43.0
84bcf2dffffffff,107.0,0.0,20.0
84bcf33ffffffff,140.0,0.0,28.0
84bcf35ffffffff,8.0,0.0,2.0
84bcf3bffffffff,11.0,0.0,2.0
84bcf3dffffffff,3.0,0.0,0.0
84bcf43ffffffff,31.0,0.0,14.0
84bcf47ffffffff,24.0,0.0,7.0
84bcf51ffffffff,1.0,0.0,0.0
84bcf53ffffffff,31.0,0.0,10.0
84bcf55ffffffff,1.0,0.0,1.0
84bcf59ffffffff,14.0,0.0,4.0
84bcf5bffffffff,497.0,0.0,196.0
84bcf5dffffffff,66.0,0.0,14.0
84bcf61ffffffff,245.0,0.0,54.0
84bcf63ffffffff,86.0,0.0,11.0
84bcf67ffffffff,36.0,0.0,3.0
84bcf6bffffffff,3.0,0.0,0.0
