cell_id,Haematopus ostralegus,Haematopus ostralegus ostralegus/longipes,Haematopus ostralegus osculans
821907fffffffff,72.0,0.0,0.0
82190ffffffffff,2840.0,105.0,0.0
82191ffffffffff,14.0,0.0,0.0
821927fffffffff,461.0,0.0,0.0
82192ffffffffff,1339.0,32.0,0.0
821947fffffffff,6722.0,1101.0,0.0
82194ffffffffff,6262.0,516.0,0.0
821957fffffffff,3572.0,183.0,0.0
82195ffffffffff,3804.0,149.0,0.0
82196ffffffffff,4043.0,66.0,0.0
821977fffffffff,2989.0,131.0,0.0
821e07fffffffff,6.0,2.0,0.0
821e27fffffffff,1.0,0.0,0.0
821e2ffffffffff,7.0,0.0,0.0
821e4ffffffffff,42.0,0.0,0.0
821e5ffffffffff,74.0,0.0,0.0
821e67fffffffff,14.0,0.0,0.0
821e6ffffffffff,2.0,0.0,0.0
821e87fffffffff,44.0,0.0,0.0
821e8ffffffffff,2.0,0.0,0.0
821e97fffffffff,3.0,0.0,0.0
821ea7fffffffff,241.0,0.0,0.0
821eaffffffffff,20.0,0.0,0.0
821eb7fffffffff,15.0,0.0,0.0
821ec7fffffffff,221.0,22.0,0.0
821ecffffffffff,334.0,29.0,0.0
821ed7fffffffff,245.0,0.0,0.0
821edffffffffff,71.0,0.0,0.0
821ee7fffffffff,7.0,0.0,0.0
821eeffffffffff,106.0,27.0,0.0
821ef7fffffffff,5.0,0.0,0.0
821f07fffffffff,863.0,105.0,0.0
821f0ffffffffff,122.0,0.0,0.0
821f17fffffffff,289.0,0.0,0.0
821f1ffffffffff,22.0,0.0,0.0
821f27fffffffff,462.0,32.0,0.0
821f2ffffffffff,581.0,52.0,0.0
821f37fffffffff,1390.0,81.0,0.0
821f47fffffffff,4.0,0.0,0.0
821f4ffffffffff,11.0,0.0,0.0
821f57fffffffff,77.0,0.0,0.0
821f5ffffffffff,27.0,0.0,0.0
821f67fffffffff,74.0,0.0,0.0
821f77fffffffff,141.0,0.0,0.0
821f87fffffffff,6.0,0.0,0.0
821f9ffffffffff,2.0,0.0,0.0
821fa7fffffffff,299.0,3.0,0.0
821faffffffffff,2.0,0.0,0.0
82200ffffffffff,13.0,0.0,0.0
822017fffffffff,4.0,0.0,0.0
82204ffffffffff,3.0,0.0,0.0
82206ffffffffff,1.0,0.0,0.0
8220a7fffffffff,3.0,0.0,0.0
8220e7fffffffff,35.0,0.0,0.0
822127fffffffff,16.0,0.0,0.0
822157fffffffff,28.0,0.0,0.0
8221b7fffffffff,2.0,0.0,0.0
8225a7fffffffff,30.0,1.0,0.0
8225b7fffffffff,5.0,0.0,0.0
822c07fffffffff,701.0,0.0,0.0
822c0ffffffffff,25.0,0.0,0.0
822c27fffffffff,61.0,0.0,0.0
822c2ffffffffff,46.0,0.0,0.0
822c37fffffffff,11.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0
822c97fffffffff,625.0,14.0,0.0
822c9ffffffffff,2.0,0.0,0.0
822caffffffffff,3.0,0.0,0.0
822cc7fffffffff,15.0,0.0,0.0
822ce7fffffffff,13.0,0.0,0.0
822cf7fffffffff,9.0,0.0,0.0
822d07fffffffff,20.0,0.0,0.0
822d17fffffffff,7.0,0.0,0.0
822d1ffffffffff,12.0,0.0,0.0
822d27fffffffff,3.0,0.0,0.0
822d2ffffffffff,2.0,0.0,0.0
822d37fffffffff,120.0,0.0,0.0
822d77fffffffff,10.0,0.0,0.0
822da7fffffffff,61.0,0.0,0.0
822daffffffffff,4.0,0.0,0.0
822db7fffffffff,19.0,0.0,0.0
822e17fffffffff,10.0,0.0,0.0
822e67fffffffff,20.0,0.0,0.0
822e9ffffffffff,3.0,0.0,3.0
822f5ffffffffff,130.0,0.0,0.0
823007fffffffff,1.0,0.0,0.0
823017fffffffff,1.0,0.0,0.0
82301ffffffffff,68.0,0.0,11.0
823027fffffffff,5.0,0.0,0.0
82302ffffffffff,19.0,0.0,0.0
823037fffffffff,17.0,0.0,0.0
823087fffffffff,192.0,0.0,0.0
82309ffffffffff,86.0,0.0,0.0
8230c7fffffffff,144.0,0.0,18.0
8230dffffffffff,9.0,0.0,0.0
8230e7fffffffff,276.0,0.0,54.0
8230effffffffff,1.0,0.0,0.0
82316ffffffffff,15.0,0.0,0.0
82318ffffffffff,107.0,0.0,2.0
82344ffffffffff,6.0,0.0,0.0
82346ffffffffff,8.0,0.0,0.0
823827fffffffff,106.0,0.0,0.0
82384ffffffffff,23.0,0.0,0.0
823917fffffffff,1303.0,0.0,0.0
82391ffffffffff,1148.0,0.0,0.0
823927fffffffff,2033.0,0.0,0.0
82392ffffffffff,1.0,0.0,0.0
823937fffffffff,364.0,0.0,0.0
823947fffffffff,102.0,0.0,0.0
823957fffffffff,129.0,0.0,0.0
82395ffffffffff,2.0,0.0,0.0
823967fffffffff,32.0,0.0,0.0
82396ffffffffff,281.0,6.0,0.0
823977fffffffff,247.0,0.0,0.0
823987fffffffff,222.0,0.0,0.0
823997fffffffff,64.0,0.0,0.0
82399ffffffffff,1.0,0.0,0.0
8239affffffffff,180.0,0.0,0.0
823e47fffffffff,3.0,0.0,0.0
823e6ffffffffff,43.0,0.0,0.0
823f2ffffffffff,72.0,0.0,0.0
823f37fffffffff,8.0,0.0,0.0
823f67fffffffff,157.0,0.0,0.0
823f6ffffffffff,11.0,0.0,0.0
824197fffffffff,3.0,0.0,3.0
8241a7fffffffff,1074.0,0.0,90.0
8241b7fffffffff,17.0,0.0,7.0
824237fffffffff,40.0,0.0,0.0
8242c7fffffffff,457.0,0.0,0.0
8242dffffffffff,247.0,0.0,0.0
8242e7fffffffff,11.0,0.0,0.0
824317fffffffff,67.0,0.0,0.0
82431ffffffffff,250.0,0.0,0.0
824337fffffffff,10.0,0.0,0.0
82438ffffffffff,76.0,0.0,0.0
82439ffffffffff,150.0,0.0,0.0
8243a7fffffffff,252.0,2.0,0.0
8243affffffffff,760.0,54.0,0.0
824b37fffffffff,13.0,0.0,12.0
824b67fffffffff,6.0,0.0,0.0
825217fffffffff,27.0,0.0,0.0
82521ffffffffff,29.0,0.0,0.0
825237fffffffff,4.0,0.0,0.0
82524ffffffffff,57.0,0.0,0.0
82528ffffffffff,2.0,0.0,0.0
8252d7fffffffff,57.0,0.0,0.0
825317fffffffff,1.0,0.0,0.0
82534ffffffffff,2.0,0.0,0.0
825367fffffffff,16.0,0.0,0.0
82536ffffffffff,51.0,0.0,0.0
8253a7fffffffff,2.0,0.0,0.0
8253affffffffff,2.0,0.0,0.0
825417fffffffff,28.0,4.0,0.0
825437fffffffff,9.0,0.0,0.0
825497fffffffff,6.0,0.0,0.0
8254affffffffff,111.0,5.0,0.0
8254c7fffffffff,1.0,0.0,0.0
8254f7fffffffff,47.0,3.0,0.0
825517fffffffff,52.0,0.0,0.0
825537fffffffff,34.0,0.0,0.0
8255affffffffff,2.0,0.0,0.0
82574ffffffffff,4.0,0.0,0.0
826007fffffffff,133.0,0.0,0.0
82601ffffffffff,155.0,0.0,0.0
826027fffffffff,45.0,0.0,0.0
82608ffffffffff,56.0,0.0,0.0
826107fffffffff,2.0,0.0,0.0
82611ffffffffff,85.0,0.0,0.0
826327fffffffff,22.0,0.0,0.0
826337fffffffff,21.0,0.0,0.0
827577fffffffff,4.0,0.0,0.0
827a1ffffffffff,1.0,0.0,0.0
827b4ffffffffff,9.0,0.0,0.0
827b5ffffffffff,7.0,0.0,0.0
