cell_id,Arremon aurantiirostris,Arremon aurantiirostris [aurantiirostris Group],Arremon aurantiirostris erythrorhynchus,Arremon aurantiirostris spectabilis
846608dffffffff,265.0,0.0,0.0,0.0
84660a1ffffffff,2.0,0.0,0.0,0.0
84660a5ffffffff,5.0,0.0,0.0,0.0
84660a7ffffffff,242.0,0.0,0.0,0.0
84660c5ffffffff,6.0,0.0,0.0,0.0
84660c7ffffffff,10.0,0.0,0.0,0.0
8466105ffffffff,6.0,0.0,0.0,0.0
8466107ffffffff,46.0,0.0,0.0,0.0
846610bffffffff,3.0,0.0,0.0,0.0
8466113ffffffff,2.0,0.0,0.0,0.0
8466117ffffffff,3.0,0.0,0.0,0.0
8466129ffffffff,25.0,0.0,0.0,0.0
8466131ffffffff,88.0,0.0,0.0,0.0
8466135ffffffff,2.0,0.0,0.0,0.0
8466137ffffffff,1.0,0.0,0.0,0.0
8466139ffffffff,18.0,0.0,0.0,0.0
846613bffffffff,10.0,0.0,0.0,0.0
8466163ffffffff,313.0,0.0,0.0,0.0
8466165ffffffff,43.0,0.0,0.0,0.0
8466167ffffffff,1.0,0.0,0.0,0.0
8466191ffffffff,108.0,0.0,0.0,0.0
8466193ffffffff,528.0,0.0,15.0,0.0
8466197ffffffff,29.0,0.0,0.0,0.0
8466199ffffffff,55.0,0.0,0.0,0.0
846619bffffffff,322.0,0.0,18.0,0.0
846619dffffffff,1.0,0.0,0.0,0.0
84661a5ffffffff,104.0,0.0,0.0,0.0
84661a7ffffffff,8.0,0.0,0.0,0.0
84661adffffffff,36.0,0.0,0.0,0.0
84661b1ffffffff,21.0,0.0,0.0,0.0
84661b7ffffffff,30.0,0.0,0.0,0.0
84661b9ffffffff,1.0,0.0,0.0,0.0
84661bdffffffff,27.0,0.0,0.0,0.0
84661c5ffffffff,2.0,0.0,0.0,0.0
84661c9ffffffff,6.0,0.0,0.0,0.0
84661cbffffffff,2.0,0.0,0.0,0.0
84661cdffffffff,6.0,0.0,0.0,0.0
84661d1ffffffff,25.0,0.0,0.0,0.0
84661d3ffffffff,7.0,0.0,0.0,0.0
84661d7ffffffff,13.0,0.0,0.0,0.0
84661d9ffffffff,7.0,0.0,0.0,0.0
84661ddffffffff,3.0,0.0,0.0,0.0
84661ebffffffff,212.0,0.0,0.0,0.0
8466a01ffffffff,44.0,0.0,0.0,0.0
8466a05ffffffff,33.0,0.0,0.0,0.0
8466a0bffffffff,1051.0,0.0,0.0,0.0
8466a1dffffffff,14.0,0.0,0.0,0.0
8466a21ffffffff,2.0,0.0,0.0,0.0
8466a25ffffffff,6.0,0.0,0.0,0.0
8466a29ffffffff,3.0,0.0,0.0,0.0
8466a2bffffffff,9.0,0.0,0.0,0.0
8466a2dffffffff,2.0,0.0,0.0,0.0
8466a31ffffffff,7.0,0.0,0.0,0.0
8466a33ffffffff,51.0,0.0,0.0,0.0
8466a37ffffffff,3.0,0.0,0.0,0.0
8466a3bffffffff,12.0,0.0,0.0,0.0
8466a51ffffffff,1011.0,0.0,0.0,0.0
8466a55ffffffff,55.0,0.0,0.0,0.0
8466a57ffffffff,33.0,0.0,0.0,0.0
8466a59ffffffff,32.0,0.0,0.0,0.0
8466a5bffffffff,66.0,0.0,0.0,0.0
8466a5dffffffff,11.0,0.0,0.0,0.0
8466a65ffffffff,2.0,0.0,0.0,0.0
8466a67ffffffff,7.0,0.0,0.0,0.0
8466a9bffffffff,2.0,0.0,0.0,0.0
8466ad9ffffffff,1.0,0.0,0.0,0.0
8466b01ffffffff,218.0,0.0,0.0,0.0
8466b09ffffffff,468.0,0.0,0.0,0.0
8466b0bffffffff,962.0,0.0,0.0,0.0
8466b0dffffffff,2.0,0.0,0.0,0.0
8466b1dffffffff,21.0,0.0,0.0,0.0
8466b41ffffffff,584.0,0.0,0.0,0.0
8466b43ffffffff,301.0,0.0,0.0,0.0
8466b45ffffffff,378.0,0.0,0.0,0.0
8466b47ffffffff,205.0,0.0,0.0,0.0
8466b49ffffffff,2759.0,0.0,0.0,0.0
8466b4bffffffff,13.0,0.0,0.0,0.0
8466b4dffffffff,567.0,0.0,0.0,0.0
8466b51ffffffff,284.0,0.0,0.0,0.0
8466b53ffffffff,373.0,0.0,0.0,0.0
8466b55ffffffff,2029.0,0.0,0.0,0.0
8466b57ffffffff,31.0,0.0,0.0,0.0
8466b59ffffffff,14.0,0.0,0.0,0.0
8466b5bffffffff,84.0,0.0,0.0,0.0
8466b5dffffffff,35.0,0.0,0.0,0.0
8466b69ffffffff,8.0,0.0,0.0,0.0
8466c21ffffffff,9.0,0.0,0.0,0.0
8466c25ffffffff,1.0,0.0,0.0,0.0
8466c27ffffffff,5.0,0.0,0.0,0.0
8466c29ffffffff,46.0,0.0,0.0,0.0
8466c2dffffffff,81.0,0.0,0.0,0.0
8466c49ffffffff,10.0,0.0,0.0,0.0
8466c67ffffffff,2.0,0.0,0.0,0.0
8466d01ffffffff,3.0,0.0,0.0,0.0
8466d03ffffffff,38.0,0.0,0.0,0.0
8466d07ffffffff,19.0,0.0,0.0,0.0
8466d0bffffffff,110.0,0.0,0.0,0.0
8466d0dffffffff,108.0,0.0,0.0,0.0
8466d1bffffffff,79.0,0.0,0.0,0.0
8466d23ffffffff,27.0,0.0,0.0,0.0
8466d25ffffffff,4.0,0.0,0.0,0.0
8466d27ffffffff,18.0,0.0,0.0,0.0
8466d31ffffffff,1309.0,95.0,0.0,0.0
8466d35ffffffff,1762.0,128.0,0.0,0.0
8466d37ffffffff,74.0,4.0,0.0,0.0
8466d3dffffffff,21.0,0.0,0.0,0.0
8466d55ffffffff,25.0,0.0,0.0,0.0
8466d8dffffffff,1.0,0.0,0.0,0.0
8466da1ffffffff,1.0,0.0,0.0,0.0
8466dadffffffff,85.0,0.0,0.0,2.0
8466dc3ffffffff,3.0,0.0,0.0,0.0
8466de1ffffffff,334.0,0.0,0.0,43.0
8466de3ffffffff,3.0,0.0,0.0,0.0
8466de7ffffffff,15.0,0.0,0.0,0.0
8466de9ffffffff,2.0,0.0,0.0,0.0
8466debffffffff,56.0,0.0,0.0,1.0
8466e05ffffffff,2.0,0.0,0.0,0.0
8466e0dffffffff,110.0,0.0,0.0,0.0
8466e21ffffffff,3.0,0.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0,0.0
8466e27ffffffff,3.0,0.0,0.0,0.0
8466e29ffffffff,10.0,0.0,0.0,0.0
8466e2bffffffff,6.0,0.0,0.0,0.0
8466e2dffffffff,3.0,0.0,0.0,0.0
8466e41ffffffff,131.0,0.0,0.0,0.0
8466e43ffffffff,3.0,0.0,0.0,0.0
8466e45ffffffff,16.0,0.0,0.0,0.0
8466e47ffffffff,38.0,0.0,0.0,0.0
8466e49ffffffff,23.0,0.0,0.0,0.0
8466e4dffffffff,1.0,0.0,0.0,0.0
8466e63ffffffff,130.0,0.0,0.0,0.0
8466e67ffffffff,393.0,0.0,0.0,0.0
8466e69ffffffff,96.0,0.0,0.0,0.0
8466e6bffffffff,7.0,0.0,0.0,0.0
8466f01ffffffff,1.0,0.0,0.0,0.0
8466f03ffffffff,655.0,0.0,0.0,0.0
8466f0bffffffff,228.0,0.0,0.0,0.0
8466f1dffffffff,16.0,0.0,0.0,0.0
8466f35ffffffff,9.0,0.0,0.0,0.0
8467903ffffffff,2.0,0.0,0.0,0.0
8467915ffffffff,2.0,0.0,0.0,0.0
846792dffffffff,15.0,0.0,0.0,0.0
8467945ffffffff,8.0,0.0,0.0,0.0
8467949ffffffff,2.0,0.0,0.0,0.0
846794dffffffff,2.0,0.0,0.0,0.0
8467961ffffffff,72.0,0.0,0.0,0.0
8467963ffffffff,18.0,0.0,0.0,0.0
8467969ffffffff,12.0,0.0,0.0,0.0
846796bffffffff,4.0,0.0,0.0,0.0
84679a1ffffffff,23.0,0.0,0.0,0.0
84679a3ffffffff,3.0,0.0,0.0,0.0
84679a5ffffffff,3996.0,0.0,0.0,0.0
84679a7ffffffff,435.0,0.0,0.0,0.0
84679adffffffff,23.0,0.0,0.0,0.0
84679b3ffffffff,4.0,0.0,0.0,0.0
84679b5ffffffff,13.0,0.0,0.0,0.0
84679b7ffffffff,179.0,0.0,0.0,0.0
846d21bffffffff,67.0,14.0,0.0,0.0
846d21dffffffff,88.0,6.0,0.0,0.0
846d223ffffffff,2.0,0.0,0.0,0.0
846d22bffffffff,3.0,0.0,0.0,0.0
846d23dffffffff,65.0,21.0,0.0,0.0
846d2c1ffffffff,17.0,8.0,0.0,0.0
846d2c3ffffffff,36.0,4.0,0.0,0.0
846d2c5ffffffff,2.0,0.0,0.0,0.0
846d2c9ffffffff,137.0,42.0,0.0,0.0
846d2cbffffffff,26.0,11.0,0.0,0.0
846d2d1ffffffff,210.0,0.0,0.0,0.0
846d2d3ffffffff,2.0,0.0,0.0,0.0
846d2d9ffffffff,4.0,0.0,0.0,0.0
846d2dbffffffff,3.0,0.0,0.0,0.0
846d2ddffffffff,8.0,0.0,0.0,0.0
846d303ffffffff,4.0,0.0,0.0,0.0
846d305ffffffff,2.0,0.0,0.0,0.0
846d30dffffffff,57.0,10.0,0.0,0.0
846d311ffffffff,4.0,0.0,0.0,0.0
846d319ffffffff,71.0,11.0,0.0,0.0
846d31bffffffff,5.0,0.0,0.0,0.0
846d649ffffffff,1.0,0.0,0.0,0.0
846d651ffffffff,11.0,0.0,0.0,0.0
846d653ffffffff,26.0,0.0,0.0,0.0
846d65bffffffff,11.0,0.0,0.0,0.0
846d681ffffffff,174.0,0.0,0.0,0.0
846d683ffffffff,6.0,0.0,0.0,0.0
846d689ffffffff,79.0,0.0,0.0,0.0
846d68bffffffff,761.0,0.0,0.0,0.0
846d68dffffffff,15.0,0.0,0.0,0.0
846d691ffffffff,524.0,0.0,0.0,0.0
846d693ffffffff,353.0,0.0,0.0,0.0
846d697ffffffff,4114.0,0.0,0.0,0.0
846d699ffffffff,870.0,0.0,0.0,0.0
846d69bffffffff,1669.0,0.0,0.0,0.0
846d69dffffffff,3653.0,0.0,0.0,0.0
846d6c3ffffffff,4.0,0.0,0.0,0.0
846d6c9ffffffff,1.0,0.0,0.0,0.0
846d6d1ffffffff,15.0,0.0,0.0,0.0
846d6d3ffffffff,62.0,0.0,0.0,0.0
846d6d5ffffffff,11.0,0.0,0.0,0.0
846d6d7ffffffff,9.0,0.0,0.0,0.0
846d6dbffffffff,2.0,0.0,0.0,0.0
846d6ddffffffff,6.0,0.0,0.0,0.0
848f08bffffffff,1.0,0.0,0.0,0.0
848f0d1ffffffff,39.0,0.0,0.0,0.0
848f0d9ffffffff,4.0,0.0,0.0,0.0
848f0dbffffffff,280.0,0.0,0.0,0.0
848f285ffffffff,7.0,0.0,0.0,0.0
848f289ffffffff,3.0,0.0,0.0,0.0
848f28dffffffff,18.0,0.0,0.0,0.0
848f291ffffffff,22.0,0.0,0.0,0.0
848f295ffffffff,118.0,0.0,0.0,0.0
848f2a1ffffffff,3.0,0.0,0.0,0.0
848f2a9ffffffff,162.0,0.0,0.0,0.0
848f2abffffffff,9.0,0.0,0.0,0.0
848f2b3ffffffff,3.0,0.0,0.0,0.0
848f2b9ffffffff,59.0,0.0,0.0,0.0
848f2bbffffffff,60.0,0.0,0.0,0.0
848f2bdffffffff,2.0,0.0,0.0,0.0
848f2c1ffffffff,2.0,0.0,0.0,0.0
848f2c3ffffffff,14.0,0.0,0.0,0.0
848f2c9ffffffff,2.0,0.0,0.0,0.0
848f2cbffffffff,48.0,0.0,0.0,0.0
848f2cdffffffff,134.0,0.0,0.0,0.0
848f2ddffffffff,3.0,0.0,0.0,0.0
848f2e3ffffffff,2.0,0.0,0.0,0.0
848f2e7ffffffff,9.0,0.0,0.0,0.0
848f401ffffffff,28.0,0.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0,0.0
848f429ffffffff,3.0,0.0,0.0,0.0
848f439ffffffff,2.0,0.0,0.0,0.0
848f43dffffffff,2.0,0.0,0.0,0.0
848f461ffffffff,4.0,0.0,0.0,0.0
848f463ffffffff,89.0,0.0,0.0,1.0
848f465ffffffff,216.0,0.0,0.0,6.0
848f467ffffffff,8.0,0.0,0.0,0.0
848f4a5ffffffff,11.0,0.0,0.0,0.0
848f5d3ffffffff,1.0,0.0,0.0,0.0
848f705ffffffff,15.0,0.0,0.0,2.0
848f70dffffffff,8.0,0.0,0.0,0.0
848f721ffffffff,2.0,0.0,0.0,0.0
848f729ffffffff,559.0,0.0,0.0,38.0
848f72bffffffff,99.0,0.0,0.0,12.0
848f733ffffffff,12.0,0.0,0.0,0.0
848f745ffffffff,5.0,0.0,0.0,0.0
848f74dffffffff,11.0,0.0,0.0,0.0
848f763ffffffff,9.0,0.0,0.0,0.0
848f765ffffffff,15.0,0.0,0.0,0.0
848f76dffffffff,2.0,0.0,0.0,0.0
