cell_id,Loxia leucoptera,Loxia leucoptera bifasciata,Loxia leucoptera leucoptera
832a12fffffffff,42.0,0.0,0.0
832a13fffffffff,67.0,0.0,2.0
832a14fffffffff,44.0,0.0,0.0
832a15fffffffff,120.0,0.0,0.0
832a16fffffffff,18.0,0.0,0.0
832a30fffffffff,423.0,0.0,0.0
832a31fffffffff,167.0,0.0,0.0
832a32fffffffff,322.0,0.0,2.0
832a33fffffffff,95.0,0.0,0.0
832a34fffffffff,40.0,0.0,2.0
832a36fffffffff,48.0,0.0,0.0
832a80fffffffff,2.0,0.0,0.0
832a81fffffffff,2.0,0.0,0.0
832a84fffffffff,13.0,0.0,0.0
832a85fffffffff,28.0,0.0,0.0
832a86fffffffff,5.0,0.0,0.0
832a8efffffffff,1.0,0.0,0.0
832a90fffffffff,11.0,0.0,0.0
832a93fffffffff,15.0,0.0,2.0
832a94fffffffff,66.0,0.0,0.0
832a95fffffffff,38.0,0.0,0.0
832aa0fffffffff,5.0,0.0,0.0
832aa1fffffffff,31.0,0.0,2.0
832aa2fffffffff,4.0,0.0,0.0
832aa3fffffffff,19.0,0.0,0.0
832aa4fffffffff,115.0,0.0,3.0
832aa5fffffffff,11.0,0.0,0.0
832aa6fffffffff,2.0,0.0,0.0
832aa8fffffffff,176.0,0.0,3.0
832aa9fffffffff,17.0,0.0,0.0
832aaafffffffff,10.0,0.0,0.0
832aabfffffffff,6.0,0.0,0.0
832aacfffffffff,46.0,0.0,2.0
832aadfffffffff,117.0,0.0,7.0
832aaefffffffff,59.0,0.0,1.0
832ab0fffffffff,16.0,0.0,0.0
832ab1fffffffff,12.0,0.0,0.0
832ab2fffffffff,68.0,0.0,0.0
832ab3fffffffff,54.0,0.0,0.0
832ab4fffffffff,239.0,0.0,14.0
832ab5fffffffff,17.0,0.0,0.0
832ab6fffffffff,56.0,0.0,0.0
832af0fffffffff,1.0,0.0,0.0
832af6fffffffff,2.0,0.0,0.0
832b02fffffffff,1.0,0.0,0.0
832b05fffffffff,1.0,0.0,0.0
832b0afffffffff,4.0,0.0,0.0
832b0cfffffffff,3.0,0.0,0.0
832b12fffffffff,3.0,0.0,0.0
832b13fffffffff,13.0,0.0,0.0
832b16fffffffff,15.0,0.0,0.0
832b18fffffffff,28.0,0.0,0.0
832b1afffffffff,3.0,0.0,0.0
832b1bfffffffff,17.0,0.0,0.0
832b1efffffffff,1.0,0.0,0.0
832b22fffffffff,2.0,0.0,0.0
832b23fffffffff,6.0,0.0,1.0
832b24fffffffff,23.0,0.0,0.0
832b25fffffffff,29.0,0.0,0.0
832b28fffffffff,1.0,0.0,0.0
832b30fffffffff,13.0,0.0,0.0
832b80fffffffff,5.0,0.0,0.0
832b81fffffffff,40.0,0.0,0.0
832b82fffffffff,2.0,0.0,0.0
832b83fffffffff,47.0,0.0,2.0
832b84fffffffff,64.0,0.0,0.0
832b85fffffffff,10.0,0.0,0.0
832b86fffffffff,2.0,0.0,0.0
832b88fffffffff,34.0,0.0,0.0
832b89fffffffff,8.0,0.0,0.0
832b8afffffffff,24.0,0.0,0.0
832b8bfffffffff,23.0,0.0,0.0
832b8cfffffffff,93.0,0.0,0.0
832b8dfffffffff,90.0,0.0,0.0
832b8efffffffff,34.0,0.0,0.0
832b90fffffffff,13.0,0.0,11.0
832b91fffffffff,2.0,0.0,2.0
832b93fffffffff,2.0,0.0,0.0
832b94fffffffff,10.0,0.0,4.0
832b96fffffffff,6.0,0.0,6.0
832b98fffffffff,206.0,0.0,2.0
832b99fffffffff,126.0,0.0,8.0
832b9afffffffff,57.0,0.0,0.0
832b9bfffffffff,275.0,0.0,0.0
832b9cfffffffff,190.0,0.0,153.0
832b9dfffffffff,105.0,0.0,11.0
832b9efffffffff,13.0,0.0,2.0
832ba0fffffffff,6.0,0.0,0.0
832ba1fffffffff,2.0,0.0,0.0
832ba5fffffffff,7.0,0.0,0.0
832ba8fffffffff,147.0,0.0,0.0
832ba9fffffffff,6.0,0.0,0.0
832baafffffffff,156.0,0.0,0.0
832babfffffffff,8.0,0.0,1.0
832badfffffffff,6.0,0.0,0.0
832baefffffffff,4.0,0.0,0.0
832bb3fffffffff,10.0,0.0,0.0
833426fffffffff,6.0,0.0,2.0
83446cfffffffff,2.0,0.0,0.0
8344c2fffffffff,10.0,0.0,0.0
8344d9fffffffff,1.0,0.0,0.0
8344ddfffffffff,1.0,0.0,0.0
8344defffffffff,2.0,0.0,0.0
8348d8fffffffff,16.0,0.0,0.0
8348dbfffffffff,1.0,0.0,0.0
