cell_id,Cepphus columba,Cepphus columba snowi,Cepphus columba [columba Group]
840ccadffffffff,1.0,0.0,0.0
840ccc3ffffffff,2.0,0.0,0.0
840ccc5ffffffff,2.0,0.0,0.0
840cccdffffffff,2.0,0.0,0.0
840cce9ffffffff,1.0,0.0,0.0
840cd85ffffffff,2.0,0.0,0.0
840cd8dffffffff,59.0,0.0,0.0
840cda9ffffffff,3.0,0.0,0.0
840cdd1ffffffff,4.0,0.0,0.0
840cdebffffffff,4.0,0.0,0.0
840ce83ffffffff,6.0,0.0,0.0
840ce89ffffffff,22.0,0.0,0.0
840ce97ffffffff,6.0,0.0,0.0
840ce99ffffffff,8.0,0.0,0.0
840ce9bffffffff,3.0,0.0,0.0
840ce9dffffffff,9.0,0.0,0.0
840cec3ffffffff,2.0,0.0,0.0
840ced1ffffffff,5.0,0.0,0.0
840ced3ffffffff,22.0,0.0,0.0
840ced5ffffffff,6.0,0.0,0.0
840ced7ffffffff,14.0,0.0,0.0
840ced9ffffffff,2.0,0.0,0.0
840d88bffffffff,2.0,0.0,0.0
840d89dffffffff,2.0,0.0,0.0
840d98bffffffff,10.0,0.0,0.0
840d99bffffffff,1.0,0.0,0.0
8412805ffffffff,23.0,0.0,0.0
8412821ffffffff,3.0,0.0,0.0
841282bffffffff,4.0,0.0,0.0
8412835ffffffff,10.0,0.0,0.0
8412865ffffffff,9.0,0.0,0.0
841286dffffffff,19.0,0.0,0.0
8412901ffffffff,21.0,0.0,0.0
8412905ffffffff,6.0,0.0,0.0
8412907ffffffff,46.0,0.0,0.0
8412909ffffffff,31.0,0.0,0.0
841290dffffffff,3.0,0.0,0.0
8412933ffffffff,3.0,0.0,0.0
8412939ffffffff,11.0,0.0,0.0
841293dffffffff,28.0,0.0,0.0
8412941ffffffff,4.0,0.0,0.0
8412943ffffffff,4.0,0.0,0.0
8412947ffffffff,80.0,0.0,0.0
8412949ffffffff,19.0,0.0,0.0
841294bffffffff,9.0,0.0,0.0
841294dffffffff,1.0,0.0,0.0
8412955ffffffff,2.0,0.0,0.0
8412959ffffffff,3.0,0.0,0.0
841295dffffffff,6.0,0.0,0.0
841296bffffffff,5.0,0.0,0.0
8412987ffffffff,46.0,0.0,0.0
8412989ffffffff,11.0,0.0,0.0
841298dffffffff,14.0,0.0,0.0
8412991ffffffff,4.0,0.0,0.0
8412993ffffffff,10.0,0.0,0.0
8412995ffffffff,26.0,0.0,0.0
8412997ffffffff,23.0,0.0,0.0
84129a1ffffffff,6.0,0.0,0.0
84129a3ffffffff,8.0,0.0,0.0
84129a9ffffffff,3.0,0.0,0.0
84129abffffffff,19.0,0.0,0.0
84129adffffffff,22.0,0.0,0.0
84129b5ffffffff,15.0,0.0,0.0
84129b7ffffffff,12.0,0.0,0.0
84129b9ffffffff,198.0,0.0,0.0
84129bbffffffff,653.0,0.0,0.0
84129bdffffffff,2.0,0.0,0.0
84129c5ffffffff,1.0,0.0,0.0
84129c7ffffffff,2.0,0.0,0.0
84129c9ffffffff,7.0,0.0,0.0
84129cdffffffff,6.0,0.0,0.0
84129ddffffffff,1.0,0.0,0.0
84129e1ffffffff,4.0,0.0,0.0
84129e3ffffffff,3.0,0.0,0.0
84129e9ffffffff,2.0,0.0,0.0
8412a25ffffffff,2.0,0.0,0.0
8412b01ffffffff,134.0,0.0,0.0
8412b03ffffffff,89.0,0.0,0.0
8412b07ffffffff,3.0,0.0,0.0
8412b0bffffffff,2.0,0.0,0.0
8412b15ffffffff,3.0,0.0,0.0
8412b19ffffffff,1.0,0.0,0.0
8412b1dffffffff,17.0,0.0,0.0
8412b27ffffffff,1.0,0.0,0.0
8412b33ffffffff,27.0,0.0,0.0
8412b37ffffffff,2.0,0.0,0.0
8412b39ffffffff,2.0,0.0,0.0
8412b3bffffffff,9.0,0.0,0.0
8412b3dffffffff,1.0,0.0,0.0
8412b41ffffffff,6.0,0.0,0.0
8412b43ffffffff,2.0,0.0,0.0
8412b45ffffffff,4.0,0.0,0.0
8412b47ffffffff,2.0,0.0,0.0
8412b49ffffffff,53.0,0.0,0.0
8412b4bffffffff,69.0,0.0,0.0
8412b57ffffffff,3.0,0.0,0.0
8412b63ffffffff,1.0,0.0,0.0
8413903ffffffff,3.0,0.0,0.0
8413907ffffffff,44.0,0.0,0.0
8413911ffffffff,110.0,0.0,0.0
8413915ffffffff,2.0,0.0,0.0
8413917ffffffff,52.0,0.0,0.0
8413919ffffffff,29.0,0.0,0.0
841391dffffffff,18.0,0.0,0.0
8413931ffffffff,94.0,0.0,0.0
8413933ffffffff,149.0,0.0,0.0
8413935ffffffff,34.0,0.0,0.0
8413937ffffffff,5.0,0.0,0.0
8413939ffffffff,96.0,0.0,0.0
841393dffffffff,2.0,0.0,0.0
841396dffffffff,4.0,0.0,0.0
8413985ffffffff,13.0,0.0,0.0
84139a1ffffffff,3.0,0.0,0.0
84139a5ffffffff,18.0,0.0,0.0
84139a9ffffffff,68.0,0.0,0.0
84139abffffffff,4.0,0.0,0.0
84139adffffffff,2.0,0.0,0.0
84139e1ffffffff,158.0,0.0,0.0
84139e3ffffffff,1.0,0.0,0.0
84139e5ffffffff,6.0,0.0,0.0
84139e7ffffffff,6.0,0.0,0.0
84139edffffffff,249.0,0.0,0.0
8416011ffffffff,10.0,0.0,0.0
8416013ffffffff,4.0,0.0,0.0
84160c7ffffffff,26.0,0.0,0.0
84160ebffffffff,2.0,0.0,0.0
8416155ffffffff,7.0,0.0,0.0
8416163ffffffff,29.0,2.0,0.0
8416505ffffffff,3.0,0.0,0.0
8416507ffffffff,315.0,0.0,0.0
8416531ffffffff,4.0,0.0,0.0
8416539ffffffff,16.0,0.0,0.0
841653bffffffff,29.0,0.0,0.0
8416581ffffffff,28.0,0.0,0.0
84165e1ffffffff,40.0,0.0,26.0
8417411ffffffff,3.0,0.0,0.0
8417439ffffffff,24.0,2.0,0.0
841743dffffffff,3.0,0.0,0.0
8417509ffffffff,2.0,2.0,0.0
841750bffffffff,12.0,0.0,0.0
841750dffffffff,7.0,0.0,0.0
8417555ffffffff,2.0,2.0,0.0
841756bffffffff,6.0,0.0,0.0
84175cdffffffff,12.0,0.0,0.0
84176b1ffffffff,9.0,0.0,0.0
84176bdffffffff,8.0,0.0,0.0
841d209ffffffff,49.0,0.0,0.0
841d219ffffffff,2.0,0.0,0.0
841d241ffffffff,7.0,0.0,0.0
841d243ffffffff,31.0,0.0,0.0
841d245ffffffff,2.0,0.0,0.0
841d247ffffffff,5.0,0.0,0.0
841d24dffffffff,3.0,0.0,0.0
841d255ffffffff,2.0,0.0,0.0
841d257ffffffff,2.0,0.0,0.0
841d25dffffffff,8.0,0.0,0.0
841d64dffffffff,3.0,0.0,0.0
84225a5ffffffff,912.0,0.0,0.0
84225b5ffffffff,5.0,0.0,0.0
8422c0dffffffff,2.0,0.0,0.0
8422d01ffffffff,57.0,0.0,0.0
8422d09ffffffff,29.0,0.0,0.0
8422d0bffffffff,313.0,0.0,0.0
8422d29ffffffff,2.0,0.0,0.0
8422db7ffffffff,589.0,0.0,51.0
8422dbdffffffff,14.0,0.0,0.0
8422e8bffffffff,1.0,0.0,0.0
8422e99ffffffff,64.0,0.0,0.0
8422e9bffffffff,209.0,0.0,0.0
8422e9dffffffff,13.0,0.0,0.0
8422ee3ffffffff,5.0,0.0,0.0
8422ee7ffffffff,7.0,0.0,0.0
8428005ffffffff,2.0,0.0,0.0
8428007ffffffff,11.0,0.0,0.0
8428023ffffffff,498.0,0.0,0.0
842802bffffffff,217.0,0.0,0.0
8428035ffffffff,34.0,0.0,0.0
842803dffffffff,23.0,0.0,0.0
8428045ffffffff,3.0,0.0,0.0
8428063ffffffff,55.0,0.0,0.0
8428069ffffffff,626.0,0.0,0.0
842806bffffffff,180.0,0.0,0.0
8428183ffffffff,33.0,0.0,0.0
842818bffffffff,152.0,0.0,0.0
8428195ffffffff,441.0,0.0,0.0
842819dffffffff,477.0,0.0,0.0
84281b1ffffffff,28.0,0.0,0.0
84281b3ffffffff,1236.0,0.0,0.0
84281b9ffffffff,9.0,0.0,0.0
84281bbffffffff,115.0,0.0,0.0
84281c3ffffffff,247.0,0.0,0.0
84281c9ffffffff,22.0,0.0,0.0
84281cbffffffff,528.0,0.0,0.0
84281d1ffffffff,1.0,0.0,0.0
84281d5ffffffff,43.0,0.0,0.0
84281ddffffffff,68.0,0.0,0.0
8428309ffffffff,2676.0,0.0,0.0
842830bffffffff,376.0,0.0,0.0
8428311ffffffff,49.0,0.0,0.0
8428313ffffffff,88.0,0.0,0.0
8428319ffffffff,22.0,0.0,0.0
842831dffffffff,1703.0,0.0,0.0
8428341ffffffff,1727.0,0.0,1.0
8428343ffffffff,3369.0,0.0,0.0
842834dffffffff,2636.0,0.0,0.0
8428355ffffffff,5479.0,0.0,0.0
8428357ffffffff,874.0,0.0,0.0
842835dffffffff,60.0,0.0,0.0
8428c07ffffffff,2.0,0.0,0.0
8428c0dffffffff,57.0,0.0,0.0
8428c23ffffffff,70.0,0.0,0.0
8428c25ffffffff,1337.0,0.0,0.0
8428c27ffffffff,541.0,0.0,0.0
8428c29ffffffff,96.0,0.0,0.0
8428c2bffffffff,195.0,0.0,0.0
8428c33ffffffff,5.0,0.0,0.0
8428c35ffffffff,525.0,0.0,0.0
8428c37ffffffff,2.0,0.0,0.0
8428c41ffffffff,2.0,0.0,0.0
8428c47ffffffff,17.0,0.0,0.0
8428c4dffffffff,2.0,0.0,0.0
8428c61ffffffff,2790.0,0.0,0.0
8428c63ffffffff,61.0,0.0,0.0
8428c67ffffffff,3.0,0.0,0.0
8428c69ffffffff,8.0,0.0,0.0
8428c6bffffffff,352.0,0.0,0.0
8428c6dffffffff,226.0,0.0,0.0
8428ca1ffffffff,4.0,0.0,0.0
8428ca5ffffffff,17.0,0.0,0.0
8428ca7ffffffff,2.0,0.0,0.0
8428cadffffffff,27.0,0.0,0.0
8428cb5ffffffff,9.0,0.0,0.0
8428ce5ffffffff,89.0,0.0,0.0
8428d0bffffffff,426.0,0.0,0.0
8428d11ffffffff,3163.0,0.0,0.0
8428d13ffffffff,2687.0,0.0,0.0
8428d15ffffffff,328.0,0.0,0.0
8428d17ffffffff,488.0,0.0,0.0
8428d19ffffffff,3662.0,0.0,0.0
8428d1bffffffff,4897.0,0.0,0.0
8428d1dffffffff,2338.0,0.0,0.0
8428d51ffffffff,455.0,0.0,0.0
8428d55ffffffff,3614.0,0.0,0.0
8428d57ffffffff,3340.0,0.0,0.0
8428d59ffffffff,640.0,0.0,0.0
8428d5bffffffff,151.0,0.0,0.0
8428d5dffffffff,3043.0,0.0,0.0
8428d81ffffffff,53.0,0.0,0.0
8428d83ffffffff,93.0,0.0,0.0
8428d85ffffffff,2.0,0.0,0.0
8428d89ffffffff,732.0,0.0,0.0
8428d8bffffffff,142.0,0.0,0.0
8428d8dffffffff,48.0,0.0,0.0
8428d95ffffffff,92.0,0.0,0.0
8428d97ffffffff,4.0,0.0,0.0
8428d9dffffffff,236.0,0.0,0.0
8428dabffffffff,3.0,0.0,0.0
8428db9ffffffff,4.0,0.0,0.0
8428dc3ffffffff,6.0,0.0,0.0
8428dc5ffffffff,119.0,0.0,0.0
8428dc7ffffffff,519.0,0.0,0.0
8428dc9ffffffff,1143.0,0.0,0.0
8428dcbffffffff,2.0,0.0,0.0
8428dd1ffffffff,162.0,0.0,0.0
8428dd3ffffffff,76.0,0.0,0.0
8428dd9ffffffff,49.0,0.0,0.0
8428ddbffffffff,207.0,0.0,0.0
8428dddffffffff,273.0,0.0,0.0
8428de1ffffffff,278.0,0.0,0.0
8428de3ffffffff,99.0,0.0,0.0
8428de9ffffffff,593.0,0.0,0.0
8428debffffffff,239.0,0.0,0.0
8428e27ffffffff,1.0,0.0,0.0
8428e61ffffffff,2.0,0.0,0.0
8428e65ffffffff,27.0,0.0,0.0
8428e67ffffffff,3.0,0.0,0.0
8428f11ffffffff,1244.0,0.0,0.0
8428f17ffffffff,188.0,0.0,0.0
8428f19ffffffff,1446.0,0.0,0.0
8428f1dffffffff,2.0,0.0,0.0
8428f37ffffffff,201.0,0.0,0.0
8428f51ffffffff,1483.0,0.0,0.0
8428f57ffffffff,174.0,0.0,0.0
8428f59ffffffff,4372.0,0.0,0.0
8428f5bffffffff,9.0,0.0,0.0
8429121ffffffff,533.0,0.0,0.0
8429123ffffffff,67.0,0.0,0.0
8429125ffffffff,286.0,0.0,0.0
8429127ffffffff,427.0,0.0,0.0
8429129ffffffff,1.0,0.0,0.0
842912bffffffff,3.0,0.0,0.0
842912dffffffff,157.0,0.0,0.0
8429135ffffffff,42.0,0.0,0.0
8429137ffffffff,37.0,0.0,0.0
842913dffffffff,21.0,0.0,0.0
8429167ffffffff,10.0,0.0,0.0
84291a5ffffffff,94.0,0.0,0.0
84291a7ffffffff,1134.0,0.0,0.0
8429a19ffffffff,15.0,0.0,0.0
8429a51ffffffff,2.0,0.0,0.0
8429a57ffffffff,17.0,0.0,0.0
8429a5bffffffff,19.0,0.0,0.0
8429ac9ffffffff,4.0,0.0,0.0
8429ad1ffffffff,252.0,0.0,0.0
8429ad3ffffffff,196.0,0.0,0.0
8429ad9ffffffff,194.0,0.0,0.0
8429addffffffff,207.0,0.0,0.0
842e123ffffffff,67.0,30.0,14.0
842e127ffffffff,92.0,30.0,20.0
842e135ffffffff,10.0,0.0,2.0
842ea3dffffffff,2.0,2.0,0.0
842eac1ffffffff,3.0,1.0,0.0
842eac3ffffffff,2.0,2.0,0.0
842eac5ffffffff,1.0,0.0,0.0
842eac9ffffffff,6.0,0.0,2.0
842ef29ffffffff,1.0,0.0,0.0
