cell_id,Botaurus exilis,Botaurus exilis exilis/pullus,Botaurus exilis [erythromelas Group]
8244f7fffffffff,2370.0,0.0,0.0
824507fffffffff,45.0,0.0,0.0
82450ffffffffff,422.0,0.0,0.0
82451ffffffffff,35.0,0.0,0.0
824527fffffffff,539.0,0.0,0.0
82452ffffffffff,1609.0,0.0,0.0
824537fffffffff,125.0,0.0,0.0
824577fffffffff,27.0,0.0,0.0
824587fffffffff,3.0,0.0,0.0
82458ffffffffff,138.0,0.0,0.0
824597fffffffff,4.0,0.0,0.0
82459ffffffffff,7.0,0.0,0.0
8245a7fffffffff,206.0,0.0,0.0
8245b7fffffffff,97.0,0.0,0.0
824807fffffffff,14.0,0.0,0.0
82480ffffffffff,1.0,0.0,0.0
824827fffffffff,35.0,0.0,0.0
824837fffffffff,341.0,0.0,0.0
824857fffffffff,4.0,0.0,0.0
82485ffffffffff,868.0,0.0,0.0
824877fffffffff,10.0,0.0,0.0
824887fffffffff,73.0,0.0,0.0
82488ffffffffff,1.0,0.0,0.0
824897fffffffff,1416.0,0.0,0.0
82489ffffffffff,51.0,0.0,0.0
8248a7fffffffff,107.0,0.0,0.0
8248affffffffff,1.0,0.0,0.0
8248b7fffffffff,2644.0,0.0,0.0
8248c7fffffffff,230.0,0.0,0.0
8248d7fffffffff,11.0,0.0,0.0
8248dffffffffff,8.0,0.0,0.0
8248effffffffff,1009.0,0.0,0.0
8248f7fffffffff,2.0,0.0,0.0
824987fffffffff,50.0,0.0,0.0
824997fffffffff,104.0,0.0,0.0
82499ffffffffff,2.0,0.0,0.0
8249affffffffff,114.0,0.0,0.0
8249b7fffffffff,51.0,0.0,0.0
824c8ffffffffff,98.0,0.0,0.0
824c97fffffffff,18.0,0.0,0.0
824c9ffffffffff,2.0,0.0,0.0
824cc7fffffffff,994.0,0.0,0.0
824cd7fffffffff,58.0,0.0,0.0
824ceffffffffff,286.0,0.0,0.0
824cf7fffffffff,22.0,0.0,0.0
825e47fffffffff,6.0,0.0,0.0
825e5ffffffffff,97.0,0.0,0.0
825f0ffffffffff,10.0,0.0,0.0
825f17fffffffff,16.0,0.0,0.0
825f1ffffffffff,5.0,0.0,0.0
825f2ffffffffff,2.0,0.0,0.0
825f4ffffffffff,2.0,0.0,0.0
825f5ffffffffff,14.0,0.0,0.0
826607fffffffff,20.0,0.0,0.0
82660ffffffffff,140.0,0.0,0.0
82661ffffffffff,4.0,0.0,0.0
826627fffffffff,38.0,0.0,0.0
82662ffffffffff,1.0,0.0,0.0
826637fffffffff,5.0,0.0,0.0
826657fffffffff,8.0,0.0,0.0
826667fffffffff,5.0,0.0,0.0
826677fffffffff,14.0,0.0,0.0
8266a7fffffffff,230.0,0.0,0.0
8266b7fffffffff,81.0,0.0,0.0
8266c7fffffffff,3.0,0.0,0.0
8266cffffffffff,2.0,0.0,0.0
8266dffffffffff,260.0,0.0,0.0
8266e7fffffffff,31.0,0.0,0.0
8266f7fffffffff,49.0,0.0,0.0
826727fffffffff,26.0,0.0,0.0
826737fffffffff,33.0,0.0,0.0
82675ffffffffff,2.0,0.0,0.0
826777fffffffff,197.0,0.0,0.0
826797fffffffff,3.0,0.0,0.0
82679ffffffffff,136.0,0.0,0.0
826d07fffffffff,12.0,0.0,0.0
826d27fffffffff,1.0,0.0,0.0
826d2ffffffffff,56.0,0.0,0.0
826d37fffffffff,602.0,0.0,0.0
826d67fffffffff,48.0,0.0,0.0
826d6ffffffffff,569.0,0.0,0.0
826d77fffffffff,24.0,0.0,0.0
82800ffffffffff,7.0,0.0,0.0
828017fffffffff,17.0,0.0,0.0
82806ffffffffff,2.0,0.0,0.0
828137fffffffff,3.0,0.0,0.0
828147fffffffff,1.0,0.0,0.0
828187fffffffff,3.0,0.0,0.0
828a6ffffffffff,24.0,0.0,0.0
828b0ffffffffff,11.0,0.0,0.0
828b17fffffffff,3.0,0.0,0.0
828b27fffffffff,3.0,0.0,0.0
828b2ffffffffff,3.0,0.0,0.0
828b47fffffffff,4.0,0.0,0.0
828b67fffffffff,26.0,0.0,0.0
828b77fffffffff,10.0,0.0,0.0
828e47fffffffff,12.0,0.0,0.0
828e67fffffffff,424.0,0.0,0.0
828e77fffffffff,5.0,0.0,0.0
828f0ffffffffff,32.0,0.0,0.0
828f2ffffffffff,44.0,0.0,0.0
828f57fffffffff,43.0,0.0,0.0
828f5ffffffffff,6.0,0.0,0.0
828f6ffffffffff,3.0,0.0,0.0
82a817fffffffff,3.0,0.0,0.0
82a81ffffffffff,13.0,0.0,0.0
82a84ffffffffff,2.0,0.0,0.0
82a85ffffffffff,179.0,0.0,0.0
82a88ffffffffff,3.0,0.0,0.0
82a897fffffffff,5.0,0.0,0.0
82a8a7fffffffff,46.0,0.0,0.0
82a8b7fffffffff,2.0,0.0,0.0
82a947fffffffff,182.0,0.0,0.0
82a94ffffffffff,34.0,0.0,0.0
82a95ffffffffff,2.0,0.0,0.0
82a967fffffffff,62.0,0.0,0.0
82a96ffffffffff,4.0,0.0,0.0
82a977fffffffff,11.0,0.0,0.0
82b307fffffffff,6.0,0.0,0.0
82b337fffffffff,33.0,0.0,0.0
82b36ffffffffff,2.0,0.0,0.0
