cell_id,Fulmarus glacialis,Fulmarus glacialis glacialis/auduboni,Fulmarus glacialis rodgersii
830699fffffffff,2.0,0.0,0.0
83069bfffffffff,6.0,0.0,0.0
8306c9fffffffff,1.0,0.0,0.0
8306cafffffffff,1.0,0.0,0.0
8306cbfffffffff,1.0,0.0,0.0
8306d0fffffffff,9.0,4.0,0.0
8306d1fffffffff,33.0,3.0,0.0
8306d3fffffffff,2.0,0.0,0.0
8306d4fffffffff,4.0,3.0,0.0
8306d6fffffffff,4.0,1.0,0.0
8306d8fffffffff,3.0,0.0,0.0
8306d9fffffffff,1.0,1.0,0.0
8306dbfffffffff,5.0,0.0,0.0
8306dcfffffffff,4.0,1.0,0.0
8306ddfffffffff,7.0,4.0,0.0
8306edfffffffff,4.0,0.0,0.0
8306f2fffffffff,6.0,2.0,0.0
830704fffffffff,7.0,0.0,0.0
830705fffffffff,6.0,0.0,0.0
830706fffffffff,2.0,0.0,0.0
83070dfffffffff,2.0,0.0,0.0
830712fffffffff,8.0,0.0,0.0
830718fffffffff,1.0,0.0,0.0
83071afffffffff,2.0,0.0,0.0
830741fffffffff,578.0,38.0,0.0
830742fffffffff,57.0,10.0,0.0
830743fffffffff,185.0,9.0,0.0
830744fffffffff,23.0,2.0,0.0
830745fffffffff,190.0,6.0,0.0
830746fffffffff,419.0,38.0,0.0
83074efffffffff,409.0,36.0,0.0
830751fffffffff,70.0,4.0,0.0
830752fffffffff,2.0,1.0,0.0
830753fffffffff,51.0,0.0,0.0
830754fffffffff,4.0,0.0,0.0
830755fffffffff,205.0,14.0,0.0
830758fffffffff,666.0,67.0,0.0
83075cfffffffff,319.0,61.0,0.0
83075dfffffffff,1024.0,87.0,0.0
83075efffffffff,542.0,52.0,0.0
830762fffffffff,481.0,23.0,0.0
830763fffffffff,241.0,17.0,0.0
830768fffffffff,1.0,1.0,0.0
83076afffffffff,1.0,1.0,0.0
83076dfffffffff,3.0,0.0,0.0
830770fffffffff,131.0,5.0,0.0
830771fffffffff,50.0,3.0,0.0
830773fffffffff,693.0,51.0,0.0
830775fffffffff,100.0,10.0,0.0
8307a8fffffffff,1.0,0.0,0.0
8307acfffffffff,1.0,0.0,0.0
830805fffffffff,2.0,0.0,0.0
830806fffffffff,2.0,0.0,0.0
830823fffffffff,4.0,0.0,0.0
830828fffffffff,1.0,0.0,0.0
83082dfffffffff,1.0,0.0,0.0
83082efffffffff,2.0,0.0,0.0
830831fffffffff,1.0,0.0,0.0
830836fffffffff,9.0,0.0,0.0
8308edfffffffff,1.0,0.0,0.0
830952fffffffff,1.0,0.0,0.0
830958fffffffff,1.0,0.0,0.0
830959fffffffff,8.0,2.0,0.0
830980fffffffff,14.0,0.0,0.0
830982fffffffff,6.0,0.0,0.0
830990fffffffff,7.0,0.0,0.0
830991fffffffff,50.0,0.0,0.0
830993fffffffff,2.0,0.0,0.0
830995fffffffff,1.0,0.0,0.0
830996fffffffff,3.0,0.0,0.0
830999fffffffff,13.0,13.0,0.0
83099efffffffff,6.0,0.0,0.0
8309a0fffffffff,134.0,3.0,0.0
8309a2fffffffff,4.0,0.0,0.0
8309a4fffffffff,173.0,7.0,0.0
8309a5fffffffff,34.0,2.0,0.0
8309a6fffffffff,267.0,17.0,0.0
8309acfffffffff,1.0,0.0,0.0
8309b3fffffffff,2.0,0.0,0.0
830c12fffffffff,4.0,0.0,0.0
830c41fffffffff,322.0,0.0,0.0
830c42fffffffff,141.0,0.0,4.0
830c43fffffffff,12.0,0.0,8.0
830c45fffffffff,3.0,0.0,0.0
830c4cfffffffff,6.0,0.0,1.0
830c4efffffffff,3.0,0.0,0.0
830c50fffffffff,5.0,0.0,0.0
830c51fffffffff,38.0,0.0,0.0
830c52fffffffff,1.0,0.0,0.0
830c53fffffffff,25.0,0.0,0.0
830c5afffffffff,68.0,0.0,0.0
830c5bfffffffff,7.0,0.0,0.0
830c5cfffffffff,5.0,0.0,0.0
830c5dfffffffff,2.0,0.0,0.0
830c5efffffffff,34.0,0.0,0.0
830c68fffffffff,35.0,0.0,0.0
830c69fffffffff,64.0,0.0,0.0
830c6afffffffff,72.0,0.0,0.0
830c6bfffffffff,10.0,0.0,0.0
830c80fffffffff,33.0,0.0,4.0
830c89fffffffff,6.0,0.0,0.0
830c8afffffffff,7.0,0.0,1.0
830c8cfffffffff,1.0,0.0,0.0
830c8efffffffff,1.0,0.0,1.0
830c99fffffffff,5.0,0.0,2.0
830c9dfffffffff,2.0,0.0,2.0
830ca1fffffffff,2.0,0.0,2.0
830ca2fffffffff,29.0,0.0,0.0
830ca3fffffffff,1.0,0.0,1.0
830ca4fffffffff,1721.0,0.0,0.0
830ca6fffffffff,37.0,0.0,0.0
830cb1fffffffff,4.0,0.0,0.0
830cb6fffffffff,9.0,0.0,0.0
830cc8fffffffff,4.0,0.0,0.0
830cc9fffffffff,6.0,0.0,0.0
830ccbfffffffff,2.0,0.0,0.0
830cccfffffffff,23.0,0.0,0.0
830ccefffffffff,12.0,0.0,0.0
830cd8fffffffff,5.0,0.0,0.0
830cd9fffffffff,10.0,0.0,0.0
830cdafffffffff,12.0,0.0,0.0
830cddfffffffff,5.0,0.0,0.0
830cdefffffffff,11.0,0.0,0.0
830ce8fffffffff,14.0,0.0,0.0
830ce9fffffffff,9.0,0.0,0.0
830cebfffffffff,15.0,0.0,0.0
830cedfffffffff,8.0,0.0,0.0
830ceefffffffff,14.0,0.0,0.0
830d00fffffffff,2.0,0.0,0.0
830d01fffffffff,3.0,0.0,0.0
830d03fffffffff,28.0,0.0,0.0
830d05fffffffff,2.0,0.0,0.0
830d10fffffffff,1.0,0.0,0.0
830d14fffffffff,2.0,0.0,0.0
830d1efffffffff,3.0,0.0,0.0
830d30fffffffff,8.0,0.0,0.0
830d31fffffffff,2.0,0.0,0.0
830d32fffffffff,2.0,0.0,0.0
830d8afffffffff,2.0,0.0,0.0
830d8bfffffffff,9.0,0.0,0.0
830d8dfffffffff,2.0,0.0,0.0
830d98fffffffff,19.0,0.0,0.0
830dabfffffffff,10.0,0.0,0.0
830e49fffffffff,12.0,0.0,0.0
830e4dfffffffff,8.0,0.0,0.0
830f0bfffffffff,2.0,0.0,0.0
830f20fffffffff,1.0,1.0,0.0
830f21fffffffff,1.0,0.0,0.0
830f23fffffffff,2.0,0.0,0.0
830f24fffffffff,10.0,3.0,0.0
830f25fffffffff,1.0,1.0,0.0
830f26fffffffff,9.0,0.0,0.0
830f28fffffffff,2.0,0.0,0.0
830f29fffffffff,2.0,0.0,0.0
830f2efffffffff,3.0,0.0,0.0
830f30fffffffff,1.0,0.0,0.0
830f31fffffffff,2.0,0.0,0.0
830f32fffffffff,2.0,0.0,0.0
830f34fffffffff,1.0,0.0,0.0
830f35fffffffff,9.0,0.0,0.0
830f36fffffffff,6.0,0.0,0.0
830f48fffffffff,2.0,0.0,0.0
830f49fffffffff,2.0,0.0,0.0
830f50fffffffff,1.0,0.0,0.0
830f51fffffffff,6.0,0.0,0.0
830f54fffffffff,1.0,0.0,0.0
830f55fffffffff,3.0,0.0,0.0
830f64fffffffff,1.0,0.0,0.0
830f66fffffffff,7.0,1.0,0.0
830f68fffffffff,8.0,0.0,0.0
830fb1fffffffff,2.0,0.0,0.0
830fb4fffffffff,4.0,0.0,0.0
830fb5fffffffff,2.0,0.0,0.0
831290fffffffff,2.0,0.0,0.0
831291fffffffff,5.0,0.0,0.0
831292fffffffff,15.0,0.0,0.0
831293fffffffff,7.0,0.0,0.0
831295fffffffff,15.0,0.0,0.0
831296fffffffff,10.0,0.0,0.0
831298fffffffff,2.0,0.0,0.0
83129afffffffff,39.0,0.0,0.0
83129bfffffffff,13.0,0.0,0.0
83129cfffffffff,3.0,0.0,0.0
83129efffffffff,26.0,0.0,0.0
8312b3fffffffff,4.0,0.0,0.0
831392fffffffff,12.0,0.0,0.0
831393fffffffff,24.0,0.0,0.0
831396fffffffff,11.0,0.0,0.0
831448fffffffff,2.0,0.0,0.0
831449fffffffff,2.0,0.0,0.0
831451fffffffff,4.0,0.0,0.0
831452fffffffff,2.0,0.0,0.0
831458fffffffff,5.0,0.0,0.0
83145bfffffffff,4.0,0.0,0.0
83145efffffffff,4.0,0.0,0.0
8314c9fffffffff,2.0,0.0,0.0
8314cdfffffffff,8.0,0.0,0.0
831601fffffffff,11.0,0.0,0.0
831609fffffffff,3.0,0.0,0.0
83160afffffffff,13.0,0.0,0.0
83160bfffffffff,6.0,0.0,0.0
83160cfffffffff,57.0,0.0,0.0
83160efffffffff,34.0,0.0,0.0
831610fffffffff,8.0,0.0,0.0
831611fffffffff,15.0,0.0,0.0
831612fffffffff,8.0,0.0,0.0
831615fffffffff,50.0,0.0,0.0
831616fffffffff,18.0,0.0,0.0
83161cfffffffff,6.0,0.0,0.0
83161dfffffffff,7.0,0.0,0.0
831621fffffffff,18.0,0.0,0.0
831625fffffffff,4.0,0.0,0.0
83162efffffffff,8.0,0.0,0.0
831642fffffffff,10.0,0.0,0.0
831643fffffffff,15.0,0.0,0.0
83164afffffffff,4.0,0.0,0.0
83164bfffffffff,42.0,0.0,0.0
83164dfffffffff,13.0,0.0,1.0
83164efffffffff,4.0,0.0,0.0
831650fffffffff,46.0,0.0,0.0
831652fffffffff,2.0,0.0,0.0
831653fffffffff,151.0,0.0,0.0
831656fffffffff,1.0,0.0,0.0
831658fffffffff,177.0,0.0,0.0
831659fffffffff,112.0,0.0,0.0
83165efffffffff,207.0,0.0,0.0
83169dfffffffff,1.0,0.0,0.0
8316a2fffffffff,6.0,0.0,0.0
8316a3fffffffff,17.0,0.0,0.0
8316b4fffffffff,13.0,0.0,0.0
8316b5fffffffff,12.0,0.0,0.0
8316c8fffffffff,1.0,0.0,0.0
831711fffffffff,7.0,0.0,0.0
831716fffffffff,2.0,0.0,0.0
83171cfffffffff,4.0,0.0,0.0
831741fffffffff,34.0,0.0,0.0
831743fffffffff,23.0,0.0,0.0
831750fffffffff,35.0,0.0,16.0
831752fffffffff,37.0,0.0,2.0
831756fffffffff,19.0,0.0,0.0
83175cfffffffff,28.0,0.0,4.0
831769fffffffff,28.0,0.0,0.0
83176afffffffff,23.0,0.0,0.0
83176bfffffffff,58.0,0.0,0.0
831788fffffffff,6.0,0.0,0.0
83178bfffffffff,2.0,0.0,2.0
831801fffffffff,122.0,3.0,0.0
831804fffffffff,3.0,0.0,0.0
831805fffffffff,428.0,112.0,0.0
83180cfffffffff,61.0,1.0,0.0
831820fffffffff,10.0,2.0,0.0
831823fffffffff,24.0,4.0,0.0
831824fffffffff,9.0,0.0,0.0
831825fffffffff,52.0,10.0,0.0
831828fffffffff,68.0,0.0,0.0
831829fffffffff,94.0,0.0,0.0
83182afffffffff,26.0,0.0,0.0
83182cfffffffff,167.0,0.0,0.0
83182dfffffffff,25.0,0.0,0.0
83182efffffffff,4.0,0.0,0.0
831841fffffffff,2.0,0.0,0.0
831842fffffffff,2.0,0.0,0.0
831843fffffffff,2.0,0.0,0.0
831846fffffffff,31.0,0.0,0.0
831851fffffffff,1.0,0.0,0.0
831855fffffffff,24.0,0.0,0.0
831860fffffffff,2.0,0.0,0.0
831862fffffffff,81.0,16.0,0.0
831864fffffffff,7.0,0.0,0.0
831865fffffffff,2.0,0.0,0.0
831866fffffffff,40.0,0.0,0.0
83186afffffffff,1.0,0.0,0.0
831870fffffffff,245.0,14.0,0.0
831871fffffffff,19.0,2.0,0.0
831872fffffffff,23.0,4.0,0.0
831873fffffffff,34.0,0.0,0.0
831874fffffffff,74.0,7.0,0.0
831875fffffffff,8.0,0.0,0.0
831876fffffffff,275.0,47.0,0.0
8318a8fffffffff,2.0,0.0,0.0
831901fffffffff,53.0,0.0,0.0
831905fffffffff,15.0,0.0,0.0
831908fffffffff,125.0,0.0,0.0
831909fffffffff,2.0,0.0,0.0
83190afffffffff,1.0,0.0,0.0
83190bfffffffff,37.0,6.0,0.0
83190cfffffffff,135.0,8.0,0.0
83190efffffffff,116.0,8.0,0.0
83191dfffffffff,25.0,0.0,0.0
831922fffffffff,21.0,2.0,0.0
831924fffffffff,1.0,0.0,0.0
831926fffffffff,274.0,2.0,0.0
831928fffffffff,305.0,24.0,0.0
831929fffffffff,84.0,2.0,0.0
83192afffffffff,76.0,11.0,0.0
83192bfffffffff,154.0,10.0,0.0
83192cfffffffff,124.0,2.0,0.0
83192dfffffffff,9.0,0.0,0.0
831930fffffffff,1.0,0.0,0.0
831940fffffffff,206.0,28.0,0.0
831941fffffffff,328.0,38.0,0.0
831944fffffffff,2.0,0.0,0.0
831946fffffffff,553.0,22.0,0.0
831948fffffffff,1451.0,2.0,0.0
83194afffffffff,111.0,1.0,0.0
83194bfffffffff,20.0,0.0,0.0
83194cfffffffff,54.0,0.0,0.0
83194dfffffffff,10.0,2.0,0.0
831950fffffffff,287.0,2.0,0.0
831951fffffffff,68.0,0.0,0.0
831952fffffffff,1.0,0.0,0.0
831953fffffffff,114.0,6.0,0.0
831956fffffffff,246.0,111.0,0.0
831958fffffffff,5.0,0.0,0.0
831959fffffffff,75.0,0.0,0.0
83195afffffffff,94.0,2.0,0.0
83195bfffffffff,142.0,10.0,0.0
83195efffffffff,3.0,0.0,0.0
831968fffffffff,7.0,0.0,0.0
83196bfffffffff,4.0,0.0,0.0
83196efffffffff,6.0,0.0,0.0
831971fffffffff,2.0,0.0,0.0
831972fffffffff,367.0,0.0,0.0
831973fffffffff,265.0,14.0,0.0
831974fffffffff,1.0,0.0,0.0
831976fffffffff,109.0,1.0,0.0
831a75fffffffff,2.0,0.0,0.0
831a91fffffffff,1.0,0.0,0.0
831aa0fffffffff,19.0,0.0,0.0
831aa2fffffffff,19.0,0.0,0.0
831aa3fffffffff,179.0,0.0,0.0
831aa4fffffffff,9.0,0.0,0.0
831ab0fffffffff,18.0,0.0,0.0
831ab2fffffffff,1.0,0.0,0.0
831ab4fffffffff,1.0,0.0,0.0
831ab6fffffffff,8.0,0.0,0.0
831b06fffffffff,1.0,0.0,0.0
831b15fffffffff,1.0,0.0,0.0
831b1efffffffff,2.0,0.0,0.0
831b21fffffffff,2.0,0.0,0.0
831b23fffffffff,2.0,0.0,0.0
831b26fffffffff,2.0,0.0,0.0
831b2cfffffffff,1.0,0.0,0.0
831b32fffffffff,3.0,1.0,0.0
831b35fffffffff,2.0,0.0,0.0
831b80fffffffff,3.0,0.0,0.0
831b82fffffffff,46.0,0.0,0.0
831b83fffffffff,13.0,0.0,0.0
831b84fffffffff,3.0,0.0,0.0
831b8efffffffff,7.0,0.0,0.0
831b91fffffffff,2.0,0.0,0.0
831b92fffffffff,2.0,0.0,0.0
831b9efffffffff,2.0,0.0,0.0
831ba5fffffffff,3.0,0.0,0.0
831ba8fffffffff,2.0,0.0,0.0
831d20fffffffff,9.0,0.0,0.0
831d21fffffffff,1.0,0.0,0.0
831d24fffffffff,1.0,0.0,0.0
831d25fffffffff,2.0,0.0,0.0
831d26fffffffff,16.0,0.0,0.0
831d2cfffffffff,1.0,0.0,0.0
831d2dfffffffff,3.0,0.0,0.0
831d32fffffffff,2.0,0.0,0.0
831d34fffffffff,7.0,0.0,0.0
831d60fffffffff,3.0,0.0,0.0
831d61fffffffff,5.0,0.0,0.0
831d64fffffffff,10.0,0.0,0.0
831d65fffffffff,5.0,0.0,0.0
831d66fffffffff,8.0,0.0,0.0
831d6cfffffffff,2.0,0.0,0.0
831d80fffffffff,1.0,0.0,0.0
831d94fffffffff,1.0,0.0,0.0
831db2fffffffff,5.0,0.0,0.0
831db4fffffffff,11.0,0.0,0.0
831db6fffffffff,3.0,0.0,0.0
831f21fffffffff,6.0,0.0,0.0
831f23fffffffff,1.0,1.0,0.0
831f24fffffffff,23.0,9.0,0.0
831f25fffffffff,3.0,0.0,0.0
831f2efffffffff,10.0,0.0,0.0
831f33fffffffff,29.0,0.0,0.0
831f35fffffffff,3.0,1.0,0.0
83222afffffffff,1.0,0.0,0.0
832242fffffffff,1.0,0.0,0.0
83225afffffffff,119.0,0.0,0.0
83225bfffffffff,117.0,0.0,0.0
8322c0fffffffff,14.0,0.0,0.0
8322c2fffffffff,6.0,0.0,0.0
8322c3fffffffff,4.0,0.0,2.0
8322c4fffffffff,2.0,0.0,0.0
8322c6fffffffff,4.0,0.0,0.0
8322d0fffffffff,106.0,0.0,0.0
8322d1fffffffff,13.0,0.0,1.0
8322d2fffffffff,4.0,0.0,0.0
8322d3fffffffff,3.0,0.0,0.0
8322d5fffffffff,2.0,0.0,0.0
8322d8fffffffff,4.0,0.0,0.0
8322d9fffffffff,2.0,0.0,2.0
8322dafffffffff,2.0,0.0,1.0
8322dbfffffffff,1658.0,0.0,215.0
8322dcfffffffff,7.0,0.0,0.0
8322ddfffffffff,3.0,0.0,0.0
8322defffffffff,6.0,0.0,3.0
8322e0fffffffff,1.0,0.0,0.0
8322e8fffffffff,28.0,0.0,0.0
8322e9fffffffff,181.0,0.0,0.0
8322eafffffffff,20.0,0.0,0.0
8322edfffffffff,28.0,0.0,0.0
8322eefffffffff,77.0,0.0,0.0
832800fffffffff,330.0,0.0,0.0
832801fffffffff,2.0,0.0,0.0
832802fffffffff,103.0,0.0,0.0
832803fffffffff,301.0,0.0,0.0
832804fffffffff,483.0,0.0,0.0
832806fffffffff,316.0,0.0,0.0
83280afffffffff,7.0,0.0,0.0
83280efffffffff,6.0,0.0,0.0
832818fffffffff,2.0,0.0,0.0
832819fffffffff,512.0,0.0,0.0
83281bfffffffff,84.0,0.0,0.0
83281cfffffffff,29.0,0.0,0.0
83281dfffffffff,237.0,0.0,0.0
832822fffffffff,150.0,0.0,0.0
832830fffffffff,278.0,0.0,0.0
832831fffffffff,1856.0,0.0,381.0
832834fffffffff,11854.0,0.0,10.0
832835fffffffff,7702.0,0.0,22.0
8328c0fffffffff,1256.0,0.0,4.0
8328c2fffffffff,67.0,0.0,0.0
8328c3fffffffff,166.0,0.0,0.0
8328c4fffffffff,342.0,0.0,7.0
8328c6fffffffff,3266.0,0.0,22.0
8328c9fffffffff,5.0,0.0,0.0
8328cafffffffff,27.0,0.0,0.0
8328cbfffffffff,59.0,0.0,0.0
8328ccfffffffff,2.0,0.0,0.0
8328cefffffffff,217.0,0.0,0.0
8328d1fffffffff,48.0,0.0,0.0
8328dcfffffffff,195.0,0.0,0.0
8328ddfffffffff,132.0,0.0,0.0
8328e0fffffffff,2.0,0.0,0.0
8328e2fffffffff,543.0,0.0,0.0
8328e4fffffffff,9.0,0.0,0.0
8328e6fffffffff,1875.0,0.0,0.0
8328f1fffffffff,141.0,0.0,0.0
8328f5fffffffff,936.0,0.0,0.0
832910fffffffff,33.0,0.0,0.0
832912fffffffff,1003.0,0.0,0.0
832913fffffffff,233.0,0.0,0.0
832916fffffffff,112.0,0.0,0.0
832918fffffffff,32.0,0.0,0.0
83291afffffffff,586.0,0.0,0.0
83291bfffffffff,598.0,0.0,5.0
83291dfffffffff,2.0,0.0,0.0
83291efffffffff,200.0,0.0,0.0
832931fffffffff,1.0,0.0,0.0
832933fffffffff,4.0,0.0,0.0
8329a0fffffffff,2.0,0.0,0.0
8329a1fffffffff,8.0,0.0,0.0
8329a4fffffffff,1799.0,0.0,0.0
8329a5fffffffff,671.0,0.0,0.0
8329adfffffffff,128.0,0.0,0.0
832a00fffffffff,2.0,0.0,0.0
832a03fffffffff,1.0,0.0,0.0
832a04fffffffff,37.0,0.0,0.0
832a05fffffffff,52.0,0.0,0.0
832a06fffffffff,3.0,0.0,0.0
832a24fffffffff,9.0,0.0,0.0
832a26fffffffff,6.0,0.0,0.0
832a30fffffffff,383.0,0.0,0.0
832a31fffffffff,241.0,0.0,0.0
832a34fffffffff,212.0,0.0,0.0
832a35fffffffff,16.0,0.0,0.0
832ac6fffffffff,22.0,10.0,0.0
832af1fffffffff,107.0,35.0,0.0
832b0afffffffff,53.0,0.0,0.0
832b0cfffffffff,52.0,0.0,0.0
832b0efffffffff,4.0,0.0,0.0
832b18fffffffff,368.0,0.0,0.0
832b19fffffffff,126.0,0.0,0.0
832b1bfffffffff,124.0,0.0,0.0
832b1cfffffffff,5.0,0.0,0.0
832b1dfffffffff,144.0,0.0,0.0
832b20fffffffff,1.0,0.0,0.0
832b21fffffffff,26.0,0.0,0.0
832b23fffffffff,3.0,0.0,0.0
832b25fffffffff,21.0,0.0,0.0
832b29fffffffff,5.0,0.0,0.0
832b2cfffffffff,2.0,0.0,0.0
832b2efffffffff,13.0,0.0,0.0
832b30fffffffff,1.0,0.0,0.0
832b34fffffffff,6.0,0.0,0.0
832b35fffffffff,2.0,0.0,0.0
832b36fffffffff,9.0,0.0,0.0
832e01fffffffff,5.0,0.0,0.0
832e13fffffffff,2.0,0.0,1.0
832e18fffffffff,2.0,0.0,0.0
832e19fffffffff,1.0,0.0,0.0
832e1dfffffffff,10.0,0.0,0.0
832e2afffffffff,1.0,0.0,0.0
832e2dfffffffff,2.0,0.0,2.0
832e2efffffffff,5.0,0.0,0.0
832e80fffffffff,2.0,0.0,0.0
832e81fffffffff,13.0,0.0,0.0
832e86fffffffff,7.0,0.0,0.0
832e88fffffffff,2.0,0.0,0.0
832e8cfffffffff,14.0,0.0,9.0
832e8dfffffffff,2.0,0.0,0.0
832e98fffffffff,3.0,0.0,0.0
832e9dfffffffff,3.0,0.0,0.0
832ea1fffffffff,5.0,0.0,5.0
832ea3fffffffff,8.0,0.0,8.0
832eacfffffffff,11.0,0.0,3.0
832eb0fffffffff,1.0,0.0,0.0
832eb6fffffffff,1.0,0.0,0.0
832f58fffffffff,2.0,0.0,2.0
832f5afffffffff,4.0,0.0,0.0
832f5dfffffffff,6.0,0.0,6.0
83316cfffffffff,2.0,0.0,0.0
8332d9fffffffff,1.0,0.0,0.0
83364dfffffffff,2.0,0.0,0.0
833924fffffffff,18.0,0.0,0.0
833925fffffffff,18.0,0.0,0.0
834840fffffffff,6.0,0.0,0.0
834842fffffffff,7.0,0.0,0.0
834843fffffffff,7.0,0.0,0.0
834844fffffffff,4.0,0.0,0.0
834846fffffffff,2.0,0.0,0.0
834848fffffffff,6.0,0.0,0.0
83484afffffffff,199.0,0.0,0.0
83484bfffffffff,29.0,0.0,0.0
83484dfffffffff,2.0,0.0,0.0
83485dfffffffff,4.0,0.0,0.0
83486afffffffff,2.0,0.0,0.0
