cell_id,Corvus macrorhynchos,Corvus macrorhynchos [macrorhynchos Group],Corvus macrorhynchos culminatus,Corvus macrorhynchos levaillantii
833da3fffffffff,198.0,0.0,191.0,0.0
833dacfffffffff,1.0,0.0,1.0,0.0
833dadfffffffff,832.0,380.0,452.0,0.0
833db1fffffffff,14.0,0.0,14.0,0.0
833db2fffffffff,12.0,0.0,12.0,0.0
833db3fffffffff,3.0,0.0,2.0,0.0
833db5fffffffff,2.0,0.0,2.0,0.0
833db6fffffffff,16.0,0.0,13.0,0.0
834049fffffffff,2.0,0.0,0.0,0.0
83404cfffffffff,3.0,0.0,0.0,3.0
83404dfffffffff,7.0,0.0,4.0,3.0
834088fffffffff,1.0,1.0,0.0,0.0
834089fffffffff,1.0,1.0,0.0,0.0
83408dfffffffff,1.0,1.0,0.0,0.0
8340defffffffff,2.0,2.0,0.0,0.0
834103fffffffff,2.0,0.0,0.0,0.0
834142fffffffff,3.0,3.0,0.0,0.0
83414dfffffffff,5.0,0.0,0.0,0.0
834165fffffffff,3.0,0.0,0.0,0.0
8341a4fffffffff,71.0,22.0,0.0,0.0
8341a5fffffffff,14.0,2.0,0.0,0.0
8341b4fffffffff,11.0,2.0,0.0,0.0
8342c0fffffffff,5.0,0.0,0.0,0.0
8342c1fffffffff,21.0,0.0,9.0,0.0
8342c4fffffffff,5.0,0.0,5.0,0.0
8342ccfffffffff,8.0,0.0,0.0,0.0
8342cdfffffffff,1.0,0.0,0.0,0.0
8342cefffffffff,33.0,0.0,0.0,0.0
8342d1fffffffff,2.0,0.0,0.0,0.0
8342d9fffffffff,6.0,0.0,4.0,0.0
8342dbfffffffff,4.0,0.0,1.0,0.0
8342dcfffffffff,2.0,0.0,0.0,0.0
8342eafffffffff,1.0,0.0,0.0,0.0
8342ebfffffffff,22.0,0.0,20.0,0.0
834b75fffffffff,1.0,1.0,0.0,0.0
834ba0fffffffff,33.0,0.0,0.0,0.0
834ba2fffffffff,53.0,3.0,0.0,0.0
834ba3fffffffff,21.0,0.0,0.0,0.0
836002fffffffff,6.0,0.0,2.0,0.0
836004fffffffff,16.0,0.0,6.0,0.0
836006fffffffff,32.0,0.0,0.0,0.0
836010fffffffff,13.0,0.0,13.0,0.0
836011fffffffff,100.0,0.0,91.0,0.0
836012fffffffff,14.0,0.0,14.0,0.0
836014fffffffff,320.0,0.0,319.0,0.0
836015fffffffff,508.0,0.0,498.0,0.0
836016fffffffff,224.0,0.0,218.0,0.0
83601efffffffff,148.0,0.0,146.0,0.0
836022fffffffff,76.0,0.0,10.0,0.0
836026fffffffff,33.0,0.0,8.0,0.0
836031fffffffff,96.0,2.0,12.0,0.0
836032fffffffff,5.0,0.0,3.0,0.0
836033fffffffff,18.0,0.0,14.0,0.0
836035fffffffff,61.0,0.0,8.0,0.0
836080fffffffff,49.0,0.0,49.0,0.0
836081fffffffff,28.0,0.0,28.0,0.0
836083fffffffff,2.0,0.0,2.0,0.0
836084fffffffff,6.0,0.0,6.0,0.0
836085fffffffff,4.0,0.0,4.0,0.0
836088fffffffff,1847.0,0.0,1795.0,0.0
836089fffffffff,6.0,0.0,6.0,0.0
83608afffffffff,36.0,0.0,35.0,0.0
83608bfffffffff,459.0,0.0,457.0,0.0
83608cfffffffff,34.0,0.0,32.0,0.0
83608dfffffffff,62.0,0.0,62.0,0.0
83608efffffffff,217.0,0.0,217.0,0.0
836090fffffffff,2.0,0.0,2.0,0.0
836092fffffffff,6.0,0.0,6.0,0.0
836093fffffffff,24.0,0.0,23.0,0.0
836094fffffffff,16.0,0.0,16.0,0.0
836096fffffffff,9.0,0.0,9.0,0.0
836098fffffffff,2.0,0.0,2.0,0.0
83609afffffffff,4.0,0.0,4.0,0.0
83609bfffffffff,12.0,0.0,12.0,0.0
83609dfffffffff,5.0,0.0,5.0,0.0
83609efffffffff,9.0,0.0,9.0,0.0
8360a1fffffffff,2.0,0.0,2.0,0.0
8360a2fffffffff,2.0,0.0,1.0,0.0
8360a5fffffffff,4.0,0.0,0.0,0.0
8360a6fffffffff,6.0,0.0,6.0,0.0
8360a8fffffffff,20.0,0.0,20.0,0.0
8360a9fffffffff,219.0,1.0,124.0,0.0
8360aafffffffff,4.0,0.0,0.0,0.0
8360abfffffffff,16.0,0.0,16.0,0.0
8360acfffffffff,2.0,0.0,2.0,0.0
8360adfffffffff,39.0,0.0,39.0,0.0
8360b1fffffffff,2.0,0.0,2.0,0.0
8360b4fffffffff,4.0,0.0,4.0,0.0
8360b5fffffffff,5.0,0.0,0.0,0.0
8360f6fffffffff,11.0,0.0,11.0,0.0
836100fffffffff,2.0,0.0,0.0,0.0
836102fffffffff,1.0,0.0,1.0,0.0
836188fffffffff,44.0,0.0,44.0,0.0
836189fffffffff,66.0,0.0,66.0,0.0
83618afffffffff,3.0,0.0,3.0,0.0
83618bfffffffff,42.0,0.0,7.0,0.0
83618efffffffff,22.0,0.0,22.0,0.0
836198fffffffff,2.0,0.0,2.0,0.0
83619afffffffff,7.0,0.0,2.0,0.0
83619bfffffffff,2.0,0.0,2.0,0.0
83619efffffffff,3.0,0.0,3.0,0.0
83640afffffffff,8.0,0.0,0.0,8.0
83640bfffffffff,3.0,0.0,3.0,0.0
8364a4fffffffff,5.0,0.0,0.0,0.0
8364b6fffffffff,2.0,0.0,0.0,0.0
8364e4fffffffff,72.0,0.0,8.0,62.0
8364e6fffffffff,2.0,0.0,0.0,2.0
836500fffffffff,178.0,37.0,0.0,0.0
836501fffffffff,15.0,0.0,0.0,0.0
836502fffffffff,55.0,8.0,0.0,0.0
836503fffffffff,68.0,3.0,0.0,0.0
836504fffffffff,1.0,0.0,0.0,0.0
836505fffffffff,36.0,6.0,0.0,0.0
83650efffffffff,8.0,0.0,0.0,0.0
836518fffffffff,150.0,8.0,0.0,0.0
836519fffffffff,17.0,0.0,0.0,0.0
83651cfffffffff,47.0,9.0,0.0,0.0
83651dfffffffff,123.0,2.0,0.0,0.0
836520fffffffff,17.0,10.0,0.0,0.0
836522fffffffff,14.0,0.0,0.0,0.0
836523fffffffff,15.0,0.0,0.0,0.0
836526fffffffff,23.0,6.0,0.0,0.0
836531fffffffff,4.0,0.0,0.0,0.0
83658bfffffffff,4.0,0.0,0.0,4.0
836590fffffffff,1.0,0.0,0.0,1.0
836599fffffffff,2.0,1.0,0.0,1.0
83955afffffffff,3.0,0.0,0.0,0.0
8395a9fffffffff,1.0,0.0,0.0,0.0
