cell_id,Oriolus chinensis,Oriolus chinensis diffusus,Oriolus chinensis [maculatus Group],Oriolus chinensis [chinensis Group],Oriolus chinensis melanisticus,Oriolus chinensis [frontalis Group],Oriolus chinensis broderipi/boneratensis
836531fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836573fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
836584fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
83658efffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
836591fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83659cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8365b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836870fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
836943fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83694efffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
838c13fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838db0fffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0
83950afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
839572fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,12.0
