cell_id,Nesotriccus murinus,Nesotriccus murinus incomtus/eremonomus,Nesotriccus murinus murinus/wagae
8466097ffffffff,2.0,2.0,0.0
84660a5ffffffff,9.0,9.0,0.0
84660a7ffffffff,2.0,2.0,0.0
84660b3ffffffff,8.0,8.0,0.0
84660b7ffffffff,2.0,2.0,0.0
84660bdffffffff,6.0,6.0,0.0
84660c7ffffffff,1.0,1.0,0.0
84660cbffffffff,38.0,38.0,0.0
84660ebffffffff,10.0,10.0,0.0
8466167ffffffff,3.0,3.0,0.0
8466181ffffffff,7.0,7.0,0.0
8466183ffffffff,46.0,46.0,0.0
8466189ffffffff,1.0,1.0,0.0
846618bffffffff,45.0,45.0,0.0
8466191ffffffff,7.0,7.0,0.0
8466193ffffffff,78.0,78.0,0.0
8466195ffffffff,16.0,16.0,0.0
846619bffffffff,30.0,30.0,0.0
846619dffffffff,41.0,41.0,0.0
84661b1ffffffff,8.0,8.0,0.0
84661b3ffffffff,98.0,98.0,0.0
84661b9ffffffff,108.0,108.0,0.0
84661bbffffffff,83.0,83.0,0.0
84661d1ffffffff,4.0,4.0,0.0
84661d7ffffffff,5.0,5.0,0.0
8466201ffffffff,8.0,8.0,0.0
8466203ffffffff,10.0,10.0,0.0
8466205ffffffff,24.0,24.0,0.0
8466207ffffffff,8.0,8.0,0.0
846620bffffffff,121.0,121.0,0.0
8466211ffffffff,2.0,2.0,0.0
8466213ffffffff,6.0,6.0,0.0
8466217ffffffff,20.0,20.0,0.0
8466219ffffffff,12.0,12.0,0.0
846621bffffffff,3.0,3.0,0.0
846621dffffffff,4.0,4.0,0.0
8466221ffffffff,8.0,8.0,0.0
8466225ffffffff,98.0,98.0,0.0
8466227ffffffff,8.0,8.0,0.0
846622bffffffff,66.0,66.0,0.0
846623bffffffff,23.0,23.0,0.0
8466257ffffffff,2.0,2.0,0.0
846629bffffffff,3.0,3.0,0.0
84662b5ffffffff,9.0,9.0,0.0
84662b7ffffffff,4.0,4.0,0.0
84662bbffffffff,1.0,1.0,0.0
84662c9ffffffff,27.0,27.0,0.0
84662cdffffffff,21.0,21.0,0.0
84662d3ffffffff,7.0,7.0,0.0
84662e1ffffffff,2.0,2.0,0.0
8466311ffffffff,3.0,3.0,0.0
8466313ffffffff,62.0,62.0,0.0
8466317ffffffff,2.0,2.0,0.0
846631bffffffff,11.0,11.0,0.0
846640dffffffff,1.0,1.0,0.0
8466411ffffffff,4.0,4.0,0.0
8466415ffffffff,2.0,2.0,0.0
846641dffffffff,22.0,22.0,0.0
8466441ffffffff,4.0,4.0,0.0
846644bffffffff,1.0,1.0,0.0
8466455ffffffff,2.0,2.0,0.0
846645dffffffff,6.0,6.0,0.0
8466481ffffffff,1.0,1.0,0.0
8466485ffffffff,4.0,4.0,0.0
84664e9ffffffff,2.0,2.0,0.0
84664ebffffffff,2.0,2.0,0.0
8466509ffffffff,2.0,2.0,0.0
8466521ffffffff,1.0,1.0,0.0
8466525ffffffff,2.0,2.0,0.0
8466529ffffffff,42.0,42.0,0.0
846652dffffffff,58.0,58.0,0.0
8466537ffffffff,2.0,2.0,0.0
8466545ffffffff,67.0,67.0,0.0
8466547ffffffff,2.0,2.0,0.0
8466549ffffffff,7.0,7.0,0.0
846654bffffffff,37.0,37.0,0.0
8466563ffffffff,1.0,1.0,0.0
8466565ffffffff,32.0,32.0,0.0
8466567ffffffff,5.0,5.0,0.0
8466569ffffffff,7.0,7.0,0.0
846656bffffffff,3.0,3.0,0.0
846656dffffffff,17.0,17.0,0.0
84665e9ffffffff,1.0,1.0,0.0
846661dffffffff,4.0,4.0,0.0
8466631ffffffff,7.0,7.0,0.0
8466637ffffffff,14.0,14.0,0.0
8466639ffffffff,9.0,9.0,0.0
846663dffffffff,7.0,7.0,0.0
8466641ffffffff,4.0,4.0,0.0
8466645ffffffff,1.0,1.0,0.0
8466647ffffffff,1.0,1.0,0.0
8466709ffffffff,1.0,1.0,0.0
846670bffffffff,1.0,1.0,0.0
846670dffffffff,4.0,4.0,0.0
8466715ffffffff,3.0,3.0,0.0
8466723ffffffff,16.0,16.0,0.0
8466725ffffffff,2.0,2.0,0.0
8466727ffffffff,35.0,35.0,0.0
8466733ffffffff,2.0,2.0,0.0
8466735ffffffff,7.0,7.0,0.0
8466737ffffffff,29.0,29.0,0.0
846674bffffffff,3.0,3.0,0.0
8466759ffffffff,1.0,1.0,0.0
846675dffffffff,26.0,26.0,0.0
8466763ffffffff,3.0,3.0,0.0
8466a03ffffffff,41.0,41.0,0.0
8466a0bffffffff,22.0,22.0,0.0
8466a15ffffffff,76.0,76.0,0.0
8466a17ffffffff,3.0,3.0,0.0
8466a1dffffffff,436.0,436.0,0.0
8466a21ffffffff,3.0,3.0,0.0
8466a23ffffffff,4.0,4.0,0.0
8466a25ffffffff,12.0,12.0,0.0
8466a31ffffffff,3.0,3.0,0.0
8466a33ffffffff,4.0,4.0,0.0
8466a35ffffffff,1.0,1.0,0.0
8466a37ffffffff,2.0,2.0,0.0
8466a39ffffffff,73.0,73.0,0.0
8466a51ffffffff,14.0,14.0,0.0
8466a57ffffffff,77.0,77.0,0.0
8466a5bffffffff,11.0,11.0,0.0
8466aedffffffff,4.0,4.0,0.0
8466b19ffffffff,5.0,5.0,0.0
8466b1dffffffff,1.0,1.0,0.0
8466b53ffffffff,58.0,58.0,0.0
8466b57ffffffff,2.0,2.0,0.0
8466c01ffffffff,103.0,0.0,4.0
8466c03ffffffff,8.0,0.0,0.0
8466c05ffffffff,6.0,0.0,0.0
8466c0dffffffff,5.0,3.0,0.0
8466c15ffffffff,2.0,0.0,0.0
8466c17ffffffff,6.0,0.0,0.0
8466c19ffffffff,7.0,0.0,0.0
8466c1dffffffff,8.0,0.0,0.0
8466c21ffffffff,22.0,0.0,0.0
8466c23ffffffff,62.0,0.0,1.0
8466c27ffffffff,27.0,0.0,2.0
8466c2bffffffff,10.0,0.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c41ffffffff,14.0,14.0,0.0
8466c45ffffffff,6.0,6.0,0.0
8466c47ffffffff,38.0,38.0,0.0
8466c49ffffffff,77.0,77.0,0.0
8466c4dffffffff,7.0,7.0,0.0
8466c53ffffffff,3.0,0.0,0.0
8466c57ffffffff,23.0,0.0,0.0
8466c5bffffffff,4.0,0.0,4.0
8466c5dffffffff,43.0,43.0,0.0
8466c63ffffffff,78.0,78.0,0.0
8466c65ffffffff,56.0,56.0,0.0
8466c69ffffffff,3.0,3.0,0.0
8466c6bffffffff,13.0,13.0,0.0
8466c6dffffffff,22.0,22.0,0.0
8466cc5ffffffff,2.0,0.0,0.0
8466cdbffffffff,5.0,0.0,5.0
8466ce1ffffffff,12.0,0.0,0.0
8466ce9ffffffff,20.0,0.0,2.0
8466cedffffffff,2.0,0.0,0.0
8466d0bffffffff,1.0,1.0,0.0
8466d0dffffffff,2.0,2.0,0.0
8466d19ffffffff,10.0,10.0,0.0
8466d51ffffffff,7.0,7.0,0.0
8466d57ffffffff,4.0,4.0,0.0
8466d59ffffffff,5.0,5.0,0.0
8466d5bffffffff,2.0,2.0,0.0
8466da7ffffffff,18.0,0.0,0.0
8466dc3ffffffff,9.0,0.0,0.0
8466dc7ffffffff,5.0,0.0,0.0
8466dc9ffffffff,13.0,0.0,0.0
8466dcdffffffff,1.0,0.0,0.0
8466dd3ffffffff,3.0,0.0,0.0
8466ddbffffffff,1.0,0.0,0.0
8466de3ffffffff,18.0,0.0,0.0
8466de7ffffffff,11.0,0.0,0.0
8466debffffffff,5.0,0.0,0.0
8466e01ffffffff,3.0,3.0,0.0
8466e03ffffffff,3.0,3.0,0.0
8466e05ffffffff,10.0,10.0,0.0
8466e0bffffffff,25.0,25.0,0.0
8466e0dffffffff,260.0,260.0,0.0
8466e11ffffffff,17.0,17.0,0.0
8466e13ffffffff,1.0,1.0,0.0
8466e15ffffffff,15.0,15.0,0.0
8466e17ffffffff,5.0,5.0,0.0
8466e1dffffffff,14.0,14.0,0.0
8466e21ffffffff,1.0,1.0,0.0
8466e23ffffffff,62.0,62.0,0.0
8466e27ffffffff,20.0,20.0,0.0
8466e29ffffffff,10.0,10.0,0.0
8466e2bffffffff,15.0,15.0,0.0
8466e35ffffffff,2.0,2.0,0.0
8466e3bffffffff,18.0,18.0,0.0
8466e3dffffffff,5.0,5.0,0.0
8466e41ffffffff,19.0,19.0,0.0
8466e45ffffffff,76.0,76.0,0.0
8466e47ffffffff,93.0,93.0,0.0
8466e49ffffffff,6.0,6.0,0.0
8466e51ffffffff,4.0,4.0,0.0
8466e53ffffffff,42.0,42.0,0.0
8466e55ffffffff,4.0,4.0,0.0
8466e57ffffffff,102.0,102.0,0.0
8466e59ffffffff,7.0,7.0,0.0
8466e5bffffffff,4.0,4.0,0.0
8466e61ffffffff,3.0,3.0,0.0
8466e63ffffffff,157.0,157.0,0.0
8466e65ffffffff,252.0,252.0,0.0
8466e67ffffffff,75.0,75.0,0.0
8466e69ffffffff,128.0,128.0,0.0
8466e6bffffffff,142.0,142.0,0.0
8466e6dffffffff,577.0,577.0,0.0
8466ec1ffffffff,9.0,9.0,0.0
8466ec5ffffffff,1.0,1.0,0.0
8466ec7ffffffff,54.0,54.0,0.0
8466ec9ffffffff,7.0,7.0,0.0
8466ecbffffffff,53.0,53.0,0.0
8466f03ffffffff,2.0,2.0,0.0
8466f0bffffffff,6.0,6.0,0.0
8466f11ffffffff,171.0,171.0,0.0
8466f15ffffffff,166.0,166.0,0.0
8466f17ffffffff,26.0,26.0,0.0
8466f19ffffffff,205.0,205.0,0.0
8466f1dffffffff,672.0,672.0,0.0
8466f35ffffffff,3.0,3.0,0.0
8466f51ffffffff,7.0,7.0,0.0
8466f53ffffffff,31.0,31.0,0.0
8466f57ffffffff,288.0,288.0,0.0
8466f59ffffffff,17.0,17.0,0.0
8466f5bffffffff,172.0,172.0,0.0
8467413ffffffff,218.0,218.0,0.0
8467417ffffffff,4.0,4.0,0.0
8467421ffffffff,8.0,8.0,0.0
8467425ffffffff,15.0,15.0,0.0
8467427ffffffff,10.0,10.0,0.0
8467429ffffffff,6.0,6.0,0.0
846742bffffffff,4.0,4.0,0.0
846742dffffffff,22.0,22.0,0.0
8467431ffffffff,2.0,2.0,0.0
8467433ffffffff,19.0,19.0,0.0
8467437ffffffff,15.0,15.0,0.0
846743bffffffff,19.0,19.0,0.0
846743dffffffff,60.0,60.0,0.0
84674a7ffffffff,30.0,30.0,0.0
84674a9ffffffff,1.0,1.0,0.0
84674c1ffffffff,19.0,19.0,0.0
84674c5ffffffff,378.0,378.0,0.0
84674c7ffffffff,1.0,1.0,0.0
84674c9ffffffff,8.0,8.0,0.0
84674cbffffffff,6.0,6.0,0.0
84674cdffffffff,25.0,25.0,0.0
84674d9ffffffff,1.0,1.0,0.0
84674e1ffffffff,83.0,83.0,0.0
84674e5ffffffff,9.0,9.0,0.0
84674e9ffffffff,54.0,54.0,0.0
84674ebffffffff,14.0,14.0,0.0
84674edffffffff,107.0,107.0,0.0
8467519ffffffff,9.0,9.0,0.0
8467521ffffffff,2.0,2.0,0.0
8467523ffffffff,26.0,26.0,0.0
8467525ffffffff,2.0,2.0,0.0
8467531ffffffff,9.0,9.0,0.0
8467535ffffffff,57.0,57.0,0.0
8467537ffffffff,9.0,9.0,0.0
8467539ffffffff,28.0,28.0,0.0
846753dffffffff,1.0,1.0,0.0
8467553ffffffff,7.0,7.0,0.0
8467557ffffffff,3.0,3.0,0.0
8467589ffffffff,3.0,3.0,0.0
8467599ffffffff,34.0,34.0,0.0
84675a9ffffffff,11.0,11.0,0.0
84675abffffffff,23.0,23.0,0.0
84675b1ffffffff,1.0,1.0,0.0
84675b7ffffffff,1.0,1.0,0.0
84675c1ffffffff,10.0,10.0,0.0
84675c5ffffffff,79.0,79.0,0.0
84675c7ffffffff,27.0,27.0,0.0
84675cbffffffff,41.0,41.0,0.0
84675d9ffffffff,1.0,1.0,0.0
84675ddffffffff,4.0,4.0,0.0
84675e1ffffffff,2.0,2.0,0.0
84675e3ffffffff,3.0,3.0,0.0
84675ebffffffff,11.0,11.0,0.0
8480007ffffffff,4.0,0.0,4.0
8480047ffffffff,2.0,0.0,2.0
8480053ffffffff,5.0,0.0,5.0
8480055ffffffff,2.0,0.0,2.0
8480061ffffffff,5.0,0.0,5.0
8480089ffffffff,1.0,0.0,1.0
84800c5ffffffff,1.0,0.0,1.0
84800cbffffffff,5.0,0.0,5.0
8480101ffffffff,2.0,0.0,2.0
8480105ffffffff,4.0,0.0,4.0
8480107ffffffff,6.0,0.0,6.0
8480109ffffffff,65.0,0.0,65.0
848011bffffffff,4.0,0.0,4.0
8480139ffffffff,12.0,0.0,12.0
8480141ffffffff,28.0,0.0,28.0
848014bffffffff,2.0,0.0,2.0
8480165ffffffff,2.0,0.0,2.0
848016bffffffff,4.0,0.0,4.0
848016dffffffff,2.0,0.0,2.0
8480239ffffffff,2.0,0.0,2.0
848024dffffffff,5.0,0.0,5.0
8480265ffffffff,2.0,0.0,2.0
8480293ffffffff,2.0,0.0,2.0
8480301ffffffff,53.0,0.0,53.0
8480305ffffffff,2.0,0.0,2.0
8480309ffffffff,58.0,0.0,58.0
848030dffffffff,52.0,0.0,52.0
848032dffffffff,2.0,0.0,2.0
8480359ffffffff,10.0,0.0,10.0
8480363ffffffff,27.0,0.0,27.0
8480369ffffffff,4.0,0.0,4.0
848041dffffffff,2.0,0.0,2.0
8480445ffffffff,112.0,0.0,112.0
8480461ffffffff,1.0,0.0,1.0
8480465ffffffff,9.0,0.0,9.0
8480469ffffffff,39.0,0.0,39.0
848046bffffffff,2.0,0.0,2.0
848046dffffffff,2.0,0.0,2.0
8480541ffffffff,2.0,0.0,2.0
8480559ffffffff,8.0,0.0,8.0
8480625ffffffff,2.0,0.0,2.0
848062dffffffff,2.0,0.0,2.0
8480655ffffffff,2.0,0.0,2.0
8480665ffffffff,4.0,0.0,4.0
848066bffffffff,5.0,0.0,5.0
84806a7ffffffff,2.0,0.0,2.0
8480713ffffffff,8.0,0.0,8.0
8480717ffffffff,2.0,0.0,2.0
8480737ffffffff,15.0,0.0,15.0
8480747ffffffff,8.0,0.0,8.0
8481005ffffffff,92.0,0.0,92.0
8481011ffffffff,6.0,0.0,6.0
8481023ffffffff,2.0,0.0,2.0
8481029ffffffff,14.0,0.0,14.0
848102bffffffff,1.0,0.0,1.0
8481049ffffffff,18.0,0.0,18.0
8481063ffffffff,43.0,0.0,43.0
8481069ffffffff,2.0,0.0,2.0
84810a3ffffffff,2.0,0.0,2.0
8481105ffffffff,1.0,0.0,1.0
8481143ffffffff,1.0,0.0,1.0
8481149ffffffff,1.0,0.0,1.0
848114bffffffff,2.0,0.0,2.0
8481155ffffffff,1.0,0.0,1.0
8481193ffffffff,5.0,0.0,5.0
84811a1ffffffff,2.0,0.0,2.0
84811a9ffffffff,2.0,0.0,2.0
84811abffffffff,16.0,0.0,16.0
84811c5ffffffff,2.0,0.0,2.0
84811c9ffffffff,1.0,0.0,1.0
84811dbffffffff,1.0,0.0,1.0
8481211ffffffff,26.0,0.0,26.0
8481215ffffffff,8.0,0.0,8.0
8481219ffffffff,8.0,0.0,8.0
8481225ffffffff,2.0,0.0,2.0
848123bffffffff,3.0,0.0,3.0
8481241ffffffff,5.0,0.0,5.0
8481243ffffffff,1.0,0.0,1.0
8481245ffffffff,18.0,0.0,18.0
848124bffffffff,14.0,0.0,14.0
848124dffffffff,136.0,0.0,136.0
84812d1ffffffff,4.0,0.0,4.0
84812d3ffffffff,2.0,0.0,2.0
8481303ffffffff,8.0,0.0,8.0
8481331ffffffff,4.0,0.0,4.0
8481339ffffffff,202.0,0.0,202.0
848141dffffffff,2.0,0.0,2.0
8481433ffffffff,1.0,0.0,1.0
8481445ffffffff,3.0,0.0,3.0
848145dffffffff,2.0,0.0,2.0
84814a9ffffffff,6.0,0.0,6.0
84814adffffffff,40.0,0.0,40.0
84814d5ffffffff,22.0,0.0,22.0
84814d9ffffffff,3.0,0.0,3.0
84814e5ffffffff,11.0,0.0,11.0
84814e7ffffffff,47.0,0.0,47.0
8481507ffffffff,2.0,0.0,2.0
848151bffffffff,1.0,0.0,1.0
84815d3ffffffff,4.0,0.0,4.0
84815d7ffffffff,2.0,0.0,2.0
84815dbffffffff,26.0,0.0,26.0
848162bffffffff,12.0,0.0,12.0
8481635ffffffff,5.0,0.0,5.0
848166dffffffff,2.0,0.0,2.0
8481711ffffffff,27.0,0.0,27.0
848173dffffffff,2.0,0.0,2.0
8481801ffffffff,1.0,0.0,1.0
848181dffffffff,1.0,0.0,1.0
8481837ffffffff,2.0,0.0,2.0
8481839ffffffff,3.0,0.0,3.0
8481857ffffffff,2.0,0.0,2.0
848185bffffffff,2.0,0.0,2.0
8481881ffffffff,3.0,0.0,3.0
8481883ffffffff,2.0,0.0,2.0
8481885ffffffff,17.0,0.0,17.0
8481889ffffffff,1.0,0.0,1.0
848188dffffffff,2.0,0.0,2.0
84818a7ffffffff,5.0,0.0,5.0
84818abffffffff,2.0,0.0,2.0
84818b3ffffffff,2.0,0.0,2.0
84818bbffffffff,3.0,0.0,3.0
84818c3ffffffff,10.0,0.0,10.0
84818c7ffffffff,4.0,0.0,4.0
84818cbffffffff,1.0,0.0,1.0
84818e1ffffffff,4.0,0.0,4.0
84818e3ffffffff,2.0,0.0,2.0
84818e7ffffffff,1.0,0.0,1.0
8481a8bffffffff,2.0,0.0,2.0
8481a93ffffffff,3.0,0.0,3.0
8481a99ffffffff,2.0,0.0,2.0
8481aa3ffffffff,7.0,0.0,7.0
8481ac3ffffffff,7.0,0.0,7.0
8481ad1ffffffff,80.0,0.0,80.0
8481ad5ffffffff,9.0,0.0,9.0
8481ad9ffffffff,2.0,0.0,2.0
8481aebffffffff,1.0,0.0,1.0
848a00bffffffff,1.0,0.0,1.0
848a059ffffffff,2.0,0.0,2.0
848a069ffffffff,17.0,0.0,17.0
848a1a7ffffffff,2.0,0.0,2.0
848a1abffffffff,2.0,0.0,2.0
848a25bffffffff,1.0,0.0,1.0
848a313ffffffff,1.0,0.0,1.0
848a317ffffffff,2.0,0.0,2.0
848a451ffffffff,8.0,0.0,8.0
848a459ffffffff,13.0,0.0,13.0
848a45bffffffff,71.0,0.0,71.0
848a45dffffffff,138.0,0.0,138.0
848a5a1ffffffff,1.0,0.0,1.0
848a68bffffffff,9.0,0.0,9.0
848a699ffffffff,2.0,0.0,2.0
848a6d3ffffffff,217.0,0.0,217.0
848a6d7ffffffff,29.0,0.0,29.0
848a6d9ffffffff,12.0,0.0,12.0
848a6dbffffffff,72.0,0.0,72.0
848a809ffffffff,8.0,0.0,8.0
848a827ffffffff,6.0,0.0,6.0
848a8cbffffffff,3.0,0.0,3.0
848a8d9ffffffff,3.0,0.0,3.0
848a90dffffffff,2.0,0.0,2.0
848a925ffffffff,2.0,0.0,2.0
848a963ffffffff,3.0,0.0,3.0
848a9c1ffffffff,4.0,0.0,4.0
848a9c9ffffffff,2.0,0.0,2.0
848a9d1ffffffff,1.0,0.0,1.0
848aa93ffffffff,3.0,0.0,3.0
848aa9dffffffff,12.0,0.0,12.0
848aaa5ffffffff,4.0,0.0,4.0
848aab1ffffffff,2.0,0.0,2.0
848aab7ffffffff,1.0,0.0,1.0
848ada3ffffffff,26.0,0.0,2.0
848ada9ffffffff,29.0,0.0,3.0
848adb1ffffffff,1.0,0.0,1.0
848adbbffffffff,11.0,0.0,1.0
848adbdffffffff,1.0,0.0,0.0
848adc5ffffffff,4.0,0.0,0.0
848ade3ffffffff,4.0,0.0,0.0
848af09ffffffff,26.0,0.0,26.0
848af0dffffffff,3.0,0.0,3.0
848af29ffffffff,111.0,0.0,111.0
848af2bffffffff,18.0,0.0,18.0
848af2dffffffff,3.0,0.0,3.0
848af41ffffffff,27.0,0.0,27.0
848af45ffffffff,32.0,0.0,32.0
848af47ffffffff,2.0,0.0,2.0
848af61ffffffff,28.0,0.0,28.0
848af63ffffffff,8.0,0.0,8.0
848af67ffffffff,14.0,0.0,14.0
848af69ffffffff,46.0,0.0,46.0
848af6bffffffff,16.0,0.0,16.0
848b0c1ffffffff,2.0,0.0,2.0
848b0d1ffffffff,4.0,0.0,4.0
848b1e1ffffffff,2.0,0.0,2.0
848b201ffffffff,2.0,0.0,2.0
848b203ffffffff,25.0,0.0,25.0
848b205ffffffff,8.0,0.0,8.0
848b207ffffffff,1.0,0.0,1.0
848b20bffffffff,4.0,0.0,4.0
848b20dffffffff,8.0,0.0,8.0
848b221ffffffff,5.0,0.0,5.0
848b229ffffffff,3.0,0.0,3.0
848b22dffffffff,13.0,0.0,13.0
848b251ffffffff,4.0,0.0,4.0
848b259ffffffff,2.0,0.0,2.0
848b269ffffffff,4.0,0.0,4.0
848b2a5ffffffff,6.0,0.0,6.0
848b2a7ffffffff,4.0,0.0,4.0
848b40dffffffff,9.0,0.0,9.0
848b445ffffffff,20.0,0.0,20.0
848b44bffffffff,40.0,0.0,40.0
848b44dffffffff,18.0,0.0,18.0
848b4e5ffffffff,4.0,0.0,4.0
848b513ffffffff,2.0,0.0,2.0
848b52dffffffff,3.0,0.0,3.0
848b563ffffffff,1.0,0.0,1.0
848b567ffffffff,2.0,0.0,2.0
848b5cdffffffff,8.0,0.0,8.0
848b627ffffffff,4.0,0.0,4.0
848b631ffffffff,1.0,0.0,1.0
848b637ffffffff,24.0,0.0,24.0
848b63bffffffff,15.0,0.0,15.0
848b691ffffffff,1.0,0.0,1.0
848b693ffffffff,3.0,0.0,3.0
848b695ffffffff,2.0,0.0,2.0
848b6edffffffff,2.0,0.0,2.0
848b713ffffffff,40.0,0.0,40.0
848b71bffffffff,3.0,0.0,3.0
848b761ffffffff,2.0,0.0,2.0
848b763ffffffff,1.0,0.0,1.0
848b849ffffffff,1.0,0.0,1.0
848b999ffffffff,5.0,0.0,5.0
848b99dffffffff,6.0,0.0,6.0
848b9d5ffffffff,17.0,0.0,17.0
848ba45ffffffff,3.0,0.0,3.0
848ba47ffffffff,3.0,0.0,3.0
848ba65ffffffff,13.0,0.0,13.0
848bb59ffffffff,44.0,0.0,44.0
848e641ffffffff,4.0,0.0,4.0
848e643ffffffff,6.0,0.0,6.0
848e649ffffffff,10.0,0.0,10.0
848e64bffffffff,42.0,0.0,42.0
848e651ffffffff,10.0,0.0,10.0
848e65bffffffff,2.0,0.0,2.0
848f401ffffffff,155.0,0.0,155.0
848f405ffffffff,1.0,0.0,1.0
848f407ffffffff,31.0,0.0,31.0
848f40dffffffff,4.0,0.0,4.0
848f423ffffffff,2.0,0.0,2.0
848f429ffffffff,3.0,0.0,3.0
848f42bffffffff,2.0,0.0,2.0
848f42dffffffff,3.0,0.0,3.0
848f437ffffffff,1.0,0.0,1.0
848f439ffffffff,6.0,0.0,6.0
848f44bffffffff,4.0,0.0,4.0
848f455ffffffff,2.0,0.0,2.0
848f461ffffffff,79.0,0.0,79.0
848f463ffffffff,139.0,0.0,139.0
848f465ffffffff,37.0,0.0,37.0
848f467ffffffff,4.0,0.0,4.0
848f46dffffffff,3.0,0.0,3.0
848f483ffffffff,2.0,0.0,2.0
848f489ffffffff,29.0,0.0,29.0
848f4a7ffffffff,11.0,0.0,11.0
848f4adffffffff,4.0,0.0,4.0
848f4b3ffffffff,25.0,0.0,25.0
848f4c7ffffffff,13.0,0.0,13.0
848f4e3ffffffff,2.0,0.0,2.0
848f4e7ffffffff,2.0,0.0,2.0
848f5d3ffffffff,4.0,0.0,4.0
848f5d7ffffffff,6.0,0.0,6.0
848f5d9ffffffff,3.0,0.0,3.0
848f611ffffffff,3.0,0.0,3.0
848f613ffffffff,3.0,0.0,3.0
848f619ffffffff,7.0,0.0,7.0
848f61bffffffff,41.0,0.0,41.0
848f71bffffffff,3.0,0.0,3.0
848f733ffffffff,3.0,0.0,3.0
848f74dffffffff,10.0,0.0,0.0
84a5969ffffffff,1.0,0.0,1.0
84a596dffffffff,3.0,0.0,3.0
84a803dffffffff,2.0,0.0,2.0
84a8067ffffffff,1.0,0.0,1.0
84a80d3ffffffff,1.0,0.0,1.0
84a8101ffffffff,2.0,0.0,2.0
84a8115ffffffff,4.0,0.0,4.0
84a8119ffffffff,1.0,0.0,1.0
84a811bffffffff,6.0,0.0,6.0
84a811dffffffff,2.0,0.0,2.0
84a812bffffffff,1.0,0.0,1.0
84a8131ffffffff,2.0,0.0,2.0
84a813bffffffff,2.0,0.0,2.0
84a8155ffffffff,2.0,0.0,2.0
84a8181ffffffff,7.0,0.0,7.0
84a8187ffffffff,1.0,0.0,1.0
84a818dffffffff,18.0,0.0,18.0
84a8193ffffffff,6.0,0.0,6.0
84a8195ffffffff,8.0,0.0,8.0
84a8199ffffffff,4.0,0.0,4.0
84a81a1ffffffff,3.0,0.0,3.0
84a81a5ffffffff,3.0,0.0,3.0
84a81a7ffffffff,3.0,0.0,3.0
84a81adffffffff,6.0,0.0,6.0
84a81b1ffffffff,2.0,0.0,2.0
