cell_id,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota [pyrrhonota Group],Petrochelidon pyrrhonota melanogaster
830ec8fffffffff,17.0,1.0,0.0
830ec9fffffffff,21.0,4.0,0.0
830ecafffffffff,13.0,2.0,0.0
830ecbfffffffff,41.0,4.0,0.0
830eccfffffffff,97.0,11.0,0.0
830ecdfffffffff,3.0,3.0,0.0
830ed2fffffffff,1.0,0.0,0.0
830ed9fffffffff,9.0,0.0,0.0
830edbfffffffff,2.0,0.0,0.0
830edefffffffff,1.0,0.0,0.0
830ee2fffffffff,1.0,0.0,0.0
830eeafffffffff,107.0,0.0,0.0
830eebfffffffff,2.0,0.0,0.0
830ef2fffffffff,2.0,0.0,0.0
830ef3fffffffff,1.0,0.0,0.0
830f54fffffffff,1.0,0.0,0.0
83120bfffffffff,6.0,0.0,0.0
831211fffffffff,6.0,0.0,0.0
831213fffffffff,11.0,0.0,0.0
831214fffffffff,27.0,0.0,0.0
831215fffffffff,23.0,0.0,0.0
831216fffffffff,2.0,0.0,0.0
831218fffffffff,24.0,0.0,0.0
831219fffffffff,2.0,0.0,0.0
83121afffffffff,25.0,0.0,0.0
83121bfffffffff,2.0,0.0,0.0
83121dfffffffff,2.0,0.0,0.0
83121efffffffff,21.0,0.0,0.0
831223fffffffff,2.0,0.0,0.0
831226fffffffff,1.0,0.0,0.0
831229fffffffff,11.0,0.0,0.0
83122cfffffffff,2.0,0.0,0.0
831230fffffffff,3.0,0.0,0.0
831233fffffffff,3.0,0.0,0.0
831242fffffffff,4.0,0.0,0.0
83124bfffffffff,7.0,0.0,0.0
83124dfffffffff,3.0,0.0,0.0
831250fffffffff,32.0,2.0,0.0
831251fffffffff,53.0,0.0,0.0
831252fffffffff,17.0,0.0,0.0
831253fffffffff,55.0,10.0,0.0
831254fffffffff,30.0,0.0,0.0
831255fffffffff,12.0,2.0,0.0
831258fffffffff,9.0,0.0,0.0
831259fffffffff,88.0,3.0,0.0
83125afffffffff,2.0,0.0,0.0
83125bfffffffff,15.0,0.0,0.0
83125cfffffffff,2.0,0.0,0.0
83125dfffffffff,9.0,0.0,0.0
831260fffffffff,3.0,0.0,0.0
831272fffffffff,83.0,0.0,0.0
831275fffffffff,2.0,0.0,0.0
831284fffffffff,4.0,0.0,0.0
831285fffffffff,18.0,0.0,0.0
831286fffffffff,4.0,0.0,0.0
831288fffffffff,24.0,0.0,0.0
831289fffffffff,81.0,0.0,0.0
83128afffffffff,6.0,0.0,0.0
83128bfffffffff,37.0,0.0,0.0
83128dfffffffff,23.0,0.0,0.0
83128efffffffff,10.0,0.0,0.0
83129bfffffffff,3.0,0.0,0.0
83129dfffffffff,2.0,0.0,0.0
8312a2fffffffff,4.0,0.0,0.0
8312a3fffffffff,8.0,0.0,0.0
8312a9fffffffff,23.0,0.0,0.0
8312aafffffffff,17.0,0.0,0.0
8312abfffffffff,31.0,0.0,0.0
8312adfffffffff,12.0,0.0,0.0
8312c0fffffffff,211.0,4.0,0.0
8312c1fffffffff,952.0,0.0,0.0
8312c2fffffffff,14.0,0.0,0.0
8312c3fffffffff,79.0,0.0,0.0
8312c4fffffffff,103.0,0.0,0.0
8312c5fffffffff,21.0,0.0,0.0
8312c8fffffffff,418.0,4.0,0.0
8312c9fffffffff,395.0,1.0,0.0
8312cafffffffff,300.0,1.0,0.0
8312cbfffffffff,635.0,13.0,0.0
8312ccfffffffff,2336.0,10.0,0.0
8312cdfffffffff,190.0,5.0,0.0
8312cefffffffff,73.0,0.0,0.0
8312d0fffffffff,302.0,2.0,0.0
8312d1fffffffff,428.0,2.0,0.0
8312d2fffffffff,4.0,0.0,0.0
8312d3fffffffff,133.0,2.0,0.0
8312d4fffffffff,46.0,0.0,0.0
8312d5fffffffff,11.0,0.0,0.0
8312d6fffffffff,167.0,0.0,0.0
8312d8fffffffff,270.0,0.0,0.0
8312d9fffffffff,176.0,0.0,0.0
8312dafffffffff,325.0,8.0,0.0
8312dbfffffffff,789.0,4.0,0.0
8312dcfffffffff,230.0,0.0,0.0
8312ddfffffffff,518.0,0.0,0.0
8312defffffffff,856.0,8.0,0.0
8312e0fffffffff,8.0,0.0,0.0
8312e1fffffffff,94.0,0.0,0.0
8312e2fffffffff,19.0,0.0,0.0
8312e3fffffffff,5.0,0.0,0.0
8312e4fffffffff,6.0,0.0,0.0
8312e5fffffffff,9.0,0.0,0.0
8312e6fffffffff,4.0,0.0,0.0
8312e8fffffffff,92.0,1.0,0.0
8312e9fffffffff,16.0,2.0,0.0
8312eafffffffff,340.0,0.0,0.0
8312ebfffffffff,134.0,2.0,0.0
8312ecfffffffff,278.0,9.0,0.0
8312edfffffffff,29.0,0.0,0.0
8312eefffffffff,24.0,0.0,0.0
8312f1fffffffff,56.0,7.0,0.0
8312f2fffffffff,42.0,0.0,0.0
8312f6fffffffff,130.0,2.0,0.0
831306fffffffff,11.0,0.0,0.0
831311fffffffff,5.0,0.0,0.0
831328fffffffff,8.0,0.0,0.0
831329fffffffff,7.0,0.0,0.0
83132dfffffffff,1.0,0.0,0.0
831350fffffffff,19.0,0.0,0.0
831352fffffffff,110.0,0.0,0.0
831380fffffffff,18.0,0.0,0.0
831382fffffffff,135.0,0.0,0.0
831383fffffffff,154.0,0.0,0.0
831386fffffffff,406.0,0.0,0.0
831388fffffffff,8.0,0.0,0.0
831389fffffffff,26.0,0.0,0.0
83138afffffffff,12.0,0.0,0.0
83138cfffffffff,305.0,0.0,0.0
83138dfffffffff,5.0,0.0,0.0
83138efffffffff,31.0,0.0,0.0
831390fffffffff,5.0,0.0,0.0
831391fffffffff,5.0,0.0,0.0
831394fffffffff,21.0,0.0,0.0
831395fffffffff,24.0,0.0,0.0
831396fffffffff,2.0,0.0,0.0
831399fffffffff,6.0,0.0,0.0
83139afffffffff,2.0,0.0,0.0
83139efffffffff,31.0,0.0,0.0
8313a6fffffffff,17.0,0.0,0.0
8313a9fffffffff,2.0,0.0,0.0
8313adfffffffff,4.0,0.0,0.0
8313b1fffffffff,13.0,0.0,0.0
8313b2fffffffff,46.0,0.0,0.0
8313b3fffffffff,124.0,0.0,0.0
8313b5fffffffff,21.0,0.0,0.0
8313b6fffffffff,3.0,0.0,0.0
8322d0fffffffff,8.0,0.0,0.0
832600fffffffff,209.0,5.0,0.0
832601fffffffff,267.0,101.0,0.0
832602fffffffff,101.0,0.0,0.0
832603fffffffff,241.0,88.0,0.0
832604fffffffff,118.0,6.0,0.0
832605fffffffff,459.0,6.0,0.0
832606fffffffff,82.0,6.0,0.0
832608fffffffff,163.0,13.0,0.0
832609fffffffff,168.0,3.0,0.0
83260afffffffff,688.0,1.0,0.0
83260bfffffffff,580.0,7.0,0.0
83260cfffffffff,119.0,5.0,0.0
83260dfffffffff,448.0,10.0,0.0
83260efffffffff,400.0,61.0,0.0
832610fffffffff,460.0,8.0,0.0
832611fffffffff,180.0,12.0,0.0
832612fffffffff,154.0,16.0,0.0
832613fffffffff,12.0,0.0,0.0
832614fffffffff,53.0,0.0,0.0
832615fffffffff,134.0,7.0,0.0
832616fffffffff,709.0,31.0,0.0
832618fffffffff,245.0,18.0,0.0
832619fffffffff,121.0,31.0,0.0
83261afffffffff,134.0,11.0,0.0
83261bfffffffff,154.0,20.0,0.0
83261cfffffffff,53.0,0.0,0.0
83261dfffffffff,97.0,2.0,0.0
83261efffffffff,50.0,2.0,0.0
832620fffffffff,620.0,12.0,0.0
832621fffffffff,642.0,17.0,0.0
832622fffffffff,359.0,29.0,0.0
832623fffffffff,413.0,2.0,0.0
832624fffffffff,263.0,2.0,0.0
832625fffffffff,280.0,1.0,0.0
832626fffffffff,946.0,37.0,0.0
832628fffffffff,212.0,3.0,0.0
832629fffffffff,196.0,5.0,0.0
83262afffffffff,104.0,2.0,0.0
83262bfffffffff,312.0,5.0,0.0
83262cfffffffff,2228.0,26.0,0.0
83262dfffffffff,573.0,12.0,0.0
83262efffffffff,490.0,6.0,0.0
832630fffffffff,87.0,4.0,0.0
832631fffffffff,55.0,0.0,0.0
832632fffffffff,39.0,2.0,0.0
832633fffffffff,170.0,8.0,0.0
832634fffffffff,706.0,53.0,0.0
832635fffffffff,192.0,10.0,0.0
832636fffffffff,623.0,68.0,0.0
832640fffffffff,502.0,59.0,0.0
832641fffffffff,475.0,63.0,0.0
832642fffffffff,197.0,1.0,0.0
832643fffffffff,512.0,35.0,0.0
832644fffffffff,83.0,7.0,0.0
832645fffffffff,76.0,14.0,0.0
832646fffffffff,2339.0,30.0,0.0
832648fffffffff,697.0,0.0,0.0
832649fffffffff,835.0,6.0,0.0
83264afffffffff,227.0,0.0,0.0
83264bfffffffff,412.0,7.0,0.0
83264cfffffffff,626.0,27.0,0.0
83264dfffffffff,326.0,0.0,0.0
83264efffffffff,661.0,4.0,0.0
832650fffffffff,411.0,3.0,0.0
832651fffffffff,114.0,1.0,0.0
832652fffffffff,756.0,16.0,0.0
832653fffffffff,746.0,25.0,0.0
832654fffffffff,344.0,3.0,0.0
832655fffffffff,1847.0,6.0,0.0
832656fffffffff,1089.0,4.0,0.0
832658fffffffff,57.0,0.0,0.0
832659fffffffff,540.0,12.0,0.0
83265afffffffff,226.0,4.0,0.0
83265bfffffffff,908.0,14.0,0.0
83265cfffffffff,150.0,0.0,0.0
83265dfffffffff,400.0,2.0,0.0
83265efffffffff,102.0,0.0,0.0
832660fffffffff,201.0,16.0,0.0
832661fffffffff,471.0,7.0,0.0
832662fffffffff,546.0,15.0,0.0
832663fffffffff,175.0,4.0,0.0
832664fffffffff,2293.0,207.0,0.0
832665fffffffff,135.0,0.0,0.0
832666fffffffff,475.0,13.0,0.0
832668fffffffff,320.0,9.0,0.0
832669fffffffff,68.0,3.0,0.0
83266afffffffff,323.0,11.0,0.0
83266bfffffffff,204.0,4.0,0.0
83266cfffffffff,387.0,4.0,0.0
83266dfffffffff,261.0,2.0,0.0
83266efffffffff,712.0,11.0,0.0
832670fffffffff,169.0,2.0,0.0
832671fffffffff,1299.0,71.0,0.0
832672fffffffff,67.0,2.0,0.0
832673fffffffff,202.0,0.0,0.0
832674fffffffff,625.0,25.0,0.0
832675fffffffff,227.0,12.0,0.0
832676fffffffff,232.0,8.0,0.0
832680fffffffff,1283.0,0.0,0.0
832681fffffffff,6142.0,88.0,0.0
832682fffffffff,125.0,0.0,0.0
832683fffffffff,299.0,3.0,0.0
832684fffffffff,175.0,4.0,0.0
832685fffffffff,1668.0,49.0,0.0
832686fffffffff,36.0,0.0,0.0
832688fffffffff,3388.0,0.0,0.0
832689fffffffff,701.0,0.0,0.0
83268afffffffff,675.0,0.0,0.0
83268bfffffffff,537.0,0.0,0.0
83268cfffffffff,6536.0,0.0,0.0
83268dfffffffff,888.0,0.0,0.0
83268efffffffff,892.0,24.0,0.0
832690fffffffff,889.0,111.0,0.0
832691fffffffff,47.0,25.0,0.0
832692fffffffff,373.0,34.0,0.0
832693fffffffff,32.0,0.0,0.0
832694fffffffff,969.0,71.0,0.0
832695fffffffff,232.0,21.0,0.0
832696fffffffff,7518.0,1748.0,0.0
832698fffffffff,875.0,2.0,0.0
832699fffffffff,542.0,5.0,0.0
83269afffffffff,66.0,0.0,0.0
83269bfffffffff,120.0,2.0,0.0
83269cfffffffff,1545.0,0.0,0.0
83269dfffffffff,636.0,4.0,0.0
83269efffffffff,330.0,37.0,0.0
8326a0fffffffff,62.0,8.0,0.0
8326a1fffffffff,301.0,16.0,0.0
8326a2fffffffff,134.0,3.0,0.0
8326a3fffffffff,94.0,1.0,0.0
8326a4fffffffff,94.0,13.0,0.0
8326a5fffffffff,614.0,22.0,0.0
8326a6fffffffff,43.0,0.0,0.0
8326a8fffffffff,1388.0,0.0,0.0
8326a9fffffffff,389.0,5.0,0.0
8326aafffffffff,4972.0,47.0,0.0
8326abfffffffff,428.0,0.0,0.0
8326acfffffffff,397.0,9.0,0.0
8326adfffffffff,440.0,24.0,0.0
8326aefffffffff,811.0,27.0,0.0
8326b0fffffffff,237.0,5.0,0.0
8326b1fffffffff,58.0,2.0,0.0
8326b2fffffffff,204.0,22.0,0.0
8326b3fffffffff,241.0,9.0,0.0
8326b4fffffffff,54.0,2.0,0.0
8326b5fffffffff,115.0,1.0,0.0
8326b6fffffffff,905.0,36.0,0.0
8326c0fffffffff,159.0,4.0,0.0
8326c1fffffffff,918.0,2.0,0.0
8326c2fffffffff,146.0,1.0,0.0
8326c3fffffffff,451.0,5.0,0.0
8326c4fffffffff,341.0,38.0,0.0
8326c5fffffffff,623.0,1.0,0.0
8326c6fffffffff,156.0,6.0,0.0
8326c8fffffffff,2397.0,1.0,0.0
8326c9fffffffff,591.0,0.0,0.0
8326cafffffffff,643.0,4.0,0.0
8326cbfffffffff,1893.0,7.0,0.0
8326ccfffffffff,111.0,0.0,0.0
8326cdfffffffff,300.0,3.0,0.0
8326cefffffffff,209.0,4.0,0.0
8326d0fffffffff,68.0,2.0,0.0
8326d1fffffffff,180.0,0.0,0.0
8326d2fffffffff,193.0,0.0,0.0
8326d3fffffffff,116.0,0.0,0.0
8326d4fffffffff,633.0,6.0,0.0
8326d5fffffffff,116.0,6.0,0.0
8326d6fffffffff,184.0,0.0,0.0
8326d8fffffffff,205.0,0.0,0.0
8326d9fffffffff,493.0,2.0,0.0
8326dafffffffff,159.0,2.0,0.0
8326dbfffffffff,213.0,0.0,0.0
8326dcfffffffff,199.0,0.0,0.0
8326ddfffffffff,511.0,2.0,0.0
8326defffffffff,536.0,9.0,0.0
8326e0fffffffff,293.0,6.0,0.0
8326e1fffffffff,210.0,3.0,0.0
8326e2fffffffff,2889.0,23.0,0.0
8326e3fffffffff,376.0,10.0,0.0
8326e4fffffffff,605.0,3.0,0.0
8326e5fffffffff,1460.0,13.0,0.0
8326e6fffffffff,384.0,6.0,0.0
8326e8fffffffff,191.0,2.0,0.0
8326e9fffffffff,352.0,0.0,0.0
8326eafffffffff,203.0,0.0,0.0
8326ebfffffffff,58.0,6.0,0.0
8326ecfffffffff,450.0,5.0,0.0
8326edfffffffff,486.0,4.0,0.0
8326eefffffffff,457.0,5.0,0.0
8326f0fffffffff,232.0,0.0,0.0
8326f1fffffffff,561.0,2.0,0.0
8326f2fffffffff,2423.0,0.0,0.0
8326f3fffffffff,204.0,0.0,0.0
8326f4fffffffff,47.0,1.0,0.0
8326f5fffffffff,149.0,8.0,0.0
8326f6fffffffff,137.0,0.0,0.0
832700fffffffff,7.0,0.0,0.0
832701fffffffff,2.0,0.0,0.0
832702fffffffff,739.0,0.0,0.0
832703fffffffff,117.0,0.0,0.0
832705fffffffff,11.0,0.0,0.0
832706fffffffff,20.0,0.0,0.0
832708fffffffff,63.0,5.0,0.0
832709fffffffff,269.0,16.0,0.0
83270afffffffff,97.0,4.0,0.0
83270bfffffffff,83.0,2.0,0.0
83270dfffffffff,3.0,2.0,0.0
83270efffffffff,267.0,8.0,0.0
832710fffffffff,25.0,0.0,0.0
832711fffffffff,254.0,0.0,0.0
832712fffffffff,70.0,0.0,0.0
832713fffffffff,673.0,0.0,0.0
832714fffffffff,2.0,0.0,0.0
832715fffffffff,8.0,0.0,0.0
832716fffffffff,4.0,0.0,0.0
832718fffffffff,269.0,7.0,0.0
832719fffffffff,506.0,2.0,0.0
83271afffffffff,228.0,8.0,0.0
83271bfffffffff,520.0,31.0,0.0
83271cfffffffff,269.0,0.0,0.0
83271dfffffffff,257.0,2.0,0.0
83271efffffffff,71.0,0.0,0.0
83272afffffffff,5.0,0.0,0.0
83272bfffffffff,2.0,0.0,0.0
832734fffffffff,2.0,0.0,0.0
832740fffffffff,369.0,1.0,0.0
832741fffffffff,73.0,0.0,0.0
832742fffffffff,134.0,2.0,0.0
832743fffffffff,722.0,2.0,0.0
832744fffffffff,95.0,0.0,0.0
832745fffffffff,132.0,0.0,0.0
832746fffffffff,188.0,0.0,0.0
832748fffffffff,555.0,0.0,0.0
832749fffffffff,747.0,0.0,0.0
83274afffffffff,100.0,0.0,0.0
83274bfffffffff,362.0,0.0,0.0
83274cfffffffff,74.0,0.0,0.0
83274dfffffffff,661.0,0.0,0.0
83274efffffffff,880.0,0.0,0.0
832750fffffffff,112.0,1.0,0.0
832751fffffffff,364.0,30.0,0.0
832752fffffffff,934.0,21.0,0.0
832753fffffffff,445.0,10.0,0.0
832754fffffffff,234.0,8.0,0.0
832755fffffffff,105.0,0.0,0.0
832756fffffffff,712.0,79.0,0.0
832758fffffffff,2044.0,27.0,0.0
832759fffffffff,1971.0,63.0,0.0
83275afffffffff,493.0,8.0,0.0
83275bfffffffff,752.0,26.0,0.0
83275cfffffffff,1076.0,34.0,0.0
83275dfffffffff,1534.0,4.0,0.0
83275efffffffff,458.0,12.0,0.0
832760fffffffff,12.0,0.0,0.0
832761fffffffff,12.0,3.0,0.0
832763fffffffff,429.0,0.0,0.0
832765fffffffff,2.0,0.0,0.0
832766fffffffff,14.0,3.0,0.0
832768fffffffff,35.0,0.0,0.0
832769fffffffff,206.0,30.0,0.0
83276afffffffff,86.0,0.0,0.0
83276bfffffffff,905.0,2.0,0.0
83276cfffffffff,8.0,6.0,0.0
83276dfffffffff,220.0,67.0,0.0
83276efffffffff,83.0,0.0,0.0
832770fffffffff,37.0,0.0,0.0
832771fffffffff,13.0,0.0,0.0
832772fffffffff,5.0,0.0,0.0
832773fffffffff,38.0,0.0,0.0
832774fffffffff,19.0,10.0,0.0
832776fffffffff,4.0,2.0,0.0
832780fffffffff,104.0,0.0,0.0
832781fffffffff,110.0,11.0,0.0
832782fffffffff,52.0,12.0,0.0
832783fffffffff,19.0,0.0,0.0
832784fffffffff,148.0,0.0,0.0
832785fffffffff,216.0,11.0,0.0
832786fffffffff,762.0,42.0,0.0
832788fffffffff,312.0,22.0,0.0
832789fffffffff,14.0,0.0,0.0
83278afffffffff,22.0,0.0,0.0
83278bfffffffff,274.0,27.0,0.0
83278cfffffffff,832.0,51.0,0.0
83278dfffffffff,118.0,5.0,0.0
83278efffffffff,95.0,8.0,0.0
832790fffffffff,247.0,5.0,0.0
832791fffffffff,119.0,6.0,0.0
832792fffffffff,688.0,8.0,0.0
832793fffffffff,240.0,25.0,0.0
832794fffffffff,107.0,2.0,0.0
832795fffffffff,167.0,11.0,0.0
832796fffffffff,298.0,4.0,0.0
832798fffffffff,179.0,23.0,0.0
832799fffffffff,189.0,3.0,0.0
83279afffffffff,220.0,4.0,0.0
83279bfffffffff,47.0,0.0,0.0
83279cfffffffff,274.0,19.0,0.0
83279dfffffffff,56.0,2.0,0.0
83279efffffffff,696.0,49.0,0.0
8327a0fffffffff,146.0,0.0,0.0
8327a1fffffffff,22.0,0.0,0.0
8327a2fffffffff,27.0,0.0,0.0
8327a3fffffffff,40.0,0.0,0.0
8327a4fffffffff,60.0,0.0,0.0
8327a5fffffffff,7.0,0.0,0.0
8327a6fffffffff,53.0,0.0,0.0
8327a8fffffffff,377.0,18.0,0.0
8327a9fffffffff,428.0,28.0,0.0
8327aafffffffff,185.0,14.0,0.0
8327abfffffffff,211.0,28.0,0.0
8327acfffffffff,234.0,0.0,0.0
8327adfffffffff,594.0,35.0,0.0
8327aefffffffff,201.0,6.0,0.0
8327b0fffffffff,39.0,0.0,0.0
8327b1fffffffff,166.0,0.0,0.0
8327b2fffffffff,362.0,7.0,0.0
8327b3fffffffff,224.0,9.0,0.0
8327b4fffffffff,4.0,0.0,0.0
8327b5fffffffff,51.0,0.0,0.0
8327b6fffffffff,503.0,12.0,0.0
832800fffffffff,114.0,13.0,0.0
832802fffffffff,2270.0,173.0,0.0
832803fffffffff,125.0,1.0,0.0
832806fffffffff,774.0,13.0,0.0
832810fffffffff,474.0,13.0,0.0
832811fffffffff,462.0,10.0,0.0
832812fffffffff,507.0,18.0,0.0
832813fffffffff,1752.0,4.0,0.0
832814fffffffff,1311.0,29.0,0.0
832815fffffffff,574.0,7.0,0.0
832816fffffffff,270.0,0.0,0.0
832818fffffffff,367.0,28.0,0.0
832819fffffffff,140.0,15.0,0.0
83281afffffffff,166.0,6.0,0.0
83281bfffffffff,1933.0,35.0,0.0
83281cfffffffff,566.0,57.0,0.0
83281dfffffffff,133.0,7.0,0.0
83281efffffffff,1861.0,23.0,0.0
832830fffffffff,11546.0,472.0,0.0
832831fffffffff,1002.0,110.0,0.0
832832fffffffff,7321.0,151.0,0.0
832833fffffffff,2322.0,69.0,0.0
832834fffffffff,15684.0,752.0,0.0
832835fffffffff,286.0,26.0,0.0
832836fffffffff,2542.0,41.0,0.0
832880fffffffff,363.0,13.0,0.0
832881fffffffff,571.0,108.0,0.0
832882fffffffff,28.0,1.0,0.0
832883fffffffff,148.0,4.0,0.0
832884fffffffff,2633.0,96.0,0.0
832885fffffffff,954.0,41.0,0.0
832886fffffffff,244.0,8.0,0.0
832888fffffffff,1889.0,36.0,0.0
832889fffffffff,2673.0,5.0,0.0
83288afffffffff,933.0,5.0,0.0
83288bfffffffff,1583.0,8.0,0.0
83288cfffffffff,939.0,63.0,0.0
83288dfffffffff,942.0,48.0,0.0
83288efffffffff,561.0,14.0,0.0
832890fffffffff,621.0,14.0,0.0
832891fffffffff,299.0,14.0,0.0
832892fffffffff,557.0,30.0,0.0
832893fffffffff,951.0,39.0,0.0
832894fffffffff,732.0,8.0,0.0
832895fffffffff,59.0,4.0,0.0
832896fffffffff,1224.0,54.0,0.0
832898fffffffff,657.0,8.0,0.0
832899fffffffff,147.0,0.0,0.0
83289afffffffff,210.0,4.0,0.0
83289bfffffffff,282.0,6.0,0.0
83289cfffffffff,37.0,0.0,0.0
83289dfffffffff,218.0,0.0,0.0
83289efffffffff,554.0,17.0,0.0
8328a0fffffffff,17.0,0.0,0.0
8328a1fffffffff,390.0,44.0,0.0
8328a2fffffffff,62.0,6.0,0.0
8328a3fffffffff,159.0,8.0,0.0
8328a4fffffffff,88.0,2.0,0.0
8328a5fffffffff,8.0,0.0,0.0
8328a6fffffffff,128.0,0.0,0.0
8328a8fffffffff,317.0,6.0,0.0
8328a9fffffffff,1425.0,20.0,0.0
8328aafffffffff,397.0,43.0,0.0
8328abfffffffff,463.0,22.0,0.0
8328acfffffffff,246.0,9.0,0.0
8328adfffffffff,1471.0,3.0,0.0
8328aefffffffff,4539.0,121.0,0.0
8328b0fffffffff,534.0,42.0,0.0
8328b1fffffffff,1312.0,84.0,0.0
8328b2fffffffff,230.0,7.0,0.0
8328b3fffffffff,100.0,11.0,0.0
8328b4fffffffff,18.0,0.0,0.0
8328b5fffffffff,186.0,3.0,0.0
8328b6fffffffff,2196.0,266.0,0.0
8328c2fffffffff,136.0,0.0,0.0
8328c6fffffffff,1450.0,25.0,0.0
8328cafffffffff,12.0,0.0,0.0
8328d0fffffffff,673.0,6.0,0.0
8328d1fffffffff,2969.0,42.0,0.0
8328d2fffffffff,281.0,2.0,0.0
8328d3fffffffff,286.0,3.0,0.0
8328d4fffffffff,693.0,0.0,0.0
8328d5fffffffff,6206.0,41.0,0.0
8328d6fffffffff,1152.0,2.0,0.0
8328d8fffffffff,127.0,2.0,0.0
8328d9fffffffff,11.0,0.0,0.0
8328dafffffffff,11.0,0.0,0.0
8328dcfffffffff,365.0,0.0,0.0
8328ddfffffffff,16.0,0.0,0.0
8328defffffffff,1783.0,0.0,0.0
8328f0fffffffff,5047.0,108.0,0.0
8328f1fffffffff,865.0,18.0,0.0
8328f2fffffffff,971.0,19.0,0.0
8328f3fffffffff,487.0,0.0,0.0
8328f4fffffffff,2662.0,8.0,0.0
8328f5fffffffff,1290.0,7.0,0.0
8328f6fffffffff,646.0,12.0,0.0
832912fffffffff,3817.0,374.0,0.0
832913fffffffff,466.0,15.0,0.0
832916fffffffff,2.0,0.0,0.0
83291afffffffff,1099.0,336.0,0.0
832980fffffffff,18.0,0.0,0.0
832981fffffffff,71.0,0.0,0.0
832982fffffffff,38.0,3.0,0.0
832983fffffffff,3.0,0.0,0.0
832984fffffffff,178.0,0.0,0.0
832985fffffffff,204.0,14.0,0.0
832986fffffffff,911.0,10.0,0.0
832988fffffffff,242.0,36.0,0.0
832989fffffffff,4396.0,134.0,0.0
83298afffffffff,35.0,0.0,0.0
83298bfffffffff,298.0,7.0,0.0
83298cfffffffff,2817.0,23.0,0.0
83298dfffffffff,1493.0,70.0,0.0
83298efffffffff,14.0,0.0,0.0
832990fffffffff,189.0,7.0,0.0
832991fffffffff,41.0,0.0,0.0
832992fffffffff,87.0,0.0,0.0
832993fffffffff,115.0,4.0,0.0
