cell_id,Piaya cayana,Piaya cayana mexicana,Piaya cayana thermophila,Piaya cayana nigricrissa,Piaya cayana [cayana Group]
835f01fffffffff,3.0,0.0,0.0,0.0,0.0
835f02fffffffff,1.0,0.0,0.0,0.0,0.0
835f03fffffffff,194.0,0.0,0.0,0.0,0.0
835f08fffffffff,1.0,0.0,0.0,0.0,0.0
835f09fffffffff,13.0,0.0,0.0,0.0,0.0
835f0dfffffffff,10.0,0.0,0.0,0.0,0.0
835f0efffffffff,2.0,0.0,0.0,0.0,0.0
835f10fffffffff,15.0,0.0,0.0,0.0,0.0
835f11fffffffff,4.0,0.0,0.0,0.0,0.0
835f12fffffffff,15.0,0.0,0.0,0.0,0.0
835f13fffffffff,11.0,0.0,0.0,0.0,0.0
835f14fffffffff,27.0,0.0,0.0,0.0,0.0
835f16fffffffff,9.0,0.0,0.0,0.0,0.0
835f1cfffffffff,45.0,0.0,0.0,0.0,0.0
835f1efffffffff,2.0,0.0,0.0,0.0,0.0
835f22fffffffff,8.0,0.0,0.0,0.0,0.0
835f23fffffffff,1.0,0.0,0.0,0.0,0.0
835f28fffffffff,2.0,0.0,0.0,0.0,0.0
835f29fffffffff,94.0,0.0,0.0,0.0,0.0
835f2bfffffffff,490.0,0.0,0.0,0.0,0.0
835f2dfffffffff,34.0,0.0,0.0,0.0,0.0
835f40fffffffff,35.0,0.0,0.0,0.0,0.0
835f41fffffffff,6.0,0.0,0.0,0.0,0.0
835f42fffffffff,41.0,0.0,0.0,0.0,2.0
835f44fffffffff,1.0,0.0,0.0,0.0,0.0
835f45fffffffff,1.0,0.0,0.0,0.0,0.0
835f46fffffffff,5.0,0.0,0.0,0.0,0.0
835f48fffffffff,13.0,0.0,0.0,0.0,0.0
835f49fffffffff,6.0,0.0,0.0,0.0,0.0
835f4afffffffff,62.0,0.0,0.0,0.0,0.0
835f4bfffffffff,29.0,0.0,0.0,0.0,0.0
835f4efffffffff,9.0,0.0,0.0,0.0,0.0
835f50fffffffff,17.0,0.0,0.0,0.0,0.0
835f54fffffffff,14.0,0.0,0.0,0.0,0.0
835f58fffffffff,501.0,0.0,0.0,0.0,0.0
835f59fffffffff,16.0,0.0,0.0,0.0,0.0
835f5bfffffffff,55.0,0.0,0.0,0.0,0.0
835f5dfffffffff,11.0,0.0,0.0,0.0,0.0
835f66fffffffff,2.0,0.0,0.0,0.0,0.0
835f68fffffffff,74.0,0.0,0.0,0.0,0.0
835f70fffffffff,2.0,0.0,0.0,0.0,0.0
835f71fffffffff,104.0,0.0,0.0,0.0,9.0
835f75fffffffff,86.0,0.0,0.0,0.0,4.0
836600fffffffff,8.0,0.0,0.0,0.0,0.0
836601fffffffff,74.0,0.0,0.0,0.0,0.0
836602fffffffff,131.0,0.0,0.0,0.0,0.0
836604fffffffff,116.0,0.0,0.0,0.0,0.0
836606fffffffff,53.0,0.0,0.0,0.0,0.0
836608fffffffff,2064.0,0.0,0.0,0.0,4.0
836609fffffffff,64.0,0.0,0.0,0.0,0.0
83660afffffffff,252.0,0.0,0.0,0.0,3.0
83660bfffffffff,378.0,0.0,0.0,0.0,0.0
83660cfffffffff,121.0,0.0,0.0,0.0,0.0
83660dfffffffff,154.0,0.0,0.0,0.0,0.0
83660efffffffff,24.0,0.0,0.0,0.0,0.0
836610fffffffff,1152.0,0.0,152.0,0.0,0.0
836611fffffffff,31.0,0.0,0.0,2.0,0.0
836612fffffffff,43.0,0.0,0.0,0.0,0.0
836613fffffffff,596.0,0.0,79.0,0.0,0.0
836615fffffffff,10.0,0.0,0.0,0.0,0.0
836616fffffffff,714.0,0.0,77.0,0.0,0.0
836618fffffffff,560.0,0.0,0.0,10.0,0.0
836619fffffffff,2627.0,0.0,0.0,44.0,6.0
83661afffffffff,12.0,0.0,0.0,0.0,0.0
83661bfffffffff,3190.0,0.0,0.0,110.0,0.0
83661cfffffffff,69.0,0.0,0.0,0.0,0.0
83661dfffffffff,476.0,0.0,0.0,6.0,0.0
83661efffffffff,90.0,0.0,0.0,0.0,0.0
836620fffffffff,1348.0,0.0,0.0,0.0,20.0
836621fffffffff,355.0,0.0,0.0,0.0,0.0
836622fffffffff,1001.0,0.0,0.0,0.0,9.0
836623fffffffff,26.0,0.0,0.0,0.0,0.0
836625fffffffff,292.0,0.0,0.0,0.0,0.0
836628fffffffff,6.0,0.0,0.0,0.0,0.0
836629fffffffff,113.0,0.0,0.0,0.0,0.0
83662afffffffff,1.0,0.0,0.0,0.0,0.0
83662bfffffffff,91.0,0.0,0.0,0.0,0.0
83662cfffffffff,24.0,0.0,0.0,0.0,0.0
83662dfffffffff,29.0,0.0,0.0,0.0,0.0
83662efffffffff,92.0,0.0,0.0,0.0,0.0
836631fffffffff,501.0,0.0,0.0,0.0,1.0
836640fffffffff,3.0,0.0,0.0,0.0,0.0
836641fffffffff,646.0,0.0,0.0,0.0,77.0
836642fffffffff,1.0,0.0,0.0,0.0,0.0
836644fffffffff,18.0,0.0,0.0,0.0,0.0
836645fffffffff,11.0,0.0,0.0,0.0,0.0
836648fffffffff,2.0,0.0,0.0,0.0,0.0
83664efffffffff,4.0,0.0,0.0,0.0,0.0
836650fffffffff,34.0,0.0,0.0,0.0,0.0
836651fffffffff,2.0,0.0,0.0,0.0,0.0
836652fffffffff,423.0,0.0,0.0,0.0,0.0
836654fffffffff,115.0,0.0,0.0,0.0,0.0
836656fffffffff,363.0,0.0,0.0,0.0,0.0
83665afffffffff,320.0,0.0,0.0,0.0,43.0
83665bfffffffff,169.0,0.0,0.0,0.0,20.0
83665efffffffff,85.0,0.0,0.0,0.0,2.0
836660fffffffff,8.0,0.0,0.0,0.0,0.0
836662fffffffff,2.0,0.0,0.0,0.0,0.0
836663fffffffff,65.0,0.0,0.0,0.0,3.0
836664fffffffff,24.0,0.0,0.0,0.0,0.0
836666fffffffff,1.0,0.0,0.0,0.0,0.0
83666afffffffff,6.0,0.0,0.0,0.0,0.0
83666bfffffffff,3.0,0.0,0.0,0.0,0.0
83666cfffffffff,3.0,0.0,0.0,0.0,0.0
83666efffffffff,14.0,0.0,0.0,0.0,0.0
836670fffffffff,44.0,0.0,0.0,0.0,0.0
836672fffffffff,153.0,0.0,0.0,0.0,0.0
836673fffffffff,51.0,0.0,0.0,0.0,0.0
836674fffffffff,8.0,0.0,0.0,0.0,0.0
836675fffffffff,59.0,0.0,0.0,0.0,0.0
836676fffffffff,9.0,0.0,0.0,0.0,0.0
836684fffffffff,3.0,0.0,0.0,0.0,0.0
8366a0fffffffff,1437.0,0.0,118.0,0.0,0.0
8366a1fffffffff,397.0,0.0,29.0,0.0,0.0
8366a2fffffffff,38.0,0.0,1.0,0.0,0.0
8366a3fffffffff,206.0,0.0,9.0,0.0,0.0
8366a5fffffffff,9054.0,0.0,808.0,0.0,0.0
8366a6fffffffff,17.0,0.0,2.0,0.0,0.0
8366adfffffffff,1.0,0.0,0.0,0.0,0.0
8366aefffffffff,18.0,0.0,0.0,0.0,0.0
8366b0fffffffff,1302.0,0.0,0.0,0.0,0.0
8366b1fffffffff,20.0,0.0,0.0,0.0,0.0
8366b4fffffffff,5938.0,0.0,0.0,0.0,0.0
8366b5fffffffff,4329.0,0.0,65.0,0.0,0.0
8366b6fffffffff,69.0,0.0,0.0,0.0,0.0
8366c0fffffffff,561.0,0.0,0.0,0.0,2.0
8366c1fffffffff,29.0,0.0,0.0,0.0,0.0
8366c2fffffffff,1700.0,0.0,0.0,0.0,29.0
8366c3fffffffff,9.0,0.0,0.0,0.0,2.0
8366c4fffffffff,615.0,0.0,0.0,0.0,0.0
8366c5fffffffff,101.0,0.0,0.0,0.0,3.0
8366c6fffffffff,1604.0,0.0,0.0,11.0,3.0
8366c9fffffffff,2.0,0.0,0.0,0.0,0.0
8366cefffffffff,107.0,0.0,0.0,0.0,8.0
8366d0fffffffff,835.0,0.0,0.0,50.0,0.0
8366d1fffffffff,381.0,0.0,0.0,0.0,7.0
8366d2fffffffff,147.0,0.0,0.0,15.0,0.0
8366d3fffffffff,5333.0,0.0,0.0,536.0,0.0
8366d5fffffffff,230.0,0.0,0.0,3.0,0.0
8366d6fffffffff,2.0,0.0,0.0,0.0,0.0
8366d8fffffffff,135.0,0.0,0.0,0.0,25.0
8366dafffffffff,288.0,0.0,0.0,0.0,34.0
8366dbfffffffff,41.0,0.0,0.0,0.0,4.0
8366dcfffffffff,1261.0,0.0,0.0,0.0,249.0
8366ddfffffffff,158.0,0.0,0.0,0.0,21.0
8366defffffffff,2543.0,0.0,0.0,0.0,467.0
8366e0fffffffff,1724.0,0.0,0.0,0.0,2.0
8366e1fffffffff,165.0,0.0,0.0,0.0,0.0
8366e2fffffffff,144.0,0.0,0.0,5.0,0.0
8366e3fffffffff,211.0,0.0,0.0,0.0,0.0
8366e4fffffffff,934.0,0.0,0.0,0.0,5.0
8366e5fffffffff,2665.0,0.0,0.0,0.0,0.0
8366e6fffffffff,6978.0,0.0,0.0,92.0,3.0
8366e8fffffffff,9.0,0.0,0.0,0.0,0.0
8366e9fffffffff,13.0,0.0,0.0,0.0,0.0
8366eafffffffff,14.0,0.0,0.0,0.0,2.0
8366ecfffffffff,599.0,0.0,0.0,0.0,9.0
8366eefffffffff,249.0,0.0,0.0,0.0,3.0
8366f0fffffffff,1218.0,0.0,0.0,29.0,0.0
8366f1fffffffff,3091.0,0.0,0.0,21.0,0.0
8366f3fffffffff,40.0,0.0,0.0,0.0,0.0
8366f5fffffffff,2053.0,0.0,0.0,22.0,0.0
836741fffffffff,868.0,0.0,0.0,0.0,13.0
836742fffffffff,125.0,0.0,0.0,0.0,3.0
836743fffffffff,420.0,0.0,0.0,0.0,1.0
836748fffffffff,1.0,0.0,0.0,0.0,0.0
83674afffffffff,111.0,0.0,0.0,0.0,6.0
83674cfffffffff,806.0,0.0,0.0,0.0,2.0
83674dfffffffff,3.0,0.0,0.0,0.0,0.0
83674efffffffff,361.0,0.0,0.0,0.0,1.0
836751fffffffff,75.0,0.0,0.0,0.0,1.0
836752fffffffff,78.0,0.0,0.0,0.0,4.0
836753fffffffff,301.0,0.0,0.0,0.0,0.0
836755fffffffff,40.0,0.0,0.0,0.0,0.0
836758fffffffff,18.0,0.0,0.0,0.0,0.0
836759fffffffff,74.0,0.0,0.0,0.0,0.0
83675afffffffff,151.0,0.0,0.0,0.0,0.0
83675bfffffffff,13.0,0.0,0.0,0.0,0.0
83675cfffffffff,280.0,0.0,0.0,0.0,0.0
83675dfffffffff,19.0,0.0,0.0,0.0,0.0
83675efffffffff,57.0,0.0,0.0,0.0,0.0
83676bfffffffff,3.0,0.0,0.0,0.0,0.0
83678bfffffffff,6.0,0.0,0.0,0.0,0.0
836790fffffffff,18.0,0.0,0.0,0.0,0.0
836791fffffffff,5.0,0.0,0.0,0.0,0.0
836792fffffffff,10.0,0.0,0.0,0.0,0.0
836793fffffffff,27.0,0.0,0.0,0.0,0.0
836794fffffffff,29.0,0.0,0.0,0.0,0.0
836796fffffffff,130.0,0.0,0.0,0.0,0.0
83679afffffffff,4457.0,0.0,0.0,0.0,0.0
83679bfffffffff,1631.0,0.0,16.0,0.0,0.0
836d04fffffffff,256.0,0.0,63.0,0.0,0.0
836d05fffffffff,615.0,0.0,318.0,0.0,0.0
836d06fffffffff,15.0,0.0,0.0,0.0,0.0
836d14fffffffff,35.0,2.0,0.0,0.0,0.0
836d15fffffffff,268.0,19.0,0.0,0.0,0.0
836d20fffffffff,130.0,0.0,6.0,0.0,0.0
836d21fffffffff,276.0,0.0,70.0,0.0,0.0
836d22fffffffff,58.0,0.0,2.0,0.0,0.0
836d23fffffffff,853.0,0.0,214.0,0.0,0.0
836d24fffffffff,64.0,0.0,2.0,0.0,0.0
836d25fffffffff,87.0,0.0,21.0,0.0,0.0
836d26fffffffff,13.0,0.0,0.0,0.0,0.0
836d28fffffffff,357.0,0.0,52.0,0.0,0.0
836d29fffffffff,1382.0,0.0,421.0,0.0,0.0
836d2afffffffff,247.0,0.0,42.0,0.0,0.0
836d2bfffffffff,2329.0,0.0,735.0,0.0,0.0
836d2cfffffffff,651.0,0.0,175.0,0.0,0.0
836d2dfffffffff,1398.0,0.0,698.0,0.0,0.0
836d2efffffffff,148.0,0.0,15.0,0.0,0.0
836d30fffffffff,347.0,0.0,6.0,0.0,0.0
836d31fffffffff,334.0,0.0,32.0,0.0,0.0
836d32fffffffff,82.0,0.0,0.0,0.0,0.0
836d33fffffffff,251.0,22.0,0.0,0.0,0.0
836d34fffffffff,885.0,0.0,66.0,0.0,0.0
836d35fffffffff,1002.0,0.0,45.0,0.0,0.0
836d36fffffffff,107.0,0.0,4.0,0.0,0.0
836d60fffffffff,593.0,0.0,0.0,0.0,0.0
836d61fffffffff,1063.0,0.0,0.0,0.0,0.0
836d63fffffffff,36.0,0.0,0.0,0.0,0.0
836d64fffffffff,2102.0,0.0,0.0,0.0,0.0
836d65fffffffff,1802.0,0.0,0.0,0.0,0.0
836d66fffffffff,511.0,0.0,0.0,0.0,0.0
836d68fffffffff,3596.0,0.0,0.0,0.0,0.0
836d69fffffffff,18356.0,0.0,0.0,0.0,0.0
836d6afffffffff,105.0,0.0,0.0,0.0,0.0
836d6bfffffffff,2500.0,0.0,0.0,0.0,0.0
836d6cfffffffff,10.0,0.0,0.0,0.0,0.0
836d6dfffffffff,1872.0,0.0,0.0,0.0,0.0
836d6efffffffff,933.0,0.0,0.0,0.0,0.0
836d74fffffffff,1724.0,0.0,0.0,0.0,0.0
836d75fffffffff,319.0,0.0,0.0,0.0,0.0
836d76fffffffff,80.0,0.0,10.0,0.0,0.0
838000fffffffff,6.0,0.0,0.0,0.0,0.0
838002fffffffff,9.0,0.0,0.0,0.0,0.0
838005fffffffff,7.0,0.0,0.0,0.0,3.0
838006fffffffff,9.0,0.0,0.0,0.0,0.0
838008fffffffff,1.0,0.0,0.0,0.0,0.0
83800cfffffffff,11.0,0.0,0.0,0.0,0.0
83800efffffffff,1.0,0.0,0.0,0.0,0.0
838010fffffffff,427.0,0.0,0.0,0.0,12.0
838011fffffffff,31.0,0.0,0.0,0.0,0.0
838014fffffffff,25.0,0.0,0.0,0.0,3.0
838015fffffffff,2.0,0.0,0.0,0.0,0.0
838016fffffffff,9.0,0.0,0.0,0.0,0.0
83801cfffffffff,3.0,0.0,0.0,0.0,0.0
838023fffffffff,2.0,0.0,0.0,0.0,0.0
838024fffffffff,4.0,0.0,0.0,0.0,0.0
83802bfffffffff,3.0,0.0,0.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0,0.0,0.0
838030fffffffff,101.0,0.0,0.0,0.0,7.0
838032fffffffff,5.0,0.0,0.0,0.0,3.0
838035fffffffff,2.0,0.0,0.0,0.0,0.0
838036fffffffff,102.0,0.0,0.0,0.0,5.0
838040fffffffff,4.0,0.0,0.0,0.0,0.0
838044fffffffff,22.0,0.0,0.0,0.0,0.0
838046fffffffff,142.0,0.0,0.0,0.0,1.0
838048fffffffff,4.0,0.0,0.0,0.0,0.0
83804cfffffffff,6.0,0.0,0.0,0.0,0.0
838054fffffffff,2.0,0.0,0.0,0.0,0.0
838061fffffffff,31.0,0.0,0.0,0.0,0.0
838062fffffffff,7.0,0.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0,0.0
838064fffffffff,3.0,0.0,0.0,0.0,0.0
838065fffffffff,24.0,0.0,0.0,0.0,0.0
838066fffffffff,11.0,0.0,0.0,0.0,0.0
838068fffffffff,6.0,0.0,0.0,0.0,0.0
83806afffffffff,21.0,0.0,0.0,0.0,0.0
83806bfffffffff,25.0,0.0,0.0,0.0,0.0
83806cfffffffff,2.0,0.0,0.0,0.0,0.0
83806efffffffff,4.0,0.0,0.0,0.0,0.0
838071fffffffff,20.0,0.0,0.0,0.0,0.0
838072fffffffff,3.0,0.0,0.0,0.0,0.0
838073fffffffff,3.0,0.0,0.0,0.0,0.0
838074fffffffff,16.0,0.0,0.0,0.0,0.0
838075fffffffff,3.0,0.0,0.0,0.0,0.0
838100fffffffff,5.0,0.0,0.0,0.0,0.0
838102fffffffff,138.0,0.0,0.0,0.0,9.0
838104fffffffff,5.0,0.0,0.0,0.0,0.0
838105fffffffff,4.0,0.0,0.0,0.0,0.0
838106fffffffff,18.0,0.0,0.0,0.0,2.0
838109fffffffff,5.0,0.0,0.0,0.0,5.0
83810afffffffff,2.0,0.0,0.0,0.0,0.0
838110fffffffff,4.0,0.0,0.0,0.0,0.0
838111fffffffff,3.0,0.0,0.0,0.0,0.0
838112fffffffff,17.0,0.0,0.0,0.0,4.0
838113fffffffff,2.0,0.0,0.0,0.0,0.0
838114fffffffff,21.0,0.0,0.0,0.0,1.0
838116fffffffff,42.0,0.0,0.0,0.0,1.0
838119fffffffff,7.0,0.0,0.0,0.0,0.0
83811afffffffff,2.0,0.0,0.0,0.0,0.0
83811cfffffffff,2.0,0.0,0.0,0.0,0.0
838121fffffffff,73.0,0.0,0.0,0.0,3.0
838123fffffffff,6.0,0.0,0.0,0.0,0.0
838124fffffffff,226.0,0.0,0.0,0.0,14.0
838125fffffffff,4.0,0.0,0.0,0.0,0.0
83812bfffffffff,7.0,0.0,0.0,0.0,0.0
83812cfffffffff,4.0,0.0,0.0,0.0,0.0
83812dfffffffff,39.0,0.0,0.0,0.0,5.0
838130fffffffff,113.0,0.0,0.0,0.0,4.0
838131fffffffff,1.0,0.0,0.0,0.0,0.0
838132fffffffff,68.0,0.0,0.0,0.0,11.0
838133fffffffff,255.0,0.0,0.0,0.0,8.0
838134fffffffff,30.0,0.0,0.0,0.0,0.0
838136fffffffff,214.0,0.0,0.0,0.0,4.0
838140fffffffff,22.0,0.0,0.0,0.0,0.0
838142fffffffff,12.0,0.0,0.0,0.0,0.0
838143fffffffff,19.0,0.0,0.0,0.0,0.0
838144fffffffff,10.0,0.0,0.0,0.0,0.0
838145fffffffff,40.0,0.0,0.0,0.0,0.0
838146fffffffff,14.0,0.0,0.0,0.0,0.0
83814afffffffff,224.0,0.0,0.0,0.0,1.0
83814dfffffffff,90.0,0.0,0.0,0.0,0.0
83814efffffffff,139.0,0.0,0.0,0.0,0.0
838151fffffffff,3.0,0.0,0.0,0.0,0.0
838158fffffffff,2.0,0.0,0.0,0.0,0.0
838159fffffffff,8.0,0.0,0.0,0.0,0.0
83815afffffffff,13.0,0.0,0.0,0.0,2.0
83815cfffffffff,5.0,0.0,0.0,0.0,0.0
83815dfffffffff,80.0,0.0,0.0,0.0,0.0
83815efffffffff,3.0,0.0,0.0,0.0,0.0
838162fffffffff,9.0,0.0,0.0,0.0,0.0
838163fffffffff,74.0,0.0,0.0,0.0,0.0
838164fffffffff,2.0,0.0,0.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0,0.0,0.0
838170fffffffff,4.0,0.0,0.0,0.0,0.0
838171fffffffff,164.0,0.0,0.0,0.0,2.0
838173fffffffff,4.0,0.0,0.0,0.0,0.0
838175fffffffff,4.0,0.0,0.0,0.0,0.0
838176fffffffff,2.0,0.0,0.0,0.0,0.0
838180fffffffff,69.0,0.0,0.0,0.0,4.0
838181fffffffff,276.0,0.0,0.0,0.0,22.0
838183fffffffff,121.0,0.0,0.0,0.0,0.0
838185fffffffff,167.0,0.0,0.0,0.0,40.0
838188fffffffff,3.0,0.0,0.0,0.0,0.0
83818afffffffff,7.0,0.0,0.0,0.0,0.0
83818bfffffffff,3.0,0.0,0.0,0.0,0.0
83818cfffffffff,2.0,0.0,0.0,0.0,0.0
83818dfffffffff,7.0,0.0,0.0,0.0,0.0
83818efffffffff,49.0,0.0,0.0,0.0,0.0
838199fffffffff,3.0,0.0,0.0,0.0,0.0
83819dfffffffff,48.0,0.0,0.0,0.0,5.0
8381a1fffffffff,32.0,0.0,0.0,0.0,12.0
8381a3fffffffff,2.0,0.0,0.0,0.0,0.0
8381aafffffffff,2.0,0.0,0.0,0.0,0.0
8381acfffffffff,2.0,0.0,0.0,0.0,0.0
8381adfffffffff,16.0,0.0,0.0,0.0,0.0
838a00fffffffff,23.0,0.0,0.0,0.0,1.0
838a01fffffffff,2.0,0.0,0.0,0.0,2.0
838a04fffffffff,2.0,0.0,0.0,0.0,0.0
838a05fffffffff,98.0,0.0,0.0,0.0,8.0
838a10fffffffff,18.0,0.0,0.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0,0.0,0.0
838a14fffffffff,2.0,0.0,0.0,0.0,0.0
838a15fffffffff,19.0,0.0,0.0,0.0,1.0
838a18fffffffff,2.0,0.0,0.0,0.0,0.0
838a1afffffffff,13.0,0.0,0.0,0.0,0.0
838a20fffffffff,1.0,0.0,0.0,0.0,1.0
838a21fffffffff,11.0,0.0,0.0,0.0,1.0
838a23fffffffff,12.0,0.0,0.0,0.0,1.0
838a24fffffffff,12.0,0.0,0.0,0.0,1.0
838a25fffffffff,1.0,0.0,0.0,0.0,0.0
838a31fffffffff,28.0,0.0,0.0,0.0,5.0
838a33fffffffff,10.0,0.0,0.0,0.0,4.0
838a35fffffffff,4.0,0.0,0.0,0.0,0.0
838a41fffffffff,2.0,0.0,0.0,0.0,0.0
838a45fffffffff,322.0,0.0,0.0,0.0,18.0
838a4bfffffffff,6.0,0.0,0.0,0.0,2.0
838a4efffffffff,2.0,0.0,0.0,0.0,0.0
838a52fffffffff,4.0,0.0,0.0,0.0,0.0
838a5afffffffff,1.0,0.0,0.0,0.0,1.0
838a63fffffffff,69.0,0.0,0.0,0.0,11.0
838a68fffffffff,23.0,0.0,0.0,0.0,3.0
838a69fffffffff,176.0,0.0,0.0,0.0,23.0
838a6bfffffffff,3.0,0.0,0.0,0.0,0.0
838a6dfffffffff,506.0,0.0,0.0,0.0,57.0
838a6efffffffff,6.0,0.0,0.0,0.0,0.0
838a70fffffffff,16.0,0.0,0.0,0.0,0.0
838a80fffffffff,45.0,0.0,0.0,0.0,1.0
838a81fffffffff,5.0,0.0,0.0,0.0,1.0
838a82fffffffff,14.0,0.0,0.0,0.0,0.0
838a85fffffffff,1.0,0.0,0.0,0.0,0.0
838a8cfffffffff,18.0,0.0,0.0,0.0,2.0
838a8dfffffffff,3.0,0.0,0.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0,0.0,0.0
838a92fffffffff,18.0,0.0,0.0,0.0,0.0
838a99fffffffff,8.0,0.0,0.0,0.0,0.0
838a9cfffffffff,50.0,0.0,0.0,0.0,0.0
838a9dfffffffff,2.0,0.0,0.0,0.0,0.0
838a9efffffffff,1.0,0.0,0.0,0.0,1.0
838aa8fffffffff,10.0,0.0,0.0,0.0,0.0
838aa9fffffffff,18.0,0.0,0.0,0.0,0.0
838aaafffffffff,29.0,0.0,0.0,0.0,2.0
838aabfffffffff,20.0,0.0,0.0,0.0,8.0
838aacfffffffff,8.0,0.0,0.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0,0.0,0.0
