cell_id,Copsychus saularis,Copsychus saularis [saularis Group],Copsychus saularis [amoenus Group]
843c067ffffffff,129.0,8.0,0.0
843c069ffffffff,2.0,2.0,0.0
843c06dffffffff,11.0,2.0,0.0
843c0a3ffffffff,10.0,0.0,0.0
843c0a5ffffffff,181.0,0.0,0.0
843c0a7ffffffff,3.0,3.0,0.0
843c0a9ffffffff,6.0,0.0,0.0
843c0adffffffff,25.0,0.0,0.0
843c0b5ffffffff,233.0,30.0,0.0
843c0b7ffffffff,62.0,12.0,0.0
843c0bdffffffff,25.0,0.0,0.0
843c11bffffffff,2.0,0.0,0.0
843c137ffffffff,4.0,0.0,0.0
843c139ffffffff,10.0,0.0,0.0
843c141ffffffff,5.0,0.0,0.0
843c149ffffffff,1.0,0.0,0.0
843c155ffffffff,5.0,0.0,0.0
843c159ffffffff,276.0,21.0,0.0
843c15dffffffff,1.0,0.0,0.0
843c163ffffffff,1.0,0.0,0.0
843c165ffffffff,80.0,0.0,0.0
843c189ffffffff,20.0,0.0,0.0
843c18bffffffff,8.0,2.0,0.0
843c191ffffffff,36.0,0.0,0.0
843c193ffffffff,21.0,0.0,0.0
843c195ffffffff,2.0,0.0,0.0
843c197ffffffff,2.0,0.0,0.0
843c199ffffffff,469.0,0.0,0.0
843c19bffffffff,86.0,0.0,0.0
843c19dffffffff,15.0,4.0,0.0
843c1a1ffffffff,1.0,0.0,0.0
843c1a3ffffffff,6.0,0.0,0.0
843c1a9ffffffff,22.0,0.0,0.0
843c1abffffffff,4.0,0.0,0.0
843c1b1ffffffff,1.0,0.0,0.0
843c1b5ffffffff,158.0,0.0,0.0
843c1b9ffffffff,11.0,0.0,0.0
843c1bbffffffff,5.0,0.0,0.0
843c1bdffffffff,5.0,0.0,0.0
843c1c1ffffffff,1.0,1.0,0.0
843c1c3ffffffff,341.0,0.0,0.0
843c1c7ffffffff,16.0,0.0,0.0
843c1c9ffffffff,17.0,0.0,0.0
843c1d1ffffffff,5.0,0.0,0.0
843c1d3ffffffff,83.0,0.0,0.0
843c1d5ffffffff,3.0,0.0,0.0
843c1d7ffffffff,51.0,0.0,0.0
843c1dbffffffff,10.0,0.0,0.0
843c1e5ffffffff,1.0,0.0,0.0
843c1e9ffffffff,108.0,0.0,0.0
843c303ffffffff,5.0,0.0,0.0
843c305ffffffff,2.0,0.0,0.0
843c307ffffffff,2.0,0.0,0.0
843c315ffffffff,14.0,0.0,0.0
843c329ffffffff,10.0,0.0,0.0
843c32bffffffff,3.0,0.0,0.0
843c331ffffffff,4.0,0.0,0.0
843c333ffffffff,32.0,0.0,0.0
843c335ffffffff,24.0,0.0,0.0
843c337ffffffff,9.0,0.0,0.0
843c33bffffffff,178.0,0.0,0.0
843c33dffffffff,13.0,0.0,0.0
843c345ffffffff,4.0,0.0,0.0
843c361ffffffff,5.0,0.0,0.0
843c367ffffffff,6.0,0.0,0.0
843c369ffffffff,55.0,0.0,0.0
843c36bffffffff,27.0,0.0,0.0
843c521ffffffff,73.0,0.0,0.0
843c523ffffffff,2.0,0.0,0.0
843c525ffffffff,40.0,0.0,0.0
843c527ffffffff,61.0,0.0,0.0
843c52dffffffff,2.0,0.0,0.0
843c533ffffffff,5.0,0.0,0.0
843c537ffffffff,35.0,0.0,0.0
843c581ffffffff,237.0,0.0,0.0
843c583ffffffff,3.0,0.0,0.0
843c585ffffffff,73.0,0.0,0.0
843c587ffffffff,26.0,0.0,0.0
843c589ffffffff,3.0,0.0,0.0
843c58dffffffff,13.0,0.0,0.0
843c5a1ffffffff,719.0,0.0,0.0
843c5a3ffffffff,2.0,0.0,0.0
843c5a9ffffffff,329.0,0.0,0.0
843c5abffffffff,24.0,0.0,0.0
843c5adffffffff,63.0,0.0,0.0
843c5b7ffffffff,28.0,0.0,0.0
843c5bdffffffff,88.0,0.0,0.0
843c5c1ffffffff,20.0,0.0,0.0
843c5c5ffffffff,11.0,0.0,0.0
843c5c7ffffffff,2.0,0.0,0.0
843c5cbffffffff,28.0,0.0,0.0
843c5e1ffffffff,3.0,0.0,0.0
843c5e3ffffffff,44.0,0.0,0.0
843c5e5ffffffff,2.0,0.0,0.0
843c5e7ffffffff,18.0,0.0,0.0
843c5ebffffffff,26.0,0.0,0.0
843c801ffffffff,22.0,0.0,0.0
843c805ffffffff,62.0,0.0,0.0
843c807ffffffff,14.0,0.0,0.0
843c809ffffffff,10.0,0.0,0.0
843c80bffffffff,3.0,0.0,0.0
843c80dffffffff,16.0,0.0,0.0
843c819ffffffff,1.0,0.0,0.0
843c823ffffffff,1.0,0.0,0.0
843c829ffffffff,2.0,0.0,0.0
843c82dffffffff,4.0,0.0,0.0
843c831ffffffff,15.0,0.0,0.0
843c833ffffffff,1.0,0.0,0.0
843c837ffffffff,3.0,0.0,0.0
843c839ffffffff,137.0,0.0,0.0
843c83bffffffff,17.0,0.0,0.0
843c843ffffffff,8.0,0.0,0.0
843c84dffffffff,6.0,0.0,0.0
843c853ffffffff,3.0,0.0,0.0
843c855ffffffff,3.0,0.0,0.0
843c85dffffffff,2.0,0.0,0.0
843c869ffffffff,1.0,0.0,0.0
843c885ffffffff,196.0,0.0,0.0
843c889ffffffff,8.0,0.0,0.0
843c88bffffffff,8.0,0.0,0.0
843c899ffffffff,302.0,8.0,0.0
843c89bffffffff,4.0,0.0,0.0
843c8a9ffffffff,3.0,0.0,0.0
843c8c1ffffffff,25.0,0.0,0.0
843c8c3ffffffff,22.0,0.0,0.0
843c8c5ffffffff,1.0,0.0,0.0
843c8c7ffffffff,81.0,0.0,0.0
843c8c9ffffffff,28.0,0.0,0.0
843c8cbffffffff,111.0,0.0,0.0
843c8d3ffffffff,3.0,0.0,0.0
843c8d5ffffffff,10.0,0.0,0.0
843c8d7ffffffff,47.0,2.0,0.0
843c8d9ffffffff,84.0,0.0,0.0
843c8dbffffffff,122.0,0.0,0.0
843c8ddffffffff,5.0,0.0,0.0
843c8e1ffffffff,10.0,0.0,0.0
843c8e3ffffffff,3.0,0.0,0.0
843c8e5ffffffff,535.0,0.0,0.0
843c8e7ffffffff,24.0,0.0,0.0
843c8edffffffff,183.0,0.0,0.0
843c903ffffffff,7.0,0.0,0.0
843c905ffffffff,13.0,0.0,0.0
843c907ffffffff,3.0,0.0,0.0
843c909ffffffff,107.0,0.0,0.0
843c90bffffffff,8.0,0.0,0.0
843c917ffffffff,3.0,0.0,0.0
843c91dffffffff,2.0,0.0,0.0
843c921ffffffff,12.0,0.0,0.0
843c923ffffffff,5.0,0.0,0.0
843c925ffffffff,15.0,0.0,0.0
843c927ffffffff,9.0,0.0,0.0
843c929ffffffff,76.0,0.0,0.0
843c92bffffffff,11.0,0.0,0.0
843c92dffffffff,110.0,0.0,0.0
843c931ffffffff,130.0,0.0,0.0
843c939ffffffff,4.0,0.0,0.0
843c93bffffffff,40.0,0.0,0.0
843c941ffffffff,2.0,0.0,0.0
843c943ffffffff,161.0,0.0,0.0
843c945ffffffff,38.0,0.0,0.0
843c947ffffffff,51.0,0.0,0.0
843c949ffffffff,4.0,0.0,0.0
843c94bffffffff,8.0,0.0,0.0
843c94dffffffff,5.0,0.0,0.0
843c953ffffffff,7.0,0.0,0.0
843c957ffffffff,1.0,0.0,0.0
843c959ffffffff,43.0,0.0,0.0
843c95bffffffff,8.0,0.0,0.0
843c963ffffffff,3.0,0.0,0.0
843c965ffffffff,2.0,0.0,0.0
843c967ffffffff,105.0,0.0,0.0
843c9c1ffffffff,10.0,0.0,0.0
843c9c3ffffffff,1.0,0.0,0.0
843c9cbffffffff,2.0,0.0,0.0
843c9d9ffffffff,18.0,0.0,0.0
843c9ddffffffff,5.0,0.0,0.0
843c9e9ffffffff,22.0,0.0,0.0
843ca01ffffffff,2.0,0.0,0.0
843ca03ffffffff,4.0,0.0,0.0
843ca05ffffffff,2.0,0.0,0.0
843ca21ffffffff,16.0,0.0,0.0
843ca25ffffffff,139.0,0.0,0.0
843ca2dffffffff,7.0,0.0,0.0
843ca31ffffffff,2.0,0.0,0.0
843ca33ffffffff,18.0,0.0,0.0
843ca3bffffffff,14.0,0.0,0.0
843ca41ffffffff,10.0,0.0,0.0
843ca45ffffffff,39.0,0.0,0.0
843ca47ffffffff,43.0,0.0,0.0
843ca49ffffffff,2.0,0.0,0.0
843ca4dffffffff,1.0,0.0,0.0
843ca51ffffffff,2.0,0.0,0.0
843ca59ffffffff,3.0,0.0,0.0
843ca5bffffffff,4.0,0.0,0.0
843ca5dffffffff,7.0,0.0,0.0
843ca67ffffffff,2.0,0.0,0.0
843ca69ffffffff,10.0,0.0,0.0
843ca6dffffffff,2.0,0.0,0.0
843ca85ffffffff,29.0,0.0,0.0
843ca87ffffffff,91.0,0.0,0.0
843ca8bffffffff,18.0,0.0,0.0
843ca8dffffffff,14.0,0.0,0.0
843ca91ffffffff,16.0,0.0,0.0
843ca93ffffffff,24.0,0.0,0.0
843ca95ffffffff,13.0,0.0,0.0
843ca97ffffffff,239.0,0.0,0.0
843ca9dffffffff,29.0,0.0,0.0
843cab1ffffffff,90.0,0.0,0.0
843cab3ffffffff,2.0,0.0,0.0
843cab7ffffffff,36.0,0.0,0.0
843cab9ffffffff,49.0,0.0,0.0
843cabbffffffff,16.0,0.0,0.0
843cabdffffffff,23.0,0.0,0.0
843cac3ffffffff,16.0,0.0,0.0
843cacbffffffff,2.0,0.0,0.0
843cad3ffffffff,5.0,0.0,0.0
843cadbffffffff,2.0,0.0,0.0
843caddffffffff,18.0,0.0,0.0
843cae3ffffffff,5.0,0.0,0.0
843cb01ffffffff,8.0,0.0,0.0
843cb03ffffffff,58.0,0.0,0.0
843cb07ffffffff,15.0,0.0,0.0
843cb09ffffffff,10.0,0.0,0.0
843cb0bffffffff,26.0,0.0,0.0
843cb0dffffffff,2.0,0.0,0.0
843cb11ffffffff,133.0,0.0,0.0
843cb13ffffffff,79.0,0.0,0.0
843cb15ffffffff,188.0,0.0,0.0
843cb17ffffffff,8.0,0.0,0.0
843cb19ffffffff,40.0,0.0,0.0
843cb1bffffffff,2.0,0.0,0.0
843cb1dffffffff,2559.0,0.0,0.0
843cb23ffffffff,12.0,0.0,0.0
843cb29ffffffff,2.0,0.0,0.0
843cb2bffffffff,2.0,0.0,0.0
843cb33ffffffff,5.0,0.0,0.0
843cb35ffffffff,25.0,0.0,0.0
843cb39ffffffff,134.0,0.0,0.0
843cb3bffffffff,19.0,0.0,0.0
843cb3dffffffff,6.0,0.0,0.0
843cb41ffffffff,57.0,0.0,0.0
843cb45ffffffff,131.0,0.0,0.0
843cb47ffffffff,94.0,0.0,0.0
843cb49ffffffff,8.0,0.0,0.0
843cb4bffffffff,89.0,0.0,0.0
843cb4dffffffff,207.0,0.0,0.0
843cb51ffffffff,49.0,0.0,0.0
843cb53ffffffff,3.0,0.0,0.0
843cb55ffffffff,14.0,0.0,0.0
843cb59ffffffff,76.0,0.0,0.0
843cb5bffffffff,3.0,0.0,0.0
843cb5dffffffff,1227.0,0.0,0.0
843cb61ffffffff,11.0,0.0,0.0
843cb65ffffffff,136.0,0.0,0.0
843cb67ffffffff,1.0,0.0,0.0
843cb69ffffffff,73.0,0.0,0.0
843cb6bffffffff,76.0,0.0,0.0
843cb6dffffffff,98.0,0.0,0.0
843cc03ffffffff,7.0,0.0,0.0
843cc05ffffffff,1.0,0.0,0.0
843cc07ffffffff,14.0,0.0,0.0
843cc09ffffffff,1.0,0.0,0.0
843cc0bffffffff,31.0,0.0,0.0
843cc0dffffffff,15.0,0.0,0.0
843cc1dffffffff,8.0,0.0,0.0
843cc21ffffffff,37.0,0.0,0.0
843cc27ffffffff,2.0,0.0,0.0
843cc29ffffffff,55.0,0.0,0.0
843cc2bffffffff,2.0,0.0,0.0
843cc2dffffffff,15.0,0.0,0.0
843cc39ffffffff,6.0,0.0,0.0
843cc41ffffffff,66.0,0.0,0.0
843cc43ffffffff,82.0,0.0,0.0
843cc45ffffffff,513.0,0.0,0.0
843cc47ffffffff,69.0,0.0,0.0
843cc49ffffffff,7.0,0.0,0.0
843cc4bffffffff,58.0,0.0,0.0
843cc4dffffffff,2.0,0.0,0.0
843cc51ffffffff,14.0,0.0,0.0
843cc55ffffffff,32.0,0.0,0.0
843cc5bffffffff,108.0,0.0,0.0
843cc5dffffffff,69.0,0.0,0.0
843cc61ffffffff,14.0,0.0,0.0
843cc63ffffffff,3.0,0.0,0.0
843cc65ffffffff,8.0,0.0,0.0
843cc67ffffffff,15.0,0.0,0.0
843cc6bffffffff,393.0,0.0,0.0
843cc6dffffffff,4.0,0.0,0.0
843cc83ffffffff,5.0,0.0,0.0
843cc9dffffffff,2.0,0.0,0.0
843cca1ffffffff,8.0,0.0,0.0
843ccb5ffffffff,16.0,3.0,0.0
843ccb7ffffffff,7.0,0.0,0.0
843ccbdffffffff,4.0,0.0,0.0
843ccc9ffffffff,19.0,0.0,0.0
843ccd3ffffffff,7.0,0.0,0.0
843cd13ffffffff,38.0,0.0,0.0
843cd1bffffffff,35.0,0.0,0.0
843cd43ffffffff,3.0,0.0,0.0
843cd49ffffffff,3.0,0.0,0.0
843cd4bffffffff,50.0,0.0,0.0
843cd51ffffffff,9.0,0.0,0.0
843cd53ffffffff,9.0,0.0,0.0
843cd55ffffffff,1.0,0.0,0.0
843cd59ffffffff,4.0,0.0,0.0
843cd5bffffffff,32.0,0.0,0.0
843cd8bffffffff,2.0,2.0,0.0
843cd91ffffffff,5.0,0.0,0.0
843cd97ffffffff,1.0,1.0,0.0
843cd9bffffffff,4.0,0.0,0.0
843cd9dffffffff,8.0,0.0,0.0
843cdb1ffffffff,6.0,0.0,0.0
843cdc1ffffffff,1.0,0.0,0.0
843cdc5ffffffff,5.0,0.0,0.0
843cdc9ffffffff,3.0,0.0,0.0
843cdcdffffffff,6.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0
843cde9ffffffff,3.0,0.0,0.0
843ce01ffffffff,14.0,0.0,0.0
843ce03ffffffff,68.0,0.0,0.0
843ce05ffffffff,2.0,0.0,0.0
843ce09ffffffff,75.0,0.0,0.0
843ce0bffffffff,21.0,0.0,0.0
843ce0dffffffff,2.0,0.0,0.0
843ce11ffffffff,135.0,0.0,0.0
843ce13ffffffff,22.0,0.0,0.0
843ce15ffffffff,1533.0,0.0,0.0
843ce17ffffffff,10.0,0.0,0.0
843ce19ffffffff,61.0,0.0,0.0
843ce1bffffffff,60.0,0.0,0.0
843ce1dffffffff,129.0,0.0,0.0
843ce29ffffffff,32.0,0.0,0.0
843ce2bffffffff,42.0,0.0,0.0
843ce2dffffffff,31.0,0.0,0.0
843ce31ffffffff,5.0,0.0,0.0
843ce33ffffffff,2.0,0.0,0.0
843ce35ffffffff,6.0,0.0,0.0
843ce37ffffffff,8.0,0.0,0.0
843ce3bffffffff,141.0,0.0,0.0
843ce3dffffffff,9.0,0.0,0.0
843ce41ffffffff,16.0,0.0,0.0
843ce43ffffffff,65.0,7.0,0.0
843ce45ffffffff,32.0,0.0,0.0
843ce47ffffffff,61.0,0.0,0.0
843ce4bffffffff,81.0,1.0,0.0
843ce4dffffffff,188.0,0.0,0.0
843ce51ffffffff,95.0,3.0,0.0
843ce53ffffffff,21.0,0.0,0.0
843ce55ffffffff,312.0,1.0,0.0
843ce57ffffffff,354.0,1.0,0.0
843ce59ffffffff,37.0,0.0,0.0
843ce5bffffffff,148.0,2.0,0.0
843ce5dffffffff,226.0,37.0,0.0
843ce61ffffffff,4.0,0.0,0.0
843ce81ffffffff,7.0,0.0,0.0
843ce83ffffffff,8.0,0.0,0.0
843ce87ffffffff,4.0,0.0,0.0
843ce89ffffffff,13.0,0.0,0.0
843ce8bffffffff,6.0,0.0,0.0
843ce8dffffffff,10.0,0.0,0.0
843ce95ffffffff,6.0,0.0,0.0
843ce97ffffffff,3.0,0.0,0.0
843cea1ffffffff,104.0,0.0,0.0
843cea3ffffffff,5.0,0.0,0.0
843cea5ffffffff,8.0,0.0,0.0
843cea7ffffffff,55.0,0.0,0.0
843cea9ffffffff,2.0,0.0,0.0
843ceabffffffff,3.0,0.0,0.0
843cebdffffffff,5.0,0.0,0.0
843cec1ffffffff,904.0,0.0,0.0
843cec3ffffffff,290.0,0.0,0.0
843cec5ffffffff,9.0,0.0,0.0
843cec9ffffffff,375.0,0.0,0.0
843cecbffffffff,6.0,0.0,0.0
843cecdffffffff,274.0,0.0,0.0
843ced1ffffffff,52.0,0.0,0.0
843ced3ffffffff,6.0,0.0,0.0
843ced5ffffffff,50.0,0.0,0.0
843ced9ffffffff,27.0,0.0,0.0
843cedbffffffff,5.0,0.0,0.0
843ceddffffffff,33.0,0.0,0.0
843cee1ffffffff,2.0,0.0,0.0
843cee7ffffffff,2.0,0.0,0.0
843ceebffffffff,1.0,0.0,0.0
843ceedffffffff,3.0,0.0,0.0
843cf01ffffffff,3.0,0.0,0.0
843cf03ffffffff,2.0,0.0,0.0
843cf05ffffffff,191.0,1.0,0.0
843cf07ffffffff,1.0,0.0,0.0
843cf09ffffffff,1.0,0.0,0.0
843cf0bffffffff,78.0,0.0,0.0
843cf0dffffffff,45.0,0.0,0.0
843cf11ffffffff,1924.0,0.0,0.0
843cf13ffffffff,101.0,0.0,0.0
843cf15ffffffff,6.0,0.0,0.0
843cf17ffffffff,190.0,0.0,0.0
843cf19ffffffff,3.0,0.0,0.0
843cf1bffffffff,19.0,0.0,0.0
843cf21ffffffff,69.0,0.0,0.0
843cf25ffffffff,16.0,0.0,0.0
843cf27ffffffff,525.0,21.0,0.0
843cf29ffffffff,901.0,4.0,0.0
843cf2bffffffff,4.0,0.0,0.0
843cf2dffffffff,3373.0,41.0,0.0
843cf31ffffffff,2.0,0.0,0.0
843cf33ffffffff,35.0,0.0,0.0
843cf35ffffffff,149.0,0.0,0.0
843cf39ffffffff,6.0,0.0,0.0
843cf3bffffffff,6.0,0.0,0.0
843cf3dffffffff,19.0,0.0,0.0
843cf41ffffffff,26.0,0.0,0.0
843cf43ffffffff,157.0,0.0,0.0
843cf45ffffffff,1.0,0.0,0.0
843cf47ffffffff,79.0,0.0,0.0
843cf49ffffffff,14.0,0.0,0.0
843cf4bffffffff,28.0,0.0,0.0
843cf51ffffffff,9.0,0.0,0.0
843cf59ffffffff,2.0,0.0,0.0
843cf5bffffffff,2.0,0.0,0.0
843cf61ffffffff,98.0,0.0,0.0
843cf63ffffffff,6.0,0.0,0.0
843cf65ffffffff,10.0,0.0,0.0
843cf67ffffffff,75.0,0.0,0.0
843cf69ffffffff,63.0,0.0,0.0
843cf6bffffffff,29.0,0.0,0.0
843cf6dffffffff,16.0,0.0,0.0
843d101ffffffff,58.0,0.0,0.0
843d103ffffffff,41.0,0.0,0.0
843d105ffffffff,2.0,0.0,0.0
843d107ffffffff,2307.0,0.0,0.0
843d109ffffffff,65.0,0.0,0.0
843d10bffffffff,6.0,0.0,0.0
843d10dffffffff,217.0,0.0,0.0
843d115ffffffff,11.0,0.0,0.0
843d117ffffffff,10.0,0.0,0.0
843d11dffffffff,2.0,0.0,0.0
843d123ffffffff,3.0,0.0,0.0
843d129ffffffff,4.0,0.0,0.0
843d12bffffffff,1.0,0.0,0.0
843d131ffffffff,86.0,0.0,0.0
843d133ffffffff,23.0,0.0,0.0
843d135ffffffff,580.0,0.0,0.0
843d137ffffffff,394.0,0.0,0.0
843d139ffffffff,4058.0,0.0,0.0
843d13bffffffff,11.0,0.0,0.0
843d13dffffffff,540.0,0.0,0.0
843d141ffffffff,22.0,0.0,0.0
843d143ffffffff,13.0,0.0,0.0
843d145ffffffff,9.0,0.0,0.0
843d147ffffffff,295.0,0.0,0.0
843d149ffffffff,20.0,0.0,0.0
843d14bffffffff,12.0,0.0,0.0
843d14dffffffff,7.0,0.0,0.0
843d155ffffffff,3.0,0.0,0.0
843d157ffffffff,2.0,0.0,0.0
843d159ffffffff,2.0,0.0,0.0
843d15dffffffff,35.0,0.0,0.0
843d161ffffffff,6.0,0.0,0.0
843d165ffffffff,4.0,0.0,0.0
843d167ffffffff,11.0,0.0,0.0
843d169ffffffff,2.0,0.0,0.0
843d16bffffffff,53.0,0.0,0.0
843d1a1ffffffff,2.0,0.0,0.0
843d1a7ffffffff,2.0,0.0,0.0
843d1a9ffffffff,8.0,0.0,0.0
843d1adffffffff,8.0,0.0,0.0
843d1e5ffffffff,6.0,0.0,0.0
843d1e7ffffffff,9.0,0.0,0.0
843d1e9ffffffff,2.0,0.0,0.0
843d1edffffffff,95.0,0.0,0.0
843d301ffffffff,4.0,0.0,0.0
843d305ffffffff,37.0,0.0,0.0
843d307ffffffff,23.0,0.0,0.0
843d30dffffffff,16.0,0.0,0.0
843d321ffffffff,6.0,0.0,0.0
843d323ffffffff,109.0,0.0,0.0
843d325ffffffff,19.0,0.0,0.0
843d327ffffffff,6.0,0.0,0.0
843d32bffffffff,7.0,0.0,0.0
843d333ffffffff,2.0,0.0,0.0
843d335ffffffff,70.0,0.0,0.0
843d337ffffffff,11.0,0.0,0.0
843d339ffffffff,2.0,0.0,0.0
843d33dffffffff,20.0,0.0,0.0
843d341ffffffff,1.0,0.0,0.0
843d345ffffffff,8.0,0.0,0.0
843d34bffffffff,6.0,0.0,0.0
843d34dffffffff,6.0,0.0,0.0
843d355ffffffff,1.0,0.0,0.0
843d35dffffffff,1.0,0.0,0.0
843d361ffffffff,2.0,0.0,0.0
843d363ffffffff,242.0,0.0,0.0
843d36bffffffff,57.0,0.0,0.0
843d805ffffffff,13.0,0.0,0.0
843d807ffffffff,1.0,0.0,0.0
843d809ffffffff,3.0,0.0,0.0
843d80bffffffff,8.0,0.0,0.0
843d80dffffffff,85.0,0.0,0.0
843d817ffffffff,10.0,0.0,0.0
843d823ffffffff,3.0,0.0,0.0
843d839ffffffff,24.0,0.0,0.0
843d83bffffffff,4.0,0.0,0.0
843d83dffffffff,2.0,0.0,0.0
843d845ffffffff,264.0,0.0,0.0
843d847ffffffff,105.0,0.0,0.0
843d851ffffffff,32.0,0.0,0.0
843d853ffffffff,124.0,0.0,0.0
843d855ffffffff,5.0,0.0,0.0
843d859ffffffff,112.0,0.0,0.0
843d85bffffffff,33.0,0.0,0.0
843d85dffffffff,3.0,0.0,0.0
843d861ffffffff,2.0,0.0,0.0
843d863ffffffff,38.0,0.0,0.0
843d865ffffffff,2.0,0.0,0.0
843d86bffffffff,158.0,0.0,0.0
843d86dffffffff,2.0,0.0,0.0
843d883ffffffff,6.0,0.0,0.0
843d891ffffffff,3.0,0.0,0.0
843d895ffffffff,1.0,0.0,0.0
843d899ffffffff,7.0,0.0,0.0
843d8a3ffffffff,2.0,0.0,0.0
843d8a5ffffffff,4.0,0.0,0.0
843d8adffffffff,3.0,0.0,0.0
843d8b1ffffffff,396.0,0.0,0.0
843d8b5ffffffff,2.0,0.0,0.0
843d8b7ffffffff,4.0,0.0,0.0
843d8b9ffffffff,35.0,0.0,0.0
843d8bdffffffff,8.0,0.0,0.0
843d8c1ffffffff,112.0,0.0,0.0
843d8c3ffffffff,54.0,0.0,0.0
843d8c7ffffffff,2.0,0.0,0.0
843d8c9ffffffff,2.0,0.0,0.0
843d8d1ffffffff,10.0,0.0,0.0
843d8d5ffffffff,327.0,0.0,0.0
843d8dbffffffff,2.0,0.0,0.0
843d8ddffffffff,258.0,0.0,0.0
843d8e5ffffffff,1.0,0.0,0.0
843d903ffffffff,1.0,0.0,0.0
843d907ffffffff,40.0,0.0,0.0
843d90dffffffff,14.0,0.0,0.0
843d911ffffffff,5.0,0.0,0.0
843d915ffffffff,284.0,0.0,0.0
843d917ffffffff,3.0,0.0,0.0
843d921ffffffff,4.0,0.0,0.0
843d923ffffffff,4.0,0.0,0.0
843d927ffffffff,6.0,0.0,0.0
843d929ffffffff,369.0,0.0,0.0
843d92bffffffff,8.0,0.0,0.0
843d92dffffffff,57.0,0.0,0.0
843d931ffffffff,5.0,0.0,0.0
843d933ffffffff,37.0,0.0,0.0
843d939ffffffff,14.0,0.0,0.0
843d93bffffffff,148.0,0.0,0.0
843d93dffffffff,106.0,0.0,0.0
843d949ffffffff,2.0,0.0,0.0
843d957ffffffff,2.0,0.0,0.0
843d959ffffffff,2.0,0.0,0.0
843d95bffffffff,2.0,0.0,0.0
843d963ffffffff,177.0,0.0,0.0
843d967ffffffff,563.0,0.0,0.0
843d96bffffffff,27.0,0.0,0.0
843d981ffffffff,10.0,0.0,0.0
843d983ffffffff,45.0,0.0,0.0
843d985ffffffff,11.0,0.0,0.0
843d987ffffffff,126.0,0.0,0.0
843d98bffffffff,3.0,0.0,0.0
843d98dffffffff,121.0,0.0,0.0
843d991ffffffff,2.0,0.0,0.0
843d993ffffffff,343.0,0.0,0.0
843d997ffffffff,34.0,0.0,0.0
843d99dffffffff,3.0,0.0,0.0
843d9a3ffffffff,4.0,0.0,0.0
843d9a5ffffffff,4.0,0.0,0.0
843d9a7ffffffff,112.0,0.0,0.0
843d9a9ffffffff,2.0,0.0,0.0
843d9abffffffff,34.0,0.0,0.0
843d9adffffffff,49.0,0.0,0.0
843d9b1ffffffff,29.0,0.0,0.0
843d9b5ffffffff,13.0,0.0,0.0
843d9b7ffffffff,1335.0,0.0,0.0
843d9b9ffffffff,300.0,0.0,0.0
843d9bbffffffff,5.0,0.0,0.0
843d9bdffffffff,10.0,0.0,0.0
843d9c7ffffffff,4.0,0.0,0.0
843d9c9ffffffff,4.0,0.0,0.0
843d9d1ffffffff,419.0,0.0,0.0
843d9d3ffffffff,329.0,0.0,0.0
843d9d5ffffffff,9.0,0.0,0.0
843d9d7ffffffff,4.0,0.0,0.0
843d9dbffffffff,514.0,0.0,0.0
843d9e3ffffffff,8.0,0.0,0.0
843d9e5ffffffff,1328.0,0.0,0.0
