cell_id,Haemorhous mexicanus,Haemorhous mexicanus [mexicanus Group],Haemorhous mexicanus mcgregori
82278ffffffffff,574.0,0.0,0.0
822797fffffffff,3746.0,0.0,0.0
82279ffffffffff,1801.0,0.0,0.0
8227a7fffffffff,1093.0,0.0,0.0
8227affffffffff,1297.0,0.0,0.0
8227b7fffffffff,225.0,0.0,0.0
822807fffffffff,11701.0,0.0,0.0
822817fffffffff,9235.0,22.0,0.0
82281ffffffffff,15733.0,329.0,0.0
822837fffffffff,207582.0,2358.0,0.0
822887fffffffff,17780.0,0.0,0.0
82288ffffffffff,23954.0,0.0,0.0
822897fffffffff,4512.0,0.0,0.0
82289ffffffffff,5827.0,12.0,0.0
8228a7fffffffff,842.0,42.0,0.0
8228affffffffff,8172.0,23.0,0.0
8228b7fffffffff,6930.0,0.0,0.0
8228c7fffffffff,3228.0,0.0,0.0
8228cffffffffff,2.0,0.0,0.0
8228d7fffffffff,81339.0,0.0,0.0
8228dffffffffff,28869.0,0.0,0.0
8228f7fffffffff,50095.0,23.0,0.0
822917fffffffff,22976.0,0.0,0.0
82291ffffffffff,8202.0,0.0,0.0
822987fffffffff,10919.0,0.0,0.0
82298ffffffffff,10050.0,0.0,0.0
822997fffffffff,8746.0,0.0,0.0
82299ffffffffff,435.0,0.0,0.0
8229a7fffffffff,227217.0,4.0,0.0
8229affffffffff,50199.0,33.0,0.0
8229b7fffffffff,25902.0,274.0,0.0
822a07fffffffff,2503.0,0.0,0.0
822a17fffffffff,121006.0,48.0,0.0
822a37fffffffff,109602.0,0.0,0.0
822a87fffffffff,21353.0,66.0,0.0
822a8ffffffffff,49227.0,192.0,0.0
822a97fffffffff,40323.0,0.0,0.0
822a9ffffffffff,8047.0,18.0,0.0
822aa7fffffffff,36423.0,24.0,0.0
822aaffffffffff,145417.0,1925.0,0.0
822ab7fffffffff,52696.0,48.0,0.0
822ad7fffffffff,12081.0,35.0,0.0
822af7fffffffff,17588.0,0.0,0.0
822b07fffffffff,328.0,0.0,0.0
822b0ffffffffff,21.0,0.0,0.0
822b17fffffffff,130.0,0.0,0.0
822b1ffffffffff,3241.0,0.0,0.0
822b87fffffffff,12293.0,553.0,0.0
822b8ffffffffff,26039.0,30.0,0.0
822b9ffffffffff,41702.0,295.0,0.0
822ba7fffffffff,7.0,0.0,0.0
822baffffffffff,43191.0,2.0,0.0
823957fffffffff,20.0,0.0,0.0
824417fffffffff,1801.0,0.0,0.0
82441ffffffffff,6996.0,135.0,0.0
824447fffffffff,7305.0,0.0,0.0
82444ffffffffff,1822.0,0.0,0.0
824457fffffffff,10756.0,0.0,0.0
82445ffffffffff,3532.0,0.0,0.0
824467fffffffff,11.0,0.0,0.0
82446ffffffffff,8020.0,0.0,0.0
824477fffffffff,80.0,0.0,0.0
8244a7fffffffff,608.0,8.0,0.0
8244affffffffff,2708.0,41.0,0.0
8244c7fffffffff,22760.0,0.0,0.0
8244cffffffffff,19365.0,7.0,0.0
8244d7fffffffff,19862.0,0.0,0.0
8244dffffffffff,27183.0,722.0,0.0
8244e7fffffffff,6091.0,37.0,0.0
8244effffffffff,3448.0,43.0,0.0
8244f7fffffffff,13477.0,0.0,0.0
82464ffffffffff,9015.0,0.0,0.0
824807fffffffff,857.0,1.0,0.0
82480ffffffffff,2431.0,3.0,0.0
824817fffffffff,1063.0,0.0,0.0
82481ffffffffff,319.0,0.0,0.0
824827fffffffff,948.0,11.0,0.0
82482ffffffffff,1914.0,18.0,0.0
824837fffffffff,1100.0,20.0,0.0
824847fffffffff,529.0,0.0,0.0
82484ffffffffff,609.0,4.0,0.0
824857fffffffff,1523.0,0.0,0.0
82485ffffffffff,9657.0,6.0,0.0
82486ffffffffff,52.0,0.0,0.0
824877fffffffff,875.0,0.0,0.0
824887fffffffff,5032.0,0.0,0.0
82488ffffffffff,9278.0,0.0,0.0
824897fffffffff,423.0,0.0,0.0
82489ffffffffff,44721.0,46.0,0.0
8248a7fffffffff,2029.0,0.0,0.0
8248affffffffff,4129.0,0.0,0.0
8248b7fffffffff,1791.0,0.0,0.0
8248c7fffffffff,35007.0,1193.0,0.0
8248cffffffffff,10668.0,293.0,0.0
8248d7fffffffff,4781.0,0.0,0.0
8248dffffffffff,53630.0,0.0,0.0
8248e7fffffffff,1226.0,12.0,0.0
8248effffffffff,171778.0,998.0,0.0
8248f7fffffffff,7229.0,66.0,0.0
824987fffffffff,5004.0,11.0,0.0
82498ffffffffff,653.0,0.0,0.0
824997fffffffff,17350.0,1100.0,0.0
82499ffffffffff,279.0,0.0,0.0
8249affffffffff,3428.0,0.0,0.0
8249b7fffffffff,1893.0,12.0,0.0
825d17fffffffff,10335.0,0.0,0.0
826d17fffffffff,1.0,0.0,0.0
826d27fffffffff,413.0,129.0,0.0
826d2ffffffffff,7.0,0.0,0.0
826d37fffffffff,5179.0,600.0,0.0
