cell_id,Cercotrichas leucophrys,Cercotrichas leucophrys [leucoptera Group],Cercotrichas leucophrys [leucophrys Group]
847a413ffffffff,203.0,0.0,0.0
847a415ffffffff,4.0,0.0,0.0
847a41bffffffff,25.0,0.0,0.0
847a41dffffffff,106.0,0.0,0.0
847a44bffffffff,2.0,0.0,0.0
847a453ffffffff,2.0,0.0,0.0
847a457ffffffff,2.0,0.0,0.0
847a459ffffffff,18.0,0.0,0.0
847a45dffffffff,8.0,0.0,0.0
847a46dffffffff,10.0,0.0,0.0
847a481ffffffff,36.0,0.0,0.0
847a485ffffffff,4.0,0.0,0.0
847a489ffffffff,30.0,0.0,0.0
847a4c1ffffffff,2.0,0.0,0.0
847a4c3ffffffff,2.0,0.0,0.0
847a4c5ffffffff,2.0,0.0,0.0
847a4cbffffffff,19.0,0.0,0.0
847a4cdffffffff,9.0,0.0,0.0
847a4d1ffffffff,49.0,0.0,0.0
847a4d5ffffffff,2.0,0.0,0.0
847a4d9ffffffff,8.0,0.0,0.0
847a4dbffffffff,19.0,0.0,0.0
847a4ddffffffff,8.0,0.0,0.0
847a4e9ffffffff,1.0,0.0,0.0
847a509ffffffff,2.0,0.0,0.0
847a533ffffffff,4.0,0.0,0.0
847a537ffffffff,2.0,0.0,0.0
847a5a5ffffffff,22.0,9.0,0.0
847a5adffffffff,6.0,0.0,0.0
847a5c1ffffffff,1.0,0.0,0.0
847a5c5ffffffff,1.0,0.0,0.0
847a5d5ffffffff,1.0,0.0,0.0
847a5e1ffffffff,1.0,0.0,0.0
847a5e3ffffffff,2.0,0.0,0.0
847a601ffffffff,9.0,0.0,0.0
847a603ffffffff,6.0,0.0,0.0
847a609ffffffff,189.0,0.0,0.0
847a60bffffffff,40.0,0.0,0.0
847a611ffffffff,47.0,0.0,0.0
847a613ffffffff,4.0,0.0,0.0
847a615ffffffff,14.0,0.0,0.0
847a617ffffffff,3.0,0.0,0.0
847a619ffffffff,21.0,0.0,0.0
847a61bffffffff,12.0,0.0,0.0
847a61dffffffff,94.0,0.0,0.0
847a633ffffffff,2.0,0.0,0.0
847a637ffffffff,4.0,0.0,0.0
847a639ffffffff,2.0,0.0,0.0
847a63bffffffff,8.0,0.0,0.0
847a63dffffffff,2.0,0.0,0.0
847a641ffffffff,57.0,0.0,0.0
847a643ffffffff,11.0,0.0,0.0
847a645ffffffff,2.0,0.0,0.0
847a647ffffffff,15.0,0.0,0.0
847a651ffffffff,10.0,0.0,2.0
847a653ffffffff,8.0,0.0,0.0
847a655ffffffff,7.0,0.0,0.0
847a657ffffffff,86.0,0.0,0.0
847a659ffffffff,77.0,0.0,9.0
847a65bffffffff,21.0,0.0,0.0
847a65dffffffff,4.0,0.0,0.0
847a669ffffffff,5.0,0.0,0.0
847a681ffffffff,55.0,0.0,0.0
847a683ffffffff,75.0,0.0,0.0
847a685ffffffff,4.0,0.0,0.0
847a689ffffffff,9.0,0.0,0.0
847a68bffffffff,22.0,0.0,0.0
847a691ffffffff,2.0,0.0,0.0
847a697ffffffff,5.0,0.0,0.0
847a69bffffffff,3.0,0.0,0.0
847a69dffffffff,1.0,0.0,0.0
847a6a1ffffffff,6.0,0.0,0.0
847a6a5ffffffff,2.0,0.0,0.0
847a6adffffffff,9.0,0.0,0.0
847a6b3ffffffff,2.0,0.0,0.0
847a6b5ffffffff,9.0,0.0,0.0
847a6b7ffffffff,1.0,0.0,0.0
847a6c1ffffffff,1.0,0.0,0.0
847a6c5ffffffff,6.0,0.0,0.0
847a6c7ffffffff,5.0,0.0,0.0
847a6c9ffffffff,5.0,0.0,0.0
847a6d1ffffffff,162.0,0.0,3.0
847a6d3ffffffff,2.0,0.0,0.0
847a6d5ffffffff,2.0,0.0,0.0
847a6d7ffffffff,4.0,0.0,0.0
847a6d9ffffffff,11.0,0.0,0.0
847a6dbffffffff,21.0,0.0,2.0
847a6e1ffffffff,103.0,0.0,0.0
847a6e5ffffffff,302.0,0.0,0.0
847a6e7ffffffff,7.0,0.0,0.0
847a6e9ffffffff,8.0,0.0,0.0
847a6ebffffffff,24.0,0.0,0.0
847a6edffffffff,28.0,0.0,0.0
847a715ffffffff,2.0,0.0,0.0
847a73bffffffff,6.0,0.0,0.0
847ac15ffffffff,2.0,2.0,0.0
847ac81ffffffff,10.0,4.0,0.0
847ac8bffffffff,2.0,2.0,0.0
847aca5ffffffff,2.0,0.0,0.0
847accdffffffff,1.0,0.0,0.0
847acd3ffffffff,1.0,1.0,0.0
847ad91ffffffff,21.0,2.0,0.0
847ad93ffffffff,19.0,11.0,0.0
847ad97ffffffff,11.0,6.0,0.0
847ad99ffffffff,99.0,45.0,0.0
847adb1ffffffff,2.0,0.0,0.0
847ae81ffffffff,25.0,8.0,0.0
847ae85ffffffff,14.0,5.0,0.0
847ae87ffffffff,10.0,2.0,0.0
847ae8bffffffff,6.0,2.0,0.0
847ae91ffffffff,5.0,0.0,0.0
847ae95ffffffff,2.0,0.0,0.0
847ae99ffffffff,41.0,28.0,0.0
847ae9bffffffff,29.0,13.0,0.0
847ae9dffffffff,9.0,4.0,0.0
847aea7ffffffff,4.0,0.0,0.0
847aeabffffffff,5.0,1.0,0.0
847aed1ffffffff,5.0,5.0,0.0
847aed3ffffffff,16.0,15.0,0.0
847aed7ffffffff,2.0,0.0,0.0
847aed9ffffffff,3.0,0.0,0.0
847aedbffffffff,1.0,0.0,0.0
847aee3ffffffff,2.0,2.0,0.0
847b481ffffffff,2.0,0.0,0.0
847b489ffffffff,5.0,0.0,0.0
847b4b1ffffffff,4.0,0.0,0.0
847b4b3ffffffff,4.0,0.0,1.0
847b4b7ffffffff,5.0,0.0,0.0
847b4b9ffffffff,1.0,0.0,0.0
847b4cbffffffff,7.0,0.0,0.0
847b595ffffffff,2.0,0.0,0.0
847b59bffffffff,12.0,0.0,0.0
847b5b3ffffffff,2.0,0.0,0.0
847b689ffffffff,1.0,0.0,0.0
847b6bbffffffff,6.0,0.0,0.0
8482a09ffffffff,4.0,0.0,0.0
8482a55ffffffff,1.0,0.0,0.0
848304dffffffff,5.0,0.0,5.0
8483117ffffffff,5.0,0.0,0.0
8483125ffffffff,5.0,0.0,0.0
84831e5ffffffff,3.0,0.0,0.0
84831e9ffffffff,2.0,0.0,0.0
84831ebffffffff,5.0,0.0,1.0
848320dffffffff,10.0,0.0,1.0
8483263ffffffff,9.0,0.0,1.0
8483313ffffffff,2.0,0.0,0.0
848333dffffffff,7.0,0.0,0.0
8483861ffffffff,1.0,0.0,0.0
84838ebffffffff,1.0,0.0,0.0
8483981ffffffff,7.0,0.0,0.0
8483983ffffffff,10.0,0.0,0.0
8483acdffffffff,2.0,0.0,0.0
8496003ffffffff,1.0,0.0,0.0
8496009ffffffff,15.0,0.0,4.0
849600bffffffff,2.0,0.0,2.0
8496015ffffffff,9.0,0.0,0.0
849602dffffffff,3.0,0.0,0.0
8496039ffffffff,3.0,0.0,0.0
849603bffffffff,4.0,0.0,0.0
8496047ffffffff,10.0,0.0,2.0
8496051ffffffff,2.0,0.0,0.0
8496065ffffffff,3.0,0.0,3.0
8496089ffffffff,1.0,0.0,0.0
8496093ffffffff,1.0,0.0,0.0
8496097ffffffff,2.0,0.0,1.0
84960b1ffffffff,13.0,0.0,0.0
84960b5ffffffff,13.0,0.0,2.0
84960b7ffffffff,1.0,0.0,0.0
84960bbffffffff,4.0,0.0,0.0
84960edffffffff,3.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0
849615dffffffff,14.0,0.0,6.0
8496201ffffffff,10.0,0.0,0.0
8496203ffffffff,2.0,0.0,0.0
8496207ffffffff,4.0,0.0,0.0
8496213ffffffff,3.0,0.0,0.0
8496215ffffffff,5.0,0.0,0.0
8496217ffffffff,5.0,0.0,0.0
8496219ffffffff,6.0,0.0,0.0
849621dffffffff,2.0,0.0,2.0
8496233ffffffff,14.0,0.0,2.0
8496239ffffffff,1.0,0.0,0.0
849623bffffffff,23.0,0.0,2.0
8496261ffffffff,2.0,0.0,0.0
8496263ffffffff,20.0,0.0,0.0
849626dffffffff,1.0,0.0,0.0
8496283ffffffff,13.0,0.0,0.0
8496287ffffffff,4.0,0.0,2.0
849628bffffffff,11.0,0.0,0.0
84962b9ffffffff,16.0,0.0,2.0
84962c5ffffffff,4.0,0.0,0.0
84962c9ffffffff,31.0,0.0,6.0
84962d7ffffffff,9.0,0.0,2.0
84962e5ffffffff,14.0,0.0,4.0
84962ebffffffff,1.0,0.0,0.0
84962edffffffff,3.0,0.0,1.0
8496331ffffffff,2.0,0.0,0.0
8496365ffffffff,2.0,0.0,0.0
8496545ffffffff,1.0,0.0,0.0
8496569ffffffff,4.0,0.0,2.0
849656bffffffff,1.0,0.0,0.0
8496605ffffffff,1.0,0.0,0.0
8496663ffffffff,1.0,0.0,0.0
8496703ffffffff,8.0,0.0,0.0
8496707ffffffff,1.0,0.0,0.0
8496727ffffffff,2.0,0.0,0.0
8496753ffffffff,2.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0
8496905ffffffff,4.0,0.0,0.0
8496907ffffffff,89.0,0.0,2.0
8496909ffffffff,1.0,0.0,0.0
849691dffffffff,2.0,0.0,0.0
8496921ffffffff,33.0,0.0,0.0
8496923ffffffff,1.0,0.0,0.0
8496925ffffffff,214.0,0.0,29.0
8496927ffffffff,6.0,0.0,0.0
849692bffffffff,64.0,0.0,3.0
849692dffffffff,79.0,0.0,2.0
8496931ffffffff,13.0,0.0,0.0
8496933ffffffff,12.0,0.0,4.0
8496935ffffffff,28.0,0.0,1.0
8496937ffffffff,58.0,0.0,6.0
849693bffffffff,3.0,0.0,0.0
849693dffffffff,70.0,0.0,3.0
8496947ffffffff,2.0,0.0,0.0
84969a5ffffffff,4.0,0.0,0.0
84969adffffffff,2.0,0.0,0.0
8496a15ffffffff,4.0,0.0,0.0
8496a2dffffffff,2.0,0.0,0.0
8496a59ffffffff,7.0,0.0,0.0
8496a89ffffffff,3.0,0.0,0.0
8496ab9ffffffff,1.0,0.0,0.0
8496aedffffffff,2.0,0.0,0.0
8496b01ffffffff,6.0,0.0,1.0
8496b09ffffffff,1.0,0.0,0.0
8496b0bffffffff,2.0,0.0,0.0
8496b0dffffffff,1.0,0.0,1.0
8496b13ffffffff,15.0,0.0,1.0
8496b19ffffffff,137.0,0.0,10.0
8496b1bffffffff,38.0,0.0,11.0
8496b53ffffffff,39.0,0.0,0.0
8496b57ffffffff,18.0,0.0,2.0
8496b63ffffffff,7.0,0.0,2.0
8496b65ffffffff,3.0,0.0,0.0
8496b6dffffffff,2.0,0.0,0.0
8496e49ffffffff,3.0,0.0,0.0
8497015ffffffff,6.0,0.0,2.0
8497027ffffffff,2.0,0.0,0.0
849702bffffffff,7.0,0.0,0.0
8497033ffffffff,2.0,0.0,0.0
8497035ffffffff,17.0,0.0,0.0
8497039ffffffff,3.0,0.0,0.0
849703dffffffff,15.0,0.0,0.0
8497053ffffffff,2.0,0.0,0.0
8497069ffffffff,6.0,0.0,0.0
8497081ffffffff,2.0,0.0,0.0
84970c5ffffffff,4.0,0.0,1.0
84970c9ffffffff,1.0,0.0,1.0
84970d3ffffffff,14.0,0.0,0.0
84970d7ffffffff,2.0,0.0,0.0
8497103ffffffff,8.0,0.0,0.0
8497119ffffffff,106.0,0.0,0.0
849711dffffffff,8.0,0.0,0.0
8497131ffffffff,1.0,0.0,0.0
8497139ffffffff,3.0,0.0,0.0
8497151ffffffff,11.0,0.0,0.0
8497153ffffffff,3.0,0.0,0.0
8497157ffffffff,3.0,0.0,0.0
8497159ffffffff,3.0,0.0,0.0
8497199ffffffff,17.0,0.0,0.0
849719bffffffff,12.0,0.0,0.0
84971c1ffffffff,1.0,0.0,0.0
84971c9ffffffff,10.0,0.0,0.0
84971cbffffffff,3.0,0.0,0.0
84971d7ffffffff,1.0,0.0,0.0
849721bffffffff,19.0,0.0,8.0
849723bffffffff,2.0,0.0,0.0
8497245ffffffff,6.0,0.0,0.0
8497249ffffffff,2.0,0.0,0.0
8497253ffffffff,6.0,0.0,0.0
8497283ffffffff,2.0,0.0,0.0
849728dffffffff,95.0,0.0,34.0
8497291ffffffff,17.0,0.0,6.0
8497295ffffffff,4.0,0.0,0.0
84972c1ffffffff,2.0,0.0,2.0
84972c5ffffffff,70.0,0.0,44.0
84972c9ffffffff,27.0,0.0,4.0
84972cbffffffff,2.0,0.0,0.0
84972cdffffffff,37.0,0.0,8.0
84972d5ffffffff,10.0,0.0,4.0
84972d7ffffffff,4.0,0.0,0.0
84972d9ffffffff,22.0,0.0,12.0
84972dbffffffff,2.0,0.0,0.0
84972e3ffffffff,168.0,0.0,55.0
84972ebffffffff,33.0,0.0,23.0
8497311ffffffff,2.0,0.0,0.0
8497313ffffffff,2.0,0.0,0.0
8497317ffffffff,4.0,0.0,0.0
8497357ffffffff,19.0,0.0,0.0
8497359ffffffff,6.0,0.0,0.0
8497405ffffffff,11.0,0.0,0.0
8497415ffffffff,6.0,0.0,0.0
8497417ffffffff,9.0,0.0,0.0
849741dffffffff,1.0,0.0,0.0
8497431ffffffff,3.0,0.0,0.0
8497435ffffffff,2.0,0.0,0.0
8497437ffffffff,1.0,0.0,0.0
8497439ffffffff,6.0,0.0,0.0
849743bffffffff,15.0,0.0,0.0
8497447ffffffff,1.0,0.0,1.0
8497459ffffffff,2.0,0.0,0.0
849745dffffffff,1.0,0.0,0.0
8497485ffffffff,6.0,0.0,3.0
84974a9ffffffff,31.0,0.0,10.0
84974abffffffff,155.0,0.0,45.0
84974adffffffff,4.0,0.0,0.0
84974b9ffffffff,68.0,0.0,10.0
84974bbffffffff,1.0,0.0,0.0
84974bdffffffff,5.0,0.0,2.0
84974e1ffffffff,5.0,0.0,0.0
84974e3ffffffff,4.0,0.0,0.0
84974e5ffffffff,9.0,0.0,0.0
84974e9ffffffff,28.0,0.0,21.0
84974edffffffff,6.0,0.0,6.0
8497505ffffffff,1.0,0.0,0.0
8497509ffffffff,53.0,0.0,3.0
8497511ffffffff,1.0,0.0,0.0
8497513ffffffff,44.0,0.0,4.0
8497515ffffffff,54.0,0.0,15.0
8497517ffffffff,87.0,0.0,4.0
849751bffffffff,3.0,0.0,0.0
8497529ffffffff,1.0,0.0,0.0
8497535ffffffff,9.0,0.0,1.0
8497543ffffffff,5.0,0.0,0.0
8497547ffffffff,3.0,0.0,0.0
8497555ffffffff,1.0,0.0,0.0
8497557ffffffff,3.0,0.0,0.0
8497581ffffffff,1.0,0.0,0.0
8497583ffffffff,9.0,0.0,0.0
8497587ffffffff,3.0,0.0,0.0
84975c3ffffffff,2.0,0.0,2.0
84975c5ffffffff,20.0,0.0,0.0
84975c7ffffffff,35.0,0.0,9.0
84975c9ffffffff,3.0,0.0,0.0
84975cbffffffff,3.0,0.0,0.0
84975d1ffffffff,7.0,0.0,0.0
84975d3ffffffff,2.0,0.0,0.0
84975d5ffffffff,8.0,0.0,0.0
84975d9ffffffff,5.0,0.0,0.0
84975ddffffffff,5.0,0.0,3.0
84975e1ffffffff,2.0,0.0,2.0
84975e9ffffffff,1.0,0.0,0.0
84975ebffffffff,12.0,0.0,0.0
8497649ffffffff,2.0,0.0,0.0
8497705ffffffff,2.0,0.0,0.0
8497707ffffffff,6.0,0.0,0.0
8497725ffffffff,2.0,0.0,0.0
849772dffffffff,2.0,0.0,0.0
849774dffffffff,2.0,0.0,0.0
8497763ffffffff,2.0,0.0,0.0
8497895ffffffff,12.0,0.0,0.0
84978e3ffffffff,2.0,0.0,0.0
8497913ffffffff,6.0,0.0,0.0
849799bffffffff,3.0,0.0,0.0
8497a89ffffffff,2.0,0.0,0.0
8497a8bffffffff,6.0,0.0,0.0
8497aa1ffffffff,2.0,0.0,0.0
8497aabffffffff,2.0,0.0,0.0
8497ab1ffffffff,2.0,0.0,0.0
8497b05ffffffff,4.0,0.0,0.0
84ac12dffffffff,2.0,0.0,0.0
84ac801ffffffff,25.0,0.0,0.0
84ac805ffffffff,4.0,0.0,0.0
84ac81dffffffff,1.0,0.0,0.0
84ac82dffffffff,9.0,0.0,0.0
84ac841ffffffff,4.0,0.0,0.0
84ac843ffffffff,2.0,0.0,0.0
84ac853ffffffff,2.0,0.0,0.0
84ac85dffffffff,5.0,0.0,0.0
84ac863ffffffff,39.0,0.0,11.0
84ac867ffffffff,113.0,0.0,31.0
84ac8a3ffffffff,8.0,0.0,0.0
84ac8a9ffffffff,6.0,0.0,0.0
84ac8e7ffffffff,7.0,0.0,0.0
84ac901ffffffff,3.0,0.0,0.0
84ac941ffffffff,1.0,0.0,1.0
84ac959ffffffff,4.0,0.0,0.0
84ac95bffffffff,36.0,0.0,7.0
84ac961ffffffff,38.0,0.0,4.0
84ac969ffffffff,14.0,0.0,0.0
84ac96dffffffff,2.0,0.0,0.0
84ac995ffffffff,5.0,0.0,0.0
84ac9dbffffffff,3.0,0.0,0.0
84aca03ffffffff,2.0,0.0,0.0
84aca07ffffffff,7.0,0.0,0.0
84aca15ffffffff,2.0,0.0,0.0
84aca27ffffffff,16.0,0.0,2.0
84aca2bffffffff,10.0,0.0,8.0
84aca39ffffffff,19.0,0.0,0.0
84aca3dffffffff,99.0,0.0,8.0
84aca41ffffffff,1.0,0.0,0.0
84aca4bffffffff,1.0,0.0,0.0
84aca61ffffffff,1.0,0.0,0.0
84aca6bffffffff,7.0,0.0,0.0
84acb11ffffffff,13.0,0.0,0.0
84acb1bffffffff,31.0,0.0,0.0
84acb31ffffffff,3.0,0.0,0.0
84acb33ffffffff,7.0,0.0,0.0
84acb35ffffffff,26.0,0.0,8.0
84acb3bffffffff,9.0,0.0,3.0
84ad9a3ffffffff,2.0,0.0,0.0
84bc091ffffffff,2.0,0.0,0.0
84bc095ffffffff,4.0,0.0,2.0
84bc0bdffffffff,2.0,0.0,0.0
84bc1b3ffffffff,3.0,0.0,0.0
84bc1b7ffffffff,35.0,0.0,0.0
84bc46dffffffff,3.0,0.0,0.0
84bc50bffffffff,2.0,0.0,0.0
84bc543ffffffff,1.0,0.0,1.0
84bc559ffffffff,2.0,0.0,0.0
84bc723ffffffff,2.0,0.0,0.0
84bc731ffffffff,6.0,0.0,0.0
84bc737ffffffff,5.0,0.0,0.0
84bc891ffffffff,2.0,0.0,0.0
84bc893ffffffff,8.0,0.0,0.0
84bc897ffffffff,4.0,0.0,0.0
84bc89bffffffff,26.0,0.0,4.0
84bc8d3ffffffff,5.0,0.0,1.0
84bc991ffffffff,9.0,0.0,0.0
84bcc23ffffffff,2.0,0.0,0.0
84bcc33ffffffff,2.0,0.0,0.0
84bcc37ffffffff,6.0,0.0,0.0
84bcc3dffffffff,1.0,0.0,1.0
84bcc6dffffffff,2.0,0.0,0.0
84bcc8dffffffff,2.0,0.0,0.0
84bcca1ffffffff,1.0,0.0,0.0
84bcca3ffffffff,1.0,0.0,0.0
84bcca5ffffffff,38.0,0.0,26.0
84bcca7ffffffff,18.0,0.0,0.0
84bcca9ffffffff,3.0,0.0,0.0
84bcd01ffffffff,26.0,0.0,0.0
84bcd05ffffffff,59.0,0.0,20.0
84bcd07ffffffff,1.0,0.0,0.0
84bcd09ffffffff,2.0,0.0,0.0
84bcd0bffffffff,5.0,0.0,4.0
84bcd0dffffffff,49.0,0.0,7.0
84bcd11ffffffff,21.0,0.0,0.0
84bcd13ffffffff,6.0,0.0,2.0
84bcd1bffffffff,2.0,0.0,0.0
84bcd21ffffffff,142.0,0.0,24.0
84bcd23ffffffff,147.0,0.0,23.0
84bcd25ffffffff,64.0,0.0,19.0
84bcd27ffffffff,104.0,0.0,34.0
84bcd29ffffffff,366.0,0.0,83.0
84bcd2bffffffff,5.0,0.0,0.0
84bcd2dffffffff,29.0,0.0,3.0
84bcd33ffffffff,2.0,0.0,0.0
84bcd35ffffffff,13.0,0.0,2.0
84bcd37ffffffff,11.0,0.0,2.0
84bcd3dffffffff,23.0,0.0,7.0
84bcd41ffffffff,2.0,0.0,0.0
84bcd45ffffffff,44.0,0.0,0.0
84bcd47ffffffff,2.0,0.0,0.0
84bcd4bffffffff,2.0,0.0,0.0
84bcd4dffffffff,1.0,0.0,0.0
84bcd55ffffffff,2.0,0.0,2.0
84bcd61ffffffff,3.0,0.0,0.0
84bcd63ffffffff,166.0,0.0,47.0
84bcd67ffffffff,136.0,0.0,40.0
84bcd6dffffffff,11.0,0.0,0.0
84bcd81ffffffff,16.0,0.0,0.0
84bcd85ffffffff,2.0,0.0,0.0
84bcd89ffffffff,4.0,0.0,0.0
84bcd8bffffffff,1.0,0.0,0.0
84bcd99ffffffff,10.0,0.0,2.0
84bcd9bffffffff,9.0,0.0,0.0
84bcda5ffffffff,2.0,0.0,0.0
84bcdc1ffffffff,151.0,0.0,35.0
84bcdc3ffffffff,48.0,0.0,10.0
84bcdc5ffffffff,31.0,0.0,0.0
84bcdc7ffffffff,9.0,0.0,1.0
84bcdc9ffffffff,33.0,0.0,8.0
84bcdcbffffffff,2.0,0.0,0.0
84bcdcdffffffff,15.0,0.0,3.0
84bcdd1ffffffff,49.0,0.0,7.0
84bcdd9ffffffff,4.0,0.0,0.0
84bcddbffffffff,3.0,0.0,0.0
84bcdddffffffff,13.0,0.0,2.0
84bcde3ffffffff,3.0,0.0,0.0
84bcde5ffffffff,77.0,0.0,10.0
84bcdebffffffff,22.0,0.0,2.0
84bce27ffffffff,8.0,0.0,0.0
84bce65ffffffff,7.0,0.0,7.0
84bce67ffffffff,5.0,0.0,0.0
84bce69ffffffff,6.0,0.0,0.0
84bce85ffffffff,2.0,0.0,0.0
84bcea3ffffffff,2.0,0.0,0.0
84bcf05ffffffff,20.0,0.0,2.0
84bcf09ffffffff,1.0,0.0,0.0
84bcf0dffffffff,29.0,0.0,4.0
84bcf13ffffffff,3.0,0.0,0.0
84bcf19ffffffff,1.0,0.0,1.0
84bcf1dffffffff,5.0,0.0,0.0
84bcf21ffffffff,25.0,0.0,3.0
84bcf25ffffffff,67.0,0.0,37.0
84bcf29ffffffff,720.0,0.0,130.0
84bcf2bffffffff,3.0,0.0,0.0
84bcf2dffffffff,14.0,0.0,1.0
84bcf33ffffffff,2.0,0.0,0.0
84bcf37ffffffff,1.0,0.0,0.0
84bcf3dffffffff,9.0,0.0,6.0
84bcf47ffffffff,3.0,0.0,0.0
84bcf59ffffffff,13.0,0.0,2.0
84bcf5bffffffff,82.0,0.0,35.0
84bcf5dffffffff,14.0,0.0,1.0
84bcf61ffffffff,17.0,0.0,4.0
84bcf63ffffffff,70.0,0.0,10.0
84bcf67ffffffff,14.0,0.0,3.0
84bcf6bffffffff,1.0,0.0,0.0
