cell_id,Psilopogon haemacephalus,Psilopogon haemacephalus indicus/delicus,Psilopogon haemacephalus roseus,Psilopogon haemacephalus [haemacephalus Group],Psilopogon haemacephalus [intermedius Group]
82426ffffffffff,309.0,0.0,0.0,0.0,0.0
8242c7fffffffff,815.0,0.0,0.0,0.0,0.0
8242cffffffffff,2123.0,0.0,0.0,0.0,0.0
8242d7fffffffff,11.0,0.0,0.0,0.0,0.0
8242dffffffffff,1192.0,0.0,0.0,0.0,0.0
8242effffffffff,209.0,0.0,0.0,0.0,0.0
826007fffffffff,4373.0,0.0,0.0,0.0,0.0
826017fffffffff,27147.0,0.0,0.0,0.0,0.0
82601ffffffffff,2038.0,0.0,0.0,0.0,0.0
826027fffffffff,856.0,0.0,0.0,0.0,0.0
826037fffffffff,18765.0,0.0,0.0,0.0,0.0
826087fffffffff,443.0,0.0,0.0,0.0,0.0
82608ffffffffff,12169.0,0.0,0.0,0.0,0.0
826097fffffffff,2065.0,0.0,0.0,0.0,0.0
82609ffffffffff,2919.0,0.0,0.0,0.0,0.0
8260a7fffffffff,1635.0,0.0,0.0,0.0,0.0
8260affffffffff,3100.0,0.0,0.0,0.0,0.0
8260b7fffffffff,2436.0,0.0,0.0,0.0,0.0
8260f7fffffffff,9.0,0.0,0.0,0.0,0.0
826107fffffffff,790.0,1.0,0.0,0.0,0.0
826117fffffffff,454.0,4.0,0.0,0.0,0.0
82611ffffffffff,528.0,0.0,0.0,0.0,0.0
82618ffffffffff,6513.0,0.0,0.0,0.0,0.0
82619ffffffffff,138.0,0.0,0.0,0.0,0.0
8261affffffffff,525.0,0.0,0.0,0.0,0.0
826417fffffffff,914.0,7.0,0.0,0.0,0.0
826427fffffffff,150.0,2.0,0.0,0.0,0.0
826437fffffffff,377.0,4.0,0.0,0.0,0.0
826487fffffffff,1454.0,7.0,0.0,0.0,0.0
82648ffffffffff,123.0,0.0,0.0,0.0,0.0
826497fffffffff,653.0,4.0,0.0,0.0,0.0
82649ffffffffff,77.0,8.0,0.0,0.0,0.0
8264a7fffffffff,3817.0,24.0,0.0,0.0,0.0
8264affffffffff,16.0,0.0,0.0,0.0,0.0
8264b7fffffffff,367.0,1.0,0.0,0.0,0.0
826507fffffffff,485.0,0.0,0.0,0.0,0.0
82650ffffffffff,30.0,0.0,0.0,0.0,0.0
82651ffffffffff,236.0,0.0,0.0,0.0,0.0
826527fffffffff,751.0,0.0,0.0,0.0,0.0
82652ffffffffff,7.0,0.0,0.0,0.0,0.0
826557fffffffff,2.0,0.0,0.0,0.0,0.0
826587fffffffff,1064.0,0.0,0.0,0.0,0.0
82658ffffffffff,2353.0,21.0,0.0,0.0,0.0
826597fffffffff,404.0,0.0,0.0,0.0,0.0
82659ffffffffff,680.0,7.0,0.0,0.0,0.0
8265a7fffffffff,10.0,0.0,0.0,0.0,0.0
8265b7fffffffff,574.0,0.0,0.0,0.0,0.0
826847fffffffff,168.0,0.0,0.0,0.0,0.0
82684ffffffffff,248.0,0.0,0.0,0.0,0.0
826857fffffffff,52.0,0.0,0.0,0.0,0.0
82685ffffffffff,687.0,0.0,0.0,1.0,0.0
826867fffffffff,26.0,0.0,0.0,0.0,0.0
82686ffffffffff,10.0,0.0,0.0,0.0,0.0
826877fffffffff,49.0,0.0,0.0,0.0,0.0
826937fffffffff,2.0,0.0,0.0,0.0,0.0
826947fffffffff,557.0,0.0,0.0,2.0,0.0
82694ffffffffff,1633.0,0.0,0.0,1.0,0.0
82695ffffffffff,89.0,0.0,0.0,0.0,0.0
82696ffffffffff,59.0,0.0,0.0,1.0,0.0
828c17fffffffff,194.0,0.0,5.0,0.0,0.0
828cd7fffffffff,9.0,0.0,0.0,0.0,0.0
828d87fffffffff,4.0,0.0,0.0,0.0,0.0
828d8ffffffffff,23.0,0.0,0.0,0.0,0.0
828da7fffffffff,136.0,0.0,2.0,0.0,0.0
828db7fffffffff,373.0,0.0,5.0,0.0,0.0
8295a7fffffffff,13.0,0.0,0.0,0.0,0.0
