cell_id,Emberiza cioides,Emberiza cioides [cioides Group],Emberiza cioides ciopsis
842e613ffffffff,14.0,0.0,0.0
842e615ffffffff,44.0,0.0,0.0
842e617ffffffff,7.0,0.0,0.0
842e619ffffffff,64.0,0.0,0.0
842e61dffffffff,12.0,0.0,0.0
842e625ffffffff,2.0,0.0,0.0
842e627ffffffff,2.0,0.0,0.0
842e631ffffffff,11.0,0.0,0.0
842e633ffffffff,3.0,0.0,0.0
842e635ffffffff,4.0,0.0,0.0
842e639ffffffff,17.0,0.0,0.0
842e63dffffffff,4.0,0.0,0.0
842e645ffffffff,1.0,0.0,0.0
842e661ffffffff,3.0,0.0,0.0
842e663ffffffff,3.0,0.0,0.0
842e665ffffffff,1.0,0.0,0.0
842e667ffffffff,2.0,0.0,0.0
842e66dffffffff,1.0,0.0,0.0
842e681ffffffff,5.0,0.0,0.0
842e683ffffffff,3.0,0.0,0.0
842e685ffffffff,2.0,0.0,0.0
842e687ffffffff,20.0,0.0,0.0
842e689ffffffff,147.0,0.0,0.0
842e68bffffffff,5.0,0.0,0.0
842e68dffffffff,3.0,0.0,0.0
842e699ffffffff,15.0,0.0,0.0
842e6a3ffffffff,2.0,0.0,0.0
842e6b5ffffffff,31.0,0.0,0.0
842e6b9ffffffff,2.0,0.0,0.0
842e6bbffffffff,1.0,0.0,0.0
842e6c3ffffffff,10.0,0.0,0.0
842e6c5ffffffff,2.0,0.0,0.0
842e6c7ffffffff,13.0,0.0,0.0
842e6c9ffffffff,2.0,0.0,0.0
842e6cdffffffff,2.0,0.0,0.0
842e6d3ffffffff,1.0,0.0,0.0
842e6d5ffffffff,74.0,0.0,0.0
842e6d7ffffffff,10.0,0.0,0.0
842e6ddffffffff,8.0,0.0,0.0
842e6e1ffffffff,5.0,0.0,0.0
842e6e3ffffffff,2.0,0.0,0.0
842e6e5ffffffff,5.0,0.0,0.0
842e709ffffffff,14.0,0.0,0.0
842e70dffffffff,1.0,0.0,0.0
842e713ffffffff,2.0,0.0,0.0
842e717ffffffff,1.0,0.0,0.0
842e71bffffffff,3.0,0.0,0.0
842e721ffffffff,2.0,0.0,0.0
842e729ffffffff,2.0,0.0,0.0
842e72bffffffff,1.0,0.0,0.0
842e745ffffffff,8.0,0.0,0.0
842e749ffffffff,49.0,0.0,0.0
842e74bffffffff,2.0,0.0,0.0
842e74dffffffff,2.0,0.0,0.0
842e751ffffffff,13.0,0.0,0.0
842e753ffffffff,6.0,0.0,0.0
842e755ffffffff,9.0,0.0,0.0
842e757ffffffff,3.0,0.0,0.0
842e759ffffffff,45.0,0.0,0.0
842e75bffffffff,11.0,0.0,0.0
842e75dffffffff,279.0,0.0,0.0
842e769ffffffff,1.0,0.0,0.0
842e76dffffffff,1.0,0.0,0.0
842ea8bffffffff,3.0,0.0,0.0
842eac3ffffffff,2.0,0.0,0.0
842eac7ffffffff,13.0,0.0,0.0
842eac9ffffffff,4.0,0.0,0.0
842ead5ffffffff,6.0,0.0,0.0
842ead7ffffffff,1.0,0.0,0.0
842ead9ffffffff,6.0,0.0,0.0
842eadbffffffff,3.0,0.0,0.0
842ec99ffffffff,4.0,0.0,0.0
842ef59ffffffff,4.0,0.0,0.0
842ef61ffffffff,2.0,0.0,0.0
842f433ffffffff,2.0,0.0,0.0
842f585ffffffff,4.0,0.0,0.0
842f587ffffffff,22.0,0.0,0.0
842f597ffffffff,2.0,0.0,0.0
842f5a1ffffffff,66.0,0.0,0.0
842f5a3ffffffff,50.0,0.0,0.0
842f5a5ffffffff,72.0,0.0,0.0
842f5a7ffffffff,10.0,0.0,0.0
842f5a9ffffffff,9.0,0.0,0.0
842f5abffffffff,8.0,0.0,0.0
842f5adffffffff,72.0,0.0,0.0
842f5b1ffffffff,23.0,0.0,0.0
842f5b3ffffffff,21.0,0.0,0.0
842f5b5ffffffff,20.0,0.0,0.0
842f5b9ffffffff,39.0,0.0,0.0
842f5bbffffffff,19.0,0.0,0.0
842f5bdffffffff,91.0,0.0,0.0
842f5d7ffffffff,56.0,0.0,0.0
8430005ffffffff,1.0,0.0,0.0
843000dffffffff,1.0,0.0,0.0
8430045ffffffff,1.0,0.0,0.0
8430055ffffffff,2.0,0.0,0.0
8430103ffffffff,2.0,0.0,0.0
843010bffffffff,6.0,0.0,0.0
8430111ffffffff,2.0,0.0,0.0
8430115ffffffff,5.0,0.0,0.0
843012dffffffff,2.0,0.0,0.0
843015bffffffff,3.0,0.0,0.0
843016dffffffff,2.0,0.0,0.0
843019bffffffff,2.0,0.0,0.0
84302b7ffffffff,70.0,0.0,0.0
84302c5ffffffff,2.0,0.0,0.0
8430305ffffffff,30.0,0.0,0.0
843030dffffffff,12.0,0.0,0.0
8430329ffffffff,1.0,0.0,0.0
8430345ffffffff,4.0,0.0,0.0
8430833ffffffff,8.0,0.0,0.0
843093bffffffff,1.0,0.0,0.0
843098dffffffff,1.0,0.0,0.0
84309a5ffffffff,12.0,0.0,0.0
84309b3ffffffff,36.0,0.0,0.0
84309d1ffffffff,1.0,0.0,0.0
84309d9ffffffff,20.0,0.0,0.0
84309e1ffffffff,2.0,0.0,0.0
84309e3ffffffff,2.0,0.0,0.0
84309e7ffffffff,6.0,0.0,0.0
8430a3bffffffff,2.0,0.0,0.0
8430ac1ffffffff,2.0,0.0,0.0
8430c05ffffffff,2.0,0.0,0.0
8430c0dffffffff,2.0,0.0,0.0
8430c17ffffffff,1.0,0.0,0.0
8430c1dffffffff,1.0,0.0,0.0
8430c63ffffffff,5.0,0.0,0.0
8430c6dffffffff,1.0,0.0,0.0
8430cb7ffffffff,2.0,0.0,0.0
8430ce5ffffffff,1.0,0.0,0.0
8430d03ffffffff,5.0,0.0,0.0
8430d11ffffffff,12.0,0.0,0.0
8430d15ffffffff,2.0,0.0,0.0
8430d1dffffffff,1.0,0.0,0.0
8430d81ffffffff,1.0,0.0,0.0
8430d83ffffffff,1.0,0.0,0.0
8430d87ffffffff,9.0,0.0,0.0
8430d95ffffffff,3.0,0.0,0.0
8430d97ffffffff,43.0,0.0,0.0
8430d9bffffffff,5.0,0.0,0.0
8430dabffffffff,9.0,0.0,0.0
8430db1ffffffff,2.0,0.0,0.0
8430dbbffffffff,4.0,0.0,0.0
8430dd1ffffffff,1.0,0.0,0.0
8430e01ffffffff,4.0,0.0,0.0
8430e03ffffffff,2.0,0.0,0.0
8430e07ffffffff,10.0,0.0,0.0
8430e09ffffffff,9.0,0.0,0.0
8430e0bffffffff,16.0,0.0,0.0
8430e0dffffffff,10.0,0.0,0.0
8430e11ffffffff,1.0,0.0,0.0
8430e15ffffffff,9.0,0.0,0.0
8430e17ffffffff,9.0,0.0,0.0
8430e1dffffffff,15.0,0.0,0.0
8430e2bffffffff,1.0,0.0,0.0
8430e31ffffffff,29.0,0.0,0.0
8430e37ffffffff,1.0,0.0,0.0
8430e39ffffffff,1.0,0.0,0.0
8430e41ffffffff,4.0,0.0,0.0
8430e43ffffffff,4.0,0.0,0.0
8430e53ffffffff,2.0,0.0,0.0
8430e55ffffffff,9.0,0.0,0.0
8430e57ffffffff,4.0,0.0,0.0
8430e85ffffffff,2.0,0.0,0.0
8430e89ffffffff,1.0,0.0,0.0
8430e8dffffffff,9.0,0.0,0.0
8430ea7ffffffff,5.0,0.0,0.0
8430ec1ffffffff,2.0,0.0,0.0
8430ecbffffffff,1.0,0.0,0.0
8430ee5ffffffff,2.0,0.0,0.0
8430ee7ffffffff,1.0,0.0,0.0
8430eebffffffff,3.0,0.0,0.0
843101dffffffff,1.0,0.0,0.0
8431053ffffffff,3.0,0.0,0.0
8431105ffffffff,2.0,0.0,0.0
8431135ffffffff,2.0,0.0,0.0
843113dffffffff,1.0,0.0,0.0
8431193ffffffff,1.0,0.0,0.0
84311b9ffffffff,2.0,0.0,0.0
8431265ffffffff,8.0,0.0,0.0
8431267ffffffff,1.0,0.0,0.0
84312adffffffff,4.0,0.0,0.0
8431347ffffffff,9.0,0.0,0.0
8431503ffffffff,1.0,0.0,0.0
8431597ffffffff,2.0,0.0,0.0
84315b7ffffffff,18.0,0.0,0.0
8431633ffffffff,1.0,0.0,0.0
843163bffffffff,2.0,0.0,0.0
8431649ffffffff,5.0,0.0,0.0
84316c1ffffffff,3.0,0.0,0.0
84316c7ffffffff,1.0,0.0,0.0
84316cdffffffff,10.0,0.0,0.0
84316ddffffffff,8.0,0.0,0.0
84316e1ffffffff,2.0,0.0,0.0
84316e5ffffffff,13.0,0.0,0.0
84316e7ffffffff,10.0,0.0,0.0
8431819ffffffff,42.0,0.0,0.0
8431825ffffffff,2.0,0.0,0.0
8431851ffffffff,185.0,0.0,0.0
8431853ffffffff,111.0,0.0,0.0
8431857ffffffff,37.0,0.0,0.0
8431859ffffffff,12.0,0.0,0.0
843185bffffffff,48.0,0.0,0.0
843190dffffffff,2.0,0.0,0.0
8431921ffffffff,16.0,2.0,0.0
8431923ffffffff,2.0,0.0,0.0
843192bffffffff,3.0,0.0,0.0
8431997ffffffff,2.0,0.0,0.0
84319ddffffffff,1.0,0.0,0.0
8431a33ffffffff,1.0,0.0,0.0
8431a37ffffffff,8.0,0.0,0.0
8431a85ffffffff,73.0,0.0,0.0
8431a87ffffffff,29.0,0.0,0.0
8431aa3ffffffff,2.0,0.0,0.0
8431aa5ffffffff,24.0,0.0,0.0
8431aa7ffffffff,3.0,0.0,0.0
8431aa9ffffffff,23.0,0.0,0.0
8431aabffffffff,31.0,0.0,0.0
8431aadffffffff,67.0,0.0,0.0
8431abdffffffff,5.0,0.0,0.0
8431ae3ffffffff,21.0,0.0,0.0
8431ae5ffffffff,2.0,0.0,0.0
8431ae7ffffffff,2.0,0.0,0.0
8440447ffffffff,1.0,0.0,0.0
844058dffffffff,2.0,0.0,0.0
8440885ffffffff,1.0,0.0,0.0
8440899ffffffff,1.0,0.0,0.0
84408a9ffffffff,1.0,0.0,0.0
84408bdffffffff,1.0,0.0,0.0
84408d3ffffffff,2.0,0.0,0.0
8440957ffffffff,2.0,0.0,0.0
844095dffffffff,2.0,0.0,0.0
8440961ffffffff,2.0,0.0,0.0
8440989ffffffff,1.0,0.0,0.0
8440a05ffffffff,4.0,0.0,0.0
8440a07ffffffff,4.0,0.0,0.0
8440a45ffffffff,3.0,0.0,0.0
8440a61ffffffff,1.0,0.0,0.0
8440b51ffffffff,4.0,0.0,0.0
8440b53ffffffff,13.0,0.0,0.0
8440c43ffffffff,1.0,0.0,0.0
8441911ffffffff,2.0,0.0,0.0
8441921ffffffff,42.0,0.0,0.0
8441925ffffffff,15.0,0.0,0.0
844192bffffffff,6.0,0.0,0.0
844192dffffffff,33.0,0.0,0.0
8441a05ffffffff,1.0,0.0,0.0
844b265ffffffff,1.0,0.0,0.0
844b32bffffffff,5.0,0.0,0.0
844b351ffffffff,2.0,0.0,0.0
844b359ffffffff,1.0,0.0,0.0
844b35dffffffff,5.0,0.0,0.0
844b367ffffffff,1.0,0.0,0.0
844b369ffffffff,2.0,0.0,0.0
844b60bffffffff,5.0,0.0,0.0
844b61dffffffff,3.0,0.0,0.0
844b621ffffffff,27.0,0.0,0.0
844b625ffffffff,5.0,0.0,0.0
844b62bffffffff,8.0,0.0,0.0
844b641ffffffff,1.0,0.0,0.0
844b643ffffffff,4.0,0.0,0.0
844b647ffffffff,15.0,0.0,0.0
844b649ffffffff,2.0,0.0,0.0
844b64bffffffff,1.0,0.0,0.0
844b653ffffffff,2.0,0.0,0.0
844b655ffffffff,2.0,0.0,0.0
844b657ffffffff,14.0,0.0,0.0
844b65bffffffff,2.0,0.0,0.0
844b661ffffffff,13.0,0.0,0.0
844b665ffffffff,23.0,0.0,0.0
844b669ffffffff,2.0,0.0,0.0
844b66bffffffff,16.0,0.0,0.0
844b66dffffffff,10.0,0.0,0.0
844b6d1ffffffff,2.0,0.0,0.0
844b6d3ffffffff,5.0,0.0,0.0
844b6d9ffffffff,4.0,0.0,0.0
844b6dbffffffff,2.0,0.0,0.0
844b73dffffffff,2.0,0.0,0.0
844b751ffffffff,72.0,0.0,0.0
844b753ffffffff,15.0,0.0,0.0
844b757ffffffff,1.0,0.0,0.0
844b759ffffffff,143.0,0.0,0.0
844b75bffffffff,12.0,0.0,0.0
