cell_id,Aegolius funereus,Aegolius funereus [funereus Group],Aegolius funereus richardsoni
83268cfffffffff,14.0,0.0,2.0
83268efffffffff,2.0,0.0,0.0
832690fffffffff,57.0,0.0,16.0
832694fffffffff,6.0,0.0,6.0
832695fffffffff,5.0,0.0,2.0
832698fffffffff,10.0,0.0,0.0
832699fffffffff,3.0,0.0,0.0
83269cfffffffff,61.0,0.0,0.0
8326b6fffffffff,4.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0
832705fffffffff,2.0,0.0,0.0
832709fffffffff,2.0,0.0,0.0
832719fffffffff,7.0,0.0,0.0
832752fffffffff,11.0,0.0,0.0
832754fffffffff,4.0,0.0,0.0
832756fffffffff,2.0,0.0,0.0
832761fffffffff,1.0,0.0,0.0
832763fffffffff,13.0,0.0,0.0
83276dfffffffff,3.0,0.0,0.0
83276efffffffff,1.0,0.0,0.0
832773fffffffff,1.0,0.0,0.0
832776fffffffff,4.0,0.0,0.0
83279afffffffff,1.0,0.0,0.0
832880fffffffff,1.0,0.0,0.0
832889fffffffff,2.0,0.0,0.0
83288efffffffff,4.0,0.0,0.0
832890fffffffff,3.0,0.0,0.0
832891fffffffff,11.0,0.0,0.0
832892fffffffff,10.0,0.0,0.0
832896fffffffff,7.0,0.0,1.0
832898fffffffff,6.0,0.0,0.0
83289afffffffff,5.0,0.0,0.0
83289bfffffffff,2.0,0.0,2.0
8328a9fffffffff,8.0,0.0,0.0
8328d2fffffffff,14.0,0.0,0.0
8328d4fffffffff,43.0,0.0,0.0
8328dafffffffff,5.0,0.0,0.0
8328defffffffff,2.0,0.0,0.0
8328f2fffffffff,6.0,0.0,0.0
832a10fffffffff,9.0,0.0,0.0
832a14fffffffff,3.0,0.0,0.0
832a30fffffffff,5.0,0.0,0.0
832ab2fffffffff,1.0,0.0,0.0
832ab4fffffffff,2.0,0.0,0.0
832ab5fffffffff,1.0,0.0,0.0
832b10fffffffff,1.0,0.0,0.0
832b16fffffffff,56.0,0.0,0.0
832b23fffffffff,8.0,0.0,0.0
832b2afffffffff,1.0,0.0,0.0
832b30fffffffff,1.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0
832b80fffffffff,2.0,0.0,0.0
832b81fffffffff,7.0,0.0,0.0
832b82fffffffff,1.0,0.0,0.0
832b83fffffffff,37.0,0.0,0.0
832b84fffffffff,7.0,0.0,0.0
832b85fffffffff,6.0,0.0,0.0
832b94fffffffff,11.0,0.0,0.0
832b96fffffffff,2.0,0.0,0.0
832b98fffffffff,8.0,0.0,1.0
832b99fffffffff,9.0,0.0,0.0
832b9afffffffff,8.0,0.0,0.0
832b9bfffffffff,110.0,0.0,0.0
832b9dfffffffff,73.0,0.0,0.0
832b9efffffffff,3.0,0.0,0.0
832ba0fffffffff,3.0,0.0,0.0
832ba4fffffffff,1.0,0.0,0.0
832ba5fffffffff,18.0,0.0,0.0
832ba8fffffffff,3.0,0.0,0.0
832baafffffffff,129.0,0.0,2.0
832bacfffffffff,4.0,0.0,0.0
832badfffffffff,2.0,0.0,0.0
832baefffffffff,195.0,0.0,0.0
832bb2fffffffff,23.0,0.0,0.0
832d31fffffffff,5.0,0.0,0.0
832d34fffffffff,2.0,0.0,0.0
833962fffffffff,2.0,0.0,0.0
833975fffffffff,8.0,0.0,0.0
833d33fffffffff,3.0,0.0,0.0
