cell_id,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota [pyrrhonota Group],Petrochelidon pyrrhonota melanogaster
8426097ffffffff,1.0,0.0,0.0
84260a1ffffffff,11.0,10.0,0.0
84260a9ffffffff,4.0,0.0,0.0
84260e3ffffffff,6.0,4.0,0.0
8426117ffffffff,1.0,0.0,0.0
8426139ffffffff,2.0,0.0,0.0
8426145ffffffff,2.0,0.0,0.0
8426161ffffffff,1.0,0.0,0.0
8426163ffffffff,2.0,0.0,0.0
8426189ffffffff,1.0,0.0,0.0
8426199ffffffff,2.0,0.0,0.0
84261b3ffffffff,2.0,0.0,0.0
8426225ffffffff,3.0,0.0,0.0
8426241ffffffff,2.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0
842626dffffffff,2.0,0.0,0.0
84262b7ffffffff,5.0,0.0,0.0
84262c1ffffffff,2.0,0.0,0.0
84262c9ffffffff,5.0,0.0,0.0
84262cdffffffff,2.0,0.0,0.0
84262d9ffffffff,2.0,0.0,0.0
84262dbffffffff,2.0,0.0,0.0
84262e9ffffffff,2.0,0.0,0.0
8426405ffffffff,4.0,0.0,0.0
8426407ffffffff,2.0,2.0,0.0
8426413ffffffff,4.0,0.0,0.0
8426415ffffffff,10.0,0.0,0.0
8426417ffffffff,3.0,0.0,0.0
8426439ffffffff,4.0,3.0,0.0
842643bffffffff,8.0,0.0,0.0
8426443ffffffff,1.0,0.0,0.0
8426449ffffffff,2.0,0.0,0.0
8426461ffffffff,8.0,0.0,0.0
8426463ffffffff,7.0,0.0,0.0
842646bffffffff,20.0,0.0,0.0
8426481ffffffff,3.0,0.0,0.0
8426483ffffffff,2.0,0.0,0.0
8426487ffffffff,13.0,0.0,0.0
8426489ffffffff,31.0,2.0,0.0
842648bffffffff,12.0,0.0,0.0
8426493ffffffff,1.0,0.0,0.0
8426495ffffffff,4.0,0.0,0.0
8426497ffffffff,1.0,0.0,0.0
842649bffffffff,4.0,0.0,0.0
84264a5ffffffff,2.0,2.0,0.0
84264a7ffffffff,18.0,4.0,0.0
84264adffffffff,7.0,0.0,0.0
84264b9ffffffff,6.0,2.0,0.0
84264bbffffffff,2.0,0.0,0.0
84264c3ffffffff,11.0,8.0,0.0
84264c5ffffffff,2.0,0.0,0.0
84264c7ffffffff,9.0,4.0,0.0
84264cbffffffff,8.0,0.0,0.0
84264d1ffffffff,3.0,0.0,0.0
84264d3ffffffff,3.0,0.0,0.0
84264d9ffffffff,6.0,0.0,0.0
84264dbffffffff,2.0,0.0,0.0
84264ddffffffff,2.0,0.0,0.0
84264e5ffffffff,47.0,6.0,0.0
84264edffffffff,3.0,0.0,0.0
842651bffffffff,1.0,0.0,0.0
842652dffffffff,2.0,0.0,0.0
8426531ffffffff,18.0,0.0,0.0
8426533ffffffff,4.0,0.0,0.0
8426535ffffffff,4.0,0.0,0.0
842653dffffffff,3.0,0.0,0.0
8426541ffffffff,1.0,0.0,0.0
8426551ffffffff,2.0,0.0,0.0
8426555ffffffff,14.0,0.0,0.0
8426557ffffffff,2.0,0.0,0.0
8426565ffffffff,4.0,0.0,0.0
8426567ffffffff,8.0,0.0,0.0
842656dffffffff,1.0,0.0,0.0
8426593ffffffff,2.0,0.0,0.0
8426597ffffffff,2.0,0.0,0.0
842659bffffffff,27.0,7.0,0.0
84265a3ffffffff,4.0,0.0,0.0
84265b5ffffffff,6.0,0.0,0.0
84265b7ffffffff,1.0,0.0,0.0
84265b9ffffffff,1.0,0.0,0.0
84265bbffffffff,1.0,0.0,0.0
84265c7ffffffff,1.0,0.0,0.0
84265d1ffffffff,2.0,0.0,0.0
84265d3ffffffff,3.0,0.0,0.0
84265d9ffffffff,3.0,0.0,0.0
84265dbffffffff,46.0,5.0,0.0
84265e3ffffffff,3.0,1.0,0.0
8426601ffffffff,3.0,0.0,0.0
8426609ffffffff,1.0,0.0,0.0
8426641ffffffff,4.0,0.0,0.0
8426645ffffffff,21.0,0.0,0.0
842664dffffffff,18.0,0.0,0.0
8426665ffffffff,4.0,0.0,0.0
8426669ffffffff,2.0,0.0,0.0
842666bffffffff,2.0,0.0,0.0
842669bffffffff,7.0,0.0,0.0
84266a1ffffffff,3.0,0.0,0.0
84266a5ffffffff,2.0,0.0,0.0
84266a7ffffffff,11.0,0.0,0.0
84266c5ffffffff,9.0,0.0,0.0
84266d5ffffffff,4.0,0.0,0.0
84266dbffffffff,2.0,0.0,0.0
84266e1ffffffff,1.0,0.0,0.0
8426711ffffffff,2.0,0.0,0.0
8426719ffffffff,10.0,0.0,0.0
8426721ffffffff,2.0,0.0,0.0
8426801ffffffff,2.0,0.0,0.0
8426803ffffffff,4.0,0.0,0.0
8426805ffffffff,9.0,0.0,0.0
8426809ffffffff,1.0,0.0,0.0
842680bffffffff,43.0,0.0,0.0
8426811ffffffff,8.0,0.0,0.0
8426813ffffffff,4.0,0.0,0.0
8426817ffffffff,2.0,0.0,0.0
8426819ffffffff,6.0,0.0,0.0
842681bffffffff,37.0,0.0,0.0
842681dffffffff,2.0,0.0,0.0
8426821ffffffff,1.0,0.0,0.0
8426825ffffffff,4.0,0.0,0.0
8426829ffffffff,6.0,0.0,0.0
8426833ffffffff,2.0,0.0,0.0
8426835ffffffff,2.0,0.0,0.0
8426839ffffffff,2.0,0.0,0.0
842683bffffffff,8.0,0.0,0.0
8426853ffffffff,4.0,0.0,0.0
842685dffffffff,6.0,0.0,0.0
8426881ffffffff,28.0,5.0,0.0
8426885ffffffff,17.0,0.0,0.0
8426887ffffffff,8.0,0.0,0.0
8426889ffffffff,23.0,2.0,0.0
842688bffffffff,18.0,0.0,0.0
842688dffffffff,15.0,0.0,0.0
8426891ffffffff,1.0,0.0,0.0
8426893ffffffff,7.0,0.0,0.0
8426899ffffffff,5.0,0.0,0.0
842689dffffffff,6.0,0.0,0.0
84268a1ffffffff,4.0,0.0,0.0
84268a3ffffffff,9.0,2.0,0.0
84268abffffffff,3.0,0.0,0.0
84268adffffffff,3.0,0.0,0.0
84268b1ffffffff,5.0,0.0,0.0
84268b3ffffffff,2.0,0.0,0.0
84268b9ffffffff,4.0,0.0,0.0
84268c1ffffffff,1.0,0.0,0.0
84268c3ffffffff,2.0,0.0,0.0
84268c5ffffffff,12.0,4.0,0.0
84268c7ffffffff,14.0,0.0,0.0
84268cbffffffff,2.0,0.0,0.0
84268cdffffffff,82.0,17.0,0.0
84268d3ffffffff,12.0,0.0,0.0
84268d7ffffffff,13.0,0.0,0.0
84268d9ffffffff,5.0,0.0,0.0
84268dbffffffff,4.0,0.0,0.0
84268ddffffffff,2.0,0.0,0.0
84268e3ffffffff,2.0,2.0,0.0
84268e5ffffffff,3.0,0.0,0.0
84268e7ffffffff,12.0,2.0,0.0
84268e9ffffffff,4.0,0.0,0.0
84268ebffffffff,10.0,2.0,0.0
84268edffffffff,4.0,0.0,0.0
8426905ffffffff,2.0,0.0,0.0
842694dffffffff,3.0,1.0,0.0
8426957ffffffff,3.0,0.0,0.0
8426959ffffffff,2.0,0.0,0.0
8426961ffffffff,41.0,11.0,0.0
8426963ffffffff,7.0,0.0,0.0
8426969ffffffff,13.0,0.0,0.0
8426981ffffffff,5.0,0.0,0.0
8426987ffffffff,26.0,0.0,0.0
8426989ffffffff,1.0,0.0,0.0
842698dffffffff,2.0,0.0,0.0
8426991ffffffff,2.0,0.0,0.0
8426995ffffffff,7.0,0.0,0.0
8426997ffffffff,4.0,0.0,0.0
8426999ffffffff,4.0,4.0,0.0
842699bffffffff,3.0,0.0,0.0
842699dffffffff,2.0,0.0,0.0
84269a1ffffffff,4.0,0.0,0.0
84269a9ffffffff,3.0,0.0,0.0
84269c1ffffffff,11.0,0.0,0.0
84269c3ffffffff,7.0,0.0,0.0
84269c5ffffffff,4.0,0.0,0.0
84269c9ffffffff,2.0,0.0,0.0
84269cbffffffff,5.0,0.0,0.0
84269cdffffffff,18.0,0.0,0.0
84269d1ffffffff,10.0,0.0,0.0
84269d3ffffffff,1.0,0.0,0.0
84269d5ffffffff,17.0,0.0,0.0
84269d9ffffffff,3.0,0.0,0.0
84269dbffffffff,7.0,0.0,0.0
84269e3ffffffff,2.0,0.0,0.0
8426a15ffffffff,2.0,0.0,0.0
8426a2bffffffff,4.0,0.0,0.0
8426a81ffffffff,2.0,0.0,0.0
8426a83ffffffff,3.0,0.0,0.0
8426a87ffffffff,21.0,0.0,0.0
8426a8bffffffff,10.0,0.0,0.0
8426a91ffffffff,2.0,0.0,0.0
8426a93ffffffff,2.0,0.0,0.0
8426a95ffffffff,7.0,0.0,0.0
8426a97ffffffff,3.0,0.0,0.0
8426a9dffffffff,4.0,0.0,0.0
8426aa1ffffffff,34.0,18.0,0.0
8426aa3ffffffff,1.0,0.0,0.0
8426aa5ffffffff,57.0,8.0,0.0
8426aa7ffffffff,20.0,3.0,0.0
8426aa9ffffffff,2.0,0.0,0.0
8426aabffffffff,21.0,0.0,0.0
8426aadffffffff,15.0,4.0,0.0
8426abbffffffff,1.0,0.0,0.0
8426ac5ffffffff,2.0,0.0,0.0
8426ad1ffffffff,8.0,0.0,0.0
8426adbffffffff,2.0,0.0,0.0
8426ae7ffffffff,7.0,0.0,0.0
8426b0bffffffff,1.0,0.0,0.0
8426b3dffffffff,3.0,0.0,0.0
8426b51ffffffff,2.0,0.0,0.0
8426b61ffffffff,2.0,2.0,0.0
8426b65ffffffff,2.0,2.0,0.0
8426b69ffffffff,11.0,9.0,0.0
8426b6dffffffff,6.0,4.0,0.0
8426c17ffffffff,2.0,0.0,0.0
8426c27ffffffff,5.0,3.0,0.0
8426c2dffffffff,2.0,0.0,0.0
8426c37ffffffff,5.0,0.0,0.0
8426c43ffffffff,1.0,0.0,0.0
8426c4dffffffff,1.0,0.0,0.0
8426c69ffffffff,2.0,0.0,0.0
8426c83ffffffff,1.0,0.0,0.0
8426c87ffffffff,4.0,0.0,0.0
8426c8dffffffff,4.0,0.0,0.0
8426c93ffffffff,4.0,0.0,0.0
8426c97ffffffff,2.0,0.0,0.0
8426c9dffffffff,4.0,0.0,0.0
8426ca3ffffffff,2.0,0.0,0.0
8426ca5ffffffff,2.0,0.0,0.0
8426cb7ffffffff,2.0,0.0,0.0
8426cb9ffffffff,6.0,0.0,0.0
8426cbdffffffff,1.0,0.0,0.0
8426cd7ffffffff,2.0,0.0,0.0
8426ce1ffffffff,2.0,0.0,0.0
8426d03ffffffff,4.0,0.0,0.0
8426d09ffffffff,2.0,0.0,0.0
8426d2bffffffff,2.0,0.0,0.0
8426d31ffffffff,1.0,0.0,0.0
8426d33ffffffff,1.0,0.0,0.0
8426d35ffffffff,4.0,0.0,0.0
8426d39ffffffff,3.0,0.0,0.0
8426d41ffffffff,3.0,0.0,0.0
8426d43ffffffff,1.0,1.0,0.0
8426d4bffffffff,6.0,0.0,0.0
8426d53ffffffff,4.0,0.0,0.0
8426d85ffffffff,2.0,0.0,0.0
8426d95ffffffff,6.0,0.0,0.0
8426d9bffffffff,1.0,0.0,0.0
8426db1ffffffff,1.0,0.0,0.0
8426de7ffffffff,3.0,0.0,0.0
8426de9ffffffff,3.0,0.0,0.0
8426e01ffffffff,2.0,0.0,0.0
8426e05ffffffff,1.0,0.0,0.0
8426e11ffffffff,2.0,0.0,0.0
8426e21ffffffff,13.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0
8426e2dffffffff,12.0,0.0,0.0
8426e33ffffffff,4.0,0.0,0.0
8426e59ffffffff,2.0,0.0,0.0
8426e5bffffffff,9.0,0.0,0.0
8426e85ffffffff,2.0,2.0,0.0
8426ecbffffffff,1.0,0.0,0.0
8426ed7ffffffff,11.0,0.0,0.0
8426eddffffffff,1.0,0.0,0.0
8426ee3ffffffff,2.0,0.0,0.0
8426eedffffffff,2.0,0.0,0.0
8426f21ffffffff,3.0,0.0,0.0
8426f25ffffffff,28.0,0.0,0.0
8426f27ffffffff,4.0,0.0,0.0
8426f2bffffffff,2.0,0.0,0.0
8426f2dffffffff,12.0,0.0,0.0
8426f33ffffffff,2.0,0.0,0.0
8426f35ffffffff,2.0,0.0,0.0
8426f37ffffffff,3.0,1.0,0.0
8426f43ffffffff,2.0,0.0,0.0
8427007ffffffff,9.0,0.0,0.0
8427021ffffffff,3.0,0.0,0.0
8427023ffffffff,14.0,0.0,0.0
8427025ffffffff,6.0,0.0,0.0
842703dffffffff,2.0,0.0,0.0
8427097ffffffff,1.0,0.0,0.0
84270e1ffffffff,2.0,0.0,0.0
84270e3ffffffff,5.0,1.0,0.0
842711bffffffff,9.0,0.0,0.0
8427133ffffffff,10.0,0.0,0.0
84271a9ffffffff,2.0,0.0,0.0
8427401ffffffff,3.0,0.0,0.0
842740dffffffff,2.0,0.0,0.0
8427411ffffffff,2.0,0.0,0.0
842741bffffffff,4.0,0.0,0.0
8427435ffffffff,6.0,0.0,0.0
8427445ffffffff,4.0,2.0,0.0
8427461ffffffff,2.0,0.0,0.0
842746dffffffff,5.0,0.0,0.0
8427485ffffffff,2.0,0.0,0.0
8427487ffffffff,8.0,0.0,0.0
842748dffffffff,6.0,0.0,0.0
8427495ffffffff,5.0,2.0,0.0
8427499ffffffff,11.0,0.0,0.0
84274abffffffff,2.0,0.0,0.0
84274b5ffffffff,4.0,0.0,0.0
84274b7ffffffff,1.0,1.0,0.0
84274c1ffffffff,2.0,0.0,0.0
84274c5ffffffff,2.0,0.0,0.0
84274c7ffffffff,1.0,0.0,0.0
84274d3ffffffff,3.0,0.0,0.0
84274d9ffffffff,3.0,0.0,0.0
84274dbffffffff,1.0,0.0,0.0
84274ddffffffff,12.0,0.0,0.0
84274e3ffffffff,26.0,1.0,0.0
8427519ffffffff,2.0,0.0,0.0
8427537ffffffff,2.0,0.0,0.0
8427539ffffffff,1.0,0.0,0.0
8427545ffffffff,2.0,0.0,0.0
8427569ffffffff,20.0,0.0,0.0
8427581ffffffff,13.0,0.0,0.0
8427585ffffffff,5.0,0.0,0.0
8427587ffffffff,1.0,0.0,0.0
842758bffffffff,4.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0
8427591ffffffff,2.0,0.0,0.0
8427593ffffffff,13.0,1.0,0.0
8427597ffffffff,2.0,0.0,0.0
8427599ffffffff,1.0,0.0,0.0
842759bffffffff,11.0,0.0,0.0
842759dffffffff,4.0,0.0,0.0
84275a1ffffffff,2.0,0.0,0.0
84275adffffffff,1.0,0.0,0.0
84275b5ffffffff,2.0,0.0,0.0
84275b7ffffffff,2.0,0.0,0.0
84275b9ffffffff,3.0,0.0,0.0
84275c5ffffffff,1.0,1.0,0.0
84275cbffffffff,2.0,0.0,0.0
84275d5ffffffff,2.0,0.0,0.0
84275d7ffffffff,53.0,0.0,0.0
84275ddffffffff,2.0,0.0,0.0
8427617ffffffff,1.0,0.0,0.0
8427631ffffffff,12.0,0.0,0.0
842763bffffffff,22.0,0.0,0.0
8427687ffffffff,2.0,0.0,0.0
8427691ffffffff,2.0,0.0,0.0
8427693ffffffff,8.0,0.0,0.0
8427699ffffffff,8.0,0.0,0.0
842769bffffffff,3.0,0.0,0.0
84276b5ffffffff,4.0,0.0,0.0
84276b7ffffffff,1.0,0.0,0.0
84276bbffffffff,2.0,0.0,0.0
84276bdffffffff,16.0,2.0,0.0
84276d1ffffffff,1.0,1.0,0.0
84276d3ffffffff,1.0,1.0,0.0
84276edffffffff,2.0,0.0,0.0
8427701ffffffff,2.0,0.0,0.0
8427711ffffffff,2.0,0.0,0.0
8427715ffffffff,1.0,0.0,0.0
842771dffffffff,2.0,0.0,0.0
8427801ffffffff,1.0,0.0,0.0
842780dffffffff,2.0,0.0,0.0
8427841ffffffff,2.0,2.0,0.0
842785bffffffff,6.0,0.0,0.0
8427861ffffffff,3.0,0.0,0.0
8427883ffffffff,2.0,0.0,0.0
8427889ffffffff,1.0,0.0,0.0
84278b1ffffffff,2.0,0.0,0.0
84278b9ffffffff,2.0,0.0,0.0
84278c7ffffffff,2.0,0.0,0.0
8427909ffffffff,4.0,0.0,0.0
842790dffffffff,2.0,0.0,0.0
8427927ffffffff,5.0,0.0,0.0
8427931ffffffff,1.0,1.0,0.0
8427933ffffffff,2.0,2.0,0.0
8427937ffffffff,8.0,0.0,0.0
842793bffffffff,2.0,2.0,0.0
8427955ffffffff,2.0,0.0,0.0
8427957ffffffff,2.0,0.0,0.0
8427997ffffffff,5.0,0.0,0.0
84279a3ffffffff,2.0,0.0,0.0
84279abffffffff,2.0,0.0,0.0
84279c3ffffffff,1.0,0.0,0.0
84279e3ffffffff,1.0,0.0,0.0
84279e5ffffffff,4.0,2.0,0.0
8427a69ffffffff,2.0,0.0,0.0
8427aa3ffffffff,1.0,0.0,0.0
8427addffffffff,3.0,0.0,0.0
8427ae5ffffffff,6.0,0.0,0.0
8427b65ffffffff,1.0,0.0,0.0
8428023ffffffff,3.0,0.0,0.0
842802bffffffff,13.0,0.0,0.0
842806bffffffff,2.0,0.0,0.0
8428103ffffffff,3.0,0.0,0.0
842810bffffffff,2.0,0.0,0.0
842810dffffffff,1.0,0.0,0.0
8428111ffffffff,1.0,0.0,0.0
842812bffffffff,2.0,0.0,0.0
8428139ffffffff,8.0,0.0,0.0
842813bffffffff,21.0,0.0,0.0
8428149ffffffff,9.0,0.0,0.0
8428151ffffffff,8.0,0.0,0.0
8428157ffffffff,13.0,0.0,0.0
8428159ffffffff,2.0,0.0,0.0
842818dffffffff,1.0,0.0,0.0
84281b5ffffffff,7.0,0.0,0.0
84281cbffffffff,2.0,0.0,0.0
84281e5ffffffff,8.0,1.0,0.0
84281e9ffffffff,2.0,0.0,0.0
84281ebffffffff,6.0,4.0,0.0
84281edffffffff,3.0,0.0,0.0
8428301ffffffff,35.0,0.0,0.0
8428303ffffffff,1.0,0.0,0.0
8428305ffffffff,51.0,0.0,0.0
8428307ffffffff,4.0,1.0,0.0
8428309ffffffff,128.0,8.0,0.0
842830bffffffff,32.0,2.0,0.0
842830dffffffff,28.0,0.0,0.0
8428315ffffffff,1.0,0.0,0.0
842831dffffffff,2.0,0.0,0.0
8428321ffffffff,4.0,0.0,0.0
8428323ffffffff,6.0,4.0,0.0
8428329ffffffff,27.0,0.0,0.0
842832bffffffff,19.0,0.0,0.0
8428331ffffffff,10.0,0.0,0.0
8428335ffffffff,7.0,0.0,0.0
842833bffffffff,2.0,0.0,0.0
8428341ffffffff,6.0,0.0,0.0
8428345ffffffff,3.0,0.0,0.0
8428347ffffffff,21.0,0.0,0.0
8428349ffffffff,5.0,0.0,0.0
842834dffffffff,86.0,0.0,0.0
8428355ffffffff,4.0,4.0,0.0
8428357ffffffff,29.0,0.0,0.0
8428361ffffffff,105.0,0.0,0.0
8428363ffffffff,631.0,0.0,0.0
8428365ffffffff,21.0,0.0,0.0
8428367ffffffff,252.0,0.0,0.0
8428369ffffffff,78.0,0.0,0.0
842836bffffffff,196.0,2.0,0.0
842836dffffffff,10.0,0.0,0.0
8428803ffffffff,2.0,0.0,0.0
8428809ffffffff,2.0,0.0,0.0
8428841ffffffff,10.0,0.0,0.0
8428843ffffffff,23.0,0.0,0.0
8428847ffffffff,83.0,0.0,0.0
842884bffffffff,8.0,0.0,0.0
842884dffffffff,3.0,0.0,0.0
8428855ffffffff,23.0,0.0,0.0
842885dffffffff,10.0,0.0,0.0
8428883ffffffff,3.0,3.0,0.0
8428885ffffffff,2.0,0.0,0.0
8428889ffffffff,4.0,0.0,0.0
842888bffffffff,2.0,0.0,0.0
8428891ffffffff,4.0,0.0,0.0
8428893ffffffff,3.0,0.0,0.0
8428895ffffffff,5.0,0.0,0.0
8428897ffffffff,1.0,0.0,0.0
8428899ffffffff,12.0,0.0,0.0
84288a9ffffffff,1.0,0.0,0.0
84288b5ffffffff,2.0,0.0,0.0
84288b9ffffffff,8.0,0.0,0.0
84288d5ffffffff,2.0,0.0,0.0
8428907ffffffff,3.0,0.0,0.0
842890bffffffff,2.0,0.0,0.0
842890dffffffff,1.0,0.0,0.0
8428921ffffffff,6.0,4.0,0.0
8428927ffffffff,4.0,2.0,0.0
8428929ffffffff,5.0,3.0,0.0
8428935ffffffff,2.0,0.0,0.0
8428941ffffffff,7.0,0.0,0.0
8428949ffffffff,1.0,0.0,0.0
8428961ffffffff,6.0,6.0,0.0
8428965ffffffff,3.0,3.0,0.0
8428967ffffffff,10.0,10.0,0.0
8428985ffffffff,6.0,0.0,0.0
8428987ffffffff,12.0,11.0,0.0
84289abffffffff,7.0,4.0,0.0
84289b1ffffffff,1.0,0.0,0.0
84289bdffffffff,6.0,2.0,0.0
84289d3ffffffff,2.0,0.0,0.0
84289e1ffffffff,1.0,1.0,0.0
8428a8dffffffff,2.0,2.0,0.0
8428a91ffffffff,4.0,0.0,0.0
8428a95ffffffff,7.0,0.0,0.0
8428ac9ffffffff,1.0,0.0,0.0
8428ad7ffffffff,2.0,2.0,0.0
8428addffffffff,25.0,1.0,0.0
8428ae1ffffffff,9.0,4.0,0.0
8428ae9ffffffff,4.0,0.0,0.0
8428aebffffffff,3.0,0.0,0.0
8428b03ffffffff,2.0,0.0,0.0
8428b07ffffffff,6.0,0.0,0.0
8428b11ffffffff,3.0,0.0,0.0
8428b13ffffffff,2.0,0.0,0.0
8428b17ffffffff,2.0,0.0,0.0
8428b1dffffffff,4.0,4.0,0.0
8428b25ffffffff,2.0,0.0,0.0
8428b35ffffffff,2.0,2.0,0.0
8428b53ffffffff,3.0,0.0,0.0
8428b61ffffffff,4.0,2.0,0.0
8428b65ffffffff,1.0,1.0,0.0
8428b69ffffffff,10.0,1.0,0.0
8428b6dffffffff,2.0,2.0,0.0
8428c61ffffffff,11.0,0.0,0.0
8428c6bffffffff,7.0,0.0,0.0
8428d11ffffffff,2.0,0.0,0.0
8428d13ffffffff,4.0,0.0,0.0
8428d15ffffffff,2.0,0.0,0.0
8428d17ffffffff,2.0,0.0,0.0
8428d1bffffffff,12.0,0.0,0.0
8428d1dffffffff,2.0,0.0,0.0
8428d25ffffffff,2.0,0.0,0.0
8428d31ffffffff,2.0,0.0,0.0
8428d33ffffffff,4.0,0.0,0.0
8428d55ffffffff,13.0,0.0,0.0
8428d5bffffffff,2.0,0.0,0.0
8428d5dffffffff,5.0,0.0,0.0
8428d65ffffffff,2.0,0.0,0.0
8428d81ffffffff,5.0,0.0,0.0
8428d89ffffffff,5.0,0.0,0.0
8428dc5ffffffff,5.0,0.0,0.0
8428dc9ffffffff,3.0,0.0,0.0
8428de9ffffffff,15.0,0.0,0.0
8428f01ffffffff,35.0,0.0,0.0
8428f05ffffffff,4.0,0.0,0.0
8428f07ffffffff,9.0,0.0,0.0
8428f15ffffffff,1.0,0.0,0.0
8428f17ffffffff,3.0,0.0,0.0
8428f1dffffffff,4.0,0.0,0.0
8428f37ffffffff,24.0,0.0,0.0
8428f43ffffffff,7.0,0.0,0.0
8428f4bffffffff,14.0,0.0,0.0
8428f4dffffffff,1.0,0.0,0.0
8428f51ffffffff,2.0,0.0,0.0
8428f55ffffffff,3.0,0.0,0.0
