cell_id,Tachyspiza badia,Tachyspiza badia sphenura/polyzonoides,Tachyspiza badia [badia Group]
82ac8ffffffffff,17.0,0.0,0.0
82ac97fffffffff,21.0,0.0,0.0
82ac9ffffffffff,6.0,0.0,0.0
82aca7fffffffff,32.0,0.0,0.0
82acb7fffffffff,17.0,0.0,0.0
82ad87fffffffff,3.0,0.0,0.0
82ad97fffffffff,3.0,0.0,0.0
82adb7fffffffff,2.0,0.0,0.0
82bc8ffffffffff,2.0,2.0,0.0
82bcc7fffffffff,3.0,0.0,0.0
82bcd7fffffffff,111.0,12.0,0.0
82bcdffffffffff,19.0,4.0,0.0
82bcf7fffffffff,21.0,0.0,0.0
