cell_id,Ploceus cucullatus,Ploceus cucullatus collaris,Ploceus cucullatus [cucullatus Group],Ploceus cucullatus nigriceps/graueri,Ploceus cucullatus spilonotus
837529fffffffff,258.0,0.0,78.0,0.0,0.0
83752afffffffff,55.0,0.0,24.0,0.0,0.0
83752bfffffffff,7.0,0.0,5.0,0.0,0.0
83752dfffffffff,1.0,0.0,0.0,0.0,0.0
83752efffffffff,7.0,0.0,4.0,0.0,0.0
837530fffffffff,8.0,0.0,0.0,0.0,0.0
837536fffffffff,5.0,0.0,0.0,0.0,0.0
837574fffffffff,46.0,0.0,8.0,0.0,0.0
837576fffffffff,72.0,0.0,13.0,0.0,0.0
837580fffffffff,2.0,0.0,0.0,0.0,0.0
837586fffffffff,4.0,0.0,0.0,0.0,0.0
8375a6fffffffff,2.0,0.0,0.0,0.0,0.0
837a40fffffffff,91.0,0.0,35.0,0.0,0.0
837a41fffffffff,267.0,0.0,45.0,0.0,0.0
837a44fffffffff,2.0,0.0,2.0,0.0,0.0
837a45fffffffff,141.0,0.0,55.0,0.0,0.0
837a48fffffffff,120.0,0.0,24.0,0.0,0.0
837a49fffffffff,10.0,0.0,2.0,0.0,0.0
837a4cfffffffff,92.0,0.0,14.0,0.0,0.0
837a4dfffffffff,146.0,0.0,27.0,0.0,0.0
837a60fffffffff,216.0,0.0,53.0,0.0,0.0
837a61fffffffff,24.0,0.0,0.0,0.0,0.0
837a63fffffffff,7.0,0.0,2.0,0.0,0.0
837a64fffffffff,44.0,0.0,6.0,0.0,0.0
837a65fffffffff,174.0,0.0,0.0,2.0,0.0
837a66fffffffff,11.0,0.0,5.0,0.0,0.0
837a68fffffffff,362.0,0.0,91.0,0.0,0.0
837a69fffffffff,19.0,0.0,5.0,0.0,0.0
837a6afffffffff,123.0,0.0,11.0,0.0,0.0
837a6bfffffffff,184.0,0.0,20.0,0.0,0.0
837a6cfffffffff,2.0,0.0,0.0,0.0,0.0
837a6dfffffffff,111.0,0.0,10.0,0.0,0.0
837a6efffffffff,284.0,0.0,125.0,0.0,0.0
837a74fffffffff,3.0,0.0,0.0,0.0,0.0
837ac1fffffffff,2.0,0.0,2.0,0.0,0.0
837ac8fffffffff,211.0,0.0,25.0,0.0,0.0
837ac9fffffffff,4.0,0.0,0.0,0.0,0.0
837acafffffffff,34.0,0.0,5.0,0.0,0.0
837acbfffffffff,12.0,0.0,0.0,0.0,0.0
837accfffffffff,3.0,0.0,0.0,0.0,0.0
837acdfffffffff,80.0,0.0,3.0,0.0,0.0
837ad9fffffffff,87.0,0.0,7.0,0.0,0.0
837adafffffffff,2.0,0.0,0.0,0.0,0.0
837ae8fffffffff,2.0,0.0,2.0,0.0,0.0
837aeafffffffff,5.0,0.0,2.0,0.0,0.0
837b48fffffffff,12.0,0.0,0.0,0.0,0.0
837b4afffffffff,36.0,0.0,2.0,0.0,0.0
837b4bfffffffff,30.0,0.0,0.0,3.0,0.0
837b4cfffffffff,22.0,0.0,1.0,0.0,0.0
837b4dfffffffff,9.0,0.0,0.0,0.0,0.0
837b59fffffffff,150.0,0.0,31.0,0.0,0.0
837b5bfffffffff,16.0,0.0,4.0,0.0,0.0
837b68fffffffff,6.0,0.0,0.0,0.0,0.0
837b6afffffffff,12.0,0.0,0.0,0.0,0.0
837b6bfffffffff,25.0,0.0,0.0,3.0,0.0
838218fffffffff,4.0,0.0,0.0,0.0,0.0
83821afffffffff,1.0,0.0,0.0,0.0,0.0
838285fffffffff,3.0,2.0,1.0,0.0,0.0
83828afffffffff,1.0,0.0,0.0,0.0,0.0
83828bfffffffff,98.0,0.0,30.0,0.0,0.0
83828dfffffffff,28.0,0.0,4.0,0.0,0.0
838290fffffffff,1.0,0.0,0.0,0.0,0.0
83829dfffffffff,1.0,0.0,1.0,0.0,0.0
8382a0fffffffff,17.0,0.0,0.0,0.0,0.0
8382a5fffffffff,4.0,0.0,4.0,0.0,0.0
8382a8fffffffff,13.0,0.0,6.0,0.0,0.0
8382a9fffffffff,16.0,0.0,2.0,0.0,0.0
8382aafffffffff,10.0,0.0,4.0,0.0,0.0
8382b2fffffffff,1.0,0.0,1.0,0.0,0.0
8382b3fffffffff,1.0,0.0,0.0,0.0,0.0
8382d0fffffffff,140.0,0.0,53.0,0.0,0.0
8382d1fffffffff,8.0,0.0,8.0,0.0,0.0
8382d2fffffffff,108.0,0.0,59.0,0.0,0.0
8382d3fffffffff,67.0,0.0,43.0,0.0,0.0
8382d4fffffffff,6.0,0.0,0.0,0.0,0.0
8382d6fffffffff,9.0,0.0,3.0,0.0,0.0
8382dbfffffffff,2.0,0.0,0.0,0.0,0.0
8382e3fffffffff,3.0,0.0,0.0,0.0,0.0
8382f0fffffffff,27.0,2.0,2.0,0.0,0.0
8382f2fffffffff,42.0,0.0,34.0,0.0,0.0
8382f4fffffffff,5.0,0.0,0.0,0.0,0.0
8382f6fffffffff,2.0,0.0,0.0,0.0,0.0
838304fffffffff,2.0,0.0,0.0,0.0,0.0
838311fffffffff,5.0,1.0,0.0,0.0,0.0
838312fffffffff,6.0,3.0,0.0,0.0,0.0
838313fffffffff,6.0,1.0,0.0,0.0,0.0
838315fffffffff,13.0,4.0,0.0,0.0,0.0
83831efffffffff,19.0,3.0,0.0,0.0,0.0
838320fffffffff,3.0,0.0,0.0,0.0,0.0
838333fffffffff,3.0,3.0,0.0,0.0,0.0
838386fffffffff,2.0,0.0,0.0,0.0,0.0
838391fffffffff,4.0,0.0,0.0,0.0,0.0
838398fffffffff,5.0,0.0,0.0,0.0,0.0
8383a8fffffffff,2.0,0.0,0.0,0.0,0.0
8383acfffffffff,2.0,0.0,0.0,0.0,0.0
8383adfffffffff,9.0,1.0,0.0,0.0,0.0
839600fffffffff,19.0,0.0,0.0,6.0,0.0
839601fffffffff,5.0,0.0,0.0,2.0,0.0
839602fffffffff,12.0,0.0,0.0,2.0,0.0
839604fffffffff,2.0,0.0,0.0,0.0,0.0
839605fffffffff,4.0,0.0,0.0,0.0,0.0
839609fffffffff,3.0,0.0,0.0,0.0,0.0
83960cfffffffff,2.0,0.0,0.0,0.0,0.0
839615fffffffff,2.0,0.0,0.0,0.0,0.0
839620fffffffff,15.0,0.0,0.0,5.0,0.0
839621fffffffff,23.0,0.0,0.0,0.0,0.0
839623fffffffff,92.0,0.0,0.0,14.0,0.0
839624fffffffff,8.0,0.0,0.0,0.0,0.0
839626fffffffff,4.0,0.0,0.0,0.0,0.0
839628fffffffff,8.0,0.0,0.0,0.0,0.0
839629fffffffff,2.0,0.0,0.0,0.0,0.0
83962bfffffffff,1.0,0.0,0.0,0.0,0.0
83962cfffffffff,66.0,0.0,0.0,22.0,0.0
83962dfffffffff,2.0,0.0,0.0,0.0,0.0
83962efffffffff,39.0,0.0,0.0,13.0,0.0
839633fffffffff,26.0,0.0,0.0,0.0,0.0
839643fffffffff,1.0,0.0,0.0,0.0,0.0
839666fffffffff,1.0,0.0,0.0,0.0,0.0
839675fffffffff,2.0,0.0,0.0,0.0,0.0
839683fffffffff,1.0,0.0,0.0,0.0,0.0
839690fffffffff,47.0,0.0,0.0,4.0,0.0
839691fffffffff,2.0,0.0,0.0,0.0,0.0
839692fffffffff,147.0,0.0,0.0,9.0,0.0
839693fffffffff,140.0,0.0,0.0,37.0,0.0
83969afffffffff,76.0,0.0,27.0,0.0,0.0
83969bfffffffff,1.0,0.0,0.0,0.0,0.0
8396a0fffffffff,2.0,0.0,0.0,0.0,0.0
8396a3fffffffff,2.0,0.0,0.0,0.0,0.0
8396a8fffffffff,8.0,0.0,0.0,0.0,0.0
8396aafffffffff,2.0,0.0,2.0,0.0,0.0
8396abfffffffff,3.0,0.0,0.0,0.0,0.0
8396b0fffffffff,5.0,0.0,0.0,0.0,0.0
8396b1fffffffff,31.0,0.0,3.0,0.0,0.0
8396b4fffffffff,20.0,0.0,0.0,0.0,0.0
8396b6fffffffff,20.0,0.0,2.0,2.0,0.0
839700fffffffff,1.0,0.0,0.0,1.0,0.0
839701fffffffff,4.0,0.0,0.0,2.0,0.0
839702fffffffff,14.0,0.0,0.0,0.0,0.0
839703fffffffff,6.0,0.0,0.0,2.0,0.0
839705fffffffff,3.0,0.0,0.0,0.0,0.0
839706fffffffff,4.0,0.0,0.0,0.0,0.0
83970afffffffff,4.0,0.0,0.0,0.0,0.0
83970cfffffffff,6.0,0.0,0.0,2.0,0.0
83970dfffffffff,2.0,0.0,0.0,0.0,0.0
839710fffffffff,10.0,0.0,0.0,0.0,0.0
839711fffffffff,92.0,0.0,0.0,3.0,0.0
839713fffffffff,3.0,0.0,0.0,0.0,0.0
839715fffffffff,9.0,0.0,0.0,2.0,0.0
839719fffffffff,64.0,0.0,0.0,0.0,0.0
83971bfffffffff,3.0,0.0,0.0,0.0,0.0
83971cfffffffff,16.0,0.0,0.0,1.0,0.0
83971dfffffffff,1.0,0.0,0.0,0.0,0.0
839724fffffffff,17.0,0.0,0.0,0.0,3.0
839725fffffffff,6.0,0.0,0.0,0.0,0.0
839728fffffffff,14.0,0.0,0.0,0.0,0.0
839729fffffffff,6.0,0.0,0.0,0.0,0.0
83972afffffffff,1.0,0.0,0.0,1.0,0.0
83972cfffffffff,46.0,0.0,0.0,0.0,8.0
83972dfffffffff,24.0,0.0,0.0,0.0,8.0
83972efffffffff,64.0,0.0,0.0,0.0,23.0
839731fffffffff,8.0,0.0,0.0,0.0,0.0
839735fffffffff,5.0,0.0,0.0,0.0,0.0
839741fffffffff,12.0,0.0,0.0,2.0,0.0
839743fffffffff,30.0,0.0,0.0,2.0,0.0
839745fffffffff,4.0,0.0,0.0,0.0,0.0
83974afffffffff,120.0,0.0,0.0,8.0,0.0
83974bfffffffff,30.0,0.0,0.0,11.0,0.0
83974efffffffff,25.0,0.0,0.0,5.0,0.0
839750fffffffff,9.0,0.0,0.0,0.0,0.0
839751fffffffff,420.0,0.0,0.0,15.0,0.0
839753fffffffff,5.0,0.0,0.0,3.0,0.0
839758fffffffff,4.0,0.0,0.0,0.0,0.0
83975cfffffffff,47.0,0.0,0.0,3.0,0.0
83975dfffffffff,8.0,0.0,0.0,0.0,0.0
83975efffffffff,15.0,0.0,0.0,2.0,0.0
839772fffffffff,4.0,0.0,0.0,0.0,0.0
839775fffffffff,2.0,0.0,0.0,0.0,0.0
839788fffffffff,10.0,0.0,0.0,0.0,0.0
83978bfffffffff,3.0,0.0,0.0,0.0,0.0
83978cfffffffff,2.0,0.0,0.0,0.0,0.0
83978dfffffffff,14.0,0.0,0.0,0.0,0.0
83978efffffffff,2.0,0.0,0.0,0.0,0.0
8397a8fffffffff,7.0,0.0,0.0,0.0,0.0
8397aafffffffff,9.0,0.0,0.0,0.0,0.0
8397abfffffffff,3.0,0.0,0.0,0.0,0.0
8397acfffffffff,1.0,0.0,0.0,0.0,0.0
83a240fffffffff,4.0,0.0,0.0,0.0,2.0
83a242fffffffff,124.0,0.0,0.0,0.0,26.0
83a243fffffffff,9.0,0.0,0.0,0.0,0.0
83a250fffffffff,24.0,0.0,0.0,0.0,0.0
83a254fffffffff,4.0,0.0,0.0,0.0,0.0
83a255fffffffff,5.0,0.0,0.0,0.0,3.0
83ac8afffffffff,2.0,0.0,0.0,0.0,0.0
83ac96fffffffff,31.0,0.0,0.0,2.0,0.0
83bc09fffffffff,8.0,0.0,0.0,0.0,0.0
83bc0bfffffffff,15.0,0.0,0.0,0.0,0.0
83bc19fffffffff,11.0,0.0,0.0,0.0,0.0
83bc1bfffffffff,132.0,0.0,0.0,0.0,15.0
83bc46fffffffff,10.0,0.0,0.0,0.0,0.0
83bc54fffffffff,1.0,0.0,0.0,0.0,0.0
83bc71fffffffff,12.0,0.0,0.0,0.0,2.0
83bc72fffffffff,4.0,0.0,0.0,0.0,0.0
83bc73fffffffff,37.0,0.0,0.0,0.0,0.0
83bc89fffffffff,79.0,0.0,0.0,0.0,20.0
83bc99fffffffff,11.0,0.0,0.0,0.0,0.0
83bc9bfffffffff,3.0,0.0,0.0,0.0,0.0
83bcc1fffffffff,2.0,0.0,0.0,0.0,0.0
83bcc2fffffffff,47.0,0.0,0.0,0.0,10.0
83bcc3fffffffff,79.0,0.0,0.0,0.0,7.0
83bcc4fffffffff,20.0,0.0,0.0,0.0,5.0
83bcc6fffffffff,91.0,0.0,0.0,0.0,14.0
83bccafffffffff,13.0,1.0,0.0,0.0,0.0
83bccefffffffff,2.0,0.0,0.0,0.0,0.0
83bcd0fffffffff,153.0,0.0,0.0,0.0,39.0
83bcd1fffffffff,40.0,0.0,0.0,0.0,7.0
83bcd2fffffffff,312.0,0.0,0.0,0.0,61.0
83bcd3fffffffff,38.0,0.0,0.0,0.0,11.0
83bcd4fffffffff,85.0,0.0,0.0,0.0,36.0
83bcd5fffffffff,20.0,0.0,0.0,0.0,5.0
83bcd6fffffffff,160.0,0.0,0.0,0.0,22.0
83bcd8fffffffff,26.0,0.0,0.0,0.0,10.0
83bcd9fffffffff,24.0,1.0,0.0,0.0,11.0
83bcdafffffffff,2.0,0.0,0.0,0.0,2.0
83bcdcfffffffff,138.0,0.0,0.0,0.0,15.0
83bcddfffffffff,14.0,0.0,0.0,0.0,7.0
83bcdefffffffff,41.0,0.0,0.0,0.0,5.0
83bce0fffffffff,1.0,0.0,0.0,0.0,1.0
83bce2fffffffff,80.0,0.0,0.0,0.0,45.0
83bce6fffffffff,76.0,0.0,0.0,0.0,15.0
83bcf0fffffffff,56.0,0.0,0.0,0.0,5.0
83bcf1fffffffff,15.0,0.0,0.0,0.0,1.0
83bcf2fffffffff,594.0,0.0,0.0,0.0,101.0
83bcf3fffffffff,109.0,0.0,0.0,0.0,42.0
83bcf4fffffffff,50.0,0.0,0.0,0.0,24.0
83bcf5fffffffff,1358.0,0.0,0.0,0.0,828.0
83bcf6fffffffff,313.0,0.0,0.0,0.0,27.0
