cell_id,Centropus sinensis,Centropus sinensis [sinensis Group],Centropus sinensis parroti
833da8fffffffff,108.0,0.0,0.0
833da9fffffffff,166.0,0.0,0.0
833daafffffffff,55.0,0.0,0.0
833dabfffffffff,23.0,0.0,0.0
833dacfffffffff,671.0,0.0,0.0
833dadfffffffff,1002.0,73.0,0.0
833daefffffffff,59.0,0.0,0.0
833db0fffffffff,229.0,0.0,0.0
833db1fffffffff,91.0,0.0,0.0
833db2fffffffff,277.0,0.0,0.0
833db3fffffffff,386.0,0.0,0.0
833db4fffffffff,31.0,0.0,0.0
833db5fffffffff,190.0,0.0,0.0
833db6fffffffff,361.0,0.0,0.0
83400cfffffffff,2.0,0.0,0.0
834012fffffffff,4.0,0.0,0.0
834020fffffffff,2.0,0.0,0.0
834022fffffffff,11.0,0.0,0.0
83402afffffffff,2.0,0.0,0.0
83402dfffffffff,168.0,2.0,0.0
834034fffffffff,11.0,0.0,0.0
834041fffffffff,3.0,3.0,0.0
834048fffffffff,2.0,0.0,0.0
834049fffffffff,26.0,0.0,0.0
83404bfffffffff,5.0,0.0,0.0
83404cfffffffff,48.0,10.0,0.0
83404dfffffffff,78.0,0.0,0.0
83404efffffffff,3.0,0.0,0.0
834061fffffffff,11.0,0.0,0.0
834065fffffffff,56.0,3.0,0.0
834069fffffffff,1.0,0.0,0.0
83406afffffffff,2.0,0.0,0.0
83406bfffffffff,15.0,7.0,0.0
83406cfffffffff,1.0,0.0,0.0
834075fffffffff,11.0,0.0,0.0
834103fffffffff,374.0,25.0,0.0
834108fffffffff,5.0,0.0,0.0
834109fffffffff,36.0,4.0,0.0
83410efffffffff,2.0,0.0,0.0
834110fffffffff,10.0,0.0,0.0
834111fffffffff,8.0,0.0,0.0
834112fffffffff,10.0,1.0,0.0
834116fffffffff,5.0,0.0,0.0
834118fffffffff,46.0,0.0,0.0
834119fffffffff,8.0,0.0,0.0
83411afffffffff,12.0,0.0,0.0
83411cfffffffff,1937.0,296.0,0.0
83411dfffffffff,54.0,0.0,0.0
834141fffffffff,1.0,1.0,0.0
834142fffffffff,16.0,0.0,0.0
834143fffffffff,84.0,16.0,0.0
834148fffffffff,4.0,0.0,0.0
834149fffffffff,28.0,0.0,0.0
83414bfffffffff,23.0,0.0,0.0
83414cfffffffff,33.0,0.0,0.0
83414dfffffffff,51.0,0.0,0.0
834150fffffffff,2.0,0.0,0.0
834152fffffffff,1.0,0.0,0.0
834153fffffffff,4.0,4.0,0.0
834154fffffffff,25.0,2.0,0.0
834158fffffffff,7.0,0.0,0.0
834159fffffffff,13.0,3.0,0.0
83415cfffffffff,11.0,0.0,0.0
83415efffffffff,66.0,9.0,0.0
834160fffffffff,10.0,2.0,0.0
834161fffffffff,4.0,0.0,0.0
834164fffffffff,37.0,6.0,0.0
834165fffffffff,25.0,0.0,0.0
834168fffffffff,7.0,0.0,0.0
834169fffffffff,15.0,0.0,0.0
83416afffffffff,5.0,0.0,0.0
83416bfffffffff,34.0,2.0,0.0
83416cfffffffff,34.0,0.0,0.0
83416dfffffffff,55.0,0.0,0.0
83416efffffffff,65.0,23.0,0.0
834170fffffffff,9.0,3.0,0.0
834171fffffffff,58.0,10.0,0.0
834172fffffffff,32.0,6.0,0.0
834173fffffffff,76.0,23.0,0.0
834175fffffffff,4.0,0.0,0.0
8341a0fffffffff,380.0,175.0,0.0
8341a2fffffffff,1.0,1.0,0.0
8341a4fffffffff,1764.0,757.0,0.0
8341a5fffffffff,3112.0,1589.0,0.0
8341b4fffffffff,31.0,4.0,0.0
8341b5fffffffff,279.0,40.0,0.0
834248fffffffff,8.0,0.0,0.0
834249fffffffff,631.0,15.0,0.0
83424bfffffffff,4.0,0.0,0.0
83424dfffffffff,4.0,0.0,0.0
834253fffffffff,9.0,0.0,0.0
834254fffffffff,14.0,0.0,0.0
834258fffffffff,19.0,0.0,0.0
834259fffffffff,35.0,0.0,0.0
83425afffffffff,90.0,0.0,0.0
83425bfffffffff,4.0,0.0,0.0
83425cfffffffff,1.0,0.0,0.0
83425dfffffffff,14.0,0.0,0.0
83425efffffffff,1.0,0.0,0.0
834268fffffffff,5.0,0.0,0.0
834269fffffffff,298.0,0.0,0.0
8342c0fffffffff,508.0,0.0,0.0
8342c1fffffffff,391.0,0.0,0.0
8342c2fffffffff,325.0,0.0,0.0
8342c3fffffffff,299.0,0.0,0.0
8342c4fffffffff,446.0,0.0,0.0
8342c5fffffffff,176.0,0.0,0.0
8342c6fffffffff,154.0,0.0,0.0
8342c8fffffffff,132.0,0.0,0.0
8342c9fffffffff,18.0,0.0,0.0
8342cafffffffff,517.0,0.0,0.0
8342cbfffffffff,122.0,0.0,0.0
8342ccfffffffff,1300.0,0.0,0.0
8342cdfffffffff,267.0,0.0,0.0
8342cefffffffff,2004.0,0.0,0.0
8342d1fffffffff,26.0,0.0,0.0
8342d9fffffffff,639.0,0.0,0.0
8342dbfffffffff,1157.0,0.0,193.0
8342dcfffffffff,349.0,0.0,0.0
8342ddfffffffff,637.0,0.0,0.0
8342e0fffffffff,7.0,0.0,0.0
8342e1fffffffff,2.0,0.0,0.0
8342e2fffffffff,90.0,0.0,0.0
8342e3fffffffff,13.0,0.0,0.0
8342e4fffffffff,2.0,0.0,0.0
8342e9fffffffff,43.0,0.0,0.0
8342eafffffffff,35.0,0.0,0.0
8342ebfffffffff,207.0,0.0,0.0
836002fffffffff,8694.0,0.0,1081.0
836004fffffffff,946.0,0.0,22.0
836006fffffffff,6798.0,0.0,170.0
836010fffffffff,228.0,0.0,0.0
836011fffffffff,4550.0,0.0,194.0
836012fffffffff,100.0,0.0,1.0
836013fffffffff,233.0,0.0,0.0
836014fffffffff,12474.0,0.0,494.0
836015fffffffff,7651.0,0.0,115.0
836016fffffffff,13142.0,0.0,480.0
83601afffffffff,16.0,0.0,0.0
83601efffffffff,4530.0,0.0,437.0
836022fffffffff,7846.0,0.0,84.0
836026fffffffff,4509.0,0.0,120.0
836030fffffffff,1245.0,0.0,122.0
836031fffffffff,18271.0,0.0,604.0
836032fffffffff,6258.0,0.0,140.0
836033fffffffff,11929.0,0.0,2580.0
836034fffffffff,664.0,0.0,45.0
836035fffffffff,2242.0,0.0,217.0
836036fffffffff,2469.0,0.0,593.0
836080fffffffff,110.0,0.0,0.0
836081fffffffff,73.0,0.0,0.0
836082fffffffff,15.0,0.0,0.0
836083fffffffff,2.0,0.0,0.0
836084fffffffff,382.0,0.0,0.0
836085fffffffff,48.0,0.0,0.0
836086fffffffff,12.0,0.0,0.0
836088fffffffff,3821.0,0.0,0.0
836089fffffffff,7.0,0.0,0.0
83608afffffffff,265.0,0.0,45.0
83608bfffffffff,9165.0,0.0,2073.0
83608cfffffffff,168.0,0.0,0.0
83608dfffffffff,259.0,0.0,0.0
83608efffffffff,1884.0,0.0,0.0
836090fffffffff,279.0,0.0,0.0
836091fffffffff,168.0,0.0,0.0
836092fffffffff,505.0,0.0,0.0
836093fffffffff,142.0,0.0,0.0
836094fffffffff,264.0,0.0,0.0
836095fffffffff,21.0,0.0,0.0
836096fffffffff,1167.0,0.0,0.0
836098fffffffff,123.0,0.0,0.0
836099fffffffff,154.0,0.0,0.0
83609afffffffff,78.0,0.0,0.0
83609bfffffffff,76.0,0.0,0.0
83609cfffffffff,115.0,0.0,0.0
83609dfffffffff,180.0,0.0,0.0
83609efffffffff,1011.0,0.0,0.0
8360a0fffffffff,250.0,0.0,0.0
8360a1fffffffff,365.0,0.0,0.0
8360a2fffffffff,1929.0,0.0,0.0
8360a3fffffffff,119.0,0.0,0.0
8360a4fffffffff,24.0,0.0,0.0
8360a5fffffffff,116.0,0.0,0.0
8360a6fffffffff,391.0,0.0,0.0
8360a8fffffffff,613.0,0.0,0.0
8360a9fffffffff,3803.0,0.0,1654.0
8360aafffffffff,148.0,0.0,0.0
8360abfffffffff,175.0,0.0,0.0
8360acfffffffff,178.0,0.0,0.0
8360adfffffffff,749.0,0.0,11.0
8360aefffffffff,176.0,0.0,0.0
8360b0fffffffff,91.0,0.0,0.0
8360b1fffffffff,1525.0,0.0,0.0
8360b2fffffffff,91.0,0.0,0.0
8360b3fffffffff,84.0,0.0,0.0
8360b4fffffffff,117.0,0.0,0.0
8360b5fffffffff,229.0,0.0,0.0
8360b6fffffffff,41.0,0.0,0.0
8360f6fffffffff,26.0,0.0,0.0
836100fffffffff,210.0,0.0,8.0
836102fffffffff,1039.0,0.0,220.0
836103fffffffff,137.0,0.0,4.0
836106fffffffff,408.0,0.0,90.0
836110fffffffff,12.0,0.0,1.0
836111fffffffff,315.0,0.0,53.0
836113fffffffff,20.0,0.0,10.0
836115fffffffff,106.0,0.0,11.0
836119fffffffff,4.0,0.0,0.0
83611afffffffff,244.0,0.0,9.0
83611bfffffffff,175.0,0.0,17.0
83611cfffffffff,1746.0,0.0,97.0
83611efffffffff,183.0,0.0,15.0
836188fffffffff,1568.0,0.0,41.0
836189fffffffff,6477.0,0.0,625.0
83618afffffffff,94.0,0.0,0.0
83618bfffffffff,551.0,0.0,0.0
83618cfffffffff,3979.0,0.0,910.0
83618dfffffffff,596.0,0.0,109.0
83618efffffffff,539.0,0.0,52.0
836198fffffffff,63.0,0.0,0.0
836199fffffffff,18.0,0.0,0.0
83619afffffffff,200.0,0.0,0.0
83619bfffffffff,65.0,0.0,0.0
83619dfffffffff,2.0,0.0,0.0
83619efffffffff,31.0,0.0,0.0
8361a9fffffffff,356.0,0.0,46.0
8361abfffffffff,1617.0,0.0,100.0
8361adfffffffff,34.0,0.0,5.0
836412fffffffff,12.0,0.0,0.0
836414fffffffff,3.0,0.0,0.0
836416fffffffff,1484.0,504.0,0.0
836422fffffffff,109.0,27.0,0.0
836426fffffffff,72.0,18.0,0.0
836430fffffffff,34.0,15.0,0.0
836431fffffffff,367.0,138.0,0.0
836432fffffffff,340.0,229.0,0.0
836433fffffffff,39.0,23.0,0.0
836434fffffffff,271.0,162.0,0.0
836435fffffffff,181.0,83.0,0.0
836436fffffffff,12.0,0.0,0.0
836480fffffffff,156.0,68.0,0.0
836481fffffffff,8.0,0.0,0.0
836482fffffffff,1614.0,626.0,0.0
836483fffffffff,60.0,0.0,0.0
836484fffffffff,179.0,146.0,0.0
836485fffffffff,19.0,6.0,0.0
836486fffffffff,35.0,14.0,0.0
83648afffffffff,2.0,0.0,0.0
83648bfffffffff,5.0,2.0,0.0
83648cfffffffff,66.0,10.0,0.0
83648dfffffffff,20.0,0.0,0.0
83648efffffffff,9.0,0.0,0.0
836490fffffffff,571.0,184.0,0.0
836491fffffffff,628.0,189.0,0.0
836492fffffffff,9.0,0.0,0.0
836494fffffffff,14.0,1.0,0.0
836495fffffffff,310.0,246.0,0.0
836496fffffffff,17.0,0.0,0.0
836498fffffffff,94.0,16.0,0.0
836499fffffffff,2.0,0.0,0.0
83649afffffffff,1.0,0.0,0.0
83649bfffffffff,21.0,2.0,0.0
83649cfffffffff,14.0,7.0,0.0
83649dfffffffff,8.0,0.0,0.0
83649efffffffff,2.0,0.0,0.0
8364a0fffffffff,278.0,258.0,0.0
8364a1fffffffff,26.0,15.0,0.0
8364a2fffffffff,695.0,523.0,0.0
8364a3fffffffff,121.0,36.0,0.0
8364a4fffffffff,1432.0,619.0,0.0
8364a5fffffffff,609.0,179.0,0.0
8364a6fffffffff,83.0,68.0,0.0
8364acfffffffff,2.0,0.0,0.0
8364b0fffffffff,12.0,3.0,0.0
8364b1fffffffff,193.0,168.0,0.0
8364b2fffffffff,94.0,14.0,0.0
8364b3fffffffff,53.0,10.0,0.0
8364b4fffffffff,240.0,66.0,0.0
8364b5fffffffff,57.0,25.0,0.0
8364b6fffffffff,285.0,0.0,0.0
836500fffffffff,222.0,9.0,0.0
836501fffffffff,13.0,0.0,0.0
836502fffffffff,84.0,0.0,0.0
836503fffffffff,74.0,0.0,0.0
836505fffffffff,207.0,0.0,0.0
836506fffffffff,8.0,0.0,0.0
836508fffffffff,1.0,0.0,0.0
836509fffffffff,1.0,0.0,0.0
83650cfffffffff,1.0,0.0,0.0
83650dfffffffff,3.0,0.0,0.0
83650efffffffff,6.0,0.0,0.0
836511fffffffff,4.0,0.0,0.0
836518fffffffff,199.0,41.0,0.0
836519fffffffff,60.0,28.0,0.0
83651bfffffffff,201.0,111.0,0.0
83651cfffffffff,224.0,71.0,0.0
83651dfffffffff,110.0,0.0,0.0
83651efffffffff,14.0,0.0,0.0
836520fffffffff,108.0,0.0,0.0
836521fffffffff,4.0,0.0,0.0
836522fffffffff,34.0,0.0,0.0
836523fffffffff,19.0,0.0,0.0
836525fffffffff,22.0,0.0,0.0
836526fffffffff,131.0,0.0,0.0
836529fffffffff,3.0,0.0,0.0
83652cfffffffff,2.0,0.0,0.0
83652dfffffffff,1.0,0.0,0.0
83652efffffffff,1.0,0.0,0.0
836556fffffffff,2.0,0.0,0.0
836580fffffffff,110.0,10.0,0.0
836581fffffffff,33.0,22.0,0.0
836582fffffffff,109.0,10.0,0.0
836583fffffffff,486.0,38.0,0.0
836584fffffffff,792.0,54.0,0.0
836585fffffffff,82.0,9.0,0.0
836586fffffffff,22.0,1.0,0.0
836588fffffffff,126.0,56.0,0.0
836589fffffffff,150.0,50.0,0.0
83658afffffffff,399.0,143.0,0.0
83658bfffffffff,1498.0,506.0,0.0
83658efffffffff,350.0,102.0,0.0
836590fffffffff,57.0,3.0,0.0
836591fffffffff,647.0,124.0,0.0
836592fffffffff,2.0,0.0,0.0
836593fffffffff,19.0,10.0,0.0
836594fffffffff,6.0,2.0,0.0
836595fffffffff,54.0,0.0,0.0
836596fffffffff,8.0,0.0,0.0
836598fffffffff,168.0,145.0,0.0
836599fffffffff,692.0,244.0,0.0
83659afffffffff,59.0,6.0,0.0
83659bfffffffff,50.0,23.0,0.0
83659cfffffffff,810.0,114.0,0.0
83659dfffffffff,26.0,13.0,0.0
83659efffffffff,28.0,0.0,0.0
8365a2fffffffff,11.0,0.0,0.0
8365a3fffffffff,7.0,0.0,0.0
8365b0fffffffff,511.0,55.0,0.0
8365b2fffffffff,116.0,17.0,0.0
8365b3fffffffff,204.0,29.0,0.0
8365b4fffffffff,8.0,0.0,0.0
8365b5fffffffff,104.0,0.0,0.0
8365b6fffffffff,74.0,10.0,0.0
836802fffffffff,55.0,0.0,0.0
836810fffffffff,45.0,19.0,0.0
836811fffffffff,91.0,12.0,0.0
836812fffffffff,23.0,9.0,0.0
836815fffffffff,58.0,11.0,0.0
836816fffffffff,6.0,0.0,0.0
836818fffffffff,875.0,183.0,0.0
83681afffffffff,75.0,0.0,0.0
83681bfffffffff,2.0,0.0,0.0
83681cfffffffff,454.0,92.0,0.0
83681dfffffffff,26.0,2.0,0.0
83681efffffffff,15.0,0.0,0.0
836828fffffffff,257.0,11.0,0.0
83682afffffffff,12.0,1.0,0.0
83688afffffffff,2.0,0.0,0.0
83688cfffffffff,2.0,0.0,0.0
836896fffffffff,2.0,0.0,0.0
83689afffffffff,1.0,0.0,0.0
8368a1fffffffff,2.0,0.0,0.0
8368a5fffffffff,7.0,1.0,0.0
8368abfffffffff,3.0,0.0,0.0
8368acfffffffff,13.0,6.0,0.0
836914fffffffff,1.0,0.0,0.0
836932fffffffff,1.0,0.0,0.0
836934fffffffff,31.0,10.0,0.0
836936fffffffff,2.0,0.0,0.0
838c10fffffffff,19.0,1.0,0.0
838c13fffffffff,13.0,2.0,0.0
838c1afffffffff,3.0,0.0,0.0
838c92fffffffff,3.0,0.0,0.0
838c96fffffffff,34.0,4.0,0.0
838cadfffffffff,61.0,0.0,0.0
838cb2fffffffff,2.0,0.0,0.0
838cd0fffffffff,4.0,0.0,0.0
838cd2fffffffff,15.0,0.0,0.0
838cd5fffffffff,6.0,0.0,0.0
838cd8fffffffff,6.0,0.0,0.0
838cdcfffffffff,3.0,0.0,0.0
838d80fffffffff,2.0,0.0,0.0
838d84fffffffff,2.0,0.0,0.0
838d8cfffffffff,2.0,0.0,0.0
838d9afffffffff,9.0,0.0,0.0
838da2fffffffff,2.0,0.0,0.0
838da3fffffffff,3.0,0.0,0.0
838da6fffffffff,5.0,0.0,0.0
838db0fffffffff,3.0,0.0,0.0
838db5fffffffff,141.0,2.0,0.0
83951efffffffff,1.0,0.0,0.0
8395a4fffffffff,99.0,1.0,0.0
