cell_id,Lanius collaris,Lanius collaris marwitzi,Lanius collaris [collaris Group]
84972d7ffffffff,6.0,0.0,0.0
84972d9ffffffff,81.0,0.0,26.0
84972dbffffffff,12.0,0.0,0.0
84972e3ffffffff,5.0,0.0,0.0
84972ebffffffff,2.0,0.0,0.0
849740dffffffff,3.0,0.0,0.0
8497415ffffffff,3.0,0.0,0.0
8497431ffffffff,1.0,0.0,0.0
849743bffffffff,2.0,0.0,0.0
84974a9ffffffff,3.0,0.0,0.0
84974abffffffff,8.0,0.0,0.0
84974edffffffff,4.0,0.0,4.0
8497509ffffffff,5.0,0.0,0.0
8497513ffffffff,5.0,0.0,0.0
8497515ffffffff,2.0,0.0,0.0
84975c5ffffffff,2.0,0.0,0.0
84975c9ffffffff,1.0,0.0,0.0
8497685ffffffff,4.0,0.0,0.0
84976a1ffffffff,2.0,0.0,0.0
849772dffffffff,3.0,0.0,0.0
849783bffffffff,1.0,0.0,0.0
849788dffffffff,2.0,0.0,0.0
84978ebffffffff,2.0,0.0,0.0
849798bffffffff,3.0,0.0,0.0
849799bffffffff,3.0,0.0,0.0
84979e9ffffffff,3.0,0.0,0.0
84ac125ffffffff,16.0,0.0,0.0
84ac12dffffffff,81.0,0.0,13.0
84ac165ffffffff,2.0,0.0,0.0
84ac801ffffffff,93.0,0.0,12.0
84ac805ffffffff,58.0,0.0,8.0
84ac807ffffffff,8.0,0.0,1.0
84ac80dffffffff,2.0,0.0,0.0
84ac811ffffffff,5.0,0.0,0.0
84ac819ffffffff,5.0,0.0,0.0
84ac81bffffffff,3.0,0.0,0.0
84ac829ffffffff,3.0,0.0,1.0
84ac82dffffffff,4.0,0.0,0.0
84ac841ffffffff,4.0,0.0,0.0
84ac849ffffffff,3.0,0.0,0.0
84ac84bffffffff,1.0,0.0,0.0
84ac853ffffffff,1.0,0.0,1.0
84ac857ffffffff,2.0,0.0,2.0
84ac863ffffffff,6.0,0.0,0.0
84ac867ffffffff,8.0,0.0,0.0
84ac961ffffffff,6.0,0.0,3.0
84ac96dffffffff,2.0,0.0,0.0
84ac99dffffffff,2.0,0.0,0.0
84aca03ffffffff,4.0,0.0,0.0
84aca15ffffffff,100.0,0.0,20.0
84aca19ffffffff,1.0,0.0,0.0
84aca1dffffffff,3.0,0.0,0.0
84aca27ffffffff,3.0,0.0,0.0
84aca2bffffffff,6.0,0.0,6.0
84aca33ffffffff,1.0,0.0,0.0
84aca39ffffffff,25.0,0.0,5.0
84aca3bffffffff,2.0,0.0,2.0
84aca3dffffffff,21.0,0.0,0.0
84aca41ffffffff,8.0,0.0,0.0
84aca45ffffffff,4.0,0.0,2.0
84aca47ffffffff,2.0,0.0,2.0
84aca49ffffffff,8.0,0.0,0.0
84aca4bffffffff,69.0,0.0,17.0
84aca4dffffffff,4.0,0.0,2.0
84aca51ffffffff,6.0,0.0,2.0
84aca53ffffffff,1.0,0.0,0.0
84aca55ffffffff,8.0,0.0,0.0
84aca5dffffffff,14.0,0.0,4.0
84aca61ffffffff,17.0,0.0,3.0
84aca69ffffffff,2.0,0.0,0.0
84aca6bffffffff,23.0,0.0,0.0
84aca6dffffffff,2.0,0.0,0.0
84acaa5ffffffff,2.0,0.0,2.0
84acaa7ffffffff,6.0,0.0,0.0
84acaadffffffff,8.0,0.0,4.0
84acae5ffffffff,4.0,0.0,0.0
84acae7ffffffff,8.0,0.0,0.0
84acaedffffffff,53.0,0.0,6.0
84acb1bffffffff,1.0,0.0,1.0
84ad121ffffffff,1.0,0.0,0.0
84ad125ffffffff,3.0,0.0,0.0
84ad127ffffffff,4.0,0.0,0.0
84ad12dffffffff,12.0,0.0,0.0
84ad167ffffffff,9.0,0.0,0.0
84ad321ffffffff,172.0,0.0,43.0
84ad325ffffffff,33.0,0.0,6.0
84ad329ffffffff,742.0,0.0,219.0
84ad32dffffffff,18.0,0.0,3.0
84ad361ffffffff,296.0,0.0,52.0
84ad365ffffffff,117.0,0.0,50.0
84ad367ffffffff,305.0,0.0,113.0
84ad369ffffffff,567.0,0.0,183.0
84ad36bffffffff,2.0,0.0,0.0
84ad36dffffffff,133.0,0.0,34.0
84ad819ffffffff,2.0,0.0,2.0
84ad821ffffffff,3.0,0.0,1.0
84ad825ffffffff,7.0,0.0,0.0
84ad827ffffffff,2.0,0.0,0.0
84ad82dffffffff,21.0,0.0,3.0
84ad839ffffffff,4.0,0.0,0.0
84ad85bffffffff,1.0,0.0,0.0
84ad861ffffffff,9.0,0.0,0.0
84ad865ffffffff,9.0,0.0,0.0
84ad867ffffffff,32.0,0.0,1.0
84ad869ffffffff,4.0,0.0,0.0
84ad883ffffffff,6.0,0.0,0.0
84ad895ffffffff,47.0,0.0,7.0
84ad8b1ffffffff,2.0,0.0,0.0
84ad8b5ffffffff,11.0,0.0,0.0
84ad8b7ffffffff,5.0,0.0,0.0
84ad8b9ffffffff,46.0,0.0,14.0
84ad8bdffffffff,4.0,0.0,0.0
84ad8c3ffffffff,2.0,0.0,0.0
84ad8cbffffffff,2.0,0.0,0.0
84ad927ffffffff,2.0,0.0,0.0
84ad953ffffffff,4.0,0.0,0.0
84ad95bffffffff,1.0,0.0,1.0
84ad997ffffffff,2.0,0.0,0.0
84ad9d1ffffffff,5.0,0.0,1.0
84ada03ffffffff,8.0,0.0,2.0
84ada07ffffffff,2.0,0.0,2.0
84ada19ffffffff,2.0,0.0,2.0
84ada1bffffffff,40.0,0.0,10.0
84ada1dffffffff,3.0,0.0,0.0
84ada21ffffffff,19.0,0.0,7.0
84ada2dffffffff,5.0,0.0,0.0
84ada39ffffffff,2.0,0.0,0.0
84ada4dffffffff,29.0,0.0,9.0
84ada65ffffffff,2.0,0.0,0.0
84ada89ffffffff,2.0,0.0,0.0
84ada8dffffffff,2.0,0.0,0.0
84adaa5ffffffff,1.0,0.0,0.0
84adaa9ffffffff,3.0,0.0,2.0
84adaadffffffff,5.0,0.0,2.0
84adab7ffffffff,3.0,0.0,0.0
84adacbffffffff,9.0,0.0,1.0
84adacdffffffff,6.0,0.0,2.0
84adae3ffffffff,2.0,0.0,0.0
84adb07ffffffff,18.0,0.0,3.0
84adb0dffffffff,1.0,0.0,0.0
84adb13ffffffff,2.0,0.0,2.0
84adb2bffffffff,2.0,0.0,0.0
84adb41ffffffff,2.0,0.0,2.0
84adb43ffffffff,4.0,0.0,0.0
84adb53ffffffff,16.0,0.0,1.0
84adb63ffffffff,2.0,0.0,0.0
84bc091ffffffff,5.0,0.0,0.0
84bc095ffffffff,12.0,0.0,0.0
84bc0a3ffffffff,1.0,0.0,0.0
84bc0bbffffffff,2.0,0.0,2.0
84bc0bdffffffff,35.0,0.0,0.0
84bc197ffffffff,18.0,0.0,5.0
84bc19bffffffff,15.0,0.0,0.0
84bc1b3ffffffff,19.0,0.0,0.0
84bc1b7ffffffff,52.0,0.0,19.0
84bc1bbffffffff,3.0,0.0,0.0
84bc403ffffffff,6.0,0.0,0.0
84bc409ffffffff,32.0,0.0,10.0
84bc40bffffffff,1.0,0.0,0.0
84bc40dffffffff,77.0,0.0,2.0
84bc411ffffffff,13.0,0.0,1.0
84bc415ffffffff,1.0,0.0,0.0
84bc417ffffffff,1.0,0.0,0.0
84bc41bffffffff,1.0,0.0,0.0
84bc41dffffffff,14.0,0.0,0.0
84bc423ffffffff,2.0,0.0,2.0
84bc431ffffffff,126.0,0.0,20.0
84bc433ffffffff,3.0,0.0,0.0
84bc435ffffffff,4.0,0.0,2.0
84bc437ffffffff,4.0,0.0,0.0
84bc43dffffffff,9.0,0.0,0.0
84bc443ffffffff,26.0,0.0,0.0
84bc447ffffffff,17.0,0.0,5.0
84bc453ffffffff,14.0,0.0,0.0
84bc455ffffffff,137.0,0.0,24.0
84bc457ffffffff,31.0,0.0,2.0
84bc45bffffffff,4.0,0.0,0.0
84bc469ffffffff,4.0,0.0,2.0
84bc46dffffffff,15.0,0.0,1.0
84bc481ffffffff,62.0,0.0,35.0
84bc483ffffffff,1.0,0.0,0.0
84bc489ffffffff,2.0,0.0,0.0
84bc48bffffffff,16.0,0.0,12.0
84bc48dffffffff,2.0,0.0,2.0
84bc491ffffffff,21.0,0.0,12.0
84bc497ffffffff,11.0,0.0,0.0
84bc499ffffffff,3.0,0.0,0.0
84bc49bffffffff,37.0,0.0,1.0
84bc49dffffffff,26.0,0.0,0.0
84bc4a3ffffffff,3.0,0.0,3.0
84bc4b1ffffffff,2.0,0.0,2.0
84bc4b9ffffffff,1.0,0.0,0.0
84bc4bbffffffff,23.0,0.0,8.0
84bc4bdffffffff,59.0,0.0,30.0
84bc4c3ffffffff,2.0,0.0,2.0
84bc4c7ffffffff,2.0,0.0,2.0
84bc4c9ffffffff,3.0,0.0,0.0
84bc4cdffffffff,1.0,0.0,0.0
84bc4d1ffffffff,5.0,0.0,0.0
84bc4d3ffffffff,11.0,0.0,2.0
84bc4d5ffffffff,107.0,0.0,38.0
84bc4d7ffffffff,6.0,0.0,0.0
84bc4d9ffffffff,67.0,0.0,20.0
84bc4dbffffffff,29.0,0.0,11.0
84bc4ddffffffff,93.0,0.0,43.0
84bc4e1ffffffff,2.0,0.0,2.0
84bc4e3ffffffff,2.0,0.0,2.0
84bc4e9ffffffff,10.0,0.0,10.0
84bc4ebffffffff,3.0,0.0,3.0
84bc501ffffffff,2.0,0.0,0.0
84bc50bffffffff,37.0,0.0,3.0
84bc511ffffffff,2.0,0.0,0.0
84bc519ffffffff,8.0,0.0,0.0
84bc51bffffffff,3.0,0.0,2.0
84bc527ffffffff,2.0,0.0,0.0
84bc52bffffffff,2.0,0.0,0.0
84bc543ffffffff,3.0,0.0,3.0
84bc545ffffffff,3.0,0.0,0.0
84bc549ffffffff,6.0,0.0,2.0
84bc559ffffffff,5.0,0.0,0.0
84bc5b5ffffffff,1.0,0.0,1.0
84bc5c1ffffffff,4.0,0.0,0.0
84bc5d7ffffffff,2.0,0.0,0.0
84bc5e3ffffffff,1.0,0.0,1.0
84bc5edffffffff,35.0,0.0,0.0
84bc683ffffffff,65.0,0.0,13.0
84bc687ffffffff,360.0,0.0,87.0
84bc695ffffffff,70.0,0.0,16.0
84bc697ffffffff,218.0,0.0,61.0
84bc6a1ffffffff,2.0,0.0,0.0
84bc6a3ffffffff,124.0,0.0,16.0
84bc6a5ffffffff,3.0,0.0,0.0
84bc6a7ffffffff,5.0,0.0,2.0
84bc6abffffffff,188.0,0.0,48.0
84bc6adffffffff,11.0,0.0,4.0
84bc6b1ffffffff,37.0,0.0,0.0
84bc6b3ffffffff,41.0,0.0,4.0
84bc6b5ffffffff,8.0,0.0,0.0
84bc6b7ffffffff,11.0,0.0,0.0
84bc6b9ffffffff,30.0,0.0,3.0
84bc6bbffffffff,27.0,0.0,4.0
84bc6bdffffffff,54.0,0.0,12.0
84bc713ffffffff,2.0,0.0,0.0
84bc717ffffffff,68.0,0.0,2.0
84bc721ffffffff,1.0,0.0,1.0
84bc723ffffffff,6.0,0.0,0.0
84bc731ffffffff,74.0,0.0,0.0
84bc735ffffffff,9.0,0.0,2.0
84bc737ffffffff,80.0,0.0,24.0
84bc739ffffffff,39.0,0.0,6.0
84bc73bffffffff,38.0,0.0,2.0
84bc73dffffffff,2.0,0.0,0.0
84bc891ffffffff,40.0,0.0,0.0
84bc893ffffffff,4.0,0.0,0.0
84bc897ffffffff,6.0,0.0,1.0
84bc899ffffffff,19.0,0.0,0.0
84bc89bffffffff,4.0,0.0,0.0
84bc8d3ffffffff,17.0,0.0,17.0
84bcc05ffffffff,14.0,0.0,14.0
84bcc07ffffffff,3.0,0.0,3.0
84bcc09ffffffff,4.0,0.0,4.0
84bcc0bffffffff,1.0,0.0,0.0
84bcc0dffffffff,6.0,0.0,4.0
84bcc15ffffffff,15.0,0.0,0.0
84bcc17ffffffff,29.0,0.0,8.0
84bcc21ffffffff,23.0,0.0,9.0
84bcc23ffffffff,307.0,0.0,57.0
84bcc25ffffffff,8.0,0.0,1.0
84bcc27ffffffff,33.0,0.0,12.0
84bcc29ffffffff,40.0,0.0,2.0
84bcc2bffffffff,73.0,0.0,30.0
84bcc2dffffffff,15.0,0.0,2.0
84bcc31ffffffff,13.0,0.0,8.0
84bcc33ffffffff,25.0,0.0,9.0
84bcc35ffffffff,300.0,0.0,61.0
84bcc37ffffffff,21.0,0.0,11.0
84bcc3bffffffff,7.0,0.0,6.0
84bcc3dffffffff,306.0,0.0,60.0
84bcc41ffffffff,2.0,0.0,2.0
84bcc43ffffffff,3.0,0.0,3.0
84bcc45ffffffff,13.0,0.0,4.0
84bcc49ffffffff,32.0,0.0,4.0
84bcc4bffffffff,64.0,0.0,28.0
84bcc4dffffffff,17.0,0.0,4.0
84bcc51ffffffff,2.0,0.0,0.0
84bcc57ffffffff,1.0,0.0,1.0
84bcc5bffffffff,3.0,0.0,3.0
84bcc5dffffffff,1.0,0.0,0.0
84bcc65ffffffff,69.0,0.0,22.0
84bcc67ffffffff,2.0,0.0,2.0
84bcc69ffffffff,38.0,0.0,2.0
84bcc6bffffffff,2.0,0.0,2.0
84bcc6dffffffff,326.0,0.0,72.0
84bcca1ffffffff,3.0,0.0,0.0
84bcca5ffffffff,1.0,0.0,0.0
84bcca9ffffffff,7.0,0.0,1.0
84bccadffffffff,1.0,0.0,0.0
84bccc3ffffffff,1.0,0.0,1.0
84bccc7ffffffff,12.0,0.0,2.0
84bccd5ffffffff,1.0,0.0,1.0
84bccdbffffffff,2.0,0.0,0.0
84bcce1ffffffff,5.0,0.0,0.0
84bcce9ffffffff,2.0,0.0,2.0
84bccedffffffff,2.0,0.0,2.0
84bcd01ffffffff,120.0,0.0,25.0
84bcd03ffffffff,16.0,0.0,3.0
84bcd05ffffffff,22.0,0.0,5.0
84bcd07ffffffff,65.0,0.0,16.0
84bcd09ffffffff,14.0,0.0,6.0
84bcd0bffffffff,20.0,0.0,6.0
84bcd0dffffffff,25.0,0.0,7.0
84bcd11ffffffff,11.0,0.0,0.0
84bcd13ffffffff,9.0,0.0,8.0
84bcd15ffffffff,75.0,0.0,32.0
84bcd19ffffffff,54.0,0.0,5.0
84bcd1bffffffff,4.0,0.0,1.0
84bcd1dffffffff,190.0,0.0,50.0
84bcd21ffffffff,18.0,0.0,4.0
84bcd23ffffffff,7.0,0.0,1.0
84bcd25ffffffff,1.0,0.0,1.0
84bcd27ffffffff,9.0,0.0,0.0
84bcd29ffffffff,26.0,0.0,5.0
84bcd2dffffffff,2.0,0.0,0.0
84bcd35ffffffff,6.0,0.0,2.0
84bcd37ffffffff,5.0,0.0,5.0
84bcd39ffffffff,8.0,0.0,0.0
84bcd3dffffffff,29.0,0.0,6.0
84bcd41ffffffff,16.0,0.0,8.0
84bcd43ffffffff,63.0,0.0,22.0
84bcd45ffffffff,8.0,0.0,1.0
84bcd47ffffffff,2.0,0.0,0.0
84bcd49ffffffff,7.0,0.0,6.0
84bcd4bffffffff,47.0,0.0,27.0
84bcd4dffffffff,2.0,0.0,0.0
84bcd51ffffffff,9.0,0.0,5.0
84bcd53ffffffff,1.0,0.0,1.0
84bcd55ffffffff,17.0,0.0,11.0
84bcd57ffffffff,14.0,0.0,4.0
84bcd5bffffffff,4.0,0.0,2.0
84bcd5dffffffff,6.0,0.0,6.0
84bcd63ffffffff,6.0,0.0,0.0
84bcd67ffffffff,2.0,0.0,0.0
84bcd69ffffffff,3.0,0.0,0.0
84bcd6dffffffff,14.0,0.0,0.0
84bcd81ffffffff,9.0,0.0,0.0
84bcd85ffffffff,6.0,0.0,0.0
84bcd8bffffffff,2.0,0.0,0.0
84bcd8dffffffff,2.0,0.0,0.0
84bcd99ffffffff,1.0,0.0,0.0
84bcdc1ffffffff,42.0,0.0,3.0
84bcdc3ffffffff,4.0,0.0,0.0
84bcdc5ffffffff,4.0,0.0,0.0
84bcdc7ffffffff,11.0,0.0,3.0
84bcdc9ffffffff,254.0,0.0,65.0
84bcdcbffffffff,14.0,0.0,9.0
84bcdcdffffffff,52.0,0.0,12.0
84bcdd1ffffffff,27.0,0.0,7.0
84bcdd9ffffffff,6.0,0.0,3.0
84bcdddffffffff,5.0,0.0,2.0
84bcde1ffffffff,2.0,0.0,2.0
84bcde3ffffffff,11.0,0.0,0.0
84bcde5ffffffff,83.0,0.0,22.0
84bcdebffffffff,27.0,0.0,5.0
84bcdedffffffff,1.0,0.0,0.0
84bce05ffffffff,13.0,0.0,4.0
84bce09ffffffff,6.0,0.0,2.0
84bce0dffffffff,6.0,0.0,6.0
84bce13ffffffff,6.0,0.0,0.0
84bce21ffffffff,46.0,0.0,18.0
84bce25ffffffff,5.0,0.0,0.0
84bce27ffffffff,50.0,0.0,31.0
84bce29ffffffff,412.0,0.0,94.0
84bce2bffffffff,5.0,0.0,0.0
84bce2dffffffff,49.0,0.0,22.0
84bce37ffffffff,7.0,0.0,0.0
84bce51ffffffff,10.0,0.0,0.0
84bce61ffffffff,43.0,0.0,12.0
84bce63ffffffff,26.0,0.0,11.0
84bce65ffffffff,25.0,0.0,13.0
84bce67ffffffff,73.0,0.0,14.0
84bce69ffffffff,10.0,0.0,2.0
84bce6bffffffff,9.0,0.0,6.0
84bce6dffffffff,2.0,0.0,1.0
84bce83ffffffff,25.0,0.0,2.0
84bce85ffffffff,11.0,0.0,0.0
84bce89ffffffff,1.0,0.0,0.0
84bce8dffffffff,2.0,0.0,0.0
84bce95ffffffff,38.0,0.0,8.0
84bce99ffffffff,17.0,0.0,5.0
84bce9dffffffff,6.0,0.0,2.0
84bceb1ffffffff,2.0,0.0,0.0
84bcebbffffffff,2.0,0.0,0.0
84bcec9ffffffff,2.0,0.0,0.0
84bced1ffffffff,2.0,0.0,0.0
84bcee3ffffffff,4.0,0.0,1.0
84bceebffffffff,2.0,0.0,0.0
84bceedffffffff,2.0,0.0,0.0
84bcf03ffffffff,4.0,0.0,0.0
84bcf05ffffffff,26.0,0.0,3.0
84bcf07ffffffff,1.0,0.0,0.0
84bcf09ffffffff,17.0,0.0,3.0
84bcf0bffffffff,1.0,0.0,0.0
84bcf0dffffffff,33.0,0.0,3.0
84bcf11ffffffff,5.0,0.0,0.0
84bcf13ffffffff,12.0,0.0,3.0
84bcf15ffffffff,1.0,0.0,0.0
84bcf17ffffffff,13.0,0.0,0.0
84bcf19ffffffff,5.0,0.0,3.0
84bcf1bffffffff,25.0,0.0,9.0
84bcf1dffffffff,11.0,0.0,0.0
84bcf21ffffffff,10.0,0.0,1.0
84bcf23ffffffff,9.0,0.0,2.0
84bcf25ffffffff,60.0,0.0,16.0
84bcf27ffffffff,2.0,0.0,0.0
84bcf29ffffffff,553.0,0.0,143.0
84bcf2bffffffff,1.0,0.0,0.0
84bcf2dffffffff,105.0,0.0,27.0
84bcf33ffffffff,198.0,0.0,42.0
84bcf35ffffffff,39.0,0.0,28.0
84bcf37ffffffff,2.0,0.0,2.0
84bcf39ffffffff,6.0,0.0,0.0
84bcf3bffffffff,15.0,0.0,10.0
84bcf3dffffffff,33.0,0.0,20.0
84bcf43ffffffff,10.0,0.0,3.0
84bcf47ffffffff,42.0,0.0,6.0
84bcf51ffffffff,2.0,0.0,2.0
84bcf53ffffffff,48.0,0.0,22.0
84bcf57ffffffff,1.0,0.0,1.0
84bcf59ffffffff,50.0,0.0,31.0
84bcf5bffffffff,1287.0,0.0,805.0
84bcf5dffffffff,71.0,0.0,22.0
84bcf61ffffffff,58.0,0.0,16.0
84bcf63ffffffff,181.0,0.0,54.0
84bcf67ffffffff,38.0,0.0,7.0
84bcf6bffffffff,4.0,0.0,0.0
