cell_id,Buteogallus anthracinus,Buteogallus anthracinus anthracinus,Buteogallus anthracinus [subtilis Group]
8349b0fffffffff,2.0,0.0,0.0
8349b1fffffffff,4.0,0.0,0.0
8349b3fffffffff,100.0,8.0,0.0
8349b5fffffffff,18.0,0.0,0.0
835e71fffffffff,257.0,76.0,0.0
835f43fffffffff,1.0,0.0,0.0
835f48fffffffff,4.0,0.0,0.0
835f49fffffffff,3.0,0.0,0.0
835f4afffffffff,18.0,1.0,0.0
835f4bfffffffff,2.0,0.0,0.0
835f4efffffffff,2.0,0.0,0.0
835f58fffffffff,1797.0,233.0,0.0
835f59fffffffff,36.0,1.0,0.0
835f5bfffffffff,68.0,13.0,0.0
835f5dfffffffff,2.0,0.0,0.0
836600fffffffff,4.0,0.0,0.0
836601fffffffff,2.0,0.0,0.0
836602fffffffff,12.0,0.0,0.0
836603fffffffff,1.0,0.0,0.0
836604fffffffff,32.0,0.0,0.0
836605fffffffff,10.0,0.0,0.0
836606fffffffff,129.0,0.0,0.0
836608fffffffff,5.0,0.0,0.0
83660afffffffff,9.0,0.0,0.0
83660efffffffff,11.0,0.0,0.0
836610fffffffff,391.0,0.0,38.0
836611fffffffff,202.0,0.0,0.0
836612fffffffff,56.0,0.0,6.0
836613fffffffff,723.0,0.0,35.0
836616fffffffff,186.0,0.0,12.0
836619fffffffff,25.0,0.0,0.0
83661afffffffff,294.0,0.0,26.0
83661cfffffffff,8.0,0.0,0.0
83661dfffffffff,6.0,0.0,0.0
83661efffffffff,2.0,0.0,0.0
836620fffffffff,350.0,25.0,0.0
836621fffffffff,46.0,0.0,0.0
836622fffffffff,417.0,45.0,0.0
836623fffffffff,1.0,0.0,0.0
836625fffffffff,44.0,0.0,0.0
836628fffffffff,15.0,0.0,0.0
836629fffffffff,5.0,0.0,0.0
83662bfffffffff,3.0,0.0,0.0
83662cfffffffff,6.0,0.0,0.0
83662efffffffff,3.0,0.0,0.0
836631fffffffff,84.0,1.0,0.0
836664fffffffff,10.0,0.0,0.0
836674fffffffff,1.0,0.0,0.0
836684fffffffff,114.0,0.0,27.0
8366a0fffffffff,115.0,0.0,11.0
8366a1fffffffff,306.0,0.0,69.0
8366a2fffffffff,256.0,0.0,121.0
8366a3fffffffff,111.0,0.0,20.0
8366a5fffffffff,1568.0,64.0,140.0
8366a6fffffffff,794.0,85.0,0.0
8366a9fffffffff,5.0,0.0,0.0
8366aefffffffff,30.0,0.0,5.0
8366b0fffffffff,2230.0,0.0,0.0
8366b1fffffffff,87.0,0.0,3.0
8366b4fffffffff,634.0,0.0,0.0
8366b5fffffffff,323.0,29.0,2.0
8366b6fffffffff,438.0,0.0,0.0
8366d0fffffffff,9.0,0.0,0.0
8366d2fffffffff,10.0,0.0,0.0
8366d4fffffffff,32.0,0.0,0.0
8366d6fffffffff,11.0,0.0,1.0
8366e0fffffffff,3.0,0.0,0.0
8366e2fffffffff,3.0,0.0,0.0
8366e6fffffffff,3.0,0.0,0.0
8366f0fffffffff,30.0,0.0,2.0
8366f2fffffffff,3.0,0.0,0.0
8366f3fffffffff,6.0,0.0,0.0
836741fffffffff,37.0,2.0,0.0
836742fffffffff,43.0,0.0,0.0
836743fffffffff,206.0,5.0,0.0
83674afffffffff,9.0,2.0,0.0
83674cfffffffff,221.0,5.0,0.0
83674dfffffffff,12.0,0.0,0.0
83674efffffffff,23.0,0.0,0.0
836751fffffffff,22.0,0.0,0.0
836752fffffffff,224.0,1.0,0.0
836753fffffffff,24.0,0.0,0.0
836755fffffffff,14.0,0.0,0.0
836756fffffffff,1.0,0.0,0.0
83675cfffffffff,57.0,0.0,0.0
83675efffffffff,6.0,0.0,0.0
83676bfffffffff,20.0,0.0,0.0
83678bfffffffff,22.0,4.0,0.0
836792fffffffff,2.0,0.0,0.0
836793fffffffff,6.0,0.0,0.0
836794fffffffff,5.0,0.0,0.0
836795fffffffff,5.0,0.0,0.0
836796fffffffff,7.0,0.0,0.0
83679afffffffff,868.0,0.0,0.0
83679bfffffffff,1903.0,69.0,0.0
83679efffffffff,3.0,0.0,0.0
8367b2fffffffff,16.0,0.0,0.0
836d04fffffffff,123.0,16.0,0.0
836d05fffffffff,286.0,41.0,0.0
836d06fffffffff,11.0,0.0,0.0
836d14fffffffff,80.0,2.0,0.0
836d15fffffffff,201.0,35.0,0.0
836d20fffffffff,21.0,0.0,0.0
836d21fffffffff,67.0,12.0,0.0
836d22fffffffff,24.0,0.0,0.0
836d23fffffffff,24.0,2.0,0.0
836d24fffffffff,147.0,1.0,0.0
836d25fffffffff,144.0,9.0,0.0
836d26fffffffff,12.0,0.0,0.0
836d28fffffffff,2.0,0.0,0.0
836d29fffffffff,12.0,2.0,0.0
836d2afffffffff,98.0,4.0,11.0
836d2bfffffffff,307.0,4.0,36.0
836d2cfffffffff,85.0,0.0,0.0
836d2dfffffffff,158.0,79.0,0.0
836d2efffffffff,13.0,9.0,0.0
836d30fffffffff,69.0,16.0,0.0
836d31fffffffff,134.0,19.0,0.0
836d32fffffffff,4.0,0.0,0.0
836d33fffffffff,59.0,11.0,0.0
836d34fffffffff,1033.0,49.0,0.0
836d35fffffffff,212.0,26.0,0.0
836d36fffffffff,5.0,0.0,0.0
836d60fffffffff,758.0,7.0,115.0
836d61fffffffff,37.0,0.0,0.0
836d63fffffffff,108.0,3.0,9.0
836d64fffffffff,662.0,125.0,0.0
836d65fffffffff,53.0,3.0,2.0
836d66fffffffff,592.0,34.0,114.0
836d68fffffffff,867.0,0.0,0.0
836d69fffffffff,4562.0,0.0,15.0
836d6afffffffff,138.0,0.0,0.0
836d6bfffffffff,835.0,18.0,47.0
836d6cfffffffff,22.0,0.0,2.0
836d6dfffffffff,22.0,0.0,0.0
836d6efffffffff,102.0,0.0,5.0
836d74fffffffff,363.0,9.0,25.0
836d75fffffffff,500.0,3.0,21.0
836d76fffffffff,227.0,0.0,21.0
838f0dfffffffff,18.0,0.0,8.0
838f2afffffffff,18.0,0.0,0.0
838f2bfffffffff,112.0,0.0,43.0
838f2efffffffff,3.0,0.0,0.0
