cell_id,Turdus torquatus,Turdus torquatus torquatus,Turdus torquatus alpestris,Turdus torquatus amicorum
831facfffffffff,4.0,0.0,0.0,0.0
831fb4fffffffff,2.0,0.0,0.0,0.0
832c00fffffffff,8.0,0.0,0.0,3.0
832c01fffffffff,9.0,0.0,0.0,5.0
832c03fffffffff,9.0,0.0,0.0,0.0
832c04fffffffff,90.0,0.0,0.0,34.0
832c05fffffffff,38.0,0.0,0.0,9.0
832c06fffffffff,2.0,0.0,0.0,0.0
832c09fffffffff,49.0,0.0,0.0,20.0
832c0bfffffffff,7.0,0.0,0.0,0.0
832c0cfffffffff,3.0,0.0,0.0,2.0
832c0dfffffffff,4.0,0.0,0.0,0.0
832c14fffffffff,2.0,0.0,0.0,0.0
832c19fffffffff,14.0,0.0,0.0,6.0
832c1dfffffffff,10.0,0.0,0.0,1.0
832c20fffffffff,6.0,0.0,0.0,0.0
832c22fffffffff,7.0,0.0,0.0,0.0
832c23fffffffff,3.0,0.0,0.0,2.0
832c26fffffffff,47.0,0.0,0.0,3.0
832c28fffffffff,229.0,0.0,0.0,225.0
832c2bfffffffff,2.0,0.0,0.0,2.0
832c2cfffffffff,17.0,0.0,0.0,17.0
832c2efffffffff,21.0,0.0,0.0,19.0
832c33fffffffff,35.0,0.0,0.0,0.0
832c8efffffffff,1.0,0.0,0.0,0.0
832cc2fffffffff,2.0,0.0,0.0,0.0
832ccbfffffffff,8.0,0.0,0.0,0.0
832ccefffffffff,1.0,0.0,0.0,0.0
832cd5fffffffff,22.0,0.0,0.0,0.0
832d00fffffffff,3.0,0.0,0.0,0.0
832d12fffffffff,58.0,0.0,0.0,2.0
832d13fffffffff,11.0,0.0,0.0,1.0
832d16fffffffff,6.0,0.0,0.0,0.0
832d18fffffffff,4.0,0.0,0.0,0.0
832d19fffffffff,5.0,0.0,0.0,0.0
832d1efffffffff,2.0,0.0,0.0,0.0
832d31fffffffff,5.0,0.0,0.0,0.0
832d32fffffffff,4.0,0.0,0.0,0.0
832d34fffffffff,5.0,0.0,1.0,0.0
832d36fffffffff,2.0,0.0,0.0,0.0
832d53fffffffff,2.0,0.0,0.0,0.0
832d54fffffffff,2.0,0.0,0.0,2.0
832da9fffffffff,3.0,0.0,0.0,0.0
83344cfffffffff,3.0,0.0,0.0,0.0
833469fffffffff,4.0,0.0,0.0,0.0
83346bfffffffff,4.0,0.0,0.0,0.0
833824fffffffff,24.0,1.0,1.0,0.0
833825fffffffff,66.0,0.0,1.0,0.0
833832fffffffff,2.0,0.0,0.0,0.0
833834fffffffff,4.0,0.0,0.0,0.0
833836fffffffff,1.0,0.0,0.0,0.0
833840fffffffff,2.0,0.0,0.0,0.0
833900fffffffff,2.0,0.0,0.0,0.0
833904fffffffff,44.0,1.0,3.0,0.0
833909fffffffff,9.0,0.0,0.0,0.0
83390afffffffff,10.0,0.0,0.0,0.0
83390bfffffffff,80.0,4.0,2.0,0.0
83390cfffffffff,4.0,0.0,0.0,0.0
83390dfffffffff,5.0,0.0,0.0,0.0
833910fffffffff,250.0,0.0,2.0,0.0
833911fffffffff,2.0,0.0,0.0,0.0
833915fffffffff,37.0,0.0,0.0,0.0
833918fffffffff,209.0,1.0,2.0,0.0
833919fffffffff,86.0,0.0,0.0,0.0
83391afffffffff,7.0,0.0,2.0,0.0
83391efffffffff,26.0,0.0,0.0,0.0
833922fffffffff,2.0,0.0,0.0,0.0
833923fffffffff,2.0,0.0,0.0,0.0
833929fffffffff,63.0,0.0,0.0,0.0
83392bfffffffff,56.0,7.0,2.0,0.0
83392cfffffffff,8.0,0.0,0.0,0.0
83392dfffffffff,24.0,0.0,3.0,0.0
833933fffffffff,16.0,0.0,2.0,0.0
833944fffffffff,52.0,2.0,9.0,0.0
833946fffffffff,3.0,0.0,0.0,0.0
833954fffffffff,22.0,0.0,0.0,0.0
833956fffffffff,112.0,1.0,2.0,0.0
833962fffffffff,173.0,0.0,8.0,0.0
833963fffffffff,31.0,3.0,1.0,0.0
833965fffffffff,1.0,0.0,0.0,0.0
833968fffffffff,2.0,0.0,0.0,0.0
83396dfffffffff,13.0,0.0,3.0,0.0
833970fffffffff,2.0,0.0,0.0,0.0
833971fffffffff,4.0,0.0,0.0,0.0
833972fffffffff,32.0,1.0,3.0,0.0
833973fffffffff,6.0,0.0,2.0,0.0
833974fffffffff,19.0,0.0,0.0,0.0
833975fffffffff,237.0,2.0,12.0,0.0
833976fffffffff,10.0,0.0,0.0,0.0
833983fffffffff,28.0,0.0,0.0,0.0
833988fffffffff,10.0,0.0,0.0,0.0
83398dfffffffff,8.0,0.0,0.0,0.0
83398efffffffff,1.0,0.0,0.0,0.0
833f2dfffffffff,6.0,0.0,0.0,0.0
833f63fffffffff,1.0,0.0,0.0,0.0
833f68fffffffff,2.0,0.0,0.0,0.0
833f6efffffffff,4.0,0.0,0.0,0.0
