cell_id,Piranga flava,Piranga flava [hepatica Group],Piranga flava [lutea Group],Piranga flava [flava Group]
8448c3bffffffff,3.0,0.0,0.0,0.0
8448c3dffffffff,2.0,0.0,0.0,0.0
8448c47ffffffff,2.0,0.0,0.0,0.0
8448c4bffffffff,4.0,0.0,0.0,0.0
8448c57ffffffff,22.0,2.0,0.0,0.0
8448c59ffffffff,4993.0,661.0,0.0,0.0
8448c5bffffffff,925.0,138.0,0.0,0.0
8448c63ffffffff,10.0,1.0,0.0,0.0
8448c67ffffffff,36.0,0.0,0.0,0.0
8448c89ffffffff,2.0,0.0,0.0,0.0
8448c99ffffffff,176.0,10.0,0.0,0.0
8448c9bffffffff,5.0,2.0,0.0,0.0
8448cadffffffff,24.0,0.0,0.0,0.0
8448cc1ffffffff,33.0,6.0,0.0,0.0
8448cc3ffffffff,33.0,8.0,0.0,0.0
8448cc5ffffffff,41.0,9.0,0.0,0.0
8448cc7ffffffff,4.0,2.0,0.0,0.0
8448ccbffffffff,22.0,0.0,0.0,0.0
8448ccdffffffff,4.0,1.0,0.0,0.0
8448cd1ffffffff,34.0,5.0,0.0,0.0
8448cd3ffffffff,140.0,4.0,0.0,0.0
8448cd5ffffffff,17.0,4.0,0.0,0.0
8448cd7ffffffff,16.0,4.0,0.0,0.0
8448cd9ffffffff,193.0,45.0,0.0,0.0
8448cdbffffffff,51.0,13.0,0.0,0.0
8448cddffffffff,20.0,3.0,0.0,0.0
8448ce9ffffffff,1.0,0.0,0.0,0.0
8448cedffffffff,8.0,0.0,0.0,0.0
8448d03ffffffff,2.0,0.0,0.0,0.0
8448d11ffffffff,2.0,0.0,0.0,0.0
8448d13ffffffff,4.0,4.0,0.0,0.0
8448d15ffffffff,2.0,2.0,0.0,0.0
8448d17ffffffff,2.0,0.0,0.0,0.0
8448d19ffffffff,15.0,0.0,0.0,0.0
8448d1bffffffff,46.0,0.0,0.0,0.0
8448d2bffffffff,1.0,0.0,0.0,0.0
8448d33ffffffff,4.0,0.0,0.0,0.0
8448d35ffffffff,10.0,0.0,0.0,0.0
8448d37ffffffff,63.0,6.0,0.0,0.0
8448d43ffffffff,22.0,0.0,0.0,0.0
8448d4bffffffff,152.0,9.0,0.0,0.0
8448d53ffffffff,11.0,5.0,0.0,0.0
8448d5bffffffff,1.0,0.0,0.0,0.0
8448d5dffffffff,22.0,0.0,0.0,0.0
8448d81ffffffff,4.0,0.0,0.0,0.0
8448d83ffffffff,295.0,0.0,0.0,0.0
8448d85ffffffff,24.0,0.0,0.0,0.0
8448d87ffffffff,276.0,0.0,0.0,0.0
8448d89ffffffff,177.0,0.0,0.0,0.0
8448d8dffffffff,3.0,0.0,0.0,0.0
8448da1ffffffff,19.0,0.0,0.0,0.0
8448da5ffffffff,18.0,0.0,0.0,0.0
8448da9ffffffff,21.0,0.0,0.0,0.0
8448dabffffffff,7.0,0.0,0.0,0.0
8448dc1ffffffff,2.0,2.0,0.0,0.0
8448dc3ffffffff,16.0,0.0,0.0,0.0
8448dc5ffffffff,6.0,0.0,0.0,0.0
8448dc7ffffffff,6.0,1.0,0.0,0.0
8448dcbffffffff,13.0,5.0,0.0,0.0
8448dcdffffffff,1.0,0.0,0.0,0.0
8448dd3ffffffff,10.0,0.0,0.0,0.0
8448dd7ffffffff,6.0,0.0,0.0,0.0
8448dd9ffffffff,4.0,0.0,0.0,0.0
8448ddbffffffff,101.0,0.0,0.0,0.0
8448de3ffffffff,7.0,0.0,0.0,0.0
8448de9ffffffff,2.0,0.0,0.0,0.0
8448e01ffffffff,7.0,0.0,0.0,0.0
8448e05ffffffff,1.0,0.0,0.0,0.0
8448e07ffffffff,22.0,0.0,0.0,0.0
8448e0dffffffff,4.0,0.0,0.0,0.0
8448e11ffffffff,4.0,0.0,0.0,0.0
8448e13ffffffff,23.0,0.0,0.0,0.0
8448e15ffffffff,2.0,0.0,0.0,0.0
8448e19ffffffff,8.0,0.0,0.0,0.0
8448e1bffffffff,2.0,0.0,0.0,0.0
8448e2bffffffff,3.0,0.0,0.0,0.0
8448e33ffffffff,18.0,3.0,0.0,0.0
8448e37ffffffff,237.0,25.0,0.0,0.0
8448e3dffffffff,2.0,0.0,0.0,0.0
8448e45ffffffff,4.0,0.0,0.0,0.0
8448e49ffffffff,5.0,0.0,0.0,0.0
8448e4bffffffff,2.0,0.0,0.0,0.0
8448e4dffffffff,188.0,0.0,0.0,0.0
8448e55ffffffff,2.0,0.0,0.0,0.0
8448e57ffffffff,4.0,0.0,0.0,0.0
8448e59ffffffff,4.0,0.0,0.0,0.0
8448e61ffffffff,17.0,0.0,0.0,0.0
8448e63ffffffff,55.0,0.0,0.0,0.0
8448e67ffffffff,9.0,0.0,0.0,0.0
8448e69ffffffff,4.0,0.0,0.0,0.0
8448e6bffffffff,6.0,0.0,0.0,0.0
8448e85ffffffff,1869.0,282.0,0.0,0.0
8448e89ffffffff,3.0,0.0,0.0,0.0
8448e8dffffffff,10209.0,1207.0,0.0,0.0
8448ea1ffffffff,26.0,19.0,0.0,0.0
8448ea5ffffffff,2.0,0.0,0.0,0.0
8448ea7ffffffff,5.0,0.0,0.0,0.0
8448ea9ffffffff,25.0,2.0,0.0,0.0
8448eabffffffff,18.0,3.0,0.0,0.0
8448eadffffffff,61.0,39.0,0.0,0.0
8448eb1ffffffff,15.0,2.0,0.0,0.0
8448eb3ffffffff,86.0,6.0,0.0,0.0
8448eb5ffffffff,191.0,7.0,0.0,0.0
8448eb7ffffffff,51.0,32.0,0.0,0.0
8448ec5ffffffff,16.0,7.0,0.0,0.0
8448ec7ffffffff,1222.0,183.0,0.0,0.0
8448ecdffffffff,8.0,0.0,0.0,0.0
8448ee1ffffffff,527.0,31.0,0.0,0.0
8448ee3ffffffff,88.0,9.0,0.0,0.0
8448ee5ffffffff,13.0,9.0,0.0,0.0
8448ee7ffffffff,1.0,0.0,0.0,0.0
8448ee9ffffffff,5825.0,708.0,0.0,0.0
8448eebffffffff,1886.0,188.0,0.0,0.0
8448eedffffffff,4.0,3.0,0.0,0.0
8448f21ffffffff,1067.0,75.0,0.0,0.0
8448f23ffffffff,3.0,0.0,0.0,0.0
8448f25ffffffff,206.0,3.0,0.0,0.0
8448f2dffffffff,10.0,0.0,0.0,0.0
8448f35ffffffff,7.0,0.0,0.0,0.0
8449801ffffffff,195.0,2.0,0.0,0.0
8449805ffffffff,5.0,0.0,0.0,0.0
8449807ffffffff,1.0,0.0,0.0,0.0
8449809ffffffff,64.0,0.0,0.0,0.0
844980bffffffff,53.0,0.0,0.0,0.0
844980dffffffff,3.0,0.0,0.0,0.0
8449815ffffffff,2.0,0.0,0.0,0.0
8449819ffffffff,4.0,0.0,0.0,0.0
8449823ffffffff,1.0,0.0,0.0,0.0
8449825ffffffff,2.0,0.0,0.0,0.0
8449827ffffffff,7.0,0.0,0.0,0.0
8449829ffffffff,21.0,0.0,0.0,0.0
844982bffffffff,32.0,0.0,0.0,0.0
844982dffffffff,24.0,0.0,0.0,0.0
8449831ffffffff,5.0,0.0,0.0,0.0
8449833ffffffff,26.0,0.0,0.0,0.0
8449835ffffffff,20.0,0.0,0.0,0.0
8449839ffffffff,5.0,0.0,0.0,0.0
844983bffffffff,42.0,0.0,0.0,0.0
844983dffffffff,41.0,0.0,0.0,0.0
8449851ffffffff,3.0,1.0,0.0,0.0
8449853ffffffff,3.0,2.0,0.0,0.0
8449855ffffffff,49.0,5.0,0.0,0.0
8449857ffffffff,11.0,0.0,0.0,0.0
8449861ffffffff,117.0,20.0,0.0,0.0
8449863ffffffff,118.0,4.0,0.0,0.0
8449865ffffffff,75.0,10.0,0.0,0.0
8449867ffffffff,8.0,2.0,0.0,0.0
8449869ffffffff,5.0,5.0,0.0,0.0
844986bffffffff,3.0,2.0,0.0,0.0
844986dffffffff,22.0,7.0,0.0,0.0
8449881ffffffff,3.0,0.0,0.0,0.0
8449889ffffffff,18.0,0.0,0.0,0.0
844988dffffffff,75.0,0.0,0.0,0.0
8449893ffffffff,9.0,0.0,0.0,0.0
84498a5ffffffff,2.0,0.0,0.0,0.0
84498c1ffffffff,2.0,0.0,0.0,0.0
84498c5ffffffff,2.0,0.0,0.0,0.0
84498c7ffffffff,29.0,0.0,0.0,0.0
84498c9ffffffff,10.0,0.0,0.0,0.0
84498d7ffffffff,2.0,0.0,0.0,0.0
84498d9ffffffff,4.0,0.0,0.0,0.0
84498dbffffffff,11.0,2.0,0.0,0.0
84498ddffffffff,1.0,0.0,0.0,0.0
84498ebffffffff,13.0,0.0,0.0,0.0
84498edffffffff,2.0,0.0,0.0,0.0
8449909ffffffff,7.0,0.0,0.0,0.0
844990bffffffff,16.0,0.0,0.0,0.0
844990dffffffff,17.0,1.0,0.0,0.0
8449911ffffffff,7.0,0.0,0.0,0.0
8449913ffffffff,7.0,0.0,0.0,0.0
8449917ffffffff,1.0,0.0,0.0,0.0
8449919ffffffff,10.0,0.0,0.0,0.0
844991bffffffff,8.0,0.0,0.0,0.0
844991dffffffff,37.0,7.0,0.0,0.0
8449941ffffffff,3.0,0.0,0.0,0.0
8449943ffffffff,11.0,0.0,0.0,0.0
8449945ffffffff,10.0,0.0,0.0,0.0
8449947ffffffff,3.0,0.0,0.0,0.0
844994bffffffff,22.0,0.0,0.0,0.0
8449951ffffffff,21.0,0.0,0.0,0.0
8449953ffffffff,5.0,0.0,0.0,0.0
8449955ffffffff,2.0,0.0,0.0,0.0
8449957ffffffff,11.0,0.0,0.0,0.0
8449959ffffffff,705.0,30.0,0.0,0.0
844995bffffffff,76.0,3.0,0.0,0.0
844995dffffffff,33.0,2.0,0.0,0.0
8449963ffffffff,316.0,38.0,0.0,0.0
8449969ffffffff,5.0,0.0,0.0,0.0
844996bffffffff,28.0,6.0,0.0,0.0
8449981ffffffff,20.0,0.0,0.0,0.0
8449985ffffffff,2.0,0.0,0.0,0.0
8449987ffffffff,27.0,0.0,0.0,0.0
844998dffffffff,1.0,0.0,0.0,0.0
84499b1ffffffff,7.0,0.0,0.0,0.0
84499b7ffffffff,1.0,0.0,0.0,0.0
84499bbffffffff,2.0,0.0,0.0,0.0
84499bdffffffff,1.0,0.0,0.0,0.0
84499c1ffffffff,6.0,0.0,0.0,0.0
84499c5ffffffff,32.0,0.0,0.0,0.0
84499c9ffffffff,27.0,0.0,0.0,0.0
84499cbffffffff,8.0,0.0,0.0,0.0
84499cdffffffff,35.0,0.0,0.0,0.0
84499d1ffffffff,9.0,0.0,0.0,0.0
84499d5ffffffff,2.0,0.0,0.0,0.0
84499d9ffffffff,4.0,0.0,0.0,0.0
84499dbffffffff,10.0,0.0,0.0,0.0
84499ddffffffff,12.0,0.0,0.0,0.0
8449a27ffffffff,3.0,3.0,0.0,0.0
8449a81ffffffff,54.0,0.0,0.0,0.0
8449a83ffffffff,41.0,7.0,0.0,0.0
8449a85ffffffff,419.0,28.0,0.0,0.0
8449a87ffffffff,6.0,0.0,0.0,0.0
8449a8bffffffff,5.0,0.0,0.0,0.0
8449a8dffffffff,5.0,0.0,0.0,0.0
8449a91ffffffff,55.0,5.0,0.0,0.0
8449a93ffffffff,44.0,5.0,0.0,0.0
8449a95ffffffff,7.0,0.0,0.0,0.0
8449a97ffffffff,27.0,4.0,0.0,0.0
8449aa1ffffffff,52.0,4.0,0.0,0.0
8449aa3ffffffff,95.0,2.0,0.0,0.0
8449aa7ffffffff,19.0,0.0,0.0,0.0
8449aa9ffffffff,22.0,3.0,0.0,0.0
8449aabffffffff,28.0,0.0,0.0,0.0
8449ab1ffffffff,142.0,3.0,0.0,0.0
8449ab3ffffffff,16.0,0.0,0.0,0.0
8449ab5ffffffff,186.0,2.0,0.0,0.0
8449ab9ffffffff,14.0,0.0,0.0,0.0
8449abbffffffff,13.0,0.0,0.0,0.0
8449abdffffffff,3.0,0.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0
8449b0bffffffff,8.0,0.0,0.0,0.0
8449b17ffffffff,1.0,0.0,0.0,0.0
8449b19ffffffff,10.0,0.0,0.0,0.0
8449b1dffffffff,27.0,10.0,0.0,0.0
8449b21ffffffff,4.0,0.0,0.0,0.0
8449b25ffffffff,1.0,0.0,0.0,0.0
8449b29ffffffff,1.0,0.0,0.0,0.0
8449b2dffffffff,97.0,0.0,0.0,0.0
8449b31ffffffff,3.0,0.0,0.0,0.0
8449b33ffffffff,102.0,0.0,0.0,0.0
8449b35ffffffff,2.0,0.0,0.0,0.0
8449b37ffffffff,53.0,8.0,0.0,0.0
8449b3bffffffff,3.0,0.0,0.0,0.0
8449b3dffffffff,2.0,0.0,0.0,0.0
8449b53ffffffff,3.0,0.0,0.0,0.0
8449b57ffffffff,5.0,0.0,0.0,0.0
8449b63ffffffff,2.0,0.0,0.0,0.0
8449b65ffffffff,4.0,0.0,0.0,0.0
8449b67ffffffff,13.0,1.0,0.0,0.0
845f035ffffffff,18.0,0.0,0.0,5.0
845f1c3ffffffff,2.0,0.0,0.0,0.0
845f223ffffffff,5.0,0.0,0.0,5.0
845f227ffffffff,11.0,0.0,0.0,11.0
845f291ffffffff,21.0,0.0,0.0,0.0
845f295ffffffff,6.0,0.0,0.0,0.0
845f297ffffffff,4.0,0.0,0.0,0.0
845f299ffffffff,16.0,0.0,0.0,0.0
845f2d1ffffffff,9.0,0.0,0.0,0.0
845f2d3ffffffff,2.0,0.0,0.0,0.0
845f2d5ffffffff,5.0,0.0,0.0,0.0
845f2d7ffffffff,29.0,0.0,0.0,0.0
845f42bffffffff,3.0,0.0,0.0,0.0
845f487ffffffff,2.0,0.0,0.0,0.0
845f4a7ffffffff,6.0,0.0,1.0,0.0
845f4bdffffffff,1.0,0.0,0.0,0.0
845f583ffffffff,82.0,0.0,0.0,0.0
845f5b9ffffffff,1.0,0.0,0.0,0.0
845f711ffffffff,10.0,0.0,6.0,0.0
845f755ffffffff,4.0,0.0,0.0,0.0
845f759ffffffff,1.0,0.0,1.0,0.0
846601bffffffff,76.0,0.0,20.0,0.0
8466081ffffffff,23.0,0.0,0.0,0.0
8466083ffffffff,46.0,0.0,2.0,0.0
8466085ffffffff,8.0,0.0,0.0,0.0
8466087ffffffff,17.0,0.0,0.0,0.0
8466089ffffffff,41.0,0.0,1.0,0.0
846608bffffffff,17.0,0.0,0.0,0.0
846608dffffffff,190.0,0.0,10.0,0.0
8466091ffffffff,3.0,0.0,0.0,0.0
8466097ffffffff,2.0,0.0,0.0,0.0
846609dffffffff,2.0,0.0,0.0,0.0
84660a7ffffffff,2.0,0.0,0.0,0.0
84660abffffffff,4.0,0.0,0.0,0.0
84660b3ffffffff,2.0,0.0,0.0,0.0
84660b5ffffffff,2.0,0.0,0.0,0.0
84660b9ffffffff,37.0,0.0,0.0,0.0
84660bbffffffff,2.0,0.0,0.0,0.0
84660bdffffffff,30.0,0.0,0.0,0.0
84660c1ffffffff,5.0,0.0,0.0,0.0
84660c3ffffffff,8.0,0.0,0.0,0.0
84660c7ffffffff,11.0,0.0,0.0,0.0
84660cbffffffff,25.0,0.0,0.0,0.0
84660cdffffffff,6.0,0.0,0.0,0.0
84660d3ffffffff,1.0,0.0,0.0,0.0
84660ddffffffff,38.0,0.0,0.0,0.0
8466129ffffffff,30.0,0.0,0.0,0.0
8466131ffffffff,13.0,0.0,0.0,0.0
8466139ffffffff,11.0,0.0,2.0,0.0
8466165ffffffff,40.0,0.0,0.0,0.0
8466181ffffffff,5.0,0.0,0.0,0.0
8466183ffffffff,65.0,0.0,0.0,0.0
8466187ffffffff,2.0,0.0,1.0,0.0
8466189ffffffff,2.0,0.0,0.0,0.0
846618bffffffff,44.0,0.0,5.0,0.0
8466191ffffffff,15.0,0.0,0.0,0.0
8466193ffffffff,73.0,0.0,3.0,0.0
8466195ffffffff,33.0,0.0,0.0,0.0
8466197ffffffff,238.0,0.0,0.0,0.0
846619bffffffff,17.0,0.0,3.0,0.0
846619dffffffff,45.0,0.0,0.0,0.0
84661b1ffffffff,124.0,0.0,27.0,0.0
84661b3ffffffff,300.0,0.0,28.0,0.0
84661b7ffffffff,3.0,0.0,2.0,0.0
84661b9ffffffff,216.0,0.0,10.0,0.0
84661bbffffffff,530.0,0.0,4.0,0.0
84661bdffffffff,9.0,0.0,0.0,0.0
84661d1ffffffff,8.0,0.0,2.0,0.0
84661d5ffffffff,64.0,0.0,4.0,0.0
84661d7ffffffff,1.0,0.0,0.0,0.0
84661ebffffffff,4.0,0.0,0.0,0.0
8466207ffffffff,3.0,0.0,3.0,0.0
8466211ffffffff,2.0,0.0,0.0,0.0
8466213ffffffff,1.0,0.0,0.0,0.0
8466217ffffffff,8.0,0.0,0.0,0.0
846622bffffffff,43.0,0.0,10.0,0.0
846623dffffffff,17.0,0.0,11.0,0.0
8466291ffffffff,14.0,0.0,2.0,0.0
8466293ffffffff,3.0,0.0,0.0,0.0
8466295ffffffff,4.0,0.0,0.0,0.0
8466299ffffffff,4.0,0.0,4.0,0.0
846629bffffffff,8.0,0.0,0.0,0.0
846629dffffffff,3.0,0.0,0.0,0.0
84662a7ffffffff,2.0,0.0,0.0,0.0
84662b1ffffffff,2.0,0.0,0.0,0.0
84662b7ffffffff,32.0,0.0,1.0,0.0
84662bbffffffff,4.0,0.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0,0.0
84662dbffffffff,8.0,0.0,0.0,0.0
84662e1ffffffff,2.0,0.0,0.0,0.0
84662e5ffffffff,4.0,0.0,0.0,0.0
84662e9ffffffff,15.0,0.0,0.0,0.0
8466311ffffffff,2.0,0.0,0.0,0.0
8466453ffffffff,2.0,0.0,0.0,0.0
846656dffffffff,4.0,0.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0,0.0
8466a01ffffffff,113.0,0.0,5.0,0.0
8466a05ffffffff,21.0,0.0,0.0,0.0
8466a0bffffffff,710.0,0.0,72.0,0.0
8466a1dffffffff,2.0,0.0,0.0,0.0
8466a29ffffffff,3.0,0.0,0.0,0.0
8466a2dffffffff,57.0,0.0,6.0,0.0
8466a33ffffffff,17.0,0.0,5.0,0.0
8466a57ffffffff,708.0,0.0,65.0,0.0
8466a59ffffffff,2.0,0.0,0.0,0.0
8466a5bffffffff,1641.0,0.0,252.0,0.0
8466b01ffffffff,5.0,0.0,0.0,0.0
8466b0bffffffff,1.0,0.0,0.0,0.0
8466b41ffffffff,34.0,0.0,0.0,0.0
8466b43ffffffff,14.0,0.0,0.0,0.0
8466b45ffffffff,15.0,0.0,0.0,0.0
8466b47ffffffff,11.0,0.0,0.0,0.0
8466b49ffffffff,102.0,0.0,0.0,0.0
8466b4dffffffff,467.0,0.0,0.0,0.0
8466b51ffffffff,62.0,0.0,4.0,0.0
8466b55ffffffff,17.0,0.0,0.0,0.0
8466b5bffffffff,223.0,0.0,25.0,0.0
8466b5dffffffff,2.0,0.0,0.0,0.0
8466c0dffffffff,11.0,0.0,0.0,0.0
8466c21ffffffff,11.0,0.0,0.0,0.0
8466c29ffffffff,8.0,0.0,0.0,0.0
8466c2bffffffff,1.0,0.0,0.0,0.0
8466c2dffffffff,3.0,0.0,0.0,0.0
8466c41ffffffff,106.0,0.0,0.0,0.0
8466c45ffffffff,37.0,0.0,0.0,0.0
8466c47ffffffff,11.0,0.0,0.0,0.0
8466c49ffffffff,27.0,0.0,0.0,0.0
8466c4dffffffff,16.0,0.0,0.0,0.0
8466c61ffffffff,10.0,0.0,0.0,0.0
8466c63ffffffff,84.0,0.0,14.0,0.0
8466c65ffffffff,37.0,0.0,0.0,0.0
8466c67ffffffff,13.0,0.0,0.0,0.0
8466c69ffffffff,23.0,0.0,0.0,0.0
8466c6bffffffff,24.0,0.0,0.0,0.0
8466c6dffffffff,361.0,0.0,1.0,0.0
8466d0bffffffff,2.0,0.0,0.0,0.0
8466d0dffffffff,5.0,0.0,0.0,0.0
8466d19ffffffff,24.0,0.0,2.0,0.0
8466d53ffffffff,73.0,0.0,6.0,0.0
8466d57ffffffff,9.0,0.0,0.0,0.0
8466d59ffffffff,2.0,0.0,0.0,0.0
8466d5bffffffff,20.0,0.0,0.0,0.0
8466da7ffffffff,8.0,0.0,2.0,0.0
8466e01ffffffff,4.0,0.0,0.0,0.0
8466e03ffffffff,2.0,0.0,0.0,0.0
8466e07ffffffff,2.0,0.0,0.0,0.0
8466e09ffffffff,12.0,0.0,0.0,0.0
8466e0bffffffff,17.0,0.0,0.0,0.0
8466e0dffffffff,62.0,0.0,9.0,0.0
