cell_id,Artamus cinereus,Artamus cinereus normani/inkermani,Artamus cinereus [cinereus Group]
84a788dffffffff,3.0,0.0,0.0
84a78a1ffffffff,4.0,0.0,0.0
84a78b9ffffffff,7.0,0.0,0.0
84a78bbffffffff,6.0,0.0,0.0
84a78bdffffffff,4.0,0.0,0.0
84a78e3ffffffff,10.0,0.0,0.0
84a78e7ffffffff,7.0,0.0,0.0
84a78ebffffffff,5.0,0.0,0.0
84a7913ffffffff,2.0,0.0,0.0
84a791bffffffff,2.0,0.0,0.0
84a7967ffffffff,1.0,0.0,1.0
84a798dffffffff,1.0,0.0,0.0
84a7993ffffffff,8.0,0.0,0.0
84a79a3ffffffff,15.0,0.0,0.0
84a79a5ffffffff,4.0,0.0,0.0
84a79a7ffffffff,8.0,0.0,2.0
84a79b9ffffffff,2.0,0.0,0.0
84a79bbffffffff,6.0,0.0,0.0
84a79c1ffffffff,1.0,0.0,0.0
84a79c3ffffffff,3.0,0.0,0.0
84a79cbffffffff,1.0,0.0,0.0
84a79d1ffffffff,11.0,0.0,0.0
84a79d9ffffffff,13.0,0.0,0.0
84a79dbffffffff,4.0,0.0,0.0
84a79ddffffffff,4.0,0.0,0.0
84a79edffffffff,2.0,0.0,0.0
84a7a01ffffffff,2.0,0.0,2.0
84a7a19ffffffff,2.0,0.0,0.0
84a7a1dffffffff,3.0,0.0,0.0
84a7a49ffffffff,4.0,0.0,4.0
84a7a4bffffffff,2.0,0.0,0.0
84a7a51ffffffff,2.0,0.0,0.0
84a7a5bffffffff,2.0,0.0,0.0
84a7a69ffffffff,8.0,0.0,0.0
84a7a99ffffffff,2.0,0.0,0.0
84a7ab5ffffffff,4.0,0.0,0.0
84a7ab7ffffffff,4.0,0.0,0.0
84a7ad3ffffffff,1.0,0.0,0.0
84a7b45ffffffff,8.0,0.0,0.0
84b8049ffffffff,12.0,0.0,0.0
84b8091ffffffff,3.0,0.0,0.0
84b8125ffffffff,3.0,0.0,0.0
84b812dffffffff,26.0,0.0,8.0
84b8167ffffffff,2.0,0.0,0.0
84b816dffffffff,2.0,0.0,0.0
84b8227ffffffff,5.0,0.0,0.0
84b8235ffffffff,5.0,0.0,0.0
84b8237ffffffff,34.0,0.0,0.0
84b8291ffffffff,3.0,0.0,0.0
84b82e3ffffffff,1.0,0.0,0.0
84b82e5ffffffff,7.0,0.0,0.0
84b82e7ffffffff,4.0,0.0,0.0
84b8365ffffffff,1.0,0.0,0.0
84b8411ffffffff,3.0,0.0,1.0
84b8419ffffffff,10.0,0.0,0.0
84b8427ffffffff,2.0,0.0,0.0
84b8491ffffffff,2.0,0.0,0.0
84b849bffffffff,4.0,0.0,0.0
84b84b1ffffffff,6.0,0.0,0.0
84b84b3ffffffff,2.0,0.0,0.0
84b84b5ffffffff,8.0,0.0,1.0
84b8503ffffffff,9.0,0.0,2.0
84b856dffffffff,18.0,0.0,7.0
84b8591ffffffff,25.0,0.0,12.0
84b8593ffffffff,5.0,0.0,0.0
84b8603ffffffff,2.0,0.0,0.0
84b8689ffffffff,2.0,0.0,0.0
84b8691ffffffff,3.0,0.0,3.0
84b8693ffffffff,3.0,0.0,1.0
84b8695ffffffff,2.0,0.0,0.0
84b8697ffffffff,2.0,0.0,0.0
84b8699ffffffff,2.0,0.0,0.0
84b869bffffffff,2.0,0.0,0.0
84b86a9ffffffff,2.0,0.0,0.0
84b86c5ffffffff,2.0,0.0,0.0
84b86d1ffffffff,7.0,0.0,0.0
84b86d7ffffffff,3.0,0.0,0.0
84b86d9ffffffff,2.0,0.0,0.0
84b86dbffffffff,2.0,0.0,0.0
84b8701ffffffff,2.0,0.0,0.0
84b872dffffffff,3.0,0.0,0.0
84b8763ffffffff,4.0,0.0,0.0
84b876bffffffff,9.0,0.0,0.0
84b8803ffffffff,1.0,0.0,1.0
84b8809ffffffff,34.0,0.0,1.0
84b880bffffffff,62.0,0.0,5.0
84b880dffffffff,2.0,0.0,0.0
84b8819ffffffff,24.0,0.0,0.0
84b881bffffffff,10.0,0.0,0.0
84b8831ffffffff,3.0,0.0,3.0
84b8835ffffffff,2.0,0.0,2.0
84b8843ffffffff,219.0,0.0,37.0
84b8847ffffffff,22.0,0.0,2.0
84b8849ffffffff,2.0,0.0,0.0
84b884bffffffff,2.0,0.0,0.0
84b8851ffffffff,15.0,0.0,0.0
84b8853ffffffff,2.0,0.0,0.0
84b8855ffffffff,181.0,0.0,37.0
84b8857ffffffff,14.0,0.0,1.0
84b8859ffffffff,4.0,0.0,0.0
84b885bffffffff,7.0,0.0,0.0
84b885dffffffff,4.0,0.0,0.0
84b886bffffffff,4.0,0.0,2.0
84b8889ffffffff,16.0,0.0,4.0
84b88cdffffffff,1.0,0.0,1.0
84b88e3ffffffff,1.0,0.0,0.0
84b8921ffffffff,1.0,0.0,0.0
84b8923ffffffff,4.0,0.0,4.0
84b892dffffffff,2.0,0.0,1.0
84b8935ffffffff,3.0,0.0,0.0
84b8951ffffffff,1.0,0.0,0.0
84b89a5ffffffff,2.0,0.0,2.0
84b89adffffffff,66.0,0.0,13.0
84b89c1ffffffff,6.0,0.0,0.0
84b89cbffffffff,5.0,0.0,0.0
84b89ebffffffff,8.0,0.0,0.0
84b8a03ffffffff,1.0,0.0,1.0
84b8a05ffffffff,7.0,0.0,0.0
84b8a07ffffffff,2.0,0.0,0.0
84b8a0dffffffff,12.0,0.0,0.0
84b8a11ffffffff,2.0,0.0,0.0
84b8a13ffffffff,3.0,0.0,0.0
84b8a15ffffffff,13.0,0.0,6.0
84b8a17ffffffff,9.0,0.0,0.0
84b8a1bffffffff,3.0,0.0,0.0
84b8a21ffffffff,2.0,0.0,2.0
84b8a25ffffffff,2.0,0.0,0.0
84b8a27ffffffff,7.0,0.0,0.0
84b8a29ffffffff,25.0,0.0,2.0
84b8a2dffffffff,16.0,0.0,2.0
84b8a35ffffffff,2.0,0.0,0.0
84b8a41ffffffff,2.0,0.0,0.0
84b8a45ffffffff,4.0,0.0,0.0
84b8a5bffffffff,2.0,0.0,0.0
84b8a63ffffffff,2.0,0.0,0.0
84b8a69ffffffff,2.0,0.0,0.0
84b8a81ffffffff,7.0,0.0,0.0
84b8a83ffffffff,10.0,0.0,3.0
84b8a85ffffffff,2.0,0.0,0.0
84b8a8dffffffff,2.0,0.0,0.0
84b8a91ffffffff,17.0,0.0,2.0
84b8a95ffffffff,2.0,0.0,0.0
84b8a9dffffffff,98.0,0.0,17.0
84b8aa7ffffffff,6.0,0.0,0.0
84b8aa9ffffffff,2.0,0.0,0.0
84b8aabffffffff,3.0,0.0,0.0
84b8abdffffffff,17.0,0.0,1.0
84b8acbffffffff,13.0,0.0,0.0
84b8ae1ffffffff,8.0,0.0,0.0
84b8ae3ffffffff,5.0,0.0,0.0
84b8ae5ffffffff,16.0,0.0,3.0
84b8aedffffffff,13.0,0.0,1.0
84b8b23ffffffff,3.0,0.0,0.0
84b8b27ffffffff,6.0,0.0,0.0
84b8b31ffffffff,2.0,0.0,0.0
84b8b37ffffffff,1.0,0.0,0.0
84b8b6dffffffff,4.0,0.0,0.0
84b8c21ffffffff,7.0,0.0,5.0
84b9125ffffffff,1.0,0.0,0.0
84b9127ffffffff,21.0,0.0,2.0
84b9129ffffffff,2.0,0.0,0.0
