cell_id,Somateria mollissima,Somateria mollissima mollissima,Somateria mollissima faeroeensis,Somateria mollissima v-nigrum,Somateria mollissima dresseri,Somateria mollissima borealis,Somateria mollissima sedentaria
830833fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830836fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,17.0,4.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,32.0,8.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,57.0,2.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,12.0,4.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,24.0,8.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,75.0,15.0,0.0,0.0,0.0,0.0,0.0
83088dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,34.0,24.0,0.0,0.0,0.0,0.0,0.0
830890fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
830894fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,94.0,54.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,64.0,41.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,119.0,1.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
83089afffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,172.0,9.0,0.0,0.0,0.0,0.0,0.0
83089cfffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,76.0,2.0,0.0,0.0,0.0,0.0,0.0
8308a9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b3fffffffff,11.0,2.0,0.0,0.0,0.0,0.0,0.0
8308b4fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c9fffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
8308d4fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d5fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e9fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8308ecfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8308edfffffffff,177.0,12.0,0.0,0.0,0.0,0.0,0.0
8308f2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308f6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83094afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83094bfffffffff,40.0,4.0,0.0,0.0,0.0,0.0,0.0
830958fffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0
830959fffffffff,19.0,5.0,0.0,0.0,0.0,0.0,0.0
83095afffffffff,38.0,3.0,0.0,0.0,0.0,0.0,0.0
83095bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830980fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
830981fffffffff,59.0,22.0,0.0,0.0,0.0,0.0,0.0
830982fffffffff,224.0,11.0,0.0,0.0,0.0,0.0,0.0
830983fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83098cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83098dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830991fffffffff,627.0,20.0,0.0,0.0,0.0,0.0,0.0
830993fffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0
830998fffffffff,64.0,9.0,0.0,0.0,0.0,0.0,0.0
830999fffffffff,262.0,77.0,0.0,0.0,0.0,0.0,0.0
83099afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83099bfffffffff,75.0,43.0,0.0,0.0,0.0,0.0,0.0
83099efffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a0fffffffff,89.0,0.0,2.0,0.0,0.0,0.0,0.0
8309a4fffffffff,163.0,8.0,0.0,0.0,0.0,0.0,0.0
8309a5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a6fffffffff,123.0,6.0,1.0,0.0,0.0,0.0,0.0
8309abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c02fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830c12fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830c14fffffffff,3245.0,0.0,0.0,0.0,0.0,0.0,0.0
830c15fffffffff,201.0,0.0,0.0,0.0,0.0,0.0,0.0
830c30fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830c32fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830c42fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
830c44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c50fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,250.0,0.0,0.0,0.0,0.0,0.0,0.0
830c5efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830c6afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830c80fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830ca4fffffffff,1021.0,0.0,0.0,0.0,0.0,0.0,0.0
830ca5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830ca9fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
830cadfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830cb6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830cccfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830cdcfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830cdefffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830ce8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830ce9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d03fffffffff,1128.0,0.0,0.0,338.0,0.0,0.0,0.0
830d0cfffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
830d0dfffffffff,30.0,0.0,0.0,7.0,0.0,0.0,0.0
830d11fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d61fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d74fffffffff,113.0,0.0,0.0,4.0,0.0,0.0,0.0
830d75fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830d76fffffffff,166.0,0.0,0.0,24.0,0.0,0.0,0.0
830d89fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d98fffffffff,11.0,0.0,0.0,9.0,0.0,0.0,0.0
830d99fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
830dabfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830e03fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e06fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e08fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830e0afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830e0bfffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
830e0efffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830e1dfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830e20fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e21fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e22fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e23fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e32fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830e36fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,1969.0,0.0,0.0,0.0,2.0,0.0,0.0
830e4dfffffffff,1552.0,0.0,0.0,0.0,0.0,0.0,0.0
830e69fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,1537.0,0.0,0.0,0.0,0.0,0.0,0.0
830e83fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e86fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830ee4fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
830eeefffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
830f01fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830f0bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830f29fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830f2efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830f43fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830f56fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830f5afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830f8dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830fa5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831122fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831126fffffffff,149.0,36.0,0.0,0.0,0.0,0.0,0.0
831135fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831154fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831161fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831165fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831170fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831328fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831329fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83132dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831601fffffffff,11.0,0.0,0.0,9.0,0.0,0.0,0.0
83160cfffffffff,33.0,0.0,0.0,27.0,0.0,0.0,0.0
831610fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
831625fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831650fffffffff,327.0,0.0,0.0,271.0,0.0,0.0,0.0
831653fffffffff,93.0,0.0,0.0,57.0,0.0,0.0,0.0
831658fffffffff,21.0,0.0,0.0,15.0,0.0,0.0,0.0
83165efffffffff,133.0,0.0,0.0,79.0,0.0,0.0,0.0
831711fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831741fffffffff,9.0,0.0,0.0,9.0,0.0,0.0,0.0
831742fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831743fffffffff,17.0,0.0,0.0,9.0,0.0,0.0,0.0
831750fffffffff,13.0,0.0,0.0,8.0,0.0,0.0,0.0
831756fffffffff,19.0,0.0,0.0,17.0,0.0,0.0,0.0
83175cfffffffff,21.0,0.0,0.0,19.0,0.0,0.0,0.0
83176bfffffffff,63.0,0.0,0.0,19.0,0.0,0.0,0.0
831801fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831820fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831823fffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
831825fffffffff,41.0,16.0,0.0,0.0,0.0,0.0,0.0
831828fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83182cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831849fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,11.0,3.0,0.0,0.0,0.0,0.0,0.0
831860fffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0
831866fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83186afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831870fffffffff,19.0,2.0,0.0,0.0,0.0,0.0,0.0
831874fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831876fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831901fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831905fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831908fffffffff,221.0,38.0,0.0,0.0,0.0,0.0,0.0
831909fffffffff,130.0,20.0,0.0,0.0,0.0,0.0,0.0
83190afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83190bfffffffff,158.0,28.0,0.0,0.0,0.0,0.0,0.0
83190cfffffffff,74.0,9.0,0.0,0.0,0.0,0.0,0.0
83190dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83190efffffffff,133.0,29.0,0.0,0.0,0.0,0.0,0.0
83191dfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
831922fffffffff,26.0,0.0,3.0,0.0,0.0,0.0,0.0
831926fffffffff,387.0,0.0,5.0,0.0,0.0,0.0,0.0
831928fffffffff,237.0,15.0,0.0,0.0,0.0,0.0,0.0
831929fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
83192afffffffff,70.0,27.0,0.0,0.0,0.0,0.0,0.0
83192bfffffffff,410.0,145.0,0.0,0.0,0.0,0.0,0.0
83192cfffffffff,100.0,4.0,2.0,0.0,0.0,0.0,0.0
83192dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831940fffffffff,126.0,15.0,0.0,0.0,0.0,0.0,0.0
831941fffffffff,345.0,60.0,0.0,0.0,0.0,0.0,0.0
831943fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831946fffffffff,106.0,19.0,0.0,0.0,0.0,0.0,0.0
831948fffffffff,239.0,39.0,0.0,0.0,0.0,0.0,0.0
83194afffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
83194bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83194cfffffffff,16.0,6.0,0.0,0.0,0.0,0.0,0.0
83194dfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
83194efffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
831950fffffffff,507.0,25.0,0.0,0.0,0.0,0.0,0.0
831951fffffffff,26.0,7.0,0.0,0.0,0.0,0.0,0.0
831952fffffffff,55.0,18.0,0.0,0.0,0.0,0.0,0.0
831953fffffffff,50.0,9.0,0.0,0.0,0.0,0.0,0.0
831954fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831955fffffffff,39.0,18.0,0.0,0.0,0.0,0.0,0.0
831956fffffffff,462.0,316.0,0.0,0.0,0.0,0.0,0.0
831959fffffffff,161.0,5.0,0.0,0.0,0.0,0.0,0.0
83195afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83195bfffffffff,17.0,6.0,0.0,0.0,0.0,0.0,0.0
83195efffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831968fffffffff,502.0,12.0,0.0,0.0,0.0,0.0,0.0
831969fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83196bfffffffff,146.0,0.0,0.0,0.0,0.0,0.0,0.0
83196cfffffffff,17.0,2.0,0.0,0.0,0.0,0.0,0.0
83196dfffffffff,147.0,9.0,0.0,0.0,0.0,0.0,0.0
83196efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831972fffffffff,1019.0,100.0,0.0,0.0,0.0,0.0,0.0
831973fffffffff,688.0,86.0,0.0,0.0,0.0,0.0,0.0
831976fffffffff,328.0,39.0,0.0,0.0,0.0,0.0,0.0
831a84fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,274.0,0.0,0.0,0.0,0.0,34.0,0.0
831aa2fffffffff,444.0,0.0,0.0,0.0,0.0,11.0,0.0
831aa3fffffffff,744.0,0.0,0.0,0.0,2.0,37.0,0.0
831aa4fffffffff,81.0,0.0,0.0,0.0,0.0,2.0,0.0
831ab0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831ab4fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
831ab5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831b21fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831b25fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b26fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831b80fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831b82fffffffff,136.0,0.0,0.0,0.0,0.0,0.0,0.0
831b83fffffffff,143.0,0.0,0.0,0.0,2.0,0.0,0.0
831b84fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831b8afffffffff,27.0,0.0,0.0,0.0,0.0,2.0,0.0
831b91fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831b92fffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0
831b93fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
831b96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b98fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
831b99fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9cfffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,166.0,0.0,0.0,0.0,4.0,1.0,0.0
831e12fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
831e4afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5dfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831eebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f00fffffffff,345.0,265.0,0.0,0.0,0.0,0.0,0.0
831f01fffffffff,22.0,1.0,0.0,0.0,0.0,0.0,0.0
831f02fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831f04fffffffff,53.0,3.0,0.0,0.0,0.0,0.0,0.0
831f05fffffffff,593.0,102.0,0.0,0.0,0.0,0.0,0.0
831f06fffffffff,151.0,6.0,0.0,0.0,0.0,0.0,0.0
831f0cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f0dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831f0efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831f14fffffffff,63.0,1.0,0.0,0.0,0.0,0.0,0.0
831f20fffffffff,36.0,5.0,0.0,0.0,0.0,0.0,0.0
831f21fffffffff,136.0,39.0,0.0,0.0,0.0,0.0,0.0
831f22fffffffff,81.0,19.0,0.0,0.0,0.0,0.0,0.0
831f23fffffffff,199.0,49.0,0.0,0.0,0.0,0.0,0.0
831f24fffffffff,110.0,17.0,0.0,0.0,0.0,0.0,0.0
831f25fffffffff,118.0,8.0,0.0,0.0,0.0,0.0,0.0
831f26fffffffff,21.0,4.0,0.0,0.0,0.0,0.0,0.0
831f28fffffffff,205.0,83.0,0.0,0.0,0.0,0.0,0.0
831f29fffffffff,131.0,40.0,0.0,0.0,0.0,0.0,0.0
831f2afffffffff,828.0,714.0,0.0,0.0,0.0,0.0,0.0
831f2dfffffffff,64.0,5.0,0.0,0.0,0.0,0.0,0.0
831f2efffffffff,53.0,2.0,0.0,0.0,0.0,0.0,0.0
831f30fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
831f31fffffffff,142.0,55.0,0.0,0.0,0.0,0.0,0.0
831f32fffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
831f33fffffffff,733.0,23.0,0.0,0.0,0.0,0.0,0.0
831f35fffffffff,73.0,22.0,0.0,0.0,0.0,0.0,0.0
831f4efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831f64fffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0
