cell_id,Phylloscopus collybita,Phylloscopus collybita [collybita Group],Phylloscopus collybita tristis
8409917ffffffff,9.0,2.0,0.0
840991bffffffff,92.0,0.0,0.0
8409935ffffffff,2.0,0.0,0.0
8409937ffffffff,2.0,0.0,0.0
8409981ffffffff,12.0,0.0,0.0
8409983ffffffff,7.0,0.0,0.0
8409987ffffffff,6.0,0.0,0.0
8409991ffffffff,16.0,0.0,0.0
8409993ffffffff,131.0,26.0,0.0
8409995ffffffff,4.0,2.0,0.0
8409997ffffffff,8.0,0.0,0.0
840999bffffffff,3.0,0.0,0.0
84099a7ffffffff,2.0,0.0,0.0
84099b1ffffffff,4.0,4.0,0.0
84099b7ffffffff,1.0,0.0,0.0
84099b9ffffffff,17.0,2.0,0.0
84099bbffffffff,5.0,0.0,0.0
84099bdffffffff,9.0,2.0,0.0
84099cdffffffff,3.0,0.0,0.0
84099d7ffffffff,4.0,2.0,0.0
84099e9ffffffff,32.0,0.0,0.0
84099ebffffffff,3.0,0.0,0.0
8409a09ffffffff,84.0,5.0,3.0
8409a43ffffffff,13.0,2.0,0.0
8409a45ffffffff,60.0,15.0,6.0
8409a47ffffffff,98.0,20.0,8.0
8409a4dffffffff,25.0,2.0,2.0
8409a55ffffffff,37.0,0.0,0.0
8409a69ffffffff,57.0,2.0,11.0
8409a6bffffffff,78.0,22.0,13.0
8409aa5ffffffff,1.0,0.0,0.0
8409b1bffffffff,2.0,0.0,0.0
840a337ffffffff,21.0,0.0,18.0
840a91dffffffff,2.0,0.0,2.0
840aa6dffffffff,1.0,0.0,1.0
840b9a7ffffffff,2.0,0.0,2.0
840bb01ffffffff,1.0,0.0,0.0
840bb03ffffffff,8.0,0.0,3.0
840bb05ffffffff,2.0,0.0,0.0
840bb07ffffffff,1.0,0.0,0.0
840bb1dffffffff,2.0,0.0,2.0
8410231ffffffff,2.0,0.0,0.0
8410239ffffffff,2.0,0.0,0.0
8410acbffffffff,1.0,0.0,0.0
8410c03ffffffff,2.0,0.0,2.0
8410c05ffffffff,9.0,0.0,4.0
8410c07ffffffff,6.0,0.0,2.0
8410c21ffffffff,6.0,0.0,1.0
8410c23ffffffff,98.0,6.0,6.0
8410c27ffffffff,22.0,0.0,3.0
8410c2bffffffff,6.0,0.0,0.0
8410c35ffffffff,21.0,0.0,8.0
8410d15ffffffff,2.0,0.0,0.0
8410d21ffffffff,3.0,0.0,3.0
8410d2bffffffff,1.0,0.0,1.0
8410d5bffffffff,1.0,0.0,1.0
8410d69ffffffff,1.0,0.0,0.0
8410dc1ffffffff,14.0,0.0,0.0
8410dc9ffffffff,104.0,0.0,26.0
8410dcdffffffff,11.0,0.0,2.0
8410ee1ffffffff,38.0,0.0,38.0
8410ee7ffffffff,6.0,0.0,6.0
8410f01ffffffff,1.0,0.0,0.0
8410f29ffffffff,1.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0
8411009ffffffff,5.0,0.0,0.0
8411015ffffffff,3.0,0.0,0.0
8411029ffffffff,2.0,0.0,0.0
8411031ffffffff,37.0,0.0,0.0
841103bffffffff,7.0,0.0,0.0
8411041ffffffff,15.0,0.0,0.0
8411043ffffffff,7.0,0.0,0.0
8411045ffffffff,1.0,0.0,0.0
841104bffffffff,2.0,0.0,0.0
8411051ffffffff,2.0,0.0,0.0
8411059ffffffff,4.0,0.0,0.0
841105bffffffff,4.0,0.0,0.0
841105dffffffff,7.0,0.0,0.0
8411061ffffffff,75.0,0.0,0.0
8411063ffffffff,15.0,0.0,2.0
8411065ffffffff,2.0,0.0,0.0
8411069ffffffff,61.0,0.0,0.0
841106bffffffff,78.0,0.0,0.0
8411139ffffffff,2.0,0.0,0.0
8411155ffffffff,2.0,0.0,0.0
841115bffffffff,8.0,0.0,0.0
8411169ffffffff,68.0,0.0,0.0
841116dffffffff,8.0,0.0,0.0
8411201ffffffff,2.0,0.0,0.0
8411209ffffffff,5.0,0.0,0.0
841120dffffffff,2.0,2.0,0.0
8411221ffffffff,4.0,0.0,0.0
8411233ffffffff,5.0,2.0,0.0
8411237ffffffff,6.0,0.0,0.0
8411241ffffffff,4.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0
8411245ffffffff,3.0,0.0,0.0
8411249ffffffff,1.0,0.0,0.0
8411251ffffffff,3.0,0.0,0.0
8411261ffffffff,5.0,0.0,0.0
8411267ffffffff,3.0,0.0,0.0
8411269ffffffff,7.0,0.0,0.0
841126bffffffff,6.0,0.0,0.0
841126dffffffff,87.0,28.0,0.0
8411281ffffffff,2.0,0.0,0.0
8411285ffffffff,3.0,0.0,0.0
841128bffffffff,3.0,0.0,0.0
841128dffffffff,14.0,0.0,0.0
841129dffffffff,2.0,0.0,0.0
84112adffffffff,4.0,0.0,0.0
84112cdffffffff,2.0,0.0,0.0
84112d7ffffffff,5.0,0.0,0.0
84112e3ffffffff,2.0,0.0,0.0
84112e7ffffffff,2.0,2.0,0.0
84112ebffffffff,3.0,0.0,0.0
8411309ffffffff,1.0,0.0,0.0
8411313ffffffff,4.0,0.0,0.0
8411321ffffffff,2.0,0.0,0.0
8411337ffffffff,3.0,0.0,0.0
8411345ffffffff,16.0,0.0,0.0
8411347ffffffff,2.0,0.0,0.0
8411349ffffffff,6.0,0.0,0.0
841134dffffffff,18.0,0.0,0.0
8411355ffffffff,10.0,10.0,0.0
8411359ffffffff,1.0,0.0,0.0
841135dffffffff,10.0,0.0,0.0
8411361ffffffff,2.0,0.0,0.0
8411363ffffffff,4.0,2.0,0.0
8411365ffffffff,6.0,0.0,0.0
8411367ffffffff,2.0,0.0,0.0
8411369ffffffff,3.0,0.0,0.0
841136bffffffff,28.0,4.0,0.0
8411549ffffffff,6.0,0.0,0.0
84115c7ffffffff,1.0,0.0,0.0
8411807ffffffff,2.0,0.0,0.0
8411811ffffffff,6.0,6.0,0.0
8411813ffffffff,62.0,3.0,0.0
8411817ffffffff,1.0,0.0,0.0
8411819ffffffff,4.0,0.0,0.0
841181bffffffff,14.0,1.0,0.0
841181dffffffff,44.0,2.0,0.0
8411827ffffffff,1.0,0.0,0.0
8411839ffffffff,2.0,0.0,0.0
841183bffffffff,3.0,0.0,0.0
8411853ffffffff,28.0,0.0,0.0
841185dffffffff,3.0,0.0,0.0
841188dffffffff,2.0,0.0,0.0
84118adffffffff,84.0,0.0,0.0
84118bdffffffff,2.0,0.0,0.0
84118c1ffffffff,11.0,0.0,0.0
84118c5ffffffff,17.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0
84118c9ffffffff,15.0,0.0,0.0
84118cdffffffff,85.0,2.0,0.0
84118d1ffffffff,1.0,0.0,0.0
84118e1ffffffff,24.0,5.0,0.0
84118e5ffffffff,2.0,0.0,0.0
84118e7ffffffff,4.0,0.0,0.0
84118e9ffffffff,45.0,14.0,0.0
84118ebffffffff,1.0,0.0,0.0
841191bffffffff,3.0,0.0,0.0
8411965ffffffff,7.0,0.0,0.0
84119ebffffffff,11.0,0.0,0.0
84119edffffffff,2.0,0.0,0.0
8411a0dffffffff,3.0,0.0,0.0
8411a43ffffffff,8.0,0.0,0.0
8411a4dffffffff,1.0,0.0,0.0
8411a6bffffffff,12.0,0.0,0.0
8411a85ffffffff,2.0,0.0,0.0
8411aa1ffffffff,10.0,0.0,0.0
8411aa3ffffffff,18.0,0.0,0.0
8411aa5ffffffff,101.0,4.0,0.0
8411aa7ffffffff,228.0,0.0,0.0
8411aa9ffffffff,14.0,0.0,0.0
8411aabffffffff,14.0,0.0,0.0
8411aadffffffff,74.0,0.0,0.0
8411ab1ffffffff,5.0,0.0,0.0
8411ab5ffffffff,13.0,0.0,0.0
8411ab7ffffffff,2.0,0.0,0.0
8411ab9ffffffff,5.0,5.0,0.0
8411abdffffffff,9.0,1.0,0.0
8411ac3ffffffff,2.0,0.0,0.0
8411ae1ffffffff,7.0,0.0,0.0
8411ae3ffffffff,311.0,52.0,0.0
8411ae5ffffffff,10.0,0.0,0.0
8411ae7ffffffff,26.0,14.0,0.0
8411b4dffffffff,3.0,0.0,0.0
8415923ffffffff,1.0,0.0,1.0
8418011ffffffff,2.0,0.0,0.0
8418013ffffffff,11.0,2.0,0.0
8418019ffffffff,4.0,0.0,0.0
841801bffffffff,16.0,2.0,0.0
841801dffffffff,6.0,6.0,0.0
841804bffffffff,9.0,0.0,0.0
8418053ffffffff,11.0,8.0,0.0
8418059ffffffff,13.0,10.0,0.0
841805bffffffff,7.0,2.0,0.0
84180c9ffffffff,5.0,0.0,0.0
84180cdffffffff,33.0,0.0,0.0
8418213ffffffff,4.0,0.0,0.0
8418219ffffffff,3.0,2.0,0.0
8418233ffffffff,6.0,6.0,0.0
8418235ffffffff,36.0,9.0,0.0
8418237ffffffff,2.0,0.0,0.0
841823dffffffff,1.0,1.0,0.0
8418243ffffffff,2.0,0.0,0.0
8418251ffffffff,4.0,0.0,0.0
8418255ffffffff,4.0,0.0,0.0
8418259ffffffff,5.0,0.0,0.0
8418281ffffffff,15.0,4.0,0.0
8418287ffffffff,2.0,0.0,0.0
8418289ffffffff,6.0,3.0,0.0
841828bffffffff,154.0,99.0,0.0
841828dffffffff,6.0,0.0,0.0
8418299ffffffff,28.0,0.0,0.0
84182a1ffffffff,11.0,2.0,0.0
84182a3ffffffff,20.0,2.0,0.0
84182a5ffffffff,12.0,0.0,0.0
84182a7ffffffff,13.0,0.0,0.0
84182a9ffffffff,7.0,3.0,0.0
84182abffffffff,5.0,0.0,0.0
84182adffffffff,9.0,0.0,0.0
84182c1ffffffff,161.0,30.0,0.0
84182c3ffffffff,67.0,10.0,0.0
84182c5ffffffff,6.0,0.0,0.0
84182c9ffffffff,31.0,20.0,0.0
84182cbffffffff,209.0,102.0,0.0
84182cdffffffff,8.0,2.0,0.0
84182d3ffffffff,23.0,1.0,0.0
84182d5ffffffff,6.0,1.0,0.0
84182d9ffffffff,2.0,0.0,0.0
84182dbffffffff,3.0,0.0,0.0
84182e1ffffffff,2.0,0.0,0.0
84182e5ffffffff,56.0,43.0,0.0
84182e7ffffffff,15.0,2.0,0.0
84182e9ffffffff,18.0,8.0,0.0
84182ebffffffff,6.0,0.0,0.0
84182edffffffff,1.0,1.0,0.0
8418409ffffffff,2.0,0.0,0.0
8418443ffffffff,117.0,24.0,1.0
8418447ffffffff,8.0,4.0,0.0
841844bffffffff,2.0,0.0,0.0
841844dffffffff,18.0,0.0,0.0
8418451ffffffff,15.0,0.0,0.0
8418453ffffffff,5.0,0.0,0.0
8418455ffffffff,4.0,0.0,0.0
8418457ffffffff,14.0,2.0,0.0
8418459ffffffff,33.0,2.0,0.0
841845bffffffff,22.0,0.0,0.0
841845dffffffff,42.0,0.0,0.0
8418461ffffffff,16.0,8.0,0.0
8418469ffffffff,21.0,5.0,0.0
841846bffffffff,15.0,4.0,0.0
841846dffffffff,135.0,3.0,26.0
8418491ffffffff,253.0,0.0,0.0
8418493ffffffff,275.0,4.0,0.0
8418495ffffffff,2626.0,4.0,0.0
8418497ffffffff,260.0,0.0,0.0
8418499ffffffff,4.0,0.0,0.0
841849bffffffff,17.0,0.0,0.0
841849dffffffff,172.0,6.0,2.0
84184a3ffffffff,27.0,0.0,0.0
84184b1ffffffff,422.0,0.0,0.0
84184b3ffffffff,102.0,0.0,0.0
84184b5ffffffff,330.0,2.0,0.0
84184b7ffffffff,277.0,0.0,0.0
84184b9ffffffff,93.0,0.0,0.0
84184bbffffffff,420.0,0.0,0.0
84184bdffffffff,135.0,3.0,0.0
84184c3ffffffff,20.0,2.0,0.0
84184d1ffffffff,3.0,0.0,0.0
84184d5ffffffff,20.0,0.0,0.0
84184d9ffffffff,15.0,2.0,0.0
84184dbffffffff,3.0,0.0,0.0
84184ddffffffff,129.0,2.0,0.0
8418593ffffffff,34.0,0.0,0.0
8418595ffffffff,1.0,0.0,0.0
8418597ffffffff,75.0,0.0,0.0
84185b1ffffffff,15.0,0.0,0.0
84185b3ffffffff,42.0,0.0,0.0
84185b5ffffffff,403.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0
84185bbffffffff,636.0,0.0,0.0
84185d9ffffffff,2.0,0.0,0.0
8418603ffffffff,1.0,0.0,0.0
8418607ffffffff,25.0,2.0,0.0
8418609ffffffff,15.0,2.0,0.0
841860dffffffff,28.0,14.0,0.0
8418611ffffffff,2.0,0.0,0.0
8418617ffffffff,1.0,0.0,0.0
8418619ffffffff,2.0,0.0,0.0
841861dffffffff,1.0,0.0,0.0
8418623ffffffff,23.0,0.0,0.0
8418625ffffffff,19.0,0.0,0.0
8418627ffffffff,9.0,1.0,0.0
8418629ffffffff,117.0,39.0,0.0
841862bffffffff,12.0,0.0,0.0
841862dffffffff,5.0,0.0,0.0
8418631ffffffff,18.0,0.0,0.0
8418633ffffffff,18.0,2.0,0.0
8418635ffffffff,15.0,2.0,0.0
8418637ffffffff,8.0,0.0,0.0
841863dffffffff,14.0,0.0,0.0
841864bffffffff,2.0,2.0,0.0
8418651ffffffff,1.0,0.0,0.0
8418653ffffffff,5.0,0.0,0.0
8418655ffffffff,13.0,0.0,0.0
8418657ffffffff,4.0,0.0,0.0
8418659ffffffff,8.0,0.0,0.0
841865dffffffff,12.0,4.0,0.0
8418663ffffffff,4.0,2.0,0.0
8418667ffffffff,50.0,4.0,0.0
841866bffffffff,4.0,4.0,0.0
8418683ffffffff,7.0,0.0,0.0
8418685ffffffff,28.0,0.0,0.0
8418687ffffffff,9.0,4.0,0.0
8418689ffffffff,4.0,0.0,0.0
841868dffffffff,2.0,0.0,0.0
8418691ffffffff,10.0,10.0,0.0
8418693ffffffff,1.0,0.0,0.0
8418695ffffffff,9.0,0.0,0.0
8418697ffffffff,4.0,0.0,0.0
841869dffffffff,2.0,0.0,0.0
84186a1ffffffff,14.0,0.0,0.0
84186a3ffffffff,14.0,0.0,0.0
84186a5ffffffff,31.0,2.0,0.0
84186a7ffffffff,43.0,2.0,0.0
84186abffffffff,2.0,0.0,0.0
84186adffffffff,1.0,0.0,0.0
84186b1ffffffff,2.0,0.0,0.0
84186b3ffffffff,2.0,0.0,0.0
84186b5ffffffff,2.0,0.0,0.0
84186b7ffffffff,14.0,0.0,0.0
84186bdffffffff,3.0,0.0,0.0
84186c1ffffffff,49.0,0.0,2.0
84186c3ffffffff,118.0,3.0,0.0
84186c5ffffffff,41.0,6.0,0.0
84186c7ffffffff,2.0,0.0,0.0
84186c9ffffffff,124.0,1.0,0.0
84186cbffffffff,60.0,0.0,0.0
84186cdffffffff,26.0,0.0,0.0
84186d1ffffffff,19.0,13.0,0.0
84186d3ffffffff,2.0,0.0,0.0
84186d5ffffffff,9.0,0.0,0.0
84186d7ffffffff,2.0,1.0,0.0
84186d9ffffffff,2.0,0.0,0.0
84186dbffffffff,8.0,1.0,0.0
84186ddffffffff,5.0,0.0,0.0
84186e1ffffffff,2.0,0.0,0.0
84186e3ffffffff,6.0,0.0,0.0
84186e5ffffffff,12.0,0.0,0.0
84186e7ffffffff,11.0,0.0,0.0
84186e9ffffffff,4.0,0.0,0.0
84186ebffffffff,15.0,0.0,0.0
84186edffffffff,21.0,2.0,0.0
8418709ffffffff,5.0,0.0,0.0
841870dffffffff,356.0,34.0,0.0
8418711ffffffff,14.0,0.0,0.0
8418713ffffffff,6.0,0.0,0.0
