cell_id,Myiarchus swainsoni,Myiarchus swainsoni phaeonotus,Myiarchus swainsoni [swainsoni Group]
82a8effffffffff,24.0,0.0,0.0
82a8f7fffffffff,33.0,0.0,0.0
82a907fffffffff,40.0,0.0,0.0
82a90ffffffffff,138.0,0.0,0.0
82a91ffffffffff,301.0,0.0,0.0
82a92ffffffffff,430.0,0.0,0.0
82a947fffffffff,282.0,0.0,0.0
82a94ffffffffff,94.0,0.0,0.0
82a957fffffffff,306.0,0.0,0.0
82a95ffffffffff,19.0,0.0,0.0
82a967fffffffff,310.0,0.0,0.0
82a96ffffffffff,50.0,0.0,0.0
82a977fffffffff,74.0,0.0,0.0
82b247fffffffff,163.0,0.0,0.0
82b24ffffffffff,108.0,0.0,0.0
82b257fffffffff,29.0,0.0,0.0
82b25ffffffffff,234.0,0.0,0.0
82b267fffffffff,80.0,0.0,0.0
82b26ffffffffff,52.0,0.0,0.0
82b277fffffffff,90.0,0.0,0.0
82b2effffffffff,69.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0
82b347fffffffff,88.0,0.0,0.0
82b34ffffffffff,82.0,0.0,0.0
82b357fffffffff,11.0,0.0,0.0
82b35ffffffffff,166.0,0.0,0.0
82b367fffffffff,10.0,0.0,0.0
82b36ffffffffff,47.0,0.0,0.0
82b377fffffffff,1.0,0.0,0.0
82c2c7fffffffff,260.0,0.0,0.0
82c2cffffffffff,287.0,0.0,0.0
82c2d7fffffffff,131.0,0.0,0.0
82c2dffffffffff,99.0,0.0,0.0
82c2e7fffffffff,456.0,0.0,0.0
82c2effffffffff,59.0,0.0,0.0
82c2f7fffffffff,265.0,0.0,0.0
82c30ffffffffff,2.0,0.0,0.0
82c32ffffffffff,7.0,0.0,0.0
82c347fffffffff,35.0,0.0,0.0
82c357fffffffff,3.0,0.0,0.0
82c367fffffffff,7.0,0.0,0.0
82c36ffffffffff,1.0,0.0,0.0
82c377fffffffff,13.0,0.0,0.0
82ce97fffffffff,45.0,0.0,0.0
