cell_id,Anthus correndera,Anthus correndera [correndera Group],Anthus correndera grayi
84c2d0dffffffff,21.0,0.0,0.0
84c2d17ffffffff,10.0,0.0,0.0
84c2d21ffffffff,5.0,0.0,0.0
84c2d27ffffffff,4.0,0.0,0.0
84c2d2bffffffff,3.0,0.0,0.0
84c2d37ffffffff,7.0,0.0,0.0
84c2d45ffffffff,7.0,0.0,0.0
84c2d49ffffffff,14.0,0.0,0.0
84c2d4dffffffff,6.0,0.0,0.0
84c2d63ffffffff,5.0,2.0,0.0
84c2d67ffffffff,2.0,0.0,0.0
84c2d6bffffffff,4.0,0.0,0.0
84c2d85ffffffff,3.0,0.0,0.0
84c2d8dffffffff,3.0,0.0,0.0
84c2d9bffffffff,2.0,0.0,0.0
84c2dd5ffffffff,2.0,0.0,0.0
84c2e01ffffffff,6.0,0.0,0.0
84c2e03ffffffff,1.0,0.0,0.0
84c2e07ffffffff,1.0,0.0,0.0
84c2e0bffffffff,18.0,0.0,0.0
84c2e17ffffffff,4.0,0.0,0.0
84c2e1bffffffff,16.0,0.0,0.0
84c2e1dffffffff,7.0,0.0,0.0
84c2e21ffffffff,58.0,0.0,0.0
84c2e23ffffffff,8.0,0.0,0.0
84c2e29ffffffff,7.0,0.0,0.0
84c2e2bffffffff,9.0,0.0,0.0
84c2e2dffffffff,12.0,0.0,0.0
84c2e31ffffffff,11.0,0.0,0.0
84c2e33ffffffff,54.0,0.0,0.0
84c2e35ffffffff,2.0,0.0,0.0
84c2e39ffffffff,9.0,0.0,0.0
84c2e3bffffffff,7.0,0.0,0.0
84c2e3dffffffff,56.0,0.0,0.0
84c2e41ffffffff,8.0,0.0,0.0
84c2e43ffffffff,20.0,0.0,0.0
84c2e47ffffffff,2.0,0.0,0.0
84c2e49ffffffff,4.0,0.0,0.0
84c2e53ffffffff,2.0,0.0,0.0
84c2e55ffffffff,3.0,0.0,0.0
84c2e5dffffffff,2.0,0.0,0.0
84c2e61ffffffff,4.0,0.0,0.0
84c2e63ffffffff,8.0,0.0,0.0
84c2e67ffffffff,6.0,0.0,0.0
84c2e69ffffffff,1.0,0.0,0.0
84c2e6dffffffff,1.0,0.0,0.0
84c2e99ffffffff,114.0,0.0,0.0
84c2e9bffffffff,9.0,0.0,0.0
84c2ea1ffffffff,18.0,0.0,0.0
84c2ea3ffffffff,9.0,0.0,0.0
84c2ea9ffffffff,3.0,0.0,0.0
84c2eadffffffff,63.0,0.0,0.0
84c2eb5ffffffff,2.0,0.0,0.0
84c2ec1ffffffff,2.0,0.0,0.0
84c2ecdffffffff,34.0,0.0,0.0
84c2ed1ffffffff,2.0,0.0,0.0
84c2ee1ffffffff,21.0,0.0,0.0
84c2ee7ffffffff,18.0,0.0,0.0
84c2eedffffffff,1.0,0.0,0.0
84c2f15ffffffff,15.0,0.0,0.0
84c2f1dffffffff,4.0,0.0,0.0
84c2f23ffffffff,7.0,0.0,0.0
84c2f27ffffffff,126.0,0.0,0.0
84c2f3dffffffff,11.0,0.0,0.0
84c3053ffffffff,11.0,0.0,0.0
84c3089ffffffff,2.0,0.0,0.0
84c3093ffffffff,1.0,0.0,0.0
84c30d1ffffffff,2.0,0.0,0.0
84c3201ffffffff,2.0,0.0,0.0
84c3203ffffffff,2.0,0.0,0.0
84c3207ffffffff,3.0,0.0,0.0
84c3209ffffffff,4.0,0.0,0.0
84c320dffffffff,2.0,0.0,0.0
84c3217ffffffff,6.0,0.0,0.0
84c3241ffffffff,14.0,0.0,0.0
84c3297ffffffff,3.0,0.0,0.0
84c329bffffffff,13.0,0.0,0.0
84c32a7ffffffff,4.0,0.0,0.0
84c32a9ffffffff,2.0,0.0,0.0
84c32adffffffff,16.0,0.0,0.0
84c32b7ffffffff,3.0,0.0,0.0
84c32e1ffffffff,7.0,0.0,0.0
84c32edffffffff,57.0,0.0,0.0
84c3403ffffffff,7.0,0.0,0.0
84c340dffffffff,9.0,0.0,0.0
84c3415ffffffff,2.0,0.0,0.0
84c343bffffffff,3.0,0.0,0.0
84c3465ffffffff,2.0,0.0,0.0
84c3481ffffffff,3.0,0.0,0.0
84c3485ffffffff,4.0,0.0,0.0
84c3487ffffffff,2.0,0.0,0.0
84c3489ffffffff,9.0,0.0,0.0
84c3491ffffffff,2.0,0.0,0.0
84c3493ffffffff,3.0,0.0,0.0
84c3497ffffffff,6.0,0.0,0.0
84c349bffffffff,21.0,0.0,0.0
84c349dffffffff,2.0,0.0,0.0
84c34a3ffffffff,1.0,0.0,0.0
84c34adffffffff,2.0,0.0,0.0
84c34b1ffffffff,2.0,0.0,0.0
84c34b7ffffffff,1.0,0.0,0.0
84c34b9ffffffff,2.0,0.0,0.0
84c34bbffffffff,49.0,0.0,0.0
84c34bdffffffff,7.0,0.0,0.0
84c34c5ffffffff,2.0,0.0,0.0
84c34d1ffffffff,4.0,0.0,0.0
84c34e3ffffffff,9.0,0.0,0.0
84c34e7ffffffff,5.0,0.0,0.0
84c34e9ffffffff,1.0,0.0,0.0
84c34edffffffff,1.0,0.0,0.0
84c3501ffffffff,6.0,3.0,0.0
84c3505ffffffff,5.0,0.0,0.0
84c3507ffffffff,4.0,0.0,0.0
84c3509ffffffff,1.0,0.0,0.0
84c3521ffffffff,2.0,0.0,0.0
84c3539ffffffff,5.0,0.0,0.0
84c353bffffffff,1.0,0.0,0.0
84c3545ffffffff,2.0,0.0,0.0
84c3553ffffffff,3.0,0.0,0.0
84c3563ffffffff,2.0,0.0,0.0
84c3569ffffffff,5.0,0.0,0.0
84c356bffffffff,7.0,0.0,0.0
84c35adffffffff,6.0,0.0,0.0
84c35b1ffffffff,1.0,0.0,0.0
84c35cdffffffff,2.0,0.0,0.0
84c3603ffffffff,7.0,0.0,0.0
84c360dffffffff,2.0,0.0,0.0
84c3641ffffffff,2.0,0.0,0.0
84c3649ffffffff,2.0,0.0,0.0
84c3663ffffffff,2.0,0.0,0.0
84c36bbffffffff,2.0,0.0,0.0
84c36c7ffffffff,1.0,0.0,0.0
84c371bffffffff,3.0,0.0,0.0
84ce127ffffffff,3.0,0.0,0.0
84ce803ffffffff,4.0,0.0,0.0
84ce807ffffffff,2.0,0.0,0.0
84ce809ffffffff,51.0,0.0,0.0
84ce80bffffffff,13.0,0.0,0.0
84ce80dffffffff,34.0,0.0,0.0
84ce82bffffffff,6.0,0.0,0.0
84ce831ffffffff,29.0,0.0,0.0
84ce833ffffffff,6.0,0.0,0.0
84ce835ffffffff,9.0,0.0,0.0
84ce839ffffffff,123.0,0.0,0.0
84ce83dffffffff,16.0,0.0,0.0
84ce847ffffffff,19.0,0.0,0.0
84ce849ffffffff,5.0,0.0,0.0
84ce855ffffffff,1.0,0.0,0.0
84ce857ffffffff,2.0,0.0,0.0
84ce85bffffffff,2.0,0.0,0.0
84ce863ffffffff,7.0,0.0,0.0
84ce865ffffffff,3.0,0.0,0.0
84ce86dffffffff,1.0,0.0,0.0
84ce881ffffffff,112.0,0.0,0.0
84ce887ffffffff,3.0,0.0,0.0
84ce88dffffffff,12.0,0.0,0.0
84ce895ffffffff,35.0,0.0,0.0
84ce8a1ffffffff,6.0,0.0,0.0
84ce8a3ffffffff,9.0,0.0,0.0
84ce8a9ffffffff,21.0,0.0,0.0
84ce8abffffffff,2.0,0.0,0.0
84ce8b1ffffffff,3.0,0.0,0.0
84ce8b5ffffffff,1.0,0.0,0.0
84ce8b9ffffffff,1.0,0.0,0.0
84ce8c1ffffffff,67.0,0.0,0.0
84ce8c7ffffffff,47.0,0.0,0.0
84ce8c9ffffffff,136.0,0.0,0.0
84ce8e1ffffffff,5.0,0.0,0.0
84ce8e9ffffffff,1.0,0.0,0.0
84ce903ffffffff,1.0,0.0,0.0
84ce90bffffffff,8.0,0.0,0.0
84ce931ffffffff,2.0,0.0,0.0
84ce935ffffffff,5.0,0.0,0.0
84ce937ffffffff,4.0,0.0,0.0
84ce955ffffffff,7.0,0.0,0.0
84ce983ffffffff,14.0,0.0,0.0
84ce989ffffffff,57.0,0.0,0.0
84ce98bffffffff,2.0,0.0,0.0
84ce98dffffffff,7.0,0.0,0.0
84ce991ffffffff,2.0,0.0,0.0
84ce997ffffffff,7.0,0.0,0.0
84ce9b3ffffffff,26.0,0.0,0.0
84ce9b5ffffffff,40.0,0.0,0.0
84ce9b7ffffffff,2.0,0.0,0.0
84ce9bbffffffff,2.0,0.0,0.0
84ce9c3ffffffff,18.0,0.0,0.0
84ce9c7ffffffff,55.0,0.0,0.0
84ce9cbffffffff,2.0,0.0,0.0
84ce9d1ffffffff,17.0,0.0,0.0
84ce9d3ffffffff,3.0,0.0,0.0
84ce9d5ffffffff,8.0,0.0,0.0
84ce9d7ffffffff,12.0,0.0,0.0
84ce9d9ffffffff,2.0,0.0,0.0
84ce9dbffffffff,9.0,0.0,0.0
84ce9ddffffffff,16.0,0.0,0.0
84ce9e3ffffffff,7.0,0.0,0.0
84cea03ffffffff,4.0,0.0,0.0
84cea05ffffffff,2.0,0.0,0.0
84cea07ffffffff,33.0,0.0,0.0
84cea11ffffffff,4.0,0.0,0.0
84cea17ffffffff,2.0,0.0,0.0
84cea2bffffffff,3.0,0.0,0.0
84cea35ffffffff,1.0,0.0,0.0
84cea3dffffffff,14.0,0.0,0.0
84cea41ffffffff,3.0,0.0,0.0
84cea85ffffffff,285.0,0.0,0.0
84cea89ffffffff,82.0,0.0,0.0
84cea8dffffffff,40.0,0.0,0.0
84ceaa1ffffffff,3.0,0.0,0.0
84ceaa5ffffffff,2.0,0.0,0.0
84ceaa7ffffffff,95.0,0.0,0.0
84ceaa9ffffffff,178.0,0.0,0.0
84ceaadffffffff,3.0,0.0,0.0
84ceac1ffffffff,22.0,0.0,0.0
84ceac5ffffffff,3.0,0.0,0.0
84ceac7ffffffff,20.0,0.0,0.0
84ceae1ffffffff,4.0,0.0,0.0
84ceae3ffffffff,30.0,0.0,0.0
84ceae5ffffffff,23.0,0.0,0.0
84ceae7ffffffff,381.0,0.0,0.0
84ceb37ffffffff,2.0,0.0,0.0
84cf121ffffffff,26.0,7.0,0.0
84cf123ffffffff,79.0,0.0,0.0
84cf125ffffffff,2.0,0.0,0.0
84cf127ffffffff,26.0,6.0,0.0
84cf129ffffffff,58.0,0.0,0.0
84cf12bffffffff,34.0,0.0,0.0
84cf135ffffffff,4.0,2.0,0.0
84cf13dffffffff,23.0,14.0,0.0
84cf163ffffffff,8.0,0.0,0.0
84cf165ffffffff,83.0,8.0,0.0
84cf167ffffffff,2.0,0.0,0.0
84cf16dffffffff,18.0,3.0,0.0
84cf813ffffffff,2.0,0.0,0.0
84cf829ffffffff,4.0,0.0,0.0
84cf853ffffffff,19.0,0.0,0.0
84cf859ffffffff,1.0,0.0,0.0
84cf881ffffffff,2.0,0.0,0.0
84cf885ffffffff,7.0,0.0,0.0
84cf887ffffffff,30.0,0.0,0.0
84cf88dffffffff,10.0,0.0,0.0
84cf8a3ffffffff,15.0,0.0,0.0
84cf8b5ffffffff,5.0,0.0,0.0
84cf8b9ffffffff,2.0,0.0,0.0
84cf8bbffffffff,6.0,0.0,0.0
84cf8bdffffffff,15.0,0.0,0.0
84cf8c1ffffffff,9.0,0.0,0.0
84cf8c3ffffffff,1.0,0.0,0.0
84cf8c5ffffffff,46.0,3.0,0.0
84cf8c7ffffffff,7.0,0.0,0.0
84cf8c9ffffffff,8.0,1.0,0.0
84cf8d5ffffffff,2.0,0.0,0.0
84cf8e1ffffffff,9.0,1.0,0.0
84cf8e9ffffffff,49.0,1.0,0.0
84cf8ebffffffff,2.0,0.0,0.0
84cf8edffffffff,6.0,0.0,0.0
84cf909ffffffff,1.0,0.0,0.0
84cf913ffffffff,1.0,0.0,0.0
84cf943ffffffff,3.0,0.0,0.0
84cf989ffffffff,2.0,0.0,0.0
84cf98bffffffff,24.0,0.0,0.0
84cf9e1ffffffff,5.0,0.0,0.0
84cf9e9ffffffff,2.0,0.0,0.0
84cf9ebffffffff,3.0,0.0,0.0
84cfa01ffffffff,4.0,0.0,0.0
84cfa05ffffffff,15.0,0.0,0.0
84cfa07ffffffff,5.0,0.0,0.0
84cfa09ffffffff,45.0,0.0,0.0
84cfa0dffffffff,54.0,0.0,0.0
84cfa13ffffffff,3.0,0.0,0.0
84cfa21ffffffff,7.0,0.0,0.0
84cfa2bffffffff,30.0,0.0,0.0
84cfa35ffffffff,9.0,0.0,0.0
84cfa41ffffffff,6.0,0.0,0.0
84cfa43ffffffff,9.0,0.0,0.0
84cfa45ffffffff,95.0,0.0,0.0
84cfa47ffffffff,1394.0,24.0,0.0
84cfa49ffffffff,231.0,35.0,0.0
84cfa4bffffffff,44.0,4.0,0.0
84cfa4dffffffff,10.0,0.0,0.0
84cfa55ffffffff,2.0,0.0,0.0
84cfa57ffffffff,8.0,3.0,0.0
84cfa59ffffffff,21.0,5.0,0.0
84cfa5bffffffff,17.0,4.0,0.0
84cfa5dffffffff,7.0,0.0,0.0
84cfa89ffffffff,12.0,2.0,0.0
84cfaa1ffffffff,1.0,0.0,0.0
84cfaabffffffff,1.0,0.0,0.0
84cfabbffffffff,8.0,0.0,0.0
84cfac7ffffffff,2.0,0.0,0.0
84cfac9ffffffff,34.0,2.0,0.0
84cfacdffffffff,353.0,9.0,0.0
84cfae1ffffffff,1.0,0.0,0.0
84cfae3ffffffff,1.0,0.0,0.0
84cfaebffffffff,2.0,0.0,0.0
84cfb13ffffffff,2.0,0.0,0.0
84de62dffffffff,52.0,0.0,9.0
84de661ffffffff,1.0,0.0,0.0
84de665ffffffff,12.0,0.0,7.0
84de701ffffffff,15.0,0.0,2.0
84de703ffffffff,3.0,0.0,0.0
84de707ffffffff,173.0,0.0,36.0
84de709ffffffff,7.0,0.0,0.0
84de70bffffffff,6.0,0.0,1.0
84de719ffffffff,27.0,0.0,0.0
84de71dffffffff,5.0,0.0,0.0
84de743ffffffff,8.0,0.0,0.0
84de753ffffffff,16.0,0.0,0.0
84de755ffffffff,1.0,0.0,1.0
84df403ffffffff,1.0,0.0,0.0
84df409ffffffff,8.0,0.0,0.0
84df419ffffffff,177.0,32.0,0.0
84df41bffffffff,38.0,5.0,0.0
84df41dffffffff,118.0,47.0,0.0
84df451ffffffff,189.0,24.0,0.0
84df455ffffffff,17.0,5.0,0.0
84df457ffffffff,14.0,2.0,0.0
84df45dffffffff,1.0,0.0,0.0
84df4d9ffffffff,12.0,2.0,0.0
84df681ffffffff,2.0,2.0,0.0
84df683ffffffff,145.0,11.0,0.0
84df687ffffffff,139.0,19.0,0.0
84df689ffffffff,29.0,2.0,0.0
84df68bffffffff,46.0,8.0,0.0
84df691ffffffff,57.0,20.0,0.0
84df693ffffffff,43.0,14.0,0.0
84df695ffffffff,8.0,2.0,0.0
84df697ffffffff,55.0,6.0,0.0
84df699ffffffff,380.0,79.0,0.0
84df69bffffffff,15.0,2.0,0.0
84df69dffffffff,196.0,14.0,0.0
84df6a1ffffffff,4.0,0.0,0.0
84df6a3ffffffff,33.0,0.0,0.0
84df6a5ffffffff,8.0,0.0,0.0
84df6a7ffffffff,179.0,7.0,0.0
84df6a9ffffffff,4.0,2.0,0.0
84df6abffffffff,2.0,2.0,0.0
84df6adffffffff,28.0,6.0,0.0
84df6b1ffffffff,15.0,7.0,0.0
84df6b3ffffffff,17.0,6.0,0.0
84df6b5ffffffff,33.0,0.0,0.0
84df6b7ffffffff,17.0,10.0,0.0
84df6b9ffffffff,4.0,0.0,0.0
84df6bbffffffff,71.0,5.0,0.0
84df6bdffffffff,21.0,9.0,0.0
84df6d5ffffffff,1.0,0.0,0.0
84df6d7ffffffff,46.0,3.0,0.0
84df6e7ffffffff,2.0,0.0,0.0
