cell_id,Ducula aenea,Ducula aenea [aenea Group],Ducula aenea nuchalis,Ducula aenea paulina
838c1afffffffff,1.0,0.0,0.0,0.0
838c1efffffffff,3.0,0.0,0.0,0.0
838c88fffffffff,5.0,0.0,0.0,0.0
838c8cfffffffff,1.0,0.0,0.0,0.0
838c92fffffffff,1.0,0.0,0.0,0.0
838c99fffffffff,4.0,0.0,0.0,0.0
838cadfffffffff,49.0,4.0,0.0,0.0
838cc2fffffffff,16.0,4.0,0.0,0.0
838cd5fffffffff,1.0,0.0,0.0,0.0
838cd8fffffffff,3.0,0.0,0.0,0.0
838d9afffffffff,13.0,0.0,0.0,0.0
838da2fffffffff,19.0,0.0,0.0,0.0
838da6fffffffff,18.0,0.0,0.0,0.0
838dabfffffffff,3.0,0.0,0.0,0.0
838db0fffffffff,1.0,0.0,0.0,0.0
838db5fffffffff,76.0,1.0,0.0,0.0
839421fffffffff,4.0,0.0,0.0,0.0
839500fffffffff,6.0,0.0,0.0,0.0
839512fffffffff,13.0,0.0,0.0,0.0
83951afffffffff,28.0,3.0,0.0,0.0
83951efffffffff,130.0,10.0,0.0,0.0
839521fffffffff,2.0,0.0,0.0,0.0
83952dfffffffff,2.0,0.0,0.0,0.0
839560fffffffff,8.0,0.0,0.0,4.0
839566fffffffff,12.0,0.0,0.0,2.0
839576fffffffff,1.0,0.0,0.0,0.0
8395a4fffffffff,2.0,0.0,0.0,0.0
8395a5fffffffff,8.0,0.0,0.0,0.0
8395a9fffffffff,129.0,13.0,0.0,0.0
8395adfffffffff,10.0,3.0,0.0,0.0
