cell_id,Patagioenas maculosa,Patagioenas maculosa albipennis,Patagioenas maculosa maculosa
84a9289ffffffff,4.0,0.0,0.0
84a92c7ffffffff,1.0,0.0,0.0
84a92cbffffffff,704.0,0.0,0.0
84a92cdffffffff,6.0,0.0,0.0
84a92d1ffffffff,12.0,0.0,4.0
84a92d3ffffffff,4.0,0.0,0.0
84a92d5ffffffff,1.0,0.0,0.0
84a92d7ffffffff,27.0,0.0,0.0
84a92d9ffffffff,59.0,0.0,6.0
84a92ddffffffff,12.0,0.0,0.0
84a92e1ffffffff,15.0,0.0,1.0
84a92e3ffffffff,2.0,0.0,0.0
84a92e9ffffffff,21.0,0.0,0.0
84a92ebffffffff,21.0,0.0,0.0
84a9441ffffffff,65.0,0.0,0.0
84a9443ffffffff,3.0,0.0,0.0
84a9445ffffffff,48.0,0.0,0.0
84a9447ffffffff,19.0,0.0,0.0
84a9449ffffffff,6.0,0.0,0.0
84a944bffffffff,4.0,0.0,0.0
84a944dffffffff,17.0,0.0,0.0
84a9451ffffffff,1.0,0.0,0.0
84a945bffffffff,4.0,0.0,0.0
84a9461ffffffff,2.0,0.0,0.0
84a9465ffffffff,2.0,0.0,0.0
84a9469ffffffff,3.0,0.0,0.0
84a946bffffffff,127.0,0.0,0.0
84a946dffffffff,4.0,0.0,0.0
84a948dffffffff,2.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,1.0,0.0,0.0
84a94b1ffffffff,9.0,0.0,0.0
84a94b5ffffffff,1.0,0.0,0.0
84a94b7ffffffff,1.0,0.0,0.0
84a94c7ffffffff,1.0,0.0,0.0
84a94ddffffffff,2.0,0.0,0.0
84a959bffffffff,1.0,0.0,0.0
84a95dbffffffff,4.0,0.0,0.0
84a9601ffffffff,12.0,0.0,0.0
84a9603ffffffff,1.0,0.0,0.0
84a9605ffffffff,6.0,0.0,0.0
84a9607ffffffff,16.0,0.0,0.0
84a960bffffffff,4.0,0.0,0.0
84a960dffffffff,1.0,0.0,0.0
84a9611ffffffff,35.0,0.0,0.0
84a9613ffffffff,25.0,0.0,0.0
84a9615ffffffff,2.0,0.0,0.0
84a9617ffffffff,6.0,0.0,0.0
84a9619ffffffff,13.0,0.0,0.0
84a9621ffffffff,25.0,0.0,0.0
84a9623ffffffff,298.0,0.0,0.0
84a9625ffffffff,52.0,0.0,0.0
84a9627ffffffff,442.0,0.0,0.0
84a9629ffffffff,6.0,0.0,0.0
84a962bffffffff,31.0,0.0,0.0
84a962dffffffff,69.0,0.0,0.0
84a9631ffffffff,2.0,0.0,0.0
84a9637ffffffff,4.0,0.0,0.0
84a9639ffffffff,2.0,0.0,0.0
84a963dffffffff,5.0,0.0,0.0
84a9641ffffffff,8.0,0.0,0.0
84a9645ffffffff,50.0,0.0,0.0
84a9647ffffffff,3.0,0.0,0.0
84a9649ffffffff,21.0,0.0,0.0
84a964bffffffff,2.0,0.0,0.0
84a964dffffffff,18.0,0.0,0.0
84a9657ffffffff,5.0,0.0,0.0
84a9659ffffffff,4.0,0.0,0.0
84a965bffffffff,1.0,0.0,0.0
84a965dffffffff,2.0,0.0,0.0
84a9661ffffffff,12.0,0.0,0.0
84a9663ffffffff,2.0,0.0,0.0
84a9667ffffffff,4.0,0.0,0.0
84a9669ffffffff,17.0,0.0,0.0
84a966bffffffff,3.0,0.0,0.0
84a9685ffffffff,3.0,0.0,0.0
84a968bffffffff,3.0,0.0,0.0
84a968dffffffff,2.0,0.0,0.0
84a969bffffffff,1.0,0.0,0.0
84a96a7ffffffff,1.0,0.0,0.0
84a96adffffffff,1.0,0.0,0.0
84a96b9ffffffff,1.0,0.0,0.0
84a96bbffffffff,2.0,0.0,0.0
84a96c1ffffffff,2.0,0.0,0.0
84a96c5ffffffff,23.0,0.0,0.0
84a96c7ffffffff,3.0,0.0,0.0
84a96cdffffffff,2.0,0.0,0.0
84a96d1ffffffff,1.0,0.0,0.0
84a96d3ffffffff,2.0,0.0,0.0
84a96d7ffffffff,2.0,0.0,0.0
84a96e1ffffffff,11.0,0.0,0.0
84a96e3ffffffff,2.0,0.0,0.0
84a96e5ffffffff,1.0,0.0,0.0
84a96e7ffffffff,6.0,0.0,0.0
84a96e9ffffffff,11.0,0.0,0.0
84a96ebffffffff,1.0,0.0,0.0
84a96edffffffff,1.0,0.0,0.0
84a9711ffffffff,31.0,0.0,0.0
84a9713ffffffff,1.0,0.0,0.0
84a9715ffffffff,2.0,0.0,0.0
84a9717ffffffff,65.0,0.0,0.0
84a9719ffffffff,26.0,0.0,0.0
84a971bffffffff,3.0,0.0,0.0
84a9753ffffffff,28.0,0.0,0.0
84a975bffffffff,9.0,0.0,0.0
84b2091ffffffff,7.0,0.0,0.0
84b2093ffffffff,2.0,0.0,0.0
84b2095ffffffff,21.0,0.0,0.0
84b2099ffffffff,16.0,0.0,0.0
84b209bffffffff,49.0,0.0,0.0
84b209dffffffff,6.0,0.0,0.0
84b20b3ffffffff,22.0,0.0,0.0
84b20b7ffffffff,8.0,0.0,0.0
84b20bbffffffff,6.0,0.0,0.0
84b20d3ffffffff,6.0,0.0,0.0
84b20d7ffffffff,12.0,0.0,0.0
84b20d9ffffffff,7.0,0.0,0.0
84b20dbffffffff,2.0,0.0,0.0
84b2283ffffffff,2.0,0.0,0.0
84b228bffffffff,4.0,0.0,0.0
84b2297ffffffff,1.0,0.0,0.0
84b22b3ffffffff,6.0,0.0,0.0
84b2401ffffffff,47.0,0.0,0.0
84b2405ffffffff,18.0,0.0,0.0
84b2407ffffffff,20.0,0.0,0.0
84b2409ffffffff,7.0,0.0,0.0
84b240bffffffff,14.0,0.0,0.0
84b240dffffffff,1.0,0.0,0.0
84b2411ffffffff,4.0,0.0,0.0
84b2413ffffffff,738.0,0.0,0.0
84b2415ffffffff,6.0,0.0,0.0
84b2417ffffffff,25.0,0.0,0.0
84b2419ffffffff,12.0,0.0,0.0
84b241bffffffff,2.0,0.0,0.0
84b241dffffffff,6.0,0.0,0.0
84b2421ffffffff,7.0,0.0,0.0
84b2423ffffffff,24.0,0.0,0.0
84b2425ffffffff,20.0,0.0,0.0
84b2427ffffffff,3.0,0.0,0.0
84b2429ffffffff,2.0,0.0,0.0
84b242bffffffff,186.0,0.0,0.0
84b242dffffffff,12.0,0.0,0.0
84b2431ffffffff,61.0,0.0,0.0
84b2433ffffffff,9.0,0.0,0.0
84b2435ffffffff,1300.0,0.0,0.0
84b2437ffffffff,338.0,0.0,0.0
84b2439ffffffff,16.0,0.0,0.0
84b243bffffffff,19.0,0.0,0.0
84b243dffffffff,199.0,0.0,0.0
84b2441ffffffff,12.0,0.0,0.0
84b2443ffffffff,3.0,0.0,0.0
84b2445ffffffff,2.0,0.0,0.0
84b244dffffffff,8.0,0.0,0.0
84b2453ffffffff,25.0,0.0,0.0
84b2455ffffffff,3.0,0.0,0.0
84b2457ffffffff,13.0,0.0,0.0
84b245dffffffff,8.0,0.0,0.0
84b2461ffffffff,3.0,0.0,0.0
84b2463ffffffff,99.0,0.0,0.0
84b246bffffffff,7.0,0.0,0.0
84b246dffffffff,2.0,0.0,0.0
84b2481ffffffff,5.0,0.0,0.0
84b2485ffffffff,17.0,0.0,0.0
84b2487ffffffff,2.0,0.0,0.0
84b248dffffffff,2.0,0.0,0.0
84b2493ffffffff,4.0,0.0,0.0
84b249bffffffff,1.0,0.0,0.0
84b249dffffffff,1.0,0.0,0.0
84b24a1ffffffff,50.0,0.0,0.0
84b24a3ffffffff,33.0,0.0,0.0
84b24a5ffffffff,12.0,0.0,0.0
84b24a7ffffffff,7.0,0.0,0.0
84b24a9ffffffff,107.0,0.0,0.0
84b24abffffffff,25.0,0.0,0.0
84b24adffffffff,248.0,0.0,0.0
84b24b1ffffffff,14.0,0.0,0.0
84b24b3ffffffff,3.0,0.0,0.0
84b24b5ffffffff,9.0,0.0,0.0
84b24b7ffffffff,7.0,0.0,0.0
84b24bbffffffff,3.0,0.0,0.0
84b24bdffffffff,21.0,0.0,0.0
84b24c1ffffffff,61.0,0.0,0.0
84b24c5ffffffff,40.0,0.0,0.0
84b24c7ffffffff,19.0,0.0,0.0
84b24c9ffffffff,5.0,0.0,0.0
84b24cdffffffff,58.0,0.0,0.0
84b24d1ffffffff,20.0,0.0,0.0
84b24d3ffffffff,18.0,0.0,0.0
84b24d7ffffffff,2.0,0.0,0.0
84b24d9ffffffff,2.0,0.0,0.0
84b24dbffffffff,27.0,0.0,0.0
84b24e1ffffffff,2.0,0.0,0.0
84b24e3ffffffff,62.0,0.0,0.0
84b24e5ffffffff,119.0,0.0,0.0
84b24e9ffffffff,24.0,0.0,0.0
84b24ebffffffff,19.0,0.0,0.0
84b24edffffffff,27.0,0.0,0.0
84b250bffffffff,3.0,0.0,0.0
84b250dffffffff,36.0,0.0,0.0
84b2515ffffffff,2.0,0.0,0.0
84b2517ffffffff,1.0,0.0,0.0
84b2519ffffffff,5.0,0.0,0.0
84b251bffffffff,55.0,0.0,0.0
84b2523ffffffff,4.0,0.0,0.0
84b2525ffffffff,140.0,0.0,0.0
84b2527ffffffff,7.0,0.0,0.0
84b2533ffffffff,8.0,0.0,0.0
84b2537ffffffff,1.0,0.0,0.0
84b2541ffffffff,4.0,0.0,0.0
84b2543ffffffff,8.0,0.0,0.0
84b2549ffffffff,26.0,0.0,0.0
84b254bffffffff,6.0,0.0,0.0
84b2551ffffffff,2.0,0.0,0.0
84b2553ffffffff,3.0,0.0,0.0
84b2555ffffffff,15.0,0.0,0.0
84b2557ffffffff,13.0,0.0,0.0
84b255dffffffff,3.0,0.0,0.0
84b2563ffffffff,6.0,0.0,0.0
84b2565ffffffff,1.0,0.0,0.0
84b2569ffffffff,4.0,0.0,0.0
84b256bffffffff,6.0,0.0,0.0
84b256dffffffff,3.0,0.0,0.0
84b2581ffffffff,27.0,0.0,0.0
84b2583ffffffff,117.0,0.0,0.0
84b2585ffffffff,28.0,0.0,0.0
84b2587ffffffff,33.0,0.0,0.0
84b2589ffffffff,254.0,0.0,0.0
84b258bffffffff,64.0,0.0,0.0
84b258dffffffff,54.0,0.0,0.0
84b2591ffffffff,362.0,0.0,0.0
84b2593ffffffff,32.0,0.0,0.0
84b2595ffffffff,73.0,0.0,0.0
84b2597ffffffff,6.0,0.0,0.0
84b2599ffffffff,19.0,0.0,0.0
84b259bffffffff,51.0,0.0,0.0
84b259dffffffff,41.0,0.0,0.0
84b25a1ffffffff,43.0,0.0,0.0
84b25a5ffffffff,1.0,0.0,0.0
84b25a7ffffffff,6.0,0.0,0.0
84b25a9ffffffff,4.0,0.0,0.0
84b25abffffffff,20.0,0.0,0.0
84b25adffffffff,1.0,0.0,0.0
84b25b1ffffffff,18.0,0.0,0.0
84b25b5ffffffff,6.0,0.0,0.0
84b25b7ffffffff,2.0,0.0,0.0
84b25b9ffffffff,195.0,0.0,0.0
84b25bbffffffff,17.0,0.0,0.0
84b25bdffffffff,9.0,0.0,0.0
84b25c1ffffffff,226.0,0.0,0.0
84b25c3ffffffff,88.0,0.0,0.0
84b25c7ffffffff,133.0,0.0,0.0
84b25c9ffffffff,34.0,0.0,0.0
84b25cbffffffff,223.0,0.0,0.0
84b25cdffffffff,342.0,0.0,0.0
84b25d1ffffffff,284.0,0.0,0.0
84b25d3ffffffff,39.0,0.0,0.0
84b25d5ffffffff,753.0,0.0,0.0
84b25d7ffffffff,63.0,0.0,0.0
84b25d9ffffffff,87.0,0.0,0.0
84b25dbffffffff,33.0,0.0,0.0
84b25ddffffffff,193.0,0.0,0.0
84b25e1ffffffff,126.0,0.0,0.0
84b25e3ffffffff,168.0,0.0,0.0
84b25e5ffffffff,4.0,0.0,0.0
84b25e7ffffffff,23.0,0.0,0.0
84b25e9ffffffff,1.0,0.0,0.0
84b25ebffffffff,28.0,0.0,0.0
84b25edffffffff,3.0,0.0,0.0
84b2601ffffffff,2.0,0.0,0.0
84b2603ffffffff,3.0,0.0,0.0
84b2605ffffffff,5.0,0.0,0.0
84b2611ffffffff,11.0,0.0,0.0
84b2613ffffffff,21.0,0.0,0.0
84b2617ffffffff,4.0,0.0,0.0
84b2619ffffffff,6.0,0.0,0.0
84b2623ffffffff,3.0,0.0,0.0
84b2625ffffffff,6.0,0.0,0.0
84b2627ffffffff,3.0,0.0,0.0
84b2629ffffffff,2.0,0.0,0.0
84b262bffffffff,14.0,0.0,0.0
84b262dffffffff,562.0,0.0,0.0
84b2631ffffffff,6.0,0.0,0.0
84b2633ffffffff,9.0,0.0,0.0
84b2635ffffffff,13.0,0.0,0.0
84b263dffffffff,27.0,0.0,0.0
84b2655ffffffff,1.0,0.0,0.0
84b2657ffffffff,3.0,0.0,0.0
84b2659ffffffff,2.0,0.0,0.0
84b265dffffffff,3.0,0.0,0.0
84b2661ffffffff,13.0,0.0,0.0
84b2663ffffffff,1.0,0.0,0.0
84b2665ffffffff,29.0,0.0,0.0
84b2667ffffffff,18.0,0.0,0.0
84b266bffffffff,5.0,0.0,0.0
84b2683ffffffff,20.0,0.0,0.0
84b2689ffffffff,8.0,0.0,0.0
84b268bffffffff,39.0,0.0,0.0
84b268dffffffff,39.0,0.0,0.0
84b2691ffffffff,55.0,0.0,0.0
84b2693ffffffff,12.0,0.0,0.0
84b2695ffffffff,24.0,0.0,0.0
84b2699ffffffff,10.0,0.0,0.0
84b269bffffffff,2.0,0.0,0.0
84b269dffffffff,30.0,0.0,0.0
84b26a1ffffffff,2.0,0.0,0.0
84b26a5ffffffff,2.0,0.0,0.0
84b26adffffffff,19.0,0.0,0.0
84b26d1ffffffff,19.0,0.0,0.0
84b26d5ffffffff,2.0,0.0,0.0
84b26d7ffffffff,52.0,0.0,0.0
84b26d9ffffffff,4.0,0.0,0.0
84b26ddffffffff,7.0,0.0,0.0
84b26e3ffffffff,2.0,0.0,0.0
84b26e5ffffffff,2.0,0.0,0.0
84b26e7ffffffff,4.0,0.0,0.0
84b26ebffffffff,2.0,0.0,0.0
84b26edffffffff,12.0,0.0,0.0
84b2701ffffffff,63.0,0.0,0.0
84b2703ffffffff,10.0,0.0,0.0
84b2705ffffffff,2.0,0.0,0.0
84b2707ffffffff,2.0,0.0,0.0
84b2709ffffffff,31.0,0.0,0.0
84b270bffffffff,28.0,0.0,0.0
84b270dffffffff,16.0,0.0,0.0
84b2715ffffffff,9.0,0.0,0.0
84b2717ffffffff,9.0,0.0,0.0
84b2719ffffffff,16.0,0.0,0.0
84b271dffffffff,6.0,0.0,0.0
84b2721ffffffff,16.0,0.0,0.0
84b2723ffffffff,22.0,0.0,0.0
84b2725ffffffff,12.0,0.0,0.0
84b2727ffffffff,6.0,0.0,0.0
84b2729ffffffff,11.0,0.0,0.0
84b272bffffffff,12.0,0.0,0.0
84b272dffffffff,4.0,0.0,0.0
84b2739ffffffff,2.0,0.0,0.0
84b273dffffffff,2.0,0.0,0.0
84b2741ffffffff,8.0,0.0,0.0
84b2743ffffffff,2.0,0.0,0.0
84b2749ffffffff,10.0,0.0,0.0
84b274bffffffff,2.0,0.0,0.0
84b2755ffffffff,2.0,0.0,0.0
84b2757ffffffff,21.0,0.0,0.0
84b2759ffffffff,1.0,0.0,0.0
84b275bffffffff,357.0,0.0,0.0
84b275dffffffff,63.0,0.0,0.0
84b2767ffffffff,4.0,0.0,0.0
84b276bffffffff,10.0,0.0,0.0
84b276dffffffff,2.0,0.0,0.0
84b2c85ffffffff,8.0,0.0,0.0
84b2c8bffffffff,2.0,0.0,0.0
84b2c8dffffffff,32.0,0.0,0.0
84b2cd1ffffffff,2.0,0.0,0.0
84b2cddffffffff,19.0,0.0,0.0
84b2ce3ffffffff,2.0,0.0,0.0
84b2e11ffffffff,2.0,0.0,0.0
84b2e13ffffffff,2.0,0.0,0.0
84b2e17ffffffff,2.0,0.0,0.0
84b2e1bffffffff,12.0,0.0,0.0
84b2e1dffffffff,18.0,0.0,0.0
84b2e33ffffffff,1.0,0.0,0.0
84b2e57ffffffff,5.0,0.0,0.0
84b2e5bffffffff,2.0,0.0,0.0
84b2e81ffffffff,3.0,0.0,0.0
84b2e85ffffffff,178.0,0.0,0.0
84b2e8dffffffff,25.0,0.0,0.0
84b2e91ffffffff,79.0,0.0,0.0
84b2e95ffffffff,1.0,0.0,0.0
84b2e99ffffffff,119.0,0.0,0.0
84b2e9bffffffff,3.0,0.0,0.0
84b2e9dffffffff,4.0,0.0,0.0
84b2ea3ffffffff,5.0,0.0,0.0
84b2ea9ffffffff,32.0,0.0,0.0
84b2eabffffffff,3.0,0.0,0.0
84b2eadffffffff,4.0,0.0,0.0
84b2eb3ffffffff,3.0,0.0,0.0
84b2eb7ffffffff,31.0,0.0,0.0
84b2eb9ffffffff,28.0,0.0,0.0
84b2ebbffffffff,43.0,0.0,0.0
84b2ec1ffffffff,50.0,0.0,0.0
84b2ec5ffffffff,73.0,0.0,0.0
84b2ec7ffffffff,130.0,0.0,0.0
84b2ec9ffffffff,1.0,0.0,0.0
84b2ecbffffffff,15.0,0.0,0.0
84b2ecdffffffff,14.0,0.0,0.0
84b2ed7ffffffff,8.0,0.0,0.0
84b2ed9ffffffff,40.0,0.0,0.0
84b2ee1ffffffff,166.0,0.0,0.0
84b2ee3ffffffff,55.0,0.0,0.0
84b2ee5ffffffff,2.0,0.0,0.0
84b2ee7ffffffff,8.0,0.0,0.0
84b2ee9ffffffff,45.0,0.0,0.0
84b2eebffffffff,342.0,0.0,0.0
84b2eedffffffff,48.0,0.0,0.0
84b3001ffffffff,6.0,0.0,0.0
84b3009ffffffff,66.0,3.0,0.0
84b300bffffffff,60.0,5.0,0.0
84b3011ffffffff,42.0,0.0,0.0
84b3013ffffffff,2.0,0.0,0.0
84b3019ffffffff,8.0,0.0,0.0
84b301bffffffff,7.0,0.0,0.0
84b301dffffffff,3.0,0.0,0.0
84b303bffffffff,2.0,0.0,0.0
84b3043ffffffff,331.0,35.0,0.0
84b3047ffffffff,35.0,5.0,0.0
84b3051ffffffff,8.0,0.0,0.0
84b3053ffffffff,9.0,9.0,0.0
84b3055ffffffff,39.0,5.0,0.0
84b3059ffffffff,126.0,13.0,0.0
84b305dffffffff,932.0,123.0,0.0
84b3097ffffffff,1.0,0.0,0.0
84b309dffffffff,5.0,0.0,0.0
84b30d5ffffffff,1.0,0.0,0.0
84b3201ffffffff,4.0,0.0,0.0
84b3203ffffffff,40.0,0.0,0.0
84b3209ffffffff,50.0,0.0,0.0
84b320bffffffff,95.0,9.0,0.0
84b320dffffffff,72.0,2.0,0.0
84b3211ffffffff,2.0,0.0,0.0
84b3213ffffffff,4.0,4.0,0.0
84b3215ffffffff,3.0,0.0,0.0
84b3219ffffffff,270.0,1.0,0.0
84b321dffffffff,73.0,0.0,0.0
84b3225ffffffff,1.0,0.0,0.0
84b3227ffffffff,2.0,0.0,0.0
84b3235ffffffff,14.0,1.0,0.0
84b3237ffffffff,12.0,1.0,0.0
84b3241ffffffff,5.0,0.0,0.0
84b3243ffffffff,27.0,0.0,0.0
84b3245ffffffff,6.0,0.0,0.0
84b3247ffffffff,13.0,1.0,0.0
84b3253ffffffff,11.0,0.0,0.0
84b3255ffffffff,2.0,0.0,0.0
84b3257ffffffff,94.0,0.0,0.0
84b3261ffffffff,101.0,0.0,0.0
84b3263ffffffff,8.0,0.0,0.0
84b3265ffffffff,4.0,0.0,0.0
84b3269ffffffff,5.0,0.0,0.0
84b326bffffffff,10.0,0.0,0.0
84b326dffffffff,29.0,0.0,0.0
84b3283ffffffff,2.0,0.0,0.0
84b3289ffffffff,21.0,0.0,0.0
84b32a5ffffffff,38.0,0.0,0.0
84b32c1ffffffff,9.0,0.0,0.0
84b32c3ffffffff,1.0,1.0,0.0
84b32c5ffffffff,4.0,1.0,0.0
84b32c7ffffffff,28.0,0.0,0.0
84b32dbffffffff,14.0,0.0,0.0
84b32ddffffffff,17.0,2.0,0.0
84b3303ffffffff,3.0,0.0,0.0
84b3309ffffffff,8.0,0.0,0.0
84b3319ffffffff,8.0,0.0,0.0
84b3341ffffffff,21.0,0.0,0.0
84b3345ffffffff,1.0,0.0,0.0
84b334bffffffff,32.0,0.0,0.0
84b334dffffffff,2.0,0.0,0.0
84b3351ffffffff,1.0,0.0,0.0
84b3355ffffffff,142.0,0.0,0.0
84b3411ffffffff,3.0,0.0,0.0
84b3413ffffffff,3.0,0.0,0.0
84b3419ffffffff,2.0,0.0,0.0
84b3421ffffffff,3.0,0.0,0.0
84b3423ffffffff,7.0,0.0,0.0
84b3425ffffffff,3.0,0.0,0.0
84b3427ffffffff,14.0,0.0,0.0
84b342bffffffff,2.0,0.0,0.0
84b3435ffffffff,4.0,0.0,0.0
84b3439ffffffff,14.0,0.0,0.0
84b343bffffffff,19.0,0.0,0.0
84b346dffffffff,1.0,0.0,0.0
84b3481ffffffff,3.0,0.0,0.0
84b348bffffffff,4.0,0.0,0.0
84b3491ffffffff,7.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b349dffffffff,5.0,0.0,0.0
84b34a3ffffffff,2.0,0.0,0.0
84b34a5ffffffff,20.0,0.0,0.0
84b34b1ffffffff,40.0,0.0,0.0
84b34b3ffffffff,6.0,0.0,0.0
84b34b5ffffffff,1.0,0.0,0.0
84b34b9ffffffff,26.0,0.0,0.0
84b34bbffffffff,4.0,0.0,0.0
84b34bdffffffff,23.0,0.0,0.0
84b34c1ffffffff,2.0,0.0,0.0
84b34c5ffffffff,3.0,0.0,0.0
84b34c7ffffffff,1.0,0.0,0.0
84b34cdffffffff,4.0,0.0,0.0
84b34d1ffffffff,4.0,0.0,0.0
84b34d3ffffffff,9.0,0.0,0.0
84b34d7ffffffff,10.0,0.0,0.0
84b34d9ffffffff,41.0,0.0,0.0
84b34dbffffffff,47.0,0.0,0.0
84b34e5ffffffff,4.0,0.0,0.0
84b34edffffffff,2.0,0.0,0.0
84b3509ffffffff,2.0,0.0,0.0
84b3513ffffffff,2.0,0.0,0.0
84b3515ffffffff,6.0,0.0,0.0
84b3519ffffffff,4.0,0.0,0.0
84b354bffffffff,6.0,4.0,0.0
84b3551ffffffff,2.0,0.0,0.0
84b3553ffffffff,1.0,0.0,0.0
84b355dffffffff,45.0,0.0,0.0
84b3581ffffffff,1.0,0.0,0.0
84b3583ffffffff,1.0,0.0,0.0
84b3585ffffffff,8.0,0.0,0.0
84b3589ffffffff,29.0,0.0,0.0
84b358dffffffff,1.0,0.0,0.0
84b3595ffffffff,2.0,0.0,0.0
84b359dffffffff,2.0,0.0,0.0
84b35a1ffffffff,13.0,0.0,0.0
84b35a3ffffffff,8.0,0.0,0.0
84b35a5ffffffff,33.0,0.0,0.0
84b35a7ffffffff,27.0,0.0,0.0
84b35a9ffffffff,4.0,0.0,0.0
84b35abffffffff,4.0,0.0,0.0
84b35adffffffff,108.0,0.0,0.0
84b35b1ffffffff,1.0,0.0,0.0
84b35b3ffffffff,8.0,0.0,0.0
84b35b5ffffffff,4.0,0.0,0.0
84b35b9ffffffff,4.0,0.0,0.0
84b35bdffffffff,3.0,0.0,0.0
84b35c1ffffffff,1.0,0.0,0.0
84b35c3ffffffff,19.0,0.0,0.0
84b35c7ffffffff,20.0,0.0,0.0
84b35cbffffffff,2.0,0.0,0.0
84b35d3ffffffff,10.0,0.0,0.0
84b35d5ffffffff,22.0,0.0,0.0
84b35d7ffffffff,6.0,0.0,0.0
84b35d9ffffffff,4.0,0.0,0.0
84b35ddffffffff,7.0,0.0,0.0
84b35e1ffffffff,13.0,0.0,0.0
84b35e3ffffffff,11.0,0.0,0.0
84b35e5ffffffff,8.0,0.0,0.0
84b35e7ffffffff,1.0,0.0,0.0
84b35ebffffffff,5.0,0.0,0.0
84b360bffffffff,4.0,0.0,0.0
84b3629ffffffff,4.0,4.0,0.0
84b3633ffffffff,1.0,0.0,0.0
84b3657ffffffff,2.0,0.0,0.0
84b3689ffffffff,2.0,0.0,0.0
84b368bffffffff,1.0,0.0,0.0
84b369bffffffff,4.0,0.0,0.0
