cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
848f5cbffffffff,4.0,0.0,0.0,0.0
848f5cdffffffff,7.0,0.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0,0.0
848f5d7ffffffff,6.0,0.0,0.0,0.0
848f5ddffffffff,18.0,0.0,0.0,0.0
848f5ebffffffff,1.0,0.0,0.0,0.0
848f705ffffffff,8.0,0.0,0.0,0.0
848f70dffffffff,2.0,0.0,0.0,0.0
848f721ffffffff,857.0,0.0,0.0,128.0
848f725ffffffff,34.0,0.0,0.0,14.0
848f727ffffffff,25.0,0.0,0.0,4.0
848f729ffffffff,119.0,0.0,0.0,18.0
848f72bffffffff,6.0,0.0,0.0,2.0
848f72dffffffff,121.0,0.0,0.0,16.0
848f733ffffffff,606.0,0.0,0.0,66.0
848f737ffffffff,16.0,0.0,0.0,0.0
848f745ffffffff,27.0,0.0,0.0,2.0
848f74dffffffff,2.0,0.0,0.0,0.0
848f761ffffffff,22.0,0.0,0.0,0.0
848f763ffffffff,4.0,0.0,0.0,0.0
848f765ffffffff,111.0,0.0,0.0,18.0
848f767ffffffff,120.0,0.0,0.0,38.0
848f769ffffffff,160.0,0.0,0.0,10.0
848f76bffffffff,78.0,0.0,0.0,4.0
848f76dffffffff,64.0,0.0,0.0,1.0
84a8413ffffffff,2.0,0.0,0.0,0.0
84b2701ffffffff,2.0,0.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0,0.0
84b2741ffffffff,18.0,0.0,0.0,0.0
84b2745ffffffff,2.0,0.0,0.0,0.0
84b2749ffffffff,79.0,0.0,0.0,0.0
84b3209ffffffff,22.0,0.0,0.0,0.0
84b320bffffffff,2.0,0.0,0.0,0.0
84b3219ffffffff,27.0,0.0,0.0,0.0
84b3241ffffffff,12.0,0.0,0.0,0.0
84b3243ffffffff,12.0,0.0,0.0,0.0
84b324bffffffff,9.0,0.0,0.0,0.0
84b324dffffffff,1.0,0.0,0.0,0.0
84b3253ffffffff,148.0,0.0,0.0,0.0
84b3255ffffffff,2.0,0.0,0.0,0.0
84b3257ffffffff,1.0,0.0,0.0,0.0
84b325bffffffff,8.0,0.0,0.0,0.0
84b3261ffffffff,1.0,0.0,0.0,0.0
84b326dffffffff,2.0,0.0,0.0,0.0
84b32c9ffffffff,2.0,0.0,0.0,0.0
84b3425ffffffff,65.0,0.0,0.0,0.0
84b3427ffffffff,4.0,0.0,0.0,0.0
84b342dffffffff,1.0,0.0,0.0,0.0
84b346dffffffff,10.0,0.0,0.0,0.0
84b3511ffffffff,21.0,0.0,0.0,0.0
84b3513ffffffff,2.0,0.0,0.0,0.0
84b3517ffffffff,1.0,0.0,0.0,0.0
84b35a1ffffffff,3.0,0.0,0.0,0.0
84b35b5ffffffff,2.0,0.0,0.0,0.0
84b35c5ffffffff,1.0,0.0,0.0,0.0
84b35c9ffffffff,10.0,0.0,0.0,0.0
84b35e1ffffffff,4.0,0.0,0.0,0.0
84b35e9ffffffff,14.0,0.0,0.0,0.0
84b35edffffffff,2.0,0.0,0.0,0.0
