cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
842698bffffffff,1.0,0.0,0.0,0.0
8426991ffffffff,13.0,0.0,0.0,0.0
8426993ffffffff,2.0,0.0,0.0,0.0
8426995ffffffff,12.0,0.0,0.0,0.0
8426999ffffffff,1.0,0.0,0.0,0.0
842699bffffffff,4.0,0.0,0.0,0.0
842699dffffffff,10.0,0.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0,0.0
84269abffffffff,2.0,0.0,0.0,0.0
84269bdffffffff,1.0,0.0,0.0,0.0
84269c1ffffffff,4.0,0.0,0.0,0.0
84269c5ffffffff,2.0,0.0,0.0,0.0
84269c7ffffffff,10.0,0.0,0.0,0.0
84269cbffffffff,45.0,0.0,0.0,0.0
84269cdffffffff,2.0,0.0,0.0,0.0
84269d1ffffffff,2.0,0.0,0.0,0.0
84269d5ffffffff,39.0,0.0,0.0,0.0
84269d7ffffffff,4.0,0.0,0.0,0.0
84269ddffffffff,2.0,0.0,0.0,0.0
84269ebffffffff,5.0,0.0,0.0,0.0
8426aa5ffffffff,3.0,0.0,0.0,0.0
8428005ffffffff,37.0,0.0,0.0,0.0
8428007ffffffff,4.0,0.0,0.0,0.0
8428021ffffffff,221.0,0.0,0.0,0.0
8428023ffffffff,1816.0,0.0,0.0,0.0
8428025ffffffff,40.0,0.0,0.0,0.0
8428027ffffffff,35.0,0.0,0.0,0.0
8428029ffffffff,66.0,0.0,0.0,0.0
842802bffffffff,703.0,0.0,0.0,0.0
842802dffffffff,24.0,0.0,0.0,0.0
8428035ffffffff,82.0,0.0,0.0,0.0
8428061ffffffff,64.0,0.0,0.0,0.0
8428063ffffffff,248.0,0.0,0.0,0.0
8428065ffffffff,26.0,0.0,0.0,0.0
8428067ffffffff,7.0,0.0,0.0,0.0
8428069ffffffff,258.0,0.0,0.0,0.0
842806bffffffff,115.0,0.0,0.0,0.0
842806dffffffff,142.0,0.0,0.0,0.0
8428101ffffffff,3.0,0.0,0.0,0.0
8428103ffffffff,46.0,0.0,0.0,0.0
8428107ffffffff,5.0,0.0,0.0,0.0
8428109ffffffff,31.0,0.0,0.0,0.0
842810bffffffff,54.0,0.0,0.0,0.0
842810dffffffff,16.0,0.0,0.0,0.0
8428111ffffffff,860.0,0.0,0.0,0.0
8428113ffffffff,61.0,0.0,0.0,0.0
8428115ffffffff,7.0,0.0,0.0,0.0
8428117ffffffff,18.0,0.0,0.0,0.0
8428119ffffffff,32.0,0.0,0.0,0.0
842811bffffffff,10.0,0.0,0.0,0.0
842811dffffffff,73.0,0.0,0.0,0.0
8428129ffffffff,8.0,0.0,0.0,0.0
842812bffffffff,4.0,0.0,0.0,0.0
8428139ffffffff,7.0,0.0,0.0,0.0
842813bffffffff,5.0,0.0,0.0,0.0
8428141ffffffff,476.0,0.0,0.0,0.0
8428143ffffffff,131.0,0.0,0.0,0.0
8428145ffffffff,27.0,0.0,0.0,0.0
8428147ffffffff,101.0,0.0,0.0,0.0
8428149ffffffff,721.0,0.0,0.0,0.0
842814bffffffff,219.0,0.0,0.0,0.0
842814dffffffff,391.0,0.0,0.0,0.0
8428151ffffffff,11.0,0.0,0.0,0.0
8428153ffffffff,100.0,0.0,0.0,0.0
8428155ffffffff,109.0,0.0,0.0,0.0
8428157ffffffff,36.0,0.0,0.0,0.0
8428159ffffffff,8.0,0.0,0.0,0.0
842815bffffffff,4.0,0.0,0.0,0.0
842815dffffffff,6.0,0.0,0.0,0.0
842816bffffffff,20.0,0.0,0.0,0.0
8428181ffffffff,16.0,0.0,0.0,0.0
8428183ffffffff,228.0,0.0,0.0,0.0
8428185ffffffff,15.0,0.0,0.0,0.0
8428187ffffffff,9.0,0.0,0.0,0.0
8428189ffffffff,40.0,0.0,0.0,0.0
842818bffffffff,129.0,0.0,0.0,0.0
842818dffffffff,35.0,0.0,0.0,0.0
8428195ffffffff,84.0,0.0,0.0,0.0
842819dffffffff,94.0,0.0,0.0,0.0
84281a1ffffffff,15.0,0.0,0.0,0.0
84281a3ffffffff,94.0,0.0,0.0,0.0
84281a5ffffffff,8.0,0.0,0.0,0.0
84281a7ffffffff,55.0,0.0,0.0,0.0
84281a9ffffffff,2.0,0.0,0.0,0.0
84281abffffffff,8.0,0.0,0.0,0.0
84281adffffffff,2.0,0.0,0.0,0.0
84281b1ffffffff,120.0,0.0,0.0,0.0
84281b3ffffffff,335.0,0.0,0.0,0.0
84281b5ffffffff,336.0,0.0,0.0,0.0
84281b7ffffffff,115.0,0.0,0.0,0.0
84281b9ffffffff,70.0,0.0,0.0,0.0
84281bbffffffff,211.0,0.0,0.0,0.0
84281bdffffffff,20.0,0.0,0.0,0.0
84281c1ffffffff,9.0,0.0,0.0,0.0
84281c3ffffffff,239.0,0.0,0.0,0.0
84281c5ffffffff,11.0,0.0,0.0,0.0
84281c7ffffffff,53.0,2.0,0.0,0.0
84281c9ffffffff,331.0,0.0,0.0,0.0
84281cbffffffff,571.0,0.0,0.0,0.0
84281cdffffffff,4.0,0.0,0.0,0.0
84281d5ffffffff,121.0,0.0,0.0,0.0
84281ddffffffff,12.0,0.0,0.0,0.0
84281e1ffffffff,23.0,0.0,0.0,0.0
84281e3ffffffff,13.0,0.0,0.0,0.0
84281e7ffffffff,1.0,0.0,0.0,0.0
84281e9ffffffff,422.0,8.0,0.0,0.0
84281ebffffffff,104.0,1.0,0.0,0.0
8428301ffffffff,722.0,0.0,0.0,0.0
8428303ffffffff,877.0,7.0,0.0,0.0
8428305ffffffff,5.0,0.0,0.0,0.0
8428307ffffffff,151.0,0.0,0.0,0.0
8428309ffffffff,8318.0,67.0,0.0,0.0
842830bffffffff,5452.0,315.0,0.0,0.0
842830dffffffff,1028.0,0.0,0.0,0.0
8428311ffffffff,191.0,23.0,0.0,0.0
8428313ffffffff,111.0,0.0,0.0,0.0
8428315ffffffff,277.0,9.0,0.0,0.0
8428317ffffffff,227.0,0.0,0.0,0.0
842831dffffffff,987.0,51.0,0.0,0.0
8428321ffffffff,398.0,0.0,0.0,0.0
8428323ffffffff,178.0,0.0,0.0,0.0
8428325ffffffff,361.0,0.0,0.0,0.0
8428327ffffffff,3542.0,0.0,0.0,0.0
8428329ffffffff,9.0,0.0,0.0,0.0
842832bffffffff,13.0,0.0,0.0,0.0
842832dffffffff,151.0,0.0,0.0,0.0
8428331ffffffff,1.0,0.0,0.0,0.0
8428333ffffffff,26.0,0.0,0.0,0.0
8428335ffffffff,2.0,0.0,0.0,0.0
8428337ffffffff,9.0,0.0,0.0,0.0
8428339ffffffff,19.0,0.0,0.0,0.0
842833bffffffff,67.0,0.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0,0.0
8428341ffffffff,7691.0,168.0,0.0,0.0
8428343ffffffff,4827.0,472.0,0.0,0.0
8428345ffffffff,2190.0,16.0,0.0,0.0
8428347ffffffff,3147.0,43.0,0.0,0.0
842834dffffffff,2964.0,171.0,0.0,0.0
8428355ffffffff,63.0,0.0,0.0,0.0
8428365ffffffff,255.0,0.0,0.0,0.0
8428367ffffffff,45.0,0.0,0.0,0.0
842836bffffffff,209.0,0.0,0.0,0.0
8428893ffffffff,15.0,0.0,0.0,0.0
8428a93ffffffff,1.0,0.0,0.0,0.0
8428c21ffffffff,90.0,0.0,0.0,0.0
8428c23ffffffff,129.0,0.0,0.0,0.0
8428c25ffffffff,461.0,0.0,0.0,0.0
8428c27ffffffff,196.0,0.0,0.0,0.0
8428c29ffffffff,70.0,0.0,0.0,0.0
8428c2bffffffff,34.0,0.0,0.0,0.0
8428c2dffffffff,127.0,0.0,0.0,0.0
8428c35ffffffff,43.0,0.0,0.0,0.0
8428c61ffffffff,341.0,0.0,0.0,0.0
8428c63ffffffff,29.0,0.0,0.0,0.0
8428c65ffffffff,206.0,0.0,0.0,0.0
8428c67ffffffff,66.0,0.0,0.0,0.0
8428c69ffffffff,37.0,0.0,0.0,0.0
8428c6dffffffff,85.0,0.0,0.0,0.0
8428ca5ffffffff,1.0,0.0,0.0,0.0
8428cadffffffff,2.0,0.0,0.0,0.0
8428d01ffffffff,166.0,0.0,0.0,0.0
8428d03ffffffff,72.0,0.0,0.0,0.0
8428d07ffffffff,211.0,0.0,0.0,0.0
8428d09ffffffff,146.0,0.0,0.0,0.0
8428d0bffffffff,275.0,0.0,0.0,0.0
8428d0dffffffff,20.0,0.0,0.0,0.0
8428d11ffffffff,156.0,0.0,0.0,0.0
8428d13ffffffff,1533.0,0.0,0.0,0.0
8428d15ffffffff,266.0,0.0,0.0,0.0
8428d17ffffffff,53.0,0.0,0.0,0.0
8428d19ffffffff,1326.0,0.0,0.0,0.0
8428d1bffffffff,2604.0,0.0,0.0,0.0
8428d1dffffffff,380.0,0.0,0.0,0.0
8428d23ffffffff,1.0,0.0,0.0,0.0
8428d29ffffffff,1.0,0.0,0.0,0.0
8428d2bffffffff,2.0,0.0,0.0,0.0
8428d31ffffffff,55.0,0.0,0.0,0.0
8428d33ffffffff,26.0,0.0,0.0,0.0
8428d35ffffffff,12.0,0.0,0.0,0.0
8428d37ffffffff,22.0,0.0,0.0,0.0
8428d39ffffffff,34.0,0.0,0.0,0.0
8428d3bffffffff,56.0,0.0,0.0,0.0
8428d41ffffffff,203.0,0.0,0.0,0.0
8428d43ffffffff,297.0,0.0,0.0,0.0
8428d45ffffffff,19.0,0.0,0.0,0.0
8428d47ffffffff,82.0,0.0,0.0,0.0
8428d49ffffffff,261.0,0.0,0.0,0.0
8428d4bffffffff,92.0,0.0,0.0,0.0
8428d51ffffffff,992.0,0.0,0.0,0.0
8428d53ffffffff,46.0,0.0,0.0,0.0
8428d55ffffffff,4243.0,0.0,0.0,0.0
8428d57ffffffff,524.0,0.0,0.0,0.0
8428d59ffffffff,825.0,0.0,0.0,0.0
8428d5bffffffff,363.0,0.0,0.0,0.0
8428d5dffffffff,1956.0,0.0,0.0,0.0
8428d61ffffffff,1.0,0.0,0.0,0.0
8428d63ffffffff,14.0,0.0,0.0,0.0
8428d67ffffffff,2.0,0.0,0.0,0.0
8428d69ffffffff,2.0,0.0,0.0,0.0
8428d6bffffffff,27.0,0.0,0.0,0.0
8428d81ffffffff,69.0,0.0,0.0,0.0
8428d83ffffffff,13.0,0.0,0.0,0.0
8428d85ffffffff,15.0,0.0,0.0,0.0
8428d87ffffffff,3.0,0.0,0.0,0.0
8428d89ffffffff,199.0,0.0,0.0,0.0
8428d8bffffffff,173.0,0.0,0.0,0.0
8428d8dffffffff,79.0,0.0,0.0,0.0
8428d91ffffffff,2.0,0.0,0.0,0.0
8428d93ffffffff,9.0,0.0,0.0,0.0
8428d95ffffffff,21.0,0.0,0.0,0.0
8428d97ffffffff,15.0,0.0,0.0,0.0
8428d99ffffffff,2.0,0.0,0.0,0.0
8428d9dffffffff,117.0,0.0,0.0,0.0
8428da1ffffffff,6.0,0.0,0.0,0.0
8428da5ffffffff,26.0,0.0,0.0,0.0
8428da9ffffffff,4.0,0.0,0.0,0.0
8428dabffffffff,15.0,0.0,0.0,0.0
8428dadffffffff,66.0,0.0,0.0,0.0
8428db9ffffffff,8.0,0.0,0.0,0.0
8428dbdffffffff,3.0,0.0,0.0,0.0
8428dc1ffffffff,25.0,0.0,0.0,0.0
8428dc3ffffffff,153.0,0.0,0.0,0.0
8428dc5ffffffff,127.0,0.0,0.0,0.0
8428dc7ffffffff,1417.0,0.0,0.0,0.0
8428dc9ffffffff,597.0,0.0,0.0,0.0
8428dcbffffffff,27.0,0.0,0.0,0.0
8428dcdffffffff,79.0,0.0,0.0,0.0
8428dd1ffffffff,106.0,0.0,0.0,0.0
8428dd3ffffffff,2.0,0.0,0.0,0.0
8428dd5ffffffff,114.0,0.0,0.0,0.0
8428dd7ffffffff,3.0,0.0,0.0,0.0
8428dd9ffffffff,11.0,0.0,0.0,0.0
8428dddffffffff,31.0,0.0,0.0,0.0
8428de1ffffffff,584.0,0.0,0.0,0.0
8428de3ffffffff,87.0,0.0,0.0,0.0
8428de7ffffffff,7.0,0.0,0.0,0.0
8428de9ffffffff,299.0,0.0,0.0,0.0
8428debffffffff,168.0,0.0,0.0,0.0
8428dedffffffff,766.0,0.0,0.0,0.0
8428e27ffffffff,9.0,0.0,0.0,0.0
8428f01ffffffff,2991.0,0.0,0.0,0.0
8428f03ffffffff,1676.0,0.0,0.0,0.0
8428f05ffffffff,685.0,0.0,0.0,0.0
8428f07ffffffff,91.0,0.0,0.0,0.0
8428f09ffffffff,286.0,0.0,0.0,0.0
8428f0bffffffff,322.0,0.0,0.0,0.0
8428f0dffffffff,52.0,0.0,0.0,0.0
8428f11ffffffff,240.0,0.0,0.0,0.0
8428f15ffffffff,230.0,0.0,0.0,0.0
8428f17ffffffff,232.0,0.0,0.0,0.0
8428f19ffffffff,261.0,0.0,0.0,0.0
8428f1dffffffff,385.0,0.0,0.0,0.0
8428f21ffffffff,92.0,0.0,0.0,0.0
8428f23ffffffff,53.0,0.0,0.0,0.0
8428f29ffffffff,38.0,0.0,0.0,0.0
8428f2bffffffff,10.0,0.0,0.0,0.0
8428f31ffffffff,28.0,0.0,0.0,0.0
8428f33ffffffff,438.0,0.0,0.0,0.0
8428f35ffffffff,85.0,0.0,0.0,0.0
8428f37ffffffff,2007.0,0.0,0.0,0.0
8428f39ffffffff,106.0,0.0,0.0,0.0
8428f3bffffffff,79.0,0.0,0.0,0.0
8428f3dffffffff,106.0,0.0,0.0,0.0
8428f41ffffffff,16.0,0.0,0.0,0.0
8428f43ffffffff,268.0,0.0,0.0,0.0
8428f45ffffffff,14.0,0.0,0.0,0.0
8428f47ffffffff,87.0,0.0,0.0,0.0
8428f49ffffffff,76.0,0.0,0.0,0.0
8428f4bffffffff,1194.0,0.0,0.0,0.0
8428f4dffffffff,26.0,0.0,0.0,0.0
8428f51ffffffff,660.0,0.0,0.0,0.0
8428f55ffffffff,275.0,0.0,0.0,0.0
8428f57ffffffff,504.0,0.0,0.0,0.0
8428f59ffffffff,1286.0,0.0,0.0,0.0
8428f5dffffffff,1165.0,0.0,0.0,0.0
8428f63ffffffff,110.0,0.0,0.0,0.0
8428f67ffffffff,15.0,0.0,0.0,0.0
8428f6bffffffff,3.0,0.0,0.0,0.0
8429121ffffffff,9.0,0.0,0.0,0.0
8429123ffffffff,2.0,0.0,0.0,0.0
8429125ffffffff,223.0,0.0,0.0,0.0
8429127ffffffff,2510.0,0.0,0.0,0.0
8429135ffffffff,468.0,0.0,0.0,0.0
8429137ffffffff,6.0,0.0,0.0,0.0
84291a5ffffffff,613.0,59.0,0.0,0.0
84291a7ffffffff,3018.0,567.0,0.0,0.0
842980dffffffff,10.0,0.0,0.0,0.0
8429847ffffffff,57.0,0.0,0.0,0.0
8429863ffffffff,3.0,0.0,0.0,0.0
8429869ffffffff,2.0,0.0,0.0,0.0
842986bffffffff,59.0,0.0,0.0,0.0
8429891ffffffff,209.0,0.0,0.0,0.0
8429893ffffffff,91.0,0.0,0.0,0.0
8429899ffffffff,239.0,0.0,0.0,0.0
842989bffffffff,344.0,0.0,0.0,0.0
842989dffffffff,12.0,0.0,0.0,0.0
84298cbffffffff,32.0,0.0,0.0,0.0
84298d1ffffffff,54.0,0.0,0.0,0.0
84298d3ffffffff,305.0,0.0,0.0,0.0
84298d7ffffffff,79.0,0.0,0.0,0.0
84298d9ffffffff,102.0,0.0,0.0,0.0
84298dbffffffff,396.0,0.0,0.0,0.0
84298ddffffffff,3.0,0.0,0.0,0.0
8429907ffffffff,4.0,0.0,0.0,0.0
842991dffffffff,6.0,0.0,0.0,0.0
8429923ffffffff,1.0,0.0,0.0,0.0
842992bffffffff,4.0,0.0,0.0,0.0
8429941ffffffff,1.0,0.0,0.0,0.0
8429945ffffffff,9.0,0.0,0.0,0.0
8429947ffffffff,2.0,0.0,0.0,0.0
842994dffffffff,9.0,0.0,0.0,0.0
8429a01ffffffff,1870.0,1.0,0.0,0.0
8429a03ffffffff,3522.0,0.0,0.0,0.0
8429a05ffffffff,738.0,0.0,0.0,0.0
8429a07ffffffff,734.0,0.0,0.0,0.0
8429a09ffffffff,896.0,0.0,0.0,0.0
8429a0bffffffff,3115.0,0.0,0.0,0.0
8429a0dffffffff,803.0,1.0,0.0,0.0
8429a11ffffffff,1085.0,0.0,0.0,0.0
8429a13ffffffff,241.0,0.0,0.0,0.0
8429a15ffffffff,61.0,0.0,0.0,0.0
8429a17ffffffff,4.0,0.0,0.0,0.0
8429a19ffffffff,1924.0,0.0,0.0,0.0
8429a1bffffffff,445.0,0.0,0.0,0.0
8429a1dffffffff,12895.0,0.0,0.0,0.0
8429a33ffffffff,2.0,0.0,0.0,0.0
8429a3bffffffff,17.0,0.0,0.0,0.0
8429a45ffffffff,1237.0,0.0,0.0,0.0
8429a47ffffffff,873.0,0.0,0.0,0.0
8429a55ffffffff,103.0,0.0,0.0,0.0
8429a57ffffffff,182.0,0.0,0.0,0.0
8429a63ffffffff,44.0,0.0,0.0,0.0
8429a69ffffffff,862.0,0.0,0.0,0.0
8429a6bffffffff,221.0,0.0,0.0,0.0
8429a85ffffffff,6.0,0.0,0.0,0.0
8429a91ffffffff,16.0,0.0,0.0,0.0
8429a93ffffffff,97.0,0.0,0.0,0.0
8429a97ffffffff,3.0,0.0,0.0,0.0
8429a99ffffffff,12.0,2.0,0.0,0.0
8429a9bffffffff,540.0,72.0,0.0,0.0
8429a9dffffffff,13.0,0.0,0.0,0.0
8429aa1ffffffff,15.0,0.0,0.0,0.0
8429aa3ffffffff,9.0,0.0,0.0,0.0
8429aa9ffffffff,151.0,0.0,0.0,0.0
8429aabffffffff,84.0,0.0,0.0,0.0
8429aadffffffff,2.0,0.0,0.0,0.0
8429ab1ffffffff,55.0,0.0,0.0,0.0
8429ab3ffffffff,17.0,0.0,0.0,0.0
8429ab5ffffffff,63.0,0.0,0.0,0.0
8429ab7ffffffff,312.0,0.0,0.0,0.0
8429ab9ffffffff,12.0,0.0,0.0,0.0
8429abbffffffff,5.0,0.0,0.0,0.0
8429abdffffffff,173.0,0.0,0.0,0.0
8429ac1ffffffff,21.0,0.0,0.0,0.0
8429ac3ffffffff,3.0,0.0,0.0,0.0
8429ac5ffffffff,6.0,0.0,0.0,0.0
8429ac9ffffffff,2966.0,0.0,0.0,0.0
8429acbffffffff,71.0,0.0,0.0,0.0
8429acdffffffff,1016.0,0.0,0.0,0.0
8429ad1ffffffff,1471.0,0.0,0.0,0.0
8429ad3ffffffff,101.0,7.0,0.0,0.0
8429ad5ffffffff,12.0,0.0,0.0,0.0
8429ad7ffffffff,9.0,0.0,0.0,0.0
8429ad9ffffffff,216.0,0.0,0.0,0.0
8429addffffffff,509.0,0.0,0.0,0.0
8429ae1ffffffff,239.0,0.0,0.0,0.0
8429ae3ffffffff,43.0,0.0,0.0,0.0
8429ae5ffffffff,11.0,0.0,0.0,0.0
8429ae7ffffffff,51.0,0.0,0.0,0.0
8429ae9ffffffff,59.0,0.0,0.0,0.0
8429aebffffffff,7.0,0.0,0.0,0.0
8429aedffffffff,34.0,0.0,0.0,0.0
8429b03ffffffff,49.0,0.0,0.0,0.0
8429b21ffffffff,11.0,0.0,0.0,0.0
8429b25ffffffff,255.0,0.0,0.0,0.0
8429b29ffffffff,40.0,0.0,0.0,0.0
8429b2dffffffff,117.0,0.0,0.0,0.0
8429b61ffffffff,1.0,0.0,0.0,0.0
8429b63ffffffff,1.0,0.0,0.0,0.0
8429b67ffffffff,99.0,0.0,0.0,0.0
844520dffffffff,15.0,0.0,0.0,0.0
8445241ffffffff,25.0,0.0,0.0,0.0
8445243ffffffff,75.0,0.0,0.0,0.0
8445245ffffffff,97.0,0.0,0.0,0.0
8445247ffffffff,58.0,0.0,0.0,0.0
844524bffffffff,198.0,0.0,0.0,0.0
8445253ffffffff,11.0,0.0,0.0,0.0
844525bffffffff,47.0,0.0,0.0,0.0
844525dffffffff,3.0,0.0,0.0,0.0
8445269ffffffff,44.0,0.0,0.0,0.0
844526bffffffff,2.0,0.0,0.0,0.0
844526dffffffff,37.0,0.0,0.0,0.0
8445309ffffffff,3.0,0.0,0.0,0.0
8445343ffffffff,6.0,0.0,0.0,0.0
8445351ffffffff,85.0,0.0,0.0,0.0
8445359ffffffff,2.0,0.0,0.0,0.0
844535bffffffff,2.0,0.0,0.0,0.0
8448005ffffffff,6.0,0.0,0.0,0.0
8448059ffffffff,1.0,0.0,0.0,0.0
844805bffffffff,116.0,0.0,75.0,0.0
8448097ffffffff,1.0,0.0,0.0,0.0
84480a5ffffffff,1.0,0.0,0.0,0.0
84480a9ffffffff,2.0,0.0,0.0,0.0
84480adffffffff,8.0,0.0,0.0,0.0
8448109ffffffff,3.0,0.0,0.0,0.0
844811bffffffff,1.0,0.0,0.0,0.0
8448141ffffffff,17.0,0.0,0.0,0.0
8448143ffffffff,7.0,0.0,0.0,0.0
8448147ffffffff,10.0,0.0,0.0,0.0
844814bffffffff,35.0,0.0,0.0,0.0
8448155ffffffff,1.0,0.0,0.0,0.0
8448193ffffffff,13.0,0.0,0.0,0.0
8448195ffffffff,3.0,0.0,0.0,0.0
8448197ffffffff,3.0,0.0,0.0,0.0
844819dffffffff,8.0,0.0,0.0,0.0
84481b5ffffffff,2.0,0.0,0.0,0.0
84481c1ffffffff,6.0,0.0,0.0,0.0
84481c5ffffffff,2.0,0.0,0.0,0.0
84481d7ffffffff,9.0,0.0,0.0,0.0
8448233ffffffff,3.0,0.0,0.0,0.0
84482e5ffffffff,227.0,0.0,165.0,0.0
8448321ffffffff,2.0,0.0,0.0,0.0
8448325ffffffff,8.0,0.0,0.0,0.0
8448337ffffffff,417.0,10.0,0.0,0.0
844833bffffffff,2.0,0.0,0.0,0.0
8448361ffffffff,21.0,0.0,0.0,0.0
8448363ffffffff,3.0,0.0,0.0,0.0
8448365ffffffff,10.0,0.0,0.0,0.0
8448369ffffffff,9.0,0.0,0.0,0.0
844836dffffffff,109.0,4.0,0.0,0.0
8448593ffffffff,182.0,0.0,0.0,0.0
84488dbffffffff,2.0,0.0,0.0,0.0
8448a05ffffffff,24.0,0.0,0.0,0.0
8448a21ffffffff,227.0,0.0,0.0,0.0
8448a29ffffffff,197.0,0.0,0.0,0.0
8448a2bffffffff,86.0,0.0,0.0,0.0
8448a2dffffffff,27.0,0.0,0.0,0.0
8448a39ffffffff,2.0,0.0,0.0,0.0
8448a65ffffffff,4.0,0.0,0.0,0.0
8448a67ffffffff,59.0,0.0,0.0,0.0
8448a6dffffffff,4.0,0.0,0.0,0.0
8448ab3ffffffff,9.0,0.0,0.0,0.0
8448ab7ffffffff,432.0,0.0,0.0,0.0
8448b5bffffffff,1.0,0.0,0.0,0.0
8448c01ffffffff,5.0,0.0,0.0,0.0
8448c03ffffffff,72.0,0.0,0.0,0.0
8448c07ffffffff,4.0,0.0,0.0,0.0
8448c0bffffffff,65.0,0.0,0.0,0.0
8448c11ffffffff,27.0,0.0,0.0,0.0
8448c13ffffffff,10.0,0.0,0.0,0.0
8448c15ffffffff,6.0,0.0,0.0,0.0
8448c19ffffffff,3.0,0.0,0.0,0.0
8448c1bffffffff,9.0,0.0,0.0,0.0
8448c1dffffffff,35.0,0.0,0.0,0.0
8448c25ffffffff,15.0,0.0,0.0,0.0
8448c31ffffffff,4.0,0.0,0.0,0.0
8448c35ffffffff,34.0,0.0,0.0,0.0
8448c39ffffffff,1.0,0.0,0.0,0.0
8448c3bffffffff,1.0,0.0,0.0,0.0
8448c3dffffffff,3.0,0.0,0.0,0.0
8448c4bffffffff,2.0,0.0,0.0,0.0
8448c51ffffffff,1.0,0.0,0.0,0.0
8448c59ffffffff,3464.0,0.0,0.0,0.0
8448c5bffffffff,336.0,0.0,0.0,0.0
8448c67ffffffff,3.0,0.0,0.0,0.0
8448c99ffffffff,244.0,0.0,0.0,0.0
8448ca9ffffffff,2.0,0.0,0.0,0.0
