cell_id,Turdus albicollis,Turdus albicollis [phaeopygus Group],Turdus albicollis [albicollis Group]
836676fffffffff,1.0,0.0,0.0
8366c0fffffffff,8.0,0.0,0.0
8366c2fffffffff,34.0,0.0,0.0
8366c5fffffffff,11.0,0.0,0.0
8366c9fffffffff,8.0,0.0,0.0
8366cefffffffff,10.0,0.0,0.0
8366d1fffffffff,304.0,0.0,0.0
8366d8fffffffff,15.0,0.0,0.0
8366dafffffffff,34.0,1.0,0.0
8366dbfffffffff,2.0,0.0,0.0
8366dcfffffffff,171.0,6.0,0.0
8366ddfffffffff,31.0,0.0,0.0
8366defffffffff,674.0,35.0,0.0
8366e0fffffffff,64.0,0.0,0.0
8366e1fffffffff,37.0,0.0,0.0
8366e3fffffffff,15.0,0.0,0.0
8366e5fffffffff,249.0,0.0,0.0
8366e8fffffffff,2.0,0.0,0.0
8366eafffffffff,15.0,0.0,0.0
8366ecfffffffff,82.0,0.0,0.0
8366eefffffffff,110.0,0.0,0.0
836741fffffffff,6.0,0.0,0.0
836742fffffffff,27.0,0.0,0.0
836743fffffffff,210.0,2.0,0.0
83674cfffffffff,13.0,0.0,0.0
83674efffffffff,17.0,1.0,0.0
836751fffffffff,20.0,0.0,0.0
83675afffffffff,11.0,0.0,0.0
83675cfffffffff,16.0,0.0,0.0
83675efffffffff,13.0,0.0,0.0
838046fffffffff,4.0,0.0,0.0
838061fffffffff,6.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838065fffffffff,27.0,0.0,0.0
838066fffffffff,3.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0
83806bfffffffff,8.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0
838102fffffffff,8.0,0.0,0.0
83811cfffffffff,2.0,0.0,0.0
838121fffffffff,66.0,0.0,0.0
838123fffffffff,5.0,0.0,0.0
838124fffffffff,82.0,0.0,0.0
83812bfffffffff,5.0,0.0,0.0
83812dfffffffff,8.0,0.0,0.0
838130fffffffff,47.0,0.0,0.0
838132fffffffff,14.0,0.0,0.0
838133fffffffff,110.0,0.0,0.0
838134fffffffff,17.0,0.0,0.0
838136fffffffff,182.0,0.0,0.0
83814afffffffff,10.0,0.0,0.0
83814dfffffffff,3.0,0.0,0.0
83814efffffffff,3.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0
838163fffffffff,1.0,0.0,0.0
838180fffffffff,1.0,0.0,0.0
838181fffffffff,65.0,0.0,0.0
838a00fffffffff,2.0,0.0,0.0
838a01fffffffff,4.0,0.0,0.0
838a05fffffffff,5.0,0.0,0.0
838a20fffffffff,1.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0
838a31fffffffff,2.0,0.0,0.0
838a45fffffffff,11.0,0.0,0.0
838a63fffffffff,15.0,0.0,0.0
838a68fffffffff,3.0,0.0,0.0
838a69fffffffff,9.0,0.0,0.0
838a6bfffffffff,1.0,0.0,0.0
838a6dfffffffff,16.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0
838a73fffffffff,4.0,0.0,0.0
838a75fffffffff,4.0,0.0,0.0
838a80fffffffff,4.0,0.0,0.0
838aaafffffffff,6.0,0.0,0.0
838ad1fffffffff,2.0,0.0,0.0
838ad8fffffffff,5.0,0.0,0.0
838adbfffffffff,8.0,1.0,0.0
838ae5fffffffff,1.0,0.0,0.0
838af1fffffffff,5.0,0.0,0.0
838af2fffffffff,44.0,0.0,0.0
838af6fffffffff,338.0,0.0,0.0
838b20fffffffff,5.0,0.0,0.0
838b22fffffffff,91.0,0.0,0.0
838b23fffffffff,1.0,0.0,0.0
838b26fffffffff,3.0,0.0,0.0
838b2bfffffffff,1.0,0.0,0.0
838b2cfffffffff,17.0,0.0,0.0
838b2dfffffffff,5.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b40fffffffff,15.0,0.0,0.0
838b42fffffffff,12.0,0.0,0.0
838b44fffffffff,170.0,7.0,0.0
838b45fffffffff,4.0,0.0,0.0
838b46fffffffff,4.0,0.0,0.0
838b4efffffffff,4.0,0.0,0.0
838b51fffffffff,2.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0
838b5cfffffffff,2.0,0.0,0.0
838b61fffffffff,43.0,0.0,0.0
838b62fffffffff,41.0,0.0,0.0
838b63fffffffff,136.0,3.0,0.0
838b68fffffffff,1.0,0.0,0.0
838b69fffffffff,4.0,0.0,0.0
838b6efffffffff,43.0,0.0,0.0
838b71fffffffff,230.0,5.0,0.0
838b74fffffffff,9.0,0.0,0.0
838b75fffffffff,23.0,0.0,0.0
838b84fffffffff,2.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0
838b96fffffffff,8.0,0.0,0.0
838b99fffffffff,2.0,0.0,0.0
838b9dfffffffff,14.0,0.0,0.0
838ba0fffffffff,2.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0
838bb5fffffffff,33.0,0.0,0.0
838e64fffffffff,15.0,0.0,0.0
838e65fffffffff,3.0,0.0,0.0
838f40fffffffff,51.0,0.0,0.0
838f46fffffffff,72.0,0.0,0.0
838f48fffffffff,3.0,0.0,0.0
838f4afffffffff,5.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0
838f4efffffffff,2.0,0.0,0.0
838f54fffffffff,2.0,0.0,0.0
838f55fffffffff,1.0,0.0,0.0
838f61fffffffff,18.0,0.0,0.0
838f65fffffffff,57.0,0.0,0.0
838f6bfffffffff,10.0,0.0,0.0
838f70fffffffff,2.0,0.0,0.0
838f71fffffffff,21.0,0.0,0.0
838f72fffffffff,471.0,53.0,0.0
838f73fffffffff,2.0,0.0,0.0
838f74fffffffff,14.0,0.0,0.0
838f76fffffffff,8.0,0.0,0.0
83a596fffffffff,6.0,0.0,0.0
83a800fffffffff,12.0,0.0,0.0
83a801fffffffff,16.0,0.0,0.0
83a802fffffffff,10.0,0.0,0.0
83a804fffffffff,62.0,0.0,0.0
83a805fffffffff,15.0,0.0,0.0
83a806fffffffff,594.0,0.0,100.0
83a80cfffffffff,2.0,0.0,0.0
83a810fffffffff,1760.0,0.0,40.0
83a811fffffffff,29.0,0.0,0.0
83a812fffffffff,713.0,0.0,41.0
83a813fffffffff,74.0,0.0,6.0
83a814fffffffff,157.0,0.0,0.0
83a815fffffffff,858.0,0.0,43.0
83a816fffffffff,60.0,0.0,6.0
83a818fffffffff,2.0,0.0,0.0
83a81cfffffffff,100.0,0.0,0.0
83a81dfffffffff,2.0,0.0,0.0
83a81efffffffff,25.0,0.0,0.0
83a820fffffffff,18.0,0.0,0.0
83a821fffffffff,10.0,0.0,0.0
83a822fffffffff,30.0,0.0,0.0
83a823fffffffff,28.0,0.0,0.0
83a824fffffffff,45.0,0.0,0.0
83a825fffffffff,6.0,0.0,0.0
83a826fffffffff,64.0,0.0,0.0
83a828fffffffff,1.0,0.0,0.0
83a82afffffffff,9.0,0.0,0.0
83a82cfffffffff,2.0,0.0,0.0
83a82dfffffffff,4.0,0.0,0.0
83a82efffffffff,25.0,0.0,0.0
83a831fffffffff,317.0,0.0,0.0
83a833fffffffff,249.0,0.0,6.0
83a835fffffffff,343.0,0.0,0.0
83a844fffffffff,10.0,0.0,0.0
83a85dfffffffff,9.0,0.0,0.0
83a866fffffffff,3.0,0.0,0.0
83a880fffffffff,45.0,0.0,0.0
83a881fffffffff,170.0,0.0,0.0
83a882fffffffff,187.0,0.0,0.0
83a884fffffffff,102.0,0.0,0.0
83a885fffffffff,2.0,0.0,0.0
83a886fffffffff,22.0,0.0,0.0
83a88bfffffffff,3.0,0.0,0.0
83a88efffffffff,7.0,0.0,0.0
83a891fffffffff,60.0,0.0,0.0
83a895fffffffff,12.0,0.0,0.0
83a8a0fffffffff,66.0,0.0,0.0
83a8a1fffffffff,493.0,0.0,2.0
83a8a2fffffffff,257.0,0.0,0.0
83a8a3fffffffff,165.0,0.0,0.0
83a8a5fffffffff,89.0,0.0,8.0
83a8a8fffffffff,5.0,0.0,0.0
83a8a9fffffffff,5.0,0.0,0.0
83a8aafffffffff,30.0,0.0,0.0
83a8acfffffffff,130.0,0.0,12.0
83a8adfffffffff,29.0,0.0,0.0
83a8aefffffffff,32.0,0.0,0.0
83a8c2fffffffff,24.0,0.0,0.0
83a8d1fffffffff,26.0,0.0,0.0
83a8d5fffffffff,2.0,0.0,0.0
83a8defffffffff,27.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0
83a8f4fffffffff,2.0,0.0,0.0
83a901fffffffff,26.0,0.0,0.0
83a903fffffffff,10.0,0.0,0.0
83a905fffffffff,17.0,0.0,0.0
83a908fffffffff,16.0,0.0,0.0
83a909fffffffff,31.0,0.0,0.0
83a90afffffffff,12.0,0.0,0.0
83a90bfffffffff,3.0,0.0,0.0
83a90cfffffffff,10.0,0.0,0.0
83a90dfffffffff,21.0,0.0,0.0
83a90efffffffff,99.0,0.0,0.0
83a918fffffffff,33.0,0.0,0.0
83a919fffffffff,49.0,0.0,0.0
83a91bfffffffff,323.0,0.0,0.0
83a91dfffffffff,124.0,0.0,0.0
83a921fffffffff,8.0,0.0,0.0
83a929fffffffff,4.0,0.0,0.0
83a92afffffffff,7.0,0.0,0.0
83a92bfffffffff,10.0,0.0,0.0
83a92cfffffffff,278.0,0.0,0.0
83a92dfffffffff,12.0,0.0,0.0
83a92efffffffff,135.0,0.0,0.0
83a940fffffffff,1.0,0.0,0.0
83a942fffffffff,81.0,0.0,0.0
83a943fffffffff,16.0,0.0,0.0
83a944fffffffff,2.0,0.0,0.0
83a946fffffffff,208.0,0.0,0.0
83a950fffffffff,284.0,0.0,0.0
83a951fffffffff,7.0,0.0,0.0
83a952fffffffff,159.0,0.0,2.0
83a953fffffffff,732.0,0.0,0.0
83a954fffffffff,8.0,0.0,0.0
83a955fffffffff,80.0,0.0,0.0
83a956fffffffff,5.0,0.0,0.0
83a95afffffffff,2.0,0.0,0.0
83a95cfffffffff,18.0,0.0,0.0
83a95efffffffff,3.0,0.0,0.0
83a964fffffffff,4.0,0.0,0.0
83a971fffffffff,19.0,0.0,0.0
83a972fffffffff,7.0,0.0,0.0
83a973fffffffff,13.0,0.0,0.0
83a974fffffffff,2.0,0.0,0.0
83a976fffffffff,23.0,0.0,0.0
83b324fffffffff,10.0,0.0,0.0
83b325fffffffff,25.0,0.0,0.0
83b342fffffffff,4.0,0.0,0.0
83b346fffffffff,3.0,0.0,0.0
83b362fffffffff,2.0,0.0,0.0
83b366fffffffff,18.0,0.0,0.0
83c289fffffffff,4.0,0.0,0.0
83c2d0fffffffff,24.0,0.0,0.0
83c2d2fffffffff,5.0,0.0,0.0
83c2d3fffffffff,10.0,0.0,0.0
83c2d4fffffffff,51.0,0.0,0.0
83c2d5fffffffff,4.0,0.0,0.0
83c2d6fffffffff,40.0,0.0,0.0
83c2d8fffffffff,42.0,0.0,0.0
83c2f2fffffffff,26.0,0.0,2.0
83c2f3fffffffff,118.0,0.0,1.0
