cell_id,Spatula cyanoptera,Spatula cyanoptera septentrionalium,Spatula cyanoptera [orinoma Group],Spatula cyanoptera cyanoptera
822aaffffffffff,19.0,0.0,0.0,0.0
822ab7fffffffff,26.0,0.0,0.0,0.0
822ad7fffffffff,1.0,0.0,0.0,0.0
822af7fffffffff,61.0,0.0,0.0,0.0
822b0ffffffffff,1.0,0.0,0.0,0.0
822b17fffffffff,7.0,0.0,0.0,0.0
822b97fffffffff,2.0,0.0,0.0,0.0
822b9ffffffffff,29.0,0.0,0.0,0.0
823917fffffffff,1.0,0.0,0.0,0.0
82391ffffffffff,1.0,0.0,0.0,0.0
82392ffffffffff,5.0,0.0,0.0,0.0
823967fffffffff,2.0,0.0,0.0,0.0
823977fffffffff,5.0,0.0,0.0,0.0
824417fffffffff,56.0,0.0,0.0,0.0
82441ffffffffff,185.0,0.0,0.0,0.0
824447fffffffff,196.0,0.0,0.0,0.0
82444ffffffffff,25.0,0.0,0.0,0.0
824457fffffffff,19.0,0.0,0.0,0.0
82445ffffffffff,4.0,0.0,0.0,0.0
824467fffffffff,8.0,0.0,0.0,0.0
82446ffffffffff,53.0,0.0,0.0,0.0
824477fffffffff,15.0,0.0,0.0,0.0
8244a7fffffffff,6.0,0.0,0.0,0.0
8244affffffffff,704.0,0.0,0.0,0.0
8244b7fffffffff,2.0,0.0,0.0,0.0
8244c7fffffffff,4.0,0.0,0.0,0.0
8244cffffffffff,5.0,0.0,0.0,0.0
8244d7fffffffff,32.0,0.0,0.0,0.0
8244e7fffffffff,27.0,0.0,0.0,0.0
8244f7fffffffff,7.0,0.0,0.0,0.0
824507fffffffff,2.0,0.0,0.0,0.0
82450ffffffffff,32.0,0.0,0.0,0.0
824527fffffffff,11.0,0.0,0.0,0.0
82452ffffffffff,61.0,0.0,0.0,0.0
824577fffffffff,7.0,0.0,0.0,0.0
82458ffffffffff,1.0,0.0,0.0,0.0
82459ffffffffff,1.0,0.0,0.0,0.0
8245a7fffffffff,3.0,0.0,0.0,0.0
824807fffffffff,3.0,0.0,0.0,0.0
82480ffffffffff,2.0,0.0,0.0,0.0
824817fffffffff,18.0,0.0,0.0,0.0
824827fffffffff,10.0,0.0,0.0,0.0
82482ffffffffff,82.0,0.0,0.0,0.0
824837fffffffff,6.0,0.0,0.0,0.0
824847fffffffff,11.0,0.0,0.0,0.0
82485ffffffffff,44.0,0.0,0.0,0.0
824887fffffffff,39.0,0.0,0.0,0.0
82488ffffffffff,40.0,0.0,0.0,0.0
824897fffffffff,195.0,0.0,0.0,0.0
82489ffffffffff,90.0,0.0,0.0,0.0
8248b7fffffffff,36.0,0.0,0.0,0.0
8248c7fffffffff,82.0,0.0,0.0,0.0
8248cffffffffff,87.0,0.0,0.0,0.0
8248d7fffffffff,67.0,0.0,0.0,0.0
8248dffffffffff,119.0,0.0,0.0,0.0
8248effffffffff,257.0,0.0,0.0,0.0
8248f7fffffffff,19.0,0.0,0.0,0.0
824987fffffffff,4.0,0.0,0.0,0.0
82498ffffffffff,7.0,0.0,0.0,0.0
824997fffffffff,24.0,0.0,0.0,0.0
82499ffffffffff,2.0,0.0,0.0,0.0
8249affffffffff,10.0,0.0,0.0,0.0
824cc7fffffffff,26.0,0.0,0.0,0.0
824ceffffffffff,5.0,0.0,0.0,0.0
825d17fffffffff,15.0,0.0,0.0,0.0
82662ffffffffff,2.0,0.0,0.0,0.0
8266a7fffffffff,14.0,0.0,0.0,0.0
8266b7fffffffff,31.0,0.0,0.0,0.0
8266c7fffffffff,78.0,0.0,0.0,0.0
8266d7fffffffff,20.0,0.0,0.0,0.0
8266f7fffffffff,66.0,0.0,0.0,0.0
826757fffffffff,12.0,0.0,0.0,0.0
826d07fffffffff,1.0,0.0,0.0,0.0
826d17fffffffff,2.0,0.0,0.0,0.0
826d2ffffffffff,12.0,0.0,0.0,0.0
826d37fffffffff,33.0,0.0,0.0,0.0
826d67fffffffff,3.0,0.0,0.0,0.0
826d6ffffffffff,86.0,0.0,0.0,0.0
826d77fffffffff,16.0,0.0,0.0,0.0
828177fffffffff,4.0,0.0,0.0,0.0
828e67fffffffff,17.0,0.0,0.0,0.0
828e77fffffffff,5.0,0.0,0.0,0.0
828f0ffffffffff,23.0,0.0,0.0,0.0
828f2ffffffffff,109.0,0.0,0.0,0.0
828f57fffffffff,55.0,0.0,0.0,0.0
828f5ffffffffff,2.0,0.0,0.0,0.0
828f77fffffffff,1.0,0.0,0.0,0.0
82a837fffffffff,3.0,0.0,0.0,0.0
82a92ffffffffff,6.0,0.0,0.0,0.0
82a94ffffffffff,1.0,0.0,0.0,0.0
82a967fffffffff,2.0,0.0,0.0,0.0
82a96ffffffffff,7.0,0.0,0.0,0.0
82b207fffffffff,11.0,0.0,0.0,0.0
82b21ffffffffff,9.0,0.0,0.0,0.0
82b24ffffffffff,38.0,0.0,0.0,0.0
82b25ffffffffff,12.0,0.0,0.0,0.0
82b267fffffffff,2.0,0.0,0.0,0.0
82b26ffffffffff,13.0,0.0,0.0,0.0
82b277fffffffff,2.0,0.0,0.0,0.0
82b2c7fffffffff,90.0,0.0,0.0,0.0
82b2dffffffffff,18.0,0.0,0.0,0.0
82b2e7fffffffff,8.0,0.0,0.0,0.0
82b2effffffffff,17.0,0.0,0.0,0.0
82b307fffffffff,69.0,0.0,0.0,0.0
82b30ffffffffff,3.0,0.0,0.0,0.0
82b31ffffffffff,1.0,0.0,0.0,0.0
82b337fffffffff,2.0,0.0,0.0,0.0
82b347fffffffff,8.0,0.0,0.0,0.0
82b357fffffffff,42.0,0.0,0.0,0.0
82b35ffffffffff,7.0,0.0,0.0,0.0
82b36ffffffffff,16.0,0.0,0.0,0.0
82c2c7fffffffff,13.0,0.0,0.0,0.0
82c2cffffffffff,45.0,0.0,0.0,0.0
82c2e7fffffffff,22.0,0.0,0.0,0.0
82c2effffffffff,23.0,0.0,0.0,0.0
82c2f7fffffffff,47.0,0.0,0.0,0.0
82c32ffffffffff,5.0,0.0,0.0,0.0
82c34ffffffffff,24.0,0.0,0.0,0.0
82c377fffffffff,3.0,0.0,0.0,0.0
82ce87fffffffff,1.0,0.0,0.0,0.0
82ce8ffffffffff,39.0,0.0,0.0,0.0
82ce97fffffffff,7.0,0.0,0.0,0.0
82ce9ffffffffff,3.0,0.0,0.0,0.0
82cf17fffffffff,1.0,0.0,0.0,0.0
82cf8ffffffffff,20.0,0.0,0.0,0.0
82cf97fffffffff,7.0,0.0,0.0,0.0
82cfaffffffffff,3.0,0.0,0.0,0.0
82de67fffffffff,2.0,0.0,0.0,0.0
82df47fffffffff,3.0,0.0,0.0,0.0
82df6ffffffffff,44.0,0.0,0.0,0.0
