cell_id,Poecile montanus,Poecile montanus [montanus Group],Poecile montanus [songarus Group]
8308c9fffffffff,60.0,15.0,0.0
8308cdfffffffff,58.0,9.0,0.0
8308cefffffffff,21.0,0.0,0.0
8308d1fffffffff,50.0,17.0,0.0
8308d2fffffffff,2.0,0.0,0.0
8308d3fffffffff,4.0,1.0,0.0
8308d4fffffffff,10.0,0.0,0.0
8308d5fffffffff,10.0,0.0,0.0
8308d8fffffffff,150.0,8.0,0.0
8308dafffffffff,2.0,1.0,0.0
8308dcfffffffff,5.0,0.0,0.0
8308ddfffffffff,13.0,4.0,0.0
8308defffffffff,4.0,0.0,0.0
8308e1fffffffff,3.0,0.0,0.0
8308e2fffffffff,1.0,0.0,0.0
8308e3fffffffff,5.0,0.0,0.0
8308e8fffffffff,6.0,0.0,0.0
8308e9fffffffff,5.0,0.0,0.0
8308eafffffffff,3.0,2.0,0.0
8308ecfffffffff,11.0,2.0,0.0
8308edfffffffff,26.0,0.0,0.0
8308eefffffffff,7.0,0.0,0.0
8308f0fffffffff,3.0,0.0,0.0
8308f2fffffffff,7.0,3.0,0.0
8308f3fffffffff,2.0,0.0,0.0
8308f6fffffffff,2.0,0.0,0.0
83094afffffffff,4.0,0.0,0.0
83094bfffffffff,15.0,0.0,0.0
830958fffffffff,8.0,0.0,0.0
830959fffffffff,7.0,0.0,0.0
83095bfffffffff,9.0,0.0,0.0
830980fffffffff,1.0,0.0,0.0
830981fffffffff,12.0,0.0,0.0
830982fffffffff,10.0,0.0,0.0
830983fffffffff,6.0,0.0,0.0
830988fffffffff,17.0,1.0,0.0
830989fffffffff,14.0,4.0,0.0
83098afffffffff,10.0,0.0,0.0
83098bfffffffff,8.0,0.0,0.0
83098cfffffffff,16.0,4.0,0.0
83098dfffffffff,8.0,0.0,0.0
83098efffffffff,7.0,0.0,0.0
830991fffffffff,41.0,0.0,0.0
830999fffffffff,100.0,51.0,0.0
83099bfffffffff,8.0,0.0,0.0
83099cfffffffff,5.0,0.0,0.0
83099dfffffffff,4.0,2.0,0.0
83099efffffffff,3.0,0.0,0.0
8309abfffffffff,4.0,0.0,0.0
830a33fffffffff,9.0,0.0,0.0
830a91fffffffff,3.0,3.0,0.0
830b9afffffffff,2.0,0.0,0.0
830bb0fffffffff,14.0,1.0,0.0
831012fffffffff,2.0,0.0,0.0
831016fffffffff,4.0,0.0,0.0
831023fffffffff,2.0,0.0,0.0
831026fffffffff,1.0,1.0,0.0
8310a2fffffffff,2.0,0.0,0.0
8310c0fffffffff,17.0,0.0,0.0
8310c2fffffffff,150.0,0.0,0.0
8310c3fffffffff,12.0,2.0,0.0
8310d1fffffffff,2.0,0.0,0.0
8310d2fffffffff,1.0,0.0,0.0
8310d3fffffffff,2.0,0.0,0.0
8310d4fffffffff,1.0,0.0,0.0
8310d5fffffffff,1.0,0.0,0.0
8310dcfffffffff,26.0,0.0,0.0
8310eefffffffff,52.0,0.0,0.0
8310f0fffffffff,6.0,2.0,0.0
8310f1fffffffff,2.0,0.0,0.0
8310f2fffffffff,4.0,0.0,0.0
8310f6fffffffff,1.0,0.0,0.0
831100fffffffff,3.0,0.0,0.0
831101fffffffff,1.0,0.0,0.0
831103fffffffff,10.0,0.0,0.0
831104fffffffff,9.0,0.0,0.0
831105fffffffff,9.0,0.0,0.0
831106fffffffff,104.0,0.0,0.0
831113fffffffff,4.0,0.0,0.0
831116fffffffff,19.0,0.0,0.0
831121fffffffff,2.0,2.0,0.0
831122fffffffff,2.0,2.0,0.0
831123fffffffff,22.0,10.0,0.0
831124fffffffff,8.0,0.0,0.0
831125fffffffff,5.0,0.0,0.0
831126fffffffff,28.0,8.0,0.0
831128fffffffff,9.0,1.0,0.0
83112afffffffff,8.0,4.0,0.0
83112dfffffffff,14.0,6.0,0.0
83112efffffffff,17.0,8.0,0.0
831130fffffffff,6.0,0.0,0.0
831134fffffffff,58.0,2.0,0.0
831135fffffffff,9.0,2.0,0.0
831136fffffffff,22.0,0.0,0.0
831160fffffffff,1.0,0.0,0.0
831165fffffffff,2.0,0.0,0.0
831166fffffffff,1.0,0.0,0.0
831170fffffffff,2.0,0.0,0.0
831181fffffffff,63.0,15.0,0.0
831185fffffffff,20.0,0.0,0.0
83118afffffffff,36.0,0.0,0.0
83118bfffffffff,2.0,0.0,0.0
83118cfffffffff,106.0,2.0,0.0
83118efffffffff,9.0,2.0,0.0
83119dfffffffff,2.0,2.0,0.0
83119efffffffff,9.0,9.0,0.0
8311a4fffffffff,1.0,0.0,0.0
8311a6fffffffff,6.0,0.0,0.0
8311a8fffffffff,1.0,0.0,0.0
8311aafffffffff,257.0,10.0,0.0
8311abfffffffff,56.0,32.0,0.0
8311acfffffffff,2.0,0.0,0.0
8311aefffffffff,188.0,58.0,0.0
8311b4fffffffff,2.0,0.0,0.0
831481fffffffff,1.0,0.0,0.0
83148cfffffffff,19.0,0.0,0.0
83149afffffffff,30.0,0.0,0.0
83149efffffffff,14.0,0.0,0.0
8314a8fffffffff,2.0,0.0,0.0
8314aefffffffff,22.0,0.0,0.0
8314d6fffffffff,4.0,0.0,0.0
83155dfffffffff,3.0,0.0,0.0
831588fffffffff,9.0,0.0,0.0
83158afffffffff,2.0,0.0,0.0
831598fffffffff,36.0,13.0,0.0
83159bfffffffff,1.0,1.0,0.0
831616fffffffff,41.0,1.0,0.0
831630fffffffff,2.0,0.0,0.0
831634fffffffff,6.0,0.0,0.0
831788fffffffff,10.0,0.0,0.0
83178bfffffffff,3.0,0.0,0.0
83182dfffffffff,2.0,2.0,0.0
83186dfffffffff,2.0,0.0,0.0
831874fffffffff,2.0,0.0,0.0
831909fffffffff,1.0,0.0,0.0
831940fffffffff,14.0,6.0,0.0
831942fffffffff,246.0,22.0,0.0
831943fffffffff,22.0,3.0,0.0
831946fffffffff,31.0,2.0,0.0
831948fffffffff,11.0,0.0,0.0
831949fffffffff,4.0,0.0,0.0
83194afffffffff,1.0,1.0,0.0
83194bfffffffff,1.0,0.0,0.0
83194dfffffffff,13.0,5.0,0.0
831951fffffffff,138.0,7.0,0.0
831954fffffffff,1.0,0.0,0.0
831955fffffffff,25.0,15.0,0.0
831958fffffffff,2.0,2.0,0.0
831959fffffffff,1.0,0.0,0.0
83195afffffffff,3.0,2.0,0.0
83195bfffffffff,3.0,0.0,0.0
83195cfffffffff,110.0,26.0,0.0
83195efffffffff,20.0,4.0,0.0
831969fffffffff,231.0,19.0,0.0
83196bfffffffff,13.0,0.0,0.0
83196dfffffffff,53.0,2.0,0.0
831973fffffffff,88.0,2.0,0.0
831e00fffffffff,4.0,0.0,0.0
831e01fffffffff,43.0,2.0,0.0
831e02fffffffff,2.0,0.0,0.0
831e03fffffffff,11.0,0.0,0.0
831e04fffffffff,27.0,2.0,0.0
831e05fffffffff,118.0,2.0,0.0
831e06fffffffff,35.0,3.0,0.0
831e08fffffffff,3.0,2.0,0.0
831e09fffffffff,6.0,0.0,0.0
831e0afffffffff,2.0,0.0,0.0
831e0bfffffffff,6.0,0.0,0.0
831e0cfffffffff,11.0,2.0,0.0
831e0dfffffffff,13.0,0.0,0.0
831e0efffffffff,22.0,2.0,0.0
831e10fffffffff,17.0,0.0,0.0
831e11fffffffff,3.0,0.0,0.0
831e12fffffffff,45.0,2.0,0.0
831e13fffffffff,2.0,0.0,0.0
831e14fffffffff,28.0,1.0,0.0
831e15fffffffff,36.0,3.0,0.0
831e16fffffffff,115.0,8.0,0.0
831e1bfffffffff,2.0,0.0,0.0
831e1dfffffffff,1.0,1.0,0.0
831e1efffffffff,7.0,0.0,0.0
831e20fffffffff,13.0,1.0,0.0
831e21fffffffff,10.0,0.0,0.0
831e22fffffffff,25.0,0.0,0.0
831e23fffffffff,26.0,0.0,0.0
831e24fffffffff,17.0,1.0,0.0
831e25fffffffff,10.0,0.0,0.0
831e26fffffffff,32.0,0.0,0.0
831e28fffffffff,3.0,0.0,0.0
831e29fffffffff,2.0,0.0,0.0
831e2afffffffff,95.0,0.0,0.0
831e2bfffffffff,41.0,0.0,0.0
831e2dfffffffff,1.0,0.0,0.0
831e2efffffffff,95.0,0.0,0.0
831e30fffffffff,76.0,0.0,0.0
831e31fffffffff,13.0,0.0,0.0
831e32fffffffff,167.0,5.0,0.0
831e33fffffffff,54.0,0.0,0.0
831e34fffffffff,78.0,0.0,0.0
831e35fffffffff,165.0,0.0,0.0
831e36fffffffff,52.0,0.0,0.0
831e42fffffffff,3.0,0.0,0.0
831e50fffffffff,3.0,0.0,0.0
831e52fffffffff,27.0,1.0,0.0
831e53fffffffff,2.0,0.0,0.0
831e54fffffffff,3.0,0.0,0.0
831e56fffffffff,1.0,0.0,0.0
831e60fffffffff,19.0,0.0,0.0
831e63fffffffff,7.0,2.0,0.0
831e64fffffffff,2.0,0.0,0.0
831e66fffffffff,6.0,0.0,0.0
831e6dfffffffff,8.0,0.0,0.0
831e6efffffffff,2.0,0.0,0.0
831e72fffffffff,1.0,0.0,0.0
831e74fffffffff,5.0,0.0,0.0
831e75fffffffff,2.0,0.0,0.0
831e76fffffffff,5.0,0.0,0.0
831ea1fffffffff,1.0,0.0,0.0
831ea4fffffffff,11.0,2.0,0.0
831ea8fffffffff,2.0,2.0,0.0
831ea9fffffffff,2.0,0.0,0.0
831eacfffffffff,21.0,2.0,0.0
831eadfffffffff,1.0,0.0,0.0
831eb5fffffffff,2.0,0.0,0.0
831ec0fffffffff,148.0,29.0,0.0
831ec1fffffffff,13.0,0.0,0.0
831ec2fffffffff,17.0,0.0,0.0
831ec3fffffffff,88.0,14.0,0.0
831ec4fffffffff,15.0,0.0,0.0
831ec5fffffffff,8.0,0.0,0.0
831ec6fffffffff,4.0,0.0,0.0
831ecefffffffff,3.0,0.0,0.0
831ed0fffffffff,3.0,0.0,0.0
831ed1fffffffff,3.0,0.0,0.0
831ed5fffffffff,2.0,0.0,0.0
831ee0fffffffff,1.0,0.0,0.0
831eeafffffffff,3.0,0.0,0.0
831eebfffffffff,3.0,3.0,0.0
831ef0fffffffff,13.0,7.0,0.0
831ef4fffffffff,9.0,5.0,0.0
831ef6fffffffff,7.0,5.0,0.0
831f01fffffffff,2.0,0.0,0.0
831f02fffffffff,15.0,0.0,0.0
831f03fffffffff,19.0,7.0,0.0
831f05fffffffff,25.0,8.0,0.0
831f06fffffffff,13.0,0.0,0.0
831f08fffffffff,1.0,0.0,0.0
831f09fffffffff,1.0,0.0,0.0
831f0afffffffff,1.0,0.0,0.0
831f0bfffffffff,5.0,0.0,0.0
831f0cfffffffff,1.0,0.0,0.0
831f0dfffffffff,10.0,0.0,0.0
831f0efffffffff,2.0,0.0,0.0
831f10fffffffff,6.0,1.0,0.0
831f11fffffffff,20.0,0.0,0.0
831f12fffffffff,33.0,1.0,0.0
831f13fffffffff,35.0,0.0,0.0
831f14fffffffff,4.0,2.0,0.0
831f15fffffffff,8.0,0.0,0.0
831f16fffffffff,16.0,0.0,0.0
831f18fffffffff,15.0,0.0,0.0
831f19fffffffff,10.0,0.0,0.0
831f1afffffffff,9.0,0.0,0.0
831f1bfffffffff,25.0,4.0,0.0
831f1cfffffffff,5.0,0.0,0.0
831f1dfffffffff,29.0,0.0,0.0
831f1efffffffff,5.0,4.0,0.0
831f21fffffffff,3.0,2.0,0.0
831f25fffffffff,7.0,0.0,0.0
831f2afffffffff,45.0,20.0,0.0
831f2cfffffffff,10.0,0.0,0.0
831f2efffffffff,8.0,1.0,0.0
831f31fffffffff,6.0,1.0,0.0
831f35fffffffff,4.0,2.0,0.0
831f40fffffffff,32.0,0.0,0.0
831f41fffffffff,6.0,0.0,0.0
831f42fffffffff,7.0,0.0,0.0
831f43fffffffff,8.0,0.0,0.0
831f44fffffffff,6.0,0.0,0.0
831f45fffffffff,4.0,0.0,0.0
831f46fffffffff,3.0,0.0,0.0
831f48fffffffff,1.0,0.0,0.0
831f4afffffffff,5.0,0.0,0.0
831f4cfffffffff,9.0,0.0,0.0
831f4efffffffff,125.0,0.0,0.0
831f51fffffffff,45.0,0.0,0.0
831f52fffffffff,9.0,0.0,0.0
831f53fffffffff,25.0,0.0,0.0
831f54fffffffff,1.0,0.0,0.0
831f55fffffffff,2.0,0.0,0.0
831f56fffffffff,6.0,0.0,0.0
831f58fffffffff,2.0,0.0,0.0
831f59fffffffff,10.0,0.0,0.0
831f5afffffffff,34.0,5.0,0.0
831f5cfffffffff,33.0,7.0,0.0
831f5dfffffffff,1.0,0.0,0.0
831f5efffffffff,50.0,13.0,0.0
831f60fffffffff,35.0,8.0,0.0
831f61fffffffff,34.0,0.0,0.0
831f63fffffffff,2.0,0.0,0.0
831f64fffffffff,15.0,4.0,0.0
831f65fffffffff,30.0,3.0,0.0
831f66fffffffff,6.0,0.0,0.0
831f68fffffffff,5.0,0.0,0.0
831f6afffffffff,3.0,0.0,0.0
831f6cfffffffff,6.0,0.0,0.0
831f6efffffffff,4.0,0.0,0.0
831f71fffffffff,32.0,0.0,0.0
831f72fffffffff,285.0,6.0,0.0
831f73fffffffff,9.0,0.0,0.0
831f75fffffffff,10.0,0.0,0.0
831f80fffffffff,25.0,0.0,0.0
831f81fffffffff,36.0,2.0,0.0
831f82fffffffff,70.0,0.0,0.0
831f83fffffffff,72.0,8.0,0.0
831f84fffffffff,6.0,0.0,0.0
831f85fffffffff,7.0,0.0,0.0
831f88fffffffff,163.0,26.0,0.0
831f89fffffffff,65.0,7.0,0.0
831f8afffffffff,122.0,17.0,0.0
831f8bfffffffff,73.0,7.0,0.0
831f8cfffffffff,11.0,1.0,0.0
831f8dfffffffff,111.0,34.0,0.0
831f8efffffffff,67.0,5.0,0.0
831f91fffffffff,42.0,25.0,0.0
831f93fffffffff,24.0,2.0,0.0
831f96fffffffff,4.0,0.0,0.0
831f98fffffffff,18.0,2.0,0.0
831f99fffffffff,3.0,0.0,0.0
831f9afffffffff,34.0,1.0,0.0
831f9cfffffffff,196.0,32.0,0.0
831f9dfffffffff,30.0,6.0,0.0
831f9efffffffff,145.0,12.0,0.0
831fa0fffffffff,39.0,2.0,0.0
831fa1fffffffff,9.0,2.0,0.0
831fa2fffffffff,12.0,0.0,0.0
831fa3fffffffff,33.0,2.0,0.0
831fa4fffffffff,54.0,2.0,0.0
831fa5fffffffff,44.0,0.0,0.0
831fa6fffffffff,18.0,4.0,0.0
831fa8fffffffff,24.0,0.0,0.0
831fa9fffffffff,40.0,0.0,0.0
831faafffffffff,17.0,0.0,0.0
831fabfffffffff,31.0,0.0,0.0
831facfffffffff,5.0,0.0,0.0
831fadfffffffff,48.0,0.0,0.0
831faefffffffff,45.0,0.0,0.0
831fb1fffffffff,17.0,2.0,0.0
831fb5fffffffff,1.0,0.0,0.0
832029fffffffff,1.0,0.0,0.0
832045fffffffff,1.0,0.0,0.0
832048fffffffff,4.0,2.0,0.0
83204afffffffff,9.0,4.0,0.0
83204bfffffffff,10.0,0.0,0.0
83204dfffffffff,12.0,12.0,0.0
832068fffffffff,7.0,3.0,0.0
83206afffffffff,6.0,6.0,0.0
83206bfffffffff,7.0,3.0,0.0
8320e2fffffffff,16.0,0.0,13.0
8320e6fffffffff,44.0,0.0,40.0
832125fffffffff,1.0,0.0,0.0
832406fffffffff,1.0,1.0,0.0
832423fffffffff,6.0,1.0,0.0
832425fffffffff,50.0,5.0,0.0
832426fffffffff,1.0,0.0,0.0
83242efffffffff,1.0,0.0,0.0
832460fffffffff,4.0,0.0,0.0
832466fffffffff,3.0,0.0,0.0
832489fffffffff,3.0,0.0,1.0
83248bfffffffff,21.0,0.0,14.0
83248cfffffffff,7.0,0.0,7.0
8324c0fffffffff,4.0,0.0,0.0
8324c6fffffffff,24.0,0.0,0.0
8324d2fffffffff,4.0,0.0,2.0
8324d5fffffffff,1.0,0.0,1.0
8324d6fffffffff,10.0,0.0,0.0
832503fffffffff,2.0,0.0,0.0
832514fffffffff,1.0,0.0,0.0
832519fffffffff,1.0,0.0,0.0
83251bfffffffff,2.0,1.0,0.0
832535fffffffff,3.0,0.0,0.0
832540fffffffff,25.0,0.0,0.0
832542fffffffff,2.0,0.0,0.0
832545fffffffff,2.0,0.0,0.0
832546fffffffff,80.0,2.0,0.0
832553fffffffff,2.0,0.0,0.0
832559fffffffff,14.0,0.0,0.0
83255afffffffff,126.0,2.0,0.0
83255bfffffffff,80.0,18.0,0.0
83256efffffffff,1.0,1.0,0.0
832571fffffffff,36.0,2.0,0.0
832573fffffffff,2.0,0.0,0.0
832e0afffffffff,2.0,0.0,0.0
832e12fffffffff,2.0,2.0,0.0
832e13fffffffff,8.0,0.0,0.0
832e18fffffffff,2.0,0.0,0.0
832e1afffffffff,7.0,2.0,0.0
832e1bfffffffff,23.0,0.0,0.0
832e1efffffffff,3.0,0.0,0.0
832e29fffffffff,2.0,2.0,0.0
832e2bfffffffff,2.0,0.0,0.0
832e44fffffffff,2.0,0.0,0.0
832e61fffffffff,10.0,0.0,0.0
832e65fffffffff,2.0,0.0,0.0
832e66fffffffff,1.0,0.0,0.0
832e68fffffffff,30.0,0.0,0.0
832e6cfffffffff,2.0,0.0,0.0
832e6dfffffffff,2.0,0.0,0.0
832e6efffffffff,2.0,0.0,0.0
832e74fffffffff,90.0,19.0,0.0
832e75fffffffff,388.0,129.0,0.0
832e88fffffffff,16.0,2.0,0.0
832e8cfffffffff,2.0,0.0,0.0
832ea9fffffffff,1.0,1.0,0.0
832eacfffffffff,68.0,23.0,0.0
832eadfffffffff,53.0,13.0,0.0
832ec1fffffffff,2.0,0.0,0.0
832ec2fffffffff,6.0,0.0,0.0
832ec9fffffffff,1.0,0.0,0.0
832ecbfffffffff,3.0,0.0,0.0
832edafffffffff,2.0,0.0,0.0
832edcfffffffff,2.0,0.0,0.0
832eebfffffffff,1.0,0.0,0.0
832ef6fffffffff,2.0,0.0,0.0
832f5bfffffffff,68.0,15.0,0.0
833000fffffffff,2.0,0.0,0.0
833021fffffffff,1.0,0.0,0.0
833032fffffffff,2.0,0.0,0.0
833113fffffffff,5.0,0.0,0.0
833146fffffffff,1.0,0.0,0.0
833150fffffffff,1.0,0.0,0.0
83316cfffffffff,26.0,9.0,0.0
83316efffffffff,8.0,1.0,0.0
833170fffffffff,1.0,0.0,0.0
833185fffffffff,552.0,0.0,261.0
833190fffffffff,6.0,0.0,2.0
833191fffffffff,2.0,0.0,0.0
833192fffffffff,18.0,0.0,10.0
833194fffffffff,2.0,0.0,0.0
833196fffffffff,4.0,0.0,0.0
8331a3fffffffff,8.0,0.0,2.0
8331a8fffffffff,80.0,0.0,22.0
8331aafffffffff,48.0,0.0,4.0
8331aefffffffff,19.0,0.0,12.0
83396cfffffffff,2.0,0.0,0.0
83396dfffffffff,17.0,0.0,0.0
834088fffffffff,2.0,0.0,2.0
834089fffffffff,5.0,0.0,5.0
83408efffffffff,1.0,0.0,0.0
8340cefffffffff,3.0,0.0,0.0
8340d3fffffffff,2.0,0.0,0.0
8340defffffffff,12.0,0.0,0.0
834b65fffffffff,1.0,1.0,0.0
834b66fffffffff,2.0,0.0,0.0
834b75fffffffff,7.0,0.0,0.0
