cell_id,Melanerpes formicivorus,Melanerpes formicivorus [formicivorus Group],Melanerpes formicivorus angustifrons
8428331ffffffff,218.0,0.0,0.0
8428333ffffffff,314.0,0.0,0.0
8428335ffffffff,447.0,0.0,0.0
8428337ffffffff,259.0,0.0,0.0
8428339ffffffff,1024.0,0.0,0.0
842833bffffffff,932.0,0.0,0.0
842833dffffffff,145.0,0.0,0.0
8428341ffffffff,8264.0,14.0,0.0
8428343ffffffff,2840.0,8.0,0.0
8428345ffffffff,6243.0,23.0,0.0
8428347ffffffff,7185.0,17.0,0.0
842834dffffffff,5335.0,0.0,0.0
8428361ffffffff,593.0,0.0,0.0
8428363ffffffff,57.0,0.0,0.0
8428365ffffffff,2262.0,0.0,0.0
8428367ffffffff,1465.0,0.0,0.0
8428369ffffffff,489.0,0.0,0.0
842836bffffffff,2222.0,6.0,0.0
842836dffffffff,297.0,0.0,0.0
8428adbffffffff,1.0,0.0,0.0
8428f01ffffffff,350.0,0.0,0.0
8428f03ffffffff,8.0,0.0,0.0
8428f09ffffffff,722.0,0.0,0.0
8428f0bffffffff,230.0,0.0,0.0
8428f1dffffffff,3.0,0.0,0.0
8428f29ffffffff,247.0,0.0,0.0
8428f2dffffffff,35.0,0.0,0.0
8428f41ffffffff,36.0,0.0,0.0
8428f43ffffffff,823.0,0.0,0.0
8428f45ffffffff,1.0,0.0,0.0
8428f49ffffffff,60.0,0.0,0.0
8428f4bffffffff,2338.0,0.0,0.0
8428f55ffffffff,766.0,0.0,0.0
8428f5dffffffff,1083.0,0.0,0.0
8428f61ffffffff,65.0,0.0,0.0
8428f63ffffffff,1.0,0.0,0.0
8428f67ffffffff,80.0,0.0,0.0
8429121ffffffff,700.0,0.0,0.0
8429123ffffffff,8.0,0.0,0.0
8429125ffffffff,431.0,0.0,0.0
8429127ffffffff,4593.0,0.0,0.0
8429135ffffffff,1273.0,0.0,0.0
8429137ffffffff,308.0,0.0,0.0
84291a5ffffffff,919.0,0.0,0.0
84291a7ffffffff,7014.0,0.0,0.0
842981bffffffff,1.0,0.0,0.0
8429851ffffffff,1.0,0.0,0.0
8429853ffffffff,8.0,0.0,0.0
8429857ffffffff,1.0,0.0,0.0
842985bffffffff,10.0,0.0,0.0
8429893ffffffff,19.0,0.0,0.0
8429899ffffffff,3.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0
84298c9ffffffff,3.0,0.0,0.0
84298cbffffffff,5.0,0.0,0.0
84298cdffffffff,2.0,0.0,0.0
84298d1ffffffff,5.0,0.0,0.0
84298d3ffffffff,24.0,0.0,0.0
84298d9ffffffff,365.0,0.0,0.0
84298dbffffffff,280.0,0.0,0.0
84298ddffffffff,30.0,0.0,0.0
842990bffffffff,36.0,0.0,0.0
8429941ffffffff,12.0,0.0,0.0
8429945ffffffff,4.0,0.0,0.0
8429947ffffffff,2.0,0.0,0.0
842994dffffffff,120.0,4.0,0.0
8429957ffffffff,2.0,0.0,0.0
842995dffffffff,2.0,0.0,0.0
8429a01ffffffff,1642.0,0.0,0.0
8429a03ffffffff,4070.0,0.0,0.0
8429a05ffffffff,830.0,0.0,0.0
8429a07ffffffff,996.0,0.0,0.0
8429a09ffffffff,4414.0,1.0,0.0
8429a0bffffffff,7886.0,0.0,0.0
8429a0dffffffff,1946.0,0.0,0.0
8429a11ffffffff,1690.0,0.0,0.0
8429a13ffffffff,560.0,0.0,0.0
8429a15ffffffff,39.0,0.0,0.0
8429a17ffffffff,20.0,0.0,0.0
8429a19ffffffff,3506.0,0.0,0.0
8429a1bffffffff,1511.0,0.0,0.0
8429a1dffffffff,15650.0,0.0,0.0
8429a33ffffffff,10.0,0.0,0.0
8429a3bffffffff,60.0,0.0,0.0
8429a41ffffffff,1993.0,0.0,0.0
8429a43ffffffff,3.0,0.0,0.0
8429a45ffffffff,4784.0,0.0,0.0
8429a47ffffffff,4018.0,0.0,0.0
8429a4dffffffff,127.0,0.0,0.0
8429a51ffffffff,375.0,0.0,0.0
8429a55ffffffff,377.0,0.0,0.0
8429a57ffffffff,218.0,0.0,0.0
8429a63ffffffff,71.0,0.0,0.0
8429a69ffffffff,1396.0,0.0,0.0
8429a6bffffffff,556.0,0.0,0.0
8429a81ffffffff,6.0,0.0,0.0
8429a83ffffffff,6.0,0.0,0.0
8429a85ffffffff,276.0,0.0,0.0
8429a87ffffffff,185.0,0.0,0.0
8429a8bffffffff,82.0,0.0,0.0
8429a8dffffffff,13.0,0.0,0.0
8429a91ffffffff,615.0,0.0,0.0
8429a93ffffffff,832.0,1.0,0.0
8429a95ffffffff,5.0,0.0,0.0
8429a97ffffffff,22.0,0.0,0.0
8429a99ffffffff,338.0,0.0,0.0
8429a9bffffffff,3676.0,0.0,0.0
8429a9dffffffff,98.0,0.0,0.0
8429aa1ffffffff,283.0,0.0,0.0
8429aa5ffffffff,4.0,0.0,0.0
8429aa7ffffffff,26.0,0.0,0.0
8429aa9ffffffff,751.0,0.0,0.0
8429aabffffffff,284.0,0.0,0.0
8429aadffffffff,8.0,0.0,0.0
8429ab1ffffffff,719.0,0.0,0.0
8429ab3ffffffff,517.0,0.0,0.0
8429ab5ffffffff,29.0,0.0,0.0
8429ab7ffffffff,924.0,0.0,0.0
8429ab9ffffffff,1103.0,0.0,0.0
8429abbffffffff,62.0,0.0,0.0
8429abdffffffff,564.0,0.0,0.0
8429ac1ffffffff,81.0,0.0,0.0
8429ac3ffffffff,35.0,0.0,0.0
8429ac5ffffffff,14.0,0.0,0.0
8429ac9ffffffff,7610.0,0.0,0.0
8429acbffffffff,481.0,0.0,0.0
8429acdffffffff,933.0,0.0,0.0
8429ad1ffffffff,3120.0,0.0,0.0
8429ad3ffffffff,334.0,0.0,0.0
8429ad5ffffffff,274.0,0.0,0.0
8429ad7ffffffff,340.0,0.0,0.0
8429ad9ffffffff,31.0,0.0,0.0
8429addffffffff,1698.0,0.0,0.0
8429ae1ffffffff,785.0,0.0,0.0
8429ae3ffffffff,373.0,0.0,0.0
8429ae5ffffffff,61.0,0.0,0.0
8429ae7ffffffff,88.0,0.0,0.0
8429ae9ffffffff,485.0,0.0,0.0
8429aebffffffff,436.0,0.0,0.0
8429aedffffffff,94.0,0.0,0.0
8429b03ffffffff,322.0,0.0,0.0
8429b05ffffffff,1.0,0.0,0.0
8429b21ffffffff,54.0,6.0,0.0
8429b25ffffffff,759.0,14.0,0.0
8429b29ffffffff,892.0,25.0,0.0
8429b2bffffffff,16.0,11.0,0.0
8429b2dffffffff,519.0,9.0,0.0
8429b61ffffffff,28.0,16.0,0.0
8429b63ffffffff,54.0,0.0,0.0
8429b65ffffffff,1.0,0.0,0.0
8429b67ffffffff,1084.0,56.0,0.0
8429b69ffffffff,47.0,1.0,0.0
8429b6bffffffff,8.0,0.0,0.0
8429b6dffffffff,72.0,4.0,0.0
8445053ffffffff,1.0,0.0,0.0
8445059ffffffff,33.0,0.0,0.0
844505bffffffff,279.0,7.0,0.0
8445201ffffffff,10.0,0.0,0.0
8445205ffffffff,20.0,0.0,0.0
8445209ffffffff,99.0,0.0,0.0
844520dffffffff,104.0,0.0,0.0
8445229ffffffff,6.0,0.0,0.0
844522dffffffff,8.0,0.0,0.0
8445231ffffffff,12.0,0.0,0.0
8445233ffffffff,67.0,0.0,0.0
844523bffffffff,114.0,0.0,0.0
8445241ffffffff,99.0,0.0,0.0
8445243ffffffff,513.0,0.0,0.0
8445245ffffffff,307.0,0.0,0.0
8445247ffffffff,846.0,0.0,0.0
8445249ffffffff,2.0,0.0,0.0
844524bffffffff,175.0,0.0,0.0
8445251ffffffff,25.0,0.0,0.0
8445253ffffffff,34.0,27.0,0.0
8445255ffffffff,74.0,0.0,0.0
8445257ffffffff,20.0,0.0,0.0
844525bffffffff,56.0,6.0,0.0
844525dffffffff,28.0,0.0,0.0
8445261ffffffff,111.0,0.0,0.0
8445263ffffffff,78.0,0.0,0.0
8445265ffffffff,2.0,0.0,0.0
8445267ffffffff,18.0,0.0,0.0
8445269ffffffff,65.0,0.0,0.0
844526bffffffff,79.0,0.0,0.0
844526dffffffff,93.0,0.0,0.0
84452a9ffffffff,2.0,0.0,0.0
84452adffffffff,1553.0,74.0,0.0
84452e1ffffffff,2630.0,94.0,0.0
84452e5ffffffff,487.0,89.0,0.0
84452e7ffffffff,82.0,0.0,0.0
84452e9ffffffff,29.0,0.0,0.0
84452edffffffff,344.0,8.0,0.0
8445309ffffffff,60.0,0.0,0.0
844532bffffffff,3.0,0.0,0.0
8445343ffffffff,25.0,0.0,0.0
8445347ffffffff,3.0,0.0,0.0
8445349ffffffff,5.0,0.0,0.0
844534bffffffff,6.0,0.0,0.0
8445351ffffffff,162.0,0.0,0.0
8445353ffffffff,68.0,0.0,0.0
8445355ffffffff,64.0,0.0,0.0
8445357ffffffff,4.0,0.0,0.0
8445359ffffffff,22.0,0.0,0.0
844535bffffffff,10.0,0.0,0.0
844535dffffffff,11.0,0.0,0.0
8445365ffffffff,108.0,0.0,0.0
8445367ffffffff,9.0,0.0,0.0
844802bffffffff,2.0,0.0,0.0
8448035ffffffff,3.0,0.0,0.0
844805bffffffff,295.0,0.0,184.0
84480adffffffff,148.0,1.0,0.0
8448101ffffffff,3.0,0.0,0.0
8448109ffffffff,4.0,0.0,0.0
844811bffffffff,2.0,0.0,0.0
8448141ffffffff,16.0,0.0,0.0
8448143ffffffff,70.0,0.0,0.0
8448147ffffffff,129.0,0.0,0.0
844814bffffffff,56.0,0.0,0.0
844815dffffffff,2.0,0.0,0.0
8448169ffffffff,2.0,0.0,0.0
844818bffffffff,3.0,0.0,0.0
844818dffffffff,2.0,0.0,0.0
8448191ffffffff,4.0,0.0,0.0
8448193ffffffff,14.0,8.0,0.0
8448195ffffffff,5.0,0.0,0.0
8448197ffffffff,10.0,2.0,0.0
8448199ffffffff,5.0,0.0,0.0
844819bffffffff,1.0,0.0,0.0
844819dffffffff,57.0,3.0,0.0
84481b1ffffffff,1.0,0.0,0.0
84481b3ffffffff,1.0,0.0,0.0
84481b5ffffffff,2.0,0.0,0.0
84481b7ffffffff,14.0,0.0,0.0
84481c1ffffffff,9.0,0.0,0.0
84481c7ffffffff,2.0,0.0,0.0
84481d5ffffffff,4.0,4.0,0.0
84481d7ffffffff,43.0,1.0,0.0
84481dbffffffff,3.0,0.0,0.0
84481ebffffffff,2.0,0.0,0.0
84481edffffffff,6.0,0.0,0.0
8448233ffffffff,2.0,0.0,0.0
84482e5ffffffff,429.0,0.0,277.0
8448321ffffffff,6.0,0.0,0.0
8448325ffffffff,32.0,0.0,0.0
8448337ffffffff,406.0,0.0,0.0
8448361ffffffff,658.0,34.0,0.0
8448363ffffffff,2.0,0.0,0.0
8448365ffffffff,96.0,0.0,0.0
8448367ffffffff,7.0,0.0,0.0
8448369ffffffff,1.0,0.0,0.0
844836dffffffff,346.0,2.0,0.0
84484a5ffffffff,450.0,0.0,0.0
84484a7ffffffff,103.0,4.0,0.0
8448591ffffffff,13.0,2.0,0.0
8448593ffffffff,852.0,0.0,0.0
8448597ffffffff,2.0,0.0,0.0
8448599ffffffff,65.0,0.0,0.0
844859bffffffff,64.0,0.0,0.0
844859dffffffff,117.0,0.0,0.0
84485c3ffffffff,5.0,0.0,0.0
84485d3ffffffff,25.0,0.0,0.0
84485d5ffffffff,16.0,0.0,0.0
84485ddffffffff,61.0,0.0,0.0
84488d3ffffffff,35.0,0.0,0.0
84488d7ffffffff,2.0,0.0,0.0
84488d9ffffffff,27.0,0.0,0.0
8448a05ffffffff,10.0,0.0,0.0
8448a07ffffffff,2.0,0.0,0.0
8448a21ffffffff,746.0,0.0,0.0
8448a23ffffffff,2.0,0.0,0.0
8448a27ffffffff,6.0,0.0,0.0
8448a29ffffffff,358.0,0.0,0.0
8448a2bffffffff,138.0,0.0,0.0
8448a2dffffffff,104.0,0.0,0.0
8448a39ffffffff,2.0,0.0,0.0
8448a65ffffffff,10.0,0.0,0.0
8448a67ffffffff,84.0,0.0,0.0
8448a6dffffffff,14.0,0.0,0.0
8448ab3ffffffff,54.0,0.0,0.0
8448ab7ffffffff,2707.0,0.0,0.0
8448b1bffffffff,3.0,0.0,0.0
8448b4dffffffff,1.0,0.0,0.0
8448b5bffffffff,9.0,0.0,0.0
8448c01ffffffff,10.0,0.0,0.0
8448c03ffffffff,472.0,0.0,0.0
8448c05ffffffff,3.0,0.0,0.0
8448c07ffffffff,203.0,0.0,0.0
8448c0bffffffff,268.0,0.0,0.0
8448c11ffffffff,654.0,0.0,0.0
8448c13ffffffff,68.0,13.0,0.0
8448c15ffffffff,60.0,0.0,0.0
8448c17ffffffff,46.0,0.0,0.0
8448c19ffffffff,77.0,1.0,0.0
8448c1bffffffff,65.0,14.0,0.0
8448c1dffffffff,138.0,0.0,0.0
8448c25ffffffff,115.0,0.0,0.0
8448c2bffffffff,1.0,0.0,0.0
8448c2dffffffff,2.0,0.0,0.0
8448c31ffffffff,44.0,0.0,0.0
8448c33ffffffff,3.0,0.0,0.0
8448c35ffffffff,594.0,0.0,0.0
8448c39ffffffff,5.0,0.0,0.0
8448c3bffffffff,4.0,0.0,0.0
8448c3dffffffff,5.0,0.0,0.0
8448c4bffffffff,3.0,0.0,0.0
8448c51ffffffff,7.0,0.0,0.0
8448c55ffffffff,2.0,0.0,0.0
8448c57ffffffff,13.0,0.0,0.0
8448c59ffffffff,20897.0,1649.0,0.0
8448c5bffffffff,2623.0,238.0,0.0
8448c61ffffffff,139.0,0.0,0.0
8448c63ffffffff,10.0,0.0,0.0
8448c67ffffffff,36.0,0.0,0.0
8448c69ffffffff,8.0,0.0,0.0
8448c6dffffffff,4.0,0.0,0.0
8448c81ffffffff,2.0,0.0,0.0
8448c99ffffffff,818.0,19.0,0.0
8448c9bffffffff,1.0,0.0,0.0
8448ca9ffffffff,24.0,0.0,0.0
8448cabffffffff,2.0,0.0,0.0
8448cadffffffff,4.0,0.0,0.0
8448cc1ffffffff,328.0,48.0,0.0
8448cc3ffffffff,116.0,10.0,0.0
8448cc5ffffffff,40.0,5.0,0.0
8448cc7ffffffff,135.0,7.0,0.0
8448cc9ffffffff,2.0,2.0,0.0
8448ccbffffffff,57.0,11.0,0.0
8448ccdffffffff,12.0,0.0,0.0
8448cd1ffffffff,239.0,43.0,0.0
8448cd3ffffffff,1544.0,40.0,0.0
8448cd5ffffffff,7.0,0.0,0.0
8448cd7ffffffff,17.0,3.0,0.0
8448cd9ffffffff,492.0,127.0,0.0
8448cdbffffffff,148.0,32.0,0.0
8448cddffffffff,172.0,14.0,0.0
8448ce9ffffffff,4.0,0.0,0.0
8448cebffffffff,2.0,2.0,0.0
8448cedffffffff,4.0,0.0,0.0
8448d19ffffffff,7.0,0.0,0.0
8448d1bffffffff,47.0,0.0,0.0
8448d43ffffffff,5.0,0.0,0.0
8448d4bffffffff,531.0,0.0,0.0
8448d53ffffffff,28.0,0.0,0.0
8448d5dffffffff,140.0,0.0,0.0
8448d83ffffffff,4747.0,0.0,0.0
8448d85ffffffff,1.0,0.0,0.0
8448d87ffffffff,246.0,0.0,0.0
8448d89ffffffff,2.0,0.0,0.0
8448d8bffffffff,1.0,0.0,0.0
8448d95ffffffff,5.0,0.0,0.0
8448da3ffffffff,2.0,0.0,0.0
8448dc1ffffffff,2.0,0.0,0.0
8448dc3ffffffff,8.0,0.0,0.0
8448dc7ffffffff,4.0,0.0,0.0
8448dd3ffffffff,2.0,0.0,0.0
8448ddbffffffff,62.0,0.0,0.0
8448e01ffffffff,9.0,0.0,0.0
8448e07ffffffff,7.0,0.0,0.0
8448e11ffffffff,1.0,1.0,0.0
8448e13ffffffff,10.0,0.0,0.0
8448e15ffffffff,6.0,0.0,0.0
8448e17ffffffff,4.0,0.0,0.0
8448e19ffffffff,3.0,0.0,0.0
8448e1bffffffff,1.0,1.0,0.0
8448e21ffffffff,2.0,0.0,0.0
8448e23ffffffff,1.0,0.0,0.0
8448e29ffffffff,2.0,2.0,0.0
8448e2bffffffff,14.0,2.0,0.0
8448e2dffffffff,10.0,0.0,0.0
8448e33ffffffff,90.0,9.0,0.0
8448e37ffffffff,389.0,0.0,0.0
8448e3dffffffff,13.0,0.0,0.0
8448e41ffffffff,2.0,0.0,0.0
8448e43ffffffff,8.0,0.0,0.0
8448e45ffffffff,10.0,0.0,0.0
8448e49ffffffff,21.0,1.0,0.0
8448e4dffffffff,208.0,28.0,0.0
8448e53ffffffff,1.0,0.0,0.0
8448e57ffffffff,1.0,0.0,0.0
8448e61ffffffff,45.0,2.0,0.0
8448e63ffffffff,45.0,2.0,0.0
8448e67ffffffff,11.0,2.0,0.0
8448e69ffffffff,6.0,0.0,0.0
8448e6bffffffff,6.0,0.0,0.0
8448e6dffffffff,7.0,0.0,0.0
8448e83ffffffff,19.0,0.0,0.0
8448e85ffffffff,9313.0,0.0,0.0
8448e87ffffffff,1.0,0.0,0.0
8448e89ffffffff,32.0,0.0,0.0
8448e8dffffffff,24044.0,0.0,0.0
8448e93ffffffff,2.0,2.0,0.0
8448e95ffffffff,2.0,0.0,0.0
8448e97ffffffff,4.0,2.0,0.0
8448ea1ffffffff,34.0,9.0,0.0
8448ea3ffffffff,2.0,0.0,0.0
8448ea7ffffffff,16.0,7.0,0.0
8448ea9ffffffff,38.0,1.0,0.0
8448eabffffffff,223.0,0.0,0.0
8448eadffffffff,224.0,84.0,0.0
8448eb1ffffffff,46.0,1.0,0.0
8448eb3ffffffff,213.0,23.0,0.0
8448eb5ffffffff,609.0,29.0,0.0
8448eb7ffffffff,130.0,46.0,0.0
8448eb9ffffffff,2.0,0.0,0.0
8448ebbffffffff,135.0,4.0,0.0
8448ec1ffffffff,3.0,0.0,0.0
8448ec5ffffffff,17.0,0.0,0.0
8448ec7ffffffff,2585.0,0.0,0.0
8448ee1ffffffff,1662.0,51.0,0.0
8448ee3ffffffff,753.0,5.0,0.0
8448ee5ffffffff,51.0,2.0,0.0
8448ee7ffffffff,181.0,12.0,0.0
8448ee9ffffffff,16164.0,1013.0,0.0
8448eebffffffff,5189.0,39.0,0.0
8448eedffffffff,28.0,4.0,0.0
8448f21ffffffff,3867.0,0.0,0.0
8448f25ffffffff,2177.0,0.0,0.0
8448f27ffffffff,1.0,0.0,0.0
8448f2dffffffff,205.0,0.0,0.0
8448f51ffffffff,8.0,0.0,0.0
8448f59ffffffff,9.0,2.0,0.0
8449801ffffffff,220.0,0.0,0.0
8449805ffffffff,10.0,0.0,0.0
8449807ffffffff,5.0,0.0,0.0
8449809ffffffff,117.0,0.0,0.0
844980bffffffff,57.0,0.0,0.0
844980dffffffff,6.0,0.0,0.0
8449813ffffffff,5.0,0.0,0.0
8449815ffffffff,3.0,0.0,0.0
8449825ffffffff,6.0,0.0,0.0
8449827ffffffff,6.0,0.0,0.0
8449829ffffffff,2.0,0.0,0.0
844982bffffffff,25.0,0.0,0.0
844982dffffffff,72.0,2.0,0.0
8449831ffffffff,2.0,0.0,0.0
8449833ffffffff,22.0,0.0,0.0
8449835ffffffff,27.0,0.0,0.0
8449837ffffffff,4.0,0.0,0.0
844983bffffffff,44.0,0.0,0.0
844983dffffffff,28.0,0.0,0.0
8449851ffffffff,6.0,0.0,0.0
8449853ffffffff,6.0,0.0,0.0
8449855ffffffff,37.0,0.0,0.0
8449857ffffffff,12.0,0.0,0.0
8449861ffffffff,214.0,43.0,0.0
8449863ffffffff,9.0,0.0,0.0
8449865ffffffff,99.0,2.0,0.0
8449867ffffffff,15.0,6.0,0.0
8449869ffffffff,4.0,1.0,0.0
844986bffffffff,4.0,2.0,0.0
844986dffffffff,26.0,0.0,0.0
8449881ffffffff,16.0,0.0,0.0
844988dffffffff,132.0,0.0,0.0
8449893ffffffff,20.0,0.0,0.0
84498c1ffffffff,4.0,0.0,0.0
84498c5ffffffff,2.0,0.0,0.0
84498c7ffffffff,32.0,0.0,0.0
84498c9ffffffff,32.0,0.0,0.0
84498cdffffffff,1.0,0.0,0.0
84498d7ffffffff,1.0,0.0,0.0
84498d9ffffffff,1.0,0.0,0.0
84498dbffffffff,12.0,0.0,0.0
84498e3ffffffff,2.0,0.0,0.0
84498edffffffff,8.0,0.0,0.0
8449901ffffffff,20.0,0.0,0.0
8449903ffffffff,9.0,0.0,0.0
8449905ffffffff,4.0,2.0,0.0
8449909ffffffff,7.0,0.0,0.0
844990bffffffff,32.0,0.0,0.0
844990dffffffff,25.0,4.0,0.0
8449911ffffffff,32.0,0.0,0.0
8449913ffffffff,13.0,0.0,0.0
8449917ffffffff,21.0,0.0,0.0
8449919ffffffff,15.0,0.0,0.0
844991bffffffff,3.0,0.0,0.0
844991dffffffff,61.0,11.0,0.0
844993bffffffff,2.0,2.0,0.0
8449941ffffffff,2.0,0.0,0.0
8449943ffffffff,39.0,0.0,0.0
8449945ffffffff,1.0,0.0,0.0
8449947ffffffff,6.0,0.0,0.0
844994bffffffff,72.0,0.0,0.0
8449951ffffffff,31.0,4.0,0.0
8449953ffffffff,12.0,0.0,0.0
8449955ffffffff,10.0,0.0,0.0
8449957ffffffff,26.0,0.0,0.0
8449959ffffffff,1246.0,70.0,0.0
844995bffffffff,111.0,24.0,0.0
844995dffffffff,126.0,4.0,0.0
8449961ffffffff,359.0,26.0,0.0
8449963ffffffff,2127.0,1035.0,0.0
8449965ffffffff,4.0,0.0,0.0
8449969ffffffff,51.0,0.0,0.0
844996bffffffff,136.0,3.0,0.0
8449981ffffffff,40.0,0.0,0.0
8449983ffffffff,3.0,0.0,0.0
8449985ffffffff,2.0,0.0,0.0
8449987ffffffff,83.0,0.0,0.0
84499b1ffffffff,8.0,0.0,0.0
84499b3ffffffff,1.0,0.0,0.0
84499bbffffffff,22.0,0.0,0.0
84499bdffffffff,2.0,0.0,0.0
84499c1ffffffff,24.0,0.0,0.0
84499c5ffffffff,14.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0
84499c9ffffffff,25.0,0.0,0.0
84499cbffffffff,5.0,0.0,0.0
84499cdffffffff,37.0,0.0,0.0
84499d1ffffffff,46.0,0.0,0.0
84499d5ffffffff,3.0,0.0,0.0
84499d9ffffffff,6.0,0.0,0.0
84499dbffffffff,10.0,0.0,0.0
84499ddffffffff,5.0,0.0,0.0
84499e7ffffffff,2.0,0.0,0.0
84499ebffffffff,1.0,0.0,0.0
8449a27ffffffff,2.0,0.0,0.0
8449a81ffffffff,21.0,2.0,0.0
8449a83ffffffff,28.0,0.0,0.0
8449a85ffffffff,397.0,15.0,0.0
8449a87ffffffff,5.0,0.0,0.0
8449a8dffffffff,3.0,0.0,0.0
8449a91ffffffff,161.0,18.0,0.0
8449a93ffffffff,196.0,6.0,0.0
8449a95ffffffff,15.0,0.0,0.0
8449a97ffffffff,22.0,1.0,0.0
8449aa1ffffffff,86.0,6.0,0.0
8449aa3ffffffff,65.0,13.0,0.0
8449aa7ffffffff,1.0,0.0,0.0
8449aa9ffffffff,39.0,4.0,0.0
8449aabffffffff,81.0,0.0,0.0
8449ab1ffffffff,98.0,5.0,0.0
8449ab3ffffffff,9.0,0.0,0.0
8449ab5ffffffff,221.0,3.0,0.0
8449ab9ffffffff,3.0,0.0,0.0
8449abbffffffff,35.0,0.0,0.0
8449abdffffffff,1.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0
8449b0bffffffff,4.0,0.0,0.0
8449b19ffffffff,25.0,0.0,0.0
8449b1dffffffff,24.0,0.0,0.0
8449b21ffffffff,2.0,0.0,0.0
8449b25ffffffff,2.0,0.0,0.0
8449b29ffffffff,1.0,1.0,0.0
8449b2dffffffff,382.0,2.0,0.0
8449b33ffffffff,283.0,0.0,0.0
8449b37ffffffff,84.0,12.0,0.0
8449b53ffffffff,16.0,0.0,0.0
8449b57ffffffff,40.0,0.0,0.0
8449b65ffffffff,2.0,0.0,0.0
8449b67ffffffff,15.0,0.0,0.0
8466081ffffffff,1.0,0.0,0.0
8466083ffffffff,35.0,0.0,0.0
8466087ffffffff,3.0,0.0,0.0
8466089ffffffff,28.0,0.0,0.0
846608bffffffff,26.0,0.0,0.0
