cell_id,Troglodytes pacificus,Troglodytes pacificus [alascensis Group],Troglodytes pacificus [pacificus Group]
8312b6fffffffff,62.0,0.0,0.0
8312c0fffffffff,215.0,0.0,0.0
8312c1fffffffff,239.0,0.0,0.0
8312c2fffffffff,200.0,0.0,0.0
8312c3fffffffff,66.0,0.0,0.0
8312c4fffffffff,10.0,0.0,0.0
8312c5fffffffff,3.0,0.0,0.0
8312c8fffffffff,26.0,0.0,0.0
8312cafffffffff,361.0,0.0,0.0
8312cbfffffffff,904.0,0.0,0.0
8312ccfffffffff,183.0,0.0,0.0
8312cefffffffff,62.0,0.0,0.0
8312d0fffffffff,26.0,0.0,0.0
8312d1fffffffff,444.0,0.0,0.0
8312d2fffffffff,158.0,0.0,0.0
8312d3fffffffff,134.0,0.0,0.0
8312d4fffffffff,16.0,0.0,0.0
8312d5fffffffff,32.0,0.0,0.0
8312d6fffffffff,42.0,0.0,0.0
8312d8fffffffff,565.0,0.0,0.0
8312d9fffffffff,425.0,0.0,0.0
8312dafffffffff,68.0,0.0,0.0
8312dbfffffffff,264.0,0.0,0.0
8312dcfffffffff,696.0,0.0,0.0
8312ddfffffffff,382.0,0.0,0.0
8312defffffffff,146.0,0.0,0.0
8312e1fffffffff,2.0,0.0,0.0
8312e2fffffffff,9.0,0.0,0.0
8312eafffffffff,14.0,0.0,0.0
8312f0fffffffff,10.0,0.0,0.0
8312f1fffffffff,102.0,0.0,0.0
8312f2fffffffff,39.0,0.0,0.0
8312f3fffffffff,21.0,0.0,0.0
8312f4fffffffff,2.0,0.0,0.0
8312f6fffffffff,244.0,0.0,0.0
831390fffffffff,3.0,0.0,0.0
831391fffffffff,84.0,0.0,0.0
831393fffffffff,248.0,0.0,0.0
831395fffffffff,1.0,0.0,0.0
831396fffffffff,8.0,0.0,0.0
831398fffffffff,7.0,0.0,0.0
83139afffffffff,7.0,0.0,0.0
83139bfffffffff,14.0,0.0,0.0
83139cfffffffff,1.0,0.0,0.0
83139efffffffff,1443.0,0.0,0.0
831650fffffffff,106.0,86.0,0.0
831653fffffffff,31.0,27.0,0.0
831658fffffffff,33.0,23.0,0.0
83165efffffffff,172.0,72.0,0.0
831d20fffffffff,10.0,0.0,0.0
831d24fffffffff,206.0,0.0,0.0
831d25fffffffff,2.0,0.0,0.0
83225afffffffff,369.0,141.0,0.0
8322c0fffffffff,3.0,0.0,0.0
8322d0fffffffff,154.0,73.0,0.0
8322d6fffffffff,4.0,0.0,0.0
8322dbfffffffff,1937.0,1083.0,0.0
8322e9fffffffff,48.0,7.0,0.0
832690fffffffff,20.0,0.0,0.0
832692fffffffff,2.0,0.0,0.0
832696fffffffff,227.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0
83278bfffffffff,22.0,0.0,1.0
832790fffffffff,6.0,0.0,0.0
832792fffffffff,5.0,0.0,0.0
832793fffffffff,1.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0
8327b2fffffffff,6.0,0.0,0.0
832800fffffffff,154.0,0.0,0.0
832802fffffffff,3775.0,0.0,0.0
832803fffffffff,605.0,0.0,0.0
832806fffffffff,861.0,0.0,0.0
832810fffffffff,36.0,0.0,0.0
832811fffffffff,212.0,0.0,0.0
832812fffffffff,12.0,0.0,0.0
832813fffffffff,42.0,0.0,0.0
832814fffffffff,412.0,0.0,21.0
832815fffffffff,19.0,0.0,0.0
832816fffffffff,1.0,0.0,0.0
832818fffffffff,665.0,0.0,33.0
832819fffffffff,464.0,0.0,18.0
83281afffffffff,809.0,0.0,0.0
83281bfffffffff,3430.0,0.0,3.0
83281cfffffffff,2269.0,0.0,143.0
83281dfffffffff,300.0,0.0,3.0
83281efffffffff,622.0,0.0,0.0
832830fffffffff,10749.0,0.0,450.0
832831fffffffff,1120.0,0.0,63.0
832832fffffffff,562.0,0.0,17.0
832833fffffffff,65.0,0.0,2.0
832834fffffffff,5387.0,0.0,478.0
832835fffffffff,441.0,0.0,25.0
832836fffffffff,4.0,0.0,0.0
832880fffffffff,71.0,0.0,0.0
832881fffffffff,329.0,0.0,0.0
832882fffffffff,4.0,0.0,0.0
832883fffffffff,76.0,0.0,0.0
832884fffffffff,371.0,0.0,0.0
832885fffffffff,68.0,0.0,0.0
832886fffffffff,38.0,0.0,0.0
832888fffffffff,219.0,0.0,0.0
832889fffffffff,220.0,0.0,0.0
83288afffffffff,173.0,0.0,0.0
83288bfffffffff,22.0,0.0,0.0
83288cfffffffff,119.0,0.0,0.0
83288dfffffffff,34.0,0.0,0.0
83288efffffffff,267.0,0.0,0.0
832890fffffffff,2.0,0.0,0.0
832891fffffffff,8.0,0.0,0.0
832892fffffffff,27.0,0.0,0.0
832893fffffffff,6.0,0.0,0.0
832894fffffffff,6.0,0.0,0.0
832898fffffffff,325.0,0.0,1.0
832899fffffffff,180.0,0.0,0.0
83289afffffffff,94.0,0.0,0.0
83289bfffffffff,97.0,0.0,0.0
83289cfffffffff,80.0,0.0,0.0
83289dfffffffff,100.0,0.0,0.0
83289efffffffff,71.0,0.0,0.0
8328a1fffffffff,13.0,0.0,0.0
8328a2fffffffff,2.0,0.0,0.0
8328a8fffffffff,5.0,0.0,0.0
8328a9fffffffff,482.0,0.0,0.0
8328aafffffffff,50.0,0.0,0.0
8328abfffffffff,55.0,0.0,0.0
8328acfffffffff,4.0,0.0,0.0
8328adfffffffff,2.0,0.0,0.0
8328aefffffffff,130.0,0.0,0.0
8328b0fffffffff,3.0,0.0,0.0
8328b1fffffffff,40.0,0.0,0.0
8328b2fffffffff,4.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0
8328b4fffffffff,1.0,0.0,0.0
8328b5fffffffff,7.0,0.0,0.0
8328b6fffffffff,36.0,0.0,0.0
8328c2fffffffff,3207.0,0.0,0.0
8328c6fffffffff,2005.0,0.0,0.0
8328cafffffffff,42.0,0.0,0.0
8328d0fffffffff,2138.0,0.0,0.0
8328d1fffffffff,22249.0,0.0,0.0
8328d2fffffffff,297.0,0.0,0.0
8328d3fffffffff,1643.0,0.0,0.0
8328d4fffffffff,2427.0,0.0,0.0
8328d5fffffffff,24175.0,0.0,0.0
8328d6fffffffff,331.0,0.0,0.0
8328d8fffffffff,3013.0,0.0,0.0
8328d9fffffffff,679.0,0.0,0.0
8328dafffffffff,233.0,0.0,0.0
8328dbfffffffff,8.0,0.0,0.0
8328dcfffffffff,7134.0,0.0,0.0
8328ddfffffffff,1828.0,0.0,0.0
8328defffffffff,10029.0,0.0,374.0
8328f0fffffffff,8324.0,0.0,12.0
8328f1fffffffff,4242.0,0.0,0.0
8328f2fffffffff,796.0,0.0,0.0
8328f3fffffffff,2135.0,0.0,0.0
8328f4fffffffff,4695.0,0.0,6.0
8328f5fffffffff,7401.0,0.0,0.0
8328f6fffffffff,644.0,0.0,10.0
832912fffffffff,28.0,0.0,0.0
832913fffffffff,18.0,0.0,0.0
83291afffffffff,678.0,0.0,187.0
832981fffffffff,1.0,0.0,0.0
832982fffffffff,5.0,0.0,0.0
832988fffffffff,2.0,0.0,0.0
832989fffffffff,110.0,0.0,5.0
83298cfffffffff,23.0,0.0,0.0
83298dfffffffff,484.0,0.0,14.0
83298efffffffff,4.0,0.0,0.0
832990fffffffff,19.0,0.0,0.0
832991fffffffff,5.0,0.0,0.0
832992fffffffff,3.0,0.0,0.0
832993fffffffff,1.0,0.0,0.0
832995fffffffff,11.0,0.0,0.0
832998fffffffff,2.0,0.0,0.0
83299afffffffff,3.0,0.0,0.0
83299bfffffffff,5.0,0.0,0.0
8329a1fffffffff,1.0,0.0,0.0
8329a3fffffffff,18.0,0.0,0.0
8329a5fffffffff,10.0,0.0,0.0
8329a9fffffffff,4.0,0.0,0.0
8329aafffffffff,199.0,0.0,5.0
8329abfffffffff,336.0,0.0,13.0
8329acfffffffff,42.0,0.0,0.0
8329adfffffffff,96.0,0.0,0.0
8329aefffffffff,129.0,0.0,0.0
8329b2fffffffff,60.0,0.0,0.0
8329b6fffffffff,8.0,0.0,0.0
8348c9fffffffff,10.0,0.0,0.0
8348cdfffffffff,9.0,0.0,0.0
