cell_id,Periparus ater,Periparus ater britannicus/hibernicus,Periparus ater [ater Group],Periparus ater ledouci/atlas,Periparus ater cypriotes,Periparus ater [phaeonotus Group],Periparus ater melanolophus,Periparus ater [aemodius Group],Periparus ater ptilosus/kuatunensis
83255bfffffffff,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8325b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
832c04fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832c19fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832d31fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832e75fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832eadfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833006fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833019fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833030fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83309bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8330e1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833190fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833871fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
833874fffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
833875fffffffff,53.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
833900fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833901fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833904fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833905fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833906fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83390afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83390bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83390dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833911fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833915fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833918fffffffff,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833919fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83391afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833920fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833921fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833923fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833928fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83392afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83392bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83392cfffffffff,31.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83392dfffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83392efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833931fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833933fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833944fffffffff,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
833951fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833962fffffffff,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
833972fffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833975fffffffff,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
833976fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83398efffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
833991fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c00fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
833c02fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
833c06fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
833c0afffffffff,15.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
833c0bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
833c0efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
833c1dfffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
833c52fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0
833c56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
833c58fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
833c59fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d10fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
833d13fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d15fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
833d26fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d30fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
833d31fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d34fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
833d35fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
833dadfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833f2dfffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833f4dfffffffff,21.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
833f63fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83411cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834186fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834192fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
834ba0fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
834ba2fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
834ba3fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
