cell_id,Prionops plumatus,Prionops plumatus plumatus,Prionops plumatus [poliocephalus Group]
84ac853ffffffff,5.0,0.0,0.0
84ac85dffffffff,5.0,0.0,0.0
84ac863ffffffff,73.0,0.0,18.0
84ac865ffffffff,2.0,0.0,0.0
84ac867ffffffff,39.0,0.0,18.0
84ac8a9ffffffff,6.0,0.0,0.0
84ac8e7ffffffff,2.0,0.0,0.0
84ac93dffffffff,2.0,0.0,0.0
84ac949ffffffff,3.0,0.0,0.0
84ac94dffffffff,2.0,0.0,0.0
84ac95bffffffff,7.0,0.0,0.0
84ac961ffffffff,5.0,0.0,3.0
84ac969ffffffff,12.0,0.0,3.0
84ac96dffffffff,8.0,0.0,0.0
84ac995ffffffff,2.0,0.0,0.0
84aca03ffffffff,3.0,0.0,0.0
84aca07ffffffff,2.0,0.0,0.0
84aca3bffffffff,3.0,0.0,0.0
84acb1bffffffff,1.0,0.0,0.0
84acb31ffffffff,2.0,0.0,0.0
84acb35ffffffff,8.0,0.0,0.0
84bc891ffffffff,4.0,0.0,0.0
84bc899ffffffff,4.0,0.0,0.0
84bc89bffffffff,40.0,0.0,2.0
84bc8d3ffffffff,2.0,0.0,2.0
84bc991ffffffff,8.0,0.0,2.0
84bc9bbffffffff,1.0,0.0,1.0
84bcc37ffffffff,1.0,0.0,0.0
84bcc6dffffffff,2.0,0.0,0.0
84bcd01ffffffff,6.0,0.0,0.0
84bcd05ffffffff,64.0,0.0,15.0
84bcd07ffffffff,2.0,0.0,0.0
84bcd0dffffffff,18.0,0.0,4.0
84bcd11ffffffff,13.0,0.0,0.0
84bcd13ffffffff,2.0,0.0,0.0
84bcd1bffffffff,1.0,0.0,0.0
84bcd21ffffffff,101.0,0.0,16.0
84bcd23ffffffff,91.0,0.0,14.0
84bcd25ffffffff,17.0,0.0,1.0
84bcd27ffffffff,118.0,0.0,30.0
84bcd29ffffffff,270.0,0.0,59.0
84bcd2bffffffff,8.0,0.0,0.0
84bcd2dffffffff,20.0,0.0,0.0
84bcd35ffffffff,35.0,0.0,14.0
84bcd37ffffffff,4.0,0.0,0.0
84bcd3dffffffff,3.0,0.0,0.0
84bcd41ffffffff,2.0,0.0,0.0
84bcd43ffffffff,2.0,0.0,0.0
84bcd45ffffffff,16.0,0.0,0.0
84bcd47ffffffff,4.0,0.0,0.0
84bcd4bffffffff,2.0,0.0,0.0
84bcd4dffffffff,2.0,0.0,0.0
84bcd61ffffffff,2.0,0.0,0.0
84bcd63ffffffff,137.0,0.0,26.0
84bcd67ffffffff,37.0,0.0,9.0
84bcd6bffffffff,2.0,0.0,0.0
84bcd81ffffffff,10.0,0.0,0.0
84bcd85ffffffff,7.0,0.0,0.0
84bcd89ffffffff,4.0,0.0,4.0
84bcda5ffffffff,2.0,0.0,0.0
84bcdb1ffffffff,1.0,0.0,0.0
84bcdc1ffffffff,7.0,0.0,0.0
84bcdc3ffffffff,4.0,0.0,2.0
84bcdc5ffffffff,2.0,0.0,0.0
84bcdc7ffffffff,8.0,0.0,0.0
84bcdcbffffffff,3.0,0.0,0.0
84bcdcdffffffff,5.0,0.0,0.0
84bcdd9ffffffff,2.0,0.0,0.0
84bcdddffffffff,4.0,0.0,0.0
84bcde3ffffffff,6.0,0.0,0.0
84bcde5ffffffff,2.0,0.0,0.0
84bcdebffffffff,10.0,0.0,2.0
84bcf05ffffffff,10.0,0.0,0.0
84bcf0dffffffff,12.0,0.0,2.0
84bcf21ffffffff,8.0,0.0,0.0
84bcf25ffffffff,20.0,0.0,9.0
84bcf27ffffffff,2.0,0.0,0.0
84bcf29ffffffff,415.0,0.0,125.0
84bcf2dffffffff,10.0,0.0,0.0
84bcf3dffffffff,5.0,0.0,4.0
84bcf61ffffffff,4.0,0.0,1.0
84bcf63ffffffff,22.0,0.0,0.0
84bcf67ffffffff,2.0,0.0,0.0
