cell_id,Zapornia pusilla,Zapornia pusilla intermedia,Zapornia pusilla pusilla,Zapornia pusilla [palustris Group]
8342ccfffffffff,1.0,0.0,0.0,0.0
8342cefffffffff,13.0,0.0,2.0,0.0
8342d9fffffffff,5.0,0.0,0.0,0.0
8342dbfffffffff,4.0,0.0,0.0,0.0
8342ddfffffffff,10.0,0.0,0.0,0.0
8343aefffffffff,85.0,1.0,0.0,0.0
834b82fffffffff,2.0,0.0,0.0,0.0
834ba2fffffffff,2.0,0.0,0.0,0.0
834ba5fffffffff,2.0,0.0,0.0,0.0
836002fffffffff,9.0,0.0,0.0,0.0
836004fffffffff,16.0,0.0,0.0,0.0
836006fffffffff,5.0,0.0,0.0,0.0
836011fffffffff,3.0,0.0,0.0,0.0
836014fffffffff,135.0,0.0,0.0,0.0
836015fffffffff,5.0,0.0,0.0,0.0
836016fffffffff,2.0,0.0,0.0,0.0
83601efffffffff,23.0,0.0,0.0,0.0
836022fffffffff,193.0,0.0,0.0,0.0
836026fffffffff,12.0,0.0,0.0,0.0
836030fffffffff,1.0,0.0,0.0,0.0
836031fffffffff,15.0,0.0,0.0,0.0
836032fffffffff,95.0,0.0,0.0,0.0
836036fffffffff,2.0,0.0,0.0,0.0
836088fffffffff,37.0,0.0,0.0,0.0
83608bfffffffff,11.0,0.0,0.0,0.0
83608efffffffff,9.0,0.0,0.0,0.0
836090fffffffff,6.0,0.0,0.0,0.0
836096fffffffff,2.0,0.0,0.0,0.0
836098fffffffff,5.0,0.0,0.0,0.0
836099fffffffff,24.0,0.0,0.0,0.0
83609efffffffff,16.0,0.0,0.0,0.0
8360a2fffffffff,5.0,0.0,0.0,0.0
8360a8fffffffff,1.0,0.0,0.0,0.0
8360a9fffffffff,13.0,0.0,0.0,0.0
8360aafffffffff,2.0,0.0,0.0,0.0
8360abfffffffff,13.0,0.0,0.0,0.0
8360adfffffffff,2.0,0.0,0.0,0.0
8360b1fffffffff,5.0,0.0,0.0,0.0
836188fffffffff,13.0,0.0,0.0,0.0
836189fffffffff,4.0,0.0,0.0,0.0
83618cfffffffff,22.0,0.0,2.0,0.0
83618dfffffffff,2.0,0.0,0.0,0.0
83618efffffffff,4.0,0.0,0.0,0.0
836198fffffffff,5.0,0.0,3.0,0.0
83619afffffffff,6.0,0.0,0.0,0.0
83619efffffffff,3.0,0.0,0.0,0.0
8361abfffffffff,2.0,0.0,0.0,0.0
83641bfffffffff,4.0,0.0,0.0,0.0
836434fffffffff,3.0,0.0,3.0,0.0
83649bfffffffff,4.0,0.0,0.0,0.0
8364a3fffffffff,1.0,0.0,1.0,0.0
8364a4fffffffff,15.0,0.0,2.0,0.0
8364e4fffffffff,4.0,0.0,2.0,0.0
83651dfffffffff,5.0,0.0,0.0,0.0
836520fffffffff,19.0,0.0,0.0,0.0
836522fffffffff,2.0,0.0,0.0,0.0
836526fffffffff,38.0,0.0,0.0,0.0
836589fffffffff,1.0,0.0,0.0,0.0
83658afffffffff,4.0,0.0,0.0,0.0
83658efffffffff,5.0,0.0,0.0,0.0
837a61fffffffff,2.0,0.0,0.0,0.0
837a6efffffffff,1.0,0.0,0.0,0.0
837b59fffffffff,1.0,0.0,0.0,0.0
838c45fffffffff,2.0,0.0,0.0,0.0
838c96fffffffff,3.0,0.0,0.0,0.0
839451fffffffff,5.0,0.0,0.0,1.0
83945afffffffff,2.0,0.0,0.0,0.0
839460fffffffff,3.0,0.0,0.0,0.0
839480fffffffff,22.0,0.0,0.0,2.0
839481fffffffff,23.0,0.0,0.0,1.0
839491fffffffff,3.0,0.0,0.0,0.0
8394d5fffffffff,1.0,0.0,0.0,0.0
8394edfffffffff,3.0,0.0,0.0,0.0
8394f2fffffffff,3.0,0.0,0.0,0.0
839746fffffffff,1.0,0.0,0.0,0.0
839751fffffffff,4.0,0.0,0.0,0.0
839d4afffffffff,1.0,0.0,0.0,1.0
83a399fffffffff,12.0,10.0,0.0,0.0
83a631fffffffff,2.0,0.0,0.0,0.0
83a6a6fffffffff,3.0,0.0,0.0,0.0
83a71bfffffffff,1.0,0.0,0.0,0.0
83a726fffffffff,2.0,0.0,0.0,0.0
83a782fffffffff,1.0,0.0,0.0,0.0
83ad36fffffffff,21.0,2.0,0.0,0.0
83b912fffffffff,1.0,0.0,0.0,0.0
83b916fffffffff,2.0,0.0,0.0,0.0
83b9b2fffffffff,3.0,0.0,0.0,0.0
83bb29fffffffff,7.0,0.0,0.0,0.0
83bb53fffffffff,3.0,0.0,0.0,0.0
83bb56fffffffff,2.0,0.0,0.0,0.0
83bb74fffffffff,3.0,0.0,0.0,0.0
83bcc6fffffffff,4.0,0.0,0.0,0.0
83bcdcfffffffff,2.0,0.0,0.0,0.0
83bcf5fffffffff,10.0,3.0,0.0,0.0
83be08fffffffff,18.0,0.0,0.0,0.0
83be18fffffffff,3.0,0.0,0.0,1.0
83be1afffffffff,2.0,0.0,0.0,0.0
83be1dfffffffff,18.0,0.0,0.0,0.0
83be43fffffffff,3.0,0.0,0.0,0.0
83be45fffffffff,2.0,0.0,0.0,0.0
83be46fffffffff,1.0,0.0,0.0,1.0
83be49fffffffff,2.0,0.0,0.0,0.0
83be4bfffffffff,2.0,0.0,0.0,0.0
83be50fffffffff,9.0,0.0,0.0,0.0
83be55fffffffff,2.0,0.0,0.0,0.0
83be62fffffffff,2.0,0.0,0.0,0.0
83be63fffffffff,23.0,0.0,0.0,10.0
83be6afffffffff,3.0,0.0,0.0,0.0
83be6efffffffff,3.0,0.0,0.0,2.0
83be71fffffffff,1.0,0.0,0.0,0.0
83be72fffffffff,10.0,0.0,0.0,0.0
83be75fffffffff,4.0,0.0,0.0,1.0
83be8dfffffffff,2.0,0.0,0.0,0.0
83beabfffffffff,1.0,0.0,0.0,0.0
83bec4fffffffff,2.0,0.0,0.0,0.0
83bed1fffffffff,2.0,0.0,0.0,0.0
83bf4cfffffffff,10.0,0.0,0.0,0.0
83bf4dfffffffff,1.0,0.0,0.0,0.0
83c982fffffffff,2.0,0.0,0.0,0.0
83da80fffffffff,2.0,0.0,0.0,0.0
83da81fffffffff,4.0,0.0,0.0,0.0
83da82fffffffff,8.0,0.0,0.0,0.0
83da83fffffffff,2.0,0.0,0.0,0.0
83da84fffffffff,41.0,0.0,0.0,0.0
83da85fffffffff,4.0,0.0,0.0,0.0
83da8cfffffffff,1.0,0.0,0.0,0.0
83da92fffffffff,2.0,0.0,0.0,0.0
83da94fffffffff,6.0,0.0,0.0,0.0
83dab3fffffffff,3.0,0.0,0.0,0.0
