cell_id,Stercorarius antarcticus,Stercorarius antarcticus lonnbergi,Stercorarius antarcticus antarcticus,Stercorarius antarcticus hamiltoni
83c220fffffffff,26.0,0.0,0.0,0.0
83c224fffffffff,4.0,0.0,0.0,0.0
83c232fffffffff,1.0,0.0,0.0,0.0
83c233fffffffff,2.0,0.0,0.0,0.0
83c2f2fffffffff,1.0,0.0,0.0,0.0
83c2f4fffffffff,3.0,0.0,0.0,0.0
83c301fffffffff,12.0,0.0,0.0,0.0
83c304fffffffff,4.0,0.0,0.0,0.0
83c30afffffffff,3.0,0.0,0.0,0.0
83c320fffffffff,127.0,0.0,0.0,0.0
83c324fffffffff,36.0,0.0,0.0,0.0
83c326fffffffff,3.0,0.0,0.0,0.0
83c32afffffffff,1.0,0.0,0.0,0.0
83c32bfffffffff,2.0,0.0,0.0,0.0
83c32efffffffff,1.0,0.0,0.0,0.0
83c330fffffffff,6.0,0.0,0.0,0.0
83c331fffffffff,4.0,0.0,0.0,0.0
83c332fffffffff,3.0,0.0,0.0,0.0
83c333fffffffff,4.0,0.0,0.0,0.0
83c3a4fffffffff,1.0,0.0,0.0,0.0
83c983fffffffff,28.0,0.0,0.0,0.0
83c984fffffffff,15.0,0.0,0.0,0.0
83c986fffffffff,46.0,0.0,0.0,0.0
83c99cfffffffff,21.0,0.0,0.0,0.0
83c99efffffffff,63.0,0.0,0.0,0.0
83c9b0fffffffff,21.0,0.0,0.0,0.0
83c9b1fffffffff,9.0,0.0,0.0,0.0
83ca86fffffffff,2.0,0.0,0.0,0.0
83ca8efffffffff,2.0,0.0,0.0,0.0
83cc65fffffffff,4.0,4.0,0.0,0.0
83cf91fffffffff,5.0,0.0,0.0,0.0
83cf94fffffffff,112.0,0.0,0.0,0.0
83cf9efffffffff,1.0,0.0,0.0,0.0
83cfa0fffffffff,3.0,0.0,0.0,0.0
83cfa2fffffffff,20.0,0.0,0.0,0.0
83cfa4fffffffff,63.0,0.0,0.0,0.0
83cfb1fffffffff,4.0,0.0,0.0,0.0
83cfb2fffffffff,1.0,0.0,0.0,0.0
83cfb3fffffffff,2.0,0.0,0.0,0.0
83d168fffffffff,3.0,0.0,0.0,0.0
83d16dfffffffff,20.0,16.0,0.0,0.0
83d44dfffffffff,6.0,1.0,0.0,0.0
83d469fffffffff,2.0,2.0,0.0,0.0
83d46bfffffffff,133.0,27.0,0.0,0.0
83d6a8fffffffff,26.0,18.0,0.0,0.0
83d6a9fffffffff,22.0,16.0,0.0,0.0
83d6abfffffffff,5.0,3.0,0.0,0.0
83d6adfffffffff,6.0,4.0,0.0,0.0
83d6d1fffffffff,1.0,0.0,0.0,0.0
83d6d9fffffffff,3.0,0.0,0.0,0.0
83d6dbfffffffff,2.0,2.0,0.0,0.0
83d6f2fffffffff,7.0,5.0,0.0,0.0
83d6f6fffffffff,32.0,22.0,0.0,0.0
83da00fffffffff,50.0,0.0,2.0,0.0
83da06fffffffff,5.0,0.0,0.0,0.0
83da09fffffffff,4.0,0.0,0.0,0.0
83da18fffffffff,134.0,0.0,19.0,0.0
83da1dfffffffff,2.0,0.0,0.0,0.0
83da73fffffffff,106.0,53.0,0.0,0.0
83daa8fffffffff,3.0,3.0,0.0,0.0
83daa9fffffffff,62.0,0.0,4.0,0.0
83daaafffffffff,280.0,38.0,0.0,0.0
83daabfffffffff,2.0,2.0,0.0,0.0
83db82fffffffff,10.0,0.0,0.0,0.0
83db85fffffffff,43.0,0.0,0.0,0.0
83dc58fffffffff,2.0,0.0,0.0,0.0
83dc5dfffffffff,2.0,0.0,0.0,0.0
83dd42fffffffff,4.0,0.0,0.0,0.0
83dd44fffffffff,1.0,1.0,0.0,0.0
83de08fffffffff,4.0,0.0,0.0,0.0
83de09fffffffff,1.0,0.0,0.0,0.0
83de0afffffffff,12.0,0.0,1.0,0.0
83de0bfffffffff,2.0,0.0,2.0,0.0
83de0dfffffffff,5.0,0.0,0.0,0.0
83de10fffffffff,3.0,0.0,0.0,0.0
83de18fffffffff,2.0,0.0,0.0,0.0
83de19fffffffff,5.0,0.0,0.0,0.0
83de1bfffffffff,4.0,0.0,0.0,0.0
83de1cfffffffff,1.0,0.0,0.0,0.0
83de20fffffffff,1.0,0.0,0.0,0.0
83de21fffffffff,2.0,0.0,0.0,0.0
83de2bfffffffff,1.0,0.0,0.0,0.0
83de36fffffffff,2.0,0.0,0.0,0.0
83de41fffffffff,6.0,0.0,0.0,0.0
83de4cfffffffff,9.0,0.0,0.0,0.0
83de4dfffffffff,5.0,0.0,0.0,0.0
83de59fffffffff,1.0,0.0,0.0,0.0
83de5dfffffffff,1.0,0.0,1.0,0.0
83de62fffffffff,298.0,0.0,178.0,0.0
83de63fffffffff,8.0,0.0,0.0,0.0
83de66fffffffff,86.0,0.0,43.0,0.0
83de6afffffffff,2.0,0.0,0.0,0.0
83de70fffffffff,372.0,0.0,243.0,0.0
83de71fffffffff,36.0,0.0,20.0,0.0
83de72fffffffff,3.0,0.0,1.0,0.0
83de73fffffffff,6.0,0.0,6.0,0.0
83de74fffffffff,108.0,0.0,67.0,0.0
83de75fffffffff,51.0,0.0,20.0,0.0
83de76fffffffff,5.0,0.0,0.0,0.0
83de80fffffffff,5.0,4.0,0.0,0.0
83de82fffffffff,298.0,163.0,0.0,0.0
83de94fffffffff,7.0,0.0,0.0,0.0
83de95fffffffff,804.0,449.0,0.0,0.0
83dea6fffffffff,5.0,3.0,0.0,0.0
83dea9fffffffff,10.0,3.0,0.0,0.0
83deaafffffffff,5.0,3.0,0.0,0.0
83deabfffffffff,2.0,2.0,0.0,0.0
83deb0fffffffff,2.0,2.0,0.0,0.0
83deb1fffffffff,2.0,0.0,0.0,0.0
83deb5fffffffff,9.0,0.0,0.0,0.0
83def1fffffffff,1.0,0.0,0.0,0.0
83df00fffffffff,9.0,0.0,0.0,0.0
83df01fffffffff,3.0,3.0,0.0,0.0
83df02fffffffff,105.0,41.0,0.0,0.0
83df04fffffffff,4.0,0.0,0.0,0.0
83df05fffffffff,1.0,0.0,0.0,0.0
83df06fffffffff,372.0,122.0,0.0,0.0
83df0cfffffffff,8.0,0.0,0.0,0.0
83df0efffffffff,1.0,1.0,0.0,0.0
83df11fffffffff,6.0,3.0,0.0,0.0
83df13fffffffff,5.0,3.0,0.0,0.0
83df14fffffffff,170.0,55.0,0.0,0.0
83df15fffffffff,17.0,4.0,0.0,0.0
83df16fffffffff,13.0,6.0,0.0,0.0
83df18fffffffff,11.0,9.0,0.0,0.0
83df1cfffffffff,1.0,1.0,0.0,0.0
83df1dfffffffff,3.0,0.0,0.0,0.0
83df1efffffffff,59.0,33.0,0.0,0.0
83df22fffffffff,1.0,0.0,0.0,0.0
83df23fffffffff,2.0,0.0,0.0,0.0
83df28fffffffff,11.0,2.0,0.0,0.0
83df2afffffffff,2.0,0.0,0.0,0.0
83df2bfffffffff,4.0,0.0,0.0,0.0
83df30fffffffff,24.0,3.0,0.0,0.0
83df31fffffffff,84.0,37.0,0.0,0.0
83df32fffffffff,1.0,0.0,0.0,0.0
83df33fffffffff,4.0,0.0,0.0,0.0
83df35fffffffff,461.0,129.0,0.0,0.0
83df41fffffffff,1.0,0.0,0.0,0.0
83df43fffffffff,2.0,0.0,0.0,0.0
83df4dfffffffff,2.0,0.0,0.0,0.0
83df59fffffffff,2.0,0.0,0.0,0.0
83df5bfffffffff,7.0,0.0,0.0,0.0
83df6afffffffff,6.0,0.0,0.0,0.0
83df80fffffffff,7.0,2.0,0.0,0.0
83df81fffffffff,33.0,15.0,0.0,0.0
83df83fffffffff,2.0,2.0,0.0,0.0
83df8cfffffffff,9.0,2.0,0.0,0.0
83df8dfffffffff,2.0,0.0,0.0,0.0
83df9bfffffffff,5.0,0.0,0.0,0.0
83df9dfffffffff,3.0,3.0,0.0,0.0
83dfa8fffffffff,4.0,0.0,0.0,0.0
83dfadfffffffff,5.0,2.0,0.0,0.0
83dfaefffffffff,3.0,0.0,0.0,0.0
83e090fffffffff,9.0,9.0,0.0,0.0
83e091fffffffff,2.0,2.0,0.0,0.0
83e092fffffffff,12.0,11.0,0.0,0.0
83e093fffffffff,20.0,19.0,0.0,0.0
83e898fffffffff,6.0,0.0,0.0,0.0
83e89bfffffffff,74.0,3.0,0.0,0.0
83e89cfffffffff,1.0,0.0,0.0,0.0
