cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
842a315ffffffff,65.0,2.0,0.0
842a317ffffffff,72.0,0.0,0.0
842a327ffffffff,5.0,0.0,0.0
842a331ffffffff,19.0,0.0,0.0
842a333ffffffff,50.0,0.0,0.0
842a339ffffffff,17.0,0.0,0.0
842a33bffffffff,17.0,0.0,0.0
842a33dffffffff,1.0,0.0,0.0
842a341ffffffff,21.0,0.0,0.0
842a345ffffffff,6.0,0.0,0.0
842a347ffffffff,212.0,0.0,0.0
842a349ffffffff,153.0,0.0,0.0
842a803ffffffff,4.0,0.0,0.0
842a825ffffffff,2.0,2.0,0.0
842a845ffffffff,4.0,0.0,0.0
842a847ffffffff,16.0,1.0,0.0
842a88dffffffff,1.0,0.0,0.0
842a89dffffffff,5.0,0.0,0.0
842a8a9ffffffff,30.0,0.0,0.0
842a8adffffffff,3.0,0.0,0.0
842a8bbffffffff,28.0,0.0,0.0
842a8c1ffffffff,14.0,0.0,0.0
842a8c5ffffffff,2.0,0.0,0.0
842a8d5ffffffff,4.0,0.0,0.0
842a8d9ffffffff,3.0,0.0,0.0
842a8dbffffffff,4.0,0.0,0.0
842a8ebffffffff,6.0,0.0,0.0
842a909ffffffff,2.0,2.0,0.0
842a90dffffffff,1.0,0.0,0.0
842a931ffffffff,45.0,1.0,0.0
842a93dffffffff,2.0,0.0,0.0
842a945ffffffff,20.0,0.0,0.0
842a955ffffffff,12.0,0.0,0.0
842a957ffffffff,62.0,0.0,0.0
842a95dffffffff,1.0,0.0,0.0
842a965ffffffff,2.0,0.0,0.0
842a997ffffffff,5.0,0.0,0.0
842a9bbffffffff,36.0,0.0,0.0
842a9e3ffffffff,2.0,0.0,0.0
842aa03ffffffff,2.0,0.0,0.0
842aa0bffffffff,4.0,0.0,0.0
842aa11ffffffff,1.0,0.0,0.0
842aa13ffffffff,8.0,0.0,0.0
842aa31ffffffff,2.0,0.0,0.0
842aa33ffffffff,6.0,0.0,0.0
842aa35ffffffff,6.0,0.0,0.0
842aa41ffffffff,3.0,3.0,0.0
842aa4bffffffff,43.0,0.0,0.0
842aa4dffffffff,45.0,0.0,0.0
842aa5bffffffff,2.0,0.0,0.0
842aa81ffffffff,10.0,0.0,0.0
842aa83ffffffff,77.0,9.0,0.0
842aa85ffffffff,86.0,0.0,0.0
842aa87ffffffff,6.0,0.0,0.0
842aa89ffffffff,8.0,0.0,0.0
842aa8bffffffff,2.0,0.0,0.0
842aa8dffffffff,79.0,2.0,0.0
842aa95ffffffff,48.0,2.0,0.0
842aa97ffffffff,15.0,0.0,0.0
842aa99ffffffff,2.0,0.0,0.0
842aa9bffffffff,16.0,0.0,0.0
842aa9dffffffff,3.0,2.0,0.0
842aaa1ffffffff,4.0,0.0,0.0
842aaa9ffffffff,6.0,0.0,0.0
842aaabffffffff,13.0,0.0,0.0
842aaadffffffff,1.0,0.0,0.0
842aab7ffffffff,5.0,0.0,0.0
842aac1ffffffff,9.0,0.0,0.0
842aac3ffffffff,4.0,0.0,0.0
842aac5ffffffff,10.0,0.0,0.0
842aac7ffffffff,8.0,0.0,0.0
842aac9ffffffff,37.0,0.0,0.0
842aacbffffffff,25.0,0.0,0.0
842aacdffffffff,64.0,2.0,0.0
842aad1ffffffff,14.0,0.0,0.0
842aad3ffffffff,4.0,0.0,0.0
842aad5ffffffff,25.0,0.0,0.0
842aad9ffffffff,644.0,0.0,0.0
842aadbffffffff,95.0,0.0,0.0
842aaddffffffff,9.0,2.0,0.0
842aae1ffffffff,2.0,0.0,0.0
842aae3ffffffff,18.0,0.0,0.0
842aae5ffffffff,2.0,0.0,0.0
842aae7ffffffff,3.0,0.0,0.0
842aae9ffffffff,156.0,2.0,0.0
842aaebffffffff,8.0,0.0,0.0
842ab03ffffffff,19.0,0.0,0.0
842ab05ffffffff,7.0,0.0,0.0
842ab15ffffffff,8.0,0.0,0.0
842ab17ffffffff,2.0,0.0,0.0
842ab21ffffffff,10.0,0.0,0.0
842ab23ffffffff,2.0,0.0,0.0
842ab25ffffffff,109.0,4.0,0.0
842ab27ffffffff,40.0,0.0,0.0
842ab2bffffffff,12.0,0.0,0.0
842ab2dffffffff,30.0,0.0,0.0
842ab31ffffffff,8.0,0.0,0.0
842ab39ffffffff,16.0,0.0,0.0
842ab3bffffffff,11.0,0.0,0.0
842ab49ffffffff,54.0,0.0,0.0
842ac69ffffffff,3.0,0.0,0.0
842ac6dffffffff,14.0,0.0,0.0
842ad03ffffffff,10.0,0.0,0.0
842ad2bffffffff,2.0,0.0,0.0
842ad37ffffffff,1.0,0.0,0.0
842ad39ffffffff,3.0,0.0,0.0
842af03ffffffff,29.0,0.0,0.0
842af05ffffffff,4.0,0.0,0.0
842af15ffffffff,13.0,0.0,0.0
842af17ffffffff,6.0,0.0,0.0
842af2dffffffff,2.0,0.0,0.0
842af31ffffffff,1.0,0.0,0.0
842af4bffffffff,6.0,0.0,0.0
842af61ffffffff,25.0,0.0,0.0
842af63ffffffff,56.0,0.0,0.0
842af69ffffffff,14.0,0.0,0.0
842af6bffffffff,12.0,0.0,0.0
842af6dffffffff,7.0,0.0,0.0
842b007ffffffff,1.0,0.0,0.0
842b013ffffffff,8.0,0.0,0.0
842b03bffffffff,1.0,0.0,0.0
842b03dffffffff,10.0,0.0,0.0
842b0a1ffffffff,9.0,0.0,0.0
842b0a5ffffffff,10.0,0.0,0.0
842b0a7ffffffff,4.0,0.0,0.0
842b0a9ffffffff,2.0,0.0,0.0
842b0c5ffffffff,98.0,0.0,0.0
842b0cdffffffff,13.0,0.0,0.0
842b0e1ffffffff,2.0,0.0,0.0
842b105ffffffff,3.0,0.0,0.0
842b187ffffffff,3.0,0.0,0.0
842b189ffffffff,5.0,0.0,0.0
842b18bffffffff,7.0,0.0,0.0
842b199ffffffff,2.0,0.0,0.0
842b1a1ffffffff,5.0,0.0,0.0
842b1a3ffffffff,17.0,0.0,0.0
842b1abffffffff,9.0,0.0,0.0
842b1b5ffffffff,260.0,0.0,0.0
842b1b9ffffffff,53.0,0.0,0.0
842b1d5ffffffff,7.0,0.0,0.0
842b1d7ffffffff,20.0,0.0,0.0
842b1d9ffffffff,2.0,0.0,0.0
842b235ffffffff,1.0,0.0,0.0
842b285ffffffff,2.0,0.0,0.0
842b291ffffffff,21.0,0.0,0.0
842b2abffffffff,2.0,0.0,0.0
842b2c5ffffffff,8.0,0.0,0.0
842b2ebffffffff,1.0,0.0,0.0
842b301ffffffff,14.0,0.0,0.0
842b33bffffffff,4.0,0.0,0.0
842b813ffffffff,2.0,0.0,0.0
842b83bffffffff,22.0,0.0,0.0
842b89bffffffff,10.0,0.0,0.0
842b8a3ffffffff,5.0,0.0,0.0
842b8d1ffffffff,14.0,0.0,0.0
842b981ffffffff,29.0,0.0,0.0
842b983ffffffff,1.0,0.0,0.0
842b991ffffffff,7.0,0.0,0.0
842b9b1ffffffff,4.0,0.0,0.0
842b9b3ffffffff,1.0,0.0,0.0
842b9b5ffffffff,52.0,0.0,0.0
842b9b7ffffffff,3.0,0.0,0.0
842b9b9ffffffff,20.0,0.0,0.0
842b9bdffffffff,186.0,0.0,0.0
842b9e1ffffffff,2.0,0.0,0.0
842b9e7ffffffff,4.0,0.0,0.0
842ba87ffffffff,10.0,0.0,0.0
842baa5ffffffff,1.0,0.0,0.0
842baa7ffffffff,12.0,0.0,0.0
842baa9ffffffff,77.0,0.0,0.0
842baabffffffff,9.0,0.0,0.0
8434267ffffffff,3.0,0.0,0.0
843466bffffffff,3.0,0.0,0.0
84351b5ffffffff,1.0,0.0,0.0
8435a93ffffffff,4.0,0.0,0.0
8439115ffffffff,29.0,0.0,0.0
8444123ffffffff,1.0,1.0,0.0
8444125ffffffff,5.0,0.0,0.0
8444131ffffffff,4.0,2.0,0.0
844415dffffffff,1.0,0.0,0.0
8444165ffffffff,3.0,0.0,0.0
84441a1ffffffff,3.0,0.0,0.0
84441a5ffffffff,13.0,1.0,0.0
84441a9ffffffff,8.0,2.0,0.0
84441abffffffff,11.0,0.0,0.0
84441e1ffffffff,3.0,0.0,0.0
84441e3ffffffff,2.0,0.0,0.0
84441e7ffffffff,2.0,2.0,0.0
8444249ffffffff,2.0,2.0,0.0
844424dffffffff,2.0,2.0,0.0
8444409ffffffff,8.0,0.0,0.0
844440bffffffff,3.0,0.0,0.0
844440dffffffff,4.0,0.0,0.0
8444443ffffffff,1.0,0.0,0.0
844444bffffffff,2.0,0.0,0.0
8444451ffffffff,4.0,0.0,0.0
8444459ffffffff,24.0,0.0,0.0
844445bffffffff,4.0,2.0,0.0
844445dffffffff,12.0,0.0,0.0
8444465ffffffff,50.0,0.0,0.0
844449dffffffff,1.0,0.0,0.0
84444c1ffffffff,30.0,0.0,0.0
84444c3ffffffff,2.0,0.0,0.0
84444ebffffffff,1.0,0.0,0.0
8444501ffffffff,5.0,0.0,0.0
8444507ffffffff,1.0,0.0,0.0
8444509ffffffff,3.0,0.0,0.0
844455bffffffff,13.0,0.0,0.0
8444633ffffffff,19.0,0.0,0.0
8444637ffffffff,2.0,0.0,0.0
8444693ffffffff,2.0,0.0,0.0
84446c3ffffffff,7.0,0.0,0.0
84446c5ffffffff,17.0,0.0,0.0
84446c7ffffffff,10.0,0.0,0.0
84446cbffffffff,8.0,2.0,0.0
84446cdffffffff,26.0,0.0,0.0
84446d3ffffffff,3.0,0.0,0.0
84446ddffffffff,2.0,0.0,0.0
84446e1ffffffff,3.0,0.0,0.0
84446e5ffffffff,13.0,0.0,0.0
84446e9ffffffff,6.0,0.0,0.0
84446edffffffff,17.0,0.0,0.0
8444731ffffffff,22.0,0.0,0.0
8444733ffffffff,5.0,0.0,0.0
844473bffffffff,8.0,0.0,0.0
8444847ffffffff,2.0,0.0,0.0
8444a19ffffffff,7.0,0.0,0.0
8444a1bffffffff,3.0,0.0,0.0
8444a37ffffffff,18.0,2.0,0.0
8444a8bffffffff,10.0,0.0,0.0
8444a93ffffffff,7.0,0.0,0.0
8444a95ffffffff,4.0,0.0,0.0
8444a99ffffffff,16.0,0.0,0.0
8444a9bffffffff,2.0,0.0,0.0
8444abbffffffff,13.0,0.0,0.0
8444ac1ffffffff,2.0,0.0,0.0
8444ac3ffffffff,5.0,0.0,0.0
8444ac5ffffffff,10.0,0.0,0.0
8444ac7ffffffff,2.0,0.0,0.0
8444ac9ffffffff,8.0,0.0,0.0
8444ad1ffffffff,1.0,0.0,0.0
8444ad3ffffffff,10.0,0.0,0.0
8444ad7ffffffff,1.0,0.0,0.0
8444ad9ffffffff,2.0,0.0,0.0
8444b05ffffffff,8.0,0.0,0.0
8444b57ffffffff,5.0,0.0,0.0
8444c13ffffffff,16.0,1.0,0.0
8444c15ffffffff,8.0,0.0,0.0
8444c17ffffffff,3.0,0.0,0.0
8444c19ffffffff,4.0,0.0,0.0
8444c1bffffffff,53.0,0.0,0.0
8444c27ffffffff,3.0,0.0,0.0
8444c39ffffffff,15.0,0.0,0.0
8444c3bffffffff,1.0,0.0,0.0
8444c85ffffffff,1.0,0.0,0.0
8444c89ffffffff,5.0,0.0,0.0
8444c8bffffffff,4.0,0.0,0.0
8444c91ffffffff,5.0,0.0,0.0
8444ca1ffffffff,7.0,0.0,0.0
8444ca3ffffffff,8.0,2.0,0.0
8444cabffffffff,30.0,0.0,0.0
8444cadffffffff,2.0,0.0,0.0
8444cc1ffffffff,4.0,0.0,0.0
8444cc3ffffffff,2.0,0.0,0.0
8444ccdffffffff,20.0,0.0,0.0
8444cd5ffffffff,5.0,1.0,0.0
8444cddffffffff,1.0,0.0,0.0
8444d01ffffffff,1.0,0.0,0.0
8444d03ffffffff,5.0,0.0,0.0
8444d07ffffffff,1.0,0.0,0.0
8444d15ffffffff,2.0,0.0,0.0
8444d23ffffffff,2.0,0.0,0.0
8444d2bffffffff,1.0,1.0,0.0
8444d3bffffffff,2.0,0.0,0.0
8444d55ffffffff,2.0,0.0,0.0
8444d5dffffffff,14.0,0.0,0.0
8444d85ffffffff,1.0,0.0,0.0
8444d87ffffffff,2.0,2.0,0.0
8444d89ffffffff,10.0,0.0,0.0
8444d93ffffffff,24.0,0.0,0.0
8444d99ffffffff,4.0,0.0,0.0
8444dcbffffffff,1.0,0.0,0.0
8444dd5ffffffff,31.0,0.0,0.0
8444dd7ffffffff,2.0,0.0,0.0
8444de7ffffffff,1.0,0.0,0.0
8444e29ffffffff,2.0,0.0,0.0
8444e2dffffffff,2.0,0.0,0.0
8444e33ffffffff,6.0,0.0,0.0
8444e35ffffffff,4.0,0.0,0.0
8444e47ffffffff,1.0,0.0,0.0
8444e5bffffffff,4.0,0.0,0.0
8444e83ffffffff,10.0,0.0,0.0
8444ed5ffffffff,15.0,0.0,0.0
8444ee5ffffffff,3.0,0.0,0.0
8444eedffffffff,9.0,0.0,0.0
8444f01ffffffff,33.0,0.0,0.0
8444f0dffffffff,10.0,0.0,0.0
8444f31ffffffff,3.0,0.0,0.0
8444f37ffffffff,5.0,0.0,0.0
8444f3dffffffff,8.0,0.0,0.0
8444f41ffffffff,34.0,2.0,0.0
8444f43ffffffff,146.0,0.0,0.0
8444f45ffffffff,2.0,0.0,0.0
8444f47ffffffff,2.0,0.0,0.0
8444f49ffffffff,2.0,0.0,0.0
8444f4dffffffff,3.0,0.0,0.0
8444f51ffffffff,6.0,0.0,0.0
8444f5dffffffff,1.0,0.0,0.0
8444f6bffffffff,3.0,0.0,0.0
8445019ffffffff,2.0,2.0,0.0
8445059ffffffff,5.0,0.0,0.0
844505bffffffff,13.0,0.0,0.0
8445091ffffffff,10.0,10.0,0.0
8445093ffffffff,11.0,11.0,0.0
8445097ffffffff,6.0,6.0,0.0
844509bffffffff,74.0,72.0,0.0
84450adffffffff,2.0,2.0,0.0
84450b1ffffffff,33.0,30.0,0.0
84450b5ffffffff,2.0,2.0,0.0
84450e1ffffffff,2.0,2.0,0.0
844519bffffffff,1.0,1.0,0.0
8445207ffffffff,4.0,0.0,0.0
8445215ffffffff,6.0,0.0,0.0
8445221ffffffff,4.0,0.0,0.0
8445225ffffffff,15.0,2.0,0.0
844522bffffffff,5.0,0.0,0.0
8445233ffffffff,2.0,2.0,0.0
844524bffffffff,2.0,0.0,0.0
844525bffffffff,3.0,0.0,0.0
8445281ffffffff,2.0,0.0,0.0
84452adffffffff,14.0,0.0,0.0
84452c3ffffffff,17.0,0.0,0.0
84452c5ffffffff,1.0,0.0,0.0
84452c7ffffffff,6.0,0.0,0.0
84452c9ffffffff,2.0,0.0,0.0
84452e1ffffffff,14.0,6.0,0.0
84452ebffffffff,3.0,3.0,0.0
8445721ffffffff,66.0,66.0,0.0
8445727ffffffff,35.0,34.0,0.0
8445a33ffffffff,11.0,0.0,0.0
8448127ffffffff,13.0,0.0,0.0
8448147ffffffff,4.0,0.0,0.0
84481a7ffffffff,3.0,0.0,0.0
844833bffffffff,3.0,0.0,0.0
84484a5ffffffff,68.0,0.0,0.0
84484a7ffffffff,2.0,0.0,0.0
8448551ffffffff,9.0,0.0,0.0
8448733ffffffff,4.0,0.0,0.0
844880dffffffff,4.0,0.0,0.0
844889dffffffff,3.0,0.0,0.0
84488b3ffffffff,18.0,1.0,0.0
84488e9ffffffff,12.0,0.0,0.0
8448903ffffffff,3.0,0.0,0.0
844890bffffffff,2.0,0.0,0.0
844891dffffffff,3.0,0.0,0.0
8448935ffffffff,16.0,0.0,0.0
8448955ffffffff,5.0,0.0,0.0
844895bffffffff,2.0,0.0,0.0
8448985ffffffff,1.0,0.0,0.0
844898bffffffff,1.0,0.0,0.0
8448997ffffffff,2.0,0.0,0.0
84489c1ffffffff,5.0,0.0,0.0
84489c3ffffffff,6.0,0.0,0.0
84489c5ffffffff,10.0,0.0,0.0
84489cdffffffff,2.0,0.0,0.0
84489ddffffffff,9.0,0.0,0.0
84489e1ffffffff,2.0,0.0,0.0
84489e3ffffffff,2.0,0.0,0.0
84489ebffffffff,12.0,0.0,0.0
8448b23ffffffff,4.0,1.0,0.0
8448b2bffffffff,18.0,0.0,0.0
8448b35ffffffff,2.0,0.0,0.0
8448b39ffffffff,92.0,7.0,0.0
8448b3dffffffff,9.0,0.0,0.0
8448c05ffffffff,2.0,0.0,0.0
8448c35ffffffff,22.0,0.0,0.0
8448c3dffffffff,2.0,0.0,0.0
8448c61ffffffff,12.0,2.0,0.0
8448c69ffffffff,3.0,0.0,0.0
8448ccbffffffff,9.0,0.0,0.0
8448d03ffffffff,2.0,0.0,0.0
8448d09ffffffff,4.0,0.0,0.0
8448d0dffffffff,3.0,0.0,0.0
8448d2bffffffff,6.0,0.0,0.0
8448d35ffffffff,27.0,0.0,0.0
8448d43ffffffff,5.0,0.0,0.0
8448d89ffffffff,9.0,0.0,0.0
8448da9ffffffff,8.0,0.0,0.0
8448e93ffffffff,2.0,0.0,0.0
8448ebbffffffff,19.0,0.0,0.0
8448f25ffffffff,13.0,0.0,0.0
8448f3dffffffff,4.0,0.0,0.0
8449081ffffffff,3.0,0.0,0.0
8449929ffffffff,5.0,0.0,0.0
844994bffffffff,1.0,0.0,0.0
8449951ffffffff,1.0,1.0,0.0
8449959ffffffff,150.0,8.0,0.0
844995bffffffff,79.0,23.0,0.0
8449963ffffffff,2.0,0.0,0.0
8449965ffffffff,24.0,0.0,0.0
8449967ffffffff,8.0,0.0,0.0
8449969ffffffff,10.0,0.0,0.0
84499cdffffffff,3.0,0.0,0.0
8449a89ffffffff,2.0,2.0,0.0
8449a97ffffffff,4.0,4.0,0.0
8449a9bffffffff,4.0,4.0,0.0
8449ab5ffffffff,1.0,0.0,0.0
8449ac7ffffffff,2.0,2.0,0.0
8449ad5ffffffff,5.0,5.0,0.0
8449b33ffffffff,11.0,0.0,0.0
844c887ffffffff,1.0,1.0,0.0
844cc0bffffffff,47.0,0.0,0.0
844cc43ffffffff,2.0,0.0,0.0
844cc59ffffffff,45.0,0.0,0.0
844cc5bffffffff,1.0,0.0,0.0
844cc61ffffffff,9.0,9.0,0.0
844cd0dffffffff,4.0,0.0,0.0
844ce85ffffffff,25.0,0.0,0.0
844cea9ffffffff,13.0,0.0,0.0
844ceadffffffff,7.0,0.0,0.0
844cee5ffffffff,14.0,0.0,0.0
844cee7ffffffff,43.0,0.0,0.0
