cell_id,Hydrobates leucorhous,Hydrobates leucorhous leucorhous,Hydrobates leucorhous chapmani
825faffffffffff,2.0,0.0,0.0
826687fffffffff,1.0,0.0,0.0
82669ffffffffff,24.0,0.0,4.0
8266affffffffff,7.0,0.0,4.0
8266b7fffffffff,2.0,0.0,2.0
826747fffffffff,3.0,0.0,0.0
826c5ffffffffff,9.0,0.0,0.0
826c67fffffffff,21.0,0.0,2.0
826d17fffffffff,28.0,0.0,1.0
826d1ffffffffff,2.0,0.0,0.0
826d4ffffffffff,17.0,0.0,7.0
826d57fffffffff,3.0,0.0,0.0
826d67fffffffff,3.0,0.0,3.0
826d77fffffffff,2.0,0.0,1.0
826daffffffffff,1.0,0.0,1.0
827ca7fffffffff,2.0,0.0,0.0
827cc7fffffffff,2.0,0.0,0.0
827cf7fffffffff,2.0,0.0,0.0
827d87fffffffff,1.0,0.0,0.0
827db7fffffffff,1.0,0.0,0.0
828057fffffffff,2.0,0.0,0.0
82819ffffffffff,9.0,0.0,0.0
828f27fffffffff,1.0,1.0,0.0
828fa7fffffffff,2.0,0.0,0.0
8299affffffffff,1.0,1.0,0.0
82ad37fffffffff,2.0,0.0,0.0
82b237fffffffff,1.0,0.0,0.0
82bc6ffffffffff,3.0,0.0,0.0
82beaffffffffff,3.0,0.0,0.0
82d46ffffffffff,1.0,0.0,0.0
