cell_id,Quiscalus quiscula,Quiscalus quiscula stonei,Quiscalus quiscula quiscula,Quiscalus quiscula versicolor,Quiscalus quiscula quiscula/stonei
8326cdfffffffff,11.0,0.0,0.0,0.0,0.0
8326d0fffffffff,1.0,0.0,0.0,0.0,0.0
8326d3fffffffff,16.0,0.0,0.0,0.0,0.0
8326d4fffffffff,11.0,0.0,0.0,5.0,0.0
8326d5fffffffff,3.0,0.0,0.0,0.0,0.0
8326d6fffffffff,5.0,0.0,0.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0,0.0,0.0
8326d9fffffffff,11.0,0.0,0.0,0.0,0.0
8326dcfffffffff,2.0,0.0,0.0,0.0,0.0
8326ddfffffffff,6.0,0.0,0.0,0.0,0.0
8326defffffffff,12.0,0.0,0.0,0.0,0.0
8326e2fffffffff,24.0,0.0,0.0,0.0,0.0
8326e3fffffffff,2.0,0.0,0.0,0.0,0.0
8326e4fffffffff,4.0,0.0,0.0,4.0,0.0
8326e5fffffffff,34.0,0.0,0.0,4.0,0.0
8326e9fffffffff,11.0,0.0,0.0,0.0,0.0
8326ecfffffffff,2.0,0.0,0.0,0.0,0.0
8326edfffffffff,17.0,0.0,0.0,0.0,0.0
8326f0fffffffff,3.0,0.0,0.0,0.0,0.0
8326f1fffffffff,1.0,0.0,0.0,0.0,0.0
8326f2fffffffff,200.0,0.0,0.0,132.0,0.0
8326f3fffffffff,1.0,0.0,0.0,1.0,0.0
8326f6fffffffff,6.0,0.0,0.0,2.0,0.0
832702fffffffff,1.0,0.0,0.0,0.0,0.0
832709fffffffff,8.0,0.0,0.0,0.0,0.0
83270afffffffff,2.0,0.0,0.0,0.0,0.0
83270bfffffffff,1.0,0.0,0.0,0.0,0.0
83270efffffffff,2.0,0.0,0.0,2.0,0.0
832711fffffffff,3.0,0.0,0.0,0.0,0.0
832713fffffffff,1.0,0.0,0.0,0.0,0.0
832718fffffffff,2.0,0.0,0.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0,0.0,0.0
832740fffffffff,49.0,0.0,0.0,0.0,0.0
832741fffffffff,93.0,0.0,0.0,0.0,0.0
832742fffffffff,3.0,0.0,0.0,0.0,0.0
832743fffffffff,12.0,0.0,0.0,0.0,0.0
832744fffffffff,41.0,0.0,0.0,0.0,0.0
832745fffffffff,10.0,0.0,0.0,0.0,0.0
832746fffffffff,27.0,0.0,0.0,0.0,0.0
832748fffffffff,605.0,0.0,0.0,0.0,0.0
832749fffffffff,245.0,0.0,0.0,0.0,0.0
83274afffffffff,57.0,0.0,0.0,1.0,0.0
83274bfffffffff,57.0,0.0,0.0,0.0,0.0
83274cfffffffff,35.0,0.0,0.0,0.0,0.0
83274dfffffffff,265.0,0.0,0.0,0.0,0.0
83274efffffffff,67.0,0.0,0.0,0.0,0.0
832750fffffffff,2.0,0.0,0.0,0.0,0.0
832751fffffffff,4.0,0.0,0.0,0.0,0.0
832752fffffffff,4.0,0.0,0.0,0.0,0.0
832753fffffffff,4.0,0.0,0.0,0.0,0.0
832754fffffffff,11.0,0.0,0.0,0.0,0.0
832755fffffffff,9.0,0.0,0.0,3.0,0.0
832756fffffffff,52.0,0.0,0.0,8.0,2.0
832758fffffffff,28.0,0.0,0.0,0.0,0.0
832759fffffffff,35.0,0.0,0.0,1.0,0.0
83275afffffffff,1.0,0.0,0.0,0.0,0.0
83275cfffffffff,6.0,0.0,0.0,0.0,0.0
83275dfffffffff,15.0,0.0,0.0,0.0,0.0
83275efffffffff,2.0,0.0,0.0,0.0,0.0
832760fffffffff,2.0,0.0,0.0,0.0,0.0
832763fffffffff,67.0,0.0,0.0,3.0,0.0
832766fffffffff,3.0,0.0,0.0,0.0,0.0
832769fffffffff,17.0,0.0,0.0,4.0,0.0
83276afffffffff,42.0,0.0,0.0,2.0,0.0
83276bfffffffff,101.0,0.0,0.0,0.0,0.0
83276cfffffffff,7.0,0.0,0.0,0.0,0.0
83276dfffffffff,67.0,0.0,0.0,0.0,0.0
83276efffffffff,77.0,0.0,0.0,0.0,0.0
832770fffffffff,6.0,0.0,0.0,0.0,0.0
832771fffffffff,27.0,0.0,0.0,0.0,0.0
832772fffffffff,9.0,0.0,0.0,0.0,0.0
832773fffffffff,12.0,0.0,0.0,0.0,0.0
832774fffffffff,2.0,0.0,0.0,0.0,0.0
832780fffffffff,1.0,0.0,0.0,0.0,0.0
832785fffffffff,7.0,0.0,0.0,0.0,0.0
832786fffffffff,1.0,0.0,0.0,0.0,0.0
83278bfffffffff,2.0,0.0,0.0,2.0,0.0
83278efffffffff,2.0,0.0,0.0,2.0,0.0
832790fffffffff,12.0,0.0,0.0,8.0,0.0
832791fffffffff,1.0,0.0,0.0,0.0,0.0
832792fffffffff,15.0,0.0,0.0,0.0,0.0
832793fffffffff,4.0,0.0,0.0,4.0,0.0
832795fffffffff,4.0,0.0,0.0,0.0,0.0
832798fffffffff,2.0,0.0,0.0,2.0,0.0
832799fffffffff,2.0,0.0,0.0,0.0,0.0
83279efffffffff,11.0,0.0,0.0,6.0,0.0
8327a0fffffffff,17.0,0.0,0.0,0.0,0.0
8327a2fffffffff,2.0,0.0,0.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0,0.0,0.0
8327a5fffffffff,1.0,0.0,0.0,0.0,0.0
8327a8fffffffff,2.0,0.0,0.0,0.0,0.0
8327a9fffffffff,6.0,0.0,0.0,0.0,0.0
8327aafffffffff,11.0,0.0,0.0,0.0,0.0
8327aefffffffff,3.0,0.0,0.0,2.0,0.0
8327b3fffffffff,4.0,0.0,0.0,0.0,0.0
8327b5fffffffff,2.0,0.0,0.0,0.0,0.0
832802fffffffff,3.0,0.0,0.0,2.0,0.0
832803fffffffff,1.0,0.0,0.0,0.0,0.0
832813fffffffff,2.0,0.0,0.0,0.0,0.0
83281cfffffffff,8.0,0.0,0.0,1.0,0.0
83281efffffffff,2.0,0.0,0.0,0.0,0.0
832831fffffffff,4.0,0.0,0.0,3.0,0.0
832880fffffffff,1.0,0.0,0.0,0.0,0.0
832881fffffffff,3.0,0.0,0.0,1.0,0.0
832884fffffffff,16.0,0.0,0.0,0.0,0.0
832888fffffffff,14.0,0.0,0.0,0.0,0.0
832889fffffffff,2.0,0.0,0.0,1.0,0.0
83288afffffffff,9.0,0.0,0.0,0.0,0.0
83288cfffffffff,1.0,0.0,0.0,1.0,0.0
832890fffffffff,20.0,0.0,0.0,0.0,0.0
832892fffffffff,30.0,0.0,0.0,2.0,0.0
832893fffffffff,14.0,0.0,0.0,0.0,0.0
832894fffffffff,13.0,0.0,0.0,0.0,0.0
832895fffffffff,1.0,0.0,0.0,0.0,0.0
832896fffffffff,14.0,0.0,0.0,0.0,0.0
832898fffffffff,22.0,0.0,0.0,2.0,0.0
83289afffffffff,2.0,0.0,0.0,0.0,0.0
83289cfffffffff,12.0,0.0,0.0,0.0,0.0
83289efffffffff,16.0,0.0,0.0,0.0,0.0
8328a9fffffffff,15.0,0.0,0.0,0.0,0.0
8328aefffffffff,4.0,0.0,0.0,0.0,0.0
8328b1fffffffff,1.0,0.0,0.0,0.0,0.0
8328b2fffffffff,2.0,0.0,0.0,0.0,0.0
8328b3fffffffff,4.0,0.0,0.0,0.0,0.0
8328b6fffffffff,39.0,0.0,0.0,4.0,0.0
8328d1fffffffff,8.0,0.0,0.0,0.0,0.0
8328d5fffffffff,2.0,0.0,0.0,0.0,0.0
8328dcfffffffff,4.0,0.0,0.0,2.0,0.0
8328defffffffff,4.0,0.0,0.0,0.0,0.0
832981fffffffff,7.0,0.0,0.0,0.0,0.0
832984fffffffff,6.0,0.0,0.0,1.0,0.0
832985fffffffff,4.0,0.0,0.0,0.0,0.0
832986fffffffff,3.0,0.0,0.0,0.0,0.0
83298cfffffffff,6.0,0.0,0.0,0.0,0.0
83298dfffffffff,17.0,0.0,0.0,2.0,0.0
832993fffffffff,2.0,0.0,0.0,0.0,0.0
832995fffffffff,1.0,0.0,0.0,0.0,0.0
8329a3fffffffff,2.0,0.0,0.0,0.0,0.0
8329a4fffffffff,1.0,0.0,0.0,0.0,0.0
8329a5fffffffff,14.0,0.0,0.0,1.0,0.0
8329aafffffffff,2.0,0.0,0.0,0.0,0.0
8329aefffffffff,2.0,0.0,0.0,0.0,0.0
8329b2fffffffff,3.0,0.0,0.0,2.0,0.0
8329b5fffffffff,5.0,0.0,0.0,0.0,0.0
832a04fffffffff,2.0,0.0,0.0,0.0,0.0
832a10fffffffff,628.0,0.0,0.0,121.0,13.0
832a12fffffffff,2120.0,0.0,0.0,3.0,0.0
832a13fffffffff,2158.0,0.0,0.0,1.0,3.0
832a14fffffffff,100.0,0.0,0.0,35.0,2.0
832a15fffffffff,48.0,1.0,0.0,11.0,5.0
832a16fffffffff,94.0,0.0,0.0,2.0,0.0
832a1afffffffff,3.0,0.0,0.0,0.0,0.0
832a30fffffffff,222.0,0.0,0.0,17.0,0.0
832a31fffffffff,51.0,0.0,0.0,5.0,0.0
832a32fffffffff,93.0,0.0,0.0,27.0,0.0
832a33fffffffff,90.0,0.0,0.0,22.0,0.0
832a34fffffffff,41.0,0.0,0.0,12.0,0.0
832a36fffffffff,15.0,0.0,0.0,4.0,0.0
832a4cfffffffff,1.0,0.0,0.0,0.0,0.0
832a80fffffffff,9.0,0.0,0.0,0.0,0.0
832a81fffffffff,7.0,0.0,0.0,2.0,0.0
832a82fffffffff,4.0,0.0,0.0,4.0,0.0
832a84fffffffff,21.0,0.0,0.0,0.0,0.0
832a85fffffffff,18.0,0.0,0.0,2.0,2.0
832a86fffffffff,2.0,0.0,0.0,0.0,0.0
832a89fffffffff,4.0,0.0,0.0,0.0,0.0
832a8afffffffff,3.0,0.0,0.0,0.0,0.0
832a8bfffffffff,33.0,0.0,0.0,0.0,0.0
832a8cfffffffff,70.0,0.0,0.0,0.0,0.0
832a90fffffffff,14.0,0.0,0.0,0.0,0.0
832a91fffffffff,5.0,0.0,0.0,1.0,0.0
832a92fffffffff,2.0,0.0,0.0,0.0,0.0
832a93fffffffff,2.0,0.0,0.0,0.0,0.0
832a94fffffffff,3.0,0.0,0.0,1.0,0.0
832a95fffffffff,4.0,0.0,0.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,0.0,0.0
832a9dfffffffff,3.0,0.0,0.0,0.0,1.0
832a9efffffffff,4.0,0.0,0.0,4.0,0.0
832aa0fffffffff,3.0,0.0,0.0,1.0,0.0
832aa1fffffffff,35.0,0.0,0.0,0.0,4.0
832aa2fffffffff,11.0,0.0,0.0,0.0,0.0
832aa3fffffffff,28.0,0.0,0.0,6.0,4.0
832aa4fffffffff,186.0,0.0,0.0,63.0,0.0
832aa5fffffffff,9.0,0.0,0.0,6.0,0.0
832aa6fffffffff,8.0,0.0,0.0,0.0,0.0
832aa8fffffffff,201.0,12.0,0.0,2.0,134.0
832aa9fffffffff,20.0,0.0,0.0,0.0,1.0
832aaafffffffff,6.0,0.0,0.0,0.0,2.0
832aabfffffffff,10.0,0.0,0.0,0.0,0.0
832aacfffffffff,3011.0,1.0,0.0,18.0,15.0
832aadfffffffff,130.0,2.0,0.0,10.0,31.0
832aaefffffffff,63.0,0.0,0.0,2.0,0.0
832ab0fffffffff,14.0,0.0,0.0,0.0,0.0
832ab1fffffffff,2.0,0.0,0.0,0.0,0.0
832ab2fffffffff,958.0,0.0,0.0,13.0,0.0
832ab3fffffffff,20.0,0.0,0.0,0.0,0.0
832ab4fffffffff,148.0,0.0,0.0,42.0,0.0
832ab5fffffffff,1008.0,0.0,0.0,866.0,0.0
832ab6fffffffff,194.0,0.0,0.0,11.0,0.0
832ac6fffffffff,4.0,0.0,0.0,0.0,0.0
832ad2fffffffff,1.0,0.0,0.0,0.0,0.0
832ad4fffffffff,7.0,0.0,0.0,0.0,0.0
832ad5fffffffff,4.0,0.0,0.0,0.0,0.0
832ad6fffffffff,19.0,0.0,0.0,0.0,2.0
832af0fffffffff,5.0,0.0,0.0,0.0,0.0
832af1fffffffff,1.0,0.0,0.0,0.0,0.0
832af2fffffffff,1.0,0.0,0.0,0.0,0.0
832af3fffffffff,9.0,0.0,0.0,0.0,0.0
832af4fffffffff,1.0,0.0,0.0,0.0,0.0
832af6fffffffff,18.0,0.0,0.0,0.0,0.0
832b00fffffffff,5.0,0.0,0.0,5.0,0.0
832b01fffffffff,8.0,0.0,0.0,4.0,0.0
832b02fffffffff,2.0,0.0,0.0,0.0,0.0
832b03fffffffff,2.0,0.0,0.0,0.0,0.0
832b05fffffffff,8.0,0.0,0.0,0.0,0.0
832b0afffffffff,9.0,0.0,0.0,2.0,0.0
832b0cfffffffff,1.0,0.0,0.0,0.0,0.0
832b0efffffffff,9.0,0.0,0.0,6.0,0.0
832b10fffffffff,3.0,0.0,0.0,3.0,0.0
832b11fffffffff,2.0,0.0,0.0,2.0,0.0
832b12fffffffff,4.0,0.0,0.0,0.0,0.0
832b14fffffffff,2.0,0.0,0.0,0.0,0.0
832b16fffffffff,65.0,0.0,0.0,5.0,0.0
832b18fffffffff,22.0,0.0,0.0,0.0,0.0
832b19fffffffff,6.0,0.0,0.0,0.0,0.0
832b1afffffffff,12.0,0.0,0.0,0.0,0.0
832b1bfffffffff,3.0,0.0,0.0,0.0,0.0
832b1cfffffffff,1.0,0.0,0.0,1.0,0.0
832b1dfffffffff,9.0,0.0,0.0,1.0,0.0
832b21fffffffff,2.0,0.0,0.0,0.0,0.0
832b25fffffffff,15.0,0.0,0.0,0.0,0.0
832b30fffffffff,18.0,0.0,0.0,0.0,0.0
832b32fffffffff,3.0,0.0,0.0,0.0,0.0
832b33fffffffff,4.0,0.0,0.0,0.0,0.0
832b81fffffffff,142.0,0.0,0.0,11.0,0.0
832b82fffffffff,1.0,0.0,0.0,0.0,0.0
832b83fffffffff,57.0,0.0,0.0,0.0,0.0
832b85fffffffff,14.0,0.0,0.0,0.0,0.0
832b88fffffffff,134.0,0.0,0.0,4.0,0.0
832b89fffffffff,245.0,0.0,0.0,2.0,8.0
832b8afffffffff,62.0,0.0,0.0,20.0,0.0
832b8bfffffffff,47.0,0.0,0.0,5.0,0.0
832b8cfffffffff,33.0,0.0,0.0,0.0,0.0
832b8dfffffffff,108.0,0.0,0.0,4.0,0.0
832b8efffffffff,150.0,0.0,0.0,18.0,0.0
832b90fffffffff,15.0,0.0,0.0,0.0,0.0
832b91fffffffff,5.0,0.0,0.0,2.0,0.0
832b92fffffffff,2.0,0.0,0.0,0.0,0.0
832b93fffffffff,3.0,0.0,0.0,1.0,0.0
832b94fffffffff,12.0,0.0,0.0,0.0,0.0
832b96fffffffff,8.0,0.0,0.0,0.0,0.0
832b98fffffffff,147.0,0.0,0.0,9.0,0.0
832b99fffffffff,125.0,0.0,0.0,20.0,0.0
832b9afffffffff,30.0,0.0,0.0,2.0,0.0
832b9bfffffffff,175.0,0.0,0.0,9.0,0.0
832b9cfffffffff,181.0,0.0,0.0,9.0,0.0
832b9dfffffffff,420.0,0.0,0.0,78.0,0.0
832b9efffffffff,88.0,0.0,0.0,2.0,0.0
832ba0fffffffff,4.0,0.0,0.0,0.0,0.0
832ba5fffffffff,118.0,0.0,0.0,0.0,0.0
832ba8fffffffff,344.0,0.0,0.0,265.0,0.0
832ba9fffffffff,6.0,0.0,0.0,0.0,0.0
832baafffffffff,171.0,0.0,0.0,2.0,0.0
832babfffffffff,33.0,0.0,0.0,20.0,0.0
832bacfffffffff,30.0,0.0,0.0,1.0,0.0
832badfffffffff,4.0,0.0,0.0,0.0,0.0
832baefffffffff,58.0,0.0,0.0,2.0,0.0
832bb2fffffffff,4.0,0.0,0.0,0.0,0.0
832bb3fffffffff,139.0,0.0,0.0,0.0,0.0
832bb5fffffffff,2.0,0.0,0.0,0.0,0.0
834412fffffffff,16.0,0.0,0.0,0.0,8.0
834413fffffffff,16.0,0.0,0.0,0.0,5.0
834414fffffffff,3.0,0.0,0.0,0.0,3.0
834416fffffffff,2.0,0.0,0.0,0.0,0.0
83441afffffffff,17.0,0.0,0.0,0.0,1.0
83441bfffffffff,1.0,0.0,0.0,0.0,1.0
83441efffffffff,21.0,0.0,0.0,0.0,2.0
834440fffffffff,11.0,0.0,0.0,0.0,0.0
834441fffffffff,3.0,0.0,0.0,0.0,0.0
834442fffffffff,2.0,0.0,0.0,0.0,0.0
834443fffffffff,7.0,0.0,0.0,0.0,0.0
834445fffffffff,7.0,0.0,0.0,0.0,0.0
834446fffffffff,8.0,0.0,0.0,0.0,2.0
834448fffffffff,7.0,0.0,0.0,0.0,0.0
834449fffffffff,1.0,0.0,0.0,0.0,0.0
83444bfffffffff,4.0,0.0,0.0,0.0,0.0
83444cfffffffff,10.0,0.0,0.0,0.0,0.0
83444dfffffffff,8.0,0.0,0.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0,0.0,0.0
834450fffffffff,3.0,0.0,0.0,0.0,0.0
834452fffffffff,4.0,0.0,0.0,0.0,2.0
834455fffffffff,1.0,0.0,0.0,0.0,0.0
834456fffffffff,2.0,0.0,0.0,0.0,2.0
83445bfffffffff,4.0,0.0,0.0,4.0,0.0
83445cfffffffff,1.0,0.0,0.0,0.0,0.0
834469fffffffff,3.0,0.0,0.0,0.0,0.0
83446bfffffffff,6.0,0.0,0.0,0.0,0.0
83446cfffffffff,19.0,0.0,0.0,3.0,0.0
83446dfffffffff,28.0,0.0,0.0,5.0,0.0
83446efffffffff,2.0,0.0,0.0,0.0,1.0
834473fffffffff,1.0,0.0,0.0,0.0,1.0
8344a1fffffffff,38.0,0.0,1.0,0.0,23.0
8344a5fffffffff,4.0,0.0,0.0,0.0,2.0
8344a8fffffffff,2.0,0.0,0.0,0.0,0.0
8344a9fffffffff,22.0,0.0,0.0,0.0,4.0
8344abfffffffff,3.0,0.0,0.0,0.0,2.0
8344acfffffffff,5.0,0.0,0.0,0.0,1.0
8344adfffffffff,9.0,0.0,0.0,0.0,2.0
8344aefffffffff,1.0,0.0,0.0,0.0,1.0
8344c0fffffffff,11.0,0.0,0.0,0.0,2.0
8344c1fffffffff,41.0,0.0,0.0,4.0,3.0
8344c2fffffffff,8.0,0.0,0.0,0.0,0.0
8344c3fffffffff,18.0,0.0,0.0,0.0,3.0
8344c4fffffffff,2.0,0.0,0.0,0.0,0.0
8344c5fffffffff,1.0,0.0,0.0,0.0,1.0
8344c8fffffffff,3.0,0.0,0.0,0.0,0.0
8344c9fffffffff,6.0,0.0,0.0,0.0,0.0
8344cafffffffff,4.0,0.0,0.0,0.0,0.0
8344cbfffffffff,2.0,0.0,0.0,0.0,0.0
8344ccfffffffff,22.0,0.0,0.0,0.0,0.0
8344cdfffffffff,6.0,0.0,0.0,0.0,0.0
8344cefffffffff,2.0,0.0,0.0,0.0,0.0
8344d1fffffffff,3.0,0.0,0.0,0.0,0.0
8344d3fffffffff,1.0,0.0,0.0,0.0,0.0
8344d5fffffffff,11.0,0.0,0.0,0.0,0.0
8344d8fffffffff,9.0,0.0,0.0,0.0,0.0
8344d9fffffffff,3.0,0.0,0.0,0.0,0.0
8344dafffffffff,10.0,0.0,0.0,0.0,0.0
8344dbfffffffff,10.0,0.0,0.0,0.0,0.0
8344ddfffffffff,24.0,0.0,0.0,0.0,0.0
8344defffffffff,9.0,0.0,0.0,0.0,0.0
8344e0fffffffff,1.0,0.0,0.0,0.0,1.0
8344e3fffffffff,4.0,0.0,0.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0,0.0,0.0
8344e5fffffffff,4.0,0.0,0.0,0.0,4.0
