cell_id,Trogon surrucura,Trogon surrucura aurantius,Trogon surrucura surrucura
84a884dffffffff,16.0,6.0,0.0
84a8857ffffffff,17.0,0.0,0.0
84a8859ffffffff,1.0,0.0,0.0
84a885bffffffff,2.0,0.0,0.0
84a8863ffffffff,21.0,3.0,0.0
84a8867ffffffff,4.0,0.0,0.0
84a8895ffffffff,6.0,0.0,6.0
84a88bbffffffff,14.0,0.0,12.0
84a88ddffffffff,21.0,0.0,0.0
84a88e9ffffffff,17.0,4.0,0.0
84a88ebffffffff,1.0,0.0,0.0
84a8917ffffffff,4.0,0.0,0.0
84a8919ffffffff,71.0,11.0,0.0
84a8953ffffffff,27.0,1.0,0.0
84a8a07ffffffff,2.0,0.0,0.0
84a8a11ffffffff,49.0,0.0,0.0
84a8a13ffffffff,747.0,141.0,33.0
84a8a15ffffffff,87.0,3.0,0.0
84a8a17ffffffff,218.0,9.0,9.0
84a8a19ffffffff,41.0,2.0,0.0
84a8a1bffffffff,2.0,0.0,0.0
84a8a1dffffffff,23.0,6.0,0.0
84a8a23ffffffff,430.0,79.0,9.0
84a8a27ffffffff,122.0,7.0,0.0
84a8a31ffffffff,8.0,0.0,0.0
84a8a33ffffffff,9.0,0.0,0.0
84a8a35ffffffff,57.0,3.0,0.0
84a8a37ffffffff,4.0,0.0,0.0
84a8a39ffffffff,20.0,2.0,0.0
84a8a3bffffffff,10.0,2.0,0.0
84a8a3dffffffff,184.0,7.0,2.0
84a8a53ffffffff,29.0,0.0,2.0
84a8a91ffffffff,45.0,0.0,4.0
84a8a95ffffffff,1.0,0.0,1.0
84a8a97ffffffff,19.0,0.0,0.0
84a8a99ffffffff,3.0,0.0,0.0
84a8aa5ffffffff,1.0,0.0,0.0
84a8aa7ffffffff,2.0,0.0,0.0
84a8aadffffffff,19.0,0.0,0.0
84a8ab9ffffffff,4.0,0.0,0.0
84a8ac1ffffffff,5.0,0.0,0.0
84a8ac5ffffffff,7.0,3.0,0.0
84a8ac9ffffffff,64.0,0.0,0.0
84a8acbffffffff,9.0,0.0,0.0
84a8acdffffffff,69.0,0.0,7.0
84a8ad1ffffffff,10.0,0.0,10.0
84a8ad3ffffffff,2.0,0.0,0.0
84a8ad5ffffffff,4.0,0.0,2.0
84a8ae1ffffffff,3.0,0.0,0.0
84a8ae3ffffffff,7.0,0.0,0.0
84a8ae5ffffffff,32.0,0.0,0.0
84a8ae9ffffffff,2.0,0.0,0.0
84a8aebffffffff,1.0,0.0,0.0
84a8aedffffffff,5.0,4.0,0.0
84a8b13ffffffff,4.0,2.0,0.0
84a8c03ffffffff,39.0,0.0,0.0
84a8c05ffffffff,46.0,0.0,2.0
84a8c07ffffffff,2.0,0.0,0.0
84a8c09ffffffff,8.0,0.0,0.0
84a8c0dffffffff,8.0,0.0,0.0
84a8c15ffffffff,7.0,0.0,0.0
84a8c23ffffffff,17.0,0.0,0.0
84a8c25ffffffff,2.0,0.0,0.0
84a8c2bffffffff,8.0,0.0,0.0
84a8c31ffffffff,1.0,0.0,0.0
84a8c43ffffffff,2.0,0.0,0.0
84a8c47ffffffff,4.0,0.0,0.0
84a8c63ffffffff,8.0,0.0,0.0
84a8d01ffffffff,1.0,0.0,0.0
84a8d05ffffffff,1.0,0.0,0.0
84a8d07ffffffff,1.0,0.0,0.0
84a8d19ffffffff,3.0,0.0,0.0
84a8d1bffffffff,68.0,0.0,6.0
84a8d41ffffffff,3.0,0.0,0.0
84a8d43ffffffff,17.0,0.0,4.0
84a8d45ffffffff,4.0,0.0,4.0
84a8d47ffffffff,2.0,0.0,2.0
84a8d4bffffffff,2.0,0.0,0.0
84a8d53ffffffff,5.0,0.0,0.0
84a8d5dffffffff,3.0,0.0,1.0
84a8da1ffffffff,1.0,0.0,0.0
84a8de1ffffffff,6.0,0.0,0.0
84a8de3ffffffff,7.0,0.0,0.0
84a8de7ffffffff,6.0,0.0,0.0
84a8debffffffff,13.0,0.0,0.0
84a8e19ffffffff,2.0,0.0,0.0
84a8e45ffffffff,4.0,0.0,0.0
84a8e61ffffffff,2.0,0.0,0.0
84a8e6bffffffff,4.0,0.0,0.0
84a8f41ffffffff,2.0,0.0,0.0
84a8f45ffffffff,4.0,0.0,0.0
84a8f4dffffffff,4.0,0.0,0.0
84a9013ffffffff,6.0,0.0,0.0
84a9033ffffffff,12.0,0.0,0.0
84a9081ffffffff,3.0,0.0,0.0
84a9085ffffffff,2.0,0.0,0.0
84a9087ffffffff,2.0,0.0,0.0
84a9089ffffffff,4.0,0.0,0.0
84a908bffffffff,2.0,0.0,0.0
84a908dffffffff,11.0,0.0,0.0
84a9095ffffffff,23.0,0.0,0.0
84a909dffffffff,19.0,0.0,0.0
84a90a7ffffffff,4.0,0.0,0.0
84a90a9ffffffff,2.0,0.0,0.0
84a90b3ffffffff,4.0,0.0,0.0
84a90b9ffffffff,3.0,0.0,0.0
84a90bbffffffff,3.0,0.0,0.0
84a90c1ffffffff,2.0,0.0,0.0
84a90c3ffffffff,3.0,0.0,0.0
84a90c5ffffffff,2.0,0.0,0.0
84a90c7ffffffff,7.0,0.0,0.0
84a90cbffffffff,2.0,0.0,0.0
84a90cdffffffff,11.0,0.0,1.0
84a90d5ffffffff,7.0,0.0,0.0
84a90d9ffffffff,11.0,0.0,0.0
84a90dbffffffff,9.0,0.0,0.0
84a90e1ffffffff,53.0,0.0,3.0
84a90e3ffffffff,2.0,0.0,0.0
84a90e5ffffffff,59.0,0.0,2.0
84a90e7ffffffff,14.0,0.0,2.0
84a90e9ffffffff,13.0,0.0,0.0
84a90ebffffffff,13.0,0.0,0.0
84a918bffffffff,16.0,0.0,2.0
84a9191ffffffff,13.0,0.0,2.0
84a9193ffffffff,1.0,0.0,0.0
84a9195ffffffff,22.0,0.0,0.0
84a919dffffffff,16.0,0.0,0.0
84a91b1ffffffff,56.0,0.0,2.0
84a91b3ffffffff,4.0,0.0,0.0
84a91b5ffffffff,8.0,0.0,0.0
84a91b7ffffffff,57.0,0.0,0.0
84a91b9ffffffff,8.0,0.0,1.0
84a91bbffffffff,9.0,0.0,0.0
84a91bdffffffff,4.0,0.0,0.0
84a91d1ffffffff,8.0,0.0,0.0
84a91d5ffffffff,2.0,0.0,0.0
84a91d7ffffffff,21.0,0.0,2.0
84a91d9ffffffff,53.0,0.0,0.0
84a91ddffffffff,2.0,0.0,0.0
84a9295ffffffff,4.0,0.0,0.0
84a92a5ffffffff,3.0,0.0,0.0
84a92abffffffff,1.0,0.0,0.0
84a92bdffffffff,6.0,0.0,0.0
84a92c3ffffffff,1.0,0.0,0.0
84a92c5ffffffff,6.0,0.0,0.0
84a92c7ffffffff,2.0,0.0,0.0
84a92cbffffffff,167.0,0.0,0.0
84a92d1ffffffff,3.0,0.0,0.0
84a92e3ffffffff,20.0,0.0,0.0
84a92ebffffffff,36.0,0.0,0.0
84a9403ffffffff,2.0,0.0,0.0
84a940dffffffff,7.0,0.0,0.0
84a9411ffffffff,49.0,0.0,0.0
84a9413ffffffff,64.0,0.0,0.0
84a9417ffffffff,9.0,0.0,0.0
84a9419ffffffff,18.0,0.0,0.0
84a941bffffffff,111.0,0.0,0.0
84a9425ffffffff,251.0,0.0,0.0
84a9427ffffffff,22.0,0.0,0.0
84a9429ffffffff,20.0,0.0,0.0
84a942dffffffff,28.0,0.0,0.0
84a9431ffffffff,4.0,0.0,0.0
84a9433ffffffff,13.0,0.0,0.0
84a9435ffffffff,16.0,0.0,0.0
84a9437ffffffff,37.0,0.0,0.0
84a943dffffffff,438.0,0.0,0.0
84a9441ffffffff,3.0,0.0,0.0
84a9443ffffffff,2.0,0.0,0.0
84a9447ffffffff,28.0,0.0,0.0
84a9451ffffffff,2.0,0.0,0.0
84a9453ffffffff,7.0,0.0,0.0
84a9457ffffffff,5.0,0.0,0.0
84a945bffffffff,31.0,0.0,0.0
84a9461ffffffff,14.0,0.0,0.0
84a9463ffffffff,14.0,0.0,0.0
84a9465ffffffff,332.0,0.0,0.0
84a946bffffffff,42.0,0.0,0.0
84a946dffffffff,16.0,0.0,0.0
84a94c1ffffffff,11.0,0.0,0.0
84a94c3ffffffff,6.0,0.0,0.0
84a94c5ffffffff,11.0,0.0,0.0
84a94c7ffffffff,69.0,0.0,0.0
84a94ddffffffff,10.0,0.0,0.0
84a94e3ffffffff,4.0,0.0,0.0
84a94e5ffffffff,3.0,0.0,0.0
84a94e9ffffffff,18.0,0.0,0.0
84a94edffffffff,9.0,0.0,0.0
84a9501ffffffff,130.0,0.0,4.0
84a9503ffffffff,33.0,0.0,0.0
84a9507ffffffff,233.0,0.0,0.0
84a9509ffffffff,200.0,0.0,0.0
84a950bffffffff,152.0,0.0,1.0
84a950dffffffff,73.0,0.0,0.0
84a9511ffffffff,4.0,0.0,0.0
84a9515ffffffff,26.0,0.0,0.0
84a951bffffffff,10.0,0.0,0.0
84a951dffffffff,13.0,0.0,0.0
84a9521ffffffff,1.0,0.0,1.0
84a9523ffffffff,1.0,0.0,0.0
84a9525ffffffff,23.0,0.0,4.0
84a9527ffffffff,183.0,0.0,0.0
84a952dffffffff,2.0,0.0,0.0
84a9531ffffffff,287.0,0.0,10.0
84a9533ffffffff,210.0,0.0,0.0
84a9535ffffffff,4.0,0.0,0.0
84a9537ffffffff,1.0,0.0,0.0
84a9539ffffffff,34.0,0.0,0.0
84a953bffffffff,1979.0,0.0,87.0
84a953dffffffff,12.0,0.0,0.0
84a9543ffffffff,4.0,0.0,0.0
84a9545ffffffff,2.0,0.0,0.0
84a9547ffffffff,12.0,0.0,0.0
84a9549ffffffff,2.0,0.0,0.0
84a954bffffffff,1.0,0.0,0.0
84a9551ffffffff,70.0,0.0,0.0
84a9553ffffffff,17.0,0.0,0.0
84a9555ffffffff,33.0,0.0,0.0
84a9557ffffffff,54.0,0.0,0.0
84a9559ffffffff,33.0,0.0,0.0
84a955bffffffff,146.0,0.0,0.0
84a955dffffffff,9.0,0.0,0.0
84a9565ffffffff,10.0,0.0,2.0
84a9567ffffffff,2.0,0.0,0.0
84a956bffffffff,2.0,0.0,0.0
84a9587ffffffff,2.0,0.0,0.0
84a9589ffffffff,2.0,0.0,0.0
84a9595ffffffff,4.0,0.0,0.0
84a95a5ffffffff,34.0,0.0,0.0
84a95abffffffff,161.0,0.0,0.0
84a95adffffffff,4.0,0.0,0.0
84a95b3ffffffff,3.0,0.0,0.0
84a95bbffffffff,2.0,0.0,0.0
84a95c3ffffffff,8.0,0.0,0.0
84a95c5ffffffff,68.0,0.0,0.0
84a95c9ffffffff,166.0,0.0,0.0
84a95d9ffffffff,15.0,0.0,0.0
84a95dbffffffff,2.0,0.0,0.0
84a95e5ffffffff,16.0,0.0,0.0
84a95edffffffff,218.0,0.0,5.0
84a9611ffffffff,18.0,0.0,0.0
84a9617ffffffff,20.0,0.0,0.0
84a9625ffffffff,2.0,0.0,0.0
84a9629ffffffff,2.0,0.0,0.0
84a962dffffffff,2.0,0.0,0.0
84a9637ffffffff,5.0,0.0,0.0
84a9685ffffffff,76.0,0.0,0.0
84a96a1ffffffff,2.0,0.0,0.0
84a96a5ffffffff,15.0,0.0,0.0
84a96a7ffffffff,30.0,0.0,0.0
84a96a9ffffffff,9.0,0.0,0.0
84a96abffffffff,6.0,0.0,0.0
84a96adffffffff,169.0,0.0,0.0
84a96b1ffffffff,2.0,0.0,0.0
84a96b5ffffffff,5.0,0.0,0.0
84a96b9ffffffff,15.0,0.0,0.0
84a96e1ffffffff,5.0,0.0,0.0
84a96e5ffffffff,9.0,0.0,0.0
84a96e7ffffffff,51.0,0.0,0.0
84a9711ffffffff,12.0,0.0,0.0
84a9717ffffffff,35.0,0.0,0.0
84a9723ffffffff,7.0,0.0,0.0
84a9727ffffffff,1.0,0.0,1.0
84a972bffffffff,2.0,0.0,0.0
84a9733ffffffff,43.0,0.0,0.0
84a973bffffffff,23.0,0.0,0.0
84a973dffffffff,6.0,0.0,0.0
84a9745ffffffff,3.0,0.0,0.0
84a9753ffffffff,2.0,0.0,0.0
84a975bffffffff,1.0,0.0,0.0
84a9761ffffffff,8.0,0.0,0.0
84a9765ffffffff,71.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0
84c2d35ffffffff,3.0,0.0,0.0
