cell_id,Otus senegalensis,Otus senegalensis senegalensis,Otus senegalensis feae,Otus senegalensis nivosus
847aeabffffffff,2.0,0.0,0.0,0.0
847b4b7ffffffff,1.0,0.0,0.0,0.0
8483117ffffffff,2.0,2.0,0.0,0.0
8483125ffffffff,8.0,2.0,0.0,0.0
84831edffffffff,1.0,0.0,0.0,0.0
849602dffffffff,4.0,0.0,0.0,0.0
849609dffffffff,1.0,0.0,0.0,0.0
8496149ffffffff,3.0,0.0,0.0,0.0
8496153ffffffff,2.0,0.0,0.0,0.0
849615dffffffff,1.0,0.0,0.0,0.0
84961c7ffffffff,1.0,0.0,0.0,0.0
8496201ffffffff,2.0,0.0,0.0,0.0
8496203ffffffff,2.0,0.0,0.0,0.0
8496207ffffffff,6.0,4.0,0.0,0.0
849623bffffffff,2.0,0.0,0.0,0.0
8496263ffffffff,6.0,6.0,0.0,0.0
8496283ffffffff,9.0,5.0,0.0,0.0
8496287ffffffff,3.0,0.0,0.0,0.0
849629dffffffff,2.0,0.0,0.0,0.0
84962abffffffff,1.0,0.0,0.0,0.0
84962b9ffffffff,3.0,2.0,0.0,0.0
84962c5ffffffff,2.0,0.0,0.0,0.0
84962c9ffffffff,9.0,5.0,0.0,0.0
84962d1ffffffff,1.0,0.0,0.0,0.0
84962d7ffffffff,5.0,5.0,0.0,0.0
8496331ffffffff,1.0,0.0,0.0,0.0
8496335ffffffff,30.0,0.0,0.0,0.0
8496757ffffffff,2.0,2.0,0.0,0.0
849676dffffffff,1.0,1.0,0.0,0.0
8496861ffffffff,2.0,0.0,0.0,0.0
84968c9ffffffff,2.0,0.0,0.0,0.0
8496901ffffffff,10.0,0.0,0.0,0.0
8496905ffffffff,4.0,0.0,0.0,0.0
8496907ffffffff,73.0,1.0,0.0,0.0
849692bffffffff,85.0,14.0,0.0,0.0
8496933ffffffff,1.0,0.0,0.0,0.0
849693dffffffff,2.0,0.0,0.0,0.0
8496a27ffffffff,7.0,2.0,0.0,0.0
8496a59ffffffff,6.0,3.0,0.0,0.0
8496a8bffffffff,2.0,2.0,0.0,0.0
8496b13ffffffff,6.0,1.0,0.0,0.0
8496b1bffffffff,18.0,6.0,0.0,0.0
8496b63ffffffff,1.0,1.0,0.0,0.0
849702bffffffff,3.0,0.0,0.0,0.0
849703dffffffff,3.0,0.0,0.0,0.0
8497053ffffffff,1.0,0.0,0.0,0.0
84970a7ffffffff,3.0,3.0,0.0,0.0
8497103ffffffff,4.0,0.0,0.0,0.0
8497107ffffffff,2.0,0.0,0.0,0.0
8497119ffffffff,15.0,6.0,0.0,0.0
849711dffffffff,4.0,0.0,0.0,0.0
849721bffffffff,2.0,0.0,0.0,0.0
8497245ffffffff,1.0,0.0,0.0,0.0
849728dffffffff,25.0,11.0,0.0,0.0
8497291ffffffff,18.0,1.0,0.0,0.0
849729bffffffff,1.0,0.0,0.0,0.0
84972c5ffffffff,25.0,4.0,0.0,0.0
84972cdffffffff,21.0,8.0,0.0,0.0
84972e3ffffffff,12.0,1.0,0.0,0.0
84972e7ffffffff,4.0,0.0,0.0,0.0
84972ebffffffff,5.0,0.0,0.0,0.0
8497313ffffffff,2.0,0.0,0.0,0.0
8497411ffffffff,4.0,4.0,0.0,0.0
8497415ffffffff,15.0,6.0,0.0,0.0
8497417ffffffff,13.0,0.0,0.0,0.0
849741dffffffff,5.0,3.0,0.0,0.0
8497431ffffffff,19.0,2.0,0.0,0.0
8497435ffffffff,1.0,0.0,0.0,0.0
8497437ffffffff,10.0,1.0,0.0,0.0
849743bffffffff,21.0,3.0,0.0,0.0
849743dffffffff,1.0,0.0,0.0,0.0
8497485ffffffff,2.0,0.0,0.0,0.0
8497489ffffffff,1.0,1.0,0.0,0.0
849749dffffffff,1.0,0.0,0.0,0.0
84974a9ffffffff,6.0,0.0,0.0,0.0
84974abffffffff,34.0,14.0,0.0,0.0
84974e1ffffffff,7.0,0.0,0.0,0.0
84974e5ffffffff,17.0,0.0,0.0,0.0
84974e9ffffffff,4.0,0.0,0.0,0.0
84974edffffffff,3.0,0.0,0.0,0.0
8497509ffffffff,13.0,4.0,0.0,0.0
849750bffffffff,2.0,0.0,0.0,0.0
8497513ffffffff,12.0,0.0,0.0,0.0
8497517ffffffff,2.0,1.0,0.0,0.0
8497529ffffffff,2.0,0.0,0.0,0.0
8497557ffffffff,9.0,4.0,0.0,0.0
8497587ffffffff,6.0,2.0,0.0,0.0
84975c5ffffffff,1.0,0.0,0.0,0.0
84975c7ffffffff,28.0,3.0,0.0,0.0
84975c9ffffffff,1.0,0.0,0.0,0.0
84975cbffffffff,2.0,0.0,0.0,0.0
84975d1ffffffff,5.0,0.0,0.0,0.0
84975d9ffffffff,3.0,0.0,0.0,0.0
84975ddffffffff,18.0,5.0,0.0,0.0
8497717ffffffff,2.0,0.0,0.0,0.0
8497733ffffffff,2.0,2.0,0.0,0.0
849774dffffffff,2.0,0.0,0.0,0.0
8497803ffffffff,2.0,2.0,0.0,0.0
8497823ffffffff,2.0,2.0,0.0,0.0
849789bffffffff,1.0,0.0,0.0,0.0
84978adffffffff,1.0,1.0,0.0,0.0
84978ebffffffff,2.0,0.0,0.0,0.0
84979d3ffffffff,3.0,0.0,0.0,0.0
8497a8bffffffff,2.0,0.0,0.0,0.0
8497aabffffffff,8.0,0.0,0.0,0.0
84ac801ffffffff,8.0,5.0,0.0,0.0
84ac809ffffffff,3.0,0.0,0.0,0.0
84ac81bffffffff,38.0,18.0,0.0,0.0
84ac81dffffffff,8.0,0.0,0.0,0.0
84ac829ffffffff,2.0,2.0,0.0,0.0
84ac853ffffffff,17.0,11.0,0.0,0.0
84ac85dffffffff,2.0,0.0,0.0,0.0
84ac863ffffffff,67.0,29.0,0.0,0.0
84ac867ffffffff,2.0,0.0,0.0,0.0
84ac883ffffffff,1.0,0.0,0.0,0.0
84ac8a9ffffffff,15.0,0.0,0.0,0.0
84ac8e7ffffffff,3.0,0.0,0.0,0.0
84ac959ffffffff,6.0,0.0,0.0,0.0
84ac96dffffffff,5.0,2.0,0.0,0.0
84ac995ffffffff,2.0,0.0,0.0,0.0
84ac9dbffffffff,3.0,3.0,0.0,0.0
84aca03ffffffff,5.0,0.0,0.0,0.0
84aca15ffffffff,1.0,0.0,0.0,0.0
84aca27ffffffff,1.0,1.0,0.0,0.0
84aca3bffffffff,2.0,0.0,0.0,0.0
84aca3dffffffff,32.0,7.0,0.0,0.0
84aca61ffffffff,1.0,0.0,0.0,0.0
84aca67ffffffff,1.0,0.0,0.0,0.0
84aca6bffffffff,6.0,2.0,0.0,0.0
84acaedffffffff,11.0,0.0,0.0,0.0
84acb11ffffffff,7.0,0.0,0.0,0.0
84acb15ffffffff,4.0,0.0,0.0,0.0
84acb1bffffffff,5.0,3.0,0.0,0.0
84acb33ffffffff,2.0,0.0,0.0,0.0
84ad945ffffffff,1.0,0.0,0.0,0.0
84bc1bbffffffff,1.0,0.0,0.0,0.0
84bc559ffffffff,2.0,0.0,0.0,0.0
84bc723ffffffff,3.0,0.0,0.0,0.0
84bc89bffffffff,2.0,0.0,0.0,0.0
84bcca5ffffffff,2.0,2.0,0.0,0.0
84bcd05ffffffff,6.0,0.0,0.0,0.0
84bcd0dffffffff,39.0,4.0,0.0,0.0
84bcd1bffffffff,1.0,1.0,0.0,0.0
84bcd21ffffffff,233.0,61.0,0.0,0.0
84bcd23ffffffff,107.0,53.0,0.0,0.0
84bcd25ffffffff,3.0,0.0,0.0,0.0
84bcd27ffffffff,90.0,32.0,0.0,0.0
84bcd29ffffffff,50.0,5.0,0.0,0.0
84bcd2bffffffff,1.0,0.0,0.0,0.0
84bcd2dffffffff,1.0,0.0,0.0,0.0
84bcd35ffffffff,4.0,1.0,0.0,0.0
84bcd37ffffffff,1.0,1.0,0.0,0.0
84bcd45ffffffff,4.0,1.0,0.0,0.0
84bcd63ffffffff,31.0,8.0,0.0,0.0
84bcd67ffffffff,2.0,0.0,0.0,0.0
84bcd81ffffffff,1.0,0.0,0.0,0.0
84bcd89ffffffff,2.0,0.0,0.0,0.0
84bcd8dffffffff,2.0,0.0,0.0,0.0
84bcda3ffffffff,3.0,0.0,0.0,0.0
84bcdb9ffffffff,1.0,0.0,0.0,0.0
84bcdc1ffffffff,12.0,3.0,0.0,0.0
84bcdc3ffffffff,4.0,4.0,0.0,0.0
84bcdc5ffffffff,5.0,0.0,0.0,0.0
84bcdc7ffffffff,1.0,0.0,0.0,0.0
84bcdd1ffffffff,2.0,0.0,0.0,0.0
84bcdd9ffffffff,5.0,4.0,0.0,0.0
84bcdddffffffff,1.0,1.0,0.0,0.0
84bcdebffffffff,4.0,0.0,0.0,0.0
84bcf0dffffffff,7.0,0.0,0.0,0.0
84bcf21ffffffff,3.0,0.0,0.0,0.0
84bcf29ffffffff,83.0,30.0,0.0,0.0
