cell_id,Ispidina picta,Ispidina picta picta/ferrugina,Ispidina picta natalensis
84750d1ffffffff,227.0,0.0,0.0
84750d3ffffffff,10.0,0.0,0.0
84750d7ffffffff,2.0,0.0,0.0
84750d9ffffffff,5.0,0.0,0.0
84750dbffffffff,7.0,0.0,0.0
84750ddffffffff,10.0,0.0,0.0
8475131ffffffff,1.0,0.0,0.0
847518dffffffff,2.0,0.0,0.0
8475191ffffffff,3.0,0.0,0.0
8475201ffffffff,34.0,0.0,0.0
8475207ffffffff,40.0,0.0,0.0
8475283ffffffff,2.0,0.0,0.0
8475291ffffffff,1.0,0.0,0.0
8475293ffffffff,25.0,0.0,0.0
8475295ffffffff,71.0,0.0,0.0
847529bffffffff,42.0,0.0,0.0
84752a3ffffffff,4.0,0.0,0.0
84752abffffffff,7.0,0.0,0.0
84752adffffffff,14.0,0.0,0.0
84752b5ffffffff,6.0,0.0,0.0
84752d3ffffffff,1.0,0.0,0.0
84752e9ffffffff,3.0,0.0,0.0
8475313ffffffff,2.0,0.0,0.0
8475761ffffffff,6.0,0.0,0.0
8475769ffffffff,6.0,0.0,0.0
847576dffffffff,1.0,0.0,0.0
8475a07ffffffff,8.0,0.0,0.0
8475a65ffffffff,2.0,0.0,0.0
8475b05ffffffff,1.0,0.0,0.0
847a401ffffffff,6.0,0.0,0.0
847a405ffffffff,1.0,0.0,0.0
847a407ffffffff,11.0,0.0,0.0
847a40bffffffff,4.0,0.0,0.0
847a40dffffffff,2.0,0.0,0.0
847a413ffffffff,93.0,0.0,0.0
847a41bffffffff,12.0,0.0,0.0
847a459ffffffff,22.0,0.0,0.0
847a481ffffffff,9.0,0.0,0.0
847a483ffffffff,6.0,0.0,0.0
847a489ffffffff,1.0,0.0,0.0
847a48bffffffff,5.0,0.0,0.0
847a495ffffffff,2.0,0.0,0.0
847a49dffffffff,4.0,0.0,0.0
847a4b1ffffffff,1.0,0.0,0.0
847a4b5ffffffff,4.0,0.0,0.0
847a4bdffffffff,1.0,0.0,0.0
847a4c1ffffffff,3.0,0.0,0.0
847a4c7ffffffff,2.0,0.0,0.0
847a4cbffffffff,43.0,0.0,0.0
847a4cdffffffff,7.0,0.0,0.0
847a4d1ffffffff,59.0,0.0,0.0
847a4d3ffffffff,1.0,0.0,0.0
847a4d5ffffffff,4.0,0.0,0.0
847a4d7ffffffff,3.0,0.0,0.0
847a4d9ffffffff,1.0,0.0,0.0
847a4dbffffffff,4.0,0.0,0.0
847a4ddffffffff,35.0,0.0,0.0
847a601ffffffff,1.0,0.0,0.0
847a609ffffffff,2.0,0.0,0.0
847a619ffffffff,1.0,0.0,0.0
847a61dffffffff,5.0,0.0,0.0
847a641ffffffff,2.0,0.0,0.0
847a651ffffffff,2.0,0.0,0.0
847a653ffffffff,14.0,0.0,0.0
847a655ffffffff,3.0,0.0,0.0
847a657ffffffff,3.0,0.0,0.0
847a659ffffffff,3.0,0.0,0.0
847a65bffffffff,2.0,0.0,0.0
847a681ffffffff,66.0,0.0,0.0
847a683ffffffff,44.0,0.0,0.0
847a687ffffffff,4.0,0.0,0.0
847a689ffffffff,3.0,0.0,0.0
847a68bffffffff,9.0,0.0,0.0
847a695ffffffff,2.0,0.0,0.0
847a697ffffffff,3.0,0.0,0.0
847a6a1ffffffff,2.0,0.0,0.0
847a6adffffffff,4.0,0.0,0.0
847a6b3ffffffff,6.0,0.0,0.0
847a6b7ffffffff,14.0,0.0,0.0
847a6cbffffffff,1.0,0.0,0.0
847a6d1ffffffff,1.0,0.0,0.0
847a6d3ffffffff,3.0,0.0,0.0
847a6d7ffffffff,3.0,0.0,0.0
847a6e1ffffffff,2.0,0.0,0.0
847a6e5ffffffff,59.0,0.0,0.0
847a6ebffffffff,3.0,0.0,0.0
847a6edffffffff,7.0,0.0,0.0
847a751ffffffff,1.0,0.0,0.0
847a75dffffffff,1.0,0.0,0.0
847ac15ffffffff,4.0,0.0,0.0
847ac81ffffffff,32.0,0.0,0.0
847ac87ffffffff,33.0,0.0,0.0
847ac8bffffffff,5.0,0.0,0.0
847ac97ffffffff,5.0,0.0,0.0
847aca3ffffffff,4.0,0.0,0.0
847accdffffffff,3.0,0.0,0.0
847acd5ffffffff,47.0,0.0,0.0
847ad91ffffffff,6.0,0.0,0.0
847ad93ffffffff,24.0,0.0,0.0
847ad95ffffffff,4.0,0.0,0.0
847ad99ffffffff,19.0,0.0,0.0
847ae81ffffffff,3.0,0.0,0.0
847aeb3ffffffff,1.0,0.0,0.0
847b487ffffffff,1.0,0.0,0.0
847b491ffffffff,2.0,0.0,0.0
847b4a5ffffffff,3.0,0.0,0.0
847b4adffffffff,1.0,0.0,1.0
847b4b9ffffffff,9.0,0.0,0.0
847b4ddffffffff,1.0,0.0,0.0
847b591ffffffff,3.0,0.0,0.0
847b595ffffffff,10.0,0.0,0.0
847b597ffffffff,21.0,0.0,0.0
847b59bffffffff,1.0,0.0,0.0
847b6bbffffffff,7.0,0.0,0.0
8482181ffffffff,3.0,0.0,0.0
848218dffffffff,1.0,0.0,0.0
8482833ffffffff,1.0,0.0,0.0
848284dffffffff,1.0,0.0,0.0
84828b5ffffffff,43.0,0.0,0.0
84828b7ffffffff,1.0,0.0,0.0
84828bdffffffff,3.0,0.0,0.0
84828d1ffffffff,19.0,0.0,0.0
848294bffffffff,1.0,0.0,0.0
8482a37ffffffff,2.0,0.0,0.0
8482a81ffffffff,2.0,0.0,0.0
8482aadffffffff,4.0,0.0,0.0
8482b63ffffffff,1.0,0.0,0.0
8482d07ffffffff,21.0,0.0,0.0
8482d27ffffffff,5.0,0.0,0.0
8482d37ffffffff,4.0,0.0,0.0
8482d4dffffffff,2.0,0.0,0.0
8482d67ffffffff,2.0,0.0,0.0
8482db5ffffffff,2.0,0.0,0.0
8482f09ffffffff,5.0,0.0,0.0
8482f69ffffffff,3.0,0.0,0.0
8483117ffffffff,1.0,0.0,0.0
8483151ffffffff,12.0,0.0,0.0
8483861ffffffff,2.0,0.0,0.0
84838a5ffffffff,1.0,0.0,0.0
84838e3ffffffff,2.0,0.0,0.0
8483981ffffffff,4.0,0.0,0.0
848398bffffffff,10.0,0.0,0.0
8483a89ffffffff,6.0,0.0,0.0
8483ac3ffffffff,1.0,0.0,0.0
8496009ffffffff,3.0,0.0,0.0
8496047ffffffff,2.0,0.0,0.0
8496089ffffffff,1.0,0.0,0.0
8496097ffffffff,2.0,0.0,0.0
84960bbffffffff,1.0,0.0,0.0
849615dffffffff,5.0,0.0,0.0
849620bffffffff,2.0,0.0,0.0
8496217ffffffff,2.0,0.0,0.0
84962b9ffffffff,6.0,0.0,0.0
84962c9ffffffff,4.0,0.0,0.0
84962ebffffffff,2.0,0.0,0.0
8496335ffffffff,1.0,0.0,0.0
8496365ffffffff,2.0,0.0,0.0
8496707ffffffff,1.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0
8496907ffffffff,11.0,0.0,0.0
849690bffffffff,1.0,0.0,0.0
8496925ffffffff,55.0,0.0,0.0
849692bffffffff,9.0,0.0,0.0
8496931ffffffff,1.0,0.0,0.0
8496935ffffffff,9.0,0.0,0.0
849693dffffffff,36.0,0.0,0.0
8496995ffffffff,1.0,0.0,0.0
84969a1ffffffff,24.0,0.0,0.0
84969a5ffffffff,7.0,0.0,0.0
84969bdffffffff,3.0,0.0,0.0
8496a01ffffffff,2.0,0.0,0.0
8496a8dffffffff,2.0,0.0,0.0
8496b19ffffffff,2.0,0.0,0.0
8496b1bffffffff,4.0,0.0,0.0
8496b43ffffffff,2.0,0.0,0.0
8496b47ffffffff,3.0,0.0,0.0
8496b6dffffffff,2.0,0.0,0.0
8496d01ffffffff,1.0,0.0,0.0
8497007ffffffff,6.0,0.0,0.0
8497027ffffffff,2.0,0.0,0.0
849702bffffffff,14.0,0.0,0.0
8497035ffffffff,5.0,0.0,0.0
849703dffffffff,15.0,0.0,0.0
8497103ffffffff,18.0,0.0,0.0
8497107ffffffff,3.0,0.0,0.0
8497111ffffffff,2.0,0.0,0.0
8497113ffffffff,1.0,0.0,0.0
8497119ffffffff,5.0,0.0,0.0
8497139ffffffff,8.0,0.0,0.0
8497153ffffffff,3.0,0.0,0.0
8497199ffffffff,3.0,0.0,0.0
849719bffffffff,1.0,0.0,0.0
84971c1ffffffff,12.0,0.0,0.0
84971d7ffffffff,3.0,0.0,0.0
849721bffffffff,1.0,0.0,0.0
849728dffffffff,2.0,0.0,0.0
8497291ffffffff,3.0,0.0,0.0
84972c1ffffffff,2.0,0.0,0.0
84972d5ffffffff,2.0,0.0,0.0
84972d7ffffffff,1.0,0.0,0.0
84972d9ffffffff,6.0,0.0,0.0
84972e3ffffffff,14.0,0.0,0.0
84972ebffffffff,2.0,0.0,0.0
84974edffffffff,1.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0
8497513ffffffff,3.0,0.0,0.0
8497517ffffffff,4.0,0.0,0.0
84975c5ffffffff,3.0,0.0,0.0
84975c7ffffffff,9.0,0.0,0.0
8497725ffffffff,3.0,0.0,0.0
8497885ffffffff,2.0,0.0,0.0
8497895ffffffff,2.0,0.0,0.0
84978c9ffffffff,2.0,0.0,0.0
84978e7ffffffff,2.0,0.0,0.0
84978ebffffffff,2.0,0.0,0.0
8497a81ffffffff,1.0,0.0,0.0
8497a89ffffffff,2.0,0.0,0.0
8497a8bffffffff,3.0,0.0,0.0
8497aabffffffff,3.0,0.0,0.0
84bc091ffffffff,1.0,0.0,0.0
84bc095ffffffff,2.0,0.0,0.0
84bc099ffffffff,1.0,0.0,0.0
84bc0bdffffffff,4.0,0.0,0.0
84bc197ffffffff,2.0,0.0,0.0
84bc1b3ffffffff,3.0,0.0,0.0
84bc1b7ffffffff,2.0,0.0,0.0
84bc737ffffffff,3.0,0.0,0.0
84bc899ffffffff,1.0,0.0,0.0
84bc89bffffffff,8.0,0.0,0.0
84bc991ffffffff,2.0,0.0,0.0
84bcd03ffffffff,2.0,0.0,0.0
84bcd05ffffffff,7.0,0.0,0.0
84bcd09ffffffff,1.0,0.0,0.0
84bcd0bffffffff,2.0,0.0,0.0
84bcd0dffffffff,3.0,0.0,0.0
84bcd11ffffffff,2.0,0.0,0.0
84bcd13ffffffff,1.0,0.0,0.0
84bcd1bffffffff,2.0,0.0,0.0
84bcd21ffffffff,10.0,0.0,0.0
84bcd23ffffffff,12.0,0.0,0.0
84bcd27ffffffff,5.0,0.0,0.0
84bcd29ffffffff,24.0,0.0,0.0
84bcd35ffffffff,3.0,0.0,0.0
84bcd3dffffffff,7.0,0.0,0.0
84bcd41ffffffff,2.0,0.0,0.0
84bcd45ffffffff,1.0,0.0,0.0
84bcd63ffffffff,5.0,0.0,0.0
84bcd67ffffffff,8.0,0.0,0.0
84bcd6dffffffff,7.0,0.0,0.0
84bcda3ffffffff,3.0,0.0,0.0
84bcdc3ffffffff,4.0,0.0,0.0
84bcdcdffffffff,2.0,0.0,0.0
84bcde5ffffffff,2.0,0.0,0.0
84bcdebffffffff,2.0,0.0,0.0
84bce29ffffffff,2.0,0.0,0.0
84bce67ffffffff,2.0,0.0,0.0
84bce69ffffffff,4.0,0.0,0.0
84bce6dffffffff,2.0,0.0,0.0
84bcf05ffffffff,2.0,0.0,0.0
84bcf09ffffffff,4.0,0.0,0.0
84bcf21ffffffff,1.0,0.0,0.0
84bcf25ffffffff,9.0,0.0,0.0
84bcf29ffffffff,172.0,0.0,0.0
84bcf3dffffffff,2.0,0.0,0.0
84bcf43ffffffff,4.0,0.0,0.0
84bcf47ffffffff,9.0,0.0,0.0
84bcf59ffffffff,1.0,0.0,0.0
84bcf5bffffffff,4.0,0.0,0.0
84bcf5dffffffff,5.0,0.0,0.0
84bcf61ffffffff,24.0,0.0,0.0
84bcf63ffffffff,17.0,0.0,0.0
84bcf67ffffffff,10.0,0.0,0.0
