cell_id,Aphelocoma woodhouseii,Aphelocoma woodhouseii [woodhouseii Group],Aphelocoma woodhouseii sumichrasti/remota
8426953ffffffff,135.0,2.0,0.0
8426957ffffffff,9.0,0.0,0.0
8426959ffffffff,23.0,0.0,0.0
842695bffffffff,42.0,2.0,0.0
842695dffffffff,6.0,0.0,0.0
8426961ffffffff,92.0,0.0,0.0
8426963ffffffff,1270.0,0.0,0.0
8426965ffffffff,40.0,0.0,0.0
8426967ffffffff,252.0,8.0,0.0
8426969ffffffff,821.0,31.0,0.0
842696bffffffff,3279.0,10.0,0.0
8426981ffffffff,60.0,6.0,0.0
8426983ffffffff,164.0,2.0,0.0
8426985ffffffff,75.0,7.0,0.0
8426987ffffffff,1590.0,20.0,0.0
8426989ffffffff,596.0,15.0,0.0
842698bffffffff,14.0,5.0,0.0
842698dffffffff,200.0,4.0,0.0
8426991ffffffff,367.0,6.0,0.0
8426993ffffffff,26.0,2.0,0.0
8426995ffffffff,1105.0,44.0,0.0
8426997ffffffff,117.0,2.0,0.0
842699bffffffff,139.0,2.0,0.0
842699dffffffff,31.0,0.0,0.0
84269a1ffffffff,43.0,5.0,0.0
84269a3ffffffff,2.0,0.0,0.0
84269a5ffffffff,2.0,0.0,0.0
84269a7ffffffff,4.0,0.0,0.0
84269a9ffffffff,99.0,7.0,0.0
84269abffffffff,60.0,0.0,0.0
84269adffffffff,35.0,3.0,0.0
84269b1ffffffff,7.0,0.0,0.0
84269b5ffffffff,2.0,2.0,0.0
84269b7ffffffff,1.0,0.0,0.0
84269b9ffffffff,413.0,15.0,0.0
84269bbffffffff,51.0,0.0,0.0
84269bdffffffff,22.0,7.0,0.0
84269c1ffffffff,1345.0,177.0,0.0
84269c3ffffffff,147.0,43.0,0.0
84269c5ffffffff,529.0,31.0,0.0
84269c7ffffffff,73.0,10.0,0.0
84269c9ffffffff,144.0,19.0,0.0
84269cbffffffff,456.0,41.0,0.0
84269cdffffffff,902.0,86.0,0.0
84269d5ffffffff,474.0,27.0,0.0
84269d7ffffffff,2.0,0.0,0.0
84269dbffffffff,3.0,0.0,0.0
84269ddffffffff,751.0,153.0,0.0
84269e1ffffffff,331.0,9.0,0.0
84269e3ffffffff,15.0,2.0,0.0
84269e7ffffffff,65.0,2.0,0.0
84269e9ffffffff,257.0,0.0,0.0
84269ebffffffff,242.0,4.0,0.0
84269edffffffff,27.0,0.0,0.0
8426aa5ffffffff,690.0,52.0,0.0
8426aadffffffff,5.0,0.0,0.0
8426b2dffffffff,2.0,0.0,0.0
8426b33ffffffff,14.0,0.0,0.0
8426b65ffffffff,3.0,0.0,0.0
8426b67ffffffff,2.0,0.0,0.0
8426d0bffffffff,1.0,0.0,0.0
8426d11ffffffff,2.0,0.0,0.0
8426d15ffffffff,31.0,0.0,0.0
8426d17ffffffff,2.0,0.0,0.0
8426d1dffffffff,5.0,2.0,0.0
8426d21ffffffff,2.0,0.0,0.0
8426d25ffffffff,18.0,2.0,0.0
8426d27ffffffff,5.0,0.0,0.0
8426d29ffffffff,2.0,0.0,0.0
8426d2bffffffff,15.0,0.0,0.0
8426d2dffffffff,26.0,4.0,0.0
8426d35ffffffff,1.0,0.0,0.0
8426d39ffffffff,1.0,0.0,0.0
8426d3bffffffff,1.0,0.0,0.0
8426d41ffffffff,6.0,0.0,0.0
8426d45ffffffff,226.0,0.0,0.0
8426d47ffffffff,29.0,0.0,0.0
8426d49ffffffff,1.0,0.0,0.0
8426d53ffffffff,2.0,0.0,0.0
8426d57ffffffff,2.0,0.0,0.0
8426d61ffffffff,1.0,0.0,0.0
8426d65ffffffff,1.0,0.0,0.0
8426d67ffffffff,33.0,0.0,0.0
8426d69ffffffff,2.0,0.0,0.0
8426d6bffffffff,52.0,5.0,0.0
8426d6dffffffff,55.0,2.0,0.0
8426d85ffffffff,7.0,0.0,0.0
8426d8dffffffff,6.0,0.0,0.0
8426d95ffffffff,27.0,0.0,0.0
8426d97ffffffff,44.0,3.0,0.0
8426d99ffffffff,2.0,0.0,0.0
8426da3ffffffff,2.0,0.0,0.0
8426da9ffffffff,2.0,0.0,0.0
8426dabffffffff,2.0,0.0,0.0
8426db1ffffffff,11.0,0.0,0.0
8426db3ffffffff,6.0,0.0,0.0
8426db5ffffffff,6.0,0.0,0.0
8426db7ffffffff,4.0,0.0,0.0
8426db9ffffffff,31.0,0.0,0.0
8426dbbffffffff,164.0,2.0,0.0
8426dc1ffffffff,1.0,0.0,0.0
8426de9ffffffff,11.0,0.0,0.0
8426f35ffffffff,1.0,0.0,0.0
8428a43ffffffff,5.0,0.0,0.0
8428a45ffffffff,3.0,0.0,0.0
8428a51ffffffff,2.0,2.0,0.0
8428a67ffffffff,3.0,0.0,0.0
8428a6dffffffff,12.0,0.0,0.0
8428b01ffffffff,4.0,0.0,0.0
8428b05ffffffff,6.0,0.0,0.0
8428b07ffffffff,3.0,0.0,0.0
8428b09ffffffff,174.0,26.0,0.0
8428b0bffffffff,22.0,2.0,0.0
8428b0dffffffff,122.0,0.0,0.0
8428b11ffffffff,4.0,0.0,0.0
8428b1dffffffff,10.0,0.0,0.0
8428b21ffffffff,14.0,0.0,0.0
8428b23ffffffff,2.0,0.0,0.0
8428b29ffffffff,5.0,0.0,0.0
8428b2bffffffff,144.0,8.0,0.0
8428b47ffffffff,3.0,0.0,0.0
8428b4bffffffff,1.0,0.0,0.0
8428b57ffffffff,11.0,0.0,0.0
8428b5dffffffff,3.0,0.0,0.0
8428b61ffffffff,4.0,0.0,0.0
8428b63ffffffff,2.0,0.0,0.0
8428b69ffffffff,6.0,0.0,0.0
8428b6dffffffff,72.0,0.0,0.0
8429809ffffffff,7.0,0.0,0.0
842980dffffffff,152.0,0.0,0.0
8429811ffffffff,9.0,0.0,0.0
8429813ffffffff,4.0,0.0,0.0
842981dffffffff,3.0,0.0,0.0
8429821ffffffff,2.0,2.0,0.0
8429825ffffffff,27.0,0.0,0.0
8429827ffffffff,5.0,0.0,0.0
842982bffffffff,8.0,0.0,0.0
842982dffffffff,1.0,0.0,0.0
8429835ffffffff,5.0,0.0,0.0
8429837ffffffff,2.0,0.0,0.0
8429841ffffffff,6.0,0.0,0.0
8429845ffffffff,6.0,0.0,0.0
8429847ffffffff,40.0,0.0,0.0
842984dffffffff,61.0,0.0,0.0
8429861ffffffff,6.0,0.0,0.0
8429863ffffffff,107.0,0.0,0.0
8429865ffffffff,20.0,0.0,0.0
8429867ffffffff,35.0,0.0,0.0
8429869ffffffff,40.0,0.0,0.0
842986bffffffff,1207.0,0.0,0.0
8429883ffffffff,10.0,0.0,0.0
8429889ffffffff,41.0,0.0,0.0
842988bffffffff,2.0,0.0,0.0
8429891ffffffff,10.0,0.0,0.0
8429895ffffffff,5.0,0.0,0.0
8429899ffffffff,12.0,0.0,0.0
842989dffffffff,35.0,2.0,0.0
84298a1ffffffff,13.0,0.0,0.0
84298a5ffffffff,7.0,0.0,0.0
84298a9ffffffff,7.0,0.0,0.0
84298abffffffff,50.0,0.0,0.0
84298adffffffff,20.0,0.0,0.0
84298b7ffffffff,18.0,3.0,0.0
84298b9ffffffff,21.0,0.0,0.0
84298c1ffffffff,131.0,16.0,0.0
84298c3ffffffff,163.0,14.0,0.0
84298c9ffffffff,58.0,6.0,0.0
84298cbffffffff,50.0,3.0,0.0
84298cdffffffff,32.0,0.0,0.0
84298d1ffffffff,2.0,0.0,0.0
84298d5ffffffff,55.0,8.0,0.0
84298d7ffffffff,181.0,35.0,0.0
84298ddffffffff,40.0,5.0,0.0
84298e1ffffffff,12.0,0.0,0.0
84298e3ffffffff,6.0,0.0,0.0
84298e5ffffffff,5.0,0.0,0.0
84298e7ffffffff,4.0,2.0,0.0
84298e9ffffffff,10.0,0.0,0.0
84298edffffffff,2.0,0.0,0.0
8429901ffffffff,36.0,0.0,0.0
8429903ffffffff,30.0,0.0,0.0
8429905ffffffff,69.0,0.0,0.0
8429907ffffffff,61.0,0.0,0.0
8429909ffffffff,108.0,8.0,0.0
842990bffffffff,1335.0,101.0,0.0
842990dffffffff,18.0,0.0,0.0
8429915ffffffff,6.0,0.0,0.0
8429919ffffffff,45.0,3.0,0.0
842991bffffffff,3.0,0.0,0.0
842991dffffffff,245.0,7.0,0.0
8429921ffffffff,32.0,0.0,0.0
8429923ffffffff,112.0,0.0,0.0
8429925ffffffff,4.0,0.0,0.0
8429927ffffffff,4.0,0.0,0.0
8429929ffffffff,28.0,0.0,0.0
842992bffffffff,507.0,0.0,0.0
842992dffffffff,7.0,0.0,0.0
8429931ffffffff,31.0,0.0,0.0
8429933ffffffff,3.0,0.0,0.0
8429935ffffffff,14.0,0.0,0.0
8429937ffffffff,14.0,0.0,0.0
8429939ffffffff,13.0,0.0,0.0
842993bffffffff,14.0,0.0,0.0
8429941ffffffff,20.0,0.0,0.0
8429945ffffffff,41.0,0.0,0.0
8429947ffffffff,40.0,0.0,0.0
842994bffffffff,14.0,0.0,0.0
842994dffffffff,1610.0,0.0,0.0
8429951ffffffff,49.0,0.0,0.0
8429953ffffffff,305.0,22.0,0.0
8429955ffffffff,47.0,7.0,0.0
8429957ffffffff,461.0,33.0,0.0
842995bffffffff,50.0,2.0,0.0
842995dffffffff,2.0,0.0,0.0
8429963ffffffff,5.0,0.0,0.0
8429965ffffffff,36.0,13.0,0.0
842996bffffffff,24.0,0.0,0.0
842996dffffffff,13.0,0.0,0.0
8429981ffffffff,8.0,0.0,0.0
8429983ffffffff,2.0,0.0,0.0
8429989ffffffff,21.0,0.0,0.0
842998bffffffff,3.0,0.0,0.0
842998dffffffff,6.0,0.0,0.0
8429995ffffffff,61.0,0.0,0.0
8429997ffffffff,4.0,0.0,0.0
84299a5ffffffff,5.0,0.0,0.0
84299a9ffffffff,4.0,0.0,0.0
84299abffffffff,2.0,0.0,0.0
84299adffffffff,11.0,0.0,0.0
84299b3ffffffff,5.0,0.0,0.0
84299b7ffffffff,4.0,0.0,0.0
84299bbffffffff,22.0,0.0,0.0
84299bdffffffff,39.0,0.0,0.0
84299c7ffffffff,4.0,0.0,0.0
84299cdffffffff,2.0,0.0,0.0
84299d3ffffffff,2.0,0.0,0.0
84299d7ffffffff,5.0,0.0,0.0
84299dbffffffff,2.0,0.0,0.0
84299ebffffffff,164.0,0.0,0.0
8429a25ffffffff,16.0,0.0,0.0
8429a27ffffffff,2.0,0.0,0.0
8429b01ffffffff,15.0,3.0,0.0
8429b03ffffffff,247.0,18.0,0.0
8429b05ffffffff,17.0,3.0,0.0
8429b07ffffffff,3.0,0.0,0.0
8429b0dffffffff,2.0,2.0,0.0
8429b11ffffffff,14.0,0.0,0.0
8429b13ffffffff,61.0,0.0,0.0
8429b15ffffffff,51.0,0.0,0.0
8429b1bffffffff,215.0,0.0,0.0
8429b21ffffffff,34.0,1.0,0.0
8429b25ffffffff,149.0,3.0,0.0
8429b27ffffffff,40.0,0.0,0.0
8429b29ffffffff,1030.0,51.0,0.0
8429b2bffffffff,25.0,4.0,0.0
8429b2dffffffff,1248.0,62.0,0.0
8429b31ffffffff,5.0,0.0,0.0
8429b39ffffffff,100.0,8.0,0.0
8429b3bffffffff,12.0,0.0,0.0
8429b3dffffffff,18.0,0.0,0.0
8429b61ffffffff,31.0,4.0,0.0
8429b63ffffffff,135.0,10.0,0.0
8429b65ffffffff,485.0,168.0,0.0
8429b67ffffffff,1370.0,63.0,0.0
8429b69ffffffff,8.0,5.0,0.0
8429b6bffffffff,70.0,16.0,0.0
8429b6dffffffff,13.0,0.0,0.0
8448101ffffffff,3.0,0.0,0.0
8448107ffffffff,2.0,0.0,0.0
8448109ffffffff,2.0,0.0,0.0
844810dffffffff,3.0,0.0,0.0
8448143ffffffff,2.0,0.0,0.0
8448147ffffffff,65.0,0.0,0.0
844814bffffffff,5.0,0.0,0.0
8448169ffffffff,13.0,0.0,0.0
844818dffffffff,1.0,0.0,0.0
8448197ffffffff,4.0,0.0,0.0
84481b1ffffffff,2.0,0.0,0.0
84481b3ffffffff,2.0,0.0,0.0
84481b7ffffffff,2.0,0.0,0.0
84481b9ffffffff,1.0,0.0,0.0
84481bbffffffff,4.0,0.0,0.0
84481c7ffffffff,2.0,0.0,0.0
84481e7ffffffff,1.0,0.0,0.0
8448831ffffffff,2.0,0.0,0.0
8448833ffffffff,96.0,2.0,0.0
8448837ffffffff,103.0,3.0,0.0
8448881ffffffff,59.0,0.0,0.0
8448885ffffffff,26.0,2.0,0.0
8448887ffffffff,16.0,0.0,0.0
8448889ffffffff,1.0,0.0,0.0
844888bffffffff,3.0,0.0,0.0
8448899ffffffff,4.0,0.0,0.0
844889dffffffff,6.0,0.0,0.0
84488a1ffffffff,19.0,0.0,0.0
84488a3ffffffff,10.0,0.0,0.0
84488a5ffffffff,8.0,0.0,0.0
84488a7ffffffff,20.0,0.0,0.0
84488a9ffffffff,45.0,0.0,0.0
84488abffffffff,4.0,0.0,0.0
84488adffffffff,36.0,0.0,0.0
84488b7ffffffff,41.0,6.0,0.0
84488d5ffffffff,8.0,0.0,0.0
84488d7ffffffff,16.0,0.0,0.0
84488e1ffffffff,39.0,0.0,0.0
84488e3ffffffff,4.0,0.0,0.0
84488e5ffffffff,96.0,0.0,0.0
84488e7ffffffff,7.0,0.0,0.0
84488e9ffffffff,3.0,0.0,0.0
84488ebffffffff,1.0,0.0,0.0
84488edffffffff,301.0,3.0,0.0
8448981ffffffff,65.0,0.0,0.0
8448983ffffffff,84.0,0.0,0.0
8448985ffffffff,598.0,1.0,0.0
8448987ffffffff,61.0,0.0,0.0
8448989ffffffff,68.0,0.0,0.0
844898bffffffff,11.0,0.0,0.0
844898dffffffff,2481.0,18.0,0.0
8448991ffffffff,7.0,0.0,0.0
8448993ffffffff,4.0,0.0,0.0
8448995ffffffff,11.0,0.0,0.0
8448997ffffffff,12.0,0.0,0.0
8448999ffffffff,16.0,0.0,0.0
844899bffffffff,10.0,0.0,0.0
844899dffffffff,2.0,0.0,0.0
84489abffffffff,110.0,3.0,0.0
84489b9ffffffff,4.0,0.0,0.0
84489bbffffffff,2.0,0.0,0.0
84489bdffffffff,16.0,0.0,0.0
84489c1ffffffff,974.0,32.0,0.0
84489c3ffffffff,1578.0,12.0,0.0
84489c5ffffffff,30.0,0.0,0.0
84489c7ffffffff,742.0,1.0,0.0
84489c9ffffffff,5.0,0.0,0.0
84489cbffffffff,138.0,3.0,0.0
84489d1ffffffff,389.0,21.0,0.0
84489d3ffffffff,1340.0,37.0,0.0
84489d5ffffffff,189.0,0.0,0.0
84489d7ffffffff,7.0,0.0,0.0
84489d9ffffffff,847.0,31.0,0.0
84489dbffffffff,30.0,0.0,0.0
84489ddffffffff,256.0,0.0,0.0
84489e3ffffffff,89.0,2.0,0.0
84489ebffffffff,57.0,0.0,0.0
8448a01ffffffff,2.0,0.0,0.0
8448a05ffffffff,145.0,0.0,0.0
8448a07ffffffff,2.0,0.0,0.0
8448a09ffffffff,2.0,0.0,0.0
8448a21ffffffff,5.0,0.0,0.0
8448a29ffffffff,125.0,0.0,0.0
8448a2bffffffff,5.0,0.0,0.0
8448a67ffffffff,37.0,0.0,0.0
8448ae1ffffffff,1.0,0.0,0.0
8448c01ffffffff,56.0,2.0,0.0
8448c03ffffffff,192.0,15.0,0.0
8448c05ffffffff,98.0,6.0,0.0
8448c07ffffffff,209.0,8.0,0.0
8448c09ffffffff,2.0,0.0,0.0
8448c0bffffffff,293.0,4.0,0.0
8448c0dffffffff,2.0,0.0,0.0
8448c11ffffffff,574.0,9.0,0.0
8448c13ffffffff,21.0,5.0,0.0
8448c15ffffffff,59.0,0.0,0.0
8448c17ffffffff,26.0,2.0,0.0
8448c19ffffffff,45.0,27.0,0.0
8448c1bffffffff,38.0,9.0,0.0
8448c1dffffffff,132.0,0.0,0.0
8448c25ffffffff,50.0,1.0,0.0
8448c27ffffffff,8.0,0.0,0.0
8448c2bffffffff,38.0,0.0,0.0
8448c2dffffffff,38.0,3.0,0.0
8448c31ffffffff,66.0,3.0,0.0
8448c33ffffffff,42.0,0.0,0.0
8448c35ffffffff,1346.0,95.0,0.0
8448c37ffffffff,24.0,0.0,0.0
8448c39ffffffff,11.0,0.0,0.0
8448c3bffffffff,9.0,0.0,0.0
8448c3dffffffff,20.0,0.0,0.0
8448c47ffffffff,21.0,2.0,0.0
8448c4bffffffff,9.0,0.0,0.0
8448c51ffffffff,8.0,0.0,0.0
8448c53ffffffff,6.0,6.0,0.0
8448c55ffffffff,10.0,0.0,0.0
8448c57ffffffff,33.0,2.0,0.0
8448c59ffffffff,3369.0,892.0,0.0
8448c5bffffffff,169.0,39.0,0.0
8448c5dffffffff,14.0,7.0,0.0
8448c61ffffffff,119.0,22.0,0.0
8448c63ffffffff,487.0,27.0,0.0
8448c65ffffffff,58.0,2.0,0.0
8448c67ffffffff,76.0,1.0,0.0
8448c69ffffffff,132.0,19.0,0.0
8448c6dffffffff,29.0,3.0,0.0
8448c81ffffffff,7.0,2.0,0.0
8448c85ffffffff,2.0,1.0,0.0
8448c89ffffffff,19.0,3.0,0.0
8448c8bffffffff,8.0,6.0,0.0
8448c93ffffffff,6.0,2.0,0.0
8448c97ffffffff,12.0,0.0,0.0
8448c99ffffffff,481.0,24.0,0.0
8448c9bffffffff,26.0,1.0,0.0
8448ca1ffffffff,25.0,0.0,0.0
8448ca3ffffffff,12.0,0.0,0.0
8448ca9ffffffff,49.0,0.0,0.0
8448cabffffffff,4.0,0.0,0.0
8448cadffffffff,99.0,13.0,0.0
8448cb3ffffffff,4.0,0.0,0.0
8448cb5ffffffff,52.0,14.0,0.0
8448cb9ffffffff,9.0,7.0,0.0
8448cbdffffffff,5.0,1.0,0.0
8448cc1ffffffff,96.0,33.0,0.0
8448cc3ffffffff,93.0,23.0,0.0
8448cc5ffffffff,175.0,49.0,0.0
8448cc7ffffffff,284.0,55.0,0.0
8448ccbffffffff,34.0,12.0,0.0
8448cd1ffffffff,49.0,7.0,0.0
8448cd3ffffffff,1248.0,98.0,0.0
8448cd5ffffffff,26.0,4.0,0.0
8448cd7ffffffff,39.0,6.0,0.0
8448cd9ffffffff,704.0,265.0,0.0
8448cdbffffffff,309.0,49.0,0.0
8448cddffffffff,14.0,5.0,0.0
8448ce1ffffffff,5.0,0.0,0.0
8448ce3ffffffff,5.0,0.0,0.0
8448ce5ffffffff,7.0,0.0,0.0
8448ce7ffffffff,12.0,2.0,0.0
8448ce9ffffffff,6.0,1.0,0.0
8448cebffffffff,118.0,42.0,0.0
8448cedffffffff,6.0,0.0,0.0
8448d03ffffffff,82.0,0.0,0.0
8448d07ffffffff,1.0,0.0,0.0
8448d11ffffffff,5.0,2.0,0.0
8448d13ffffffff,10.0,2.0,0.0
8448d15ffffffff,1.0,0.0,0.0
8448d19ffffffff,51.0,0.0,0.0
8448d1bffffffff,110.0,7.0,0.0
8448d23ffffffff,2.0,0.0,0.0
8448d33ffffffff,53.0,3.0,0.0
8448d35ffffffff,1.0,0.0,0.0
8448d37ffffffff,25.0,7.0,0.0
8448d43ffffffff,152.0,21.0,0.0
8448d4bffffffff,685.0,27.0,0.0
8448d51ffffffff,6.0,2.0,0.0
8448d53ffffffff,138.0,3.0,0.0
8448d57ffffffff,2.0,0.0,0.0
8448d59ffffffff,2.0,0.0,0.0
8448d5bffffffff,2.0,0.0,0.0
8448d5dffffffff,173.0,15.0,0.0
8448d81ffffffff,1042.0,29.0,0.0
8448d83ffffffff,5272.0,2080.0,0.0
8448d85ffffffff,546.0,7.0,0.0
8448d87ffffffff,5958.0,1223.0,0.0
8448d89ffffffff,5427.0,872.0,0.0
8448d8bffffffff,383.0,19.0,0.0
8448d8dffffffff,9.0,0.0,0.0
8448d91ffffffff,7.0,1.0,0.0
8448d93ffffffff,2.0,0.0,0.0
8448d95ffffffff,15.0,0.0,0.0
8448d97ffffffff,2.0,1.0,0.0
8448d9bffffffff,5.0,0.0,0.0
8448d9dffffffff,8.0,0.0,0.0
8448da1ffffffff,78.0,8.0,0.0
8448da3ffffffff,36.0,0.0,0.0
8448da5ffffffff,61.0,12.0,0.0
8448da7ffffffff,17.0,0.0,0.0
8448da9ffffffff,382.0,28.0,0.0
8448dabffffffff,31.0,1.0,0.0
8448dadffffffff,6.0,0.0,0.0
8448db1ffffffff,16.0,0.0,0.0
8448db3ffffffff,22.0,10.0,0.0
8448db5ffffffff,259.0,0.0,0.0
8448db7ffffffff,15.0,5.0,0.0
8448db9ffffffff,127.0,23.0,0.0
8448dbbffffffff,108.0,10.0,0.0
8448dbdffffffff,269.0,4.0,0.0
8448dc1ffffffff,74.0,6.0,0.0
8448dc3ffffffff,111.0,3.0,0.0
8448dc5ffffffff,25.0,7.0,0.0
8448dc7ffffffff,163.0,13.0,0.0
8448dc9ffffffff,3.0,1.0,0.0
8448dcbffffffff,177.0,19.0,0.0
8448dcdffffffff,18.0,2.0,0.0
8448dd1ffffffff,3.0,1.0,0.0
8448dd3ffffffff,31.0,8.0,0.0
8448dd5ffffffff,61.0,8.0,0.0
8448dd7ffffffff,23.0,0.0,0.0
8448dd9ffffffff,11.0,0.0,0.0
8448ddbffffffff,224.0,68.0,0.0
8448dddffffffff,11.0,0.0,0.0
8448de3ffffffff,70.0,0.0,0.0
8448de5ffffffff,83.0,1.0,0.0
8448de7ffffffff,16.0,3.0,0.0
8448de9ffffffff,28.0,2.0,0.0
8448debffffffff,23.0,0.0,0.0
8448e07ffffffff,2.0,0.0,0.0
8448e2bffffffff,2.0,0.0,0.0
8448e33ffffffff,103.0,24.0,0.0
8448e37ffffffff,316.0,83.0,0.0
8448e3dffffffff,3.0,0.0,0.0
8448e57ffffffff,1.0,0.0,0.0
8448e61ffffffff,27.0,0.0,0.0
8448e63ffffffff,9.0,0.0,0.0
8448e65ffffffff,2.0,0.0,0.0
8448e67ffffffff,10.0,0.0,0.0
8448e6bffffffff,1.0,1.0,0.0
8448e6dffffffff,4.0,0.0,0.0
8448e85ffffffff,861.0,238.0,0.0
8448e87ffffffff,10.0,0.0,0.0
8448e89ffffffff,7.0,4.0,0.0
8448e8dffffffff,154.0,18.0,0.0
8448e97ffffffff,2.0,0.0,0.0
8448ea1ffffffff,25.0,10.0,0.0
8448ea3ffffffff,7.0,3.0,0.0
8448ea5ffffffff,13.0,2.0,0.0
8448ea7ffffffff,32.0,6.0,0.0
8448ea9ffffffff,25.0,14.0,0.0
8448eabffffffff,523.0,31.0,0.0
8448eadffffffff,49.0,32.0,0.0
8448eb1ffffffff,295.0,66.0,0.0
8448eb3ffffffff,1191.0,408.0,0.0
8448eb5ffffffff,596.0,83.0,0.0
8448eb7ffffffff,56.0,20.0,0.0
8448ebbffffffff,8.0,0.0,0.0
8448ebdffffffff,11.0,2.0,0.0
8448ee1ffffffff,77.0,22.0,0.0
8448ee3ffffffff,121.0,17.0,0.0
8448ee5ffffffff,15.0,3.0,0.0
8448ee7ffffffff,99.0,25.0,0.0
8448ee9ffffffff,2075.0,441.0,0.0
8448eebffffffff,120.0,13.0,0.0
8448eedffffffff,14.0,2.0,0.0
8448f21ffffffff,4186.0,326.0,0.0
8448f25ffffffff,1855.0,97.0,0.0
8448f27ffffffff,2.0,0.0,0.0
8448f29ffffffff,2.0,0.0,0.0
8448f2bffffffff,1.0,0.0,0.0
8448f2dffffffff,282.0,41.0,0.0
8448f35ffffffff,8.0,0.0,0.0
8448f37ffffffff,1.0,0.0,0.0
8448f3dffffffff,2.0,0.0,0.0
8448f59ffffffff,5.0,0.0,0.0
8448f63ffffffff,18.0,1.0,0.0
8448f65ffffffff,3.0,0.0,0.0
8449809ffffffff,2.0,0.0,0.0
8449825ffffffff,2.0,0.0,0.0
844982dffffffff,5.0,0.0,0.0
