cell_id,Limosa lapponica,Limosa lapponica [lapponica Group],Limosa lapponica [baueri Group]
82196ffffffffff,632.0,0.0,0.0
821977fffffffff,605.0,58.0,0.0
821e07fffffffff,7.0,0.0,0.0
821e0ffffffffff,8.0,0.0,0.0
821e17fffffffff,6.0,0.0,0.0
821e1ffffffffff,3.0,0.0,0.0
821e27fffffffff,11.0,0.0,0.0
821e4ffffffffff,5.0,0.0,0.0
821e87fffffffff,15.0,0.0,0.0
821ea7fffffffff,10.0,0.0,0.0
821eaffffffffff,5.0,0.0,0.0
821ec7fffffffff,4.0,2.0,0.0
821ed7fffffffff,15.0,2.0,0.0
821ef7fffffffff,2.0,0.0,0.0
821f07fffffffff,295.0,24.0,0.0
821f0ffffffffff,122.0,0.0,0.0
821f17fffffffff,34.0,0.0,0.0
821f27fffffffff,93.0,8.0,0.0
821f2ffffffffff,150.0,3.0,0.0
821f37fffffffff,362.0,12.0,0.0
821f67fffffffff,34.0,0.0,0.0
821f77fffffffff,81.0,0.0,0.0
821f87fffffffff,8.0,2.0,0.0
821f9ffffffffff,3.0,0.0,0.0
821fa7fffffffff,6.0,2.0,0.0
821fb7fffffffff,1.0,0.0,0.0
822037fffffffff,4.0,0.0,0.0
8220a7fffffffff,3.0,0.0,0.0
8220e7fffffffff,6.0,0.0,0.0
8222dffffffffff,539.0,0.0,0.0
8222effffffffff,258.0,0.0,0.0
82242ffffffffff,9.0,0.0,9.0
822437fffffffff,1.0,0.0,1.0
822477fffffffff,3.0,0.0,2.0
822c0ffffffffff,2.0,0.0,0.0
822c27fffffffff,25.0,0.0,0.0
822c2ffffffffff,13.0,0.0,0.0
822c57fffffffff,2.0,0.0,0.0
822c87fffffffff,5.0,0.0,0.0
822c97fffffffff,359.0,13.0,0.0
822c9ffffffffff,5.0,0.0,0.0
822caffffffffff,5.0,0.0,0.0
822cc7fffffffff,24.0,0.0,0.0
822cd7fffffffff,6.0,0.0,0.0
822cdffffffffff,1.0,0.0,0.0
822ce7fffffffff,4.0,0.0,0.0
822cf7fffffffff,15.0,0.0,0.0
822d77fffffffff,3.0,0.0,0.0
822da7fffffffff,10.0,0.0,0.0
822db7fffffffff,53.0,10.0,0.0
822e0ffffffffff,2.0,0.0,0.0
822e17fffffffff,3.0,0.0,0.0
822e1ffffffffff,3.0,0.0,0.0
822e2ffffffffff,2.0,0.0,0.0
822e67fffffffff,19.0,0.0,0.0
822e9ffffffffff,2.0,0.0,0.0
822eaffffffffff,2.0,0.0,1.0
822f5ffffffffff,73.0,0.0,7.0
823017fffffffff,2.0,0.0,0.0
82301ffffffffff,4.0,0.0,0.0
823027fffffffff,1.0,0.0,0.0
82302ffffffffff,17.0,0.0,0.0
823037fffffffff,63.0,0.0,3.0
823087fffffffff,171.0,0.0,40.0
82309ffffffffff,214.0,0.0,75.0
8230a7fffffffff,11.0,0.0,6.0
8230c7fffffffff,119.0,0.0,0.0
8230dffffffffff,33.0,0.0,4.0
8230e7fffffffff,207.0,0.0,13.0
82316ffffffffff,12.0,0.0,0.0
82318ffffffffff,586.0,0.0,9.0
823427fffffffff,2.0,0.0,0.0
82344ffffffffff,51.0,11.0,0.0
82346ffffffffff,32.0,2.0,0.0
82351ffffffffff,142.0,0.0,0.0
823827fffffffff,121.0,1.0,0.0
82384ffffffffff,3.0,0.0,0.0
82386ffffffffff,4.0,0.0,0.0
823917fffffffff,1443.0,10.0,0.0
82391ffffffffff,1320.0,55.0,0.0
823927fffffffff,1456.0,2.0,0.0
82392ffffffffff,67.0,0.0,0.0
823937fffffffff,616.0,0.0,0.0
823947fffffffff,21.0,0.0,0.0
823957fffffffff,261.0,4.0,0.0
823967fffffffff,3.0,0.0,0.0
82396ffffffffff,66.0,0.0,0.0
823977fffffffff,405.0,0.0,0.0
823987fffffffff,166.0,35.0,0.0
823997fffffffff,42.0,2.0,0.0
8239affffffffff,115.0,9.0,0.0
823c8ffffffffff,125.0,0.0,0.0
823cd7fffffffff,40.0,0.0,0.0
823cf7fffffffff,2.0,0.0,0.0
823e47fffffffff,2.0,0.0,0.0
823e67fffffffff,1.0,0.0,0.0
823e6ffffffffff,7.0,0.0,0.0
823f2ffffffffff,35.0,0.0,0.0
823f37fffffffff,2.0,0.0,0.0
823f67fffffffff,3.0,0.0,0.0
82410ffffffffff,17.0,0.0,2.0
824117fffffffff,1.0,0.0,1.0
82411ffffffffff,174.0,0.0,31.0
824137fffffffff,10.0,0.0,0.0
824147fffffffff,2.0,0.0,1.0
824157fffffffff,17.0,0.0,0.0
824177fffffffff,10.0,0.0,3.0
824197fffffffff,1.0,0.0,0.0
8241a7fffffffff,232.0,0.0,10.0
8241b7fffffffff,43.0,0.0,20.0
824237fffffffff,32.0,0.0,0.0
8242c7fffffffff,435.0,0.0,0.0
8242d7fffffffff,3.0,0.0,0.0
8242dffffffffff,175.0,0.0,0.0
8242e7fffffffff,4.0,0.0,0.0
824317fffffffff,62.0,0.0,0.0
82431ffffffffff,209.0,0.0,0.0
824337fffffffff,3.0,0.0,0.0
82438ffffffffff,81.0,21.0,0.0
82439ffffffffff,175.0,85.0,0.0
8243a7fffffffff,329.0,3.0,0.0
8243affffffffff,647.0,45.0,0.0
824a27fffffffff,5.0,0.0,0.0
824b37fffffffff,3.0,0.0,0.0
824b67fffffffff,2.0,0.0,0.0
824b87fffffffff,11.0,0.0,5.0
824ba7fffffffff,375.0,0.0,12.0
824bb7fffffffff,1026.0,0.0,93.0
824f4ffffffffff,7.0,0.0,0.0
825217fffffffff,40.0,0.0,0.0
82521ffffffffff,51.0,0.0,0.0
825237fffffffff,2.0,0.0,0.0
82524ffffffffff,31.0,15.0,0.0
82528ffffffffff,5.0,0.0,0.0
8252d7fffffffff,60.0,0.0,0.0
82534ffffffffff,2.0,0.0,0.0
825367fffffffff,8.0,1.0,0.0
82536ffffffffff,63.0,0.0,0.0
8253affffffffff,6.0,0.0,0.0
825417fffffffff,53.0,4.0,0.0
82541ffffffffff,13.0,0.0,0.0
825437fffffffff,7.0,0.0,0.0
825497fffffffff,8.0,0.0,0.0
8254affffffffff,195.0,11.0,0.0
8254b7fffffffff,11.0,0.0,0.0
8254c7fffffffff,2.0,0.0,0.0
8254f7fffffffff,66.0,5.0,0.0
825517fffffffff,59.0,0.0,0.0
825537fffffffff,21.0,5.0,0.0
8255affffffffff,3.0,0.0,0.0
82574ffffffffff,5.0,0.0,0.0
825897fffffffff,1.0,0.0,0.0
826007fffffffff,185.0,0.0,0.0
826017fffffffff,1.0,0.0,0.0
82601ffffffffff,263.0,0.0,0.0
826027fffffffff,96.0,0.0,0.0
82608ffffffffff,139.0,0.0,0.0
8260affffffffff,102.0,0.0,0.0
826107fffffffff,10.0,0.0,0.0
82611ffffffffff,157.0,0.0,0.0
82618ffffffffff,14.0,0.0,0.0
82619ffffffffff,1.0,0.0,0.0
8261affffffffff,29.0,0.0,0.0
826327fffffffff,19.0,3.0,0.0
826337fffffffff,31.0,7.0,0.0
8263affffffffff,3.0,0.0,0.0
82640ffffffffff,62.0,0.0,0.0
826417fffffffff,4.0,0.0,0.0
82642ffffffffff,2.0,0.0,0.0
826437fffffffff,77.0,0.0,14.0
82648ffffffffff,1.0,0.0,0.0
8264affffffffff,3.0,0.0,0.0
8264e7fffffffff,77.0,0.0,0.0
826507fffffffff,81.0,0.0,1.0
82650ffffffffff,4.0,0.0,3.0
82651ffffffffff,42.0,0.0,4.0
826527fffffffff,125.0,0.0,1.0
826587fffffffff,8.0,0.0,0.0
82658ffffffffff,836.0,0.0,172.0
8265b7fffffffff,14.0,0.0,0.0
826817fffffffff,14.0,0.0,0.0
82682ffffffffff,3.0,0.0,1.0
826847fffffffff,11.0,0.0,0.0
826857fffffffff,2.0,0.0,0.0
82685ffffffffff,71.0,0.0,3.0
826867fffffffff,1.0,0.0,1.0
826877fffffffff,10.0,0.0,2.0
826897fffffffff,3.0,0.0,3.0
826947fffffffff,217.0,0.0,3.0
82699ffffffffff,2.0,0.0,0.0
8272a7fffffffff,2.0,0.0,0.0
8272affffffffff,5.0,0.0,0.0
827397fffffffff,2.0,0.0,0.0
82739ffffffffff,2.0,0.0,0.0
82750ffffffffff,2.0,0.0,0.0
827527fffffffff,4.0,0.0,0.0
827577fffffffff,22.0,0.0,0.0
82768ffffffffff,2.0,0.0,0.0
827b4ffffffffff,3.0,0.0,0.0
827b5ffffffffff,45.0,2.0,0.0
82818ffffffffff,1.0,0.0,0.0
8282d7fffffffff,1.0,0.0,0.0
8282f7fffffffff,8.0,0.0,0.0
8285a7fffffffff,15.0,0.0,0.0
828c17fffffffff,5.0,0.0,0.0
828c6ffffffffff,25.0,0.0,2.0
828c8ffffffffff,8.0,0.0,0.0
828c97fffffffff,31.0,0.0,2.0
828caffffffffff,2.0,0.0,0.0
828d87fffffffff,2.0,0.0,0.0
828d8ffffffffff,9.0,0.0,1.0
828da7fffffffff,1.0,0.0,1.0
828db7fffffffff,7.0,0.0,7.0
829407fffffffff,4.0,0.0,0.0
829417fffffffff,62.0,0.0,0.0
829427fffffffff,4.0,0.0,0.0
82942ffffffffff,7.0,0.0,0.0
829437fffffffff,2.0,0.0,0.0
829457fffffffff,324.0,0.0,0.0
829487fffffffff,974.0,0.0,273.0
829497fffffffff,97.0,0.0,49.0
8294affffffffff,32.0,0.0,0.0
8294e7fffffffff,2.0,0.0,0.0
8295a7fffffffff,79.0,0.0,17.0
829717fffffffff,7.0,0.0,0.0
829737fffffffff,20.0,0.0,0.0
829b0ffffffffff,1.0,0.0,0.0
829b47fffffffff,25.0,0.0,0.0
829b6ffffffffff,13.0,0.0,0.0
829c07fffffffff,73.0,0.0,9.0
829c1ffffffffff,5.0,0.0,0.0
829c27fffffffff,1734.0,0.0,218.0
829c47fffffffff,8.0,0.0,2.0
829c5ffffffffff,13.0,0.0,0.0
829c77fffffffff,13.0,0.0,0.0
829caffffffffff,5.0,0.0,0.0
829cc7fffffffff,3.0,0.0,0.0
829ce7fffffffff,8.0,0.0,0.0
829ceffffffffff,2.0,0.0,0.0
829cf7fffffffff,9.0,0.0,0.0
829d07fffffffff,70.0,0.0,4.0
829d0ffffffffff,71.0,0.0,1.0
829d27fffffffff,360.0,0.0,21.0
829d2ffffffffff,1.0,0.0,0.0
829e27fffffffff,12.0,0.0,0.0
829f57fffffffff,17.0,0.0,0.0
82a217fffffffff,1.0,0.0,0.0
82a31ffffffffff,9.0,0.0,0.0
82a357fffffffff,6.0,0.0,0.0
82a39ffffffffff,28.0,0.0,0.0
82a617fffffffff,164.0,0.0,0.0
82a627fffffffff,46.0,0.0,5.0
82a637fffffffff,36.0,0.0,8.0
82a6a7fffffffff,41.0,0.0,4.0
82a707fffffffff,36.0,0.0,0.0
82a71ffffffffff,3.0,0.0,3.0
82a727fffffffff,54.0,0.0,7.0
82a79ffffffffff,39.0,0.0,15.0
82ac17fffffffff,236.0,51.0,0.0
82aca7fffffffff,20.0,0.0,0.0
82acaffffffffff,3.0,0.0,0.0
82ad37fffffffff,352.0,89.0,0.0
82b837fffffffff,2.0,0.0,0.0
82b917fffffffff,103.0,0.0,0.0
82b91ffffffffff,4.0,0.0,0.0
82ba6ffffffffff,52.0,0.0,0.0
82bb0ffffffffff,361.0,0.0,0.0
82bb2ffffffffff,795.0,0.0,0.0
82bb37fffffffff,2.0,0.0,0.0
82bb57fffffffff,2498.0,0.0,0.0
82bb5ffffffffff,22.0,0.0,0.0
82bb77fffffffff,339.0,0.0,0.0
82bc0ffffffffff,2.0,0.0,0.0
82bc1ffffffffff,12.0,7.0,0.0
82bc47fffffffff,5.0,0.0,0.0
82bc4ffffffffff,2.0,0.0,0.0
82bc6ffffffffff,10.0,4.0,0.0
82bc77fffffffff,25.0,0.0,0.0
82bc8ffffffffff,5.0,0.0,0.0
82bc9ffffffffff,6.0,0.0,0.0
82bcf7fffffffff,33.0,6.0,0.0
82be0ffffffffff,2102.0,0.0,123.0
82be1ffffffffff,924.0,0.0,56.0
82be2ffffffffff,120.0,0.0,8.0
82be4ffffffffff,40.0,0.0,0.0
82be67fffffffff,1226.0,0.0,110.0
82be6ffffffffff,52.0,0.0,11.0
82be77fffffffff,374.0,0.0,33.0
82be8ffffffffff,2805.0,0.0,314.0
82beaffffffffff,367.0,0.0,136.0
82bf4ffffffffff,287.0,0.0,0.0
82bf5ffffffffff,4.0,0.0,0.0
82bf6ffffffffff,8.0,0.0,0.0
82bf8ffffffffff,97.0,0.0,24.0
82c987fffffffff,42.0,0.0,0.0
82c997fffffffff,205.0,0.0,9.0
82c99ffffffffff,2.0,0.0,0.0
82d44ffffffffff,1.0,0.0,0.0
82d897fffffffff,22.0,0.0,0.0
82d8b7fffffffff,2.0,0.0,0.0
82da87fffffffff,352.0,0.0,0.0
82da8ffffffffff,7.0,0.0,0.0
82da97fffffffff,601.0,0.0,0.0
82daaffffffffff,553.0,0.0,0.0
82dab7fffffffff,109.0,0.0,0.0
