cell_id,Empidonax difficilis,Empidonax difficilis [difficilis Group],Empidonax difficilis occidentalis/hellmayri,Empidonax difficilis difficilis x hellmayri
8326a8fffffffff,24.0,0.0,2.0,0.0
8326a9fffffffff,2.0,0.0,0.0,0.0
8326aafffffffff,286.0,0.0,256.0,0.0
8326abfffffffff,23.0,0.0,6.0,0.0
8326aefffffffff,42.0,0.0,42.0,0.0
8326b0fffffffff,37.0,0.0,37.0,0.0
8326b1fffffffff,2.0,0.0,2.0,0.0
8326b2fffffffff,7.0,0.0,7.0,0.0
8326b3fffffffff,8.0,0.0,8.0,0.0
8326b4fffffffff,50.0,0.0,50.0,0.0
8326b6fffffffff,99.0,0.0,97.0,0.0
8326defffffffff,4.0,0.0,4.0,0.0
8326f2fffffffff,4.0,0.0,4.0,0.0
832782fffffffff,2.0,0.0,2.0,0.0
832786fffffffff,2.0,0.0,2.0,0.0
832788fffffffff,1.0,0.0,1.0,0.0
83278bfffffffff,376.0,0.0,370.0,0.0
832790fffffffff,40.0,0.0,40.0,0.0
832791fffffffff,12.0,0.0,12.0,0.0
832792fffffffff,377.0,0.0,374.0,0.0
832793fffffffff,44.0,0.0,44.0,0.0
832795fffffffff,15.0,0.0,15.0,0.0
832796fffffffff,2.0,0.0,2.0,0.0
832798fffffffff,16.0,0.0,16.0,0.0
832799fffffffff,12.0,0.0,12.0,0.0
83279afffffffff,28.0,0.0,28.0,0.0
83279bfffffffff,11.0,0.0,11.0,0.0
83279cfffffffff,3.0,0.0,3.0,0.0
83279efffffffff,20.0,0.0,20.0,0.0
8327b2fffffffff,11.0,0.0,0.0,0.0
832800fffffffff,89.0,86.0,0.0,0.0
832802fffffffff,3186.0,3105.0,0.0,0.0
832803fffffffff,120.0,118.0,0.0,0.0
832806fffffffff,1083.0,1075.0,0.0,0.0
832810fffffffff,33.0,22.0,11.0,0.0
832811fffffffff,172.0,158.0,0.0,0.0
832812fffffffff,183.0,0.0,158.0,0.0
832813fffffffff,22.0,6.0,0.0,0.0
832814fffffffff,759.0,750.0,0.0,0.0
832815fffffffff,83.0,83.0,0.0,0.0
832816fffffffff,15.0,3.0,0.0,0.0
832818fffffffff,488.0,487.0,0.0,0.0
832819fffffffff,84.0,84.0,0.0,0.0
83281afffffffff,232.0,231.0,0.0,0.0
83281bfffffffff,747.0,747.0,0.0,0.0
83281cfffffffff,988.0,945.0,0.0,0.0
83281dfffffffff,75.0,74.0,0.0,0.0
83281efffffffff,745.0,714.0,0.0,0.0
832830fffffffff,16826.0,15719.0,0.0,0.0
832831fffffffff,2227.0,2170.0,0.0,0.0
832832fffffffff,3951.0,3892.0,0.0,0.0
832833fffffffff,393.0,391.0,0.0,0.0
832834fffffffff,19843.0,19695.0,0.0,0.0
832835fffffffff,1749.0,1009.0,0.0,0.0
832836fffffffff,290.0,290.0,0.0,0.0
832880fffffffff,27.0,0.0,23.0,0.0
832881fffffffff,86.0,0.0,0.0,0.0
832882fffffffff,12.0,0.0,12.0,0.0
832883fffffffff,37.0,0.0,31.0,0.0
832884fffffffff,218.0,0.0,2.0,0.0
832885fffffffff,5.0,1.0,0.0,0.0
832886fffffffff,61.0,0.0,59.0,0.0
832888fffffffff,423.0,287.0,41.0,0.0
832889fffffffff,421.0,420.0,0.0,0.0
83288afffffffff,481.0,128.0,181.0,0.0
83288bfffffffff,72.0,68.0,0.0,0.0
83288cfffffffff,197.0,0.0,0.0,0.0
83288dfffffffff,17.0,17.0,0.0,0.0
83288efffffffff,399.0,143.0,33.0,0.0
832890fffffffff,24.0,0.0,24.0,0.0
832891fffffffff,20.0,0.0,20.0,0.0
832892fffffffff,89.0,0.0,88.0,0.0
832893fffffffff,94.0,0.0,94.0,0.0
832894fffffffff,99.0,0.0,91.0,0.0
832895fffffffff,13.0,0.0,12.0,0.0
832896fffffffff,89.0,0.0,87.0,0.0
832898fffffffff,352.0,0.0,332.0,0.0
832899fffffffff,145.0,0.0,118.0,0.0
83289afffffffff,25.0,0.0,23.0,0.0
83289bfffffffff,61.0,0.0,56.0,0.0
83289cfffffffff,14.0,0.0,13.0,0.0
83289dfffffffff,58.0,0.0,39.0,0.0
83289efffffffff,85.0,0.0,81.0,0.0
8328a1fffffffff,92.0,36.0,0.0,0.0
8328a3fffffffff,28.0,0.0,23.0,0.0
8328a5fffffffff,2.0,0.0,0.0,0.0
8328a8fffffffff,5.0,2.0,0.0,0.0
8328a9fffffffff,857.0,824.0,0.0,0.0
8328aafffffffff,20.0,4.0,0.0,0.0
8328abfffffffff,36.0,29.0,0.0,0.0
8328acfffffffff,30.0,0.0,0.0,0.0
8328adfffffffff,49.0,2.0,0.0,0.0
8328aefffffffff,283.0,117.0,0.0,0.0
8328b0fffffffff,81.0,0.0,81.0,0.0
8328b1fffffffff,10.0,0.0,10.0,0.0
8328b2fffffffff,21.0,0.0,21.0,0.0
8328b3fffffffff,7.0,0.0,7.0,0.0
8328b4fffffffff,1.0,0.0,1.0,0.0
8328b5fffffffff,515.0,0.0,509.0,0.0
8328b6fffffffff,99.0,0.0,98.0,0.0
8328c2fffffffff,1203.0,1195.0,0.0,0.0
8328c3fffffffff,2.0,2.0,0.0,0.0
8328c6fffffffff,603.0,598.0,0.0,0.0
8328cafffffffff,39.0,39.0,0.0,0.0
8328cbfffffffff,3.0,3.0,0.0,0.0
8328d0fffffffff,886.0,880.0,0.0,0.0
8328d1fffffffff,9602.0,9554.0,0.0,0.0
8328d2fffffffff,261.0,254.0,0.0,0.0
8328d3fffffffff,530.0,530.0,0.0,0.0
8328d4fffffffff,1196.0,1193.0,0.0,0.0
8328d5fffffffff,11097.0,11052.0,0.0,0.0
8328d6fffffffff,201.0,200.0,0.0,0.0
8328d8fffffffff,1584.0,1579.0,0.0,0.0
8328d9fffffffff,297.0,294.0,0.0,0.0
8328dafffffffff,52.0,52.0,0.0,0.0
8328dbfffffffff,2.0,2.0,0.0,0.0
8328dcfffffffff,2757.0,2751.0,0.0,0.0
8328ddfffffffff,660.0,655.0,0.0,0.0
8328defffffffff,4495.0,4464.0,0.0,0.0
8328f0fffffffff,3467.0,3446.0,0.0,0.0
8328f1fffffffff,1808.0,1787.0,0.0,0.0
8328f2fffffffff,380.0,380.0,0.0,0.0
8328f3fffffffff,1485.0,1481.0,0.0,0.0
8328f4fffffffff,1814.0,1797.0,0.0,0.0
8328f5fffffffff,3261.0,3248.0,0.0,0.0
8328f6fffffffff,240.0,234.0,0.0,0.0
832912fffffffff,2921.0,2851.0,0.0,0.0
832913fffffffff,566.0,564.0,0.0,0.0
832916fffffffff,29.0,27.0,0.0,0.0
83291afffffffff,3426.0,3420.0,0.0,0.0
832980fffffffff,154.0,18.0,100.0,0.0
832981fffffffff,130.0,43.0,0.0,0.0
832982fffffffff,25.0,0.0,0.0,0.0
832984fffffffff,460.0,276.0,4.0,0.0
832985fffffffff,188.0,112.0,0.0,0.0
832986fffffffff,383.0,120.0,62.0,0.0
832989fffffffff,150.0,92.0,1.0,0.0
83298bfffffffff,5.0,0.0,0.0,0.0
83298cfffffffff,393.0,211.0,0.0,0.0
83298dfffffffff,678.0,630.0,12.0,0.0
83298efffffffff,53.0,0.0,0.0,0.0
832990fffffffff,145.0,0.0,144.0,0.0
832991fffffffff,26.0,0.0,25.0,0.0
832992fffffffff,47.0,0.0,47.0,0.0
832993fffffffff,9.0,0.0,7.0,0.0
832994fffffffff,79.0,0.0,68.0,0.0
832995fffffffff,68.0,0.0,42.0,0.0
832996fffffffff,3.0,0.0,0.0,0.0
832999fffffffff,5.0,0.0,0.0,0.0
83299afffffffff,3.0,0.0,3.0,0.0
83299bfffffffff,4.0,0.0,0.0,0.0
83299efffffffff,4.0,0.0,3.0,0.0
8329a0fffffffff,6342.0,6199.0,0.0,0.0
8329a1fffffffff,7457.0,7408.0,0.0,0.0
8329a2fffffffff,150.0,122.0,0.0,0.0
8329a3fffffffff,1090.0,859.0,0.0,0.0
8329a4fffffffff,8284.0,8034.0,0.0,0.0
8329a5fffffffff,6006.0,5919.0,0.0,0.0
8329a6fffffffff,1234.0,1168.0,0.0,0.0
8329a8fffffffff,25.0,23.0,0.0,0.0
8329a9fffffffff,882.0,879.0,0.0,0.0
8329aafffffffff,231.0,190.0,0.0,0.0
8329abfffffffff,673.0,666.0,0.0,0.0
8329acfffffffff,1802.0,1782.0,0.0,0.0
8329adfffffffff,3968.0,3691.0,0.0,0.0
8329aefffffffff,1134.0,968.0,0.0,0.0
8329b0fffffffff,371.0,202.0,53.0,0.0
8329b1fffffffff,202.0,104.0,5.0,0.0
8329b2fffffffff,925.0,8.0,853.0,0.0
8329b3fffffffff,5.0,2.0,0.0,0.0
8329b4fffffffff,22.0,21.0,0.0,0.0
8329b5fffffffff,319.0,199.0,0.0,0.0
8329b6fffffffff,979.0,315.0,409.0,0.0
834802fffffffff,53.0,39.0,2.0,0.0
834805fffffffff,289.0,270.0,0.0,0.0
834806fffffffff,52.0,43.0,0.0,0.0
834809fffffffff,80.0,41.0,7.0,0.0
83480afffffffff,1215.0,667.0,22.0,0.0
83480bfffffffff,2.0,0.0,0.0,0.0
83480dfffffffff,36.0,32.0,0.0,0.0
83480efffffffff,40.0,19.0,0.0,0.0
834814fffffffff,110.0,0.0,107.0,0.0
834815fffffffff,69.0,43.0,18.0,0.0
834818fffffffff,4.0,0.0,4.0,0.0
834819fffffffff,37.0,0.0,37.0,0.0
83481cfffffffff,6.0,0.0,6.0,0.0
83481dfffffffff,42.0,8.0,11.0,0.0
834823fffffffff,119.0,112.0,0.0,0.0
83482afffffffff,39.0,39.0,0.0,0.0
83482bfffffffff,8.0,8.0,0.0,0.0
83482efffffffff,334.0,312.0,0.0,0.0
834830fffffffff,14.0,4.0,0.0,0.0
834832fffffffff,39.0,35.0,0.0,0.0
834833fffffffff,748.0,342.0,323.0,0.0
834836fffffffff,4823.0,3827.0,467.0,0.0
834842fffffffff,71.0,59.0,0.0,0.0
834843fffffffff,66.0,43.0,0.0,0.0
834846fffffffff,20.0,18.0,0.0,0.0
83484afffffffff,679.0,623.0,0.0,0.0
834851fffffffff,2.0,2.0,0.0,0.0
834852fffffffff,4.0,4.0,0.0,0.0
834853fffffffff,3.0,0.0,0.0,0.0
834855fffffffff,22.0,15.0,0.0,0.0
834856fffffffff,11.0,2.0,2.0,0.0
834858fffffffff,22.0,22.0,0.0,0.0
834859fffffffff,251.0,241.0,0.0,0.0
83485afffffffff,125.0,82.0,0.0,0.0
83485bfffffffff,409.0,371.0,0.0,0.0
83485cfffffffff,21.0,14.0,0.0,0.0
83485dfffffffff,183.0,149.0,0.0,0.0
83485efffffffff,18.0,9.0,0.0,0.0
834871fffffffff,71.0,52.0,0.0,0.0
834872fffffffff,47.0,40.0,0.0,0.0
834873fffffffff,129.0,98.0,0.0,0.0
834876fffffffff,4.0,4.0,0.0,0.0
83488dfffffffff,18.0,0.0,17.0,0.0
8348a0fffffffff,11.0,0.0,9.0,0.0
8348a2fffffffff,295.0,0.0,291.0,0.0
8348a6fffffffff,18.0,0.0,18.0,0.0
8348abfffffffff,532.0,0.0,525.0,0.0
8348c0fffffffff,282.0,0.0,270.0,0.0
8348c1fffffffff,164.0,2.0,157.0,0.0
8348c2fffffffff,53.0,0.0,53.0,0.0
8348c3fffffffff,248.0,0.0,244.0,0.0
8348c4fffffffff,1.0,0.0,1.0,0.0
8348c5fffffffff,5269.0,83.0,4806.0,0.0
8348c6fffffffff,83.0,0.0,82.0,0.0
8348c8fffffffff,58.0,7.0,16.0,0.0
8348c9fffffffff,432.0,0.0,384.0,0.0
8348cafffffffff,44.0,0.0,44.0,0.0
8348cbfffffffff,2.0,0.0,0.0,0.0
8348ccfffffffff,536.0,2.0,517.0,0.0
8348cdfffffffff,470.0,17.0,346.0,0.0
8348cefffffffff,54.0,0.0,44.0,0.0
8348d0fffffffff,2.0,0.0,2.0,0.0
8348d1fffffffff,123.0,0.0,123.0,0.0
8348d2fffffffff,3.0,0.0,2.0,0.0
8348d3fffffffff,102.0,0.0,26.0,0.0
8348d4fffffffff,119.0,0.0,113.0,0.0
8348d5fffffffff,90.0,0.0,90.0,0.0
8348d6fffffffff,5.0,0.0,5.0,0.0
8348d8fffffffff,3944.0,0.0,3690.0,0.0
8348d9fffffffff,39.0,0.0,39.0,0.0
8348dafffffffff,310.0,0.0,307.0,0.0
8348dbfffffffff,466.0,0.0,464.0,0.0
8348dcfffffffff,97.0,0.0,73.0,0.0
8348ddfffffffff,59.0,0.0,59.0,0.0
8348defffffffff,5.0,0.0,4.0,0.0
8348e0fffffffff,23.0,0.0,17.0,0.0
8348e1fffffffff,59.0,27.0,1.0,0.0
8348e2fffffffff,2.0,0.0,2.0,0.0
8348e3fffffffff,84.0,2.0,27.0,0.0
8348e4fffffffff,96.0,27.0,44.0,0.0
8348e5fffffffff,84.0,44.0,0.0,0.0
8348e6fffffffff,75.0,0.0,68.0,0.0
8348e8fffffffff,7898.0,1685.0,4593.0,0.0
8348e9fffffffff,220.0,133.0,0.0,0.0
8348eafffffffff,669.0,28.0,607.0,0.0
8348ebfffffffff,956.0,334.0,279.0,0.0
8348ecfffffffff,2242.0,1661.0,1.0,0.0
8348edfffffffff,81.0,46.0,0.0,0.0
8348eefffffffff,5332.0,1159.0,3084.0,0.0
8348f3fffffffff,14.0,0.0,14.0,0.0
8348f6fffffffff,7.0,0.0,6.0,0.0
834980fffffffff,235.0,7.0,223.0,0.0
834981fffffffff,6.0,0.0,2.0,0.0
834982fffffffff,43.0,0.0,43.0,0.0
834983fffffffff,26.0,0.0,25.0,0.0
834985fffffffff,37.0,0.0,32.0,0.0
834986fffffffff,306.0,0.0,291.0,0.0
834988fffffffff,59.0,0.0,59.0,0.0
834989fffffffff,4.0,0.0,4.0,0.0
83498cfffffffff,43.0,9.0,26.0,0.0
83498dfffffffff,5.0,0.0,5.0,0.0
83498efffffffff,2.0,0.0,2.0,0.0
834990fffffffff,94.0,0.0,94.0,0.0
834991fffffffff,62.0,0.0,61.0,0.0
834993fffffffff,3.0,0.0,3.0,0.0
834994fffffffff,27.0,0.0,27.0,0.0
834995fffffffff,1597.0,0.0,1584.0,0.0
834996fffffffff,2333.0,0.0,2321.0,0.0
834998fffffffff,13.0,0.0,13.0,0.0
83499bfffffffff,6.0,0.0,6.0,0.0
83499cfffffffff,57.0,0.0,57.0,0.0
83499dfffffffff,6.0,0.0,6.0,0.0
83499efffffffff,5.0,0.0,5.0,0.0
8349a1fffffffff,1.0,1.0,0.0,0.0
8349a2fffffffff,81.0,75.0,0.0,0.0
8349a3fffffffff,22.0,19.0,0.0,0.0
8349a8fffffffff,801.0,369.0,223.0,0.0
8349a9fffffffff,1632.0,1160.0,113.0,0.0
8349aafffffffff,382.0,17.0,349.0,0.0
8349abfffffffff,269.0,37.0,215.0,0.0
8349adfffffffff,42.0,30.0,2.0,0.0
8349aefffffffff,12.0,7.0,0.0,0.0
8349b0fffffffff,15.0,4.0,8.0,0.0
8349b1fffffffff,111.0,8.0,95.0,0.0
8349b2fffffffff,6.0,0.0,0.0,0.0
8349b3fffffffff,568.0,0.0,545.0,0.0
8349b5fffffffff,84.0,35.0,40.0,0.0
8349b6fffffffff,4.0,0.0,0.0,0.0
836d14fffffffff,3.0,0.0,0.0,0.0
836d15fffffffff,12.0,0.0,0.0,0.0
836d30fffffffff,6.0,0.0,0.0,0.0
836d32fffffffff,12.0,0.0,0.0,0.0
836d33fffffffff,206.0,0.0,0.0,0.0
836d36fffffffff,66.0,0.0,62.0,0.0
