cell_id,Empidonax traillii,Empidonax traillii traillii,Empidonax traillii brewsteri/adastus,Empidonax traillii extimus
832604fffffffff,12.0,0.0,0.0,0.0
832605fffffffff,90.0,0.0,0.0,0.0
832606fffffffff,8.0,0.0,0.0,0.0
832608fffffffff,36.0,0.0,0.0,0.0
832609fffffffff,94.0,0.0,0.0,0.0
83260afffffffff,179.0,1.0,0.0,0.0
83260bfffffffff,72.0,0.0,0.0,0.0
83260cfffffffff,8.0,0.0,0.0,0.0
83260dfffffffff,35.0,0.0,0.0,0.0
83260efffffffff,41.0,0.0,0.0,0.0
832610fffffffff,45.0,0.0,0.0,0.0
832611fffffffff,48.0,0.0,0.0,0.0
832612fffffffff,22.0,0.0,0.0,0.0
832613fffffffff,2.0,0.0,0.0,0.0
832614fffffffff,3.0,0.0,0.0,0.0
832615fffffffff,10.0,0.0,0.0,0.0
832616fffffffff,4.0,0.0,0.0,0.0
832618fffffffff,80.0,0.0,0.0,0.0
832619fffffffff,15.0,0.0,0.0,0.0
83261afffffffff,4.0,0.0,0.0,0.0
83261bfffffffff,5.0,0.0,0.0,0.0
83261cfffffffff,8.0,0.0,0.0,0.0
83261dfffffffff,19.0,0.0,0.0,0.0
83261efffffffff,10.0,0.0,0.0,0.0
832620fffffffff,99.0,0.0,0.0,0.0
832621fffffffff,150.0,0.0,0.0,0.0
832622fffffffff,70.0,0.0,0.0,0.0
832623fffffffff,73.0,0.0,0.0,0.0
832624fffffffff,33.0,0.0,0.0,0.0
832625fffffffff,18.0,0.0,0.0,0.0
832626fffffffff,134.0,0.0,0.0,0.0
832628fffffffff,42.0,0.0,0.0,0.0
832629fffffffff,72.0,0.0,0.0,0.0
83262afffffffff,24.0,0.0,0.0,0.0
83262bfffffffff,42.0,0.0,0.0,0.0
83262cfffffffff,937.0,0.0,0.0,0.0
83262dfffffffff,96.0,0.0,0.0,0.0
83262efffffffff,55.0,0.0,0.0,0.0
832630fffffffff,14.0,0.0,0.0,0.0
832631fffffffff,12.0,0.0,0.0,0.0
832633fffffffff,7.0,0.0,0.0,0.0
832634fffffffff,409.0,0.0,0.0,0.0
832635fffffffff,28.0,0.0,0.0,0.0
832636fffffffff,101.0,0.0,0.0,0.0
832640fffffffff,35.0,0.0,0.0,0.0
832641fffffffff,82.0,10.0,0.0,0.0
832642fffffffff,19.0,0.0,0.0,0.0
832643fffffffff,46.0,0.0,0.0,0.0
832644fffffffff,10.0,0.0,0.0,0.0
832645fffffffff,13.0,2.0,0.0,0.0
832646fffffffff,374.0,3.0,0.0,0.0
832648fffffffff,16.0,0.0,0.0,0.0
832649fffffffff,2.0,0.0,0.0,0.0
83264bfffffffff,2.0,0.0,0.0,0.0
83264cfffffffff,31.0,0.0,0.0,0.0
83264dfffffffff,6.0,0.0,0.0,0.0
83264efffffffff,20.0,0.0,0.0,0.0
832650fffffffff,88.0,0.0,0.0,0.0
832651fffffffff,27.0,0.0,0.0,0.0
832652fffffffff,61.0,0.0,0.0,0.0
832653fffffffff,54.0,0.0,0.0,0.0
832654fffffffff,51.0,0.0,0.0,0.0
832655fffffffff,141.0,0.0,0.0,0.0
832656fffffffff,166.0,0.0,0.0,0.0
832658fffffffff,2.0,0.0,0.0,0.0
83265afffffffff,9.0,0.0,0.0,0.0
83265bfffffffff,33.0,0.0,0.0,0.0
83265cfffffffff,2.0,0.0,0.0,0.0
83265dfffffffff,30.0,0.0,0.0,0.0
83265efffffffff,5.0,0.0,0.0,0.0
832660fffffffff,142.0,9.0,0.0,0.0
832661fffffffff,440.0,0.0,0.0,0.0
832662fffffffff,148.0,12.0,0.0,0.0
832663fffffffff,59.0,1.0,0.0,0.0
832664fffffffff,3007.0,0.0,0.0,0.0
832665fffffffff,197.0,0.0,0.0,0.0
832666fffffffff,763.0,3.0,0.0,0.0
832668fffffffff,145.0,0.0,0.0,0.0
832669fffffffff,4.0,0.0,0.0,0.0
83266afffffffff,111.0,0.0,0.0,0.0
83266bfffffffff,66.0,0.0,0.0,0.0
83266cfffffffff,285.0,0.0,0.0,0.0
83266dfffffffff,185.0,0.0,0.0,0.0
83266efffffffff,646.0,0.0,0.0,0.0
832670fffffffff,23.0,0.0,0.0,0.0
832671fffffffff,99.0,10.0,0.0,0.0
832672fffffffff,8.0,0.0,0.0,0.0
832673fffffffff,7.0,0.0,0.0,0.0
832674fffffffff,200.0,0.0,0.0,0.0
832675fffffffff,43.0,4.0,0.0,0.0
832676fffffffff,81.0,0.0,0.0,0.0
832680fffffffff,169.0,0.0,0.0,0.0
832681fffffffff,176.0,0.0,0.0,0.0
832682fffffffff,11.0,0.0,0.0,0.0
832683fffffffff,74.0,0.0,0.0,0.0
832684fffffffff,15.0,0.0,0.0,0.0
832685fffffffff,77.0,0.0,0.0,0.0
832686fffffffff,2.0,0.0,0.0,0.0
832688fffffffff,608.0,0.0,0.0,0.0
832689fffffffff,14.0,0.0,0.0,0.0
83268afffffffff,68.0,0.0,0.0,0.0
83268bfffffffff,24.0,0.0,0.0,0.0
83268cfffffffff,201.0,0.0,0.0,0.0
83268dfffffffff,174.0,0.0,0.0,0.0
83268efffffffff,37.0,0.0,0.0,0.0
832690fffffffff,172.0,0.0,0.0,0.0
832691fffffffff,13.0,0.0,0.0,0.0
832692fffffffff,29.0,0.0,0.0,0.0
832693fffffffff,4.0,0.0,0.0,2.0
832694fffffffff,59.0,0.0,0.0,0.0
832695fffffffff,37.0,0.0,0.0,0.0
832696fffffffff,757.0,0.0,0.0,0.0
832698fffffffff,74.0,0.0,0.0,0.0
832699fffffffff,50.0,0.0,0.0,0.0
83269afffffffff,6.0,0.0,0.0,0.0
83269bfffffffff,16.0,0.0,0.0,0.0
83269cfffffffff,96.0,0.0,0.0,0.0
83269dfffffffff,76.0,0.0,0.0,0.0
83269efffffffff,228.0,0.0,0.0,38.0
8326a0fffffffff,2.0,0.0,0.0,0.0
8326a1fffffffff,18.0,0.0,0.0,0.0
8326a2fffffffff,2.0,0.0,0.0,0.0
8326a3fffffffff,1.0,0.0,0.0,0.0
8326a5fffffffff,16.0,0.0,0.0,0.0
8326a8fffffffff,158.0,0.0,0.0,0.0
8326a9fffffffff,84.0,0.0,0.0,0.0
8326aafffffffff,274.0,0.0,0.0,0.0
8326abfffffffff,129.0,0.0,0.0,0.0
8326acfffffffff,14.0,0.0,0.0,0.0
8326adfffffffff,31.0,0.0,0.0,0.0
8326aefffffffff,66.0,0.0,0.0,0.0
8326b0fffffffff,29.0,0.0,0.0,0.0
8326b1fffffffff,2.0,0.0,0.0,0.0
8326b2fffffffff,8.0,0.0,0.0,0.0
8326b3fffffffff,11.0,0.0,0.0,0.0
8326b4fffffffff,3.0,0.0,0.0,0.0
8326b5fffffffff,3.0,0.0,0.0,0.0
8326b6fffffffff,315.0,0.0,0.0,0.0
8326c0fffffffff,2.0,0.0,0.0,0.0
8326c1fffffffff,29.0,0.0,0.0,0.0
8326c3fffffffff,4.0,0.0,0.0,0.0
8326c4fffffffff,3.0,0.0,0.0,0.0
8326c5fffffffff,12.0,0.0,0.0,0.0
8326c8fffffffff,2.0,0.0,0.0,0.0
8326c9fffffffff,3.0,0.0,0.0,0.0
8326ccfffffffff,3.0,0.0,0.0,0.0
8326cdfffffffff,4.0,0.0,0.0,0.0
8326cefffffffff,2.0,0.0,0.0,0.0
8326d0fffffffff,8.0,0.0,0.0,0.0
8326d1fffffffff,10.0,0.0,0.0,0.0
8326d2fffffffff,19.0,0.0,0.0,0.0
8326d3fffffffff,37.0,0.0,0.0,0.0
8326d4fffffffff,68.0,0.0,0.0,0.0
8326d5fffffffff,6.0,0.0,0.0,0.0
8326d6fffffffff,41.0,0.0,0.0,0.0
8326d8fffffffff,1.0,0.0,0.0,0.0
8326d9fffffffff,3.0,0.0,0.0,0.0
8326dafffffffff,6.0,0.0,0.0,0.0
8326dcfffffffff,3.0,0.0,0.0,0.0
8326defffffffff,111.0,0.0,0.0,0.0
8326e0fffffffff,5.0,0.0,0.0,0.0
8326e1fffffffff,11.0,0.0,0.0,0.0
8326e2fffffffff,30.0,0.0,0.0,0.0
8326e3fffffffff,10.0,0.0,0.0,0.0
8326e4fffffffff,10.0,0.0,0.0,0.0
8326e5fffffffff,100.0,0.0,0.0,0.0
8326e6fffffffff,10.0,0.0,0.0,0.0
8326e8fffffffff,4.0,0.0,0.0,0.0
8326e9fffffffff,13.0,0.0,0.0,0.0
8326ecfffffffff,37.0,0.0,0.0,0.0
8326edfffffffff,32.0,0.0,0.0,0.0
8326eefffffffff,8.0,0.0,0.0,0.0
8326f0fffffffff,2.0,0.0,0.0,0.0
8326f1fffffffff,1.0,0.0,0.0,0.0
8326f2fffffffff,82.0,0.0,0.0,0.0
8326f3fffffffff,5.0,0.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0,0.0
8326f6fffffffff,24.0,0.0,0.0,0.0
832712fffffffff,7.0,0.0,0.0,0.0
832713fffffffff,108.0,0.0,0.0,0.0
832718fffffffff,76.0,0.0,0.0,0.0
832719fffffffff,49.0,0.0,0.0,0.0
83271afffffffff,44.0,0.0,0.0,0.0
83271bfffffffff,94.0,0.0,0.0,0.0
83271dfffffffff,47.0,0.0,0.0,0.0
83271efffffffff,1.0,0.0,0.0,0.0
832740fffffffff,27.0,0.0,0.0,0.0
832741fffffffff,83.0,0.0,0.0,0.0
832742fffffffff,2.0,0.0,0.0,0.0
832743fffffffff,282.0,0.0,0.0,0.0
832745fffffffff,20.0,0.0,0.0,0.0
832748fffffffff,1293.0,0.0,0.0,0.0
832749fffffffff,1498.0,0.0,0.0,0.0
83274afffffffff,130.0,0.0,0.0,0.0
83274bfffffffff,1005.0,0.0,0.0,0.0
83274cfffffffff,93.0,0.0,0.0,0.0
83274dfffffffff,1093.0,0.0,0.0,0.0
83274efffffffff,321.0,0.0,0.0,0.0
832750fffffffff,3.0,0.0,0.0,0.0
832751fffffffff,80.0,0.0,0.0,0.0
832752fffffffff,276.0,0.0,0.0,0.0
832753fffffffff,76.0,0.0,0.0,0.0
832756fffffffff,2.0,0.0,0.0,0.0
832758fffffffff,2350.0,0.0,0.0,0.0
832759fffffffff,3975.0,0.0,0.0,0.0
83275afffffffff,181.0,0.0,0.0,0.0
83275bfffffffff,296.0,6.0,0.0,0.0
83275cfffffffff,908.0,0.0,0.0,0.0
83275dfffffffff,1348.0,0.0,0.0,0.0
83275efffffffff,156.0,0.0,0.0,0.0
832768fffffffff,20.0,0.0,0.0,0.0
832769fffffffff,242.0,0.0,0.0,0.0
83276afffffffff,61.0,0.0,0.0,0.0
83276bfffffffff,786.0,0.0,0.0,0.0
83276dfffffffff,65.0,0.0,0.0,0.0
83276efffffffff,7.0,0.0,0.0,0.0
832780fffffffff,25.0,0.0,0.0,0.0
832784fffffffff,2.0,0.0,0.0,0.0
832785fffffffff,11.0,0.0,0.0,0.0
832786fffffffff,37.0,0.0,0.0,0.0
832788fffffffff,11.0,0.0,0.0,0.0
83278bfffffffff,3.0,0.0,0.0,0.0
83278cfffffffff,34.0,0.0,0.0,0.0
83278dfffffffff,23.0,0.0,0.0,0.0
832790fffffffff,38.0,0.0,0.0,0.0
832791fffffffff,11.0,0.0,0.0,0.0
832792fffffffff,431.0,0.0,0.0,0.0
832793fffffffff,47.0,0.0,0.0,0.0
832794fffffffff,6.0,0.0,0.0,0.0
832795fffffffff,27.0,0.0,0.0,0.0
832796fffffffff,15.0,0.0,0.0,0.0
832798fffffffff,2.0,0.0,0.0,0.0
832799fffffffff,29.0,0.0,0.0,0.0
83279afffffffff,9.0,0.0,0.0,0.0
83279cfffffffff,4.0,0.0,0.0,0.0
83279dfffffffff,2.0,0.0,0.0,0.0
83279efffffffff,37.0,0.0,0.0,0.0
8327a0fffffffff,7.0,0.0,0.0,0.0
8327a1fffffffff,1.0,0.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0,0.0
8327a5fffffffff,2.0,0.0,0.0,0.0
8327a8fffffffff,103.0,0.0,0.0,0.0
8327a9fffffffff,131.0,0.0,0.0,0.0
8327aafffffffff,15.0,0.0,0.0,0.0
8327abfffffffff,31.0,0.0,0.0,0.0
8327acfffffffff,81.0,0.0,0.0,0.0
8327adfffffffff,162.0,0.0,0.0,0.0
8327aefffffffff,11.0,0.0,0.0,0.0
8327b0fffffffff,1.0,0.0,0.0,0.0
8327b1fffffffff,12.0,0.0,0.0,0.0
8327b3fffffffff,3.0,0.0,0.0,0.0
8327b5fffffffff,8.0,0.0,0.0,0.0
832800fffffffff,2.0,0.0,0.0,0.0
832802fffffffff,317.0,0.0,0.0,0.0
832803fffffffff,5.0,0.0,0.0,0.0
832806fffffffff,124.0,0.0,0.0,0.0
832810fffffffff,15.0,0.0,0.0,0.0
832811fffffffff,326.0,0.0,0.0,0.0
832812fffffffff,74.0,0.0,0.0,0.0
832813fffffffff,94.0,0.0,0.0,0.0
832814fffffffff,274.0,0.0,0.0,0.0
832815fffffffff,79.0,0.0,0.0,0.0
832816fffffffff,40.0,0.0,0.0,0.0
832818fffffffff,106.0,0.0,0.0,0.0
832819fffffffff,4.0,0.0,0.0,0.0
83281afffffffff,183.0,0.0,0.0,0.0
83281bfffffffff,419.0,0.0,0.0,0.0
83281cfffffffff,153.0,0.0,0.0,0.0
83281dfffffffff,33.0,0.0,0.0,0.0
83281efffffffff,669.0,0.0,0.0,0.0
832830fffffffff,1772.0,0.0,0.0,0.0
832831fffffffff,417.0,0.0,0.0,0.0
832832fffffffff,1177.0,0.0,0.0,0.0
832833fffffffff,168.0,0.0,0.0,0.0
832834fffffffff,302.0,0.0,0.0,0.0
832835fffffffff,955.0,0.0,0.0,0.0
832836fffffffff,133.0,0.0,0.0,0.0
832880fffffffff,203.0,0.0,0.0,0.0
832881fffffffff,190.0,0.0,0.0,0.0
832882fffffffff,19.0,0.0,0.0,0.0
832883fffffffff,37.0,0.0,0.0,0.0
832884fffffffff,603.0,0.0,0.0,0.0
832885fffffffff,153.0,0.0,0.0,0.0
832886fffffffff,70.0,0.0,0.0,0.0
832888fffffffff,400.0,0.0,0.0,0.0
832889fffffffff,385.0,0.0,0.0,0.0
83288afffffffff,228.0,0.0,0.0,0.0
83288bfffffffff,171.0,0.0,0.0,0.0
83288cfffffffff,425.0,0.0,0.0,0.0
83288dfffffffff,47.0,0.0,0.0,0.0
83288efffffffff,520.0,0.0,0.0,0.0
832890fffffffff,113.0,0.0,0.0,0.0
832891fffffffff,121.0,0.0,0.0,0.0
832892fffffffff,456.0,0.0,0.0,0.0
832893fffffffff,381.0,0.0,0.0,0.0
832894fffffffff,261.0,0.0,0.0,0.0
832895fffffffff,24.0,0.0,0.0,0.0
832896fffffffff,127.0,0.0,0.0,0.0
832898fffffffff,574.0,0.0,0.0,0.0
832899fffffffff,90.0,0.0,0.0,0.0
83289afffffffff,147.0,0.0,0.0,0.0
83289bfffffffff,303.0,0.0,0.0,0.0
83289cfffffffff,53.0,0.0,0.0,0.0
83289dfffffffff,132.0,0.0,0.0,0.0
83289efffffffff,463.0,0.0,0.0,0.0
8328a0fffffffff,6.0,0.0,0.0,0.0
8328a1fffffffff,150.0,0.0,0.0,0.0
8328a2fffffffff,2.0,0.0,0.0,0.0
8328a3fffffffff,23.0,0.0,0.0,0.0
8328a4fffffffff,2.0,0.0,0.0,0.0
8328a6fffffffff,8.0,0.0,0.0,0.0
8328a8fffffffff,11.0,0.0,0.0,0.0
8328a9fffffffff,25.0,0.0,0.0,0.0
8328aafffffffff,81.0,0.0,0.0,0.0
8328abfffffffff,22.0,0.0,0.0,0.0
8328acfffffffff,23.0,0.0,0.0,0.0
8328adfffffffff,100.0,0.0,0.0,0.0
8328aefffffffff,1430.0,0.0,0.0,0.0
8328b0fffffffff,121.0,0.0,0.0,0.0
8328b1fffffffff,75.0,0.0,0.0,0.0
8328b2fffffffff,53.0,0.0,0.0,0.0
8328b3fffffffff,125.0,0.0,0.0,0.0
8328b4fffffffff,28.0,0.0,0.0,0.0
8328b5fffffffff,58.0,0.0,0.0,0.0
8328b6fffffffff,146.0,0.0,0.0,0.0
8328c2fffffffff,161.0,0.0,0.0,0.0
8328c6fffffffff,238.0,0.0,0.0,0.0
8328d0fffffffff,1262.0,0.0,0.0,0.0
8328d1fffffffff,3491.0,0.0,0.0,0.0
8328d2fffffffff,528.0,0.0,0.0,0.0
8328d3fffffffff,873.0,0.0,0.0,0.0
8328d4fffffffff,886.0,0.0,0.0,0.0
8328d5fffffffff,6569.0,0.0,0.0,0.0
8328d6fffffffff,206.0,0.0,0.0,0.0
8328d8fffffffff,742.0,0.0,0.0,0.0
8328d9fffffffff,100.0,0.0,0.0,0.0
8328dafffffffff,240.0,0.0,0.0,0.0
8328dbfffffffff,15.0,0.0,0.0,0.0
8328dcfffffffff,1116.0,0.0,0.0,0.0
8328ddfffffffff,155.0,0.0,0.0,0.0
8328defffffffff,4396.0,0.0,0.0,0.0
8328f0fffffffff,3821.0,0.0,0.0,0.0
8328f1fffffffff,373.0,0.0,0.0,0.0
8328f2fffffffff,528.0,0.0,0.0,0.0
8328f3fffffffff,1237.0,0.0,0.0,0.0
8328f4fffffffff,811.0,0.0,0.0,0.0
8328f5fffffffff,333.0,0.0,0.0,0.0
8328f6fffffffff,129.0,0.0,0.0,0.0
832912fffffffff,298.0,0.0,0.0,2.0
832913fffffffff,18.0,0.0,0.0,3.0
832916fffffffff,3.0,0.0,0.0,0.0
832980fffffffff,36.0,0.0,0.0,0.0
832981fffffffff,235.0,0.0,0.0,0.0
832982fffffffff,39.0,0.0,0.0,0.0
832984fffffffff,474.0,0.0,0.0,0.0
832985fffffffff,232.0,0.0,0.0,0.0
832986fffffffff,178.0,0.0,0.0,0.0
832988fffffffff,9.0,0.0,0.0,0.0
832989fffffffff,253.0,0.0,0.0,0.0
83298afffffffff,2.0,0.0,0.0,0.0
83298bfffffffff,2.0,0.0,0.0,0.0
83298cfffffffff,342.0,0.0,0.0,0.0
83298dfffffffff,177.0,0.0,0.0,0.0
83298efffffffff,97.0,0.0,0.0,0.0
832990fffffffff,9.0,0.0,0.0,0.0
832991fffffffff,2.0,0.0,0.0,0.0
832992fffffffff,25.0,0.0,0.0,0.0
832993fffffffff,5.0,0.0,0.0,0.0
832994fffffffff,6.0,0.0,0.0,0.0
832995fffffffff,76.0,0.0,0.0,2.0
832996fffffffff,1.0,0.0,0.0,0.0
832998fffffffff,4.0,0.0,0.0,0.0
832999fffffffff,2.0,0.0,0.0,0.0
83299afffffffff,10.0,0.0,0.0,0.0
83299bfffffffff,25.0,0.0,0.0,0.0
83299efffffffff,4.0,0.0,0.0,0.0
8329a0fffffffff,833.0,0.0,0.0,0.0
8329a1fffffffff,1598.0,0.0,0.0,0.0
8329a2fffffffff,201.0,0.0,0.0,0.0
8329a3fffffffff,1057.0,0.0,0.0,0.0
8329a4fffffffff,332.0,0.0,0.0,0.0
8329a5fffffffff,698.0,0.0,0.0,0.0
8329a6fffffffff,369.0,0.0,0.0,0.0
8329a8fffffffff,40.0,0.0,0.0,0.0
8329a9fffffffff,45.0,0.0,0.0,0.0
8329aafffffffff,72.0,0.0,0.0,0.0
8329abfffffffff,95.0,0.0,0.0,0.0
8329acfffffffff,128.0,0.0,0.0,0.0
8329adfffffffff,168.0,0.0,0.0,0.0
8329aefffffffff,825.0,0.0,0.0,0.0
8329b0fffffffff,164.0,0.0,0.0,0.0
8329b1fffffffff,91.0,0.0,0.0,0.0
8329b2fffffffff,94.0,0.0,0.0,0.0
8329b3fffffffff,2.0,0.0,0.0,0.0
8329b4fffffffff,4.0,0.0,0.0,0.0
8329b5fffffffff,249.0,0.0,0.0,0.0
8329b6fffffffff,282.0,0.0,0.0,14.0
832a10fffffffff,5873.0,0.0,0.0,0.0
832a12fffffffff,937.0,0.0,0.0,0.0
832a13fffffffff,2709.0,0.0,0.0,0.0
832a14fffffffff,5404.0,2.0,0.0,0.0
832a15fffffffff,2389.0,1.0,0.0,0.0
832a16fffffffff,1562.0,0.0,0.0,0.0
832a30fffffffff,4024.0,2.0,0.0,0.0
832a31fffffffff,514.0,0.0,0.0,0.0
832a32fffffffff,1185.0,3.0,0.0,0.0
832a33fffffffff,2576.0,0.0,0.0,0.0
832a34fffffffff,697.0,0.0,0.0,0.0
832a36fffffffff,976.0,3.0,0.0,0.0
832a4cfffffffff,1.0,0.0,0.0,0.0
832a80fffffffff,141.0,1.0,0.0,0.0
832a81fffffffff,421.0,11.0,0.0,0.0
832a82fffffffff,225.0,0.0,0.0,0.0
832a83fffffffff,5.0,0.0,0.0,0.0
832a84fffffffff,1364.0,2.0,0.0,0.0
832a85fffffffff,715.0,0.0,0.0,0.0
832a86fffffffff,612.0,5.0,0.0,0.0
832a88fffffffff,4.0,0.0,0.0,0.0
832a8afffffffff,239.0,0.0,0.0,0.0
832a8cfffffffff,152.0,0.0,0.0,0.0
832a8efffffffff,184.0,6.0,0.0,0.0
832a90fffffffff,2025.0,0.0,0.0,0.0
832a91fffffffff,237.0,0.0,0.0,0.0
832a92fffffffff,173.0,0.0,0.0,0.0
832a93fffffffff,767.0,0.0,0.0,0.0
832a94fffffffff,2259.0,0.0,0.0,0.0
832a95fffffffff,1486.0,0.0,0.0,0.0
832a96fffffffff,114.0,0.0,0.0,0.0
832a99fffffffff,99.0,0.0,0.0,0.0
832a9afffffffff,20.0,0.0,0.0,0.0
832a9bfffffffff,33.0,0.0,0.0,0.0
832a9cfffffffff,98.0,3.0,0.0,0.0
832a9dfffffffff,9.0,0.0,0.0,0.0
832a9efffffffff,50.0,0.0,0.0,0.0
832aa0fffffffff,303.0,0.0,0.0,0.0
832aa1fffffffff,635.0,0.0,0.0,0.0
832aa2fffffffff,209.0,0.0,0.0,0.0
832aa3fffffffff,647.0,0.0,0.0,0.0
832aa4fffffffff,4264.0,0.0,0.0,0.0
832aa5fffffffff,191.0,0.0,0.0,0.0
832aa6fffffffff,617.0,13.0,0.0,0.0
832aa8fffffffff,1308.0,2.0,0.0,0.0
832aa9fffffffff,5.0,0.0,0.0,0.0
832aaafffffffff,467.0,7.0,0.0,0.0
832aabfffffffff,19.0,0.0,0.0,0.0
832aacfffffffff,4156.0,5.0,0.0,0.0
832aadfffffffff,1442.0,4.0,0.0,0.0
832aaefffffffff,772.0,0.0,0.0,0.0
832ab0fffffffff,892.0,0.0,0.0,0.0
832ab1fffffffff,1472.0,0.0,0.0,0.0
832ab2fffffffff,5518.0,0.0,0.0,0.0
832ab3fffffffff,3932.0,0.0,0.0,0.0
832ab4fffffffff,825.0,9.0,0.0,0.0
832ab5fffffffff,1097.0,0.0,0.0,0.0
832ab6fffffffff,826.0,0.0,0.0,0.0
832b03fffffffff,17.0,0.0,0.0,0.0
832b0afffffffff,36.0,0.0,0.0,0.0
832b12fffffffff,5.0,0.0,0.0,0.0
832b13fffffffff,4.0,0.0,0.0,0.0
832b18fffffffff,7.0,0.0,0.0,0.0
832b1afffffffff,395.0,0.0,0.0,0.0
832b1bfffffffff,18.0,0.0,0.0,0.0
832b1cfffffffff,20.0,0.0,0.0,0.0
832b1dfffffffff,9.0,0.0,0.0,0.0
832b1efffffffff,3.0,0.0,0.0,0.0
832b81fffffffff,963.0,0.0,0.0,0.0
832b82fffffffff,1.0,0.0,0.0,0.0
832b83fffffffff,314.0,29.0,0.0,0.0
832b85fffffffff,1.0,0.0,0.0,0.0
832b88fffffffff,49.0,0.0,0.0,0.0
832b89fffffffff,1170.0,0.0,0.0,0.0
832b8afffffffff,670.0,0.0,0.0,0.0
832b8bfffffffff,329.0,0.0,0.0,0.0
832b8cfffffffff,563.0,0.0,0.0,0.0
832b8dfffffffff,1686.0,0.0,0.0,0.0
832b8efffffffff,458.0,0.0,0.0,0.0
832b98fffffffff,1162.0,15.0,0.0,0.0
832b99fffffffff,2533.0,9.0,0.0,0.0
832b9afffffffff,430.0,0.0,0.0,0.0
832b9bfffffffff,2070.0,21.0,0.0,0.0
832b9cfffffffff,2.0,0.0,0.0,0.0
832b9dfffffffff,1094.0,0.0,0.0,0.0
832b9efffffffff,43.0,0.0,0.0,0.0
832ba1fffffffff,2.0,0.0,0.0,0.0
832ba8fffffffff,217.0,0.0,0.0,0.0
832ba9fffffffff,73.0,0.0,0.0,0.0
832baafffffffff,2428.0,0.0,0.0,0.0
832babfffffffff,456.0,0.0,0.0,0.0
832bacfffffffff,214.0,0.0,0.0,0.0
832badfffffffff,21.0,0.0,0.0,0.0
832baefffffffff,418.0,0.0,0.0,0.0
834448fffffffff,2.0,0.0,0.0,0.0
834449fffffffff,16.0,0.0,0.0,0.0
83444afffffffff,4.0,0.0,0.0,0.0
83444cfffffffff,27.0,0.0,0.0,0.0
83444dfffffffff,1.0,0.0,0.0,0.0
83446afffffffff,2.0,0.0,0.0,0.0
83446bfffffffff,2.0,0.0,0.0,0.0
83446cfffffffff,163.0,0.0,0.0,0.0
83446dfffffffff,55.0,0.0,0.0,0.0
83446efffffffff,26.0,0.0,0.0,0.0
8344c8fffffffff,61.0,0.0,0.0,0.0
8344c9fffffffff,11.0,0.0,0.0,0.0
8344cafffffffff,60.0,1.0,0.0,0.0
8344cbfffffffff,12.0,0.0,0.0,0.0
8344cdfffffffff,21.0,0.0,0.0,0.0
8344cefffffffff,10.0,0.0,0.0,0.0
8344d9fffffffff,303.0,10.0,0.0,0.0
8344dbfffffffff,318.0,4.0,0.0,0.0
8344ddfffffffff,333.0,37.0,0.0,0.0
