cell_id,Loxia leucoptera,Loxia leucoptera bifasciata,Loxia leucoptera leucoptera
83120cfffffffff,3.0,0.0,0.0
831211fffffffff,8.0,0.0,0.0
831213fffffffff,17.0,0.0,0.0
831214fffffffff,21.0,0.0,0.0
831215fffffffff,14.0,0.0,0.0
831218fffffffff,10.0,0.0,0.0
831219fffffffff,2.0,0.0,0.0
83121afffffffff,34.0,0.0,0.0
83121bfffffffff,14.0,0.0,0.0
83121efffffffff,54.0,0.0,0.0
831225fffffffff,2.0,0.0,0.0
831229fffffffff,6.0,0.0,0.0
83122efffffffff,1.0,0.0,0.0
831230fffffffff,10.0,0.0,0.0
831232fffffffff,4.0,0.0,0.0
831233fffffffff,48.0,0.0,0.0
831243fffffffff,46.0,0.0,0.0
831244fffffffff,6.0,0.0,0.0
831246fffffffff,2.0,0.0,0.0
831248fffffffff,5.0,0.0,0.0
831249fffffffff,2.0,0.0,0.0
83124afffffffff,2.0,0.0,0.0
83124efffffffff,16.0,0.0,0.0
831250fffffffff,63.0,0.0,0.0
831251fffffffff,53.0,0.0,0.0
831252fffffffff,37.0,0.0,0.0
831253fffffffff,3.0,0.0,0.0
831254fffffffff,69.0,0.0,0.0
831255fffffffff,64.0,0.0,0.0
831256fffffffff,8.0,0.0,0.0
831259fffffffff,101.0,0.0,0.0
83125bfffffffff,9.0,0.0,0.0
83125cfffffffff,10.0,0.0,0.0
83125dfffffffff,61.0,0.0,0.0
831261fffffffff,2.0,0.0,0.0
831263fffffffff,4.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0
83126bfffffffff,2.0,0.0,0.0
83126efffffffff,2.0,0.0,0.0
831272fffffffff,225.0,0.0,0.0
831275fffffffff,18.0,0.0,0.0
831280fffffffff,18.0,0.0,0.0
831284fffffffff,25.0,0.0,0.0
831285fffffffff,18.0,0.0,0.0
831286fffffffff,1.0,0.0,0.0
831288fffffffff,16.0,0.0,0.0
831289fffffffff,60.0,0.0,0.0
83128afffffffff,2.0,0.0,0.0
83128bfffffffff,192.0,0.0,0.0
83128cfffffffff,2.0,0.0,0.0
83128dfffffffff,46.0,0.0,0.0
83128efffffffff,2.0,0.0,0.0
831294fffffffff,4.0,0.0,0.0
8312a2fffffffff,4.0,0.0,0.0
8312a3fffffffff,6.0,0.0,0.0
8312a8fffffffff,6.0,0.0,0.0
8312a9fffffffff,82.0,0.0,0.0
8312aafffffffff,2.0,0.0,0.0
8312abfffffffff,103.0,0.0,0.0
8312adfffffffff,61.0,0.0,0.0
8312b0fffffffff,35.0,0.0,0.0
8312b4fffffffff,21.0,0.0,0.0
8312b6fffffffff,13.0,0.0,0.0
8312c0fffffffff,222.0,0.0,2.0
8312c1fffffffff,959.0,0.0,0.0
8312c2fffffffff,61.0,0.0,0.0
8312c3fffffffff,79.0,0.0,0.0
8312c4fffffffff,57.0,0.0,0.0
8312c5fffffffff,36.0,0.0,0.0
8312c8fffffffff,88.0,0.0,0.0
8312c9fffffffff,3.0,0.0,0.0
8312cafffffffff,152.0,0.0,0.0
8312cbfffffffff,195.0,0.0,0.0
8312ccfffffffff,1684.0,0.0,0.0
8312cdfffffffff,5.0,0.0,0.0
8312cefffffffff,83.0,0.0,0.0
8312d0fffffffff,37.0,0.0,0.0
8312d1fffffffff,128.0,0.0,0.0
8312d2fffffffff,5.0,0.0,0.0
8312d3fffffffff,28.0,0.0,0.0
8312d4fffffffff,51.0,0.0,0.0
8312d5fffffffff,4.0,0.0,0.0
8312d6fffffffff,22.0,0.0,0.0
8312d8fffffffff,88.0,0.0,0.0
8312d9fffffffff,26.0,0.0,0.0
8312dafffffffff,6.0,0.0,0.0
8312dbfffffffff,2.0,0.0,0.0
8312dcfffffffff,123.0,0.0,0.0
8312ddfffffffff,97.0,0.0,0.0
8312defffffffff,87.0,0.0,0.0
8312e0fffffffff,8.0,0.0,0.0
8312e1fffffffff,220.0,0.0,0.0
8312e2fffffffff,122.0,0.0,0.0
8312e3fffffffff,76.0,0.0,0.0
8312e4fffffffff,2.0,0.0,0.0
8312e5fffffffff,44.0,0.0,0.0
8312e6fffffffff,4.0,0.0,0.0
8312e8fffffffff,2.0,0.0,0.0
8312eafffffffff,131.0,0.0,0.0
8312ebfffffffff,2.0,0.0,0.0
8312ecfffffffff,291.0,0.0,0.0
8312edfffffffff,4.0,0.0,0.0
8312eefffffffff,37.0,0.0,0.0
8312f0fffffffff,15.0,0.0,0.0
8312f1fffffffff,171.0,0.0,0.0
8312f2fffffffff,37.0,0.0,0.0
8312f3fffffffff,1.0,0.0,0.0
8312f4fffffffff,19.0,0.0,0.0
8312f5fffffffff,1.0,0.0,0.0
8312f6fffffffff,400.0,0.0,0.0
831306fffffffff,18.0,0.0,0.0
831311fffffffff,2.0,0.0,0.0
831343fffffffff,2.0,0.0,0.0
831350fffffffff,9.0,0.0,0.0
831352fffffffff,31.0,0.0,0.0
831380fffffffff,26.0,0.0,0.0
831382fffffffff,129.0,0.0,0.0
831383fffffffff,991.0,0.0,0.0
831384fffffffff,2.0,0.0,0.0
831385fffffffff,2.0,0.0,0.0
831386fffffffff,729.0,0.0,0.0
831388fffffffff,22.0,0.0,0.0
831389fffffffff,12.0,0.0,0.0
83138afffffffff,29.0,0.0,0.0
83138cfffffffff,333.0,0.0,0.0
83138dfffffffff,19.0,0.0,0.0
83138efffffffff,7.0,0.0,0.0
831390fffffffff,11.0,0.0,0.0
831391fffffffff,32.0,0.0,0.0
831393fffffffff,83.0,0.0,0.0
831394fffffffff,29.0,0.0,0.0
831395fffffffff,6.0,0.0,0.0
831399fffffffff,11.0,0.0,0.0
83139bfffffffff,13.0,0.0,0.0
83139cfffffffff,2.0,0.0,0.0
83139efffffffff,374.0,0.0,0.0
8313a3fffffffff,7.0,0.0,0.0
8313a4fffffffff,2.0,0.0,0.0
8313a6fffffffff,13.0,0.0,0.0
8313a8fffffffff,1.0,0.0,0.0
8313a9fffffffff,1.0,0.0,0.0
8313aafffffffff,3.0,0.0,0.0
8313b0fffffffff,5.0,0.0,0.0
8313b1fffffffff,8.0,0.0,0.0
8313b2fffffffff,162.0,0.0,0.0
8313b3fffffffff,151.0,0.0,0.0
8313b5fffffffff,5.0,0.0,0.0
8313b6fffffffff,3.0,0.0,0.0
831aa0fffffffff,245.0,0.0,0.0
831aa2fffffffff,41.0,0.0,0.0
831aa3fffffffff,166.0,0.0,0.0
831aa4fffffffff,31.0,0.0,0.0
831aa6fffffffff,52.0,0.0,0.0
831ab0fffffffff,2.0,0.0,0.0
831b80fffffffff,1.0,0.0,0.0
831b82fffffffff,8.0,0.0,0.0
831b83fffffffff,11.0,0.0,0.0
831b84fffffffff,10.0,0.0,0.0
831b86fffffffff,4.0,0.0,0.0
831b91fffffffff,3.0,0.0,0.0
831b92fffffffff,14.0,0.0,0.0
831b98fffffffff,10.0,0.0,0.0
831b99fffffffff,12.0,0.0,0.0
831b9afffffffff,38.0,0.0,0.0
831b9cfffffffff,4.0,0.0,0.0
831b9efffffffff,81.0,0.0,0.0
831bb3fffffffff,5.0,0.0,0.0
831d24fffffffff,9.0,0.0,0.0
831f05fffffffff,4.0,1.0,0.0
83255afffffffff,3.0,0.0,0.0
83255bfffffffff,5.0,0.0,0.0
832620fffffffff,27.0,0.0,0.0
832621fffffffff,58.0,0.0,0.0
832624fffffffff,93.0,0.0,0.0
832625fffffffff,21.0,0.0,0.0
832626fffffffff,35.0,0.0,0.0
83262cfffffffff,50.0,0.0,0.0
832630fffffffff,1.0,0.0,0.0
832634fffffffff,15.0,0.0,0.0
832635fffffffff,11.0,0.0,0.0
832636fffffffff,26.0,0.0,0.0
832684fffffffff,4.0,0.0,0.0
832685fffffffff,27.0,0.0,0.0
8326a5fffffffff,2.0,0.0,0.0
8326a6fffffffff,1.0,0.0,0.0
8326b0fffffffff,7.0,0.0,0.0
8326b5fffffffff,2.0,0.0,0.0
8326b6fffffffff,20.0,0.0,0.0
832700fffffffff,27.0,0.0,0.0
832701fffffffff,2.0,0.0,0.0
832702fffffffff,81.0,0.0,0.0
832703fffffffff,211.0,0.0,0.0
832705fffffffff,2.0,0.0,0.0
832706fffffffff,76.0,0.0,0.0
832708fffffffff,43.0,0.0,0.0
832709fffffffff,2020.0,0.0,0.0
83270afffffffff,66.0,0.0,0.0
83270bfffffffff,41.0,0.0,0.0
83270cfffffffff,2.0,0.0,0.0
83270dfffffffff,5.0,0.0,0.0
83270efffffffff,45.0,0.0,0.0
832710fffffffff,105.0,0.0,0.0
832711fffffffff,11.0,0.0,0.0
832712fffffffff,2.0,0.0,0.0
832713fffffffff,10.0,0.0,0.0
832716fffffffff,2.0,0.0,0.0
832718fffffffff,37.0,0.0,0.0
832719fffffffff,40.0,0.0,0.0
83271afffffffff,10.0,0.0,0.0
83271bfffffffff,20.0,0.0,0.0
83271cfffffffff,46.0,0.0,0.0
83271dfffffffff,34.0,0.0,0.0
83271efffffffff,4.0,0.0,0.0
832721fffffffff,4.0,0.0,0.0
832723fffffffff,2.0,0.0,0.0
832725fffffffff,2.0,0.0,0.0
83272cfffffffff,2.0,0.0,0.0
832734fffffffff,1.0,0.0,0.0
832740fffffffff,51.0,0.0,0.0
832741fffffffff,5.0,0.0,0.0
832742fffffffff,69.0,0.0,0.0
832743fffffffff,24.0,0.0,0.0
832744fffffffff,24.0,0.0,0.0
832745fffffffff,19.0,0.0,0.0
832746fffffffff,193.0,0.0,0.0
83274cfffffffff,29.0,0.0,0.0
832750fffffffff,35.0,0.0,0.0
832751fffffffff,15.0,0.0,0.0
832752fffffffff,50.0,0.0,0.0
832754fffffffff,318.0,0.0,0.0
832755fffffffff,188.0,0.0,0.0
832756fffffffff,708.0,0.0,0.0
832758fffffffff,4.0,0.0,0.0
832759fffffffff,7.0,0.0,0.0
83275cfffffffff,60.0,0.0,0.0
83275dfffffffff,58.0,0.0,0.0
832760fffffffff,34.0,0.0,0.0
832761fffffffff,26.0,0.0,0.0
832763fffffffff,540.0,0.0,0.0
832764fffffffff,18.0,0.0,0.0
832765fffffffff,38.0,0.0,0.0
832766fffffffff,49.0,0.0,0.0
832768fffffffff,5.0,0.0,0.0
83276afffffffff,33.0,0.0,0.0
83276bfffffffff,13.0,0.0,0.0
83276cfffffffff,4.0,0.0,0.0
83276efffffffff,62.0,0.0,0.0
832770fffffffff,164.0,0.0,0.0
832771fffffffff,70.0,0.0,0.0
832772fffffffff,326.0,0.0,0.0
832773fffffffff,7.0,0.0,0.0
832774fffffffff,27.0,0.0,0.0
832775fffffffff,24.0,0.0,0.0
832776fffffffff,4.0,0.0,0.0
83278bfffffffff,2.0,0.0,0.0
83278cfffffffff,12.0,0.0,0.0
832792fffffffff,17.0,0.0,0.0
832799fffffffff,2.0,0.0,0.0
83279afffffffff,5.0,0.0,0.0
83279bfffffffff,4.0,0.0,0.0
8327a0fffffffff,65.0,0.0,0.0
8327a5fffffffff,8.0,0.0,0.0
8327a6fffffffff,14.0,0.0,0.0
8327a8fffffffff,27.0,0.0,0.0
8327a9fffffffff,13.0,0.0,0.0
8327aafffffffff,4.0,0.0,0.0
8327abfffffffff,4.0,0.0,0.0
8327acfffffffff,3.0,0.0,0.0
8327adfffffffff,20.0,0.0,0.0
8327aefffffffff,1.0,0.0,0.0
8327b0fffffffff,11.0,0.0,0.0
8327b2fffffffff,70.0,0.0,0.0
832880fffffffff,6.0,0.0,0.0
832884fffffffff,2.0,0.0,0.0
832890fffffffff,2.0,0.0,0.0
832891fffffffff,1.0,0.0,0.0
832892fffffffff,66.0,0.0,0.0
832893fffffffff,3.0,0.0,0.0
832896fffffffff,14.0,0.0,0.0
832898fffffffff,19.0,0.0,0.0
832899fffffffff,4.0,0.0,0.0
83289afffffffff,9.0,0.0,0.0
83289bfffffffff,34.0,0.0,0.0
83289efffffffff,13.0,0.0,0.0
8328d2fffffffff,58.0,0.0,0.0
8328d3fffffffff,65.0,0.0,0.0
8328d6fffffffff,2.0,0.0,0.0
8328d8fffffffff,2.0,0.0,0.0
832a14fffffffff,6.0,0.0,0.0
832a30fffffffff,50.0,0.0,0.0
832a31fffffffff,20.0,0.0,0.0
832a32fffffffff,4.0,0.0,0.0
832a34fffffffff,310.0,0.0,0.0
832a36fffffffff,111.0,0.0,0.0
832a86fffffffff,3.0,0.0,0.0
832a94fffffffff,5.0,0.0,0.0
832a95fffffffff,21.0,0.0,0.0
832ab3fffffffff,18.0,0.0,0.0
832ab5fffffffff,11.0,0.0,0.0
832ab6fffffffff,2.0,0.0,0.0
832b00fffffffff,232.0,0.0,0.0
832b01fffffffff,128.0,0.0,0.0
832b02fffffffff,143.0,0.0,0.0
832b03fffffffff,327.0,0.0,0.0
832b05fffffffff,41.0,0.0,0.0
832b06fffffffff,96.0,0.0,0.0
832b0afffffffff,231.0,0.0,0.0
832b0cfffffffff,291.0,0.0,0.0
832b0efffffffff,174.0,0.0,0.0
832b10fffffffff,84.0,0.0,0.0
832b11fffffffff,19.0,0.0,0.0
832b12fffffffff,1285.0,0.0,0.0
832b13fffffffff,164.0,0.0,0.0
832b14fffffffff,135.0,0.0,0.0
832b15fffffffff,40.0,0.0,0.0
832b16fffffffff,2103.0,0.0,0.0
832b18fffffffff,415.0,0.0,0.0
832b19fffffffff,69.0,0.0,0.0
832b1afffffffff,115.0,0.0,0.0
832b1bfffffffff,122.0,0.0,0.0
832b1cfffffffff,34.0,0.0,0.0
832b1dfffffffff,197.0,0.0,0.0
832b1efffffffff,100.0,0.0,0.0
832b21fffffffff,53.0,0.0,0.0
832b22fffffffff,24.0,0.0,0.0
832b23fffffffff,369.0,0.0,0.0
832b24fffffffff,18.0,0.0,0.0
832b25fffffffff,31.0,0.0,0.0
832b28fffffffff,66.0,0.0,0.0
832b2afffffffff,95.0,0.0,0.0
832b2cfffffffff,28.0,0.0,0.0
832b2efffffffff,72.0,0.0,0.0
832b30fffffffff,411.0,0.0,0.0
832b31fffffffff,268.0,0.0,0.0
832b32fffffffff,183.0,0.0,0.0
832b33fffffffff,103.0,0.0,0.0
832b34fffffffff,184.0,0.0,0.0
832b35fffffffff,14.0,0.0,0.0
832b36fffffffff,224.0,0.0,0.0
832b80fffffffff,230.0,0.0,0.0
832b81fffffffff,131.0,0.0,0.0
832b82fffffffff,46.0,0.0,0.0
832b83fffffffff,307.0,0.0,0.0
832b84fffffffff,200.0,0.0,0.0
832b85fffffffff,623.0,0.0,0.0
832b86fffffffff,25.0,0.0,0.0
832b88fffffffff,457.0,0.0,0.0
832b89fffffffff,24.0,0.0,0.0
832b8afffffffff,2.0,0.0,0.0
832b8cfffffffff,182.0,0.0,0.0
832b8dfffffffff,82.0,0.0,0.0
832b8efffffffff,6.0,0.0,0.0
832b90fffffffff,79.0,0.0,0.0
832b91fffffffff,58.0,0.0,0.0
832b92fffffffff,37.0,0.0,0.0
832b93fffffffff,7.0,0.0,0.0
832b94fffffffff,406.0,0.0,0.0
832b95fffffffff,13.0,0.0,0.0
832b96fffffffff,124.0,0.0,0.0
832b98fffffffff,74.0,0.0,0.0
832b9bfffffffff,24.0,0.0,0.0
832b9cfffffffff,3441.0,0.0,60.0
832b9dfffffffff,4.0,0.0,0.0
832b9efffffffff,163.0,0.0,0.0
832ba0fffffffff,379.0,0.0,0.0
832ba1fffffffff,997.0,0.0,0.0
832ba2fffffffff,4.0,0.0,0.0
832ba3fffffffff,29.0,0.0,0.0
832ba4fffffffff,39.0,0.0,0.0
832ba5fffffffff,785.0,0.0,0.0
832ba6fffffffff,30.0,0.0,0.0
832ba8fffffffff,286.0,0.0,0.0
832ba9fffffffff,398.0,0.0,0.0
832baafffffffff,345.0,0.0,0.0
832babfffffffff,575.0,0.0,0.0
832bacfffffffff,1291.0,0.0,0.0
832badfffffffff,301.0,0.0,0.0
832baefffffffff,369.0,0.0,0.0
832bb0fffffffff,30.0,0.0,0.0
832bb2fffffffff,150.0,0.0,0.0
832bb3fffffffff,253.0,0.0,0.0
832bb4fffffffff,2.0,0.0,0.0
832bb5fffffffff,19.0,0.0,0.0
832bb6fffffffff,48.0,0.0,0.0
